阿布石,a'bu'shi
湖棚,hu'peng
琥珀,hu'po
琥珀尸,hu'po'shi
互生叶序,hu'sheng'ye'xu
互生羽状的,hu'sheng'yu'zhuang'de
湖水含盐量,hu'shui'han'yan'liang
湖水盐度,hu'shui'yan'du
互相关函数,hu'xiang'guan'han'shu
互相渗透,hu'xiang'shen'tou
互相适应,hu'xiang'shi'ying
湖心平原,hu'xin'ping'yuan
弧形列岛,hu'xing'lie'dao
胡须结晶,hu'xu'jie'jing
虎眼石,hu'yan'shi
湖沼地质学,hu'zhao'di'zhi'xue
湖沼学,hu'zhao'xue
花斑岩,hua'ban'yan
花彩列岛,hua'cai'lie'dao
滑车,hua'che
滑动,hua'dong
滑动带,hua'dong'dai
滑动断裂,hua'dong'duan'lie
滑动构造,hua'dong'gou'zao
滑动构造学,hua'dong'gou'zao'xue
滑动面,hua'dong'mian
滑动平均,hua'dong'ping'jun
滑动双晶,hua'dong'shuang'jing
滑动岩体,hua'dong'yan'ti
滑动褶皱,hua'dong'zhe'zhou
滑动酌,hua'dong'zhuo
滑断层,hua'duan'ceng
花粉,hua'fen
划分,hua'fen
花粉分析,hua'fen'fen'xi
花粉管,hua'fen'guan
花粉块,hua'fen'kuai
花粉粒,hua'fen'li
花粉母细胞,hua'fen'mu'xi'bao
花粉囊,hua'fen'nang
花粉谱,hua'fen'pu
花粉四分体,hua'fen'si'fen'ti
花粉统计,hua'fen'tong'ji
花粉图式,hua'fen'tu'shi
花粉雨,hua'fen'yu
花岗斑岩,hua'gang'ban'yan
花岗变晶状的,hua'gang'bian'jing'zhuang'de
花岗变晶状结构,hua'gang'bian'jing'zhuang'jie'gou
花岗粗玄岩,hua'gang'cu'xuan'yan
花岗辉长岩,hua'gang'hui'chang'yan
花岗闪长岩,hua'gang'shan'chang'yan
花岗伟晶岩,hua'gang'wei'jing'yan
花岗岩,hua'gang'yan
花岗岩层,hua'gang'yan'ceng
花岗岩构造学,hua'gang'yan'gou'zao'xue
花岗岩化,hua'gang'yan'hua
花岗岩化变质,hua'gang'yan'hua'bian'zhi
花岗岩状的,hua'gang'yan'zhuang'de
花岗正长岩,hua'gang'zheng'chang'yan
花岗状的,hua'gang'zhuang'de
花岗状火成岩,hua'gang'zhuang'huo'cheng'yan
滑硅镍矿,hua'gui'nie'kuang
化合水,hua'he'shui
滑痕,hua'hen
滑块,hua'kuai
滑块石,hua'kuai'shi
桦林,hua'lin
滑轮组,hua'lun'zu
滑面,hua'mian
滑劈理,hua'pi'li
滑片,hua'pian
滑坡,hua'po
化石,hua'shi
滑石,hua'shi
化石产出学,hua'shi'chan'chu'xue
滑石磁铁岩,hua'shi'ci'tie'yan
化石地质学,hua'shi'di'zhi'xue
化石化,hua'shi'hua
化石蕨,hua'shi'jue
滑石菱镁岩,hua'shi'ling'mei'yan
滑石片岩,hua'shi'pian'yan
化石侵蚀面,hua'shi'qin'shi'mian
化石燃料,hua'shi'ran'liao
化石人类,hua'shi'ren'lei
化石尸,hua'shi'shi
化石水,hua'shi'shui
化石学,hua'shi'xue
化石植物,hua'shi'zhi'wu
化探,hua'tan
滑体,hua'ti
画图板,hua'tu'ban
化学变质,hua'xue'bian'zhi
化学残余磁化,hua'xue'can'yu'ci'hua
化学沉淀矿床,hua'xue'chen'dian'kuang'chuang
化学沉积,hua'xue'chen'ji
化学沉积矿床,hua'xue'chen'ji'kuang'chuang
化学沉积物,hua'xue'chen'ji'wu
化学成层,hua'xue'cheng'ceng
化学成分,hua'xue'cheng'fen
化学当量,hua'xue'dang'liang
化学反应,hua'xue'fan'ying
化学风化,hua'xue'feng'hua
化学构造,hua'xue'gou'zao
化学化石,hua'xue'hua'shi
化学还原,hua'xue'huan'yuan
化学计量学,hua'xue'ji'liang'xue
化学键,hua'xue'jian
化学键间的共振,hua'xue'jian'jian'de'gong'zhen
化学键能量,hua'xue'jian'neng'liang
化学进化,hua'xue'jin'hua
化学矿物学,hua'xue'kuang'wu'xue
化学怜性,hua'xue'lian'xing
化学平衡,hua'xue'ping'heng
化学亲合势,hua'xue'qin'he'shi
化学侵蚀,hua'xue'qin'shi
化学势,hua'xue'shi
化学吸附,hua'xue'xi'fu
化学性质,hua'xue'xing'zhi
化学需氧量,hua'xue'xu'yang'liang
化学原子量标度,hua'xue'yuan'zi'liang'biao'du
滑移,hua'yi
滑移构造,hua'yi'gou'zao
滑走坡,hua'zou'po
坏晶石,huai'jing'shi
环斑花岗岩,huan'ban'hua'gang'yan
缓冲器,huan'chong'qi
缓冲溶液,huan'chong'rong'ye
缓冲系,huan'chong'xi
缓冲酌,huan'chong'zhuo
环带,huan'dai
环带构造,huan'dai'gou'zao
环谷,huan'gu
环硅酸盐,huan'gui'suan'yan
环礁,huan'jiao
环礁湖,huan'jiao'hu
环礁结构,huan'jiao'jie'gou
环节动物,huan'jie'dong'wu
环境,huan'jing
环境地球化学,huan'jing'di'qiu'hua'xue
环境地质学,huan'jing'di'zhi'xue
环境工程地质学,huan'jing'gong'cheng'di'zhi'xue
环境海洋学,huan'jing'hai'yang'xue
环境矿物学,huan'jing'kuang'wu'xue
环境生物地球化学,huan'jing'sheng'wu'di'qiu'hua'xue
环境水文地质甸,huan'jing'shui'wen'di'zhi'dian
环境水文地质学,huan'jing'shui'wen'di'zhi'xue
环境条件,huan'jing'tiao'jian
环境土壤学,huan'jing'tu'rang'xue
环境遥感,huan'jing'yao'gan
环境因子,huan'jing'yin'zi
环粮数,huan'liang'shu
环陵井,huan'ling'jing
缓慢沉陷,huan'man'chen'xian
缓慢隆起,huan'man'long'qi
环球辐射,huan'qiu'fu'she
环蚀,huan'shi
幻数,huan'shu
换算表,huan'suan'biao
换算系数,huan'suan'xi'shu
环太平洋岛弧,huan'tai'ping'yang'dao'hu
环太平洋的,huan'tai'ping'yang'de
环太平洋地热带,huan'tai'ping'yang'di're'dai
环太平洋地震带,huan'tai'ping'yang'di'zhen'dai
环太平洋钙碱性岩石区,huan'tai'ping'yang'gai'jian'xing'yan'shi'qu
环太平洋火山带,huan'tai'ping'yang'huo'shan'dai
环烷,huan'wan
环烷基油,huan'wan'ji'you
环烷酸,huan'wan'suan
环烷烃指数,huan'wan'ting'zhi'shu
环形计数器,huan'xing'ji'shu'qi
环洋安山岩,huan'yang'an'shan'yan
还原沉积物,huan'yuan'chen'ji'wu
还原剂,huan'yuan'ji
还原能力,huan'yuan'neng'li
缓震,huan'zhen
环状的,huan'zhuang'de
环状断层,huan'zhuang'duan'ceng
环状构造,huan'zhuang'gou'zao
环状硅酸盐,huan'zhuang'gui'suan'yan
环状化合物,huan'zhuang'hua'he'wu
环状矿石,huan'zhuang'kuang'shi
环状矿体,huan'zhuang'kuang'ti
环状岩墙,huan'zhuang'yan'qiang
黄铵汞矿,huang'an'gong'kuang
煌斑岩,huang'ban'yan
煌斑岩状的,huang'ban'yan'zhuang'de
黄钡铀矿,huang'bei'you'kuang
黄长黑云霞岩,huang'chang'hei'yun'xia'yan
黄长煌斑岩,huang'chang'huang'ban'yan
黄长石,huang'chang'shi
黄长玄武岩,huang'chang'xuan'wu'yan
黄长岩,huang'chang'yan
黄脆云母,huang'cui'yun'mu
荒地,huang'di
黄碘银矿,huang'dian'yin'kuang
黄高岭石,huang'gao'ling'shi
黄锆石,huang'gao'shi
黄钾铁矾,huang'jia'tie'fan
黄胶磷矿,huang'jiao'lin'kuang
黄晶,huang'jing
黄绢石,huang'juan'shi
黄矿,huang'kuang
黄磷钙铝石,huang'lin'gai'lv'shi
黄磷锰铁矿,huang'lin'meng'tie'kuang
黄磷铁矾,huang'lin'tie'fan
黄菱铀矿,huang'ling'you'kuang
黄榴砷矿,huang'liu'shen'kuang
黄氯汞矿,huang'lv'gong'kuang
黄绿帘石,huang'lv'lian'shi
黄绿磷灰石,huang'lv'lin'hui'shi
黄氯铅矿,huang'lv'qian'kuang
黄绿蛭石,huang'lv'zhi'shi
荒漠地带,huang'mo'di'dai
黄钼铀矿,huang'mu'you'kuang
黄铅矿,huang'qian'kuang
黄砷氯铅矿,huang'shen'lv'qian'kuang
黄砷铀铁矿,huang'shen'you'tie'kuang
黄钽铁矿,huang'tan'tie'kuang
黄锑华,huang'ti'hua
黄铁长英岩,huang'tie'chang'ying'yan
黄铁矾,huang'tie'fan
黄铁绢英岩化,huang'tie'juan'ying'yan'hua
黄铁矿,huang'tie'kuang
黄铁矿化,huang'tie'kuang'hua
黄铁矿烬滓,huang'tie'kuang'jin'zi
黄铁矿型构造,huang'tie'kuang'xing'gou'zao
黄铁炭质页岩,huang'tie'tan'zhi'ye'yan
黄铜矿,huang'tong'kuang
簧头捞砂筒,huang'tou'lao'sha'tong
黄土,huang'tu
黄土结核,huang'tu'jie'he
黄土壤,huang'tu'rang
黄锡矿,huang'xi'kuang
黄硒铅矿,huang'xi'qian'kuang
黄舣,huang'yi
黄银矿,huang'yin'kuang
黄玉,huang'yu
黄玉化,huang'yu'hua
黄玉岩,huang'yu'yan
黄渣,huang'zha
辉安山岩,hui'an'shan'yan
辉铋矿,hui'bi'kuang
辉铋铅矿,hui'bi'qian'kuang
回波,hui'bo
回采,hui'cai
回采工祖,hui'cai'gong'zu
回采率,hui'cai'lv
辉长苏长岩,hui'chang'su'chang'yan
辉长岩,hui'chang'yan
辉长岩状,hui'chang'yan'zhuang
灰吹法,hui'chui'fa
回春河,hui'chun'he
回春酌,hui'chun'zhuo
回次,hui'ci
回动温度计,hui'dong'wen'du'ji
挥发性的,hui'fa'xing'de
挥发组分,hui'fa'zu'fen
挥发组分含量,hui'fa'zu'fen'han'liang
恢复时间,hui'fu'shi'jian
回复突变,hui'fu'tu'bian
灰钙土,hui'gai'tu
辉橄霞斜岩,hui'gan'xia'xie'yan
辉钴矿,hui'gu'kuang
辉光,hui'guang
辉光放电,hui'guang'fang'dian
回归分析,hui'gui'fen'xi
灰硅钙石,hui'gui'gai'shi
汇合,hui'he
汇合阶地,hui'he'jie'di
灰化,hui'hua
灰化黑土,hui'hua'hei'tu
灰化土,hui'hua'tu
灰化沼泽土,hui'hua'zhao'ze'tu
灰化酌,hui'hua'zhuo
灰黄琥珀,hui'huang'hu'po
会聚边缘,hui'ju'bian'yuan
会聚水系,hui'ju'shui'xi
回哩,hui'li
汇帘间,hui'lian'jian
汇零,hui'ling
回流,hui'liu
辉绿结构,hui'lv'jie'gou
辉绿泥石,hui'lv'ni'shi
辉绿嵌晶的,hui'lv'qian'jing'de
辉绿嵌晶结构,hui'lv'qian'jing'jie'gou
辉绿填充结构的,hui'lv'tian'chong'jie'gou'de
辉绿岩,hui'lv'yan
辉煤,hui'mei
毁灭,hui'mie
辉钼矿,hui'mu'kuang
辉铅铋矿,hui'qian'bi'kuang
灰壤,hui'rang
汇入,hui'ru
灰色霞石正长岩,hui'se'xia'shi'zheng'chang'yan
辉闪石,hui'shan'shi
辉闪岩,hui'shan'yan
辉砷镍矿,hui'shen'nie'kuang
辉砷锑镍矿,hui'shen'ti'nie'kuang
回声测深,hui'sheng'ce'shen
辉石,hui'shi
辉石黄长白榴岩,hui'shi'huang'chang'bai'liu'yan
辉石钛铁矿转移,hui'shi'tai'tie'kuang'zhuan'yi
辉石岩,hui'shi'yan
辉石组,hui'shi'zu
回收采取,hui'shou'cai'qu
回水,hui'shui
汇水,hui'shui
汇水面积,hui'shui'mian'ji
回水钻探,hui'shui'zuan'tan
辉铊锑矿,hui'ta'ti'kuang
辉锑铋矿,hui'ti'bi'kuang
辉锑矿,hui'ti'kuang
辉锑铅矿,hui'ti'qian'kuang
辉锑锡铅矿,hui'ti'xi'qian'kuang
辉锑银矿,hui'ti'yin'kuang
辉锑银铅矿,hui'ti'yin'qian'kuang
辉铁黄长岩,hui'tie'huang'chang'yan
辉铁镍矿,hui'tie'nie'kuang
辉铁锑矿,hui'tie'ti'kuang
辉铜矿,hui'tong'kuang
辉铜银矿,hui'tong'yin'kuang
绘图板,hui'tu'ban
绘图法,hui'tu'fa
绘图仪器,hui'tu'yi'qi
辉钨矿,hui'wu'kuang
灰硒汞矿,hui'xi'gong'kuang
辉硒铅铋矿,hui'xi'qian'bi'kuang
辉硒银矿,hui'xi'yin'kuang
辉霞岩,hui'xia'yan
灰藓沼泽,hui'xian'zhao'ze
辉斜岩,hui'xie'yan
彗星,hui'xing
回压,hui'ya
讳岩,hui'yan
辉岩,hui'yan
灰岩洞,hui'yan'dong
灰岩坑,hui'yan'keng
灰岩盆地,hui'yan'pen'di
辉叶石,hui'ye'shi
辉银黄钾铁矾,hui'yin'huang'jia'tie'fan
辉银矿,hui'yin'kuang
灰云,hui'yun
灰质腐泥煤岩,hui'zhi'fu'ni'mei'yan
灰质结砾岩,hui'zhi'jie'li'yan
灰质泥灰岩,hui'zhi'ni'hui'yan
灰质粘土,hui'zhi'nian'tu
回转,hui'zhuan
回转冲魂进,hui'zhuan'chong'hun'jin
回转反射轴,hui'zhuan'fan'she'zhou
回转罗盘,hui'zhuan'luo'pan
回转椭面,hui'zhuan'tuo'mian
回转钻井方法,hui'zhuan'zuan'jing'fang'fa
回转钻探,hui'zhuan'zuan'tan
喙状的,hui'zhuang'de
混汞酌,hun'gong'zhuo
混合,hun'he
混合比,hun'he'bi
混合长度,hun'he'chang'du
混合花岗岩,hun'he'hua'gang'yan
混合基原油,hun'he'ji'yuan'you
混合器,hun'he'qi
混合伟晶岩,hun'he'wei'jing'yan
混合岩,hun'he'yan
混合岩浆,hun'he'yan'jiang
混合元素,hun'he'yuan'su
混合锥,hun'he'zhui
混合酌,hun'he'zhuo
混胶状,hun'jiao'zhuang
混晶,hun'jing
混染岩,hun'ran'yan
混响,hun'xiang
混杂堆积物,hun'za'dui'ji'wu
混杂岩,hun'za'yan
浑浊度,hun'zhuo'du
混浊因子,hun'zhuo'yin'zi
货币石类,huo'bi'shi'lei
火成的,huo'cheng'de
火成活动,huo'cheng'huo'dong
火成角砾岩,huo'cheng'jiao'li'yan
火成晶质,huo'cheng'jing'zhi
火成论,huo'cheng'lun
火成片岩,huo'cheng'pian'yan
火成碎屑沉积,huo'cheng'sui'xie'chen'ji
火成碎屑流,huo'cheng'sui'xie'liu
火成碎屑物,huo'cheng'sui'xie'wu
火成碎屑岩,huo'cheng'sui'xie'yan
火成碳酸盐岩浆,huo'cheng'tan'suan'yan'yan'jiang
火成岩,huo'cheng'yan
火成元素,huo'cheng'yuan'su
火成酌,huo'cheng'zhuo
获得形质,huo'de'xing'zhi
活动冰川,huo'dong'bing'chuan
活动带,huo'dong'dai
活动构造型式,huo'dong'gou'zao'xing'shi
活动性,huo'dong'xing
活动正地槽,huo'dong'zheng'di'cao
活动组分,huo'dong'zu'fen
活度,huo'du
活度系数,huo'du'xi'shu
活断层,huo'duan'ceng
火法精炼,huo'fa'jing'lian
活化,huo'hua
活化测井,huo'hua'ce'jing
活化法,huo'hua'fa
活化分析,huo'hua'fen'xi
活化剂,huo'hua'ji
活化截面,huo'hua'jie'mian
活化络合物,huo'hua'luo'he'wu
活化能,huo'hua'neng
活化粘土,huo'hua'nian'tu
活化熵,huo'hua'shang
活化石,huo'hua'shi
活化水,huo'hua'shui
活化台块,huo'hua'tai'kuai
活化吸附,huo'hua'xi'fu
活化酌,huo'hua'zhuo
活火山,huo'huo'shan
火箭探空,huo'jian'tan'kong
火口湖,huo'kou'hu
火口原,huo'kou'yuan
火口原湖,huo'kou'yuan'hu
或然率,huo'ran'lv
活塞泵,huo'sai'beng
火色硫锑银矿,huo'se'liu'ti'yin'kuang
火山,huo'shan
火山碑,huo'shan'bei
火山颤动,huo'shan'chan'dong
火山沉积矿床,huo'shan'chen'ji'kuang'chuang
火山带,huo'shan'dai
火山弹,huo'shan'dan
火山道,huo'shan'dao
火山岛,huo'shan'dao
火山岛弧,huo'shan'dao'hu
火山的,huo'shan'de
火山地块,huo'shan'di'kuai
火山地貌,huo'shan'di'mao
火山地堑,huo'shan'di'qian
火山地震,huo'shan'di'zhen
火山堆积说,huo'shan'dui'ji'shuo
火山发光云,huo'shan'fa'guang'yun
火山构造,huo'shan'gou'zao
火山孤山,huo'shan'gu'shan
火山海岸,huo'shan'hai'an
火山灰,huo'shan'hui
火山灰层,huo'shan'hui'ceng
火山灰构造,huo'shan'hui'gou'zao
火山灰流,huo'shan'hui'liu
火山灰年代学,huo'shan'hui'nian'dai'xue
火山灰丘,huo'shan'hui'qiu
火山灰土,huo'shan'hui'tu
火山活动,huo'shan'huo'dong
火山活动性,huo'shan'huo'dong'xing
火山角砾岩,huo'shan'jiao'li'yan
火山颈,huo'shan'jing
火山口,huo'shan'kou
火山口边缘,huo'shan'kou'bian'yuan
火山泪,huo'shan'lei
火山雷鸣,huo'shan'lei'ming
火山砾,huo'shan'li
火山砾凝灰岩,huo'shan'li'ning'hui'yan
火山砾岩,huo'shan'li'yan
火山列,huo'shan'lie
火山裂缝,huo'shan'lie'feng
火山裂缝槽地,huo'shan'lie'feng'cao'di
火山隆起说,huo'shan'long'qi'shuo
火山轮间,huo'shan'lun'jian
火山毛,huo'shan'mao
火山泥,huo'shan'ni
火山泥流,huo'shan'ni'liu
火山粘土,huo'shan'nian'tu
火山凝灰岩,huo'shan'ning'hui'yan
火山抛出物,huo'shan'pao'chu'wu
火山喷出物,huo'shan'pen'chu'wu
火山喷发前兆,huo'shan'pen'fa'qian'zhao
火山喷发预测,huo'shan'pen'fa'yu'ce
火山气,huo'shan'qi
火山气体,huo'shan'qi'ti
火山前缘,huo'shan'qian'yuan
火山穹丘,huo'shan'qiong'qiu
火山砂,huo'shan'sha
火山山脉,huo'shan'shan'mai
火山深成联合岩群,huo'shan'shen'cheng'lian'he'yan'qun
火山升华,huo'shan'sheng'hua
火山栓,huo'shan'shuan
火山水,huo'shan'shui
火山碎屑,huo'shan'sui'xie
火山碎屑角砾岩,huo'shan'sui'xie'jiao'li'yan
火山碎屑物,huo'shan'sui'xie'wu
火山筒,huo'shan'tong
火山土,huo'shan'tu
火山现象,huo'shan'xian'xiang
火山学,huo'shan'xue
火山岩,huo'shan'yan
火山岩屑土,huo'shan'yan'xie'tu
火山岩组合,huo'shan'yan'zu'he
火山云,huo'shan'yun
火山灾害,huo'shan'zai'hai
火山渣,huo'shan'zha
火山渣流,huo'shan'zha'liu
火山渣凝灰岩,huo'shan'zha'ning'hui'yan
火山渣锥,huo'shan'zha'zhui
火山锥,huo'shan'zhui
火山酌,huo'shan'zhuo
火山酌烈度,huo'shan'zhuo'lie'du
火水成的,huo'shui'cheng'de
活性腐殖质,huo'xing'fu'zhi'zhi
活性氢,huo'xing'qing
活性炭,huo'xing'tan
火焰安全灯,huo'yan'an'quan'deng
火焰分光光度测定,huo'yan'fen'guang'guang'du'ce'ding
火焰构造,huo'yan'gou'zao
火焰光谱法,huo'yan'guang'pu'fa
火焰喷出钻井,huo'yan'pen'chu'zuan'jing
火焰试验,huo'yan'shi'yan
火冶金学,huo'ye'jin'xue
活褶曲酌,huo'zhe'qu'zhuo
活钻头,huo'zuan'tou
基本不等式,ji'ben'bu'deng'shi
畸变,ji'bian
积冰,ji'bing
吉伯,ji'bo
吉伯逆期,ji'bo'ni'qi
计步器计距器,ji'bu'qi'ji'ju'qi
吉布斯分布,ji'bu'si'fen'bu
基长闪斑辉绿岩,ji'chang'shan'ban'hui'lv'yan
计尘器尘粒计数器,ji'chen'qi'chen'li'ji'shu'qi
继承,ji'cheng
集成电路,ji'cheng'dian'lu
急冲,ji'chong
级储量,ji'chu'liang
挤出酌,ji'chu'zhuo
极带,ji'dai
基底,ji'di
基底断裂,ji'di'duan'lie
基底构造,ji'di'gou'zao
极地气团,ji'di'qi'tuan
基底砂岩,ji'di'sha'yan
基底推复体,ji'di'tui'fu'ti
基底温度,ji'di'wen'du
基底杂岩,ji'di'za'yan
基底褶曲,ji'di'zhe'qu
继电平断续器,ji'dian'ping'duan'xu'qi
继电器,ji'dian'qi
吉丁尼阶,ji'ding'ni'jie
箕斗提升,ji'dou'ti'sheng
基尔沥青,ji'er'li'qing
激发,ji'fa
激发电位,ji'fa'dian'wei
激发极化法,ji'fa'ji'hua'fa
激发能,ji'fa'neng
积分剂量计,ji'fen'ji'liang'ji
积分宽度,ji'fen'kuan'du
积分仪,ji'fen'yi
机构,ji'gou
鸡冠构造,ji'guan'gou'zao
鸡冠石,ji'guan'shi
鸡冠状的,ji'guan'zhuang'de
极光,ji'guang
极光地带,ji'guang'di'dai
激光束钻井,ji'guang'shu'zuan'jing
激光遥感,ji'guang'yao'gan
几何构造因素,ji'he'gou'zao'yin'su
几何结晶学,ji'he'jie'jing'xue
几何平均,ji'he'ping'jun
集合体,ji'he'ti
几何相似,ji'he'xiang'si
几何因子,ji'he'yin'zi
季候泥,ji'hou'ni
极化,ji'hua
极化磁铁,ji'hua'ci'tie
极化力,ji'hua'li
极化率,ji'hua'lv
急尖的,ji'jian'de
季节变化,ji'jie'bian'hua
季节浮游生物,ji'jie'fu'you'sheng'wu
季节性河流,ji'jie'xing'he'liu
季节性迁移,ji'jie'xing'qian'yi
季节周期性,ji'jie'zhou'qi'xing
集晶锰矾,ji'jing'meng'fan
集块火山锥,ji'kuai'huo'shan'zhui
集块熔岩,ji'kuai'rong'yan
集块岩,ji'kuai'yan
集块岩状的,ji'kuai'yan'zhuang'de
积累因子,ji'lei'yin'zi
基粒,ji'li
集廉,ji'lian
剂量计,ji'liang'ji
急流急滩,ji'liu'ji'tan
记录,ji'lu
记录笔迹,ji'lu'bi'ji
记录带,ji'lu'dai
记录器,ji'lu'qi
记录示波器,ji'lu'shi'bo'qi
记录圆筒,ji'lu'yuan'tong
记录纸,ji'lu'zhi
记录装置,ji'lu'zhuang'zhi
基米里支阶,ji'mi'li'zhi'jie
脊面,ji'mian
极年,ji'nian
计泡器,ji'pao'qi
极谱法,ji'pu'fa
极谱仪,ji'pu'yi
基碛,ji'qi
机脐井,ji'qi'jing
急倾斜层,ji'qing'xie'ceng
急倾斜开采,ji'qing'xie'kai'cai
积球雏晶,ji'qiu'chu'jing
计曲线,ji'qu'xian
极圈,ji'quan
肌肉系统,ji'rou'xi'tong
挤入穹丘,ji'ru'qiong'qiu
挤入褶皱,ji'ru'zhe'zhou
寄生,ji'sheng
寄生火口,ji'sheng'huo'kou
寄生火山,ji'sheng'huo'shan
寄生褶皱,ji'sheng'zhe'zhou
计时,ji'shi
计时器,ji'shi'qi
计示压力,ji'shi'ya'li
计数率计,ji'shu'lv'ji
计数器,ji'shu'qi
奇数羽状的,ji'shu'yu'zhuang'de
积水,ji'shui
集水沟,ji'shui'gou
集水井,ji'shui'jing
集水区,ji'shui'qu
脊睡物门,ji'shui'wu'men
计算,ji'suan
计算尺,ji'suan'chi
脊髓,ji'sui
脊索,ji'suo
基台,ji'tai
基铁矾,ji'tie'fan
极投影,ji'tou'ying
积土压力,ji'tu'ya'li
积温,ji'wen
鸡窝状矿体,ji'wo'zhuang'kuang'ti
极细砂,ji'xi'sha
基线,ji'xian
极限应力,ji'xian'ying'li
极限值,ji'xian'zhi
机械沉积矿床,ji'xie'chen'ji'kuang'chuang
机械传动,ji'xie'chuan'dong
机械的变质,ji'xie'de'bian'zhi
机械的覆盖层,ji'xie'de'fu'gai'ceng
机械的双晶,ji'xie'de'shuang'jing
机械分析,ji'xie'fen'xi
机械风化,ji'xie'feng'hua
机械台,ji'xie'tai
机械性质,ji'xie'xing'zhi
机械钻速,ji'xie'zuan'su
极性,ji'xing
畸形,ji'xing
基性捕虏体,ji'xing'bu'lu'ti
极性分子,ji'xing'fen'zi
极性键,ji'xing'jian
极性晶体,ji'xing'jing'ti
基性磷铝石,ji'xing'lin'lv'shi
基性磷铝铁石,ji'xing'lin'lv'tie'shi
基性磷锰铁矿,ji'xing'lin'meng'tie'kuang
基性磷铁锰矿,ji'xing'lin'tie'meng'kuang
基性铝矾,ji'xing'lv'fan
基性锰铅矿,ji'xing'meng'qian'kuang
基性硼锰钙石,ji'xing'peng'meng'gai'shi
基性硼钠石,ji'xing'peng'na'shi
极性期,ji'xing'qi
极性溶剂,ji'xing'rong'ji
基性砷锌石,ji'xing'shen'xin'shi
极性事件,ji'xing'shi'jian
基性铜锌矾,ji'xing'tong'xin'fan
极性吸附,ji'xing'xi'fu
畸形学,ji'xing'xue
基性岩,ji'xing'yan
基性岩化,ji'xing'yan'hua
畸形岩盘,ji'xing'yan'pan
积雪层持续时数,ji'xue'ceng'chi'xu'shi'shu
挤压节理,ji'ya'jie'li
基岩,ji'yan
积雨云,ji'yu'yun
积云,ji'yun
极运动,ji'yun'dong
积云晶体,ji'yun'jing'ti
肌质,ji'zhi
基质,ji'zhi
级指示剂,ji'zhi'shi'ji
极轴,ji'zhou
脊柱,ji'zhu
脊椎动物,ji'zhui'dong'wu
基准点,ji'zhun'dian
基准面,ji'zhun'mian
基准温度,ji'zhun'wen'du
基准压力,ji'zhun'ya'li
基座,ji'zuo
极座标,ji'zuo'biao
钾铵铁矿,jia'an'tie'kuang
假白榴等色岩,jia'bai'liu'deng'se'yan
假白榴石,jia'bai'liu'shi
假白榴状的,jia'bai'liu'zhuang'de
假斑状的,jia'ban'zhuang'de
假背斜,jia'bei'xie
钾冰晶石,jia'bing'jing'shi
假玻斑状的,jia'bo'ban'zhuang'de
假不整合,jia'bu'zheng'he
夹层,jia'ceng
夹层的,jia'ceng'de
假层理,jia'ceng'li
钾长石化,jia'chang'shi'hua
加成相,jia'cheng'xiang
甲虫,jia'chong
颊刺,jia'ci
假等价势温,jia'deng'jia'shi'wen
价电子,jia'dian'zi
假对称,jia'dui'chen
假二轴性的,jia'er'zhou'xing'de
钾钒铀矿,jia'fan'you'kuang
钾沸石,jia'fei'shi
假浮游生物,jia'fu'you'sheng'wu
加氟酌,jia'fu'zhuo
钾钙板锆石,jia'gai'ban'gao'shi
钾钙霞石,jia'gai'xia'shi
假根,jia'gen
加工,jia'gong
假共结的,jia'gong'jie'de
假共晶结构,jia'gong'jing'jie'gou
假硅灰石,jia'gui'hui'shi
假黑云母,jia'hei'yun'mu
假花斑状的,jia'hua'ban'zhuang'de
假化石,jia'hua'shi
假灰化过程,jia'hui'hua'guo'cheng
假火山弹,jia'huo'shan'dan
加积,jia'ji
甲基紫,jia'ji'zi
钾碱矿床,jia'jian'kuang'chuang
假角砾岩,jia'jiao'li'yan
假阶地,jia'jie'di
假结核,jia'jie'he
价晶格,jia'jing'ge
假晶滑石,jia'jing'hua'shi
假绝热线,jia'jue're'xian
架空死,jia'kong'si
假蓝宝石,jia'lan'bao'shi
加里东造山运动,jia'li'dong'zao'shan'yun'dong
加里东褶皱,jia'li'dong'zhe'zhou
假砾岩,jia'li'yan
钾锂云母,jia'li'yun'mu
假链的,jia'lian'de
钾疗岩,jia'liao'yan
加料装置,jia'liao'zhuang'zhi
假磷灰石,jia'lin'hui'shi
假磷铜矿,jia'lin'tong'kuang
假六方晶系的,jia'liu'fang'jing'xi'de
假六方双晶,jia'liu'fang'shuang'jing
钾氯胆矾,jia'lv'dan'fan
假绿泥石,jia'lv'ni'shi
钾氯铅矿,jia'lv'qian'kuang
钾芒硝,jia'mang'xiao
钾茂,jia'mao
钾镁矾,jia'mei'fan
钾锰盐,jia'meng'yan
加拿大屎,jia'na'da'shi
假钠沸石,jia'na'fei'shi
假劈理,jia'pi'li
假片理,jia'pian'li
假碛,jia'qi
假潜育,jia'qian'yu
甲壳类,jia'qiao'lei
甲壳质,jia'qiao'zhi
加氢,jia'qing
加权平均值,jia'quan'ping'jun'zhi
加热电流,jia're'dian'liu
加热分解,jia're'fen'jie
加热减重,jia're'jian'zhong
加热面,jia're'mian
加热试验,jia're'shi'yan
假热液溶液,jia're'ye'rong'ye
假色,jia'se
假深成岩体,jia'shen'cheng'yan'ti
夹石,jia'shi
假湿球势温,jia'shi'qiu'shi'wen
钾石盐岩,jia'shi'yan'yan
