阿拉伯婆婆纳,a'la'bo'po'po'na
野海棠属,ye'hai'tang'shu
野含笑,ye'han'xiao
野胡萝卜,ye'hu'luo'bo
野花椒,ye'hua'jiao
野蓟,ye'ji
野豇豆,ye'jiang'dou
野菊,ye'ju
野决明属,ye'jue'ming'shu
野葵,ye'kui
夜来香,ye'lai'xiang
夜来香属,ye'lai'xiang'shu
野老鹳草,ye'lao'guan'cao
野菱,ye'ling
叶瘤芥,ye'liu'jie
腋毛勾儿茶,ye'mao'gou'er'cha
腋毛泡花树,ye'mao'pao'hua'shu
野茉莉,ye'mo'li
野牡丹,ye'mu'dan
野牡丹科,ye'mu'dan'ke
野牡丹属,ye'mu'dan'shu
野木瓜属,ye'mu'gua'shu
业平竹属,ye'ping'zhu'shu
野漆,ye'qi
野蔷薇,ye'qiang'wei
野荞麦,ye'qiao'mai
野青茅属,ye'qing'mao'shu
野青树,ye'qing'shu
野扇花属,ye'shan'hua'shu
野山楂,ye'shan'zha
野柿,ye'shi
野黍,ye'shu
野黍属,ye'shu'shu
野塘蒿,ye'tang'hao
野桐,ye'tong
野桐属,ye'tong'shu
野豌豆属,ye'wan'dou'shu
野梧桐,ye'wu'tong
野西瓜苗,ye'xi'gua'miao
叶下珠,ye'xia'zhu
叶下珠属,ye'xia'zhu'shu
夜香木兰,ye'xiang'mu'lan
夜香牛,ye'xiang'niu
夜香树,ye'xiang'shu
夜香树属,ye'xiang'shu'shu
野燕麦,ye'yan'mai
野芋,ye'yu
野芝麻,ye'zhi'ma
野芝麻属,ye'zhi'ma'shu
野珠兰,ye'zhu'lan
叶子花,ye'zi'hua
叶子花属,ye'zi'hua'shu
野紫苏,ye'zi'su
一把伞南星,yi'ba'san'nan'xing
虉草,yi'cao
虉草属,yi'cao'shu
宜昌胡颓子,yi'chang'hu'tui'zi
宜昌荚蒾,yi'chang'jia'mi
宜昌木蓝,yi'chang'mu'lan
宜昌飘拂草,yi'chang'piao'fu'cao
一串红,yi'chuan'hong
一点红,yi'dian'hong
一点红属,yi'dian'hong'shu
一点红属分种检索表,yi'dian'hong'shu'fen'zhong'jian'suo'biao
翼秆苔草,yi'gan'tai'cao
翼果苔草,yi'guo'tai'cao
异堇叶碎米荠,yi'jin'ye'sui'mi'ji
异毛忍冬,yi'mao'ren'dong
益母草,yi'mu'cao
益母草属,yi'mu'cao'shu
一年蓬,yi'nian'peng
一品红,yi'pin'hong
异色猕猴桃,yi'se'mi'hou'tao
异色泡花树,yi'se'pao'hua'shu
宜兴苦竹,yi'xing'ku'zhu
异型莎草,yi'xing'suo'cao
异檐花属,yi'yan'hua'shu
异燕麦属,yi'yan'mai'shu
异药花属,yi'yao'hua'shu
异叶败酱,yi'ye'bai'jiang
异叶茴芹,yi'ye'hui'qin
异叶假盖果草,yi'ye'jia'gai'guo'cao
异叶爬山虎,yi'ye'pa'shan'hu
一叶萩,yi'ye'qiu
一叶萩属,yi'ye'qiu'shu
异叶榕,yi'ye'rong
异叶蛇葡萄,yi'ye'she'pu'tao
薏苡,yi'yi
薏苡属,yi'yi'shu
宜章山矾,yi'zhang'shan'fan
一枝黄花,yi'zhi'huang'hua
一枝黄花属,yi'zhi'huang'hua'shu
银边翠,yin'bian'cui
银边绣球,yin'bian'xiu'qiu
茵陈蒿,yin'chen'hao
阴地蒿,yin'di'hao
印度蒿,yin'du'hao
印度黄芩,yin'du'huang'qin
印度黄檀,yin'du'huang'tan
银桂,yin'gui
银桦,yin'hua
银桦属,yin'hua'shu
银荆树,yin'jing'shu
银兰,yin'lan
银莲花属,yin'lian'hua'shu
银缕梅,yin'lv'mei
银木,yin'mu
荫生鼠尾草,yin'sheng'shu'wei'cao
阴行草,yin'xing'cao
阴行草属,yin'xing'cao'shu
银星秋海棠,yin'xing'qiu'hai'tang
淫羊藿,yin'yang'huo
淫羊藿属,yin'yang'huo'shu
银叶柳,yin'ye'liu
茵芋,yin'yu
茵芋属,yin'yu'shu
银钟花,yin'zhong'hua
银钟花属,yin'zhong'hua'shu
隐子草属,yin'zi'cao'shu
迎春,ying'chun
迎春樱,ying'chun'ying
硬斗石栎,ying'dou'shi'li
硬秆子草,ying'gan'zi'cao
硬骨凌霄,ying'gu'ling'xiao
硬骨凌霄属,ying'gu'ling'xiao'shu
樱果朴,ying'guo'pu
硬果苔草,ying'guo'tai'cao
盈江薯蓣,ying'jiang'shu'yu
萤蔺,ying'lin
硬毛地笋,ying'mao'di'sun
硬毛冬青,ying'mao'dong'qing
硬毛腹水草,ying'mao'fu'shui'cao
硬毛木蓝,ying'mao'mu'lan
硬壳桂,ying'qiao'gui
硬壳竹,ying'qiao'zhu
缨绒花,ying'rong'hua
映山红,ying'shan'hong
楹树,ying'shu
罂粟,ying'su
罂粟科,ying'su'ke
罂粟属,ying'su'shu
樱桃,ying'tao
硬头黄竹,ying'tou'huang'zhu
硬叶冬青,ying'ye'dong'qing
樱叶乌蔹莓,ying'ye'wu'lian'mei
蘡薁,ying'yu
鹰爪枫,ying'zhao'feng
鹰爪枫属,ying'zhao'feng'shu
蝇子草,ying'zi'cao
蝇子草属,ying'zi'cao'shu
油白菜,you'bai'cai
疣草,you'cao
油茶,you'cha
油点草,you'dian'cao
油点草属,you'dian'cao'shu
疣果飘拂草,you'guo'piao'fu'cao
油芥菜,you'jie'cai
油苦竹,you'ku'zhu
油麻藤属,you'ma'teng'shu
油芒,you'mang
油芒属,you'mang'shu
有芒鸭嘴草,you'mang'ya'zui'cao
莸属,you'shu
油桐,you'tong
油桐属,you'tong'shu
有尾水筛,you'wei'shui'shai
油乌药,you'wu'yao
莠竹,you'zhu
莠竹属,you'zhu'shu
玉蝉花,yu'chan'hua
鱼肚腩竹,yu'du'nan'zhu
玉凤花属,yu'feng'hua'shu
鱼黄草属,yu'huang'cao'shu
郁金香,yu'jin'xiang
郁金香属,yu'jin'xiang'shu
雨久花科,yu'jiu'hua'ke
雨久花属,yu'jiu'hua'shu
榆科,yu'ke
榆科分属检索表,yu'ke'fen'shu'jian'suo'biao
玉兰,yu'lan
玉兰叶石楠,yu'lan'ye'shi'nan
郁李,yu'li
羽裂唇柱苣苔,yu'lie'chun'zhu'ju'tai
羽裂马蓝,yu'lie'ma'lan
羽裂叶诸葛菜,yu'lie'ye'zhu'ge'cai
玉铃花,yu'ling'hua
羽毛地杨梅,yu'mao'di'yang'mei
禺毛莨,yu'mao'liang
羽毛鳞荸荠,yu'mao'lin'bi'qi
羽毛球树,yu'mao'qiu'shu
虞美人,yu'mei'ren
玉米,yu'mi
鱼木,yu'mu
鱼木属,yu'mu'shu
玉山竹,yu'shan'zhu
玉山竹属,yu'shan'zhu'shu
榆属,yu'shu
芋属,yu'shu
玉蜀黍属,yu'shu'shu'shu
鱼藤,yu'teng
鱼藤属,yu'teng'shu
鱼尾葵,yu'wei'kui
鱼尾葵属,yu'wei'kui'shu
郁香安息香,yu'xiang'an'xi'xiang
郁香忍冬,yu'xiang'ren'dong
鱼眼草,yu'yan'cao
鱼眼草属,yu'yan'cao'shu
羽叶参属,yu'ye'can'shu
羽叶金合欢,yu'ye'jin'he'huan
玉叶金花,yu'ye'jin'hua
玉叶金花属,yu'ye'jin'hua'shu
羽叶三七,yu'ye'san'qi
羽叶山蚂蟥,yu'ye'shan'ma'huang
羽衣甘蓝,yu'yi'gan'lan
愉悦蓼,yu'yue'liao
玉簪,yu'zan
玉簪属,yu'zan'shu
玉竹,yu'zhu
圆瓣冷水花,yuan'ban'leng'shui'hua
元宝草,yuan'bao'cao
圆苞山萝花,yuan'bao'shan'luo'hua
圆果雀稗,yuan'guo'que'bai
圆金桔,yuan'jin'ju
圆菱叶山蚂蟥,yuan'ling'ye'shan'ma'huang
缘脉菝葜,yuan'mai'ba'qia
缘毛合叶豆,yuan'mao'he'ye'dou
圆头蚊母树,yuan'tou'wen'mu'shu
鸢尾,yuan'wei
鸢尾科,yuan'wei'ke
鸢尾兰属,yuan'wei'lan'shu
鸢尾属,yuan'wei'shu
圆叶节节菜,yuan'ye'jie'jie'cai
圆叶景天,yuan'ye'jing'tian
圆叶茅膏菜,yuan'ye'mao'gao'cai
圆叶牵牛,yuan'ye'qian'niu
圆叶日本女贞,yuan'ye'ri'ben'nv'zhen
圆叶鼠李,yuan'ye'shu'li
圆叶挖耳草,yuan'ye'wa'er'cao
圆叶猪屎豆,yuan'ye'zhu'shi'dou
远志科,yuan'zhi'ke
远志属,yuan'zhi'shu
圆锥铁线莲,yuan'zhui'tie'xian'lian
圆锥绣球,yuan'zhui'xiu'qiu
月光花,yue'guang'hua
月光花属,yue'guang'hua'shu
月桂,yue'gui
月桂属,yue'gui'shu
月季花,yue'ji'hua
月季石榴,yue'ji'shi'liu
月见菜属,yue'jian'cai'shu
月见草,yue'jian'cao
粤柳,yue'liu
月月桔,yue'yue'ju
云和哺鸡竹,yun'he'bu'ji'zhu
云和假糙苏,yun'he'jia'cao'su
云和新木姜子,yun'he'xin'mu'jiang'zi
云锦杜鹃,yun'jin'du'juan
云木香,yun'mu'xiang
云木香属,yun'mu'xiang'shu
云南黄素馨,yun'nan'huang'su'xin
云南樟,yun'nan'zhang
云山八角枫,yun'shan'ba'jiao'feng
云山青冈,yun'shan'qing'gang
云实,yun'shi
云实属,yun'shi'shu
芸苔,yun'tai
云台南星,yun'tai'nan'xing
芸苔属,yun'tai'shu
芸香,yun'xiang
芸香科,yun'xiang'ke
芸香属,yun'xiang'shu
杂毛溲疏,za'mao'sou'shu
杂配藜,za'pei'li
皂荚,zao'jia
皂荚属,zao'jia'shu
早桔,zao'ju
早落通泉草,zao'luo'tong'quan'cao
枣属,zao'shu
早熟禾,zao'shu'he
早熟禾属,zao'shu'he'shu
早园竹,zao'yuan'zhu
早竹,zao'zhu
蚤缀,zao'zhui
蚤缀属,zao'zhui'shu
泽番椒属,ze'fan'jiao'shu
泽兰,ze'lan
泽兰属,ze'lan'shu
泽兰属分种检索表,ze'lan'shu'fen'zhong'jian'suo'biao
泽漆,ze'qi
泽芹,ze'qin
泽芹属,ze'qin'shu
泽苔草,ze'tai'cao
泽苔草属,ze'tai'cao'shu
泽泻科,ze'xie'ke
泽泻属,ze'xie'shu
泽泻叶虾脊兰,ze'xie'ye'xia'ji'lan
泽绣球,ze'xiu'qiu
泽珍珠菜,ze'zhen'zhu'cai
榨菜,zha'cai
窄斑叶珊瑚,zhai'ban'ye'shan'hu
窄基红褐柃,zhai'ji'hong'he'ling
窄穗莎草,zhai'sui'suo'cao
窄头橐吾,zhai'tou'tuo'wu
窄叶败酱,zhai'ye'bai'jiang
窄叶火棘,zhai'ye'huo'ji
窄叶裸菀,zhai'ye'luo'wan
窄叶南蛇藤,zhai'ye'nan'she'teng
窄叶泽泻,zhai'ye'ze'xie
窄叶紫珠,zhai'ye'zi'zhu
展毛川鄂乌头,zhan'mao'chuan'e'wu'tou
粘毛蓼,zhan'mao'liao
毡毛马兰,zhan'mao'ma'lan
粘毛母草,zhan'mao'mu'cao
毡毛泡花树,zhan'mao'pao'hua'shu
展毛乌头,zhan'mao'wu'tou
长刺楤木,zhang'ci'song'mu
长刺酸模,zhang'ci'suan'mo
獐耳细辛,zhang'er'xi'xin
獐耳细辛属,zhang'er'xi'xin'shu
长花蓼,zhang'hua'liao
樟科,zhang'ke
樟属,zhang'shu
樟树,zhang'shu
獐牙菜,zhang'ya'cai
獐牙菜属,zhang'ya'cai'shu
掌叶半夏,zhang'ye'ban'xia
长叶地榆,zhang'ye'di'yu
长叶冻绿,zhang'ye'dong'lv
掌叶复盆子,zhang'ye'fu'pen'zi
长叶荚蒾,zhang'ye'jia'mi
长叶苦竹,zhang'ye'ku'zhu
长叶猕猴桃,zhang'ye'mi'hou'tao
长叶木犀,zhang'ye'mu'xi
樟叶槭,zhang'ye'qi
长叶雀稗,zhang'ye'que'bai
长叶珊瑚,zhang'ye'shan'hu
长叶山兰,zhang'ye'shan'lan
爪瓣景天,zhao'ban'jing'tian
沼兰属,zhao'lan'shu
沼生水马齿,zhao'sheng'shui'ma'chi
爪哇唐松草,zhao'wa'tang'song'cao
朝阳青茅,zhao'yang'qing'mao
沼原草,zhao'yuan'cao
沼原草属,zhao'yuan'cao'shu
浙贝母,zhe'bei'mu
浙赣车前紫草,zhe'gan'che'qian'zi'cao
浙江安息香,zhe'jiang'an'xi'xiang
浙江扁莎,zhe'jiang'bian'sha
浙江大青,zhe'jiang'da'qing
浙江淡竹,zhe'jiang'dan'zhu
浙江冬青,zhe'jiang'dong'qing
浙江凤仙花,zhe'jiang'feng'xian'hua
浙江过路黄,zhe'jiang'guo'lu'huang
浙江红山茶,zhe'jiang'hong'shan'cha
浙江虎刺,zhe'jiang'hu'ci
浙江虎耳草,zhe'jiang'hu'er'cao
浙江黄芩,zhe'jiang'huang'qin
浙江荚蒾,zhe'jiang'jia'mi
浙江尖连蕊茶,zhe'jiang'jian'lian'rui'cha
浙江金竹,zhe'jiang'jin'zhu
浙江开唇兰,zhe'jiang'kai'chun'lan
浙江铃子香,zhe'jiang'ling'zi'xiang
浙江柳,zhe'jiang'liu
浙江柳叶箬,zhe'jiang'liu'ye'ruo
浙江马鞍树,zhe'jiang'ma'an'shu
浙江猕猴桃,zhe'jiang'mi'hou'tao
浙江木蓝,zhe'jiang'mu'lan
浙江楠,zhe'jiang'nan
浙江泡果荠,zhe'jiang'pao'guo'ji
浙江青荚叶,zhe'jiang'qing'jia'ye
浙江乳突果,zhe'jiang'ru'tu'guo
浙江润楠,zhe'jiang'run'nan
浙江山木通,zhe'jiang'shan'mu'tong
浙江商陆,zhe'jiang'shang'lu
浙江柿,zhe'jiang'shi
浙江石楠,zhe'jiang'shi'nan
浙江鼠李,zhe'jiang'shu'li
浙江水青冈,zhe'jiang'shui'qing'gang
浙江碎米荠,zhe'jiang'sui'mi'ji
浙江橐吾,zhe'jiang'tuo'wu
浙江蝎子草,zhe'jiang'xie'zi'cao
浙江新木姜子,zhe'jiang'xin'mu'jiang'zi
浙江雪胆,zhe'jiang'xue'dan
浙江叶下珠,zhe'jiang'ye'xia'zhu
浙江蘡薁,zhe'jiang'ying'yu
浙江樟,zhe'jiang'zhang
浙荆芥,zhe'jing'jie
蔗茅属,zhe'mao'shu
浙闽新木姜子,zhe'min'xin'mu'jiang'zi
浙闽樱,zhe'min'ying
浙南菝葜,zhe'nan'ba'qia
柘属,zhe'shu
浙皖粗筒苣苔,zhe'wan'cu'tong'ju'tai
浙皖虎刺,zhe'wan'hu'ci
浙皖荚蒾,zhe'wan'jia'mi
榛属,zhen'shu
针筒菜,zhen'tong'cai
针叶天蓝绣球,zhen'ye'tian'lan'xiu'qiu
珍珠菜,zhen'zhu'cai
珍珠菜属,zhen'zhu'cai'shu
珍珠黄杨,zhen'zhu'huang'yang
珍珠莲,zhen'zhu'lian
珍珠茅属,zhen'zhu'mao'shu
珍珠绣线菊,zhen'zhu'xiu'xian'ju
支持蓼,zhi'chi'liao
直刺变豆菜,zhi'ci'bian'dou'cai
知风草,zhi'feng'cao
枳椇,zhi'ju
枳椇属,zhi'ju'shu
直立百部,zhi'li'bai'bu
直立茴芹,zhi'li'hui'qin
直立婆婆纳,zhi'li'po'po'na
直立酢浆草,zhi'li'zuo'jiang'cao
直芒草属,zhi'mang'cao'shu
直球穗扁莎,zhi'qiu'sui'bian'sha
直穗莎草,zhi'sui'suo'cao
止血马唐,zhi'xue'ma'tang
栉竹,zhi'zhu
蜘蛛抱蛋,zhi'zhu'bao'dan
蜘蛛抱蛋属,zhi'zhu'bao'dan'shu
栀子,zhi'zi
栀子属,zhi'zi'shu
重瓣白玫瑰,zhong'ban'bai'mei'gui
重瓣红石榴,zhong'ban'hong'shi'liu
重瓣铁线莲,zhong'ban'tie'xian'lian
重瓣紫玫瑰,zhong'ban'zi'mei'gui
重齿当归,zhong'chi'dang'gui
钟萼木,zhong'e'mu
钟萼木科,zhong'e'mu'ke
钟萼木属,zhong'e'mu'shu
中国旌节花,zhong'guo'jing'jie'hua
中国石蒜,zhong'guo'shi'suan
中国绣球,zhong'guo'xiu'qiu
中国野菰,zhong'guo'ye'gu
中华补血草,zhong'hua'bu'xue'cao
中华常春藤,zhong'hua'chang'chun'teng
中华垂花胡枝子,zhong'hua'chui'hua'hu'zhi'zi
中华淡竹叶,zhong'hua'dan'zhu'ye
中华杜英,zhong'hua'du'ying
中华繁缕,zhong'hua'fan'lv
中华胡枝子,zhong'hua'hu'zhi'zi
中华结缕草,zhong'hua'jie'lv'cao
中华金腰,zhong'hua'jin'yao
中华苦荬菜,zhong'hua'ku'mai'cai
中华寥,zhong'hua'liao
中华猕猴桃,zhong'hua'mi'hou'tao
中华盆距兰,zhong'hua'pen'ju'lan
中华萍蓬草,zhong'hua'ping'peng'cao
中华秋海棠,zhong'hua'qiu'hai'tang
中华三叶委陵菜,zhong'hua'san'ye'wei'ling'cai
中华沙参,zhong'hua'sha'shen
中华山黧豆,zhong'hua'shan'li'dou
中华石楠,zhong'hua'shi'nan
中华水芹,zhong'hua'shui'qin
中华苔草,zhong'hua'tai'cao
中华天胡荽,zhong'hua'tian'hu'sui
中华香简草,zhong'hua'xiang'jian'cao
中华绣线菊,zhong'hua'xiu'xian'ju
中华野海棠,zhong'hua'ye'hai'tang
中华野葵,zhong'hua'ye'kui
中华业平竹,zhong'hua'ye'ping'zhu
钟花樱,zhong'hua'ying
中华鱼藤,zhong'hua'yu'teng
中间假糙苏,zhong'jian'jia'cao'su
肿节竹,zhong'jie'zhu
肿节竹属,zhong'jie'zhu'shu
中棉,zhong'mian
中南悬钩子,zhong'nan'xuan'gou'zi
中亚酸模,zhong'ya'suan'mo
皱苞苔草,zhou'bao'tai'cao
皱柄冬青,zhou'bing'dong'qing
舟柄铁线莲,zhou'bing'tie'xian'lian
皱果蛇莓,zhou'guo'she'mei
皱果苋,zhou'guo'xian
帚菊属,zhou'ju'shu
皱苦竹,zhou'ku'zhu
周毛悬钩子,zhou'mao'xuan'gou'zi
舟山新木姜子,zhou'shan'xin'mu'jiang'zi
皱叶狗尾草,zhou'ye'gou'wei'cao
皱叶留兰香,zhou'ye'liu'lan'xiang
皱叶鼠李,zhou'ye'shu'li
皱叶酸模,zhou'ye'suan'mo
朱唇,zhu'chun
朱顶红属,zhu'ding'hong'shu
诸葛菜,zhu'ge'cai
诸葛菜属,zhu'ge'cai'shu
竹根七属,zhu'gen'qi'shu
柱果铁线莲,zhu'guo'tie'xian'lian
朱槿,zhu'jin
朱桔,zhu'ju
朱兰,zhu'lan
朱兰属,zhu'lan'shu
竹灵消,zhu'ling'xiao
朱栾,zhu'luan
苎麻,zhu'ma
苎麻属,zhu'ma'shu
猪毛菜属,zhu'mao'cai'shu
猪毛蒿,zhu'mao'hao
朱砂根,zhu'sha'gen
猪屎豆,zhu'shi'dou
猪屎豆属,zhu'shi'dou'shu
珠穗苔草,zhu'sui'tai'cao
蛛网萼,zhu'wang'e
蛛网萼属,zhu'wang'e'shu
珠芽艾麻,zhu'ya'ai'ma
珠芽尖距紫堇,zhu'ya'jian'ju'zi'jin
珠芽景天,zhu'ya'jing'tian
竹亚科,zhu'ya'ke
猪殃殃,zhu'yang'yang
竹叶草,zhu'ye'cao
竹叶吉祥草,zhu'ye'ji'xiang'cao
竹叶吉祥草属,zhu'ye'ji'xiang'cao'shu
竹叶椒,zhu'ye'jiao
竹叶兰,zhu'ye'lan
竹叶兰属,zhu'ye'lan'shu
竹叶茅,zhu'ye'mao
竹叶眼子菜,zhu'ye'yan'zi'cai
竹叶子,zhu'ye'zi
竹叶子属,zhu'ye'zi'shu
砖子苗,zhuan'zi'miao
砖子苗属,zhuan'zi'miao'shu
壮大聚花荚蒾,zhuang'da'ju'hua'jia'mi
锥果芥,zhui'guo'jie
锥果芥属,zhui'guo'jie'shu
锥栗,zhui'li
紫斑风铃草,zi'ban'feng'ling'cao
紫背金盘,zi'bei'jin'pan
紫背天葵,zi'bei'tian'kui
紫菜苔,zi'cai'tai
紫草,zi'cao
紫草科,zi'cao'ke
紫草属,zi'cao'shu
紫单花红丝线,zi'dan'hua'hong'si'xian
紫弹树,zi'dan'shu
紫丁香,zi'ding'xiang
紫萼,zi'e
紫萼蝴蝶草,zi'e'hu'die'cao
紫果冬青,zi'guo'dong'qing
紫果猕猴桃,zi'guo'mi'hou'tao
紫果槭,zi'guo'qi
紫花八宝,zi'hua'ba'bao
紫花地丁,zi'hua'di'ding
紫花光荛花,zi'hua'guang'rao'hua
紫花堇菜,zi'hua'jin'cai
紫花络石,zi'hua'luo'shi
紫花前胡,zi'hua'qian'hu
紫花香薷,zi'hua'xiang'ru
紫花崖豆藤,zi'hua'ya'dou'teng
紫花野菊,zi'hua'ye'ju
紫花重瓣溲疏,zi'hua'zhong'ban'sou'shu
紫堇,zi'jin
紫金牛,zi'jin'niu
紫金牛科,zi'jin'niu'ke
紫金牛属,zi'jin'niu'shu
紫金牛叶石楠,zi'jin'niu'ye'shi'nan
紫堇属,zi'jin'shu
紫茎,zi'jing
紫荆,zi'jing
紫茎芹属,zi'jing'qin'shu
紫茎属,zi'jing'shu
紫荆属,zi'jing'shu
紫露草,zi'lu'cao
紫露草属,zi'lu'cao'shu
紫罗兰,zi'luo'lan
紫罗兰属,zi'luo'lan'shu
紫麻,zi'ma
紫麻属,zi'ma'shu
紫马唐,zi'ma'tang
紫脉过路黄,zi'mai'guo'lu'huang
紫茉莉,zi'mo'li
紫茉莉科,zi'mo'li'ke
梓木草,zi'mu'cao
紫苜蓿,zi'mu'xu
紫楠,zi'nan
紫盆花,zi'pen'hua
紫萍,zi'ping
紫萍属,zi'ping'shu
紫荣莉属,zi'rong'li'shu
梓树,zi'shu
梓树属,zi'shu'shu
梓树属分种检索表,zi'shu'shu'fen'zhong'jian'suo'biao
紫苏,zi'su
紫苏属,zi'su'shu
紫穗槐,zi'sui'huai
紫穗槐属,zi'sui'huai'shu
紫藤,zi'teng
紫藤属,zi'teng'shu
紫崴科分属检索表,zi'wai'ke'fen'shu'jian'suo'biao
紫万年青,zi'wan'nian'qing
紫万年青属,zi'wan'nian'qing'shu
紫菀属,zi'wan'shu
紫菀属分种检索表,zi'wan'shu'fen'zhong'jian'suo'biao
紫薇,zi'wei
紫葳科,zi'wei'ke
紫薇属,zi'wei'shu
紫叶美人蕉,zi'ye'mei'ren'jiao
紫玉兰,zi'yu'lan
紫云英,zi'yun'ying
紫珠,zi'zhu
紫竹,zi'zhu
紫竹梅,zi'zhu'mei
紫竹梅属,zi'zhu'mei'shu
紫珠属,zi'zhu'shu
棕红悬钩子,zong'hong'xuan'gou'zi
棕榈,zong'lv
棕榈科,zong'lv'ke
棕榈属,zong'lv'shu
棕脉花楸,zong'mai'hua'qiu
总序蓟,zong'xu'ji
棕叶狗尾草,zong'ye'gou'wei'cao
棕竹,zong'zhu
棕竹属,zong'zhu'shu
总状山矾,zong'zhuang'shan'fan
走茎龙头草,zou'jing'long'tou'cao
菹草,zu'cao
钻地风,zuan'di'feng
钻地风属,zuan'di'feng'shu
钻形紫菀,zuan'xing'zi'wan
醉蝶花,zui'die'hua
醉鱼草,zui'yu'cao
醉鱼草属,zui'yu'cao'shu
酢浆草,zuo'jiang'cao
酢浆草科,zuo'jiang'cao'ke
酢浆草属,zuo'jiang'cao'shu
柞木,zuo'mu
柞木属,zuo'mu'shu
