阿拉伯文字,a'la'bo'wen'zi
提升规则,ti'sheng'gui'ze
提升为宾语,ti'sheng'wei'bin'yu
提升为主语,ti'sheng'wei'zhu'yu
提示,ti'shi
提示性话语,ti'shi'xing'hua'yu
体势学,ti'shi'xue
体系,ti'xi
体现,ti'xian
提喻,ti'yu
题旨结构,ti'zhi'jie'gou
题旨角色,ti'zhi'jue'se
题旨网格,ti'zhi'wang'ge
提作话题,ti'zuo'hua'ti
天城书梵语文字,tian'cheng'shu'fan'yu'wen'zi
填充词,tian'chong'ci
天赋论,tian'fu'lun
添加指大性后缀的,tian'jia'zhi'da'xing'hou'zhui'de
填空成分,tian'kong'cheng'fen
填空词类表,tian'kong'ci'lei'biao
调段部分,tiao'duan'bu'fen
调高语音学,tiao'gao'yu'yin'xue
调核,tiao'he
调级,tiao'ji
条件,tiao'jian
条件变体,tiao'jian'bian'ti
条件从句,tiao'jian'cong'ju
条件副词,tiao'jian'fu'ci
条件复句,tiao'jian'fu'ju
条件句的结论句,tiao'jian'ju'de'jie'lun'ju
条件决定条件决策,tiao'jian'jue'ding'tiao'jian'jue'ce
条件联词,tiao'jian'lian'ci
条件连贯,tiao'jian'lian'guan
条件式,tiao'jian'shi
条件时态,tiao'jian'shi'tai
条件完成时,tiao'jian'wan'cheng'shi
条件音变,tiao'jian'yin'bian
条件引入规则结构,tiao'jian'yin'ru'gui'ze'jie'gou
调节信息,tiao'jie'xin'xi
条目,tiao'mu
调素,tiao'su
跳脱,tiao'tuo
调位,tiao'wei
调位学,tiao'wei'xue
调形,tiao'xing
调形变化,tiao'xing'bian'hua
调整模式,tiao'zheng'mo'shi
调质,tiao'zhi
听度计,ting'du'ji
停顿,ting'dun
停顿对不停顿,ting'dun'dui'bu'ting'dun
停顿音节,ting'dun'yin'jie
听觉,ting'jue
听觉反馈,ting'jue'fan'kui
听觉范围,ting'jue'fan'wei
听觉鉴别,ting'jue'jian'bie
听觉力测定法,ting'jue'li'ce'ding'fa
听觉模糊,ting'jue'mo'hu
听觉区,ting'jue'qu
听觉区域,ting'jue'qu'yu
听觉学,ting'jue'xue
听觉语言,ting'jue'yu'yan
听觉语音学,ting'jue'yu'yin'xue
听觉中心,ting'jue'zhong'xin
听力,ting'li
听力计,ting'li'ji
听力图,ting'li'tu
听说,ting'shuo
听阈,ting'yu
听众设计,ting'zhong'she'ji
同步的,tong'bu'de
同部位音,tong'bu'wei'yin
同部位音的,tong'bu'wei'yin'de
同词线,tong'ci'xian
同调线,tong'diao'xian
通感,tong'gan
通格,tong'ge
同根词,tong'gen'ci
同构映射,tong'gou'ying'she
同化,tong'hua
统计分析,tong'ji'fen'xi
统计风格学,tong'ji'feng'ge'xue
统计共性,tong'ji'gong'xing
统计意义,tong'ji'yi'yi
统计语言学,tong'ji'yu'yan'xue
同句法结构线,tong'ju'fa'jie'gou'xian
同类分类词,tong'lei'fen'lei'ci
统领,tong'ling
同情的准则,tong'qing'de'zhun'ze
同声传译,tong'sheng'chuan'yi
同时发话,tong'shi'fa'hua
通俗词,tong'su'ci
通俗范畴,tong'su'fan'chou
通俗文字古埃及,tong'su'wen'zi'gu'ai'ji
同位,tong'wei
同位从句,tong'wei'cong'ju
同位结构,tong'wei'jie'gou
同位小句,tong'wei'xiao'ju
同位音位,tong'wei'yin'wei
同位语,tong'wei'yu
同位语素,tong'wei'yu'su
同文线,tong'wen'xian
同系语言,tong'xi'yu'yan
同现,tong'xian
同心的,tong'xin'de
通性,tong'xing
同形,tong'xing
通性名词,tong'xing'ming'ci
同形同音异义字,tong'xing'tong'yin'yi'yi'zi
同形线,tong'xing'xian
同形现象,tong'xing'xian'xiang
同形异义,tong'xing'yi'yi
同形异义词,tong'xing'yi'yi'ci
同形异义异源词,tong'xing'yi'yi'yi'yuan'ci
同形异音异义词,tong'xing'yi'yin'yi'yi'ci
同形异音异义关系,tong'xing'yi'yin'yi'yi'guan'xi
通讯,tong'xun
通讯策略,tong'xun'ce'lue
通讯工程学,tong'xun'gong'cheng'xue
通讯技术,tong'xun'ji'shu
通讯理论通讯论,tong'xun'li'lun'tong'xun'lun
同言线,tong'yan'xian
同义词,tong'yi'ci
同义词辞典,tong'yi'ci'ci'dian
同义反复,tong'yi'fan'fu
同义关系,tong'yi'guan'xi
同意互训,tong'yi'hu'xun
同义同音词异写法,tong'yi'tong'yin'ci'yi'xie'fa
同义同音异写词,tong'yi'tong'yin'yi'xie'ci
同义现象,tong'yi'xian'xiang
同一性关系,tong'yi'xing'guan'xi
同义语反复,tong'yi'yu'fan'fu
同义字,tong'yi'zi
同义字型,tong'yi'zi'xing
同音长,tong'yin'chang
同音词,tong'yin'ci
同音词冲突,tong'yin'ci'chong'tu
同音词区分,tong'yin'ci'qu'fen
同音线,tong'yin'xian
同音异形,tong'yin'yi'xing
同音异形异义字,tong'yin'yi'xing'yi'yi'zi
同音异义,tong'yin'yi'yi
同音异义词,tong'yin'yi'yi'ci
同音异义词或同音异形词,tong'yin'yi'yi'ci'huo'tong'yin'yi'xing'ci
通用句法理论,tong'yong'ju'fa'li'lun
通用书写符号,tong'yong'shu'xie'fu'hao
通用语言,tong'yong'yu'yan
痛阈,tong'yu
统御,tong'yu
同语线,tong'yu'xian
同源,tong'yuan
同源宾语,tong'yuan'bin'yu
同源词,tong'yuan'ci
同源关系,tong'yuan'guan'xi
同源双式词,tong'yuan'shuang'shi'ci
同源同形词,tong'yuan'tong'xing'ci
同源组合,tong'yuan'zu'he
同韵词重复,tong'yun'ci'chong'fu
通则,tong'ze
通指,tong'zhi
统指解,tong'zhi'jie
同指涉,tong'zhi'she
同指涉互指,tong'zhi'she'hu'zhi
同志式的,tong'zhi'shi'de
统治语言,tong'zhi'yu'yan
同族语言,tong'zu'yu'yan
透明性,tou'ming'xing
投射规则,tou'she'gui'ze
头韵,tou'yun
头韵法,tou'yun'fa
突出,tu'chu
突出峰,tu'chu'feng
突发音,tu'fa'yin
图画文字,tu'hua'wen'zi
图画字,tu'hua'zi
图解文字,tu'jie'wen'zi
吐气,tu'qi
吐气符,tu'qi'fu
吐气塞音,tu'qi'se'yin
吐气音,tu'qi'yin
吐气重音,tu'qi'zhong'yin
吐气作用,tu'qi'zuo'yong
图式,tu'shi
图象符号,tu'xiang'fu'hao
土语,tu'yu
土语间的,tu'yu'jian'de
推测,tui'ce
退化,tui'hua
推理,tui'li
推理机器,tui'li'ji'qi
推理义,tui'li'yi
推论,tui'lun
推演,tui'yan
妥善性,tuo'shan'xing
妥适条件,tuo'shi'tiao'jian
脱字号,tuo'zi'hao
娃娃腔,wa'wa'qiang
外部否定,wai'bu'fou'ding
外部形式,wai'bu'xing'shi
外部意义,wai'bu'yi'yi
外部语言学,wai'bu'yu'yan'xue
外动句,wai'dong'ju
外封闭,wai'feng'bi
外国人腔,wai'guo'ren'qiang
外国语,wai'guo'yu
外挤气流机制,wai'ji'qi'liu'ji'zhi
外挤音,wai'ji'yin
外加音,wai'jia'yin
外来表达法,wai'lai'biao'da'fa
外来成分,wai'lai'cheng'fen
外来词,wai'lai'ci
外来词语,wai'lai'ci'yu
外来混合词,wai'lai'hun'he'ci
外来语,wai'lai'yu
外排人称代词,wai'pai'ren'cheng'dai'ci
外位,wai'wei
外围成分,wai'wei'cheng'fen
外围元音,wai'wei'yuan'yin
外向结构,wai'xiang'jie'gou
外延,wai'yan
外延算子,wai'yan'suan'zi
外延性,wai'yan'xing
外延意义,wai'yan'yi'yi
外延语义,wai'yan'yu'yi
外在语言,wai'zai'yu'yan
外在语言学,wai'zai'yu'yan'xue
完成时,wan'cheng'shi
完成态,wan'cheng'tai
完成体,wan'cheng'ti
完结动词,wan'jie'dong'ci
完美定义,wan'mei'ding'yi
完美形式,wan'mei'xing'shi
完全词,wan'quan'ci
完全动词,wan'quan'dong'ci
完全句,wan'quan'ju
完全失读症,wan'quan'shi'du'zheng
完全态完成态,wan'quan'tai'wan'cheng'tai
完全同化,wan'quan'tong'hua
完全异化,wan'quan'yi'hua
婉语,wan'yu
完整一致的,wan'zheng'yi'zhi'de
网际网路,wang'ji'wang'lu
网路,wang'lu
网络分析,wang'luo'fen'xi
忘名症,wang'ming'zheng
网语法,wang'yu'fa
唯被动格,wei'bei'dong'ge
谓词,wei'ci
谓词变量,wei'ci'bian'liang
谓词逻辑,wei'ci'luo'ji
位的,wei'de
唯动格,wei'dong'ge
违反语法的结构,wei'fan'yu'fa'de'jie'gou
违反语感,wei'fan'yu'gan
微观分析,wei'guan'fen'xi
微观连续性,wei'guan'lian'xu'xing
微观社会语言学小社会语言学,wei'guan'she'hui'yu'yan'xue'xiao'she'hui'yu'yan'xue
微观语言学,wei'guan'yu'yan'xue
尾加问句,wei'jia'wen'ju
唯理论观点,wei'li'lun'guan'dian
尾流,wei'liu
唯名论,wei'ming'lun
违实句,wei'shi'ju
唯实论,wei'shi'lun
未完成过去时,wei'wan'cheng'guo'qu'shi
未完成时,wei'wan'cheng'shi
未完成体,wei'wan'cheng'ti
委婉词,wei'wan'ci
委婉语,wei'wan'yu
微言主义,wei'yan'zhu'yi
唯一性预设,wei'yi'xing'yu'she
未音节重读词,wei'yin'jie'chong'du'ci
谓语,wei'yu
谓语补足语,wei'yu'bu'zu'yu
谓语的支配成分,wei'yu'de'zhi'pei'cheng'fen
谓语关系,wei'yu'guan'xi
谓语下降,wei'yu'xia'jiang
谓语性短语,wei'yu'xing'duan'yu
谓语性结构,wei'yu'xing'jie'gou
谓语性名词,wei'yu'xing'ming'ci
谓语形容词,wei'yu'xing'rong'ci
谓语形容词性结构,wei'yu'xing'rong'ci'xing'jie'gou
谓语性形容词,wei'yu'xing'xing'rong'ci
谓语性修饰语,wei'yu'xing'xiu'shi'yu
谓语性主格,wei'yu'xing'zhu'ge
位元二进位制,wei'yuan'er'jin'wei'zhi
位元组,wei'yuan'zu
位置变体,wei'zhi'bian'ti
未知词未定义词,wei'zhi'ci'wei'ding'yi'ci
位置移动式,wei'zhi'yi'dong'shi
位址资讯科学,wei'zhi'zi'xun'ke'xue
尾重音词,wei'zhong'yin'ci
尾重音语言,wei'zhong'yin'yu'yan
文本,wen'ben
文本分析,wen'ben'fen'xi
文本更新语义学,wen'ben'geng'xin'yu'yi'xue
文本规划,wen'ben'gui'hua
文本检索,wen'ben'jian'suo
文本校对,wen'ben'jiao'dui
文本结构篇章结构,wen'ben'jie'gou'pian'zhang'jie'gou
文本理解,wen'ben'li'jie
文本生成篇章生成,wen'ben'sheng'cheng'pian'zhang'sheng'cheng
文本一致性,wen'ben'yi'zhi'xing
文本语言学,wen'ben'yu'yan'xue
文本转语音,wen'ben'zhuan'yu'yin
文本自动摘要篇章摘要,wen'ben'zi'dong'zhai'yao'pian'zhang'zhai'yao
问答系统,wen'da'xi'tong
文段,wen'duan
文法检查器,wen'fa'jian'cha'qi
文法推论,wen'fa'tui'lun
问号,wen'hao
文化传播,wen'hua'chuan'bo
文化和语言,wen'hua'he'yu'yan
文化适应,wen'hua'shi'ying
文化言语,wen'hua'yan'yu
文化移入,wen'hua'yi'ru
文化语言学,wen'hua'yu'yan'xue
文化重迭,wen'hua'zhong'die
文件检索系统文献检索系统,wen'jian'jian'suo'xi'tong'wen'xian'jian'suo'xi'tong
问句,wen'ju
文盲,wen'mang
问题,wen'ti
文体,wen'ti
问题单,wen'ti'dan
文献,wen'xian
文献学,wen'xian'xue
文学翻译,wen'xue'fan'yi
文学体,wen'xue'ti
文学语言,wen'xue'yu'yan
文学作品,wen'xue'zuo'pin
文雅,wen'ya
文艺复兴时期语言学,wen'yi'fu'xing'shi'qi'yu'yan'xue
文字,wen'zi
文字前期,wen'zi'qian'qi
文字实体,wen'zi'shi'ti
文字系统,wen'zi'xi'tong
文字学,wen'zi'xue
沃尔夫假设,wo'er'fu'jia'she
沃尔夫假说,wo'er'fu'jia'shuo
无标记成分,wu'biao'ji'cheng'fen
无标记的,wu'biao'ji'de
无擦通音,wu'ca'tong'yin
无词干词素的,wu'ci'gan'ci'su'de
无词干词素的屈折语,wu'ci'gan'ci'su'de'qu'zhe'yu
无词形变化的,wu'ci'xing'bian'hua'de
无定的,wu'ding'de
无定冠词,wu'ding'guan'ci
无定律,wu'ding'lv
无定名词,wu'ding'ming'ci
无定名词词组,wu'ding'ming'ci'ci'zu
无定名词短语消除,wu'ding'ming'ci'duan'yu'xiao'chu
无定施事消除,wu'ding'shi'shi'xiao'chu
无动词句,wu'dong'ci'ju
乌尔都,wu'er'dou
无功能关系,wu'gong'neng'guan'xi
物件导向程式设计,wu'jian'dao'xiang'cheng'shi'she'ji
物件资讯科学,wu'jian'zi'xun'ke'xue
无界限规则,wu'jie'xian'gui'ze
无界限名词,wu'jie'xian'ming'ci
无界限依存,wu'jie'xian'yi'cun
乌拉尔阿尔泰语语言学,wu'la'er'a'er'tai'yu'yu'yan'xue
物理语音学,wu'li'yu'yin'xue
无连词的结构,wu'lian'ci'de'jie'gou
无连词结构,wu'lian'ci'jie'gou
无明确对象修饰语,wu'ming'que'dui'xiang'xiu'shi'yu
无摩擦延续音,wu'mo'ca'yan'xu'yin
无区别性的,wu'qu'bie'xing'de
无区别性意义,wu'qu'bie'xing'yi'yi
无人称动词,wu'ren'cheng'dong'ci
无声言语,wu'sheng'yan'yu
无声语言,wu'sheng'yu'yan
无势力的语言,wu'shi'li'de'yu'yan
无所指,wu'suo'zhi
舞台语言,wu'tai'yu'yan
物体文字,wu'ti'wen'zi
无条件音变,wu'tiao'jian'yin'bian
无限制共性,wu'xian'zhi'gong'xing
误写,wu'xie
无形式语言,wu'xing'shi'yu'yan
无选择约束,wu'xuan'ze'yue'shu
无意义的,wu'yi'yi'de
无意义形式,wu'yi'yi'xing'shi
无音符,wu'yin'fu
物质,wu'zhi
物质名词,wu'zhi'ming'ci
物种特有能力,wu'zhong'te'you'neng'li
无主句,wu'zhu'ju
无主题句,wu'zhu'ti'ju
西阿巴其人,xi'a'ba'qi'ren
系词,xi'ci
习得,xi'de
希尔伯特,xi'er'bo'te
系附于,xi'fu'yu
习惯性搭配限制,xi'guan'xing'da'pei'xian'zhi
戏剧方言,xi'ju'fang'yan
希腊字母,xi'la'zi'mu
西里尔字母,xi'li'er'zi'mu
系列,xi'lie
系谱说,xi'pu'shuo
吸气,xi'qi
吸气塞音,xi'qi'se'yin
吸气音,xi'qi'yin
析取,xi'qu
析取消除规则运算,xi'qu'xiao'chu'gui'ze'yun'suan
析取引入规则,xi'qu'yin'ru'gui'ze
析取引入规则运算,xi'qu'yin'ru'gui'ze'yun'suan
系属关系,xi'shu'guan'xi
系统,xi'tong
系统标音,xi'tong'biao'yin
系统功能语法,xi'tong'gong'neng'yu'fa
系统结构语法,xi'tong'jie'gou'yu'fa
系统音标,xi'tong'yin'biao
系统音位表达,xi'tong'yin'wei'biao'da
系统语法,xi'tong'yu'fa
系统语音,xi'tong'yu'yin
系统语音表达,xi'tong'yu'yin'biao'da
细元音,xi'yuan'yin
下标,xia'biao
下层法素,xia'ceng'fa'su
下层分类词,xia'ceng'fen'lei'ci
狭缝擦音,xia'feng'ca'yin
下加符,xia'jia'fu
下箭头,xia'jian'tou
下降,xia'jiang
下降二合元音,xia'jiang'er'he'yuan'yin
下降规则,xia'jiang'gui'ze
下降连音,xia'jiang'lian'yin
下联,xia'lian
下逆反词,xia'ni'fan'ci
下特语言学,xia'te'yu'yan'xue
下推转换器,xia'tui'zhuan'huan'qi
下推自动机,xia'tui'zi'dong'ji
下位,xia'wei
下位比较,xia'wei'bi'jiao
下位词,xia'wei'ci
狭义,xia'yi
下义词,xia'yi'ci
下义关系,xia'yi'guan'xi
狭义会话寓义,xia'yi'hui'hua'yu'yi
辖域原则,xia'yu'yuan'ze
下指,xia'zhi
现场研究,xian'chang'yan'jiu
现代,xian'dai
现代英语,xian'dai'ying'yu
限定部份,xian'ding'bu'fen
限定成分,xian'ding'cheng'fen
限定词,xian'ding'ci
先定词,xian'ding'ci
限定词量化,xian'ding'ci'liang'hua
限定复合词,xian'ding'fu'he'ci
限定关系,xian'ding'guan'xi
限定性代词,xian'ding'xing'dai'ci
限定形容词,xian'ding'xing'rong'ci
先后关系,xian'hou'guan'xi
衔接,xian'jie
先进后出,xian'jin'hou'chu
显明,xian'ming
线谱,xian'pu
线上查询词典联机词点,xian'shang'cha'xun'ci'dian'lian'ji'ci'dian
先事过去时,xian'shi'guo'qu'shi
现实化,xian'shi'hua
先事将来时,xian'shi'jiang'lai'shi
先事时,xian'shi'shi
先事现在时,xian'shi'xian'zai'shi
显谓,xian'wei
显象时间,xian'xiang'shi'jian
线性成分分析,xian'xing'cheng'fen'fen'xi
线性程序,xian'xing'cheng'xu
先行词,xian'xing'ci
先行词管辖,xian'xing'ci'guan'xia
线性次序,xian'xing'ci'xu
先行词语,xian'xing'ci'yu
线性分析,xian'xing'fen'xi
显性结构,xian'xing'jie'gou
线性结构,xian'xing'jie'gou
线性逻辑,xian'xing'luo'ji
线性排列,xian'xing'pai'lie
线性顺序,xian'xing'shun'xu
显性算子,xian'xing'suan'zi
先行同化,xian'xing'tong'hua
线性文字,xian'xing'wen'zi
先行异化,xian'xing'yi'hua
线性音素,xian'xing'yin'su
线性音位,xian'xing'yin'wei
线性有限自主机,xian'xing'you'xian'zi'zhu'ji
显义,xian'yi
现用语言,xian'yong'yu'yan
羡余性,xian'yu'xing
现在分词,xian'zai'fen'ci
现在将来时,xian'zai'jiang'lai'shi
现在完成时,xian'zai'wan'cheng'shi
限制,xian'zhi
限制条件的传递限定因素增殖,xian'zhi'tiao'jian'de'chuan'di'xian'ding'yin'su'zeng'zhi
限制为本的语法形式,xian'zhi'wei'ben'de'yu'fa'xing'shi
限制性代码,xian'zhi'xing'dai'ma
限制性关系小句,xian'zhi'xing'guan'xi'xiao'ju
限制性结构,xian'zhi'xing'jie'gou
限制型量化式,xian'zhi'xing'liang'hua'shi
限制性语言,xian'zhi'xing'yu'yan
限制约束,xian'zhi'yue'shu
显著,xian'zhu
显著度,xian'zhu'du
显著性等级,xian'zhu'xing'deng'ji
响度,xiang'du
项短语,xiang'duan'yu
相对补集,xiang'dui'bu'ji
相对过去时算子,xiang'dui'guo'qu'shi'suan'zi
相对将来时算子,xiang'dui'jiang'lai'shi'suan'zi
相对时间副词,xiang'dui'shi'jian'fu'ci
相对时制,xiang'dui'shi'zhi
相对辖域,xiang'dui'xia'yu
相干逻辑,xiang'gan'luo'ji
相关,xiang'guan
相关标记,xiang'guan'biao'ji
相关的世界,xiang'guan'de'shi'jie
相关关系,xiang'guan'guan'xi
相关性,xiang'guan'xing
相关性关系,xiang'guan'xing'guan'xi
相互代词,xiang'hu'dai'ci
相互动词,xiang'hu'dong'ci
相互关系,xiang'hu'guan'xi
相互结构,xiang'hu'jie'gou
相互讯息,xiang'hu'xun'xi
相互影响交流,xiang'hu'ying'xiang'jiao'liu
相互作用的交流大纲,xiang'hu'zuo'yong'de'jiao'liu'da'gang
项目,xiang'mu
项目分析,xiang'mu'fen'xi
项目和变化,xiang'mu'he'bian'hua
项目和配列,xiang'mu'he'pei'lie
相容态,xiang'rong'tai
相容析取,xiang'rong'xi'qu
相似性原则,xiang'si'xing'yuan'ze
相位,xiang'wei
相违释梵语语法用语,xiang'wei'shi'fan'yu'yu'fa'yong'yu
象形文字,xiang'xing'wen'zi
象形字,xiang'xing'zi
响音,xiang'yin
响音顶点,xiang'yin'ding'dian
响音对非响音阻塞音,xiang'yin'dui'fei'xiang'yin'zu'se'yin
响音峰,xiang'yin'feng
象征手法,xiang'zheng'shou'fa
消除,xiao'chu
消除规则,xiao'chu'gui'ze
消除歧义,xiao'chu'qi'yi
消除歧义歧义消除,xiao'chu'qi'yi'qi'yi'xiao'chu
啸辅音,xiao'fu'yin
消极发音器官,xiao'ji'fa'yin'qi'guan
消极面子,xiao'ji'mian'zi
消极声腔,xiao'ji'sheng'qiang
小句,xiao'ju
小句内部规则,xiao'ju'nei'bu'gui'ze
小品词,xiao'pin'ci
小前提,xiao'qian'ti
小舌,xiao'she
小舌音,xiao'she'yin
啸声语,xiao'sheng'yu
消失,xiao'shi
消失指声音等,xiao'shi'zhi'sheng'yin'deng
写别字,xie'bie'zi
谐波,xie'bo
谐和,xie'he
协同发音,xie'tong'fa'yin
斜线算子,xie'xian'suan'zi
楔形文字,xie'xing'wen'zi
谐音,xie'yin
写作,xie'zuo
写作能力,xie'zuo'neng'li
新创词,xin'chuang'ci
新词语,xin'ci'yu
新的,xin'de
新的信息,xin'de'xin'xi
信号,xin'hao
信号处理技术,xin'hao'chu'li'ji'shu
信号语法,xin'hao'yu'fa
心力,xin'li
心理表达,xin'li'biao'da
心理词典,xin'li'ci'dian
心理辞典,xin'li'ci'dian
心理词汇库,xin'li'ci'hui'ku
心理过程智力过程,xin'li'guo'cheng'zhi'li'guo'cheng
心理模式,xin'li'mo'shi
心理模型,xin'li'mo'xing
心理现实性,xin'li'xian'shi'xing
心理语法,xin'li'yu'fa
心理语言学,xin'li'yu'yan'xue
心理语音学,xin'li'yu'yin'xue
心理主义,xin'li'zhu'yi
心理主语,xin'li'zhu'yu
心灵表象,xin'ling'biao'xiang
心灵主义,xin'ling'zhu'yi
心灵主义语言学,xin'ling'zhu'yi'yu'yan'xue
信念,xin'nian
信念持有者,xin'nian'chi'you'zhe
信念命题,xin'nian'ming'ti
信念系统,xin'nian'xi'tong
信念语境,xin'nian'yu'jing
信念者,xin'nian'zhe
新挪威语,xin'nuo'wei'yu
新索绪尔语言学,xin'suo'xu'er'yu'yan'xue
信息,xin'xi
信息编排,xin'xi'bian'pai
信息单位,xin'xi'dan'wei
信息度,xin'xi'du
信息焦点,xin'xi'jiao'dian
信息结构,xin'xi'jie'gou
信息块,xin'xi'kuai
信息量,xin'xi'liang
信息论,xin'xi'lun
信息内容,xin'xi'nei'rong
新小品词语言学派,xin'xiao'pin'ci'yu'yan'xue'pai
新信息,xin'xin'xi
新语法学派,xin'yu'fa'xue'pai
新语言学派,xin'yu'yan'xue'pai
新造词,xin'zao'ci
性别,xing'bie
性别名词,xing'bie'ming'ci
性别歧视语,xing'bie'qi'shi'yu
行动逻辑,xing'dong'luo'ji
形符,xing'fu
形合法,xing'he'fa
形合连结,xing'he'lian'jie
形码,xing'ma
形容词,xing'rong'ci
形容词从句,xing'rong'ci'cong'ju
形容词化,xing'rong'ci'hua
形容词谓语,xing'rong'ci'wei'yu
形容词谓语句,xing'rong'ci'wei'yu'ju
形容词性从句,xing'rong'ci'xing'cong'ju
形容词性非主谓句,xing'rong'ci'xing'fei'zhu'wei'ju
形容词性结构,xing'rong'ci'xing'jie'gou
形容词组,xing'rong'ci'zu
形式,xing'shi
形式表达,xing'shi'biao'da
形式词,xing'shi'ci
形式的,xing'shi'de
形式的连贯手段,xing'shi'de'lian'guan'shou'duan
形式功能主义,xing'shi'gong'neng'zhu'yi
形式共性,xing'shi'gong'xing
形式化,xing'shi'hua
形式类,xing'shi'lei
形式连贯,xing'shi'lian'guan
形式逻辑,xing'shi'luo'ji
形式普遍现象,xing'shi'pu'bian'xian'xiang
形式项,xing'shi'xiang
形式语法,xing'shi'yu'fa
形式语言理论,xing'shi'yu'yan'li'lun
形式语言学,xing'shi'yu'yan'xue
形式语义学,xing'shi'yu'yi'xue
形式语意学,xing'shi'yu'yi'xue
形式主义,xing'shi'zhu'yi
形式主义学派,xing'shi'zhu'yi'xue'pai
行事作用,xing'shi'zuo'yong
形似词,xing'si'ci
形素,xing'su
形素音位学,xing'su'yin'wei'xue
形态变化,xing'tai'bian'hua
形态分析法,xing'tai'fen'xi'fa
形态扩展,xing'tai'kuo'zhan
形态配律学,xing'tai'pei'lv'xue
形态使成式,xing'tai'shi'cheng'shi
形态双式词,xing'tai'shuang'shi'ci
形态同化,xing'tai'tong'hua
形态学,xing'tai'xue
形态学规则,xing'tai'xue'gui'ze
形态音位,xing'tai'yin'wei
形态音位规则,xing'tai'yin'wei'gui'ze
形态音位学,xing'tai'yin'wei'xue
形态语义场,xing'tai'yu'yi'chang
行为方式,xing'wei'fang'shi
行为规范,xing'wei'gui'fan
行为句,xing'wei'ju
行为名词,xing'wei'ming'ci
行为主义,xing'wei'zhu'yi
行为主义心理学,xing'wei'zhu'yi'xin'li'xue
行为主义学习理论,xing'wei'zhu'yi'xue'xi'li'lun
形象的语言,xing'xiang'de'yu'yan
型样识别,xing'yang'shi'bie
性质词语,xing'zhi'ci'yu
性质理论,xing'zhi'li'lun
胸搏,xiong'bo
兄弟词,xiong'di'ci
修辞,xiu'ci
修辞比喻,xiu'ci'bi'yu
修辞结构,xiu'ci'jie'gou
修辞手段,xiu'ci'shou'duan
修辞性设问,xiu'ci'xing'she'wen
修辞学,xiu'ci'xue
修辞用意,xiu'ci'yong'yi
修辞语言,xiu'ci'yu'yan
修饰标记,xiu'shi'biao'ji
修饰成分,xiu'shi'cheng'fen
修饰成分结构,xiu'shi'cheng'fen'jie'gou
修饰动作,xiu'shi'dong'zuo
修饰关系,xiu'shi'guan'xi
修饰连词,xiu'shi'lian'ci
修饰斯泰学派,xiu'shi'si'tai'xue'pai
修饰小句,xiu'shi'xiao'ju
修饰性关系小句,xiu'shi'xing'guan'xi'xiao'ju
修饰性内向结构,xiu'shi'xing'nei'xiang'jie'gou
修饰形容词,xiu'shi'xing'rong'ci
修饰性述谓结构,xiu'shi'xing'shu'wei'jie'gou
修饰性形容词,xiu'shi'xing'xing'rong'ci
修饰语,xiu'shi'yu
修正均值,xiu'zheng'jun'zhi
虚词,xu'ci
序次,xu'ci
虚范畴原则空范畴原理,xu'fan'chou'yuan'ze'kong'fan'chou'yuan'li
虚构词,xu'gou'ci
序列,xu'lie
序列规则,xu'lie'gui'ze
序列化,xu'lie'hua
虚拟,xu'ni
虚拟式,xu'ni'shi
虚拟语气,xu'ni'yu'qi
虚拟语态,xu'ni'yu'tai
许诺语行,xu'nuo'yu'xing
叙实,xu'shi
虚实词等级,xu'shi'ci'deng'ji
叙事句,xu'shi'ju
序数词,xu'shu'ci
叙述句,xu'shu'ju
叙述性谓词,xu'shu'xing'wei'ci
叙说,xu'shuo
虚位,xu'wei
虚指,xu'zhi
选词标准,xuan'ci'biao'zhun
宣告句,xuan'gao'ju
宣告类,xuan'gao'lei
旋律,xuan'lv
旋栅号,xuan'shan'hao
选项,xuan'xiang
选言,xuan'yan
选言三段论,xuan'yan'san'duan'lun
选择,xuan'ze
选择复句,xuan'ze'fu'ju
选择函数,xuan'ze'han'shu
选择限制,xuan'ze'xian'zhi
选择性限制,xuan'ze'xing'xian'zhi
学者词汇,xue'zhe'ci'hui
训诂学,xun'gu'xue
循环使用,xun'huan'shi'yong
循环性,xun'huan'xing
训练,xun'lian
勋满尔,xun'man'er
勋满尔化,xun'man'er'hua
询问句,xun'wen'ju
讯习测度信息测度,xun'xi'ce'du'xin'xi'ce'du
讯息为本的格位语法,xun'xi'wei'ben'de'ge'wei'yu'fa
循序推理时序推理,xun'xu'tui'li'shi'xu'tui'li
循义一致,xun'yi'yi'zhi
压出塞音,ya'chu'se'yin
亚非语言学,ya'fei'yu'yan'xue
亚美尼亚语字母表,ya'mei'ni'ya'yu'zi'mu'biao
压缩规则,ya'suo'gui'ze
亚文化,ya'wen'hua
哑音符,ya'yin'fu
哑重音,ya'zhong'yin
演变,yan'bian
咽部气流机制,yan'bu'qi'liu'ji'zhi
严格的蕴含,yan'ge'de'yun'han
严格管辖,yan'ge'guan'xia
严格解,yan'ge'jie
言后行为,yan'hou'xing'wei
严谨的言语,yan'jin'de'yan'yu
言内行为,yan'nei'hang'wei
咽腔,yan'qiang
衍生构词构词形态,yan'sheng'gou'ci'gou'ci'xing'tai
衍生语法,yan'sheng'yu'fa
衍生语言学生成语言学,yan'sheng'yu'yan'xue'sheng'cheng'yu'yan'xue
严式标音,yan'shi'biao'yin
