阿党相为,a'dang'xiang'wei
三街六巷,san'jie'liu'xiang
三老五更,san'lao'wu'geng
三令五申,san'ling'wu'shen
三六九等,san'liu'jiu'deng
三马同槽,san'ma'tong'cao
三媒六证,san'mei'liu'zheng
三命而俯,san'ming'er'fu
三年化碧,san'nian'hua'bi
三年之艾,san'nian'zhi'ai
三朋四友,san'peng'si'you
三平二满,san'ping'er'man
三妻四妾,san'qi'si'qie
三拳不敌四手,san'quan'bu'di'si'shou
三人成虎,san'ren'cheng'hu
三人为众,san'ren'wei'zhong
三人行必有我师,san'ren'xing'bi'you'wo'shi
三三两两,san'san'liang'liang
三三五五,san'san'wu'wu
三蛇七鼠,san'she'qi'shu
三牲五鼎,san'sheng'wu'ding
三生有幸,san'sheng'you'xing
三尸暴跳,san'shi'bao'tiao
三十而立,san'shi'er'li
三十六策走为上策,san'shi'liu'ce'zou'wei'shang'ce
三十六计走为上计,san'shi'liu'ji'zou'wei'shang'ji
三十六行,san'shi'liu'xing
三十三天,san'shi'san'tian
三豕涉河,san'shi'she'he
三思而后行,san'si'er'hou'xing
三思而行,san'si'er'xing
三天打鱼两天晒网,san'tian'da'yu'liang'tian'shai'wang
三天两头,san'tian'liang'tou
三头对案,san'tou'dui'an
三头两面,san'tou'liang'mian
三头两绪,san'tou'liang'xu
三头六臂,san'tou'liu'bi
三推六问,san'tui'liu'wen
三瓦两舍,san'wa'liang'she
三位一体,san'wei'yi'ti
三五成群,san'wu'cheng'qun
三下五除二,san'xia'wu'chu'er
三心二意,san'xin'er'yi
三衅三浴,san'xin'san'yu
三星在户,san'xing'zai'hu
三星在天,san'xing'zai'tian
三旬九食,san'xun'jiu'shi
三言两语,san'yan'liang'yu
三阳开泰,san'yang'kai'tai
三余读书,san'yu'du'shu
三浴三衅,san'yu'san'xin
三月不知肉味,san'yue'bu'zhi'rou'wei
三灾八难,san'zai'ba'nan
三占从二,san'zhan'cong'er
三战三北,san'zhan'san'bei
三折肱为良医,san'zhe'gong'wei'liang'yi
三贞九烈,san'zhen'jiu'lie
三智五猜,san'zhi'wu'cai
三纸无驴,san'zhi'wu'lv
三旨相公,san'zhi'xiang'gong
三足鼎立,san'zu'ding'li
丧胆销魂,sang'dan'xiao'hun
桑弧蓬矢,sang'hu'peng'shi
丧魂落魄,sang'hun'luo'po
丧家之犬,sang'jia'zhi'quan
桑间濮上,sang'jian'pu'shang
丧尽天良,sang'jin'tian'liang
桑落瓦解,sang'luo'wa'jie
丧明之痛,sang'ming'zhi'tong
丧权辱国,sang'quan'ru'guo
丧身失节,sang'shen'shi'jie
桑枢瓮牖,sang'shu'weng'you
桑田沧海,sang'tian'cang'hai
丧心病狂,sang'xin'bing'kuang
桑榆暮景,sang'yu'mu'jing
桑中之约,sang'zhong'zhi'yue
扫除天下,sao'chu'tian'xia
搔到痒处,sao'dao'yang'chu
扫地出门,sao'di'chu'men
扫地以尽,sao'di'yi'jin
扫眉才子,sao'mei'cai'zi
骚人墨客,sao'ren'mo'ke
扫榻以待,sao'ta'yi'dai
搔头摸耳,sao'tou'mo'er
搔头弄姿,sao'tou'nong'zi
色厉内荏,se'li'nei'ren
色仁行违,se'ren'xing'wei
色若死灰,se'ruo'si'hui
色色俱全,se'se'ju'quan
色授魂与,se'shou'hun'yu
色衰爱弛,se'shuai'ai'chi
涩于言论,se'yu'yan'lun
森罗万象,sen'luo'wan'xiang
森严壁垒,sen'yan'bi'lei
僧多粥少,seng'duo'zhou'shao
杀敌致果,sha'di'zhi'guo
煞费苦心,sha'fei'ku'xin
杀风景,sha'feng'jing
杀鸡儆猴,sha'ji'jing'hou
杀鸡抹脖,sha'ji'mo'bo
杀鸡取卵,sha'ji'qu'luan
杀鸡吓猴,sha'ji'xia'hou
杀鸡焉用牛刀,sha'ji'yan'yong'niu'dao
沙里淘金,sha'li'tao'jin
杀妻求将,sha'qi'qiu'jiang
杀气腾腾,sha'qi'teng'teng
杀人不见血,sha'ren'bu'jian'xue
杀人不眨眼,sha'ren'bu'zha'yan
杀人如麻,sha'ren'ru'ma
杀人越货,sha'ren'yue'huo
杀身成仁,sha'shen'cheng'ren
歃血为盟,sha'xue'wei'meng
杀一儆百,sha'yi'jing'bai
煞有介事,sha'you'jie'shi
铩羽而归,sha'yu'er'gui
杀彘教子,sha'zhi'jiao'zi
筛锣擂鼓,shai'luo'lei'gu
善罢干休,shan'ba'gan'xiu
山崩地裂,shan'beng'di'lie
山崩钟应,shan'beng'zhong'ying
山长水远,shan'chang'shui'yuan
善刀而藏,shan'dao'er'cang
删繁就简,shan'fan'jiu'jian
煽风点火,shan'feng'dian'huo
山高水长,shan'gao'shui'chang
山高水低,shan'gao'shui'di
山光水色,shan'guang'shui'se
珊瑚在网,shan'hu'zai'wang
山鸡舞镜,shan'ji'wu'jing
善贾而沽,shan'jia'er'gu
山溜穿石,shan'liu'chuan'shi
山盟海誓,shan'meng'hai'shi
山明水秀,shan'ming'shui'xiu
山木自寇,shan'mu'zi'kou
山南海北,shan'nan'hai'bei
善男信女,shan'nan'xin'nv
山栖谷隐,shan'qi'gu'yin
善气迎人,shan'qi'ying'ren
山清水秀,shan'qing'shui'xiu
山穷水尽,shan'qiong'shui'jin
山锐则不高,shan'rui'ze'bu'gao
善善从长,shan'shan'cong'chang
善善恶恶,shan'shan'e'e
姗姗来迟,shan'shan'lai'chi
善始善终,shan'shi'shan'zhong
山水相连,shan'shui'xiang'lian
闪烁其辞,shan'shuo'qi'ci
善颂善祷,shan'song'shan'dao
山颓木坏,shan'tui'mu'huai
善为说辞,shan'wei'shuo'ci
苫眼铺眉,shan'yan'pu'mei
山摇地动,shan'yao'di'dong
山肴野蔌,shan'yao'ye'su
山阴道上应接不暇,shan'yin'dao'shang'ying'jie'bu'xia
善游者溺,shan'you'zhe'ni
善与人交,shan'yu'ren'jiao
山雨欲来风满楼,shan'yu'yu'lai'feng'man'lou
掞藻飞声,shan'zao'fei'sheng
山珍海错,shan'zhen'hai'cuo
山珍海味,shan'zhen'hai'wei
扇枕温被,shan'zhen'wen'bei
山中宰相,shan'zhong'zai'xiang
善自为谋,shan'zi'wei'mou
擅作威福,shan'zuo'wei'fu
上不着天下不着地,shang'bu'zhe'tian'xia'bu'zhe'di
上谄下渎,shang'chan'xia'du
上窜下跳,shang'cuan'xia'tiao
赏罚分明,shang'fa'fen'ming
上方不足下比有余,shang'fang'bu'zu'xia'bi'you'yu
伤风败俗,shang'feng'bai'su
伤弓之鸟,shang'gong'zhi'niao
上好下甚,shang'hao'xia'shen
上交不谄,shang'jiao'bu'chan
伤筋动骨,shang'jin'dong'gu
上梁不正下梁歪,shang'liang'bu'zheng'xia'liang'wai
上楼去梯,shang'lou'qu'ti
上漏下湿,shang'lou'xia'shi
赏奇析疑,shang'qi'xi'yi
上情下达,shang'qing'xia'da
上树拔梯,shang'shu'ba'ti
伤天害理,shang'tian'hai'li
上天无路入地无门,shang'tian'wu'lu'ru'di'wu'men
上无片瓦下无插针之地,shang'wu'pian'wa'xia'wu'cha'zhen'zhi'di
上无片瓦下无立锥之地,shang'wu'pian'wa'xia'wu'li'zhui'zhi'di
上下交困,shang'xia'jiao'kun
上下其手,shang'xia'qi'shou
上下同门,shang'xia'tong'men
上下一心,shang'xia'yi'xin
伤心惨目,shang'xin'can'mu
赏心乐事,shang'xin'le'shi
赏心悦目,shang'xin'yue'mu
上行下效,shang'xing'xia'xiao
赏一劝百,shang'yi'quan'bai
上医医国,shang'yi'yi'guo
上雨旁风,shang'yu'pang'feng
上援下推,shang'yuan'xia'tui
上烝下报,shang'zheng'xia'bao
上智下愚,shang'zhi'xia'yu
少安毋躁,shao'an'wu'zao
少不更事,shao'bu'geng'shi
少不经事,shao'bu'jing'shi
少成若性,shao'cheng'ruo'xing
少见多怪,shao'jian'duo'guai
少年老成,shao'nian'lao'cheng
稍胜一筹,shao'sheng'yi'chou
少私寡欲,shao'si'gua'yu
少头缺尾,shao'tou'que'wei
少小无猜,shao'xiao'wu'cai
稍逊一筹,shao'xun'yi'chou
少壮不努力老大徒伤悲,shao'zhuang'bu'nu'li'lao'da'tu'shang'bei
少纵即逝,shao'zong'ji'shi
稍纵即逝,shao'zong'ji'shi
舍本求末,she'ben'qiu'mo
舍本逐末,she'ben'zhu'mo
涉笔成趣,she'bi'cheng'qu
舌敝唇焦,she'bi'chun'jiao
舌敝耳聋,she'bi'er'long
舍得一身剐敢把皇帝拉下马,she'de'yi'shen'gua'gan'ba'huang'di'la'xia'ma
舍短取长,she'duan'qu'chang
舌端月旦,she'duan'yue'dan
舌锋如火,she'feng'ru'huo
蛇化为龙不变其文,she'hua'wei'long'bu'bian'qi'wen
舍己从人,she'ji'cong'ren
舍己救人,she'ji'jiu'ren
舍己为公,she'ji'wei'gong
舍己为人,she'ji'wei'ren
舍己芸人,she'ji'yun'ren
舌剑唇枪,she'jian'chun'qiang
舌挢不下,she'jiao'bu'xia
舍近求远,she'jin'qiu'yuan
舍旧谋新,she'jiu'mou'xin
蛇口蜂针,she'kou'feng'zhen
设身处地,she'shen'chu'di
舍身求法,she'shen'qiu'fa
舍生取义,she'sheng'qu'yi
舍生忘死,she'sheng'wang'si
射石饮羽,she'shi'yin'yu
社鼠城狐,she'shu'cheng'hu
舍死忘生,she'si'wang'sheng
社威擅势,she'wei'shan'shi
舍我其谁,she'wo'qi'shui
蛇蝎为心,she'xie'wei'xin
社燕秋鸿,she'yan'qiu'hong
蛇欲吞象,she'yu'tun'xiang
身败名裂,shen'bai'ming'lie
深闭固拒,shen'bi'gu'ju
沈博绝丽,shen'bo'jue'li
深不可测,shen'bu'ke'ce
身不由己,shen'bu'you'ji
身不由主,shen'bu'you'zhu
神不知鬼不觉,shen'bu'zhi'gui'bu'jue
神采奕奕,shen'cai'yi'yi
深藏若虚,shen'cang'ruo'xu
神差鬼使,shen'cha'gui'shi
深仇重怨,shen'chou'chong'yuan
深仇大恨,shen'chou'da'hen
神出鬼没,shen'chu'gui'mei
神道设教,shen'dao'she'jiao
深恶痛疾,shen'e'tong'ji
深恶痛绝,shen'e'tong'jue
神而明之存乎其人,shen'er'ming'zhi'cun'hu'qi'ren
深根固柢,shen'gen'gu'di
深更半夜,shen'geng'ban'ye
深耕易耨,shen'geng'yi'nou
神工鬼斧,shen'gong'gui'fu
深沟高垒,shen'gou'gao'lei
神鬼莫测,shen'gui'mo'ce
神号鬼哭,shen'hao'gui'ku
身后识方干,shen'hou'shi'fang'gan
身后萧条,shen'hou'xiao'tiao
神乎其神,shen'hu'qi'shen
身怀六甲,shen'huai'liu'jia
神魂颠倒,shen'hun'dian'dao
神机妙算,shen'ji'miao'suan
身价百倍,shen'jia'bai'bei
身家性命,shen'jia'xing'ming
神焦鬼烂,shen'jiao'gui'lan
身经百战,shen'jing'bai'zhan
深居简出,shen'ju'jian'chu
深厉浅揭,shen'li'qian'jie
身临其境,shen'lin'qi'jing
神龙见首不见尾,shen'long'jian'shou'bu'jian'wei
蜃楼海市,shen'lou'hai'shi
深谋远虑,shen'mou'yuan'lv
神气活现,shen'qi'huo'xian
神气十足,shen'qi'shi'zu
身强力壮,shen'qiang'li'zhuang
深情故剑,shen'qing'gu'jian
深情厚谊,shen'qing'hou'yi
身轻言微,shen'qing'yan'wei
深入浅出,shen'ru'qian'chu
深入人心,shen'ru'ren'xin
神色自若,shen'se'zi'ruo
慎身修永,shen'shen'xiu'yong
神圣工巧,shen'sheng'gong'qiao
审时度势,shen'shi'du'shi
神施鬼设,shen'shi'gui'she
伸手不见五指,shen'shou'bu'jian'wu'zhi
身首异处,shen'shou'yi'chu
神思恍惚,shen'si'huang'hu
深思熟虑,shen'si'shu'lv
深思远虑,shen'si'yuan'lv
身体发肤,shen'ti'fa'fu
身体力行,shen'ti'li'xing
神通广大,shen'tong'guang'da
神头鬼面,shen'tou'gui'mian
伸头缩颈,shen'tou'suo'jing
身外之物,shen'wai'zhi'wu
深文周纳,shen'wen'zhou'na
身无长处,shen'wu'chang'chu
什伍东西,shen'wu'dong'xi
什袭而藏,shen'xi'er'cang
身先士卒,shen'xian'shi'zu
甚嚣尘上,shen'xiao'chen'shang
深信不疑,shen'xin'bu'yi
身心交病,shen'xin'jiao'bing
身心交瘁,shen'xin'jiao'cui
沈腰潘鬓,shen'yao'pan'bin
神摇意夺,shen'yao'yi'duo
申冤吐气,shen'yuan'tu'qi
身在曹营心在汉,shen'zai'cao'ying'xin'zai'han
身在江湖心存魏阙,shen'zai'jiang'hu'xin'cun'wei'que
深宅大院,shen'zhai'da'yuan
深中肯綮,shen'zhong'ken'qi
慎终如始,shen'zhong'ru'shi
慎终追远,shen'zhong'zhui'yuan
神州陆沉,shen'zhou'lu'chen
胜败乃兵家常事,sheng'bai'nai'bing'jia'chang'shi
生搬硬套,sheng'ban'ying'tao
生不逢辰,sheng'bu'feng'chen
生不逢时,sheng'bu'feng'shi
胜不骄败不馁,sheng'bu'jiao'bai'bu'nei
生财有道,sheng'cai'you'dao
生财之道,sheng'cai'zhi'dao
胜残去杀,sheng'can'qu'sha
省吃俭用,sheng'chi'jian'yong
生齿日繁,sheng'chi'ri'fan
绳床瓦灶,sheng'chuang'wa'zao
生栋覆屋,sheng'dong'fu'wu
声东击西,sheng'dong'ji'xi
声动梁尘,sheng'dong'liang'chen
生而知之,sheng'er'zhi'zhi
生发未燥,sheng'fa'wei'zao
生公说法,sheng'gong'shuo'fa
生关死劫,sheng'guan'si'jie
生花妙笔,sheng'hua'miao'bi
生花之笔,sheng'hua'zhi'bi
生机勃勃,sheng'ji'bo'bo
生寄死归,sheng'ji'si'gui
盛极一时,sheng'ji'yi'shi
声价十倍,sheng'jia'shi'bei
生聚教训,sheng'ju'jiao'xun
绳锯木断,sheng'ju'mu'duan
生拉硬扯,sheng'la'ying'che
生老病死,sheng'lao'bing'si
声泪俱下,sheng'lei'ju'xia
生离死别,sheng'li'si'bie
生灵涂炭,sheng'ling'tu'tan
生龙活虎,sheng'long'huo'hu
生米煮成熟饭,sheng'mi'zhu'cheng'shu'fan
声名狼藉,sheng'ming'lang'ji
盛名难副,sheng'ming'nan'fu
盛名之下其实难副,sheng'ming'zhi'xia'qi'shi'nan'fu
生气勃勃,sheng'qi'bo'bo
盛气凌人,sheng'qi'ling'ren
声气相通,sheng'qi'xiang'tong
声气相投,sheng'qi'xiang'tou
绳其祖武,sheng'qi'zu'wu
绳愆纠谬,sheng'qian'jiu'miu
声情并茂,sheng'qing'bing'mao
笙磬同音,sheng'qing'tong'yin
绳趋尺步,sheng'qu'chi'bu
胜任愉快,sheng'ren'yu'kuai
生荣死哀,sheng'rong'si'ai
声如洪钟,sheng'ru'hong'zhong
声色狗马,sheng'se'gou'ma
声色货利,sheng'se'huo'li
声色俱厉,sheng'se'ju'li
声色犬马,sheng'se'quan'ma
生杀予夺,sheng'sha'yu'duo
升山采珠,sheng'shan'cai'zhu
生生不息,sheng'sheng'bu'xi
生生不已,sheng'sheng'bu'yi
生生世世,sheng'sheng'shi'shi
声势浩大,sheng'shi'hao'da
盛食厉兵,sheng'shi'li'bing
盛衰荣辱,sheng'shuai'rong'ru
剩水残山,sheng'shui'can'shan
生死存亡,sheng'si'cun'wang
声嘶力竭,sheng'si'li'jie
生死肉骨,sheng'si'rou'gu
生死相依,sheng'si'xiang'yi
生死攸关,sheng'si'you'guan
生死与共,sheng'si'yu'gong
升堂拜母,sheng'tang'bai'mu
升堂入室,sheng'tang'ru'shi
生吞活剥,sheng'tun'huo'bo
声威大震,sheng'wei'da'zhen
声闻过情,sheng'wen'guo'qing
盛宴难再,sheng'yan'nan'zai
声音笑貌,sheng'yin'xiao'mao
声应气求,sheng'ying'qi'qiu
胜友如云,sheng'you'ru'yun
声誉鹊起,sheng'yu'que'qi
生张熟魏,sheng'zhang'shu'wei
声振寰宇,sheng'zhen'huan'yu
声振林木,sheng'zhen'lin'mu
绳之以法,sheng'zhi'yi'fa
生众食寡,sheng'zhong'shi'gua
声罪致讨,sheng'zui'zhi'tao
失败为成功之母,shi'bai'wei'cheng'gong'zhi'mu
事半功倍,shi'ban'gong'bei
士饱马腾,shi'bao'ma'teng
事倍功半,shi'bei'gong'ban
实逼处此,shi'bi'chu'ci
事必躬亲,shi'bi'gong'qin
使臂使指,shi'bi'shi'zhi
食辨劳薪,shi'bian'lao'xin
士别三日当刮目相待,shi'bie'san'ri'dang'gua'mu'xiang'dai
十病九痛,shi'bing'jiu'tong
食不重味,shi'bu'chong'wei
十步芳草,shi'bu'fang'cao
食不甘味,shi'bu'gan'wei
事不关己高高挂起,shi'bu'guan'ji'gao'gao'gua'qi
食不果腹,shi'bu'guo'fu
史不绝书,shi'bu'jue'shu
势不可挡,shi'bu'ke'dang
时不可失,shi'bu'ke'shi
势不两立,shi'bu'liang'li
誓不两立,shi'bu'liang'li
事不师古,shi'bu'shi'gu
时不我待,shi'bu'wo'dai
时不我与,shi'bu'wo'yu
食不下咽,shi'bu'xia'yan
十步香草,shi'bu'xiang'cao
食不厌精脍不厌细,shi'bu'yan'jing'kuai'bu'yan'xi
事不宜迟,shi'bu'yi'chi
时不再来,shi'bu'zai'lai
恃才傲物,shi'cai'ao'wu
诗肠鼓吹,shi'chang'gu'chui
石沉大海,shi'chen'da'hai
势成骑虎,shi'cheng'qi'hu
时绌举赢,shi'chu'ju'ying
虱处裈中,shi'chu'kun'zhong
师出无名,shi'chu'wu'ming
师出有名,shi'chu'you'ming
事出有因,shi'chu'you'yin
失道寡助,shi'dao'gua'zhu
世道人心,shi'dao'ren'xin
师道尊严,shi'dao'zun'yan
适得其反,shi'de'qi'fan
十冬腊月,shi'dong'la'yue
舐犊情深,shi'du'qing'shen
虱多不痒,shi'duo'bu'yang
十恶不赦,shi'e'bu'she
食而不化,shi'er'bu'hua
视而不见,shi'er'bu'jian
十二金牌,shi'er'jin'pai
室迩人远,shi'er'ren'yuan
识二五而不知十,shi'er'wu'er'bu'zhi'shi
实繁有徒,shi'fan'you'tu
是非曲直,shi'fei'qu'zhi
适逢其会,shi'feng'qi'hui
世风日下,shi'feng'ri'xia
十风五雨,shi'feng'wu'yu
使功不如使过,shi'gong'bu'ru'shi'guo
食古不化,shi'gu'bu'hua
是古非今,shi'gu'fei'jin
时乖命蹇,shi'guai'ming'jian
时乖运蹇,shi'guai'yun'jian
事过境迁,shi'guo'jing'qian
时过境迁,shi'guo'jing'qian
时和年丰,shi'he'nian'feng
势合形离,shi'he'xing'li
尸横遍野,shi'heng'bian'ye
失魂落魄,shi'hun'luo'po
石火电光,shi'huo'dian'guang
实获我心,shi'huo'wo'xin
嗜痂之癖,shi'jia'zhi'pi
豕交兽畜,shi'jiao'shou'chu
拾金不昧,shi'jin'bu'mei
试金石,shi'jin'shi
失惊打怪,shi'jing'da'guai
虱胫虮肝,shi'jing'ji'gan
市井之臣,shi'jing'zhi'chen
市井之徒,shi'jing'zhi'tu
尸居龙见,shi'ju'long'jian
尸居余气,shi'ju'yu'qi
势均力敌,shi'jun'li'di
舐糠及米,shi'kang'ji'mi
适可而止,shi'ke'er'zhi
是可忍孰不可忍,shi'ke'ren'shu'bu'ke'ren
矢口抵赖,shi'kou'di'lai
矢口否认,shi'kou'fou'ren
时来运转,shi'lai'yun'zhuan
师老兵疲,shi'lao'bing'pi
十里长亭,shi'li'chang'ting
诗礼之家,shi'li'zhi'jia
诗礼之训,shi'li'zhi'xun
始乱终弃,shi'luan'zhong'qi
食毛践土,shi'mao'jian'tu
十面埋伏,shi'mian'mai'fu
拭面容言,shi'mian'rong'yan
视民如伤,shi'min'ru'shang
拭目而待,shi'mu'er'dai
十目所视十手所指,shi'mu'suo'shi'shi'shou'suo'zhi
拭目以待,shi'mu'yi'dai
十拿九稳,shi'na'jiu'wen
十年窗下,shi'nian'chuang'xia
十年寒窗,shi'nian'han'chuang
十年九不遇,shi'nian'jiu'bu'yu
十年磨剑,shi'nian'mo'jian
十年生聚十年教训,shi'nian'sheng'ju'shi'nian'jiao'xun
十年树木百年树人,shi'nian'shu'mu'bai'nian'shu'ren
室怒市色,shi'nu'shi'se
舐皮论骨,shi'pi'lun'gu
石破天惊,shi'po'tian'jing
噬脐何及,shi'qi'he'ji
噬脐莫及,shi'qi'mo'ji
事齐事楚,shi'qi'shi'chu
食前方丈,shi'qian'fang'zhang
恃强凌弱,shi'qiang'ling'ruo
食亲财黑,shi'qin'cai'hei
十亲九故,shi'qin'jiu'gu
诗情画意,shi'qing'hua'yi
势倾天下,shi'qing'tian'xia
势穷力竭,shi'qiong'li'jie
十全十美,shi'quan'shi'mei
世扰俗乱,shi'rao'su'luan
拾人涕唾,shi'ren'ti'tuo
拾人牙慧,shi'ren'ya'hui
食日万钱,shi'ri'wan'qian
十日一水五日一石,shi'ri'yi'shui'wu'ri'yi'shi
十日之饮,shi'ri'zhi'yin
湿肉伴干柴,shi'rou'ban'gan'chai
食肉寝皮,shi'rou'qin'pi
视如敝屣,shi'ru'bi'xi
视如草芥,shi'ru'cao'jie
视如寇仇,shi'ru'kou'chou
势如破竹,shi'ru'po'zhu
视如土芥,shi'ru'tu'jie
室如悬磬,shi'ru'xuan'qing
视若无睹,shi'ruo'wu'du
嗜杀成性,shi'sha'cheng'xing
世上无难事只怕有心人,shi'shang'wu'nan'shi'zhi'pa'you'xin'ren
食少事烦,shi'shao'shi'fan
十生九死,shi'sheng'jiu'si
是是非非,shi'shi'fei'fei
十室九空,shi'shi'jiu'kong
实事求是,shi'shi'qiu'shi
事实胜于雄辩,shi'shi'sheng'yu'xiong'bian
识时务者为俊杰,shi'shi'wu'zhe'wei'jun'jie
诗书发冢,shi'shu'fa'zhong
十鼠同穴,shi'shu'tong'xue
誓死不二,shi'si'bu'er
视死如归,shi'si'ru'gui
十死一生,shi'si'yi'sheng
食宿相兼,shi'su'xiang'jian
世态炎凉,shi'tai'yan'liang
使贪使愚,shi'tan'shi'yu
视同儿戏,shi'tong'er'xi
视同路人,shi'tong'lu'ren
豕突狼奔,shi'tu'lang'ben
识途老马,shi'tu'lao'ma
世外桃源,shi'wai'tao'yuan
十万八千里,shi'wan'ba'qian'li
十万火急,shi'wan'huo'ji
尸位素餐,shi'wei'su'can
视为畏途,shi'wei'wei'tu
十围五攻,shi'wei'wu'gong
视为知己,shi'wei'zhi'ji
识文断字,shi'wen'duan'zi
使蚊负山,shi'wen'fu'shan
史无前例,shi'wu'qian'li
师心自用,shi'xin'zi'yong
十行俱下,shi'xing'ju'xia
食言而肥,shi'yan'er'fei
势焰熏天,shi'yan'xun'tian
使羊将狼,shi'yang'jiang'lang
十羊九牧,shi'yang'jiu'mu
拾遗补阙,shi'yi'bu'que
事以密成,shi'yi'mi'cheng
时移势迁,shi'yi'shi'qian
时移俗易,shi'yi'su'yi
舐痈吮痔,shi'yong'shun'zhi
食玉炊桂,shi'yu'chui'gui
实与有力,shi'yu'you'li
事与愿违,shi'yu'yuan'wei
事预则立,shi'yu'ze'li
十载寒窗,shi'zai'han'chuang
事在人为,shi'zai'ren'wei
失张失智,shi'zhang'shi'zhi
逝者如斯,shi'zhe'ru'si
十之八九,shi'zhi'ba'jiu
矢志不渝,shi'zhi'bu'yu
食指大动,shi'zhi'da'dong
失之东隅收之桑榆,shi'zhi'dong'yu'shou'zhi'sang'yu
失之毫厘谬以千里,shi'zhi'hao'li'miu'yi'qian'li
失之交臂,shi'zhi'jiao'bi
饰智矜愚,shi'zhi'jin'yu
十指连心,shi'zhi'lian'xin
实至名归,shi'zhi'ming'gui
使智使勇,shi'zhi'shi'yong
师直为壮,shi'zhi'wei'zhuang
始终不懈,shi'zhong'bu'xie
始终不渝,shi'zhong'bu'yu
始终如一,shi'zhong'ru'yi
诗中有画,shi'zhong'you'hua
狮子大开口,shi'zi'da'kai'kou
十字街头,shi'zi'jie'tou
十字路口,shi'zi'lu'kou
食租衣税,shi'zu'yi'shui
始作俑者,shi'zuo'yong'zhe
寿比南山,shou'bi'nan'shan
手不释卷,shou'bu'shi'juan
手不停挥,shou'bu'ting'hui
受宠若惊,shou'chong'ruo'jing
首当其冲,shou'dang'qi'chong
手到病除,shou'dao'bing'chu
手到拈来,shou'dao'nian'lai
手到擒来,shou'dao'qin'lai
手高手低,shou'gao'shou'di
收回成命,shou'hui'cheng'ming
手挥目送,shou'hui'mu'song
手疾眼快,shou'ji'yan'kuai
守经达权,shou'jing'da'quan
兽聚鸟散,shou'ju'niao'san
守口如瓶,shou'kou'ru'ping
手零脚碎,shou'ling'jiao'sui
手忙脚乱,shou'mang'jiao'luan
首丘之情,shou'qiu'zhi'qing
首屈一指,shou'qu'yi'zhi
授人以柄,shou'ren'yi'bing
守如处女出如脱兔,shou'ru'chu'nv'chu'ru'tuo'tu
寿山福海,shou'shan'fu'hai
首善之区,shou'shan'zhi'qu
首身分离,shou'shen'fen'li
守身如玉,shou'shen'ru'yu
收视反听,shou'shi'fan'ting
授受不亲,shou'shou'bu'qin
首鼠两端,shou'shu'liang'duan
守土有责,shou'tu'you'ze
守望相助,shou'wang'xiang'zhu
首尾相应,shou'wei'xiang'ying
手无寸铁,shou'wu'cun'tie
手无缚鸡之力,shou'wu'fu'ji'zhi'li
手舞足蹈,shou'wu'zu'dao
手下留情,shou'xia'liu'qing
手眼通天,shou'yan'tong'tian
寿元无量,shou'yuan'wu'liang
手泽之遗,shou'ze'zhi'yi
守正不阿,shou'zheng'bu'a
守正不挠,shou'zheng'bu'nao
寿终正寝,shou'zhong'zheng'qin
守株待兔,shou'zhu'dai'tu
手足重茧,shou'zu'chong'jian
手足胼胝,shou'zu'pian'zhi
手足无措,shou'zu'wu'cuo
手足之情,shou'zu'zhi'qing
数白论黄,shu'bai'lun'huang
树碑立传,shu'bei'li'chuan
疏不间亲,shu'bu'jian'qin
书不尽言,shu'bu'jin'yan
疏财仗义,shu'cai'zhang'yi
输财助边,shu'cai'zhu'bian
属辞比事,shu'ci'bi'shi
鼠窜狼奔,shu'cuan'lang'ben
树大招风,shu'da'zhao'feng
树倒猢孙散,shu'dao'hu'sun'san
树德务滋,shu'de'wu'zi
数典忘祖,shu'dian'wang'zu
数东瓜道茄子,shu'dong'gua'dao'qie'zi
数短论长,shu'duan'lun'chang
疏而不漏,shu'er'bu'lou
述而不作,shu'er'bu'zuo
鼠腹鸡肠,shu'fu'ji'chang
鼠腹蜗肠,shu'fu'wo'chang
鼠肝虫臂,shu'gan'chong'bi
数黑论黄,shu'hei'lun'huang
曙后星孤,shu'hou'xing'gu
数见不鲜,shu'jian'bu'xian
蜀锦吴绫,shu'jin'wu'ling
黍离麦秀,shu'li'mai'xiu
束马悬车,shu'ma'xuan'che
属毛离里,shu'mao'li'li
舒眉展眼,shu'mei'zhan'yan
数米而炊,shu'mi'er'chui
数米量柴,shu'mi'liang'chai
鼠目寸光,shu'mu'cun'guang
熟能生巧,shu'neng'sheng'qiao
鼠凭社贵,shu'ping'she'gui
竖起脊梁,shu'qi'ji'liang
鼠窃狗盗,shu'qie'gou'dao
鼠窃狗偷,shu'qie'gou'tou
蜀犬吠日,shu'quan'fei'ri
书缺有间,shu'que'you'jian
殊深轸念,shu'shen'zhen'nian
束身自好,shu'shen'zi'hao
书声琅琅,shu'sheng'lang'lang
熟视无睹,shu'shi'wu'du
漱石枕流,shu'shi'zhen'liu
束手待毙,shu'shou'dai'bi
鼠首偾事,shu'shou'fen'shi
束手就擒,shu'shou'jiu'qin
束手束脚,shu'shou'shu'jiao
束手无策,shu'shou'wu'ce
菽水承欢,shu'shui'cheng'huan
书同文车同轨,shu'tong'wen'che'tong'gui
舒头探脑,shu'tou'tan'nao
殊途同归,shu'tu'tong'gui
数往知来,shu'wang'zhi'lai
熟魏生张,shu'wei'sheng'zhang
书香门第,shu'xiang'men'di
鼠牙雀角,shu'ya'que'jiao
数一数二,shu'yi'shu'er
