阿巴,a'ba
萨爱提热合曼,sa'ai'ti're'he'man
萨比尔,sa'bi'er
萨比热,sa'bi're
萨达开提,sa'da'kai'ti
萨达姆,sa'da'mu
萨达木,sa'da'mu
萨代提,sa'dai'ti
萨德尔,sa'de'er
萨地,sa'di
萨地尔,sa'di'er
萨迪尔,sa'di'er
萨地克,sa'di'ke
萨迪克,sa'di'ke
萨迪提,sa'di'ti
萨力,sa'li
萨莉亚,sa'li'ya
萨米萨克,sa'mi'sa'ke
萨木萨克,sa'mu'sa'ke
萨尼亚,sa'ni'ya
萨热达尔,sa're'da'er
萨热汗,sa're'han
萨日罕,sa'ri'han
萨伍尔,sa'wu'er
萨俉尔,sa'wu'er
萨吾尔,sa'wu'er
萨乌提,sa'wu'ti
萨伍提,sa'wu'ti
萨吾提,sa'wu'ti
萨吾提买买提,sa'wu'ti'mai'mai'ti
萨依木,sa'yi'mu
萨衣木,sa'yi'mu
萨衣皮丁,sa'yi'pi'ding
萨依普拉,sa'yi'pu'la
萨依提,sa'yi'ti
萨依提罕,sa'yi'ti'han
赛比努尔,sai'bi'nu'er
赛比热,sai'bi're
赛布旦,sai'bu'dan
塞代克,sai'dai'ke
塞都拉,sai'dou'la
塞尔达,sai'er'da
塞来,sai'lai
赛来,sai'lai
赛来提古丽,sai'lai'ti'gu'li
塞麦尔艾麦提,sai'mai'er'ai'mai'ti
赛麦尔罕,sai'mai'er'han
塞买提,sai'mai'ti
赛买提,sai'mai'ti
赛麦提,sai'mai'ti
塞米江,sai'mi'jiang
塞帕尔,sai'pa'er
赛皮丁,sai'pi'ding
塞皮丁艾孜孜,sai'pi'ding'ai'zi'zi
塞皮丁吾斯曼,sai'pi'ding'wu'si'man
赛皮耶阿布来提,sai'pi'ye'a'bu'lai'ti
赛义普拉艾麦尔,sai'yi'pu'la'ai'mai'er
赛衣日,sai'yi'ri
赛孜各尔,sai'zi'ge'er
桑传贵,sang'chuan'gui
色迪克热合曼,se'di'ke're'he'man
色力米汗,se'li'mi'han
色买尔,se'mai'er
色买提,se'mai'ti
色麦提,se'mai'ti
色买提托合提,se'mai'ti'tuo'he'ti
色以提,se'yi'ti
色依提,se'yi'ti
色衣提,se'yi'ti
沙比尔,sha'bi'er
沙比克,sha'bi'ke
沙达木,sha'da'mu
沙带提古,sha'dai'ti'gu
沙代提古丽,sha'dai'ti'gu'li
沙得,sha'de
沙地尔,sha'di'er
沙地克,sha'di'ke
沙迪克,sha'di'ke
沙地尼,sha'di'ni
沙吉旦,sha'ji'dan
沙力,sha'li
沙日汗,sha'ri'han
沙塔,sha'ta
沙提汗,sha'ti'han
沙吾,sha'wu
沙吾尔,sha'wu'er
沙吾力,sha'wu'li
沙吾提,sha'wu'ti
沙一木,sha'yi'mu
沙依木,sha'yi'mu
沙衣木,sha'yi'mu
沙依提,sha'yi'ti
沙衣提,sha'yi'ti
沙衣提司衣提,sha'yi'ti'si'yi'ti
韶玉兰,shao'yu'lan
沈江霞,shen'jiang'xia
时志萍,shi'zhi'ping
双语中学,shuang'yu'zhong'xue
斯的克,si'de'ke
司地克,si'di'ke
司迪克,si'di'ke
斯地克,si'di'ke
斯迪克,si'di'ke
斯迪科,si'di'ke
斯迪克艾迪热斯,si'di'ke'ai'di're'si
斯迪克艾买提,si'di'ke'ai'mai'ti
斯迪克卡热,si'di'ke'ka're
斯喀尼达尔,si'ka'ni'da'er
斯拉曼,si'la'man
斯拉曼午休提,si'la'man'wu'xiu'ti
司拉木,si'la'mu
斯拉木,si'la'mu
斯拉木艾买,si'la'mu'ai'mai
司拉衣曼,si'la'yi'man
斯拉伊曼,si'la'yi'man
斯拉依曼,si'la'yi'man
斯拉衣曼,si'la'yi'man
司来曼,si'lai'man
斯来曼,si'lai'man
斯力坦,si'li'tan
司马义,si'ma'yi
司马伊,si'ma'yi
司马依,si'ma'yi
司马衣,si'ma'yi
司马议,si'ma'yi
斯马义,si'ma'yi
斯马依,si'ma'yi
斯马衣,si'ma'yi
司马义江,si'ma'yi'jiang
司马依江,si'ma'yi'jiang
司马义卡地尔,si'ma'yi'ka'di'er
司马伊力,si'ma'yi'li
司马依力,si'ma'yi'li
斯玛伊力,si'ma'yi'li
斯马依力,si'ma'yi'li
斯马衣力,si'ma'yi'li
斯马衣里,si'ma'yi'li
司马义买买提,si'ma'yi'mai'mai'ti
司买提,si'mai'ti
司倩,si'qian
斯热吉地尼,si're'ji'di'ni
斯热吉丁,si're'ji'ding
司义提,si'yi'ti
司依提,si'yi'ti
司衣提,si'yi'ti
斯依提,si'yi'ti
斯衣提,si'yi'ti
苏比汗,su'bi'han
苏比努,su'bi'nu
苏比努尔,su'bi'nu'er
苏比努尔艾买提,su'bi'nu'er'ai'mai'ti
苏法彬,su'fa'bin
苏甫,su'fu
苏红仙,su'hong'xian
苏拉伊曼,su'la'yi'man
苏拉依曼,su'la'yi'man
苏来曼,su'lai'man
苏来曼努尔艾力,su'lai'man'nu'er'ai'li
苏来曼萨吾提,su'lai'man'sa'wu'ti
苏莱曼赛买提,su'lai'man'sai'mai'ti
苏来依曼,su'lai'yi'man
苏力坦,su'li'tan
苏力坦马木提,su'li'tan'ma'mu'ti
苏利亚,su'li'ya
苏买亚,su'mai'ya
苏麦亚,su'mai'ya
苏麦亚买买提,su'mai'ya'mai'mai'ti
苏麦亚亚森,su'mai'ya'ya'sen
苏美琪,su'mei'qi
苏派克,su'pai'ke
苏鹏,su'peng
苏皮,su'pi
苏热亚,su're'ya
苏热亚艾散,su're'ya'ai'san
苏日亚,su'ri'ya
苏日亚阿不来提,su'ri'ya'a'bu'lai'ti
苏万,su'wan
苏玉普,su'yu'pu
孙晓芳,sun'xiao'fang
孙玉珍,sun'yu'zhen
塔吉,ta'ji
塔吉古,ta'ji'gu
塔吉姑,ta'ji'gu
它吉古,ta'ji'gu
塔吉古丽,ta'ji'gu'li
塔吉古力,ta'ji'gu'li
塔吉姑丽,ta'ji'gu'li
塔吉姑力,ta'ji'gu'li
塔吉古力买买提,ta'ji'gu'li'mai'mai'ti
塔吉汗,ta'ji'han
塔吉罕,ta'ji'han
塔力甫,ta'li'fu
塔力普,ta'li'pu
塔里普,ta'li'pu
塔力普玉苏甫,ta'li'pu'yu'su'fu
塔瓦克力,ta'wa'ke'li
塔西,ta'xi
塔依,ta'yi
塔衣,ta'yi
塔伊尔,ta'yi'er
塔依尔,ta'yi'er
塔衣尔,ta'yi'er
塔衣尔买合木提,ta'yi'er'mai'he'mu'ti
塔伊尔买买提,ta'yi'er'mai'mai'ti
塔依尔买买提,ta'yi'er'mai'mai'ti
塔衣甫,ta'yi'fu
台来,tai'lai
太瓦库力,tai'wa'ku'li
台外库,tai'wai'ku
太外裤,tai'wai'ku
台外库力,tai'wai'ku'li
太外库力,tai'wai'ku'li
台完库,tai'wan'ku
谭红缨,tan'hong'ying
汤贤伟,tang'xian'wei
唐玉峰,tang'yu'feng
特拉古丽,te'la'gu'li
特拉古丽特力瓦里地,te'la'gu'li'te'li'wa'li'di
特力瓦里地,te'li'wa'li'di
提拉,ti'la
提拉艾麦尔,ti'la'ai'mai'er
提拉汗,ti'la'han
提拉克孜,ti'la'ke'zi
提拉萨吾提,ti'la'sa'wu'ti
提力瓦力地,ti'li'wa'li'di
田慧芳,tian'hui'fang
铁力瓦提,tie'li'wa'ti
铁木尔,tie'mu'er
吐阿依木,tu'a'yi'mu
吐比,tu'bi
图布罕,tu'bu'han
吐寸古,tu'cun'gu
吐地,tu'di
吐迪,tu'di
图地,tu'di
土地,tu'di
吐地汗,tu'di'han
图迪罕,tu'di'han
吐尔艾拉,tu'er'ai'la
吐尔地,tu'er'di
吐尔迪,tu'er'di
图尔迪,tu'er'di
吐尔共,tu'er'gong
图尔古,tu'er'gu
吐尓洪,tu'er'hong
吐尔洪,tu'er'hong
图尔洪,tu'er'hong
吐尔红将买买提,tu'er'hong'jiang'mai'mai'ti
吐尔洪卡司木,tu'er'hong'ka'si'mu
吐尓洪库尔班,tu'er'hong'ku'er'ban
图尔洪萨依提,tu'er'hong'sa'yi'ti
吐尓洪之女,tu'er'hong'zhi'nv
吐尔拉汗,tu'er'la'han
吐尔孙,tu'er'sun
图尔孙,tu'er'sun
图尔荪,tu'er'sun
图尔孙阿依,tu'er'sun'a'yi
图尔荪阿依,tu'er'sun'a'yi
吐尔孙古,tu'er'sun'gu
吐尔孙姑,tu'er'sun'gu
图尔孙古,tu'er'sun'gu
图尔荪古,tu'er'sun'gu
吐尔孙古丽,tu'er'sun'gu'li
吐尔孙故丽,tu'er'sun'gu'li
图尔荪古丽,tu'er'sun'gu'li
图尔孙汗,tu'er'sun'han
图尔荪罕,tu'er'sun'han
图尔荪妮娅孜,tu'er'sun'ni'ya'zi
图尔荪吾拉依木,tu'er'sun'wu'la'yi'mu
吐尔孙亚森,tu'er'sun'ya'sen
吐尔逊,tu'er'xun
图尔逊,tu'er'xun
吐尔逊阿衣,tu'er'xun'a'yi
吐尔逊古,tu'er'xun'gu
吐尔逊姑,tu'er'xun'gu
吐尔逊古丽,tu'er'xun'gu'li
吐尔逊古丽巴依提,tu'er'xun'gu'li'ba'yi'ti
吐尔逊姑吾拉因,tu'er'xun'gu'wu'la'yin
吐尔逊江,tu'er'xun'jiang
吐尔逊库尔办,tu'er'xun'ku'er'ban
吐尔逊那衣,tu'er'xun'na'yi
吐尔逊那衣买买提,tu'er'xun'na'yi'mai'mai'ti
吐尔逊亚生,tu'er'xun'ya'sheng
吐汗,tu'han
图罕,tu'han
吐汗阿布都热西提,tu'han'a'bu'dou're'xi'ti
吐汗阿卜杜如苏力,tu'han'a'bu'du'ru'su'li
吐汗古丽,tu'han'gu'li
图罕尼,tu'han'ni
吐汗尼木,tu'han'ni'mu
吐汗牙库甫,tu'han'ya'ku'fu
吐合吉,tu'he'ji
吐合孙,tu'he'sun
吐合塔西,tu'he'ta'xi
吐合提,tu'he'ti
吐河提汗,tu'he'ti'han
吐哄,tu'hong
吐洪,tu'hong
吐洪买买提,tu'hong'mai'mai'ti
图柯孜,tu'ke'zi
涂魁,tu'kui
吐拉,tu'la
图拉,tu'la
吐拉丁,tu'la'ding
吐拉订,tu'la'ding
图拉丁,tu'la'ding
吐拉丁达吾提,tu'la'ding'da'wu'ti
吐拉甫,tu'la'fu
吐拉洪,tu'la'hong
图拉江,tu'la'jiang
吐拉克,tu'la'ke
吐拉拉,tu'la'la
图拉拉汗,tu'la'la'han
吐拉拉吐孙,tu'la'la'tu'sun
图拉姆,tu'la'mu
吐拉浦,tu'la'pu
图拉普,tu'la'pu
吐来克,tu'lai'ke
图来克,tu'lai'ke
吐来木,tu'lai'mu
图来木,tu'lai'mu
土来木,tu'lai'mu
吐力洪,tu'li'hong
图力洪,tu'li'hong
吐鲁洪,tu'lu'hong
吐鲁洪之子,tu'lu'hong'zhi'zi
吐米尔,tu'mi'er
土米尔,tu'mi'er
吐米热,tu'mi're
吐乃克,tu'nai'ke
吐尼萨,tu'ni'sa
图尼萨,tu'ni'sa
吐尼萨艾合麦提,tu'ni'sa'ai'he'mai'ti
吐尼萨古,tu'ni'sa'gu
图妮萨姑丽,tu'ni'sa'gu'li
吐尼萨库完,tu'ni'sa'ku'wan
吐尼萨买买提,tu'ni'sa'mai'mai'ti
吐尼沙,tu'ni'sha
土尼沙,tu'ni'sha
吐尼沙古,tu'ni'sha'gu
图尼沙古,tu'ni'sha'gu
吐尼沙古力,tu'ni'sha'gu'li
吐尼沙古亚生,tu'ni'sha'gu'ya'sheng
吐尼沙汗,tu'ni'sha'han
吐尼亚子,tu'ni'ya'zi
吐尼亚孜,tu'ni'ya'zi
图尼亚孜,tu'ni'ya'zi
吐期汗,tu'qi'han
吐热艾拉,tu're'ai'la
吐热克,tu're'ke
图热克,tu're'ke
吐热克阿乌提,tu're'ke'a'wu'ti
吐热拉,tu're'la
图热拉,tu're'la
图热拉罕,tu're'la'han
图热丽萨,tu're'li'sa
吐热米牙生,tu're'mi'ya'sheng
吐热木,tu're'mu
图热木,tu're'mu
吐热苏那依,tu're'su'na'yi
吐日克,tu'ri'ke
吐日拉,tu'ri'la
吐日尼克孜,tu'ri'ni'ke'zi
图日你萨,tu'ri'ni'sa
吐肉布,tu'rou'bu
吐如普,tu'ru'pu
图如普,tu'ru'pu
吐沙罕,tu'sha'han
图斯妮古,tu'si'ni'gu
吐松,tu'song
吐松古,tu'song'gu
吐松汗,tu'song'han
吐松江,tu'song'jiang
吐松吐力洪,tu'song'tu'li'hong
图苏尼,tu'su'ni
吐孙,tu'sun
图孙,tu'sun
图荪,tu'sun
吐孙达吾提,tu'sun'da'wu'ti
吐孙古,tu'sun'gu
吐孙姑,tu'sun'gu
图荪古,tu'sun'gu
吐孙古丽,tu'sun'gu'li
图孙姑丽,tu'sun'gu'li
图荪古丽,tu'sun'gu'li
图孙姑丽吾守尔,tu'sun'gu'li'wu'shou'er
图荪古丽之子,tu'sun'gu'li'zhi'zi
图孙古纳斯尔,tu'sun'gu'na'si'er
吐孙古斯地克,tu'sun'gu'si'di'ke
吐孙古之子,tu'sun'gu'zhi'zi
吐孙汗,tu'sun'han
吐孙合里木,tu'sun'he'li'mu
吐孙江,tu'sun'jiang
吐孙尼亚孜汗,tu'sun'ni'ya'zi'han
吐孙萨吾提,tu'sun'sa'wu'ti
吐逊,tu'xun
吐逊古,tu'xun'gu
吐逊姑,tu'xun'gu
吐逊古阿不都克力木,tu'xun'gu'a'bu'dou'ke'li'mu
吐逊古阿不力孜,tu'xun'gu'a'bu'li'zi
图逊古丽,tu'xun'gu'li
吐逊古力玉苏甫,tu'xun'gu'li'yu'su'fu
吐逊江,tu'xun'jiang
图逊尼,tu'xun'ni
吐逊热合曼,tu'xun're'he'man
屯妮萨,tun'ni'sa
屯妮萨古丽,tun'ni'sa'gu'li
托合孙,tuo'he'sun
托合荪,tuo'he'sun
托合提,tuo'he'ti
托和提,tuo'he'ti
托合提姑丽,tuo'he'ti'gu'li
托合提汗,tuo'he'ti'han
托合提罕,tuo'he'ti'han
托合提库尔班,tuo'he'ti'ku'er'ban
托合提亚库普,tuo'he'ti'ya'ku'pu
托合提依地热斯,tuo'he'ti'yi'di're'si
托合逊,tuo'he'xun
托乎提,tuo'hu'ti
托克孙,tuo'ke'sun
托来木,tuo'lai'mu
庹亮华,tuo'liang'hua
庹一一,tuo'yi'yi
瓦热斯,wa're'si
瓦日司,wa'ri'si
瓦斯力,wa'si'li
瓦斯提,wa'si'ti
瓦依提,wa'yi'ti
瓦衣提,wa'yi'ti
外力,wai'li
外力阿优普,wai'li'a'you'pu
王彩珍,wang'cai'zhen
王芳芳,wang'fang'fang
王光帅,wang'guang'shuai
王荷青,wang'he'qing
王华,wang'hua
王京,wang'jing
王蕾蕾,wang'lei'lei
王林峰,wang'lin'feng
王明芳,wang'ming'fang
王文成,wang'wen'cheng
王小龙,wang'xiao'long
王新燕,wang'xin'yan
王迎春,wang'ying'chun
王永江,wang'yong'jiang
闻丽丽,wen'li'li
吾布,wu'bu
吾布布力卡斯木,wu'bu'bu'li'ka'si'mu
吾布尔,wu'bu'er
吾布卡斯木,wu'bu'ka'si'mu
乌布力,wu'bu'li
吾不力,wu'bu'li
吾卜力,wu'bu'li
吾布力,wu'bu'li
吾布里,wu'bu'li
吾布力阿合奇,wu'bu'li'a'he'qi
吾布里阿西木,wu'bu'li'a'xi'mu
吾布力阿新,wu'bu'li'a'xin
吾布力哈斯,wu'bu'li'ha'si
吾布力哈斯木,wu'bu'li'ha'si'mu
吾布里哈斯木,wu'bu'li'ha'si'mu
乌布力卡司木,wu'bu'li'ka'si'mu
乌布力卡斯木,wu'bu'li'ka'si'mu
乌布力喀斯木,wu'bu'li'ka'si'mu
吾不力卡斯木,wu'bu'li'ka'si'mu
吾布力卡司木,wu'bu'li'ka'si'mu
吾布力卡斯木,wu'bu'li'ka'si'mu
吾布力喀斯木,wu'bu'li'ka'si'mu
吾布里卡司木,wu'bu'li'ka'si'mu
吾布里卡斯木,wu'bu'li'ka'si'mu
吾不力卡斯木马木提,wu'bu'li'ka'si'mu'ma'mu'ti
吾布力斯拉木,wu'bu'li'si'la'mu
吾不力吾斯曼,wu'bu'li'wu'si'man
伍德谋,wu'de'mou
吾尔,wu'er
吾尔古,wu'er'gu
吾尔丽喀,wu'er'li'ka
吾尔尼萨,wu'er'ni'sa
吾尔尼沙,wu'er'ni'sha
吾尔尼亚孜汗,wu'er'ni'ya'zi'han
吾甫,wu'fu
吾甫尔,wu'fu'er
吾甫力卡生木,wu'fu'li'ka'sheng'mu
吾吉,wu'ji
吾吉克,wu'ji'ke
吾拉木,wu'la'mu
吾拉普,wu'la'pu
乌拉伊木,wu'la'yi'mu
吾拉伊木,wu'la'yi'mu
吾拉依木,wu'la'yi'mu
吾拉衣木,wu'la'yi'mu
吾拉依木阿布都热西提,wu'la'yi'mu'a'bu'dou're'xi'ti
吾拉衣木江,wu'la'yi'mu'jiang
吾拉依木萨比尔,wu'la'yi'mu'sa'bi'er
吾拉依木亚森,wu'la'yi'mu'ya'sen
乌拉因,wu'la'yin
乌拉音,wu'la'yin
吾拉因,wu'la'yin
吾拉引,wu'la'yin
吾拉音,wu'la'yin
吾拉引努尔,wu'la'yin'nu'er
乌拉英,wu'la'ying
吾拉英,wu'la'ying
吾拉英木,wu'la'ying'mu
吾力卡司木,wu'li'ka'si'mu
吴亮,wu'liang
吾买尔,wu'mai'er
吾麦尔,wu'mai'er
吾买尔艾力,wu'mai'er'ai'li
吾买尔江,wu'mai'er'jiang
吾扑,wu'pu
吾普尔,wu'pu'er
吾热古丽,wu're'gu'li
吾热姑丽,wu're'gu'li
吾热汗,wu're'han
吾热尼沙,wu're'ni'sha
吾热尼沙依来克,wu're'ni'sha'yi'lai'ke
吾热尼亚孜,wu're'ni'ya'zi
吾热依木,wu're'yi'mu
吾日古,wu'ri'gu
吾日姑,wu'ri'gu
五日姑丽,wu'ri'gu'li
吾日古丽,wu'ri'gu'li
吾日尼沙,wu'ri'ni'sha
吾日尼沙汗,wu'ri'ni'sha'han
吾山,wu'shan
武胜喜,wu'sheng'xi
吾守,wu'shou
吾守尔,wu'shou'er
吾守尔汗,wu'shou'er'han
吾守尔之女,wu'shou'er'zhi'nv
吾守汗吐尔逊,wu'shou'han'tu'er'xun
吾术尔,wu'shu'er
吾舒尔,wu'shu'er
吾述尔,wu'shu'er
吾舒尔古丽,wu'shu'er'gu'li
乌斯曼,wu'si'man
吾司曼,wu'si'man
吾斯慢,wu'si'man
吾斯曼,wu'si'man
吾斯曼艾力,wu'si'man'ai'li
吾斯曼艾萨,wu'si'man'ai'sa
吾斯曼巴拉提,wu'si'man'ba'la'ti
吾斯曼达吾提,wu'si'man'da'wu'ti
吾斯曼江,wu'si'man'jiang
吾斯曼卡地,wu'si'man'ka'di
吾斯曼卡斯木,wu'si'man'ka'si'mu
吾斯曼买买提,wu'si'man'mai'mai'ti
吾斯曼赛买提,wu'si'man'sai'mai'ti
吾宿尔,wu'su'er
吾苏甫,wu'su'fu
吾苏普,wu'su'pu
吾素因,wu'su'yin
吾苏因,wu'su'yin
吾苏音,wu'su'yin
乌修,wu'xiu
吾修尔,wu'xiu'er
武迎春,wu'ying'chun
吴勇,wu'yong
伍泽祝,wu'ze'zhu
西艾力,xi'ai'li
希尔艾力,xi'er'ai'li
西尔艾力,xi'er'ai'li
西尔艾力吾斯曼,xi'er'ai'li'wu'si'man
希尔买买提,xi'er'mai'mai'ti
西尔买买提,xi'er'mai'mai'ti
希尔瓦尼,xi'er'wa'ni
希尔扎提,xi'er'zha'ti
西尔扎提,xi'er'zha'ti
西力力吐孙,xi'li'li'tu'sun
希米希丁,xi'mi'xi'ding
西拍克,xi'pai'ke
西热艾力,xi're'ai'li
西热艾力艾海提,xi're'ai'li'ai'hai'ti
西热甫,xi're'fu
西热力,xi're'li
西热尼阿依,xi're'ni'a'yi
西热普,xi're'pu
西热完古阿不都热西提,xi're'wan'gu'a'bu'dou're'xi'ti
西仁阿依,xi'ren'a'yi
西任阿依,xi'ren'a'yi
希仁古丽,xi'ren'gu'li
希日艾力,xi'ri'ai'li
西日甫,xi'ri'fu
希日那衣,xi'ri'na'yi
希日那衣买买提,xi'ri'na'yi'mai'mai'ti
希日那衣有力瓦司,xi'ri'na'yi'you'li'wa'si
西日完,xi'ri'wan
夏峰,xia'feng
夏克尔,xia'ke'er
夏丽帕,xia'li'pa
夏木斯亚,xia'mu'si'ya
夏帕艾提,xia'pa'ai'ti
夏热故力,xia're'gu'li
夏日完姑,xia'ri'wan'gu
夏伊达,xia'yi'da
夏伊代,xia'yi'dai
夏依代,xia'yi'dai
夏衣代,xia'yi'dai
夏依丹,xia'yi'dan
夏衣丹,xia'yi'dan
夏远成,xia'yuan'cheng
鲜江龙,xian'jiang'long
先木司开买尔,xian'mu'si'kai'mai'er
鲜木斯努尔,xian'mu'si'nu'er
先木斯亚,xian'mu'si'ya
先木西,xian'mu'xi
仙木西巴努,xian'mu'xi'ba'nu
先木希努尔,xian'mu'xi'nu'er
肖婷婷,xiao'ting'ting
谢家娥,xie'jia'e
谢米希努尔,xie'mi'xi'nu'er
谢木斯丁努尔买买提,xie'mu'si'ding'nu'er'mai'mai'ti
谢姆斯耶,xie'mu'si'ye
写木希努尔,xie'mu'xi'nu'er
谢姆西努尔,xie'mu'xi'nu'er
写木希努尔买买提明,xie'mu'xi'nu'er'mai'mai'ti'ming
谢姆谢旦阿布都艾孜孜,xie'mu'xie'dan'a'bu'dou'ai'zi'zi
谢皮开提,xie'pi'kai'ti
谢倩,xie'qian
谢热瓦尼古丽,xie're'wa'ni'gu'li
谢热完古,xie're'wan'gu
谢仁古丽,xie'ren'gu'li
谢仁妮罕,xie'ren'ni'han
徐琴,xu'qin
许滢尹,xu'ying'yin
雅迪卡尔,ya'di'ka'er
亚尔买买提,ya'er'mai'mai'ti
亚尔穆还买提,ya'er'mu'hai'mai'ti
亚合甫,ya'he'fu
牙合甫,ya'he'fu
牙合亚,ya'he'ya
亚克甫,ya'ke'fu
牙克甫,ya'ke'fu
牙克浦,ya'ke'pu
亚库富,ya'ku'fu
亚库甫,ya'ku'fu
牙库甫,ya'ku'fu
亚库甫艾力,ya'ku'fu'ai'li
亚库甫江,ya'ku'fu'jiang
亚库普,ya'ku'pu
牙库普,ya'ku'pu
亚库普江,ya'ku'pu'jiang
亚力洪,ya'li'hong
亚力昆,ya'li'kun
亚力昆萨吾提,ya'li'kun'sa'wu'ti
牙力买买提,ya'li'mai'mai'ti
亚肉克麦麦提艾力,ya'rou'ke'mai'mai'ti'ai'li
亚森,ya'sen
牙森,ya'sen
亚森艾买尔,ya'sen'ai'mai'er
亚森江,ya'sen'jiang
亚森库完,ya'sen'ku'wan
亚森麦提尼亚孜,ya'sen'mai'ti'ni'ya'zi
牙森肉苏里,ya'sen'rou'su'li
亚森赛依曼,ya'sen'sai'yi'man
亚森吐地,ya'sen'tu'di
牙森吐地,ya'sen'tu'di
亚森吾普尔,ya'sen'wu'pu'er
亚森吾斯曼,ya'sen'wu'si'man
亚生,ya'sheng
牙生,ya'sheng
亚生艾买提,ya'sheng'ai'mai'ti
亚生江,ya'sheng'jiang
牙生江,ya'sheng'jiang
牙生卡尔,ya'sheng'ka'er
亚斯尼,ya'si'ni
闫永红,yan'yong'hong
杨仕娟,yang'shi'juan
杨雪玲,yang'xue'ling
杨亚辉,yang'ya'hui
伊巴代提,yi'ba'dai'ti
衣巴代提,yi'ba'dai'ti
衣巴带提,yi'ba'dai'ti
衣巴带提衣那木,yi'ba'dai'ti'yi'na'mu
依巴德拉,yi'ba'de'la
衣巴德拉,yi'ba'de'la
伊巴迪拉,yi'ba'di'la
依巴拉,yi'ba'la
依比拉依木,yi'bi'la'yi'mu
依比拉音,yi'bi'la'yin
伊卜垃伊木,yi'bu'la'yi'mu
伊卜拉伊木,yi'bu'la'yi'mu
伊布拉依木,yi'bu'la'yi'mu
依布拉依木,yi'bu'la'yi'mu
衣不拉依木,yi'bu'la'yi'mu
衣布拉衣木,yi'bu'la'yi'mu
伊卜垃伊木亚森,yi'bu'la'yi'mu'ya'sen
伊卜垃伊木之子,yi'bu'la'yi'mu'zhi'zi
依布热依木,yi'bu're'yi'mu
衣达牙提,yi'da'ya'ti
依达依提,yi'da'yi'ti
依达依提拉,yi'da'yi'ti'la
依得力斯,yi'de'li'si
伊德日期斯,yi'de'ri'qi'si
伊德日斯,yi'de'ri'si
伊地力斯,yi'di'li'si
依地力司,yi'di'li'si
衣地力司,yi'di'li'si
伊迪热斯,yi'di're'si
依地热司,yi'di're'si
依地热斯,yi'di're'si
依迪热斯,yi'di're'si
衣地热斯,yi'di're'si
衣迪热斯,yi'di're'si
依地热斯马木提,yi'di're'si'ma'mu'ti
依地热斯木,yi'di're'si'mu
依地日司,yi'di'ri'si
依地日斯,yi'di'ri'si
衣地日司,yi'di'ri'si
衣地日斯,yi'di'ri'si
伊尔番,yi'er'fan
伊尔潘,yi'er'pan
依尔潘,yi'er'pan
伊盖木,yi'gai'mu
依盖木,yi'gai'mu
衣改木,yi'gai'mu
依盖木拜德,yi'gai'mu'bai'de
衣干木,yi'gan'mu
衣合力马,yi'he'li'ma
衣合散,yi'he'san
伊克木,yi'ke'mu
依克木,yi'ke'mu
衣克木,yi'ke'mu
依克木罕,yi'ke'mu'han
伊克萨尼,yi'ke'sa'ni
依克萨尼,yi'ke'sa'ni
伊克散,yi'ke'san
依克散,yi'ke'san
依克散吐尔逊,yi'ke'san'tu'er'xun
依肯木,yi'ken'mu
依拉木,yi'la'mu
依拉木如孜,yi'la'mu'ru'zi
衣来克,yi'lai'ke
依力巴耳,yi'li'ba'er
依力尔吾斯曼,yi'li'er'wu'si'man
依里哈木,yi'li'ha'mu
衣力哈木,yi'li'ha'mu
伊里哈木亚森,yi'li'ha'mu'ya'sen
依力米努尔,yi'li'mi'nu'er
依力木,yi'li'mu
伊丽努尔,yi'li'nu'er
伊利容,yi'li'rong
伊力夏提,yi'li'xia'ti
衣力夏提,yi'li'xia'ti
衣力夏提库完,yi'li'xia'ti'ku'wan
伊力亚尔,yi'li'ya'er
依力亚尔,yi'li'ya'er
依力亚尔吾斯曼,yi'li'ya'er'wu'si'man
伊力亚斯,yi'li'ya'si
依力亚司,yi'li'ya'si
依力亚斯,yi'li'ya'si
伊利扎提,yi'li'zha'ti
伊力扎提,yi'li'zha'ti
伊马木,yi'ma'mu
依玛木,yi'ma'mu
依马木,yi'ma'mu
伊米尔,yi'mi'er
依米尔,yi'mi'er
衣米尔,yi'mi'er
依米尼汗,yi'mi'ni'han
伊米然,yi'mi'ran
依米然,yi'mi'ran
依米然艾山,yi'mi'ran'ai'shan
伊米然江,yi'mi'ran'jiang
依米然买买提,yi'mi'ran'mai'mai'ti
伊米然亚森,yi'mi'ran'ya'sen
依米热尼,yi'mi're'ni
伊米热尼江,yi'mi're'ni'jiang
伊米提,yi'mi'ti
依米提,yi'mi'ti
伊敏,yi'min
依敏,yi'min
伊敏艾麦,yi'min'ai'mai
伊明,yi'ming
依明,yi'ming
衣明,yi'ming
依明江,yi'ming'jiang
衣明江,yi'ming'jiang
衣明拉汗,yi'ming'la'han
依明那尔,yi'ming'na'er
伊木然,yi'mu'ran
依木然,yi'mu'ran
衣木热,yi'mu're
衣木热尼,yi'mu're'ni
依娜木,yi'na'mu
依纳木,yi'na'mu
依那木,yi'na'mu
衣那木,yi'na'mu
衣那木努尔,yi'na'mu'nu'er
伊纳木伊敏,yi'na'mu'yi'min
伊热夏提,yi're'xia'ti
衣沙克,yi'sha'ke
衣沙木丁,yi'sha'mu'ding
伊山,yi'shan
伊斯拉木,yi'si'la'mu
依斯拉木,yi'si'la'mu
衣司拉木,yi'si'la'mu
衣斯拉木,yi'si'la'mu
