暧暧城霞旦,ai'ai'cheng'xia'dan
樯带城乌去,qiang'dai'cheng'wu'qu
羌笛两两奏胡笳,qiang'di'liang'liang'zou'hu'jia
羌笛雪中吹,qiang'di'xue'zhong'chui
强来前殿看歌舞,qiang'lai'qian'dian'kan'ge'wu
锵佩出中台,qiang'pei'chu'zhong'tai
强起离墙东,qiang'qi'li'qiang'dong
锵锵得盛才,qiang'qiang'de'sheng'cai
锵锵引缨弁,qiang'qiang'yin'ying'bian
强学干名利,qiang'xue'gan'ming'li
墙阴上玉墀,qiang'yin'shang'yu'chi
强欲从君无那老,qiang'yu'cong'jun'wu'na'lao
强识小妇七香车,qiang'zhi'xiao'fu'qi'xiang'che
巧裁蝉鬓畏风吹,qiao'cai'chan'bin'wei'feng'chui
樵唱有时闻,qiao'chang'you'shi'wen
锹翮瑶池津,qiao'he'yao'chi'jin
樵客初传汉姓名,qiao'ke'chu'chuan'han'xing'ming
樵客纷多虑,qiao'ke'fen'duo'lv
乔柯门里自成阴,qiao'ke'men'li'zi'cheng'yin
樵路前傍岭,qiao'lu'qian'bang'ling
巧妙尽于此,qiao'miao'jin'yu'ci
乔木带荒村,qiao'mu'dai'huang'cun
乔木古城壕,qiao'mu'gu'cheng'hao
乔木故园意,qiao'mu'gu'yuan'yi
乔木竟谁过,qiao'mu'jing'shui'guo
乔木时曝衣,qiao'mu'shi'pu'yi
乔木万馀株,qiao'mu'wan'yu'zhu
乔木自成林,qiao'mu'zi'cheng'lin
樵牧自成趣,qiao'mu'zi'cheng'qu
翘翘群秀才,qiao'qiao'qun'xiu'cai
樵人不可知,qiao'ren'bu'ke'zhi
樵苏不爨兮清谈已,qiao'su'bu'cuan'xi'qing'tan'yi
桥因倒树架,qiao'yin'dao'shu'jia
樵者乘霁归,qiao'zhe'cheng'ji'gui
巧啭任天姿,qiao'zhuan'ren'tian'zi
且安原宪贫,qie'an'yuan'xian'pin
妾本富家女,qie'ben'fu'jia'nv
妾本邯郸女,qie'ben'han'dan'nv
窃抃乐康哉,qie'bian'le'kang'zai
窃抃遂无穷,qie'bian'sui'wu'qiong
窃抃仰层穹,qie'bian'yang'ceng'qiong
且长凌风翮,qie'chang'ling'feng'he
且此登山复临水,qie'ci'deng'shan'fu'lin'shui
且当放怀去,qie'dang'fang'huai'qu
且泛黄菊英,qie'fan'huang'ju'ying
且泛朝夕潮,qie'fan'zhao'xi'chao
且复乐生事,qie'fu'le'sheng'shi
且复幸储胥,qie'fu'xing'chu'xu
且共歌太平,qie'gong'ge'tai'ping
且关乘兴心,qie'guan'cheng'xing'xin
妾家近隔凤凰池,qie'jia'jin'ge'feng'huang'chi
妾见柳园新,qie'jian'liu'yuan'xin
妾见鸟栖林,qie'jian'niao'qi'lin
切将稀取贵,qie'jiang'xi'qu'gui
且救浮生取,qie'jiu'fu'sheng'qu
且论朝夕是,qie'lun'zhao'xi'shi
妾梦不离江水上,qie'meng'bu'li'jiang'shui'shang
妾梦越风波,qie'meng'yue'feng'bo
且莫蹈沧洲,qie'mo'dao'cang'zhou
且莫上空虚,qie'mo'shang'kong'xu
且莫弹箜篌,qie'mo'tan'kong'hou
妾年初二八,qie'nian'chu'er'ba
妾年二八颜如花,qie'nian'er'ba'yan'ru'hua
切切委兄弟,qie'qie'wei'xiong'di
且请拢船头,qie'qing'long'chuan'tou
妾死非关命,qie'si'fei'guan'ming
且为说心胸,qie'wei'shuo'xin'xiong
窃位思官谤,qie'wei'si'guan'bang
且问春税苦,qie'wen'chun'shui'ku
且无寥廓志,qie'wu'liao'kuo'zhi
且喜得斟酌,qie'xi'de'zhen'zhuo
且延陵兮未至,qie'yan'ling'xi'wei'zhi
且言重观国,qie'yan'zhong'guan'guo
窃仰大风诗,qie'yang'da'feng'shi
妾亦不如他,qie'yi'bu'ru'ta
惬意在郊原,qie'yi'zai'jiao'yuan
且有函关期,qie'you'han'guan'qi
且有荐君表,qie'you'jian'jun'biao
妾有罗衣裳,qie'you'luo'yi'shang
箧有逍遥篇,qie'you'xiao'yao'pian
妾有绣衣裳,qie'you'xiu'yi'shang
且欲驰永路,qie'yu'chi'yong'lu
且欲歌垂纶,qie'yu'ge'chui'lun
窃预小童讴,qie'yu'xiao'tong'ou
且愿启关锁,qie'yuan'qi'guan'suo
箧中缄圣札,qie'zhong'jian'sheng'zha
且驻木兰船,qie'zhu'mu'lan'chuan
且驻西来驾,qie'zhu'xi'lai'jia
妾住在横塘,qie'zhu'zai'heng'tang
秦兵益围邯郸急,qin'bing'yi'wei'han'dan'ji
秦城连凤阙,qin'cheng'lian'feng'que
秦城疑旧庐,qin'cheng'yi'jiu'lu
秦川朝望迥,qin'chuan'chao'wang'jiong
秦川寒食盛繁华,qin'chuan'han'shi'sheng'fan'hua
秦川一半夕阳开,qin'chuan'yi'ban'xi'yang'kai
秦川雨外晴,qin'chuan'yu'wai'qing
秦地立春传太史,qin'di'li'chun'chuan'tai'shi
秦地万方会,qin'di'wan'fang'hui
秦地行人春忆归,qin'di'xing'ren'chun'yi'gui
秦地作新丰,qin'di'zuo'xin'feng
禽浮似挹羽觞杯,qin'fu'si'yi'yu'shang'bei
秦阁多遗典,qin'ge'duo'yi'dian
亲故不来往,qin'gu'bu'lai'wang
秦汉生人凋力役,qin'han'sheng'ren'diao'li'yi
秦后徒闻乐,qin'hou'tu'wen'le
寝疾乃就枕,qin'ji'nai'jiu'zhen
秦家女儿爱芳菲,qin'jia'nv'er'ai'fang'fei
秦家自有夫,qin'jia'zi'you'fu
亲降南面尊,qin'jiang'nan'mian'zun
亲劳使君问,qin'lao'shi'jun'wen
亲劳簪组送,qin'lao'zan'zu'song
亲戚更相诮,qin'qi'geng'xiang'qiao
亲屈万乘尊,qin'qu'wan'sheng'zun
禽雀知我闲,qin'que'zhi'wo'xian
秦人辨鸡犬,qin'ren'bian'ji'quan
秦人旧国情,qin'ren'jiu'guo'qing
秦人汤饼那堪许,qin'ren'tang'bing'na'kan'xu
琴瑟调双凤,qin'se'tiao'shuang'feng
琴声入夜台,qin'sheng'ru'ye'tai
琴声纵不没,qin'sheng'zong'bu'mei
秦时有漂母,qin'shi'you'piao'mu
禽兽悲不去,qin'shou'bei'bu'qu
琴锁坏窗风自响,qin'suo'huai'chuang'feng'zi'xiang
秦王在时作,qin'wang'zai'shi'zuo
秦魏多豪人,qin'wei'duo'hao'ren
秦吴道路长,qin'wu'dao'lu'chang
亲贤辅少阳,qin'xian'fu'shao'yang
琴言纷已违,qin'yan'fen'yi'wei
亲友恣相过,qin'you'zi'xiang'guo
琴斋涧月留,qin'zhai'jian'yue'liu
亲知送河门,qin'zhi'song'he'men
秦中川路长,qin'zhong'chuan'lu'chang
琴中多苦调,qin'zhong'duo'ku'diao
侵逐使狼狈,qin'zhu'shi'lang'bei
琴酌弄晴湾,qin'zhuo'nong'qing'wan
青霭入看无,qing'ai'ru'kan'wu
清白定谁多,qing'bai'ding'shui'duo
青壁带川坻,qing'bi'dai'chuan'di
清跸鸣銮出禁中,qing'bi'ming'luan'chu'jin'zhong
青壁森相倚,qing'bi'sen'xiang'yi
青壁石林杪,qing'bi'shi'lin'miao
清波生漪涟,qing'bo'sheng'yi'lian
清波殊淼漫,qing'bo'shu'miao'man
轻波戏鱼鸟,qing'bo'xi'yu'niao
倾财破产无所忧,qing'cai'po'chan'wu'suo'you
青草肃澄陂,qing'cao'su'cheng'bei
青草瘴时过夏口,qing'cao'zhang'shi'guo'xia'kou
青草洲边南渡桥,qing'cao'zhou'bian'nan'du'qiao
倾朝看药船,qing'chao'kan'yao'chuan
倾车无共辙,qing'che'wu'gong'zhe
清晨朝建章,qing'chen'chao'jian'zhang
清晨登仙峰,qing'chen'deng'xian'feng
清晨冠盖出,qing'chen'guan'gai'chu
清晨降玉舆,qing'chen'jiang'yu'yu
清晨去朝谒,qing'chen'qu'chao'ye
清晨听银蚪,qing'chen'ting'yin'dou
清晨惜分袂,qing'chen'xi'fen'mei
倾城满南陌,qing'cheng'man'nan'mo
清池发棹歌,qing'chi'fa'zhao'ge
清池皓月照禅心,qing'chi'hao'yue'zhao'chan'xin
清川带长薄,qing'chuan'dai'chang'bao
清川澹如此,qing'chuan'dan'ru'ci
晴川历历汉阳树,qing'chuan'li'li'han'yang'shu
清川兴悠悠,qing'chuan'xing'you'you
清川杨柳垂,qing'chuan'yang'liu'chui
清吹肃逵路,qing'chui'su'kui'lu
青春长与君,qing'chun'chang'yu'jun
青翠拂仙坛,qing'cui'fu'xian'tan
青翠满寒山,qing'cui'man'han'shan
情催桃李艳,qing'cui'tao'li'yan
青翠漾涟漪,qing'cui'yang'lian'yi
请迨炎风暮,qing'dai'yan'feng'mu
清旦理犁锄,qing'dan'li'li'chu
清旦历香岩,qing'dan'li'xiang'yan
倾倒强行行,qing'dao'qiang'hang'hang
清灯入幽梦,qing'deng'ru'you'meng
青帝方行春,qing'di'fang'xing'chun
青簟日何长,qing'dian'ri'he'chang
清冬见远山,qing'dong'jian'yuan'shan
清都访道书,qing'dou'fang'dao'shu
倾都祓禊晨,qing'dou'fu'xi'chen
青蛾柳家女,qing'e'liu'jia'nv
青娥买死谁能识,qing'e'mai'si'shui'neng'shi
清范何风流,qing'fan'he'feng'liu
晴分五湖势,qing'fen'wu'hu'shi
清芬坐转凉,qing'fen'zuo'zhuan'liang
青枫半村户,qing'feng'ban'cun'hu
清风别自兹,qing'feng'bie'zi'zi
清风多仰慕,qing'feng'duo'yang'mu
青枫江上沧浪吟,qing'feng'jiang'shang'cang'lang'yin
青枫林下回天跸,qing'feng'lin'xia'hui'tian'bi
清风明月苦相思,qing'feng'ming'yue'ku'xiang'si
青枫浦上不胜愁,qing'feng'pu'shang'bu'sheng'chou
清风细雨湿梅花,qing'feng'xi'yu'shi'mei'hua
青盖理无还,qing'gai'li'wu'hai
倾盖洛之滨,qing'gai'luo'zhi'bin
情感唯灵仙,qing'gan'wei'ling'xian
青皋丽已净,qing'gao'li'yi'jing
清歌聊鼓楫,qing'ge'liao'gu'ji
清歌邀落日,qing'ge'yao'luo'ri
清阁引归烟,qing'ge'yin'gui'yan
轻舸迎上客,qing'ge'ying'shang'ke
青菰临水拔,qing'gu'lin'shui'ba
清管逶迤半绮疏,qing'guan'wei'yi'ban'qi'shu
清光比故人,qing'guang'bi'gu'ren
晴光拂曙氛,qing'guang'fu'shu'fen
清光随涟漪,qing'guang'sui'lian'yi
晴光夜转莹,qing'guang'ye'zhuan'ying
青桂春再荣,qing'gui'chun'zai'rong
倾国倾城并可怜,qing'guo'qing'cheng'bing'ke'lian
倾国徒相看,qing'guo'tu'xiang'kan
青海连西掖,qing'hai'lian'xi'ye
青海雁频过,qing'hai'yan'pin'guo
轻寒散暝砧,qing'han'san'ming'zhen
清寒御沟上,qing'han'yu'gou'shang
青荷包紫鳞,qing'he'bao'zi'lin
倾荷枕驿楼,qing'he'zhen'yi'lou
青扈绕青林,qing'hu'rao'qing'lin
青槐碍落晖,qing'huai'ai'luo'hui
清淮奉使千馀里,qing'huai'feng'shi'qian'yu'li
青槐夹两道,qing'huai'jia'liang'dao
轻槐落洞门,qing'huai'luo'dong'men
青槐罗四面,qing'huai'luo'si'mian
清欢信可尚,qing'huan'xin'ke'shang
清辉不厌多,qing'hui'bu'yan'duo
清辉淡水木,qing'hui'dan'shui'mu
清谿入云木,qing'ji'ru'yun'mu
情极望东菑,qing'ji'wang'dong'zai
倾家事南亩,qing'jia'shi'nan'mu
清涧日濯足,qing'jian'ri'zhuo'zu
清江不可涉,qing'jiang'bu'ke'she
清江日稍曛,qing'jiang'ri'shao'xun
清江响铙吹,qing'jiang'xiang'nao'chui
晴江一女浣,qing'jiang'yi'nv'huan
青郊香杜若,qing'jiao'xiang'du'ruo
青郊一路分,qing'jiao'yi'lu'fen
清净本因心,qing'jing'ben'yin'xin
清景不可度,qing'jing'bu'ke'du
清镜览衰颜,qing'jing'lan'shuai'yan
清净如黄金,qing'jing'ru'huang'jin
清净无言语,qing'jing'wu'yan'yu
晴景摇津树,qing'jing'yao'jin'shu
清景照华簪,qing'jing'zhao'hua'zan
轻举随鸿鹄,qing'ju'sui'hong'hu
清濬各孤峙,qing'jun'ge'gu'zhi
请君看取百年事,qing'jun'kan'qu'bai'nian'shi
请君理还策,qing'jun'li'hai'ce
请君骑马望西陵,qing'jun'qi'ma'wang'xi'ling
请君细看风流意,qing'jun'xi'kan'feng'liu'yi
晴看自发蒙,qing'kan'zi'fa'meng
晴空卷碧虚,qing'kong'juan'bi'xu
晴来望尽通,qing'lai'wang'jin'tong
擎来问夫婿,qing'lai'wen'fu'xu
清冷池水灌园蔬,qing'leng'chi'shui'guan'yuan'shu
青莲喻法微,qing'lian'yu'fa'wei
清凉何所求,qing'liang'he'suo'qiu
青林碧屿暗相期,qing'lin'bi'yu'an'xiang'qi
青林不换秋,qing'lin'bu'huan'qiu
青林寒带霜,qing'lin'han'dai'shuang
青林问子家,qing'lin'wen'zi'jia
清泠水木阴,qing'ling'shui'mu'yin
清泠松下谿,qing'ling'song'xia'ji
清流贯其中,qing'liu'guan'qi'zhong
请留盘石上,qing'liu'pan'shi'shang
清流响洞房,qing'liu'xiang'dong'fang
青柳映红颜,qing'liu'ying'hong'yan
青楼含白日,qing'lou'han'bai'ri
青楼日晚歌钟起,qing'lou'ri'wan'ge'zhong'qi
清露薄衣襟,qing'lu'bo'yi'jin
清露洗云林,qing'lu'xi'yun'lin
晴露珠共合,qing'lu'zhu'gong'he
清论复何深,qing'lun'fu'he'shen
清洛带芝田,qing'luo'dai'zhi'tian
清洛云鸿度,qing'luo'yun'hong'du
青门垂柳百千条,qing'men'chui'liu'bai'qian'tiao
庆门叠华组,qing'men'die'hua'zu
青门临上路,qing'men'lin'shang'lu
清庙奉烝尝,qing'miao'feng'zheng'chang
晴明涵万象,qing'ming'han'wan'xiang
清明如空虚,qing'ming'ru'kong'xu
清明烟火新,qing'ming'yan'huo'xin
青鸟几时过,qing'niao'ji'shi'guo
青鸟迎孤棹,qing'niao'ying'gu'zhao
青女三秋节,qing'nv'san'qiu'jie
轻骑出关东,qing'qi'chu'guan'dong
清气在园林,qing'qi'zai'yuan'lin
清浅白石滩,qing'qian'bai'shi'tan
清浅望河汉,qing'qian'wang'he'han
情切庙堂初,qing'qie'miao'tang'chu
清切晚砧动,qing'qie'wan'zhen'dong
清切伫飞翻,qing'qie'zhu'fei'fan
青青不作林,qing'qing'bu'zuo'lin
轻轻动画桡,qing'qing'dong'hua'rao
青青东门柳,qing'qing'dong'men'liu
青青独尔为,qing'qing'du'er'wei
青青何必楚人家,qing'qing'he'bi'chu'ren'jia
青青恒一色,qing'qing'heng'yi'se
青青胡地桑,qing'qing'hu'di'sang
清清江潭树,qing'qing'jiang'tan'shu
青青兰艾本殊香,qing'qing'lan'ai'ben'shu'xiang
青青山上松,qing'qing'shan'shang'song
青青松柏田,qing'qing'song'bai'tian
青青杨柳陌,qing'qing'yang'liu'mo
清秋忽高兴,qing'qiu'hu'gao'xing
清泉石上流,qing'quan'shi'shang'liu
青阙朝初退,qing'que'chao'chu'tui
青雀翅羽短,qing'que'chi'yu'duan
晴日暖珠箔,qing'ri'nuan'zhu'bo
轻纱笼翠烟,qing'sha'long'cui'yan
晴山傍舟楫,qing'shan'bang'zhou'ji
青山背日寒,qing'shan'bei'ri'han
青山朝别暮还见,qing'shan'chao'bie'mu'hai'jian
青山隔远路,qing'shan'ge'yuan'lu
青山横苍林,qing'shan'heng'cang'lin
青山尽是朱旗绕,qing'shan'jin'shi'zhu'qi'rao
青山卷白云,qing'shan'juan'bai'yun
青山满蜀道,qing'shan'man'shu'dao
晴山入海沂,qing'shan'ru'hai'yi
青山天一隅,qing'shan'tian'yi'yu
青山万井外,qing'shan'wan'jing'wai
青山行不尽,qing'shan'xing'bu'jin
青山一望计还成,qing'shan'yi'wang'ji'hai'cheng
倾石丛倚,qing'shi'cong'yi
青史古人空,qing'shi'gu'ren'kong
清水菱叶鲜,qing'shui'ling'ye'xian
青丝白马冶游园,qing'si'bai'ma'ye'you'yuan
清思满书堂,qing'si'man'shu'tang
青松白屋更无他,qing'song'bai'wu'geng'wu'ta
清松信饶风,qing'song'xin'rao'feng
青松学大夫,qing'song'xue'dai'fu
青松养身世,qing'song'yang'shen'shi
轻随箔外风,qing'sui'bo'wai'feng
青苔日厚自无尘,qing'tai'ri'hou'zi'wu'chen
青苔石上净,qing'tai'shi'shang'jing
清谈娱宾,qing'tan'yu'bin
青桐双拂日,qing'tong'shuang'fu'ri
轻纨叠绮烂生光,qing'wan'die'qi'lan'sheng'guang
轻纨觉衣重,qing'wan'jue'yi'zhong
青为洞庭山,qing'wei'dong'ting'shan
清渭风交横,qing'wei'feng'jiao'heng
青乌陇隧开,qing'wu'long'sui'kai
青溪几曲到云林,qing'xi'ji'qu'dao'yun'lin
青溪口边一老翁,qing'xi'kou'bian'yi'lao'weng
清溪闻远流,qing'xi'wen'yuan'liu
清溪一道穿桃李,qing'xi'yi'dao'chuan'tao'li
青霞杪兮紫云垂,qing'xia'miao'xi'zi'yun'chui
清香寒更发,qing'xiang'han'geng'fa
轻香误采人,qing'xiang'wu'cai'ren
庆向尧樽祝,qing'xiang'yao'zun'zhu
清晓石楠花乱流,qing'xiao'shi'nan'hua'luan'liu
轻绡文彩不可识,qing'xiao'wen'cai'bu'ke'shi
清宵召楚妃,qing'xiao'zhao'chu'fei
轻枻理还舼,qing'xie'li'hai'hong
请谢朱轮客,qing'xie'zhu'lun'ke
清心多善友,qing'xin'duo'shan'you
清心尚不如,qing'xin'shang'bu'ru
清选自中台,qing'xuan'zi'zhong'tai
青崖阴兮月涧曲,qing'ya'yin'xi'yue'jian'qu
清严归仲举,qing'yan'gui'zhong'ju
清言见古今,qing'yan'jian'gu'jin
情言间薖轴,qing'yan'jian'ke'zhou
青眼慕青莲,qing'yan'mu'qing'lian
清言益润身,qing'yan'yi'run'shen
清言只到卫家儿,qing'yan'zhi'dao'wei'jia'er
晴烟竹里会稽峰,qing'yan'zhu'li'kuai'ji'feng
青阳布王道,qing'yang'bu'wang'dao
晴杨扫石矶,qing'yang'sao'shi'ji
轻徭赖使臣,qing'yao'lai'shi'chen
清夜多新欢,qing'ye'duo'xin'huan
清夜何悠悠,qing'ye'he'you'you
青叶交垂连幔色,qing'ye'jiao'chui'lian'man'se
清夜开华轩,qing'ye'kai'hua'xuan
清夜闻遥泉,qing'ye'wen'yao'quan
清夜有馀姿,qing'ye'you'yu'zi
清漪碧浪远浮天,qing'yi'bi'lang'yuan'fu'tian
轻鹢大江清,qing'yi'da'jiang'qing
轻衣行向重,qing'yi'xing'xiang'zhong
情因恩旧好,qing'yin'en'jiu'hao
轻阴阁小雨,qing'yin'ge'xiao'yu
清吟可愈疾,qing'yin'ke'yu'ji
清阴罗广庭,qing'yin'luo'guang'ting
清阴润井华,qing'yin'run'jing'hua
青荧天色同,qing'ying'tian'se'tong
请语东风催后骑,qing'yu'dong'feng'cui'hou'qi
清乐动千门,qing'yue'dong'qian'men
清月皓方闲,qing'yue'hao'fang'xian
清月在南端,qing'yue'zai'nan'duan
庆云从东来,qing'yun'cong'dong'lai
青云方羽翼,qing'yun'fang'yu'yi
晴云卷建章,qing'yun'juan'jian'zhang
晴云日照白鳞鳞,qing'yun'ri'zhao'bai'lin'lin
庆云宿飞栋,qing'yun'su'fei'dong
清韵遥转舟楫事,qing'yun'yao'zhuan'zhou'ji'shi
清斋玉堂闭,qing'zhai'yu'tang'bi
青嶂成四邻,qing'zhang'cheng'si'lin
清真知有所,qing'zhen'zhi'you'suo
清筝向明月,qing'zheng'xiang'ming'yue
情知海上三年别,qing'zhi'hai'shang'san'nian'bie
轻舟爱水乡,qing'zhou'ai'shui'xiang
轻舟眇未央,qing'zhou'miao'wei'yang
轻舟那可回,qing'zhou'na'ke'hui
轻舟南垞去,qing'zhou'nan'cha'qu
轻舟去何疾,qing'zhou'qu'he'ji
清昼犹未暄,qing'zhou'you'wei'xuan
清昼犹自眠,qing'zhou'you'zi'mian
轻舟转石圻,qing'zhou'zhuan'shi'qi
请奏鸣琴广陵客,qing'zou'ming'qin'guang'ling'ke
穷边徇微禄,qiong'bian'xun'wei'lu
穷达由一言,qiong'da'you'yi'yan
琼殿含光映早轮,qiong'dian'han'guang'ying'zao'lun
琼峰当户拆,qiong'feng'dang'hu'chai
穷谷晞阳犹未春,qiong'gu'xi'yang'you'wei'chun
穷海但生云,qiong'hai'dan'sheng'yun
穷花常闭户,qiong'hua'chang'bi'hu
穷徼出幽陵,qiong'jiao'chu'you'ling
穷郊万里平,qiong'jiao'wan'li'ping
穷老一颓舍,qiong'lao'yi'tui'she
琼楼拂曙通,qiong'lou'fu'shu'tong
琼楼上半空,qiong'lou'shang'ban'kong
琼楼试羽衣,qiong'lou'shi'yu'yi
穷秋旷野行人绝,qiong'qiu'kuang'ye'xing'ren'jue
穷人业已宁,qiong'ren'ye'yi'ning
穷三休兮旷一观,qiong'san'xiu'xi'kuang'yi'guan
蛩声入罗幕,qiong'sheng'ru'luo'mu
穷石卷摇旗,qiong'shi'juan'yao'qi
琼树方杳霭,qiong'shu'fang'yao'ai
穷巷苍苔绝知己,qiong'xiang'cang'tai'jue'zhi'ji
穷巷故人稀,qiong'xiang'gu'ren'xi
穷巷空林常闭关,qiong'xiang'kong'lin'chang'bi'guan
穷巷牛羊归,qiong'xiang'niu'yang'gui
穷巷人稀鸟雀喧,qiong'xiang'ren'xi'niao'que'xuan
穷巷正传呼,qiong'xiang'zheng'chuan'hu
琼羞忽降天,qiong'xiu'hu'jiang'tian
琼筵承湛露,qiong'yan'cheng'zhan'lu
琼筵大乐张,qiong'yan'da'le'zhang
琼筵会九宾,qiong'yan'hui'jiu'bin
琼筵就水开,qiong'yan'jiu'shui'kai
琼筵五老巡,qiong'yan'wu'lao'xun
琼瑶不遐弃,qiong'yao'bu'xia'qi
琼章九霄发,qiong'zhang'jiu'xiao'fa
糗糒常共饭,qiu'bei'chang'gong'fan
秋草不堪论,qiu'cao'bu'kan'lun
秋草马蹄轻,qiu'cao'ma'ti'qing
秋草射堂闲,qiu'cao'she'tang'xian
秋城闻捣衣,qiu'cheng'wen'dao'yi
秋城邺宫故,qiu'cheng'ye'gong'gu
秋船倚渡头,qiu'chuan'yi'du'tou
丘甸盈仁心,qiu'dian'ying'ren'xin
秋风吹却花,qiu'feng'chui'que'hua
秋风词更远,qiu'feng'ci'geng'yuan
秋风多客思,qiu'feng'duo'ke'si
秋风鹤唳石头城,qiu'feng'he'li'shi'tou'cheng
秋风淮水落,qiu'feng'huai'shui'luo
秋风将客思,qiu'feng'jiang'ke'si
秋风落叶闭重门,qiu'feng'luo'ye'bi'zhong'men
秋风入洞房,qiu'feng'ru'dong'fang
秋风圣主曲,qiu'feng'sheng'zhu'qu
秋风兮吹衣,qiu'feng'xi'chui'yi
秋风夜渡河,qiu'feng'ye'du'he
秋风一送别,qiu'feng'yi'song'bie
秋风陨群木,qiu'feng'yun'qun'mu
秋风正萧索,qiu'feng'zheng'xiao'suo
秋风自萧索,qiu'feng'zi'xiao'suo
秋光清邑里,qiu'guang'qing'yi'li
秋光正沉沉,qiu'guang'zheng'chen'chen
秋桂白花发,qiu'gui'bai'hua'fa
秋归覆釜春不还,qiu'gui'fu'fu'chun'bu'huan
秋荷尚幽郁,qiu'he'shang'you'yu
秋花水上残,qiu'hua'shui'shang'can
秋槐叶落空宫里,qiu'huai'ye'luo'kong'gong'li
丘家如讨逆,qiu'jia'ru'tao'ni
秋江浪头白,qiu'jiang'lang'tou'bai
秋近万物肃,qiu'jin'wan'wu'su
秋景倍萧骚,qiu'jing'bei'xiao'sao
丘井叹吾身,qiu'jing'tan'wu'shen
秋空多清响,qiu'kong'duo'qing'xiang
秋空自明迥,qiu'kong'zi'ming'jiong
秋来不堪著,qiu'lai'bu'kan'zhu
秋来发故枝,qiu'lai'fa'gu'zhi
秋来林下不知春,qiu'lai'lin'xia'bu'zhi'chun
秋来山雨多,qiu'lai'shan'yu'duo
秋霖晦平陆,qiu'lin'hui'ping'lu
虬龙水间吟,qiu'long'shui'jian'yin
裘冕而祀,qiu'mian'er'si
秋气肃天地,qiu'qi'su'tian'di
秋千竞出垂杨里,qiu'qian'jing'chu'chui'yang'li
求仁笑孔丘,qiu'ren'xiao'kong'qiu
秋日光能淡,qiu'ri'guang'neng'dan
秋日平原好射雕,qiu'ri'ping'yuan'hao'she'diao
秋日尚同舟,qiu'ri'shang'tong'zhou
秋色浮浑沌,qiu'se'fu'hun'dun
秋色湖上山,qiu'se'hu'shang'shan
秋色净居天,qiu'se'jing'ju'tian
秋色引胡笳,qiu'se'yin'hu'jia
秋色有佳兴,qiu'se'you'jia'xing
秋山敛馀照,qiu'shan'lian'yu'zhao
秋山下映宫,qiu'shan'xia'ying'gong
秋山响砧杵,qiu'shan'xiang'zhen'chu
秋山一何净,qiu'shan'yi'he'jing
秋声乱草虫,qiu'sheng'luan'cao'chong
秋声万户竹,qiu'sheng'wan'hu'zhu
秋水明川路,qiu'shui'ming'chuan'lu
秋水日潺湲,qiu'shui'ri'chan'yuan
秋思日纷纷,qiu'si'ri'fen'fen
秋涛联沧溟,qiu'tao'lian'cang'ming
秋天碧云夜,qiu'tian'bi'yun'ye
秋天万里净,qiu'tian'wan'li'jing
秋天闻好鸟,qiu'tian'wen'hao'niao
秋亭冷石床,qiu'ting'leng'shi'chuang
秋宪府中高唱入,qiu'xian'fu'zhong'gao'chang'ru
虬须虎眉仍大颡,qiu'xu'hu'mei'reng'da'sang
秋晏景气迥,qiu'yan'jing'qi'jiong
秋叶风吹黄飒飒,qiu'ye'feng'chui'huang'sa'sa
秋夜守罗帷,qiu'ye'shou'luo'wei
秋野田畴盛,qiu'ye'tian'chou'sheng
秋夜郁金堂,qiu'ye'yu'jin'tang
蚯蚓土中出,qiu'yin'tu'zhong'chu
秋雨带虫声,qiu'yu'dai'chong'sheng
秋豫凝仙览,qiu'yu'ning'xian'lan
秋雨闻疏钟,qiu'yu'wen'shu'zhong
秋苑故池田,qiu'yuan'gu'chi'tian
秋原人外闲,qiu'yuan'ren'wai'xian
秋月临高城,qiu'yue'lin'gao'cheng
秋云满太虚,qiu'yun'man'tai'xu
秋泽广城寒,qiu'ze'guang'cheng'han
秋砧响落木,qiu'zhen'xiang'luo'mu
秋至菊花酒,qiu'zhi'ju'hua'jiu
秋至黍苗黄,qiu'zhi'shu'miao'huang
秋至有严霜,qiu'zhi'you'yan'shuang
趋拜侣朝簪,qu'bai'lv'chao'zan
去采山花丛,qu'cai'shan'hua'cong
驱车层城路,qu'che'ceng'cheng'lu
驱车当六国,qu'che'dang'liu'guo
驱车郑城宿,qu'che'zheng'cheng'su
曲成虚忆青蛾敛,qu'cheng'xu'yi'qing'e'lian
驱传接云烟,qu'chuan'jie'yun'yan
驱传历莓苔,qu'chuan'li'mei'tai
曲断关山月,qu'duan'guan'shan'yue
取告将农时,qu'gao'jiang'nong'shi
驱鸡入白云,qu'ji'ru'bai'yun
曲几书留小史家,qu'ji'shu'liu'xiao'shi'jia
去家行卖畚,qu'jia'xing'mai'ben
趋空定狂走,qu'kong'ding'kuang'zou
趣空宁舍宾,qu'kong'ning'she'bin
去来悲如何,qu'lai'bei'ru'he
取乐须臾间,qu'le'xu'yu'jian
衢路纵横填白骨,qu'lu'zong'heng'tian'bai'gu
驱马怅不乐,qu'ma'chang'bu'le
驱马度鸿门,qu'ma'du'hong'men
驱马拂行尘,qu'ma'fu'xing'chen
驱马去悠悠,qu'ma'qu'you'you
驱马速前程,qu'ma'su'qian'cheng
曲陌车骑盛,qu'mo'che'qi'sheng
去年归旧山,qu'nian'gui'jiu'shan
去年燕巢主人屋,qu'nian'yan'chao'zhu'ren'wu
