阿法地区,a'fa'di'qu
设计车速,she'ji'che'su
设计单位,she'ji'dan'wei
设计方案,she'ji'fang'an
设计费,she'ji'fei
设计高程,she'ji'gao'cheng
设计规格书,she'ji'gui'ge'shu
设计荷载,she'ji'he'zai
设计荷载标准,she'ji'he'zai'biao'zhun
设计洪水频率,she'ji'hong'shui'pin'lv
设计基准期,she'ji'ji'zhun'qi
设计交底,she'ji'jiao'di
设计交通量,she'ji'jiao'tong'liang
设计年限,she'ji'nian'xian
设计强度,she'ji'qiang'du
设计水位,she'ji'shui'wei
设计速度,she'ji'su'du
设计通行能力,she'ji'tong'xing'neng'li
设计图,she'ji'tu
设计图纸,she'ji'tu'zhi
设计弯沉,she'ji'wan'chen
设计弯沉值,she'ji'wan'chen'zhi
设计小时耗热量,she'ji'xiao'shi'hao're'liang
设计小时交通量,she'ji'xiao'shi'jiao'tong'liang
设计院,she'ji'yuan
设计值,she'ji'zhi
设计状况,she'ji'zhuang'kuang
申报变更,shen'bao'bian'geng
申报材料,shen'bao'cai'liao
申表,shen'biao
审查批准,shen'cha'pi'zhun
审查说明,shen'cha'shuo'ming
伸长,shen'chang
伸长量,shen'chang'liang
伸长率,shen'chang'lv
审定,shen'ding
伸顶通气管,shen'ding'tong'qi'guan
渗沟,shen'gou
审核,shen'he
深基础,shen'ji'chu
渗井,shen'jing
深梁,shen'liang
渗漏,shen'lou
渗漏损失,shen'lou'sun'shi
渗渠,shen'qu
伸入,shen'ru
渗入,shen'ru
深受弯,shen'shou'wan
渗水,shen'shui
渗水井,shen'shui'jing
渗水系数,shen'shui'xi'shu
伸缩缝,shen'suo'feng
伸缩量,shen'suo'liang
伸缩装置,shen'suo'zhuang'zhi
渗透系数,shen'tou'xi'shu
渗透注浆,shen'tou'zhu'jiang
审图,shen'tu
深挖,shen'wa
声测管,sheng'ce'guan
生产安全,sheng'chan'an'quan
生产安全事故,sheng'chan'an'quan'shi'gu
生产场所,sheng'chan'chang'suo
生产废水,sheng'chan'fei'shui
生产干线,sheng'chan'gan'xian
生产活动,sheng'chan'huo'dong
生产检查,sheng'chan'jian'cha
生产经营场所,sheng'chan'jing'ying'chang'suo
生产经营单位,sheng'chan'jing'ying'dan'wei
生产配合比,sheng'chan'pei'he'bi
生产污水,sheng'chan'wu'shui
生产用水,sheng'chan'yong'shui
生产指挥人员,sheng'chan'zhi'hui'ren'yuan
生产支线,sheng'chan'zhi'xian
省道,sheng'dao
省干线公路,sheng'gan'xian'gong'lu
省高指,sheng'gao'zhi
生化需氧量,sheng'hua'xu'yang'liang
生活废水,sheng'huo'fei'shui
生活设施,sheng'huo'she'shi
生活污水,sheng'huo'wu'shui
生活用水,sheng'huo'yong'shui
省交,sheng'jiao
省交公司,sheng'jiao'gong'si
省交总公司,sheng'jiao'zong'gong'si
省路桥,sheng'lu'qiao
生命安全,sheng'ming'an'quan
生命财产,sheng'ming'cai'chan
声屏障,sheng'ping'zhang
生态保护,sheng'tai'bao'hu
省厅高管局,sheng'ting'gao'guan'ju
升温速度,sheng'wen'su'du
生物处理,sheng'wu'chu'li
生物接触氧化,sheng'wu'jie'chu'yang'hua
生物滤池,sheng'wu'lv'chi
生物膜法,sheng'wu'mo'fa
生物灾害,sheng'wu'zai'hai
生物粘泥,sheng'wu'zhan'ni
生物粘泥量,sheng'wu'zhan'ni'liang
生物转盘,sheng'wu'zhuan'pan
省项目办,sheng'xiang'mu'ban
剩余工作量,sheng'yu'gong'zuo'liang
试拌,shi'ban
石材,shi'cai
时参,shi'can
实测,shi'ce
视差,shi'cha
时窗长度,shi'chuang'chang'du
湿法,shi'fa
湿法喷播,shi'fa'pen'bo
石方,shi'fang
石方爆破,shi'fang'bao'po
石方开挖,shi'fang'kai'wa
石方路基,shi'fang'lu'ji
石方实测,shi'fang'shi'ce
石粉,shi'fen
实腹拱桥,shi'fu'gong'qiao
实腹式,shi'fu'shi
实腹式拱桥,shi'fu'shi'gong'qiao
石膏粉,shi'gao'fen
市高指,shi'gao'zhi
石拱,shi'gong
施工安全,shi'gong'an'quan
施工安全管理,shi'gong'an'quan'guan'li
施工安全技术规程,shi'gong'an'quan'ji'shu'gui'cheng
施工便道,shi'gong'bian'dao
施工标段,shi'gong'biao'duan
施工测量,shi'gong'ce'liang
施工单位,shi'gong'dan'wei
施工定额,shi'gong'ding'e
施工队,shi'gong'dui
施工方案,shi'gong'fang'an
施工方法,shi'gong'fang'fa
施工放样,shi'gong'fang'yang
施工缝,shi'gong'feng
施工辅助,shi'gong'fu'zhu
施工工法,shi'gong'gong'fa
施工工序,shi'gong'gong'xu
施工工艺,shi'gong'gong'yi
施工工艺图,shi'gong'gong'yi'tu
施工挂篮,shi'gong'gua'lan
施工管理,shi'gong'guan'li
施工管理经验,shi'gong'guan'li'jing'yan
石拱涵,shi'gong'han
施工荷载,shi'gong'he'zai
施工机具,shi'gong'ji'ju
施工记录,shi'gong'ji'lu
施工技术规范,shi'gong'ji'shu'gui'fan
施工技术人员,shi'gong'ji'shu'ren'yuan
施工技术装备费,shi'gong'ji'shu'zhuang'bei'fei
施工机械,shi'gong'ji'xie
施工检测,shi'gong'jian'ce
施工监测,shi'gong'jian'ce
施工监控,shi'gong'jian'kong
施工监控单位,shi'gong'jian'kong'dan'wei
施工进度,shi'gong'jin'du
施工配比,shi'gong'pei'bi
施工配比验证,shi'gong'pei'bi'yan'zheng
施工配合比,shi'gong'pei'he'bi
施工配合比验证,shi'gong'pei'he'bi'yan'zheng
施工平面,shi'gong'ping'mian
施工任务,shi'gong'ren'wu
施工人员,shi'gong'ren'yuan
施工日记,shi'gong'ri'ji
施工日期,shi'gong'ri'qi
施工日志,shi'gong'ri'zhi
施工设备,shi'gong'she'bei
施工实施,shi'gong'shi'shi
施工水平,shi'gong'shui'ping
施工索赔,shi'gong'suo'pei
施工条件,shi'gong'tiao'jian
施工图,shi'gong'tu
施工图设计,shi'gong'tu'she'ji
施工图设计文件,shi'gong'tu'she'ji'wen'jian
施工图设计文件审查,shi'gong'tu'she'ji'wen'jian'shen'cha
施工图审查,shi'gong'tu'shen'cha
施工图审查单位,shi'gong'tu'shen'cha'dan'wei
施工图预算,shi'gong'tu'yu'suan
施工围堰,shi'gong'wei'yan
施工现场,shi'gong'xian'chang
施工详图,shi'gong'xiang'tu
施工用地,shi'gong'yong'di
施工周期,shi'gong'zhou'qi
施工准备,shi'gong'zhun'bei
施工准备过程,shi'gong'zhun'bei'guo'cheng
施工准备阶段,shi'gong'zhun'bei'jie'duan
施工准备期,shi'gong'zhun'bei'qi
施工组织,shi'gong'zu'zhi
施工组织管理,shi'gong'zu'zhi'guan'li
施工组织管理概论,shi'gong'zu'zhi'guan'li'gai'lun
施工组织机构,shi'gong'zu'zhi'ji'gou
施工组织设计,shi'gong'zu'zhi'she'ji
施工作业,shi'gong'zuo'ye
事故调查,shi'gu'diao'cha
事故调查处理,shi'gu'diao'cha'chu'li
事故排出口,shi'gu'pai'chu'kou
事故赔偿,shi'gu'pei'chang
事故频发,shi'gu'pin'fa
事故上报,shi'gu'shang'bao
事故隐患,shi'gu'yin'huan
事故责任,shi'gu'ze'ren
事故责任追究,shi'gu'ze'ren'zhui'jiu
事后补救,shi'hou'bu'jiu
石灰,shi'hui
石灰粉,shi'hui'fen
石灰粉煤灰,shi'hui'fen'mei'hui
石灰粉煤灰稳定基层,shi'hui'fen'mei'hui'wen'ding'ji'ceng
石灰粉煤灰稳定土,shi'hui'fen'mei'hui'wen'ding'tu
石灰粉煤灰稳定土底基层,shi'hui'fen'mei'hui'wen'ding'tu'di'ji'ceng
石灰改善土,shi'hui'gai'shan'tu
石灰膏,shi'hui'gao
石灰剂量,shi'hui'ji'liang
石灰浆,shi'hui'jiang
石灰乳,shi'hui'ru
石灰石,shi'hui'shi
石灰土,shi'hui'tu
石灰土底基层,shi'hui'tu'di'ji'ceng
石灰土基层,shi'hui'tu'ji'ceng
石灰稳定土,shi'hui'wen'ding'tu
石灰稳定土基层,shi'hui'wen'ding'tu'ji'ceng
石灰消解,shi'hui'xiao'jie
石灰桩,shi'hui'zhuang
实际成本,shi'ji'cheng'ben
实际利率,shi'ji'li'lv
实际位移量,shi'ji'wei'yi'liang
试件,shi'jian
时间参数,shi'jian'can'shu
时间参数计算,shi'jian'can'shu'ji'suan
时间定额,shi'jian'ding'e
时间平均速度,shi'jian'ping'jun'su'du
时间优化,shi'jian'you'hua
时间资源,shi'jian'zi'yuan
时间资源优化,shi'jian'zi'yuan'you'hua
始节点,shi'jie'dian
湿接缝,shi'jie'feng
世界卫生组织,shi'jie'wei'sheng'zu'zhi
适筋梁,shi'jin'liang
视距,shi'ju
视距三角形,shi'ju'san'jiao'xing
湿空气回流,shi'kong'qi'hui'liu
矢跨比,shi'kua'bi
试块,shi'kuai
石料,shi'liao
石料级配,shi'liao'ji'pei
石料磨光值,shi'liao'mo'guang'zhi
石笼,shi'long
视密度,shi'mi'du
湿密度,shi'mi'du
石棉,shi'mian
石棉瓦,shi'mian'wa
试模,shi'mo
室内试验,shi'nei'shi'yan
湿喷桩,shi'pen'zhuang
示坡线,shi'po'xian
试铺,shi'pu
石砌,shi'qi
石砌护坡,shi'qi'hu'po
石砌体,shi'qi'ti
湿润,shi'run
实施的变更请求,shi'shi'de'bian'geng'qing'qiu
实施的纠正措施,shi'shi'de'jiu'zheng'cuo'shi
实施的预防补救,shi'shi'de'yu'fang'bu'jiu
实施的预防措施,shi'shi'de'yu'fang'cuo'shi
实施细则,shi'shi'xi'ze
实施性,shi'shi'xing
实施性施工组织设计,shi'shi'xing'shi'gong'zu'zhi'she'ji
失水,shi'shui
失水率,shi'shui'lv
湿弹簧,shi'tan'huang
室外直通,shi'wai'zhi'tong
失稳,shi'wen
视线,shi'xian
湿陷,shi'xian
视线高,shi'xian'gao
湿陷性,shi'xian'xing
湿陷性黄土,shi'xian'xing'huang'tu
视线诱导,shi'xian'you'dao
视线诱导设施,shi'xian'you'dao'she'shi
失效,shi'xiao
失效成本,shi'xiao'cheng'ben
石屑,shi'xie
实心板,shi'xin'ban
实心六角块,shi'xin'liu'jiao'kuai
时序图,shi'xu'tu
试验,shi'yan
试验报告,shi'yan'bao'gao
试验报告单,shi'yan'bao'gao'dan
试验表格,shi'yan'biao'ge
试验段,shi'yan'duan
试验工程师,shi'yan'gong'cheng'shi
试验耗材,shi'yan'hao'cai
试验检测,shi'yan'jian'ce
试验检测中心,shi'yan'jian'ce'zhong'xin
试验监理,shi'yan'jian'li
试验结果,shi'yan'jie'guo
试验结果分析,shi'yan'jie'guo'fen'xi
试验孔,shi'yan'kong
试验论证,shi'yan'lun'zheng
试验室,shi'yan'shi
试验室建设,shi'yan'shi'jian'she
试验室主任,shi'yan'shi'zhu'ren
试验室组建,shi'yan'shi'zu'jian
实验员,shi'yan'yuan
试验资料,shi'yan'zi'liao
试样,shi'yang
视野,shi'ye
事业环境因素,shi'ye'huan'jing'yin'su
石英,shi'ying
使用年限,shi'yong'nian'xian
石渣,shi'zha
市政,shi'zheng
市政道路,shi'zheng'dao'lu
市政工程,shi'zheng'gong'cheng
十字板,shi'zi'ban
十字孔,shi'zi'kong
十字路口,shi'zi'lu'kou
十字丝,shi'zi'si
十字形交叉,shi'zi'xing'jiao'cha
首层,shou'ceng
收发室,shou'fa'shi
收费大棚,shou'fei'da'peng
收费岛,shou'fei'dao
收费道口,shou'fei'dao'kou
收费设施,shou'fei'she'shi
收光,shou'guang
首件方案,shou'jian'fang'an
首件方案实施,shou'jian'fang'an'shi'shi
首件工程,shou'jian'gong'cheng
首件工程认可,shou'jian'gong'cheng'ren'ke
首件工程认可书,shou'jian'gong'cheng'ren'ke'shu
首件工程实施方案,shou'jian'gong'cheng'shi'shi'fang'an
首件认可,shou'jian'ren'ke
首件实施,shou'jian'shi'shi
首件实施方案,shou'jian'shi'shi'fang'an
手孔,shou'kong
受拉,shou'la
受拉区,shou'la'qu
受力,shou'li
受力杆件,shou'li'gan'jian
受力钢筋,shou'li'gang'jin
受力裂缝,shou'li'lie'feng
受力状态,shou'li'zhuang'tai
收面,shou'mian
寿命评估,shou'ming'ping'gu
寿命周期,shou'ming'zhou'qi
受扭,shou'niu
首批混凝土,shou'pi'hun'ning'tu
首曲线,shou'qu'xian
收缩,shou'suo
收缩量,shou'suo'liang
收缩裂缝,shou'suo'lie'feng
收缩徐变,shou'suo'xu'bian
收文,shou'wen
受压,shou'ya
受压区,shou'ya'qu
熟化时间,shu'hua'shi'jian
竖井,shu'jing
数据采集,shu'ju'cai'ji
数理统计,shu'li'tong'ji
书面申请,shu'mian'shen'qing
书面指令,shu'mian'zhi'ling
竖曲线,shu'qu'xian
疏散时间,shu'san'shi'jian
竖向,shu'xiang
竖向钢筋,shu'xiang'gang'jin
竖向筋,shu'xiang'jin
竖向设计,shu'xiang'she'ji
梳形,shu'xing
属性抽样,shu'xing'chou'yang
梳形钢板伸缩缝,shu'xing'gang'ban'shen'suo'feng
梳形钢板伸缩装置,shu'xing'gang'ban'shen'suo'zhuang'zhi
输油泵,shu'you'beng
树脂,shu'zhi
竖直度,shu'zhi'du
竖直度盘,shu'zhi'du'pan
竖直荷载,shu'zhi'he'zai
树脂降解,shu'zhi'jiang'jie
竖直角,shu'zhi'jiao
竖轴,shu'zhou
刷坡,shua'po
双代号,shuang'dai'hao
双代号网络图,shuang'dai'hao'wang'luo'tu
双钢轮,shuang'gang'lun
双钢轮压路机,shuang'gang'lun'ya'lu'ji
双黄线,shuang'huang'xian
双铰型上承式拱桥,shuang'jiao'xing'shang'cheng'shi'gong'qiao
双联泵,shuang'lian'beng
双面焊,shuang'mian'han
双面坡,shuang'mian'po
双面新泽西,shuang'mian'xin'ze'xi
双排,shuang'pai
双排链轮,shuang'pai'lian'lun
双排双向,shuang'pai'shuang'xiang
双排座,shuang'pai'zuo
双曲拱桥,shuang'qu'gong'qiao
双实线,shuang'shi'xian
双向,shuang'xiang
双向八车道,shuang'xiang'ba'che'dao
双向板,shuang'xiang'ban
双向地震,shuang'xiang'di'zhen
双向供水,shuang'xiang'gong'shui
双向活动,shuang'xiang'huo'dong
双向活动支座,shuang'xiang'huo'dong'zhi'zuo
双向六车道,shuang'xiang'liu'che'dao
双向双排,shuang'xiang'shuang'pai
双向四车道,shuang'xiang'si'che'dao
双向液压锁,shuang'xiang'ye'ya'suo
双向匝道,shuang'xiang'za'dao
双因素,shuang'yin'su
双因素理论,shuang'yin'su'li'lun
双肢箍,shuang'zhi'gu
双柱,shuang'zhu
水车,shui'che
水沉法,shui'chen'fa
水法,shui'fa
水房,shui'fang
水封,shui'feng
税后利润,shui'hou'li'run
水化,shui'hua
水化热,shui'hua're
水毁,shui'hui
水灰比,shui'hui'bi
水胶比,shui'jiao'bi
水结碎石路面,shui'jie'sui'shi'lu'mian
水力,shui'li
水利部门,shui'li'bu'men
水力计算,shui'li'ji'suan
水流转角,shui'liu'zhuan'jiao
水落斗,shui'luo'dou
水密,shui'mi
水密试验,shui'mi'shi'yan
水密性,shui'mi'xing
水密性试验,shui'mi'xing'shi'yan
水磨石,shui'mo'shi
水磨石机,shui'mo'shi'ji
水泥,shui'ni
水泥钉,shui'ni'ding
水泥负压筛析仪,shui'ni'fu'ya'shai'xi'yi
水泥改善土,shui'ni'gai'shan'tu
水泥混凝土拌和设备,shui'ni'hun'ning'tu'ban'huo'she'bei
水泥混凝土泵,shui'ni'hun'ning'tu'beng
水泥混凝土路面,shui'ni'hun'ning'tu'lu'mian
水泥混凝土摊铺机,shui'ni'hun'ning'tu'tan'pu'ji
水泥剂量,shui'ni'ji'liang
水泥浆,shui'ni'jiang
水泥胶砂搅拌机,shui'ni'jiao'sha'jiao'ban'ji
水泥净浆,shui'ni'jing'jiang
水泥净浆搅拌机,shui'ni'jing'jiang'jiao'ban'ji
水泥砂浆,shui'ni'sha'jiang
水泥室,shui'ni'shi
水泥试验室,shui'ni'shi'yan'shi
水泥土,shui'ni'tu
水泥土基层,shui'ni'tu'ji'ceng
水泥稳定粒料基层,shui'ni'wen'ding'li'liao'ji'ceng
水泥稳定碎石,shui'ni'wen'ding'sui'shi
水泥稳定碎石基层,shui'ni'wen'ding'sui'shi'ji'ceng
水泥稳定土,shui'ni'wen'ding'tu
水泥稳定土底基层,shui'ni'wen'ding'tu'di'ji'ceng
水泥稳定土基层,shui'ni'wen'ding'tu'ji'ceng
水泥养护箱,shui'ni'yang'hu'xiang
水平尺,shui'ping'chi
水平度盘,shui'ping'du'pan
水平荷载,shui'ping'he'zai
水平角,shui'ping'jiao
水平筋,shui'ping'jin
水平向固结系数,shui'ping'xiang'gu'jie'xi'shu
水平仪,shui'ping'yi
税前利润,shui'qian'li'run
水深测量,shui'shen'ce'liang
水头,shui'tou
水土保持,shui'tu'bao'chi
水土保持报告,shui'tu'bao'chi'bao'gao
水土压力,shui'tu'ya'li
水位,shui'wei
水文,shui'wen
水稳,shui'wen
水稳基层,shui'wen'ji'ceng
水文计算,shui'wen'ji'suan
水稳离析,shui'wen'li'xi
水稳施工,shui'wen'shi'gong
水稳碎石,shui'wen'sui'shi
水稳碎石底基层,shui'wen'sui'shi'di'ji'ceng
水稳碎石基层,shui'wen'sui'shi'ji'ceng
水稳性,shui'wen'xing
水洗法,shui'xi'fa
水下,shui'xia
水下灌注桩,shui'xia'guan'zhu'zhuang
水下焊接,shui'xia'han'jie
水下混凝土,shui'xia'hun'ning'tu
水下作业,shui'xia'zuo'ye
水线,shui'xian
水箱放水旋塞,shui'xiang'fang'shui'xuan'sai
水硬性,shui'ying'xing
水准本,shui'zhun'ben
水准簿,shui'zhun'bu
水准测量,shui'zhun'ce'liang
水准尺,shui'zhun'chi
水准点,shui'zhun'dian
水准点布设,shui'zhun'dian'bu'she
水准点复测,shui'zhun'dian'fu'ce
水准管,shui'zhun'guan
水准盒,shui'zhun'he
水准面,shui'zhun'mian
水准泡,shui'zhun'pao
水准器,shui'zhun'qi
水准气泡,shui'zhun'qi'pao
水准仪,shui'zhun'yi
顺坝,shun'ba
顺序作业,shun'xu'zuo'ye
顺序作业法,shun'xu'zuo'ye'fa
顺直,shun'zhi
四氟,si'fu
四氟板,si'fu'ban
四氟滑板,si'fu'hua'ban
四氟滑板支座,si'fu'hua'ban'zhi'zuo
四氟橡胶板,si'fu'xiang'jiao'ban
四级公路,si'ji'gong'lu
四角高差,si'jiao'gao'cha
四脚支柱,si'jiao'zhi'zhu
似棱体,si'leng'ti
似棱体公式,si'leng'ti'gong'shi
四通一平,si'tong'yi'ping
四西格玛,si'xi'ge'ma
思想包袱,si'xiang'bao'fu
四肢箍,si'zhi'gu
松动器,song'dong'qi
送料器,song'liao'qi
松木桩,song'mu'zhuang
松铺,song'pu
松铺厚度,song'pu'hou'du
松铺系数,song'pu'xi'shu
松散,song'san
松散压力,song'san'ya'li
送水槽,song'shui'cao
松土耙,song'tu'ba
松土机,song'tu'ji
松土器,song'tu'qi
素混凝土,su'hun'ning'tu
塑料排水板,su'liao'pai'shui'ban
素土,su'tu
塑限,su'xian
塑限路槽,su'xian'lu'cao
塑性,su'xing
塑性沉降裂缝,su'xing'chen'jiang'lie'feng
塑性铰,su'xing'jiao
塑性裂缝,su'xing'lie'feng
塑性收缩裂缝,su'xing'shou'suo'lie'feng
塑性指数,su'xing'zhi'shu
碎部,sui'bu
碎部测量,sui'bu'ce'liang
隧道工程,sui'dao'gong'cheng
隧道工程师,sui'dao'gong'cheng'shi
隧道掘进机,sui'dao'jue'jin'ji
隧道埋深,sui'dao'mai'shen
隧道支撑,sui'dao'zhi'cheng
隧洞,sui'dong
随机抽样,sui'ji'chou'yang
随即取样,sui'ji'qu'yang
随机误差,sui'ji'wu'cha
碎块状,sui'kuai'zhuang
砕落,sui'luo
碎落台,sui'luo'tai
碎石,sui'shi
碎石垫层,sui'shi'dian'ceng
碎石机,sui'shi'ji
碎石加热,sui'shi'jia're
碎石路面,sui'shi'lu'mian
碎石密度,sui'shi'mi'du
碎石撒布机,sui'shi'sa'bu'ji
碎石视密度,sui'shi'shi'mi'du
碎石土,sui'shi'tu
碎石桩,sui'shi'zhuang
损失清算,sun'shi'qing'suan
索鞍,suo'an
缩缝,suo'feng
索佳,suo'jia
索夹,suo'jia
缩颈,suo'jing
缩径,suo'jing
索具,suo'ju
缩孔,suo'kong
索力,suo'li
索面,suo'mian
索赔,suo'pei
索赔报告,suo'pei'bao'gao
索赔程序,suo'pei'cheng'xu
索赔工程师,suo'pei'gong'cheng'shi
索赔工期,suo'pei'gong'qi
索赔管理,suo'pei'guan'li
索赔事件,suo'pei'shi'jian
索赔时间,suo'pei'shi'jian
锁嵌,suo'qian
索塔,suo'ta
缩限,suo'xian
踏步,ta'bu
塔尺,ta'chi
塔吊,ta'diao
塌方,ta'fang
塔冠,ta'guan
踏勘,ta'kan
塌孔,ta'kong
塌落度,ta'luo'du
塔柱,ta'zhu
塔座,ta'zuo
台班,tai'ban
台背,tai'bei
台背回填,tai'bei'hui'tian
台地,tai'di
台口式路基,tai'kou'shi'lu'ji
台帽,tai'mao
太拖拉,tai'tuo'la
台帐,tai'zhang
台座,tai'zuo
滩地,tan'di
碳化深度,tan'hua'shen'du
碳化值,tan'hua'zhi
碳化作用,tan'hua'zuo'yong
弹簧,tan'huang
弹簧垫片,tan'huang'dian'pian
弹簧现象,tan'huang'xian'xiang
弹簧销,tan'huang'xiao
弹簧原理,tan'huang'yuan'li
坍落度,tan'luo'du
摊铺厚度,tan'pu'hou'du
摊铺机,tan'pu'ji
摊铺机行进,tan'pu'ji'xing'jin
摊铺宽度,tan'pu'kuan'du
摊铺设备,tan'pu'she'bei
摊铺速度,tan'pu'su'du
碳素钢丝,tan'su'gang'si
弹塑性,tan'su'xing
弹线,tan'xian
碳纤维,tan'xian'wei
碳纤维布,tan'xian'wei'bu
摊销,tan'xiao
弹性板,tan'xing'ban
弹性地基梁,tan'xing'di'ji'liang
弹性后效,tan'xing'hou'xiao
弹性模量,tan'xing'mo'liang
弹性模量试验,tan'xing'mo'liang'shi'yan
套管,tao'guan
陶粒,tao'li
套丝,tao'si
套筒,tao'tong
套筒连接,tao'tong'lian'jie
套箱,tao'xiang
特大火灾,te'da'huo'zai
特大桥,te'da'qiao
特殊地区,te'shu'de'qu
特殊地质地段,te'shu'de'zhi'di'duan
特殊地质,te'shu'di'zhi
特殊路基,te'shu'lu'ji
特殊路基处理,te'shu'lu'ji'chu'li
特种车辆,te'zhong'che'liang
特种设备安全监察条例,te'zhong'she'bei'an'quan'jian'cha'tiao'li
特种作业,te'zhong'zuo'ye
提拔导管,ti'ba'dao'guan
提单号,ti'dan'hao
提高标准,ti'gao'biao'zhun
体积差,ti'ji'cha
提浆,ti'jiang
提交计划,ti'jiao'ji'hua
提交监理工程师,ti'jiao'jian'li'gong'cheng'shi
提交进度计划,ti'jiao'jin'du'ji'hua
提交申请,ti'jiao'shen'qing
提交书面申请,ti'jiao'shu'mian'shen'qing
提克雷,ti'ke'lei
提前开工,ti'qian'kai'gong
提前实施,ti'qian'shi'shi
提前完成,ti'qian'wan'cheng
提前完工,ti'qian'wan'gong
提升,ti'sheng
提升空间,ti'sheng'kong'jian
体系转换,ti'xi'zhuan'huan
体型,ti'xing
填充,tian'chong
填充墙,tian'chong'qiang
填充体积率,tian'chong'ti'ji'lv
天顶距,tian'ding'ju
填方,tian'fang
填方路基,tian'fang'lu'ji
天工,tian'gong
添加剂,tian'jia'ji
填料,tian'liao
天桥,tian'qiao
天然地基,tian'ran'di'ji
天然块料,tian'ran'kuai'liao
天然沥青,tian'ran'li'qing
天然排水系统,tian'ran'pai'shui'xi'tong
天然砂,tian'ran'sha
天然砂砾,tian'ran'sha'li
填砂,tian'sha
填石,tian'shi
填石方,tian'shi'fang
填石路堤,tian'shi'lu'di
填土,tian'tu
填挖,tian'wa
填挖高度,tian'wa'gao'du
填隙碎石,tian'xi'sui'shi
填筑,tian'zhu
填筑厚度,tian'zhu'hou'du
挑板,tiao'ban
跳车,tiao'che
调幅,tiao'fu
调幅系数,tiao'fu'xi'shu
条基,tiao'ji
调价,tiao'jia
条件图法,tiao'jian'tu'fa
挑梁,tiao'liang
调配,tiao'pei
调平,tiao'ping
调平层,tiao'ping'ceng
条石,tiao'shi
调线,tiao'xian
条形基础,tiao'xing'ji'chu
调整垫,tiao'zheng'dian
调治构造物,tiao'zhi'gou'zao'wu
铁锤,tie'chui
铁轨,tie'gui
铁路道口,tie'lu'dao'kou
铁路交通安全,tie'lu'jiao'tong'an'quan
铁路局,tie'lu'ju
铁路运营安全事故罪,tie'lu'yun'ying'an'quan'shi'gu'zui
铁抹子,tie'mo'zi
铁皮钉,tie'pi'ding
铁锹,tie'qiao
铁丝网,tie'si'wang
停车场,ting'che'chang
停车车道,ting'che'che'dao
停车带,ting'che'dai
停车区,ting'che'qu
停车视距,ting'che'shi'ju
停车收费,ting'che'shou'fei
停车位,ting'che'wei
停车线,ting'che'xian
停工指令,ting'gong'zhi'ling
停止线,ting'zhi'xian
停止作业,ting'zhi'zuo'ye
砼保护层厚度测定仪,tong'bao'hu'ceng'hou'du'ce'ding'yi
同步封层,tong'bu'feng'ceng
同步建设,tong'bu'jian'she
通长,tong'chang
通长筋,tong'chang'jin
通道,tong'dao
通风防尘,tong'feng'fang'chen
砼贯入阻力仪,tong'guan'ru'zu'li'yi
通过率,tong'guo'lv
通航水位,tong'hang'shui'wei
砼护栏,tong'hu'lan
砼回弹仪,tong'hui'tan'yi
统计报表,tong'ji'bao'biao
通启,tong'qi
通启高速公路,tong'qi'gao'su'gong'lu
通气管,tong'qi'guan
通气孔,tong'qi'kong
砼强制式搅拌机,tong'qiang'zhi'shi'jiao'ban'ji
通视,tong'shi
通视良好,tong'shi'liang'hao
同时设计,tong'shi'she'ji
同时使用,tong'shi'shi'yong
同时投产,tong'shi'tou'chan
筒体,tong'ti
同向曲线,tong'xiang'qu'xian
通信管道,tong'xin'guan'dao
通行能力,tong'xing'neng'li
同意立项,tong'yi'li'xiang
同意列项,tong'yi'lie'xiang
通用条件,tong'yong'tiao'jian
通用条款,tong'yong'tiao'kuan
投保单,tou'bao'dan
投标,tou'biao
投标单位,tou'biao'dan'wei
投标书,tou'biao'shu
投标文件,tou'biao'wen'jian
投标邀请书,tou'biao'yao'qing'shu
投标有效期,tou'biao'you'xiao'qi
透层,tou'ceng
透层油,tou'ceng'you
偷工减料,tou'gong'jian'liao
透视,tou'shi
透视图,tou'shi'tu
透水,tou'shui
透水度试验,tou'shui'du'shi'yan
透水事故,tou'shui'shi'gu
透水性,tou'shui'xing
投资控制,tou'zi'kong'zhi
土边坡,tu'bian'po
涂层沥青,tu'ceng'li'qing
土的干密度,tu'de'gan'mi'du
土的湿密度,tu'de'shi'mi'du
土钉,tu'ding
土钉墙,tu'ding'qiang
土方,tu'fang
土方量,tu'fang'liang
土方路基,tu'fang'lu'ji
土方填筑,tu'fang'tian'zhu
土方调配,tu'fang'tiao'pei
土方调配图,tu'fang'tiao'pei'tu
土方运输,tu'fang'yun'shu
土方运输车,tu'fang'yun'shu'che
凸缝,tu'feng
图根点,tu'gen'dian
土工,tu'gong
土工布,tu'gong'bu
土工格栅,tu'gong'ge'shan
土工格室,tu'gong'ge'shi
土工格室植草,tu'gong'ge'shi'zhi'cao
土工合成材料,tu'gong'he'cheng'cai'liao
土工膜,tu'gong'mo
土工膜袋,tu'gong'mo'dai
土工室,tu'gong'shi
土工试验,tu'gong'shi'yan
土工试验室,tu'gong'shi'yan'shi
土工织物,tu'gong'zhi'wu
图号,tu'hao
图集,tu'ji
土基,tu'ji
土基回弹模量,tu'ji'hui'tan'mo'liang
突击检查,tu'ji'jian'cha
土建工程,tu'jian'gong'cheng
图解,tu'jie
图解法,tu'jie'fa
土颗粒,tu'ke'li
