阿宝,a'bao
思乡里叔宝题诗,si'xiang'li'shu'bao'ti'shi
四星挟捉犀牛怪,si'xing'xie'zhuo'xi'niu'guai
四雄奉命探长江,si'xiong'feng'ming'tan'chang'jiang
司训,si'xun
思寻盟弟遣使三雄,si'xun'meng'di'qian'shi'san'xiong
四英雄马宅谈心,si'ying'xiong'ma'zhai'tan'xin
四英雄无故遭屈,si'ying'xiong'wu'gu'zao'qu
司札吏,si'zha'li
四众皆遭大厄难,si'zhong'jie'zao'da'e'nan
宋高宗金陵即帝位,song'gao'zong'jin'ling'ji'di'wei
宋公伐齐纳子昭,song'gong'fa'qi'na'zi'zhao
宋公明避暑疗军兵,song'gong'ming'bi'shu'liao'jun'bing
宋公明兵打蓟州城,song'gong'ming'bing'da'ji'zhou'cheng
宋公明兵渡黄河,song'gong'ming'bing'du'huang'he
宋公明大战独鹿山,song'gong'ming'da'zhan'du'lu'shan
宋公明大战毗陵郡,song'gong'ming'da'zhan'pi'ling'jun
宋公明大战乌龙岭,song'gong'ming'da'zhan'wu'long'ling
宋公明大战幽州,song'gong'ming'da'zhan'you'zhou
宋公明二打祝家庄,song'gong'ming'er'da'zhu'jia'zhuang
宋公明奉诏破大辽,song'gong'ming'feng'zhao'po'da'liao
宋公明慷慨话夙愿,song'gong'ming'kang'kai'hua'su'yuan
宋公明两赢童贯,song'gong'ming'liang'ying'tong'guan
宋公明梦授玄女法,song'gong'ming'meng'shou'xuan'nv'fa
宋公明闹元宵杂剧,song'gong'ming'nao'yuan'xiao'za'ju
宋公明排九宫八卦阵,song'gong'ming'pai'jiu'gong'ba'gua'zhen
宋公明破阵成功,song'gong'ming'po'zhen'cheng'gong
宋公明弃粮擒壮士,song'gong'ming'qi'liang'qin'zhuang'shi
宋公明全伙受招安,song'gong'ming'quan'huo'shou'zhao'an
宋公明三打祝家庄,song'gong'ming'san'da'zhu'jia'zhuang
宋公明神聚蓼儿洼,song'gong'ming'shen'ju'liao'er'wa
宋公明苏州大会垓,song'gong'ming'su'zhou'da'hui'gai
宋公明雪天擒索超,song'gong'ming'xue'tian'qin'suo'chao
宋公明夜打曾头市,song'gong'ming'ye'da'ceng'tou'shi
宋公明夜度益津关,song'gong'ming'ye'du'yi'jin'guan
宋公明一败高太尉,song'gong'ming'yi'bai'gao'tai'wei
宋公明一打祝家庄,song'gong'ming'yi'da'zhu'jia'zhuang
宋公明衣锦还乡,song'gong'ming'yi'jin'huan'xiang
宋公明义释晁天王,song'gong'ming'yi'shi'chao'tian'wang
宋公明义释双枪将,song'gong'ming'yi'shi'shuang'qiang'jiang
宋公明遇九天玄女,song'gong'ming'yu'jiu'tian'xuan'nv
宋公明智取清溪洞,song'gong'ming'zhi'qu'qing'xi'dong
宋公明忠感后土,song'gong'ming'zhong'gan'hou'tu
宋国纳赂诛长万,song'guo'na'lu'zhu'chang'wan
宋蕙莲含羞自缢,song'hui'lian'han'xiu'zi'yi
宋江兵打大名城,song'jiang'bing'da'da'ming'cheng
宋江兵分两路,song'jiang'bing'fen'liang'lu
宋江大破连环马,song'jiang'da'po'lian'huan'ma
宋江大胜纪山军,song'jiang'da'sheng'ji'shan'jun
宋江东京城献俘,song'jiang'dong'jing'cheng'xian'fu
宋江剿寇成功,song'jiang'jiao'kou'cheng'gong
宋江两败高太尉,song'jiang'liang'bai'gao'tai'wei
宋江闹西岳华山,song'jiang'nao'xi'yue'hua'shan
宋江怒杀阎婆惜,song'jiang'nu'sha'yan'po'xi
宋江三败高太尉,song'jiang'san'bai'gao'tai'wei
宋江赏马步三军,song'jiang'shang'ma'bu'san'jun
宋江夜看小鳌山,song'jiang'ye'kan'xiao'ao'shan
宋江智取宁海军,song'jiang'zhi'qu'ning'hai'jun
宋江智取润州城,song'jiang'zhi'qu'run'zhou'cheng
宋江智取无为军,song'jiang'zhi'qu'wu'wei'jun
宋君臣魏州看景,song'jun'chen'wei'zhou'kan'jing
宋康王被困牛头山,song'kang'wang'bei'kun'niu'tou'shan
送客将军双结义,song'ke'jiang'jun'shuang'jie'yi
送礼物唐璧贺寿,song'li'wu'tang'bi'he'shou
宋名臣辞官解印,song'ming'chen'ci'guan'jie'yin
诵七言琴声复奏字,song'qi'yan'qin'sheng'fu'zou'zi
送钦差汤怀自刎,song'qin'chai'tang'huai'zi'wen
送圣僧捉妖白水湖,song'sheng'seng'zhuo'yao'bai'shui'hu
送书信良言劝娘舅,song'shu'xin'liang'yan'quan'niang'jiu
宋四公大闹禁魂张,song'si'gong'da'nao'jin'hun'zhang
宋太宗班师还汴,song'tai'zong'ban'shi'hai'bian
宋太宗议征北番,song'tai'zong'yi'zheng'bei'fan
宋太祖遗嘱后事,song'tai'zu'yi'zhu'hou'shi
宋襄公假仁失众,song'xiang'gong'jia'ren'shi'zhong
宋小官团圆破毡笠,song'xiao'guan'tuan'yuan'po'zhan'li
送孝子西蜀寻亲,song'xiao'zi'xi'shu'xun'qin
送贞妇两鬼保平安,song'zhen'fu'liang'gui'bao'ping'an
宋真宗下诏班师,song'zhen'zong'xia'zhao'ban'shi
搜四子酒令新翻,sou'si'zi'jiu'ling'xin'fan
苏北山酒馆逢韩老,su'bei'shan'jiu'guan'feng'han'lao
苏北山派人找寒士,su'bei'shan'pai'ren'zhao'han'shi
苏妲己请妖赴宴,su'da'ji'qing'yao'fu'yan
苏蕙芳慧心瞒寡妇,su'hui'fang'hui'xin'man'gua'fu
溯旧迹质明往事,su'jiu'ji'zhi'ming'wang'shi
苏秦合从相六国,su'qin'he'zong'xiang'liu'guo
肃清万里,su'qing'wan'li
素秋,su'qiu
宿太尉颁恩降诏,su'tai'wei'ban'en'jiang'zhao
苏仙,su'xian
宿香亭张浩遇莺莺,su'xiang'ting'zhang'hao'yu'ying'ying
苏小娟一诗正果夺风情村妇捐躯,su'xiao'juan'yi'shi'zheng'guo'duo'feng'qing'cun'fu'juan'qu
苏小妹三难新郎,su'xiao'mei'san'nan'xin'lang
苏月娥贪淫自缢,su'yue'e'tan'yin'zi'yi
苏知县罗衫再合,su'zhi'xian'luo'shan'zai'he
算失一着甚是为难,suan'shi'yi'zhao'shen'shi'wei'nan
隋唐演义,sui'tang'yan'yi
隋萧后夜宴观灯,sui'xiao'hou'ye'yan'guan'deng
隋萧后遗梓归坟,sui'xiao'hou'yi'zi'gui'fen
隋炀帝两院观花,sui'yang'di'liang'yuan'guan'hua
隋炀帝逸游召谴,sui'yang'di'yi'you'zhao'qian
睢阳界触忌被斥,sui'yang'jie'chu'ji'bei'chi
随意戏耍智服柳青,sui'yi'xi'shua'zhi'fu'liu'qing
隋主起兵代陈,sui'zhu'qi'bing'dai'chen
孙安祖走说窦建德,sun'an'zu'zou'shuo'dou'jian'de
孙必振,sun'bi'zhen
孙膑佯狂脱祸,sun'bin'yang'kuang'tuo'huo
损兵将主仆被贼欺,sun'bing'jiang'zhu'pu'bei'zei'qi
孙伯符大战严白虎,sun'bo'fu'da'zhan'yan'bai'hu
孙大娘错斗王凤姑,sun'da'niang'cuo'dou'wang'feng'gu
孙大圣劝善施霖,sun'da'sheng'quan'shan'shi'lin
孙道全奉命救人,sun'dao'quan'feng'ming'jiu'ren
孙道全惊走妖和尚,sun'dao'quan'jing'zou'yao'he'shang
孙道全捉妖遇害,sun'dao'quan'zhuo'yao'yu'hai
孙二虎喊冤告雷陈,sun'er'hu'han'yuan'gao'lei'chen
孙寄安为财轻离别,sun'ji'an'wei'cai'qing'li'bie
孙坚跨江击刘表,sun'jian'kua'jiang'ji'liu'biao
孙峻席间施密计,sun'jun'xi'jian'shi'mi'ji
孙立孙新大劫牢,sun'li'sun'xin'da'jie'lao
孙林父因歌逐献公,sun'lin'fu'yin'ge'zhu'xian'gong
孙权降魏受九锡,sun'quan'jiang'wei'shou'jiu'xi
孙权决计破曹操,sun'quan'jue'ji'po'cao'cao
孙权遗书退老瞒,sun'quan'yi'shu'tui'lao'man
孙生,sun'sheng
孙泰来忍气邀知己,sun'tai'lai'ren'qi'yao'zhi'ji
孙悟空三岛求方,sun'wu'kong'san'dao'qiu'fang
孙武子临阵斩美姬,sun'wu'zi'lin'zhen'zhan'mei'ji
孙行者大闹黑风山,sun'xing'zhe'da'nao'hei'feng'shan
孙行者大闹五庄观,sun'xing'zhe'da'nao'wu'zhuang'guan
孙行者二调芭蕉扇,sun'xing'zhe'er'diao'ba'jiao'shan
孙行者三调芭蕉扇,sun'xing'zhe'san'tiao'ba'jiao'shan
孙行者施为三折肱,sun'xing'zhe'shi'wei'san'zhe'gong
孙行者一调芭蕉扇,sun'xing'zhe'yi'diao'ba'jiao'shan
孙行者智降妖怪,sun'xing'zhe'zhi'jiang'yao'guai
孙知府奉命审刺客,sun'zhi'fu'feng'ming'shen'ci'ke
孙仲谋大战张文远,sun'zhong'mou'da'zhan'zhang'wen'yuan
索贿赂洪先革职,suo'hui'lu'hong'xian'ge'zhi
索卖契淑女入囚牢,suo'mai'qi'shu'nv'ru'qiu'lao
索养赡师娘勒价,suo'yang'shan'shi'niang'le'jia
锁战船北军用武,suo'zhan'chuan'bei'jun'yong'wu
踏雪无痕访贼人,ta'xue'wu'hen'fang'zei'ren
泰伯祠名贤主祭,tai'bo'ci'ming'xian'zhu'ji
泰伯祠遗贤感旧,tai'bo'ci'yi'xian'gan'jiu
太行山伍天锡鏖兵,tai'hang'shan'wu'tian'xi'ao'bing
太极图殷洪绝命,tai'ji'tu'yin'hong'jue'ming
太平县弟兄失散,tai'ping'xian'di'xiong'shi'san
泰山楼复伤人命,tai'shan'lou'fu'shang'ren'ming
泰山庙于冰打女鬼,tai'shan'miao'yu'bing'da'nv'gui
太史慈酣斗小霸王,tai'shi'ci'han'dou'xiao'ba'wang
太师回兵陈十策,tai'shi'hui'bing'chen'shi'ce
太师口臭美妾身亡,tai'shi'kou'chou'mei'qie'shen'wang
太守衙二贼供实情,tai'shou'ya'er'zei'gong'shi'qing
太叔带怙宠入宫中,tai'shu'dai'hu'chong'ru'gong'zhong
太医,tai'yi
太医院冷饮伏阴私,tai'yi'yuan'leng'yin'fu'yin'si
太乙真人收石矶,tai'yi'zhen'ren'shou'shi'ji
太原狱,tai'yuan'yu
太宗驾幸五台山,tai'zong'jia'xing'wu'tai'shan
太宗下议征大辽,tai'zong'xia'yi'zheng'da'liao
谈本姓侍儿解人颐,tan'ben'xing'shi'er'jie'ren'yi
谈春秋胸罗锦绣,tan'chun'qiu'xiong'luo'jin'xiu
探底细酒肆巧相逢,tan'di'xi'jiu'si'qiao'xiang'feng
贪多杯屈胡子丧命,tan'duo'bei'qu'hu'zi'sang'ming
贪功入庙身遭险,tan'gong'ru'miao'shen'zao'xian
贪贺豹狭逢紫髯伯,tan'he'bao'xia'feng'zi'ran'bo
探君山元戎遭厄难,tan'jun'shan'yuan'rong'zao'e'nan
叹老景寡妇寻夫,tan'lao'jing'gua'fu'xun'fu
贪利工人生歹意,tan'li'gong'ren'sheng'dai'yi
探囹圄张总兵死义,tan'ling'yu'zhang'zong'bing'si'yi
探路径密记情形,tan'lu'jing'mi'ji'qing'xing
探娘舅济公归故里,tan'niang'jiu'ji'gong'gui'gu'li
贪赏银詹气先丧命,tan'shang'yin'zhan'qi'xian'sang'ming
谈寿夭道经聂耳,tan'shou'yao'dao'jing'nie'er
谈文论诗老翁择婿,tan'wen'lun'shi'lao'weng'ze'xu
谈心事冷语惊贼人,tan'xin'shi'leng'yu'jing'zei'ren
探形踪王府遣刺客,tan'xing'zong'wang'fu'qian'ci'ke
谈异相道出豕喙乡,tan'yi'xiang'dao'chu'shi'hui'xiang
谈异域酒坛作烟壶,tan'yi'yu'jiu'tan'zuo'yan'hu
谈字母妙语指迷团,tan'zi'mu'miao'yu'zhi'mi'tuan
汤府丞中计被俘,tang'fu'cheng'zhong'ji'bei'fu
唐高祖敕赐鞭锏,tang'gao'zu'chi'ci'bian'jian
汤公,tang'gong
棠公尚捐躯奔父难,tang'gong'shang'juan'qu'ben'fu'nan
唐解元一笑姻缘,tang'jie'yuan'yi'xiao'yin'yuan
汤来保欺主背恩,tang'lai'bao'qi'zhu'bei'en
螳螂捕蛇,tang'lang'bu'she
汤隆赚徐宁上山,tang'long'zhuan'xu'ning'shang'shan
唐明皇梦中见鬼,tang'ming'huang'meng'zhong'jian'gui
唐秦王亲唁服军心,tang'qin'wang'qin'yan'fu'jun'xin
唐三藏路阻火焰山,tang'san'zang'lu'zu'huo'yan'shan
唐三藏西游释厄传,tang'san'zang'xi'you'shi'e'chuan
唐僧四游记,tang'seng'si'you'ji
唐太宗地府还魂,tang'tai'zong'di'fu'huan'hun
唐探花酒楼闻善政,tang'tan'hua'jiu'lou'wen'shan'zheng
唐芸洲,tang'yun'zhou
唐长老不贪富贵,tang'zhang'lao'bu'tan'fu'gui
唐子畏绘十美图容,tang'zi'wei'hui'shi'mei'tu'rong
汤总镇成功归故乡,tang'zong'zhen'cheng'gong'gui'gu'xiang
陶恭祖三让徐州,tao'gong'zu'san'rang'xu'zhou
讨汉贼五臣死节,tao'han'zei'wu'chen'si'jie
桃花馆主,tao'hua'guan'zhu
桃花扇题曲定芳情,tao'hua'shan'ti'qu'ding'fang'qing
逃难遇难亲姐弟,tao'nan'yu'nan'qin'jie'di
讨魏国武侯再上表,tao'wei'guo'wu'hou'zai'shang'biao
桃仙客龙山烧恶怪,tao'xian'ke'long'shan'shao'e'guai
逃灾难澹然遇旧,tao'zai'nan'dan'ran'yu'jiu
提艾虎焦赤践前言,ti'ai'hu'jiao'chi'jian'qian'yan
提木剑云中斩妖奴,ti'mu'jian'yun'zhong'zhan'yao'nu
提首级寻找杨明,ti'shou'ji'xun'zhao'yang'ming
提刑官引奏朝仪,ti'xing'guan'yin'zou'chao'yi
题姻好巧妇鼓簧唇,ti'yin'hao'qiao'fu'gu'huang'chun
替主鸣冤拦舆告状,ti'zhu'ming'yuan'lan'yu'gao'zhuang
天策府众将敲门,tian'ce'fu'zhong'jiang'qiao'men
天长县同访豪杰,tian'chang'xian'tong'fang'hao'jie
田春航傲骨痴情,tian'chun'hang'ao'gu'chi'qing
天地开辟,tian'di'kai'pi
天宫,tian'gong
田光刎颈荐荆轲,tian'guang'wen'jing'jian'jing'ke
田七郎,tian'qi'lang
天遣赤须龙下界,tian'qian'chi'xu'long'xia'jie
田舍翁时时经理,tian'she'weng'shi'shi'jing'li
田氏女细谈妙剂,tian'shi'nv'xi'tan'miao'ji
添四客述往思来,tian'si'ke'shu'wang'si'lai
天锡救兄南阳城,tian'xi'jiu'xiong'nan'yang'cheng
天兴店施法见贼人,tian'xing'dian'shi'fa'jian'zei'ren
天竺国朝王遇偶,tian'zhu'guo'chao'wang'yu'ou
田子成,tian'zi'cheng
挑华车勇士遭殃,tiao'hua'che'yong'shi'zao'yang
调假情花娘生闲气,tiao'jia'qing'hua'niang'sheng'xian'qi
跳墙头男女欣欢会,tiao'qiang'tou'nan'nv'xin'huan'hui
跳神,tiao'shen
挑世雄罗成立功,tiao'shi'xiong'luo'cheng'li'gong
挑死大王子韩彦直冲营,tiao'si'da'wang'zi'han'yan'zhi'chong'ying
铁布衫法,tie'bu'shan'fa
铁佛寺济禅师救人,tie'fo'si'ji'chan'shi'jiu'ren
铁拐大怒洞宾,tie'guai'da'nu'dong'bin
铁拐独步遇师,tie'guai'du'bu'yu'shi
铁拐屡试长房,tie'guai'lv'shi'zhang'fang
铁拐托魂饿莩,tie'guai'tuo'hun'e'piao
铁拐修真求道,tie'guai'xiu'zhen'qiu'dao
铁稜关挑灯大战,tie'ling'guan'tiao'deng'da'zhan
铁天王感义找牛盖,tie'tian'wang'gan'yi'zhao'niu'gai
铁头陀行刺遇英豪,tie'tou'tuo'xing'ci'yu'ying'hao
贴赈单贿赂贪知府,tie'zhen'dan'hui'lu'tan'zhi'fu
听奸言苏福生祸心,ting'jian'yan'su'fu'sheng'huo'xin
听良言从贼甘投地,ting'liang'yan'cong'zei'gan'tou'di
厅前盗尸恶仆忘恩,ting'qian'dao'shi'e'pu'wang'en
廷亲脉孝女藏儿乔势天师禳旱魃,ting'qin'mai'xiao'nv'cang'er'qiao'shi'tian'shi'rang'han'ba
听危言断绝红尘念,ting'wei'yan'duan'jue'hong'chen'nian
听闲言一怒打和尚,ting'xian'yan'yi'nu'da'he'shang
听凶信二鬼闹法场,ting'xiong'xin'er'gui'nao'fa'chang
听喧淫气杀温如玉,ting'xuan'yin'qi'sha'wen'ru'yu
听谣言三家人起衅,ting'yao'yan'san'jia'ren'qi'xin
听雨铃乐工度曲,ting'yu'ling'le'gong'du'qu
同窗友认假作真,tong'chuang'you'ren'jia'zuo'zhen
佟客,tong'ke
同类相仇恨如切齿,tong'lei'xiang'chou'hen'ru'qie'chi
瞳人语,tong'ren'yu
通天窟南侠逢郭老,tong'tian'ku'nan'xia'feng'guo'lao
通姓名自显豪杰,tong'xing'ming'zi'xian'hao'jie
通易西游正旨,tong'yi'xi'you'zheng'zhi
通智慧白猿窃书,tong'zhi'hui'bai'yuan'qie'shu
偷复偷戏园失银两,tou'fu'tou'xi'yuan'shi'yin'liang
投古井烈女殉身,tou'gu'jing'lie'nv'xun'shen
偷骨殖何九送丧,tou'gu'shi'he'jiu'song'sang
头滚,tou'gun
投机密义仆奔驰,tou'ji'mi'yi'pu'ben'chi
投密约射矢遗书,tou'mi'yue'she'shi'yi'shu
投书信多亏宁婆娘,tou'shu'xin'duo'kui'ning'po'niang
投书字如玉趋州署,tou'shu'zi'ru'yu'qu'zhou'shu
偷桃,tou'tao
透消息遭困螺蛳轩,tou'xiao'xi'zao'kun'luo'si'xuan
投运河沈囊得外财,tou'yun'he'shen'nang'de'wai'cai
图霸业伏威求贤,tu'ba'ye'fu'wei'qiu'xian
图财害命旅店营生,tu'cai'hai'ming'lv'dian'ying'sheng
土地夫人,tu'di'fu'ren
土地争位动阴兵,tu'di'zheng'wei'dong'yin'bing
土化兔,tu'hua'tu
土偶,tu'ou
吐实情马氏拉卞虎,tu'shi'qing'ma'shi'la'bian'hu
土行孙盗骑陷身,tu'xing'sun'dao'qi'xian'shen
土行孙夫妻阵亡,tu'xing'sun'fu'qi'zhen'wang
土行孙归伏西岐,tu'xing'sun'gui'fu'xi'qi
土行孙立功显耀,tu'xing'sun'li'gong'xian'yao
吐真情结义连城璧,tu'zhen'qing'jie'yi'lian'cheng'bi
吐真意妓女教节财,tu'zhen'yi'ji'nv'jiao'jie'cai
途中逃难逢山寇,tu'zhong'tao'nan'feng'shan'kou
退吴师楚昭王返国,tui'wu'shi'chu'zhao'wang'fan'guo
屯土山关公约三事,tun'tu'shan'guan'gong'yue'san'shi
托疾病游击设奇谋,tuo'ji'bing'you'ji'she'qi'mou
脱离秽污道心清,tuo'li'hui'wu'dao'xin'qing
脱难江流来国土,tuo'nan'jiang'liu'lai'guo'tu
脱身计邓连芳吃惊,tuo'shen'ji'deng'lian'fang'chi'jing
托塔天王梦中显圣,tuo'ta'tian'wang'meng'zhong'xian'sheng
托屯田姜维避祸,tuo'tun'tian'jiang'wei'bi'huo
托义弟英雄离故土,tuo'yi'di'ying'xiong'li'gu'tu
蛙曲,wa'qu
挖双睛邓车吸呼死,wa'shuang'jing'deng'che'xi'hu'si
娃娃谷柳青寻师母,wa'wa'gu'liu'qing'xun'shi'mu
外道迷真性,wai'dao'mi'zhen'xing
外道弄强欺正法,wai'dao'nong'qiang'qi'zheng'fa
外道施威欺正性,wai'dao'shi'wei'qi'zheng'xing
外国人,wai'guo'ren
晚逢寒士金客扬言,wan'feng'han'shi'jin'ke'yang'yan
完巨案暗救四门生,wan'ju'an'an'jiu'si'men'sheng
万人口张俊应誓,wan'ren'kou'zhang'jun'ying'shi
万善同归修碑楼,wan'shan'tong'gui'xiu'bei'lou
万寿山大仙留故友,wan'shou'shan'da'xian'liu'gu'you
晚霞,wan'xia
万秀娘仇报山亭儿,wan'xiu'niang'chou'bao'shan'ting'er
王安石三难苏学士,wang'an'shi'san'nan'su'xue'shi
王敖反间杀李牧,wang'ao'fan'jian'sha'li'mu
王伯当施计全交,wang'bo'dang'shi'ji'quan'jiao
王朝议一夜迷魂阵,wang'chao'yi'yi'ye'mi'hun'zhen
王成,wang'cheng
王大,wang'da
汪大尹火焚宝莲寺,wang'da'yin'huo'fen'bao'lian'si
王凤姑力斩非幻道,wang'feng'gu'li'zhan'fei'huan'dao
王府戒严防刺客,wang'fu'jie'yan'fang'ci'ke
王供奉听棋谒神女,wang'gong'feng'ting'qi'ye'shen'nv
王观察穷途逢世好,wang'guan'cha'qiong'tu'feng'shi'hao
王官仗势催用印,wang'guan'zhang'shi'cui'yong'yin
王桂庵子寄生附,wang'gui'an'zi'ji'sheng'fu
王桂保席上乱飞花,wang'gui'bao'xi'shang'luan'fei'hua
王贵林内劫孤客,wang'gui'lin'nei'jie'gu'ke
王横断桥霸渡口,wang'heng'duan'qiao'ba'du'kou
王货郎,wang'huo'lang
王娇鸾百年长恨,wang'jiao'luan'bai'nian'chang'hen
王教头私走延安府,wang'jiao'tou'si'zou'yan'an'fu
汪可受,wang'ke'shou
王兰,wang'lan
王六儿棒槌打捣鬼,wang'liu'er'bang'chui'da'dao'gui
王六郎,wang'liu'lang
王妈妈谋利亡身,wang'ma'ma'mou'li'wang'shen
王婆帮闲遇雨,wang'po'bang'xian'yu'yu
王婆计啜西门庆,wang'po'ji'chuo'xi'men'qing
王婆贪贿说风情,wang'po'tan'hui'shuo'feng'qing
王婆子贪财忘祸,wang'po'zi'tan'cai'wang'huo
王钦定计图八王,wang'qin'ding'ji'tu'ba'wang
王庆渡江被捉,wang'qing'du'jiang'bei'zhuo
王庆因奸吃官司,wang'qing'yin'jian'chi'guan'si
王琼华诗牌作盟主,wang'qiong'hua'shi'pai'zuo'meng'zhu
王全节兵征大辽,wang'quan'jie'bing'zheng'da'liao
王全节铜台交兵,wang'quan'jie'tong'tai'jiao'bing
王三官义拜西门庆,wang'san'guan'yi'bai'xi'men'qing
王三虎泄机大悲院,wang'san'hu'xie'ji'da'bei'yuan
望山楼义士施威,wang'shan'lou'yi'shi'shi'wei
王胜仙见色起淫心,wang'sheng'xian'jian'se'qi'yin'xin
王十,wang'shi
王世充避祸画琼花,wang'shi'chong'bi'huo'hua'qiong'hua
王世充发书请救,wang'shi'chong'fa'shu'qing'jiu
王世充忘恩复叛,wang'shi'chong'wang'en'fu'pan
汪士秀,wang'shi'xiu
王氏子因风获盗,wang'shi'zi'yin'feng'huo'dao
王守仁分兵取二郡,wang'shou'ren'fen'bing'qu'er'jun
王守仁谏纳美人,wang'shou'ren'jian'na'mei'ren
王守仁惧祸投钱塘,wang'shou'ren'ju'huo'tou'qian'tang
王守仁预设反间计,wang'shou'ren'yu'she'fan'jian'ji
王守仁再打南昌,wang'shou'ren'zai'da'nan'chang
王枢密进用反间,wang'shu'mi'jin'yong'fan'jian
王司马,wang'si'ma
王司徒巧使连环计,wang'si'tu'qiao'shi'lian'huan'ji
王太和财色不迷性,wang'tai'he'cai'se'bu'mi'xing
王太太夫妻反目,wang'tai'tai'fu'qi'fan'mu
王通判双雪不明冤,wang'tong'pan'shuang'xue'bu'ming'yuan
王统制断臂假降金,wang'tong'zhi'duan'bi'jia'jiang'jin
王婉儿观灯起衅,wang'wan'er'guan'deng'qi'xin
王文龙巧激一枝梅,wang'wen'long'qiao'ji'yi'zhi'mei
王小二转面起炎凉,wang'xiao'er'zhuan'mian'qi'yan'liang
王孝廉村学识同科,wang'xiao'lian'cun'xue'shi'tong'ke
汪信之一死救全家,wang'xin'zhi'yi'si'jiu'quan'jia
王杏庵义恤贫儿,wang'xing'an'yi'xu'pin'er
王兴无故受严刑,wang'xing'wu'gu'shou'yan'xing
王秀才议立偏房,wang'xiu'cai'yi'li'pian'fang
王爷府二贼废命,wang'ye'fu'er'zei'fei'ming
王爷府苦求释老将,wang'ye'fu'ku'qiu'shi'lao'jiang
王御史奉旨招讨,wang'yu'shi'feng'zhi'zhao'tao
王渔翁舍镜崇三宝,wang'yu'weng'she'jing'chong'san'bao
王远谋现身说法,wang'yuan'mou'xian'shen'shuo'fa
王元帅恩威并用,wang'yuan'shuai'en'wei'bing'yong
王元帅国书约内应,wang'yuan'shuai'guo'shu'yue'nei'ying
王元帅移檄召诸侯,wang'yuan'shuai'yi'xi'zhao'zhu'hou
王元帅允从美满缘,wang'yuan'shuai'yun'cong'mei'man'yuan
王员外立朝敦友谊,wang'yuan'wai'li'chao'dun'you'yi
王者,wang'zhe
王子安,wang'zi'an
王佐计设金兰宴,wang'zuo'ji'she'jin'lan'yan
魏昌小店逢义士,wei'chang'xiao'dian'feng'yi'shi
为吃肉染病猛烈人,wei'chi'rou'ran'bing'meng'lie'ren
韦公子,wei'gong'zi
为故友涉险入贼巢,wei'gu'you'she'xian'ru'zei'chao
伪汉裔夺妾山中,wei'han'yi'duo'qie'shan'zhong
卫侯朔抗王入国,wei'hou'shuo'kang'wang'ru'guo
为护短金莲泼醋,wei'hu'duan'jin'lian'po'cu
为金兰奋勇救金兰,wei'jin'lan'fen'yong'jiu'jin'lan
为诓宝剑丁展双舞剑,wei'kuang'bao'jian'ding'zhan'shuang'wu'jian
为朋友怒找麻面虎,wei'peng'you'nu'zhao'ma'mian'hu
魏聘才初进华公府,wei'pin'cai'chu'jin'hua'gong'fu
魏聘才途中夸遇美,wei'pin'cai'tu'zhong'kua'yu'mei
为抢一驴遭打人多,wei'qiang'yi'lv'zao'da'ren'duo
卫石碏大义灭亲,wei'shi'que'da'yi'mie'qin
潍水狐,wei'shui'hu
渭水文王聘子牙,wei'shui'wen'wang'pin'zi'ya
围下宫程婴匿孤,wei'xia'gong'cheng'ying'ni'gu
为吓贼人装鬼神,wei'xia'zei'ren'zhuang'gui'shen
伪献地张仪欺楚,wei'xian'di'zhang'yi'qi'chu
卫宣公筑台纳媳,wei'xuan'gong'zhu'tai'na'xi
卫懿公好鹤亡国,wei'yi'gong'hao'he'wang'guo
为饮酒众人受害,wei'yin'jiu'zhong'ren'shou'hai
为找镖追云燕斗贼,wei'zhao'biao'zhui'yun'yan'dou'zei
为知己三雄访沙龙,wei'zhi'ji'san'xiong'fang'sha'long
魏主拆取承露盘,wei'zhu'chai'qu'cheng'lu'pan
魏主政归司马氏,wei'zhu'zheng'gui'si'ma'shi
文焕怒斩殷破败,wen'huan'nu'zhan'yin'po'bai
文俊归家救胞妹,wen'jun'gui'jia'jiu'bao'mei
闻内变妖道惊心,wen'nei'bian'yao'dao'jing'xin
闻叛逆于冰随征旅,wen'pan'ni'yu'bing'sui'zheng'lv
温如玉卖房充浪子,wen'ru'yu'mai'fang'chong'lang'zi
温如玉破产出州监,wen'ru'yu'po'chan'chu'zhou'jian
温如玉设祭哭情人,wen'ru'yu'she'ji'ku'qing'ren
温如玉时穷寻旧友,wen'ru'yu'shi'qiong'xun'jiu'you
温如玉失散遇张华,wen'ru'yu'shi'san'yu'zhang'hua
温如玉游山逢蟒妇,wen'ru'yu'you'shan'feng'mang'fu
闻太师兵伐西岐,wen'tai'shi'bing'fa'xi'qi
闻太师驱兵追袭,wen'tai'shi'qu'bing'zhui'xi
闻太师西岐大战,wen'tai'shi'xi'qi'da'zhan
文王夸官逃五关,wen'wang'kua'guan'tao'wu'guan
文王夜梦飞熊兆,wen'wang'ye'meng'fei'xiong'zhao
闻凶信雷陈找恶霸,wen'xiong'xin'lei'chen'zhao'e'ba
闻凶信寻师灵隐寺,wen'xiong'xin'xun'shi'ling'yin'si
闻凶信仗义访良朋,wen'xiong'xin'zhang'yi'fang'liang'peng
闻雁唳细问来宾,wen'yan'li'xi'wen'lai'bin
文艳王奉命回故里,wen'yan'wang'feng'ming'hui'gu'li
文鸯单骑退雄兵,wen'yang'dan'qi'tui'xiong'bing
温员外惧怕凶徒,wen'yuan'wai'ju'pa'xiong'tu
