阿道,a'dao
惠渊首座,hui'yuan'shou'zuo
慧越,hui'yue
慧约,hui'yue
惠约法师,hui'yue'fa'shi
慧约法师,hui'yue'fa'shi
慧约国师,hui'yue'guo'shi
慧頵,hui'yun
慧云,hui'yun
慧瓒,hui'zan
慧赜,hui'ze
慧则,hui'ze
慧湛,hui'zhan
慧昭,hui'zhao
慧沼,hui'zhao
慧照禅师,hui'zhao'chan'shi
慧沼大师,hui'zhao'da'shi
慧照法邻,hui'zhao'fa'lin
慧哲,hui'zhe
慧震,hui'zhen
慧智,hui'zhi
惠忠,hui'zhong
慧重,hui'zhong
慧忠,hui'zhong
慧忠禅师,hui'zhong'chan'shi
慧忠法师,hui'zhong'fa'shi
慧忠国师,hui'zhong'guo'shi
慧胄,hui'zhou
慧舟,hui'zhou
徽州太守吴公文昭,hui'zhou'tai'shou'wu'gong'wen'zhao
惠主,hui'zhu
慧主,hui'zhu
慧最,hui'zui
或庵师体禅师,huo'an'shi'ti'chan'shi
或庵体,huo'an'ti
或庵体禅师,huo'an'ti'chan'shi
豁堂远禅师,huo'tang'yuan'chan'shi
吉安王氏女,ji'an'wang'shi'nv
罽宾佛驮跋陀罗尊者,ji'bin'fo'tuo'ba'tuo'luo'zun'zhe
罽宾佛驮耶舍尊者,ji'bin'fo'tuo'ye'she'zun'zhe
罽宾沙门昙无谶,ji'bin'sha'men'tan'wu'chen
吉藏,ji'cang
吉藏大师,ji'cang'da'shi
继成,ji'cheng
集德一之母邹氏,ji'de'yi'zhi'mu'zou'shi
济颠,ji'dian
即非如一,ji'fei'ru'yi
吉嘎力巴,ji'ga'li'ba
季蘅若法师,ji'heng'ruo'fa'shi
际会,ji'hui
吉拉巴拉,ji'la'ba'la
极量,ji'liang
继伦,ji'lun
吉美林巴仁波且,ji'mei'lin'ba'ren'bo'qie
寂默,ji'mo
继齐,ji'qi
济群法师,ji'qun'fa'shi
寂然,ji'ran
寂然法师,ji'ran'fa'shi
寂室元光,ji'shi'yuan'guang
寂寿道人范氏,ji'shou'dao'ren'fan'shi
吉司洛桑金巴,ji'si'luo'sang'jin'ba
寄宿婆,ji'su'po
季潭宗泐禅师,ji'tan'zong'le'chan'shi
济涛法师,ji'tao'fa'shi
寂天菩萨,ji'tian'pu'sa
继万阇黎,ji'wan'du'li
吉祥,ji'xiang
吉祥禅师,ji'xiang'chan'shi
吉祥师,ji'xiang'shi
吉祥狮子,ji'xiang'shi'zi
纪修法师,ji'xiu'fa'shi
寂音尊者,ji'yin'zun'zhe
寂音尊者洪公,ji'yin'zun'zhe'hong'gong
亟应宗海,ji'ying'zong'hai
寂友,ji'you
骥钟,ji'zhong
继忠,ji'zhong
吉州禾山方禅师,ji'zhou'he'shan'fang'chan'shi
吉州禾山殷禅师,ji'zhou'he'shan'yin'chan'shi
贾曹达玛仁钦,jia'cao'da'ma'ren'qin
嘉曹杰,jia'cao'jie
嘉曹杰大师,jia'cao'jie'da'shi
嘉禾人钟婆,jia'he'ren'zhong'po
嘉禾周氏,jia'he'zhou'shi
嘉华巴支,jia'hua'ba'zhi
迦俱致波,jia'ju'zhi'bo
嘉堪布札巴坚赞,jia'kan'bu'zha'ba'jian'zan
迦里迦尊者,jia'li'jia'zun'zhe
迦罗加伐蹉尊者,jia'luo'jia'fa'cuo'zun'zhe
嘉木祥罗桑图旦久美嘉措,jia'mu'xiang'luo'sang'tu'dan'jiu'mei'jia'cuo
嘉木样丹贝坚赞,jia'mu'yang'dan'bei'jian'zan
嘉木样噶藏图旦旺徐,jia'mu'yang'ga'cang'tu'dan'wang'xu
嘉木样华秀俄旺宗哲,jia'mu'yang'hua'xiu'e'wang'zong'zhe
嘉木样活佛,jia'mu'yang'huo'fo
嘉木样晋美旺波,jia'mu'yang'jin'mei'wang'bo
迦那提婆,jia'na'ti'po
迦诺迦跋黎堕阇者,jia'nuo'jia'ba'li'duo'du'zhe
贾菩萨,jia'pu'sa
甲切喀瓦益西多杰,jia'qie'ka'wa'yi'xi'duo'jie
甲色仁波切久美多杰,jia'se'ren'bo'qie'jiu'mei'duo'jie
贾色陀美桑波,jia'se'tuo'mei'sang'bo
夹山,jia'shan
夹山本禅师,jia'shan'ben'chan'shi
夹山会禅师,jia'shan'hui'chan'shi
夹山善会禅师,jia'shan'shan'hui'chan'shi
嘉尚,jia'shang
假堂俊禅师,jia'tang'jun'chan'shi
贾题韬居士,jia'ti'tao'ju'shi
嘉瓦典尼,jia'wa'dian'ni
加羊加措格西,jia'yang'jia'cuo'ge'xi
迦叶,jia'ye
迦叶佛,jia'ye'fo
贾逸,jia'yi
甲域哇钦波循努沃,jia'yu'wa'qin'bo'xun'nu'wo
坚白赤列,jian'bai'chi'lie
煎茶婆,jian'cha'po
荐福本禅师,jian'fu'ben'chan'shi
荐福古,jian'fu'gu
荐福古禅师,jian'fu'gu'chan'shi
荐福寺弘辨禅师,jian'fu'si'hong'bian'chan'shi
荐福悟本,jian'fu'wu'ben
鉴空,jian'kong
犍那,jian'na
建仁龙关,jian'ren'long'guan
坚上座,jian'shang'zuo
简师,jian'shi
简堂机,jian'tang'ji
简堂机禅师,jian'tang'ji'chan'shi
揵陀勒,jian'tuo'le
见性法师,jian'xing'fa'shi
鉴源,jian'yuan
渐源,jian'yuan
鉴真,jian'zhen
鉴真和尚,jian'zhen'he'shang
鉴真律师,jian'zhen'lv'shi
鉴真四,jian'zhen'si
鉴宗禅师,jian'zong'chan'shi
奖禅师,jiang'chan'shi
蒋贡阿旺累巴,jiang'gong'a'wang'lei'ba
江公望,jiang'gong'wang
江含洁,jiang'han'jie
蒋虎臣,jiang'hu'chen
疆良耶舍,jiang'liang'ye'she
江陵李氏女,jiang'ling'li'shi'nv
江民表,jiang'min'biao
降魔藏师,jiang'mo'cang'shi
蒋山佛慧泉禅师,jiang'shan'fo'hui'quan'chan'shi
蒋山善直,jiang'shan'shan'zhi
蒋山元禅师,jiang'shan'yuan'chan'shi
蒋山赞元禅师,jiang'shan'zan'yuan'chan'shi
蒋十八妻,jiang'shi'ba'qi
江味农居士,jiang'wei'nong'ju'shi
江文通,jiang'wen'tong
江西道一禅师,jiang'xi'dao'yi'chan'shi
江西马祖大师道一,jiang'xi'ma'zu'da'shi'dao'yi
江西马祖道一禅师,jiang'xi'ma'zu'dao'yi'chan'shi
蒋扬钦哲宁波车第一世,jiang'yang'qin'zhe'ning'bo'che'di'yi'shi
绛央却杰札西华丹,jiang'yang'que'jie'zha'xi'hua'dan
江月宗玩,jiang'yue'zong'wan
江州东林禅师,jiang'zhou'dong'lin'chan'shi
江州归宗宣禅师,jiang'zhou'gui'zong'xuan'chan'shi
教亨,jiao'heng
皎然,jiao'ran
焦弱侯,jiao'ruo'hou
介庵禅师,jie'an'chan'shi
介庵良大师,jie'an'liang'da'shi
戒禅师,jie'chan'shi
玠禅师,jie'chan'shi
杰道者,jie'dao'zhe
戒度,jie'du
戒法,jie'fa
杰峰禅师,jie'feng'chan'shi
杰峰禅师世愚,jie'feng'chan'shi'shi'yu
杰峰英禅师,jie'feng'ying'chan'shi
杰峰愚公,jie'feng'yu'gong
杰贡次臣僧格,jie'gong'ci'chen'seng'ge
戒慧法师,jie'hui'fa'shi
解空可观,jie'kong'ke'guan
羯拏黎波,jie'na'li'bo
界诠法师简介,jie'quan'fa'shi'jian'jie
介然,jie'ran
戒忍法师,jie'ren'fa'shi
戒山法师,jie'shan'fa'shi
解脱,jie'tuo
戒珠,jie'zhu
晋安寺幼堂法主,jin'an'si'you'tang'fa'zhu
金碧壁峰禅师,jin'bi'bi'feng'chan'shi
金碧峰,jin'bi'feng
金璧峰禅师,jin'bi'feng'chan'shi
金厄瓦次呈巴,jin'e'wa'ci'cheng'ba
金厄瓦次程巴,jin'e'wa'ci'cheng'ba
金厄瓦札巴琼乃,jin'e'wa'zha'ba'qiong'nai
金峰,jin'feng
锦峰,jin'feng
金刚铃,jin'gang'ling
金刚上师胆巴,jin'gang'shang'shi'dan'ba
金刚仙,jin'gang'xian
金刚智,jin'gang'zhi
金光前妻龚氏,jin'guang'qian'qi'gong'shi
金光照和尚,jin'guang'zhao'he'shang
金国教亨,jin'guo'jiao'heng
金国庆寿亨禅师,jin'guo'qing'shou'heng'chan'shi
金和尚,jin'he'shang
金华俱胝,jin'hua'ju'zhi
金华严寂大士,jin'hua'yan'ji'da'shi
晋慧恭,jin'hui'gong
晋慧虔,jin'hui'qian
晋慧永,jin'hui'yong
晋慧远,jin'hui'yuan
金陵报恩院清护禅师,jin'ling'bao'en'yuan'qing'hu'chan'shi
金陵华藏民禅师,jin'ling'hua'zang'min'chan'shi
金陵清凉益禅师法眼,jin'ling'qing'liang'yi'chan'shi'fa'yan
金陵俞道婆,jin'ling'yu'dao'po
晋刘程之,jin'liu'cheng'zhi
金牛,jin'niu
进平,jin'ping
晋阙公则,jin'que'gong'ze
晋三藏慧理法师,jin'san'zang'hui'li'fa'shi
晋僧济,jin'seng'ji
晋僧显,jin'seng'xian
金山达观颖禅师,jin'shan'da'guan'ying'chan'shi
金山和尚,jin'shan'he'shang
金师,jin'shi
晋水法师,jin'shui'fa'shi
晋昙恒,jin'tan'heng
金岩东纯,jin'yan'dong'chun
晋张野,jin'zhang'ye
金正希,jin'zheng'xi
金祖朗,jin'zu'lang
静蔼,jing'ai
静蔼法师,jing'ai'fa'shi
镜盦长老,jing'an'zhang'lao
净辩,jing'bian
静藏,jing'cang
景岑,jing'cen
景岑禅师,jing'cen'chan'shi
景岑法师,jing'cen'fa'shi
景超,jing'chao
静称,jing'cheng
敬冲文幢,jing'chong'wen'zhuang
景川宗隆,jing'chuan'zong'long
净慈断桥妙伦和尚,jing'ci'duan'qiao'miao'lun'he'shang
净慈慧晖,jing'ci'hui'hui
净慈嗣清禅师,jing'ci'si'qing'chan'shi
净慈义云禅师,jing'ci'yi'yun'chan'shi
净慈自得慧晖禅师,jing'ci'zi'de'hui'hui'chan'shi
净度,jing'du
京都崇恩福元讲主,jing'du'chong'en'fu'yuan'jiang'zhu
京都崇恩福元谦讲主,jing'du'chong'en'fu'yuan'qian'jiang'zhu
京都唐兴寺普寂禅师,jing'du'tang'xing'si'pu'ji'chan'shi
静端,jing'duan
净端禅师,jing'duan'chan'shi
净梵,jing'fan
景福顺禅师,jing'fu'shun'chan'shi
净圭,jing'gui
净果,jing'guo
荆国公王安石,jing'guo'gong'wang'an'shi
净海法师,jing'hai'fa'shi
净惠,jing'hui
净晖,jing'hui
净慧法师,jing'hui'fa'shi
净捡,jing'jian
靖居,jing'ju
净居寺尼玄机,jing'ju'si'ni'xuan'ji
净觉,jing'jue
净空法师,jing'kong'fa'shi
静琳,jing'lin
竟陵文宣王,jing'ling'wen'xuan'wang
净伦,jing'lun
靖迈,jing'mai
荆门玉泉承皓,jing'men'yu'quan'cheng'hao
景蒙,jing'meng
静凝,jing'ning
竟钦禅师,jing'qin'chan'shi
镜清,jing'qing
净全,jing'quan
静权法师,jing'quan'fa'shi
净日,jing'ri
净如法师,jing'ru'fa'shi
径山,jing'shan
径山宝印禅师,jing'shan'bao'yin'chan'shi
径山别峰禅师,jing'shan'bie'feng'chan'shi
径山大禅了明禅师,jing'shan'da'chan'le'ming'chan'shi
径山大惠宗杲禅师,jing'shan'da'hui'zong'gao'chan'shi
径山道冲禅师,jing'shan'dao'chong'chan'shi
径山第二祖鉴宗,jing'shan'di'er'zu'jian'zong
荆山法师,jing'shan'fa'shi
径山佛日禅师,jing'shan'fo'ri'chan'shi
径山佛照德光禅师,jing'shan'fo'zhao'de'guang'chan'shi
径山杲禅师,jing'shan'gao'chan'shi
径山洪諲,jing'shan'hong'yin
荆山居士,jing'shan'ju'shi
径山涂毒智策禅师,jing'shan'tu'du'zhi'ce'chan'shi
径山无准师范禅师,jing'shan'wu'zhun'shi'fan'chan'shi
径山虚舟度禅师,jing'shan'xu'zhou'du'chan'shi
径山悦空禅师,jing'shan'yue'kong'chan'shi
径山宗杲禅师,jing'shan'zong'gao'chan'shi
警韶,jing'shao
警韶法师,jing'shao'fa'shi
景深禅师,jing'shen'chan'shi
京师大宝集寺妙文讲主,jing'shi'da'bao'ji'si'miao'wen'jiang'zhu
靖嵩,jing'song
净昙禅师,jing'tan'chan'shi
镜堂觉圆,jing'tang'jue'yuan
净土圣贤录,jing'tu'sheng'xian'lu
敬脱,jing'tuo
荆王夫人王氏,jing'wang'fu'ren'wang'shi
敬畏空禅师,jing'wei'kong'chan'shi
净悟,jing'wu
荆溪湛然禅师,jing'xi'zhan'ran'chan'shi
净贤,jing'xian
景霄,jing'xiao
净行,jing'xing
净秀,jing'xiu
靖玄,jing'xuan
警玄禅师,jing'xuan'chan'shi
警玄法师,jing'xuan'fa'shi
净严法师,jing'yan'fa'shi
净业,jing'ye
净因诚禅师,jing'yin'cheng'chan'shi
净因道臻禅师,jing'yin'dao'zhen'chan'shi
净因惟岳禅师,jing'yin'wei'yue'chan'shi
净因臻禅师,jing'yin'zhen'chan'shi
净愿,jing'yuan
净渊,jing'yuan
景元,jing'yuan
净源存伯,jing'yuan'cun'bo
净源大师,jing'yuan'da'shi
净源法师,jing'yuan'fa'shi
景云大师,jing'yun'da'shi
京兆华严休静禅师,jing'zhao'hua'yan'xiu'jing'chan'shi
京兆蚬子和尚,jing'zhao'xian'zi'he'shang
净真,jing'zhen
静之,jing'zhi
净智禅师道臻,jing'zhi'chan'shi'dao'zhen
净智大师慧光,jing'zhi'da'shi'hui'guang
净智慧光大师,jing'zhi'hui'guang'da'shi
镜中广能二师,jing'zhong'guang'neng'er'shi
荆州覆舟山玉泉寺沙门弘景,jing'zhou'fu'zhou'shan'yu'quan'si'sha'men'hong'jing
景咨,jing'zi
九带法远禅师,jiu'dai'fa'yuan'chan'shi
九峰,jiu'feng
九峰道旻禅师,jiu'feng'dao'min'chan'shi
九峰虔禅师,jiu'feng'qian'chan'shi
九峰诠禅师,jiu'feng'quan'chan'shi
九峰玄禅师,jiu'feng'xuan'chan'shi
鸠摩罗多,jiu'mo'luo'duo
鸠摩罗什,jiu'mo'luo'shen
鸠摩罗什法师,jiu'mo'luo'shen'fa'shi
鸠摩罗什三藏法师,jiu'mo'luo'shen'san'zang'fa'shi
鸠摩罗驮,jiu'mo'luo'tuo
九祖伏驮蜜多传法胁尊者,jiu'zu'fu'tuo'mi'duo'chuan'fa'xie'zun'zhe
九祖伏驮蜜多尊者,jiu'zu'fu'tuo'mi'duo'zun'zhe
九祖荆溪尊者湛然,jiu'zu'jing'xi'zun'zhe'zhan'ran
九祖胁比丘尊者,jiu'zu'xie'bi'qiu'zun'zhe
具德安乐游戏母,ju'de'an'le'you'xi'mu
居遁禅师,ju'dun'chan'shi
鞠多,ju'duo
巨方,ju'fang
居竭子照,ju'jie'zi'zhao
居静,ju'jing
居敬,ju'jing
居静禅师住东岩,ju'jing'chan'shi'zhu'dong'yan
拘留孙佛,ju'liu'sun'fo
局弥潘绛央南杰嘉措,ju'mi'pan'jiang'yang'nan'jie'jia'cuo
巨岷,ju'min
拘那含牟尼佛,ju'na'han'mou'ni'fo
拘那罗陀,ju'na'luo'tuo
居讷,ju'ne
居讷法师,ju'ne'fa'shi
具生吉祥大师,ju'sheng'ji'xiang'da'shi
居士,ju'shi
居士都贶,ju'shi'dou'kuang
居士庞蕴,ju'shi'pang'yun
居士正瀚,ju'shi'zheng'han
巨赞法师,ju'zan'fa'shi
俱胝,ju'zhi
橘洲昙禅师,ju'zhou'tan'chan'shi
觉阿,jue'a
觉岸,jue'an
觉庵道人祖氏,jue'an'dao'ren'zu'shi
觉庵祖道人,jue'an'zu'dao'ren
觉禅师,jue'chan'shi
觉德,jue'de
崛多三藏,jue'duo'san'zang
觉光法师,jue'guang'fa'shi
觉海禅师若冲,jue'hai'chan'shi'ruo'chong
绝海中津,jue'hai'zhong'jin
觉慧法师,jue'hui'fa'shi
觉救,jue'jiu
觉朗,jue'lang
觉力法师,jue'li'fa'shi
觉明妙行菩萨,jue'ming'miao'xing'pu'sa
觉庆德林二师,jue'qing'de'lin'er'shi
觉生法师,jue'sheng'fa'shi
觉世,jue'shi
觉先,jue'xian
觉心,jue'xin
觉醒法师,jue'xing'fa'shi
绝学世诚禅师,jue'xue'shi'cheng'chan'shi
觉音尊者,jue'yin'zun'zhe
觉原禅师慧昙,jue'yuan'chan'shi'hui'tan
觉原昙禅师,jue'yuan'tan'chan'shi
觉芝广本,jue'zhi'guang'ben
觉宗,jue'zong
绝宗禅师善继,jue'zong'chan'shi'shan'ji
绝宗无学,jue'zong'wu'xue
筠高安圆至,jun'gao'an'yuan'zhi
浚上人,jun'shang'ren
峻翁令山,jun'weng'ling'shan
筠州九峰虔禅师,jun'zhou'jiu'feng'qian'chan'shi
筠州九峰玄禅师,jun'zhou'jiu'feng'xuan'chan'shi
喀觉旺波,ka'jue'wang'bo
卡卢仁波切,ka'lu'ren'bo'qie
铠庵吴克巳,kai'an'wu'ke'si
开福宁禅师,kai'fu'ning'chan'shi
开国侍郎杨僧圭,kai'guo'shi'lang'yang'seng'gui
开皇元年复兴佛教,kai'huang'yuan'nian'fu'xing'fo'jiao
开圣觉,kai'sheng'jue
开先暹禅师,kai'xian'xian'chan'shi
开元法明,kai'yuan'fa'ming
开证法师,kai'zheng'fa'shi
堪布卡塔仁波切,kan'bu'ka'ta'ren'bo'qie
堪布索达吉,kan'bu'suo'da'ji
堪钦白玛才旺仁波切,kan'qin'bai'ma'cai'wang'ren'bo'qie
堪钦格敦嘉措,kan'qin'ge'dun'jia'cuo
康仓大师,kang'cang'da'shi
康法藏,kang'fa'cang
康法朗,kang'fa'lang
康居尊者,kang'ju'zun'zhe
康僧会,kang'seng'hui
康僧会译经师,kang'seng'hui'yi'jing'shi
康僧渊,kang'seng'yuan
可庵圆慧,ke'an'yuan'hui
可传,ke'chuan
可观,ke'guan
可观法师,ke'guan'fa'shi
可观尊者,ke'guan'zun'zhe
可久,ke'jiu
克勤禅师,ke'qin'chan'shi
克勤法师,ke'qin'fa'shi
客僧,ke'seng
可授禅师,ke'shou'chan'shi
克文禅师,ke'wen'chan'shi
可宣禅师住径山,ke'xuan'chan'shi'zhu'jing'shan
可真,ke'zhen
可止,ke'zhi
可周,ke'zhou
克珠嘉措,ke'zhu'jia'cuo
克主杰,ke'zhu'jie
克珠杰格勒巴桑,ke'zhu'jie'ge'le'ba'sang
克珠琼波南交,ke'zhu'qiong'bo'nan'jiao
可遵禅师,ke'zun'chan'shi
肯堂禅师,ken'tang'chan'shi
空藏,kong'cang
空禅师,kong'chan'shi
孔德璋,kong'de'zhang
空谷禅师景隆,kong'gu'chan'shi'jing'long
空谷隆禅师,kong'gu'long'chan'shi
空谷明应,kong'gu'ming'ying
空海法师,kong'hai'fa'shi
空室道人,kong'shi'dao'ren
空室道人智通,kong'shi'dao'ren'zhi'tong
孔彦深,kong'yan'shen
空印轼公,kong'yin'shi'gong
孔颖达,kong'ying'da
扣冰古佛,kou'bing'gu'fo
扣冰澡先,kou'bing'zao'xian
扣水澡光古佛,kou'shui'zao'guang'gu'fo
枯禅镜禅师,ku'chan'jing'chan'shi
快川绍喜,kuai'chuan'shao'xi
宽霖法师,kuan'lin'fa'shi
宽律法师,kuan'lv'fa'shi
宽念小师,kuan'nian'xiao'shi
匡道慧潭,kuang'dao'hui'tan
匡庐一山万禅师,kuang'lu'yi'shan'wan'chan'shi
匡仁,kuang'ren
狂僧,kuang'seng
矿师,kuang'shi
窥冲,kui'chong
窥基,kui'ji
窥基大师,kui'ji'da'shi
窥基法师,kui'ji'fa'shi
昆贡却嘉波,kun'gong'que'jia'bo
昆普瓦却吉杰波,kun'pu'wa'que'ji'jie'bo
拉呼拉,la'hu'la
拉克希米噶拉,la'ke'xi'mi'ga'la
喇拉曲智仁波切,la'la'qu'zhi'ren'bo'qie
喇嘛阿秋仁波切,la'ma'a'qiu'ren'bo'qie
喇钦贡巴饶赛,la'qin'gong'ba'rao'sai
喇钦贡巴绕赛,la'qin'gong'ba'rao'sai
拉卓微兖波,la'zhuo'wei'yan'bo
来果禅师,lai'guo'chan'shi
赖僧,lai'seng
懒残,lan'can
懒牧禅师湛觉,lan'mu'chan'shi'zhan'jue
懒融,lan'rong
兰溪道隆,lan'xi'dao'long
懒瓒,lan'zan
兰洲良芳,lan'zhou'liang'fang
兰佐君楚忠兰,lan'zuo'jun'chu'zhong'lan
朗然,lang'ran
郎日唐巴多杰僧格,lang'ri'tang'ba'duo'jie'seng'ge
朗日唐巴多杰僧格,lang'ri'tang'ba'duo'jie'seng'ge
朗上座,lang'shang'zuo
琅玡觉,lang'ya'jue
琅玡觉禅师,lang'ya'jue'chan'shi
琅玡山广照禅师,lang'ya'shan'guang'zhao'chan'shi
朗州德山宣鉴禅师,lang'zhou'de'shan'xuan'jian'chan'shi
老安,lao'an
老牛智融,lao'niu'zhi'rong
老书记,lao'shu'ji
了庵桂悟,le'an'gui'wu
了璨,le'can
乐渡法师,le'du'fa'shi
乐观法师,le'guan'fa'shi
乐果法师,le'guo'fa'shi
泐季泐,le'ji'le
了明,le'ming
勒那漫提,le'na'man'ti
勒那摩提,le'na'mo'ti
了奇,le'qi
泐潭,le'tan
泐潭澄,le'tan'cheng
泐潭照禅师,le'tan'zhao'chan'shi
泐潭真净文禅师,le'tan'zhen'jing'wen'chan'shi
了翁陈瓘,le'weng'chen'guan
了翁道觉,le'weng'dao'jue
了兴,le'xing
了性,le'xing
了宣,le'xuan
了一,le'yi
了义,le'yi
了义禅师,le'yi'chan'shi
了用德潮无碍三师,le'yong'de'chao'wu'ai'san'shi
了元禅师,le'yuan'chan'shi
了元法师,le'yuan'fa'shi
雷仲伦,lei'zhong'lun
李翱,li'ao
李翱居士,li'ao'ju'shi
李邴,li'bing
李秉,li'bing
李邴居士,li'bing'ju'shi
李炳南居士,li'bing'nan'ju'shi
李伯纪,li'bo'ji
李伯时,li'bo'shi
李纯甫,li'chun'fu
李大猷,li'da'you
李德远,li'de'yuan
李端愿,li'duan'yuan
李纲居士,li'gang'ju'shi
李公度,li'gong'du
李公武,li'gong'wu
李觏,li'gou
李观,li'guan
李汉魂居士,li'han'hun'ju'shi
李汉老,li'han'lao
李浩,li'hao
李恒钺居士,li'heng'yue'ju'shi
李济华居士,li'ji'hua'ju'shi
李謇居士,li'jian'ju'shi
力金禅师,li'jin'chan'shi
李俊承居士,li'jun'cheng'ju'shi
李浚之,li'jun'zhi
力空法师,li'kong'fa'shi
黎拉巴,li'la'ba
李弥逊,li'mi'xun
李青莲,li'qing'lian
李清照居士,li'qing'zhao'ju'shi
醴泉孟氏,li'quan'meng'shi
李山龙,li'shan'long
利涉,li'she
立身,li'shen
李生,li'sheng
李士谦居士,li'shi'qian'ju'shi
李师政,li'shi'zheng
李师政居士,li'shi'zheng'ju'shi
李似之,li'si'zhi
李通玄,li'tong'xuan
李通玄长者,li'tong'xuan'zhang'zhe
李通元,li'tong'yuan
李文和公,li'wen'he'gong
李文进,li'wen'jin
李文靖,li'wen'jing
李习之,li'xi'zhi
李遐叔,li'xia'shu
利先,li'xian
李行婆,li'xing'po
利俨,li'yan
李邺侯,li'ye'hou
李义山,li'yi'shan
离欲法师,li'yu'fa'shi
李煜居士,li'yu'ju'shi
李元宾,li'yuan'bin
李元松居士,li'yuan'song'ju'shi
李愿证,li'yuan'zheng
李长者,li'zhang'zhe
李赵待,li'zhao'dai
李之纯居士,li'zhi'chun'ju'shi
李知遥,li'zhi'yao
李钟鼎,li'zhong'ding
澧州夹山禅师,li'zhou'jia'shan'chan'shi
澧州洛浦安禅师,li'zhou'luo'pu'an'chan'shi
李卓吾,li'zhuo'wu
李子宽居士,li'zi'kuan'ju'shi
李子约,li'zi'yue
礼宗,li'zong
利踪禅师,li'zong'chan'shi
李遵勖,li'zun'xu
李遵勖居士,li'zun'xu'ju'shi
莲池祩宏禅师,lian'chi'zhu'hong'chan'shi
莲华,lian'hua
莲华精进,lian'hua'jing'jin
莲花生大师,lian'hua'sheng'da'shi
莲华生大士,lian'hua'sheng'da'shi
莲社三祖承远,lian'she'san'zu'cheng'yuan
莲师二十五弟子序,lian'shi'er'shi'wu'di'zi'xu
莲宗八祖袾宏,lian'zong'ba'zu'zhu'hong
莲宗初祖慧远,lian'zong'chu'zu'hui'yuan
莲宗二祖善导,lian'zong'er'zu'shan'dao
莲宗六祖延寿,lian'zong'liu'zu'yan'shou
莲宗七祖省常,lian'zong'qi'zu'sheng'chang
莲宗三祖承远,lian'zong'san'zu'cheng'yuan
莲宗四祖法照,lian'zong'si'zu'fa'zhao
莲宗五祖少康,lian'zong'wu'zu'shao'kang
良贲,liang'ben
梁道珍,liang'dao'zhen
梁丁贵嫔,liang'ding'gui'pin
梁高浩象,liang'gao'hao'xiang
梁高祖萧衍,liang'gao'zu'xiao'yan
良价,liang'jia
良价禅师,liang'jia'chan'shi
良价法师,liang'jia'fa'shi
梁敬之,liang'jing'zhi
梁敬之居士,liang'jing'zhi'ju'shi
良亮,liang'liang
良卿法师,liang'qing'fa'shi
凉释智猛,liang'shi'zhi'meng
梁氏之乳媪崔婆,liang'shi'zhi'ru'ao'cui'po
良书记,liang'shu'ji
梁肃,liang'su
梁肃居士修天台止观论成,liang'su'ju'shi'xiu'tian'tai'zhi'guan'lun'cheng
凉无谶,liang'wu'chen
梁武帝萧衍,liang'wu'di'xiao'yan
梁孝志居士,liang'xiao'zhi'ju'shi
良秀,liang'xiu
良玉法师,liang'yu'fa'shi
梁庾诜,liang'yu'shen
凉主蒙逊,liang'zhu'meng'xun
良准大师,liang'zhun'da'shi
亮座主,liang'zuo'zhu
了然,liao'ran
了然法师,liao'ran'fa'shi
了然关主,liao'ran'guan'zhu
了然元聪,liao'ran'yuan'cong
临安南荡崇觉空禅师,lin'an'nan'dang'chong'jue'kong'chan'shi
临川化度淳藏主,lin'chuan'hua'du'chun'cang'zhu
临济,lin'ji
临济金刚王,lin'ji'jin'gang'wang
临济义玄禅师,lin'ji'yi'xuan'chan'shi
林看治居士,lin'kan'zhi'ju'shi
林楞真居士,lin'leng'zhen'ju'shi
临邛复首座,lin'qiong'fu'shou'zuo
临坛大德惠汶,lin'tan'da'de'hui'wen
临坛大德律师汶公,lin'tan'da'de'lv'shi'wen'gong
林阳端禅师,lin'yang'duan'chan'shi
临斋婆,lin'zhai'po
灵辨法师,ling'bian'fa'shi
灵辩法师,ling'bian'fa'shi
令参,ling'can
灵璨,ling'can
灵藏,ling'cang
灵澈,ling'che
灵达,ling'da
灵干,ling'gan
令观,ling'guan
灵默,ling'mo
灵默禅师,ling'mo'chan'shi
铃木正三,ling'mu'zheng'san
岭南崇六,ling'nan'chong'liu
岭热白玛多杰,ling're'bai'ma'duo'jie
灵睿,ling'rui
灵润,ling'run
灵山道隐,ling'shan'dao'yin
灵山咢四,ling'shan'e'si
凌善益,ling'shan'yi
灵树,ling'shu
灵坦,ling'tan
灵彖,ling'tuan
凌行婆,ling'xing'po
灵询,ling'xun
灵岩,ling'yan
灵一,ling'yi
令諲,ling'yin
灵隐清耸,ling'yin'qing'song
灵隐松源禅师,ling'yin'song'yuan'chan'shi
灵隐松源岳禅师,ling'yin'song'yuan'yue'chan'shi
灵隐瞎堂惠远禅师,ling'yin'xia'tang'hui'yuan'chan'shi
灵隐性原明禅师,ling'yin'xing'yuan'ming'chan'shi
灵隐之善禅师,ling'yin'zhi'shan'chan'shi
灵幽,ling'you
灵祐,ling'you
灵祐禅师,ling'you'chan'shi
灵祐法师,ling'you'fa'shi
令玉,ling'yu
灵裕,ling'yu
灵源禅师,ling'yuan'chan'shi
灵源法师,ling'yuan'fa'shi
灵运,ling'yun
灵云,ling'yun
灵云勤禅师,ling'yun'qin'chan'shi
灵云铁牛定禅师,ling'yun'tie'niu'ding'chan'shi
灵照,ling'zhao
