暗撑,an'cheng
交流配电,jiao'liu'pei'dian
角磨机,jiao'mo'ji
胶木,jiao'mu
脚手架,jiao'shou'jia
胶水,jiao'shui
脚踏开关,jiao'ta'kai'guan
焦炭渣混凝土,jiao'tan'zha'hun'ning'tu
角铁,jiao'tie
角铁支撑,jiao'tie'zhi'cheng
交通干线,jiao'tong'gan'xian
交验,jiao'yan
焦渣,jiao'zha
焦渣地面,jiao'zha'di'mian
焦渣垫层,jiao'zha'dian'ceng
焦渣混凝土,jiao'zha'hun'ning'tu
焦渣空心砖,jiao'zha'kong'xin'zhuan
焦渣屋面,jiao'zha'wu'mian
焦渣砖隔断墙,jiao'zha'zhuan'ge'duan'qiang
胶粘剂,jiao'zhan'ji
交直流两用电动机,jiao'zhi'liu'liang'yong'dian'dong'ji
浇注,jiao'zhu
浇筑,jiao'zhu
角柱,jiao'zhu
浇注部位,jiao'zhu'bu'wei
浇筑混凝土,jiao'zhu'hun'ning'tu
角柱石,jiao'zhu'shi
胶渍,jiao'zi
接触板控制自动门,jie'chu'ban'kong'zhi'zi'dong'men
接触点,jie'chu'dian
接触故障,jie'chu'gu'zhang
接触面积,jie'chu'mian'ji
接触面压力,jie'chu'mian'ya'li
接触器,jie'chu'qi
接地,jie'di
接地板,jie'di'ban
接地棒,jie'di'bang
接地保护,jie'di'bao'hu
接地保护装置,jie'di'bao'hu'zhuang'zhi
接地电极,jie'di'dian'ji
接地电路,jie'di'dian'lu
接地电阻,jie'di'dian'zu
接地干线,jie'di'gan'xian
接地故障,jie'di'gu'zhang
接地极,jie'di'ji
接地开关,jie'di'kai'guan
接地螺栓,jie'di'luo'shuan
接地母线,jie'di'mu'xian
接地平面图,jie'di'ping'mian'tu
接地式插头,jie'di'shi'cha'tou
接地网,jie'di'wang
接地系统,jie'di'xi'tong
接地线,jie'di'xian
接地装置,jie'di'zhuang'zhi
节点,jie'dian
节点核心区,jie'dian'he'xin'qu
节点结构详图,jie'dian'jie'gou'xiang'tu
节点域,jie'dian'yu
截断,jie'duan
接缝高低偏差,jie'feng'gao'di'pian'cha
接缝平直,jie'feng'ping'zhi
结构布置,jie'gou'bu'zhi
结构工程师,jie'gou'gong'cheng'shi
结构交底,jie'gou'jiao'di
结构平面布置图,jie'gou'ping'mian'bu'zhi'tu
结构师,jie'gou'shi
结构形式,jie'gou'xing'shi
结构验收,jie'gou'yan'shou
截洪沟,jie'hong'gou
阶级踏步,jie'ji'ta'bu
结晶材料,jie'jing'cai'liao
截口,jie'kou
截面,jie'mian
截面面积,jie'mian'mian'ji
截面图,jie'mian'tu
截面线,jie'mian'xian
节能章,jie'neng'zhang
接闪器,jie'shan'qi
结施图,jie'shi'tu
接头,jie'tou
接头面积百分率,jie'tou'mian'ji'bai'fen'lv
接线,jie'xian
接线板,jie'xian'ban
接线盒,jie'xian'he
接线图,jie'xian'tu
接线箱,jie'xian'xiang
截止阀,jie'zhi'fa
截止频率,jie'zhi'pin'lv
近场,jin'chang
进出线,jin'chu'xian
进风机,jin'feng'ji
进风口,jin'feng'kou
进风设备,jin'feng'she'bei
进风竖井,jin'feng'shu'jing
金栱,jin'gong
紧固螺母,jin'gu'luo'mu
紧固螺栓,jin'gu'luo'shuan
紧固螺丝,jin'gu'luo'si
紧固装置,jin'gu'zhuang'zhi
紧急报警按钮,jin'ji'bao'jing'an'niu
紧急避难权,jin'ji'bi'nan'quan
紧急出口,jin'ji'chu'kou
紧急出口照明,jin'ji'chu'kou'zhao'ming
紧急供电,jin'ji'gong'dian
紧急开关,jin'ji'kai'guan
紧急照明,jin'ji'zhao'ming
尽间,jin'jian
进料口,jin'liao'kou
近邻性分析,jin'lin'xing'fen'xi
进人管道,jin'ren'guan'dao
进人管沟,jin'ren'guan'gou
金属百叶,jin'shu'bai'ye
金属板开孔,jin'shu'ban'kai'kong
金属包皮,jin'shu'bao'pi
金属材料,jin'shu'cai'liao
金属窗,jin'shu'chuang
金属构件,jin'shu'gou'jian
金属管,jin'shu'guan
金属胶,jin'shu'jiao
金属卤化物灯,jin'shu'lu'hua'wu'deng
金属门,jin'shu'men
金属暖气罩,jin'shu'nuan'qi'zhao
金属屏蔽,jin'shu'ping'bi
金属算子,jin'shu'suan'zi
金属通风管,jin'shu'tong'feng'guan
金属屋架,jin'shu'wu'jia
金属屋面,jin'shu'wu'mian
金属吸引板吊顶,jin'shu'xi'yin'ban'diao'ding
金属线槽,jin'shu'xian'cao
金属制品,jin'shu'zhi'pin
金土木,jin'tu'mu
进线,jin'xian
金厢斗底槽,jin'xiang'dou'di'cao
劲性混凝土,jin'xing'hun'ning'tu
金柱,jin'zhu
锦砖面层,jin'zhuan'mian'ceng
井道,jing'dao
静电,jing'dian
静电干扰,jing'dian'gan'rao
静电感应,jing'dian'gan'ying
井干式构架,jing'gan'shi'gou'jia
净高,jing'gao
经济热阻,jing'ji're'zu
净跨,jing'kua
敬老院,jing'lao'yuan
经堂,jing'tang
经纬仪,jing'wei'yi
精制螺栓,jing'zhi'luo'shuan
静止土压力,jing'zhi'tu'ya'li
精装工程,jing'zhuang'gong'cheng
井字梁,jing'zi'liang
九踩,jiu'cai
九脊殿,jiu'ji'dian
九架梁,jiu'jia'liang
纠倾,jiu'qing
聚氨脂,ju'an'zhi
聚氨脂防,ju'an'zhi'fang
局部等电位,ju'bu'deng'dian'wei
局部放大图,ju'bu'fang'da'tu
局部立面,ju'bu'li'mian
局部平面,ju'bu'ping'mian
局部剖面,ju'bu'pou'mian
局部振动,ju'bu'zhen'dong
聚光灯室,ju'guang'deng'shi
聚光照明,ju'guang'zhao'ming
聚氯丁烯,ju'lv'ding'xi
聚氯乙烯,ju'lv'yi'xi
聚氯乙烯板,ju'lv'yi'xi'ban
聚氯乙烯管,ju'lv'yi'xi'guan
聚氯乙烯护套铜芯阻燃,ju'lv'yi'xi'hu'tao'tong'xin'zu'ran
聚氯乙烯绝缘,ju'lv'yi'xi'jue'yuan
聚氯乙烯绝缘电缆,ju'lv'yi'xi'jue'yuan'dian'lan
举势,ju'shi
举析,ju'xi
矩形,ju'xing
巨型结构,ju'xing'jie'gou
巨型框架,ju'xing'kuang'jia
聚乙烯管,ju'yi'xi'guan
举折,ju'zhe
卷帘,juan'lian
卷帘窗,juan'lian'chuang
卷帘隔断,juan'lian'ge'duan
卷帘门,juan'lian'men
卷帘幕,juan'lian'mu
卷门,juan'men
卷幕,juan'mu
卷杀,juan'sha
卷头,juan'tou
卷纹饰,juan'wen'shi
绝对标高,jue'dui'biao'gao
绝对高差,jue'dui'gao'cha
决算,jue'suan
绝缘,jue'yuan
绝缘板,jue'yuan'ban
绝缘材料,jue'yuan'cai'liao
绝缘层,jue'yuan'ceng
绝缘电缆,jue'yuan'dian'lan
绝缘电阻,jue'yuan'dian'zu
绝缘管,jue'yuan'guan
绝缘厚度,jue'yuan'hou'du
绝缘胶布,jue'yuan'jiao'bu
绝缘胶带,jue'yuan'jiao'dai
绝缘软线,jue'yuan'ruan'xian
绝缘试验,jue'yuan'shi'yan
绝缘套管,jue'yuan'tao'guan
绝缘线,jue'yuan'xian
绝缘纤维板,jue'yuan'xian'wei'ban
均布,jun'bu
均布荷载,jun'bu'he'zai
卡口灯泡,ka'kou'deng'pao
卡口灯座,ka'kou'deng'zuo
开槽,kai'cao
开敞式,kai'chang'shi
开洞,kai'dong
开关柜,kai'guan'gui
开关设备,kai'guan'she'bei
开关箱,kai'guan'xiang
开间,kai'jian
开脚螺栓,kai'jiao'luo'shuan
开口比,kai'kou'bi
开门器,kai'men'qi
铠装电缆,kai'zhuang'dian'lan
铠装铅包电缆,kai'zhuang'qian'bao'dian'lan
勘察报告,kan'cha'bao'gao
槛墙,kan'qiang
抗拔,kang'ba
抗拔桩,kang'ba'zhuang
抗拔桩抗浮,kang'ba'zhuang'kang'fu
抗冲切,kang'chong'qie
抗风柱,kang'feng'zhu
抗浮,kang'fu
抗浮水位,kang'fu'shui'wei
抗干扰装置,kang'gan'rao'zhuang'zhi
抗规,kang'gui
抗滑移,kang'hua'yi
抗剪,kang'jian
抗剪筒体,kang'jian'tong'ti
抗静电,kang'jing'dian
抗静电装置,kang'jing'dian'zhuang'zhi
抗拉,kang'la
抗扭,kang'niu
抗扭转,kang'niu'zhuan
抗倾覆,kang'qing'fu
抗渗性,kang'shen'xing
抗压,kang'ya
抗震,kang'zhen
抗震等级,kang'zhen'deng'ji
抗震规范,kang'zhen'gui'fan
抗震加固,kang'zhen'jia'gu
抗震剪力墙,kang'zhen'jian'li'qiang
抗震建筑,kang'zhen'jian'zhu
抗震结构,kang'zhen'jie'gou
抗震墙,kang'zhen'qiang
抗震设计,kang'zhen'she'ji
靠墙扶手,kao'qiang'fu'shou
靠墙扶手托架,kao'qiang'fu'shou'tuo'jia
靠墙管子扶手,kao'qiang'guan'zi'fu'shou
靠墙楼梯,kao'qiang'lou'ti
可变荷载,ke'bian'he'zai
可拆式隔断,ke'chai'shi'ge'duan
壳顶,ke'ding
壳管式换热器,ke'guan'shi'huan're'qi
可光情况,ke'guang'qing'kuang
可焊性,ke'han'xing
刻痕钢丝,ke'hen'gang'si
可靠焊接,ke'kao'han'jie
科林斯柱式,ke'lin'si'zhu'shi
可燃气体,ke'ran'qi'ti
可燃气体探测器,ke'ran'qi'ti'tan'ce'qi
坑道口,keng'dao'kou
孔洞,kong'dong
空腹钢窗,kong'fu'gang'chuang
空腹钢梁,kong'fu'gang'liang
空腹钢龙骨,kong'fu'gang'long'gu
空腹拱,kong'fu'gong
空腹桁架,kong'fu'heng'jia
空腹金属窗,kong'fu'jin'shu'chuang
空腹金属防火门,kong'fu'jin'shu'fang'huo'men
空鼓,kong'gu
空间构图,kong'jian'gou'tu
空间吸声体,kong'jian'xi'sheng'ti
空间组成,kong'jian'zu'cheng
空灵,kong'ling
空气调剂,kong'qi'tiao'ji
空调板,kong'tiao'ban
空调管道,kong'tiao'guan'dao
空调机房,kong'tiao'ji'fang
空调及排风装置,kong'tiao'ji'pai'feng'zhuang'zhi
空调机组,kong'tiao'ji'zu
空调器,kong'tiao'qi
空调设备,kong'tiao'she'bei
空调设计,kong'tiao'she'ji
空调室,kong'tiao'shi
空调送风算子,kong'tiao'song'feng'suan'zi
空调系统,kong'tiao'xi'tong
空调照明系统,kong'tiao'zhao'ming'xi'tong
孔隙,kong'xi
空心板,kong'xin'ban
空心地板,kong'xin'di'ban
空心隔墙,kong'xin'ge'qiang
空心楼板,kong'xin'lou'ban
空心砌块,kong'xin'qi'kuai
空心墙,kong'xin'qiang
空心砖,kong'xin'zhuan
空心砖隔墙,kong'xin'zhuan'ge'qiang
空压机,kong'ya'ji
控制柜,kong'zhi'gui
跨度,kua'du
跨中,kua'zhong
块料面层,kuai'liao'mian'ceng
快速电梯,kuai'su'dian'ti
快装锅炉,kuai'zhuang'guo'lu
筷子笔,kuai'zi'bi
宽厚比,kuan'hou'bi
框架,kuang'jia
框架工程,kuang'jia'gong'cheng
框架建筑,kuang'jia'jian'zhu
框架结构,kuang'jia'jie'gou
框架梁,kuang'jia'liang
框架幕墙,kuang'jia'mu'qiang
框架墙板建筑,kuang'jia'qiang'ban'jian'zhu
框架柱,kuang'jia'zhu
框剪,kuang'jian
框槛,kuang'kan
矿棉,kuang'mian
矿棉板,kuang'mian'ban
框筒,kuang'tong
框筒结构,kuang'tong'jie'gou
框筒结构体系,kuang'tong'jie'gou'ti'xi
矿渣混凝土,kuang'zha'hun'ning'tu
矿渣混凝土垫层,kuang'zha'hun'ning'tu'dian'ceng
矿渣水泥,kuang'zha'shui'ni
框支,kuang'zhi
框支剪力墙,kuang'zhi'jian'li'qiang
框支梁,kuang'zhi'liang
框支柱,kuang'zhi'zhu
馈电,kui'dian
馈电电缆,kui'dian'dian'lan
馈线,kui'xian
捆扎牢固,kun'za'lao'gu
扩初,kuo'chu
扩底,kuo'di
扩散光,kuo'san'guang
扩散室,kuo'san'shi
垃圾斗,la'ji'dou
拉结筋,la'jie'jin
拉结力,la'jie'li
拉筋,la'jin
拉力试验,la'li'shi'yan
拉手,la'shou
拉通,la'tong
拉弯,la'wan
拉线,la'xian
拉线盒,la'xian'he
拉线开关,la'xian'kai'guan
栏板,lan'ban
阑版,lan'ban
缆道,lan'dao
缆索,lan'suo
老土,lao'tu
老檐枋,lao'yan'fang
雷电波的侵入,lei'dian'bo'de'qin'ru
雷公柱,lei'gong'zhu
肋骨拱,lei'gu'gong
肋梁楼盖,lei'liang'lou'gai
冷冻泵,leng'dong'beng
冷冻机组,leng'dong'ji'zu
冷加工,leng'jia'gong
冷凝控制,leng'ning'kong'zhi
冷却泵,leng'que'beng
冷却管道系统,leng'que'guan'dao'xi'tong
冷却设备系统,leng'que'she'bei'xi'tong
冷却水池,leng'que'shui'chi
冷却塔,leng'que'ta
冷热水系统,leng're'shui'xi'tong
冷水管,leng'shui'guan
冷水机组,leng'shui'ji'zu
冷压钢板,leng'ya'gang'ban
冷轧,leng'zha
冷轧带肋,leng'zha'dai'lei
立板,li'ban
立方毫米,li'fang'hao'mi
立方厘米,li'fang'li'mi
立方米,li'fang'mi
立杆,li'gan
立管管夹,li'guan'guan'jia
李国豪,li'guo'hao
李国强,li'guo'qiang
李国胜,li'guo'sheng
力矩,li'ju
立面,li'mian
立面图,li'mian'tu
立剖面,li'pou'mian
沥青防潮层,li'qing'fang'chao'ceng
沥青防水层,li'qing'fang'shui'ceng
沥青缝,li'qing'feng
沥青灌浆,li'qing'guan'jiang
沥青混凝土,li'qing'hun'ning'tu
沥青路,li'qing'lu
沥青路面,li'qing'lu'mian
力神,li'shen
砾石,li'shi
立式泵,li'shi'beng
立式小便器,li'shi'xiao'bian'qi
里跳,li'tiao
离心式风扇,li'xin'shi'feng'shan
离心式鼓风机,li'xin'shi'gu'feng'ji
利用率,li'yong'lv
利用系数,li'yong'xi'shu
理正,li'zheng
立柱,li'zhu
立转窗,li'zhuan'chuang
莲瓣,lian'ban
联动开关,lian'dong'kai'guan
联合基础,lian'he'ji'chu
联合桩基,lian'he'zhuang'ji
莲花式柱,lian'hua'shi'zhu
连接板,lian'jie'ban
连接法,lian'jie'fa
连接杆,lian'jie'gan
连接开关,lian'jie'kai'guan
连接螺栓,lian'jie'luo'shuan
连接器,lian'jie'qi
连接套管,lian'jie'tao'guan
连接线,lian'jie'xian
连梁,lian'liang
连梁表,lian'liang'biao
连梁配筋,lian'liang'pei'jin
连梁图,lian'liang'tu
连体,lian'ti
连续感,lian'xu'gan
连续荷载,lian'xu'he'zai
连续梁,lian'xu'liang
连续谱,lian'xu'pu
连续通风,lian'xu'tong'feng
连续照明,lian'xu'zhao'ming
连檐,lian'yan
梁板,liang'ban
梁板构造,liang'ban'gou'zao
梁板式,liang'ban'shi
梁侧,liang'ce
梁底,liang'di
梁底钢筋,liang'di'gang'jin
梁顶,liang'ding
亮度,liang'du
亮度计,liang'du'ji
梁枋,liang'fang
梁高,liang'gao
梁截面,liang'jie'mian
梁宽,liang'kuan
梁内箍筋,liang'nei'gu'jin
梁内纵筋,liang'nei'zong'jin
两跑,liang'pao
两跑楼梯,liang'pao'lou'ti
梁配筋,liang'pei'jin
梁配筋图,liang'pei'jin'tu
梁平法,liang'ping'fa
梁墙,liang'qiang
梁式楼梯,liang'shi'lou'ti
凉台,liang'tai
两跳,liang'tiao
凉亭,liang'ting
梁图,liang'tu
梁下垂,liang'xia'chui
两相三线制,liang'xiang'san'xian'zhi
两相四线制,liang'xiang'si'xian'zhi
两相系统,liang'xiang'xi'tong
两相运行,liang'xiang'yun'xing
两相制,liang'xiang'zhi
亮子,liang'zi
烈度,lie'du
裂缝宽度,lie'feng'kuan'du
列柱围廊式,lie'zhu'wei'lang'shi
临边,lin'bian
临边防护,lin'bian'fang'hu
临界单元,lin'jie'dan'yuan
临界风速,lin'jie'feng'su
临空墙,lin'kong'qiang
临时供电,lin'shi'gong'dian
磷酸,lin'suan
檩条,lin'tiao
林同炎,lin'tong'yan
檩头,lin'tou
临战封堵,lin'zhan'feng'du
檩中心线,lin'zhong'xin'xian
令便器,ling'bian'qi
龄期,ling'qi
棂子,ling'zi
留洞,liu'dong
留洞图,liu'dong'tu
琉璃瓦,liu'li'wa
流量计井,liu'liang'ji'jing
流明,liu'ming
六铺作,liu'pu'zuo
流线,liu'xian
流坠,liu'zhui
龙骨,long'gu
拢规矩,long'gui'ju
楼板,lou'ban
楼板构造,lou'ban'gou'zao
楼板伸缩缝,lou'ban'shen'suo'feng
楼层,lou'ceng
楼层面积,lou'ceng'mian'ji
楼层平面图,lou'ceng'ping'mian'tu
楼层数,lou'ceng'shu
楼层组装,lou'ceng'zu'zhuang
漏电,lou'dian
漏电断路器,lou'dian'duan'lu'qi
楼盖,lou'gai
漏花墙,lou'hua'qiang
漏景,lou'jing
楼面,lou'mian
楼梯,lou'ti
楼梯扶手,lou'ti'fu'shou
楼梯间,lou'ti'jian
楼梯结构详图,lou'ti'jie'gou'xiang'tu
楼梯井,lou'ti'jing
楼梯栏杆,lou'ti'lan'gan
楼梯平台,lou'ti'ping'tai
楼梯坡度,lou'ti'po'du
楼梯踏步,lou'ti'ta'bu
楼梯厅,lou'ti'ting
楼梯图,lou'ti'tu
漏泄电流,lou'xie'dian'liu
楼装饰改造,lou'zhuang'shi'gai'zao
栌斗,lu'dou
卤化物灯,lu'hua'wu'deng
露明管道,lu'ming'guan'dao
露明金属结构,lu'ming'jin'shu'jie'gou
路牌,lu'pai
卤素电池,lu'su'dian'chi
卤钨灯,lu'wu'deng
炉渣砖,lu'zha'zhuan
卵石,luan'shi
轮廓草图,lun'kuo'cao'tu
轮廓尺寸,lun'kuo'chi'cun
轮压,lun'ya
落地线,luo'di'xian
螺帽,luo'mao
螺母,luo'mu
裸母线,luo'mu'xian
螺栓,luo'shuan
螺栓杆,luo'shuan'gan
螺栓固定,luo'shuan'gu'ding
螺丝固定,luo'si'gu'ding
裸线,luo'xian
螺旋箍,luo'xuan'gu
螺旋箍筋,luo'xuan'gu'jin
螺旋口,luo'xuan'kou
螺旋肋钢丝,luo'xuan'lei'gang'si
螺旋楼梯,luo'xuan'lou'ti
洛阳铲桩基础,luo'yang'chan'zhuang'ji'chu
铝板材,lv'ban'cai
铝板网,lv'ban'wang
铝包电缆,lv'bao'dian'lan
滤池,lv'chi
履带吊,lv'dai'diao
氯丁橡胶,lv'ding'xiang'jiao
铝格栅,lv'ge'shan
铝合金板吊顶,lv'he'jin'ban'diao'ding
铝合金窗,lv'he'jin'chuang
铝合金龙骨,lv'he'jin'long'gu
铝合金门,lv'he'jin'men
铝合金型材,lv'he'jin'xing'cai
铝扣板,lv'kou'ban
闾里,lv'li
氯离子含量,lv'li'zi'han'liang
铝母线,lv'mu'xian
铝塑板安装,lv'su'ban'an'zhuang
铝塑料,lv'su'liao
麻痹思想,ma'bi'si'xiang
马赛克,ma'sai'ke
马蹄形螺栓,ma'ti'xing'luo'shuan
马桶,ma'tong
马牙槎,ma'ya'cha
脉冲试验,mai'chong'shi'yan
脉冲响应,mai'chong'xiang'ying
脉冲信号,mai'chong'xin'hao
埋弧焊,mai'hu'han
埋件,mai'jian
埋入长度,mai'ru'chang'du
埋入式,mai'ru'shi
埋入柱脚,mai'ru'zhu'jiao
埋深,mai'shen
埋头螺栓,mai'tou'luo'shuan
满布,man'bu
慢道,man'dao
慢栱,man'gong
满铺,man'pu
漫射灯,man'she'deng
漫射照明,man'she'zhao'ming
盲沟,mang'gou
盲沟排水抗浮,mang'gou'pai'shui'kang'fu
毛刺,mao'ci
锚杆挡土墙,mao'gan'dang'tu'qiang
锚杆抗浮,mao'gan'kang'fu
锚固,mao'gu
锚固安装,mao'gu'an'zhuang
锚固长度,mao'gu'chang'du
锚固螺栓,mao'gu'luo'shuan
锚喷,mao'pen
锚喷护壁,mao'pen'hu'bi
锚入,mao'ru
毛石,mao'shi
毛石混凝土,mao'shi'hun'ning'tu
毛石墙,mao'shi'qiang
锚栓,mao'shuan
毛细多孔体,mao'xi'duo'kong'ti
冒险作业,mao'xian'zuo'ye
每层,mei'ceng
美术水磨石,mei'shu'shui'mo'shi
美术水磨石地面,mei'shu'shui'mo'shi'di'mian
门跋,men'ba
门柄,men'bing
门窗表,men'chuang'biao
门窗一览表,men'chuang'yi'lan'biao
门磁报警,men'ci'bao'jing
门灯,men'deng
闷顶,men'ding
门洞,men'dong
门过梁,men'guo'liang
门夹,men'jia
门槛,men'kan
门框,men'kuang
门框墙,men'kuang'qiang
门碰,men'peng
门厅,men'ting
门厅前踏步,men'ting'qian'ta'bu
门吸,men'xi
门枕,men'zhen
门枕石,men'zhen'shi
密闭门,mi'bi'men
密封垫圈,mi'feng'dian'quan
密封灌浆,mi'feng'guan'jiang
米黄石,mi'huang'shi
泌水,mi'shui
面板,mian'ban
面层,mian'ceng
面层材料,mian'ceng'cai'liao
面阔,mian'kuo
面石膏板,mian'shi'gao'ban
面载,mian'zai
面砖,mian'zhuan
面砖胶,mian'zhuan'jiao
描图,miao'tu
灭火剂,mie'huo'ji
灭火设备,mie'huo'she'bei
灭火系统,mie'huo'xi'tong
明管,ming'guan
明间,ming'jian
明楼梯,ming'lou'ti
明线,ming'xian
明线布线,ming'xian'bu'xian
明线线路,ming'xian'xian'lu
明装,ming'zhuang
明装搬把开关,ming'zhuang'ban'ba'kai'guan
名状插销,ming'zhuang'cha'xiao
明装荧光灯,ming'zhuang'ying'guang'deng
明装荧光灯带,ming'zhuang'ying'guang'deng'dai
明装照明设备,ming'zhuang'zhao'ming'she'bei
摩擦系数,mo'ca'xi'shu
抹底层灰,mo'di'ceng'hui
抹滴水线,mo'di'shui'xian
末端,mo'duan
末端互投,mo'duan'hu'tou
抹灰,mo'hui
抹灰饼,mo'hui'bing
抹灰顶棚,mo'hui'ding'peng
抹灰工,mo'hui'gong
抹灰厚度,mo'hui'hou'du
抹角,mo'jiao
模量,mo'liang
模拟试验,mo'ni'shi'yan
磨砂玻璃,mo'sha'bo'li
磨砂灯泡,mo'sha'deng'pao
磨石,mo'shi
模式语言,mo'shi'yu'yan
模数,mo'shu
抹头,mo'tou
墨线图,mo'xian'tu
模型,mo'xing
模板,mu'ban
木板墙,mu'ban'qiang
木板条吊顶,mu'ban'tiao'diao'ding
木窗,mu'chuang
木地板,mu'di'ban
木隔断,mu'ge'duan
木搁栅楼板,mu'ge'zha'lou'ban
木构件,mu'gou'jian
木构造,mu'gou'zao
木桁架,mu'heng'jia
木护墙,mu'hu'qiang
木基层,mu'ji'ceng
木架砖墙房屋,mu'jia'zhuan'qiang'fang'wu
木结构,mu'jie'gou
木结构体系,mu'jie'gou'ti'xi
木龙骨,mu'long'gu
木龙骨楼板,mu'long'gu'lou'ban
木楼板,mu'lou'ban
木螺钉,mu'luo'ding
木螺丝,mu'luo'si
木门框,mu'men'kuang
幕墙,mu'qiang
幕墙胶,mu'qiang'jiao
木踢脚板,mu'ti'jiao'ban
木条地板,mu'tiao'di'ban
木瓦,mu'wa
木望板,mu'wang'ban
木屋顶,mu'wu'ding
木屋架,mu'wu'jia
母线,mu'xian
母线槽,mu'xian'cao
母线管道,mu'xian'guan'dao
母线连接,mu'xian'lian'jie
木屑板,mu'xie'ban
木砖地面,mu'zhuan'di'mian
木装修,mu'zhuang'xiu
钠灯光,na'deng'guang
钠光,na'guang
氖灯,nai'deng
耐高温材料,nai'gao'wen'cai'liao
耐火材料,nai'huo'cai'liao
耐火等级,nai'huo'deng'ji
耐火吊顶,nai'huo'diao'ding
耐火顶棚,nai'huo'ding'peng
耐火混凝土,nai'huo'hun'ning'tu
耐火结构,nai'huo'jie'gou
耐火楼梯,nai'huo'lou'ti
耐火时限,nai'huo'shi'xian
耐火试验,nai'huo'shi'yan
耐火塑料,nai'huo'su'liao
耐火填料,nai'huo'tian'liao
耐火涂层,nai'huo'tu'ceng
耐火涂料,nai'huo'tu'liao
耐火制品,nai'huo'zhi'pin
耐火砖,nai'huo'zhuan
耐久试验,nai'jiu'shi'yan
耐久寿命,nai'jiu'shou'ming
耐久系数,nai'jiu'xi'shu
耐磨砖,nai'mo'zhuan
耐热玻璃,nai're'bo'li
耐热材料,nai're'cai'liao
耐湿期,nai'shi'qi
耐水粘合剂,nai'shui'nian'he'ji
耐酸缸瓦器,nai'suan'gang'wa'qi
耐酸混凝土,nai'suan'hun'ning'tu
耐酸面板,nai'suan'mian'ban
耐酸水泥,nai'suan'shui'ni
耐酸水泥砂浆,nai'suan'shui'ni'sha'jiang
耐酸陶瓷,nai'suan'tao'ci
耐酸陶瓷制品,nai'suan'tao'ci'zhi'pin
南立面,nan'li'mian
难燃材料,nan'ran'cai'liao
内表面换热系数,nei'biao'mian'huan're'xi'shu
内额,nei'e
内径,nei'jing
内力,nei'li
内力重分布,nei'li'zhong'fen'bu
内力重分配,nei'li'zhong'fen'pei
内螺纹,nei'luo'wen
内门,nei'men
内摩擦角,nei'mo'ca'jiao
内排水,nei'pai'shui
内墙,nei'qiang
内墙釉面砖,nei'qiang'you'mian'zhuan
内审,nei'shen
内烟道,nei'yan'dao
内柱,nei'zhu
内装修工程,nei'zhuang'xiu'gong'cheng
泥道栱,ni'dao'gong
逆电流,ni'dian'liu
霓虹灯,ni'hong'deng
泥浆,ni'jiang
逆流继电器,ni'liu'ji'dian'qi
尼龙管,ni'long'guan
逆止阀,ni'zhi'fa
辇道,nian'dao
粘结,nian'jie
粘结处理,nian'jie'chu'li
捻口,nian'kou
粘土,nian'tu
粘土砖,nian'tu'zhuan
粘质粉土,nian'zhi'fen'tu
粘质砂土,nian'zhi'sha'tu
粘滞阻尼,nian'zhi'zu'ni
鸟瞰透视图,niao'kan'tou'shi'tu
鸟瞰图,niao'kan'tu
镍铬,nie'ge
镍铬合金,nie'ge'he'jin
镍镉蓄电池,nie'ge'xu'dian'chi
凝结水箱,ning'jie'shui'xiang
扭剪螺栓,niu'jian'luo'shuan
扭矩,niu'ju
扭转,niu'zhuan
暖气管,nuan'qi'guan
暖气管沟,nuan'qi'guan'gou
暖气管盘,nuan'qi'guan'pan
暖气片,nuan'qi'pian
暖气设备,nuan'qi'she'bei
暖气总管,nuan'qi'zong'guan
女儿墙,nv'er'qiang
耦合电路,ou'he'dian'lu
欧姆耦合变压器,ou'mu'ou'he'bian'ya'qi
偶偏,ou'pian
偶然荷载,ou'ran'he'zai
偶然偏心,ou'ran'pian'xin
偶然组合,ou'ran'zu'he
排风竖井,pai'feng'shu'jing
排架,pai'jia
排气扇,pai'qi'shan
排烟风机,pai'yan'feng'ji
排烟口,pai'yan'kou
排烟竖井,pai'yan'shu'jing
配电,pei'dian
配电变电站,pei'dian'bian'dian'zhan
配电变压器,pei'dian'bian'ya'qi
配电电缆,pei'dian'dian'lan
配电干线,pei'dian'gan'xian
配电盘,pei'dian'pan
配电室,pei'dian'shi
配电网,pei'dian'wang
配电系统,pei'dian'xi'tong
配电系统图,pei'dian'xi'tong'tu
配电线路,pei'dian'xian'lu
配电箱,pei'dian'xiang
配电站,pei'dian'zhan
配电中心,pei'dian'zhong'xin
配箍,pei'gu
配箍率,pei'gu'lv
配箍特征值,pei'gu'te'zheng'zhi
配筋,pei'jin
配筋率,pei'jin'lv
配水池,pei'shui'chi
配水管网,pei'shui'guan'wang
配水中和池,pei'shui'zhong'he'chi
配套器材,pei'tao'qi'cai
配套项目,pei'tao'xiang'mu
配线,pei'xian
配重抗浮,pei'zhong'kang'fu
喷壶,pen'hu
喷淋泵,pen'lin'beng
喷漆,pen'qi
喷漆车间,pen'qi'che'jian
喷洒泵,pen'sa'beng
喷砂,pen'sha
喷射制品,pen'she'zhi'pin
喷水池,pen'shui'chi
喷水管,pen'shui'guan
喷水口,pen'shui'kou
喷水灭火系统,pen'shui'mie'huo'xi'tong
喷水系统,pen'shui'xi'tong
喷涂,pen'tu
