矮扁莎,ai'bian'sha
心叶黄花稔,xin'ye'huang'hua'ren
心叶稷,xin'ye'ji
心叶索馨,xin'ye'suo'xin
心叶尾稃草,xin'ye'wei'fu'cao
心叶紫金牛,xin'ye'zi'jin'niu
心翼果,xin'yi'guo
星毛粟米草,xing'mao'su'mi'cao
猩猩草,xing'xing'cao
星星虾钳菜,xing'xing'xia'qian'cai
杏叶石栎,xing'ye'shi'li
熊耳草,xiong'er'cao
雄鸡树,xiong'ji'shu
锈荚藤,xiu'jia'teng
锈鳞飘拂草,xiu'lin'piao'fu'cao
锈毛杜英,xiu'mao'du'ying
锈毛干斤拔,xiu'mao'gan'jin'ba
锈毛弓果藤,xiu'mao'gong'guo'teng
锈毛鲫鱼藤,xiu'mao'ji'yu'teng
绣毛马铃苣苔,xiu'mao'ma'ling'ju'tai
绣毛青藤,xiu'mao'qing'teng
锈毛石斑木,xiu'mao'shi'ban'mu
锈毛野桐,xiu'mao'ye'tong
锈毛鱼藤,xiu'mao'yu'teng
绣球茜草,xiu'qiu'qian'cao
锈色羊耳蒜,xiu'se'yang'er'suan
锈叶琼楠,xiu'ye'qiong'nan
锈叶新木姜孑,xiu'ye'xin'mu'jiang'jie
秀柱花,xiu'zhu'hua
徐长卿,xu'chang'qing
须唇羊耳蒜,xu'chun'yang'er'suan
须叶藤,xu'ye'teng
选穗莎草,xuan'sui'suo'cao
穴果木,xue'guo'mu
雪见草,xue'jian'cao
血见愁,xue'jian'chou
薛荔,xue'li
血桐,xue'tong
雪香兰,xue'xiang'lan
鸭草雀稗,ya'cao'que'bai
鸦胆子,ya'dan'zi
雅加松,ya'jia'song
鸭脚罗伞,ya'jiao'luo'san
崖楠,ya'nan
崖山蓝,ya'shan'lan
鸭舌草,ya'she'cao
崖柿,ya'shi
崖藤,ya'teng
崖县扁担杆,ya'xian'bian'dan'gan
崖县风车子,ya'xian'feng'che'zi
崖县牵牛,ya'xian'qian'niu
崖县球兰,ya'xian'qiu'lan
崖县叶下珠,ya'xian'ye'xia'zhu
鸭跖草,ya'zhi'cao
崖州地黄连,ya'zhou'di'huang'lian
崖州留萼木,ya'zhou'liu'e'mu
崖州野百合,ya'zhou'ye'bai'he
鸭嘴花,ya'zui'hua
延边珍珠菜,yan'bian'zhen'zhu'cai
盐地鼠尾粟,yan'di'shu'wei'su
烟斗柯,yan'dou'ke
盐肤木,yan'fu'mu
岩谷杜鹃,yan'gu'du'juan
焰爵花,yan'jue'hua
延龄叶耳草,yan'ling'ye'er'cao
雁婆麻,yan'po'ma
烟色斑叶兰,yan'se'ban'ye'lan
艳山姜,yan'shan'jiang
岩生苔草,yan'sheng'tai'cao
眼树莲,yan'shu'lian
焰序山龙眼,yan'xu'shan'long'yan
岩雪花,yan'xue'hua
延药睡莲,yan'yao'shui'lian
烟叶唇柱苣苔,yan'ye'chun'zhu'ju'tai
岩芋,yan'yu
胭脂,yan'zhi
阳荷,yang'he
羊角杜鹃,yang'jiao'du'juan
羊角拗,yang'jiao'niu
羊角藤,yang'jiao'teng
杨梅黄杨,yang'mei'huang'yang
杨梅叶蚊母树,yang'mei'ye'wen'mu'shu
羊乳榕,yang'ru'rong
羊舌树,yang'she'shu
秧叶荷秋藤,yang'ye'he'qiu'teng
杨叶肖槿,yang'ye'xiao'jin
腰骨藤,yao'gu'teng
耀花豆,yao'hua'dou
药用狗牙花,yao'yong'gou'ya'hua
野百合,ye'bai'he
叶被木,ye'bei'mu
野荸荠,ye'bi'qi
野稻,ye'dao
野独活,ye'du'huo
野甘草,ye'gan'cao
野葛,ye'ge
野菰,ye'gu
野古草,ye'gu'cao
夜合,ye'he
腋花蓼,ye'hua'liao
夜花藤,ye'hua'teng
野蕉,ye'jiao
野菊,ye'ju
野荔枝,ye'li'zhi
叶轮木,ye'lun'mu
野麻公,ye'ma'gong
野牡丹,ye'mu'dan
野木瓜,ye'mu'gua
野漆,ye'qi
夜牵牛,ye'qian'niu
野茄,ye'qie
野山蓝,ye'shan'lan
腋生瑞香,ye'sheng'rui'xiang
野莴莒,ye'wo'ju
叶下珠,ye'xia'zhu
野苋,ye'xian
夜香牛,ye'xiang'niu
野鸦椿,ye'ya'chun
野芋,ye'yu
叶状苞飘拂草,ye'zhuang'bao'piao'fu'cao
椰子,ye'zi
野紫苏,ye'zi'su
一本芒,yi'ben'mang
一点红,yi'dian'hong
异萼粗毛藤,yi'e'cu'mao'teng
异萼木,yi'e'mu
异果苔草,yi'guo'tai'cao
翼核果,yi'he'guo
蚁花,yi'hua
异花草,yi'hua'cao
翼茎草,yi'jing'cao
异块茎薯莨,yi'kuai'jing'shu'liang
异马唐,yi'ma'tang
益母草,yi'mu'cao
异木患,yi'mu'huan
蚁母树,yi'mu'shu
一年生飘拂草,yi'nian'sheng'piao'fu'cao
一品红,yi'pin'hong
异色猕猴桃,yi'se'mi'hou'tao
异色线柱苣苔,yi'se'xian'zhu'ju'tai
异色雪花,yi'se'xue'hua
异色血叶兰,yi'se'xue'ye'lan
异形木,yi'xing'mu
异型莎草,yi'xing'suo'cao
异序巴豆,yi'xu'ba'dou
异序乌桕,yi'xu'wu'jiu
翼药花,yi'yao'hua
异叶花椒,yi'ye'hua'jiao
异叶节节菜,yi'ye'jie'jie'cai
翼叶九里香,yi'ye'jiu'li'xiang
异叶爬山虎,yi'ye'pa'shan'hu
异叶三宝木,yi'ye'san'bao'mu
异叶山绿豆,yi'ye'shan'lv'dou
薏苡,yi'yi
益智,yi'zhi
异株木犀榄,yi'zhu'mu'xi'lan
银柴,yin'chai
茵陈蒿,yin'chen'hao
印度鸡血藤,yin'du'ji'xue'teng
印度栲,yin'du'kao
印度尼泊尔,yin'du'ni'bo'er
印度蛇菰,yin'du'she'gu
印度苔草,yin'du'tai'cao
银钩花,yin'gou'hua
银合欢,yin'he'huan
银花苋,yin'hua'xian
银胶菊,yin'jiao'ju
隐脉红淡比,yin'mai'hong'dan'bi
隐脉假卫矛,yin'mai'jia'wei'mao
银毛树,yin'mao'shu
印尼珍珠茅,yin'ni'zhen'zhu'mao
银丝草,yin'si'cao
隐穗苔草,yin'sui'tai'cao
阴香,yin'xiang
银叶巴豆,yin'ye'ba'dou
茵芋,yin'yu
银珠,yin'zhu
隐柱兰,yin'zhu'lan
罂奥,ying'ao
硬斗柯,ying'dou'ke
硬稃稗,ying'fu'bai
莺哥木,ying'ge'mu
硬骨藤,ying'gu'teng
硬核,ying'he
萤蔺,ying'lin
硬毛白鹤藤,ying'mao'bai'he'teng
硬毛草胡椒,ying'mao'cao'hu'jiao
硬鞘箣竹,ying'qiao'ce'zhu
硬壳桂,ying'qiao'gui
映山红,ying'shan'hong
楹树,ying'shu
硬穗飘拂草,ying'sui'piao'fu'cao
硬叶糙果荼,ying'ye'cao'guo'tu
硬叶葱草,ying'ye'cong'cao
硬叶吊兰,ying'ye'diao'lan
硬叶谷精草,ying'ye'gu'jing'cao
硬叶蒲桃,ying'ye'pu'tao
硬叶蚊母树,ying'ye'wen'mu'shu
鹰爪花,ying'zhao'hua
油茶,you'cha
油茶离瓣寄生,you'cha'li'ban'ji'sheng
油丹,you'dan
有梗石龙尾,you'geng'shi'long'wei
疣果豆蔻,you'guo'dou'kou
疣果花楸,you'guo'hua'qiu
油果樟,you'guo'zhang
柚木,you'mu
油楠,you'nan
油叶柯,you'ye'ke
疣枝菝葜,you'zhi'ba'qia
余甘子,yu'gan'zi
鱼骨木,yu'gu'mu
郁金,yu'jin
羽芒菊,yu'mang'ju
盂仁草,yu'ren'cao
玉蕊,yu'rui
羽穗草,yu'sui'cao
羽穗砖子苗,yu'sui'zhuan'zi'miao
鱼藤,yu'teng
鱼尾葵,yu'wei'kui
鱼眼菊,yu'yan'ju
羽叶白头树,yu'ye'bai'tou'shu
羽叶金合欢,yu'ye'jin'he'huan
玉叶金花,yu'ye'jin'hua
羽叶薯,yu'ye'shu
猿瓣菝葜,yuan'ban'ba'qia
圆齿艾麻,yuan'chi'ai'ma
圆萼柿,yuan'e'shi
缘萼酸模,yuan'e'suan'mo
圆秆珍珠茅,yuan'gan'zhen'zhu'mao
园果杜英,yuan'guo'du'ying
圆果雀稗,yuan'guo'que'bai
圆茎耳草,yuan'jing'er'cao
缘毛红豆,yuan'mao'hong'dou
缘毛珍珠茅,yuan'mao'zhen'zhu'mao
鸢尾兰,yuan'wei'lan
园叶刺桑,yuan'ye'ci'sang
圆叶弓果藤,yuan'ye'gong'guo'teng
圆叶黄花稔,yuan'ye'huang'hua'ren
园叶节节菜,yuan'ye'jie'jie'cai
圆叶南蛇藤,yuan'ye'nan'she'teng
园叶土蜜树,yuan'ye'tu'mi'shu
圆叶挖耳草,yuan'ye'wa'er'cao
圆叶娃儿藤,yuan'ye'wa'er'teng
圆叶舞草,yuan'ye'wu'cao
圆叶野扁豆,yuan'ye'ye'bian'dou
圆枝多核果,yuan'zhi'duo'he'guo
圆柱叶距兰,yuan'zhu'ye'ju'lan
越南巴豆,yue'nan'ba'dou
越南地宝兰,yue'nan'di'bao'lan
越南冬青,yue'nan'dong'qing
越南耳草,yue'nan'er'cao
越南割舌树,yue'nan'ge'she'shu
越南牡荆,yue'nan'mu'jing
越南破布木,yue'nan'po'bu'mu
越南山矾,yue'nan'shan'fan
越南悬钩子,yue'nan'xuan'gou'zi
越南叶下珠,yue'nan'ye'xia'zhu
越南榆,yue'nan'yu
越南珍珠茅,yue'nan'zhen'zhu'mao
越南苎,yue'nan'zhu
越南紫金牛,yue'nan'zi'jin'niu
越南紫麻,yue'nan'zi'ma
粤蛇葡萄,yue'she'pu'tao
粤万年青,yue'wan'nian'qing
云南叉柱兰,yun'nan'cha'zhu'lan
云南堇菜,yun'nan'jin'cai
云南琼楠,yun'nan'qiong'nan
云南石梓,yun'nan'shi'zi
云南野桐,yun'nan'ye'tong
云南竹叶草,yun'nan'zhu'ye'cao
云山八角枫,yun'shan'ba'jiao'feng
云实,yun'shi
杂色榕,za'se'rong
仔榄树,zai'lan'shu
泽兰,ze'lan
笮叶锦香草,ze'ye'jin'xiang'cao
泽珍珠菜,ze'zhen'zhu'cai
贼小豆,zei'xiao'dou
痄腮树,zha'sai'shu
窄瓣红花荷,zhai'ban'hong'hua'he
窄唇蜘蛛兰,zhai'chun'zhi'zhu'lan
窄穗莎草,zhai'sui'suo'cao
窄叶半枫荷,zhai'ye'ban'feng'he
窄叶短柱荼,zhai'ye'duan'zhu'tu
窄叶合湾榕,zhai'ye'he'wan'rong
窄叶火筒树,zhai'ye'huo'tong'shu
窄叶聚花海桐,zhai'ye'ju'hua'hai'tong
粘毛黄花稔,zhan'mao'huang'hua'ren
粘毛母草,zhan'mao'mu'cao
粘毛山芝麻,zhan'mao'shan'zhi'ma
粘木,zhan'mu
展乇野牡丹,zhan'tuo'ye'mu'dan
长花厚壳树,zhang'hua'hou'ke'shu
长花龙血树,zhang'hua'long'xue'shu
长花马唐,zhang'hua'ma'tang
长花忍冬,zhang'hua'ren'dong
长花小牙草,zhang'hua'xiao'ya'cao
胀荚红豆,zhang'jia'hong'dou
长叶冻绿,zhang'ye'dong'lv
长叶哥纳香,zhang'ye'ge'na'xiang
长叶金桔,zhang'ye'jin'ju
长叶茅膏菜,zhang'ye'mao'gao'cai
樟叶木防己,zhang'ye'mu'fang'ji
樟叶木槿,zhang'ye'mu'jin
长叶木兰,zhang'ye'mu'lan
樟叶泡花树,zhang'ye'pao'hua'shu
长叶雀稗,zhang'ye'que'bai
掌叶山猪菜,zhang'ye'shan'zhu'cai
樟叶素馨,zhang'ye'su'xin
长叶酸藤子,zhang'ye'suan'teng'zi
长叶弯管花,zhang'ye'wan'guan'hua
长叶香茶菜,zhang'ye'xiang'cha'cai
长叶小果柿,zhang'ye'xiao'guo'shi
长叶竹柏,zhang'ye'zhu'bai
长叶紫珠,zhang'ye'zi'zhu
长叶柞木,zhang'ye'zuo'mu
爪耳木,zhao'er'mu
沼菊,zhao'ju
爪哇黄芩,zhao'wa'huang'qin
爪哇帽儿瓜,zhao'wa'mao'er'gua
爪楔翅藤,zhao'xie'chi'teng
鹧鸪草,zhe'gu'cao
鹧鸪麻,zhe'gu'ma
折角杜鹃,zhe'jiao'du'juan
折脉羊耳蒜,zhe'mai'yang'er'suan
真穗草,zhen'sui'cao
桢桐,zhen'tong
榛叶黄花稔,zhen'ye'huang'hua'ren
针叶苋,zhen'ye'xian
珍珠茅,zhen'zhu'mao
针状野百合,zhen'zhuang'ye'bai'he
直刺山黄皮,zhi'ci'shan'huang'pi
知风飘鹕草,zhi'feng'piao'hu'cao
枝花李榄,zhi'hua'li'lan
枝花木奶果,zhi'hua'mu'nai'guo
枝茎半边莲,zhi'jing'ban'bian'lian
枳具,zhi'ju
蜘毛蓝耳草,zhi'mao'lan'er'cao
枝毛野牡丹,zhi'mao'ye'mu'dan
直序五膜草,zhi'xu'wu'mo'cao
趾叶栝楼,zhi'ye'gua'lou
指叶毛兰,zhi'ye'mao'lan
纸叶琼楠,zhi'ye'qiong'nan
指叶山猪菜,zhi'ye'shan'zhu'cai
蜘蛛抱蛋,zhi'zhu'bao'dan
蜘蛛兰,zhi'zhu'lan
栀子,zhi'zi
重瓣臭茉莉,zhong'ban'chou'mo'li
重唇石斛,zhong'chun'shi'hu
钟萼木,zhong'e'mu
中华笔草,zhong'hua'bi'cao
钟花草,zhong'hua'cao
中华叉柱花,zhong'hua'cha'zhu'hua
中花耳草,zhong'hua'er'cao
中华黄花稔,zhong'hua'huang'hua'ren
中华老鸦嘴,zhong'hua'lao'ya'zui
中华青牛胆,zhong'hua'qing'niu'dan
中华石龙尾,zhong'hua'shi'long'wei
中华水锦树,zhong'hua'shui'jin'shu
中华野独活,zhong'hua'ye'du'huo
钟花樱花,zhong'hua'ying'hua
中间水虎尾,zhong'jian'shui'hu'wei
中间型蒲桃,zhong'jian'xing'pu'tao
中平树,zhong'ping'shu
中问型竹叶草,zhong'wen'xing'zhu'ye'cao
皱萼蒲桃,zhou'e'pu'tao
皱果蛇莓,zhou'guo'she'mei
皱果崖豆藤,zhou'guo'ya'dou'teng
轴花木,zhou'hua'mu
绉面草,zhou'mian'cao
皱皮油丹,zhou'pi'you'dan
皱叶狗尾草,zhou'ye'gou'wei'cao
皱叶酸模,zhou'ye'suan'mo
皱枣,zhou'zao
竹柏,zhu'bai
猪菜藤,zhu'cai'teng
猪肚木,zhu'du'mu
柱果木榄,zhu'guo'mu'lan
柱果铁线莲,zhu'guo'tie'xian'lian
竹节草,zhu'jie'cao
竹节树,zhu'jie'shu
猪笼草,zhu'long'cao
苎麻,zhu'ma
朱砂根,zhu'sha'gen
猪屎豆,zhu'shi'dou
珠穗草,zhu'sui'cao
竹叶草,zhu'ye'cao
竹叶花椒,zhu'ye'hua'jiao
竹叶兰,zhu'ye'lan
竹叶木姜子,zhu'ye'mu'jiang'zi
竹叶蒲桃,zhu'ye'pu'tao
竹叶青冈,zhu'ye'qing'gang
竹叶榕,zhu'ye'rong
猪仔笠,zhu'zai'li
珠仔树,zhu'zai'shu
竹枝石斛,zhu'zhi'shi'hu
竹枝细柄草,zhu'zhi'xi'bing'cao
珠子草,zhu'zi'cao
砖花翅萼石斛,zhuan'hua'chi'e'shi'hu
砖子苗,zhuan'zi'miao
壮丽玉叶金花,zhuang'li'yu'ye'jin'hua
锥穗钝叶草,zhui'sui'dun'ye'cao
紫背天葵,zi'bei'tian'kui
紫丹,zi'dan
紫果荸荠,zi'guo'bi'qi
梓含笑,zi'han'xiao
紫花丹,zi'hua'dan
紫花卷瓣兰,zi'hua'juan'ban'lan
紫花羊耳蒜,zi'hua'yang'er'suan
子楝树,zi'lian'shu
子凌蒲桃,zi'ling'pu'tao
紫麻,zi'ma
紫马唐,zi'ma'tang
紫毛野牡丹,zi'mao'ye'mu'dan
紫茉莉,zi'mo'li
紫萍,zi'ping
紫苏草,zi'su'cao
紫托珍珠茅,zi'tuo'zhen'zhu'mao
紫薇,zi'wei
紫心牵牛,zi'xin'qian'niu
紫叶娃儿藤,zi'ye'wa'er'teng
紫玉盘,zi'yu'pan
紫玉盘柯,zi'yu'pan'ke
总苞草,zong'bao'cao
棕茅,zong'mao
棕叶狗尾草,zong'ye'gou'wei'cao
粽叶芦,zong'ye'lu
棕竹,zong'zhu
走马胎,zou'ma'tai
祖柄铁线莲,zu'bing'tie'xian'lian
足茎毛兰,zu'jing'mao'lan
钻苞藨草,zuan'bao'biao'cao
钻地风,zuan'di'feng
醉魂草,zui'hun'cao
醉香含笑,zui'xiang'han'xiao
座地小野百合,zuo'di'xiao'ye'bai'he
酢浆草,zuo'jiang'cao
