阿娇年未多,a'jiao'nian'wei'duo
寒潭月动摇,han'tan'yue'dong'yao
寒塘归路转,han'tang'gui'lu'zhuan
寒天草木黄落尽,han'tian'cao'mu'huang'luo'jin
寒天高堂夜,han'tian'gao'tang'ye
寒天古木悲,han'tian'gu'mu'bei
汉王城北雪初霁,han'wang'cheng'bei'xue'chu'ji
汉武爱边功,han'wu'ai'bian'gong
汉武好神仙,han'wu'hao'shen'xian
寒芜际碣石,han'wu'ji'jie'shi
涵物为动鬼神泣,han'wu'wei'dong'gui'shen'qi
寒硖不可度,han'xia'bu'ke'du
含笑看吴钩,han'xiao'kan'wu'gou
韩信此登坛,han'xin'ci'deng'tan
韩信台西日欲斜,han'xin'tai'xi'ri'yu'xie
含星动双阙,han'xing'dong'shuang'que
汗血今称献于此,han'xue'jin'cheng'xian'yu'ci
汉阳归客悲秋草,han'yang'gui'ke'bei'qiu'cao
汉阳颇宁静,han'yang'po'ning'jing
汉仪尚整肃,han'yi'shang'zheng'su
汉仪甚照耀,han'yi'shen'zhao'yao
寒驿远如点,han'yi'yuan'ru'dian
汉阴槎头远遁逃,han'yin'cha'tou'yuan'dun'tao
汉阴有鹿门,han'yin'you'lu'men
寒影波上云,han'ying'bo'shang'yun
寒雨飒飒枯树湿,han'yu'sa'sa'ku'shu'shi
寒雨石榴新,han'yu'shi'liu'xin
汗逾水浆翻,han'yu'shui'jiang'fan
含育忝宵形,han'yu'tian'xiao'xing
汉苑归骅骝,han'yuan'gui'hua'liu
汉苑入旌旄,han'yuan'ru'jing'mao
汉源十月交,han'yuan'shi'yue'jiao
寒猿饮水撼枯藤,han'yuan'yin'shui'han'ku'teng
汉月垂乡泪,han'yue'chui'xiang'lei
寒月照白骨,han'yue'zhao'bai'gu
寒云惨色水空流,han'yun'can'se'shui'kong'liu
汉运初中兴,han'yun'chu'zhong'xing
寒云覆水重,han'yun'fu'shui'zhong
寒云正护霜,han'yun'zheng'hu'shuang
寒砧雨外闻,han'zhen'yu'wai'wen
寒知龙蛇穴,han'zhi'long'she'xue
颔之使去随烟升,han'zhi'shi'qu'sui'yan'sheng
汉中二良将,han'zhong'er'liang'jiang
寒重绣被眠,han'zhong'xiu'bei'mian
汉主留才子,han'zhu'liu'cai'zi
汉主缺台司,han'zhu'que'tai'si
汗滋衣裳污,han'zi'yi'shang'wu
寒踪白云里,han'zong'bai'yun'li
行当遇时邕,hang'dang'yu'shi'yong
行当早著鞭,hang'dang'zao'zhu'bian
行高无污真,hang'gao'wu'wu'zhen
行行见羁束,hang'hang'jian'ji'shu
行行潘生赋,hang'hang'pan'sheng'fu
行行秋水深,hang'hang'qiu'shui'shen
行行树佳政,hang'hang'shu'jia'zheng
行间识吕蒙,hang'jian'shi'lv'meng
行间脱宝剑,hang'jian'tuo'bao'jian
行子傍水餐,hang'zi'bang'shui'can
行子充夜饥,hang'zi'chong'ye'ji
行子对飞蓬,hang'zi'dui'fei'peng
行子隔手不相见,hang'zi'ge'shou'bu'xiang'jian
行子未须归,hang'zi'wei'xu'gui
行子迎霜未授衣,hang'zi'ying'shuang'wei'shou'yi
浩荡长安醉,hao'dang'chang'an'zui
浩荡乘沧溟,hao'dang'cheng'cang'ming
浩荡从此辞,hao'dang'cong'ci'ci
浩荡对长涟,hao'dang'dui'chang'lian
浩荡风波间,hao'dang'feng'bo'jian
浩荡古今同一体,hao'dang'gu'jin'tong'yi'ti
浩荡及关愁,hao'dang'ji'guan'chou
浩荡难倚赖,hao'dang'nan'yi'lai
浩荡前后间,hao'dang'qian'hou'jian
浩荡无与适,hao'dang'wu'yu'shi
浩荡想幽蓟,hao'dang'xiang'you'ji
浩荡信无忧,hao'dang'xin'wu'you
浩荡逐流萍,hao'dang'zhu'liu'ping
好得奈春何,hao'de'nai'chun'he
好读神农书,hao'du'shen'nong'shu
号尔谪仙人,hao'er'zhe'xian'ren
毫发裨社稷,hao'fa'bi'she'ji
毫发无遗恨,hao'fa'wu'yi'hen
浩歌方振荡,hao'ge'fang'zhen'dang
浩歌泪盈把,hao'ge'lei'ying'ba
浩歌渌水曲,hao'ge'lu'shui'qu
浩歌弥激烈,hao'ge'mi'ji'lie
浩汗霜风刮天地,hao'han'shuang'feng'gua'tian'di
浩浩风起波,hao'hao'feng'qi'bo
浩浩合元天,hao'hao'he'yuan'tian
浩浩自太古,hao'hao'zi'tai'gu
豪家大屋尔莫居,hao'jia'da'wu'er'mo'ju
豪家沽酒长安陌,hao'jia'gu'jiu'chang'an'mo
豪家意颇浓,hao'jia'yi'po'nong
豪家朱门扃,hao'jia'zhu'men'jiong
浩劫浮云卫,hao'jie'fu'yun'wei
好静无冬春,hao'jing'wu'dong'chun
好静心迹素,hao'jing'xin'ji'su
豪俊初未遇,hao'jun'chu'wei'yu
豪俊贵勋业,hao'jun'gui'xun'ye
蒿莱通四邻,hao'lai'tong'si'lin
蒿里埋双剑,hao'li'mai'shuang'jian
濠梁同见招,hao'liang'tong'jian'zhao
号令颇有前贤风,hao'ling'po'you'qian'xian'feng
好鸟不归山,hao'niao'bu'gui'shan
好鸟不妄飞,hao'niao'bu'wang'fei
好鸟飞相从,hao'niao'fei'xiang'cong
好鸟鸣岩扃,hao'niao'ming'yan'jiong
好鸟始云至,hao'niao'shi'yun'zhi
好鸟知人归,hao'niao'zhi'ren'gui
皓气凝书帐,hao'qi'ning'shu'zhang
好去张公子,hao'qu'zhang'gong'zi
浩然客思孤,hao'ran'ke'si'gu
好日发行军,hao'ri'fa'xing'jun
豪士得之敌国宝,hao'shi'de'zhi'di'guo'bao
好事就之为携酒,hao'shi'jiu'zhi'wei'xie'jiu
好是神仙尉,hao'shi'shen'xian'wei
好手不可遇,hao'shou'bu'ke'yu
昊天出华月,hao'tian'chu'hua'yue
昊天积霜露,hao'tian'ji'shuang'lu
好恶不合长相蒙,hao'wu'bu'he'chang'xiang'meng
好武宁论命,hao'wu'ning'lun'ming
好贤常解榻,hao'xian'chang'jie'ta
皓雪琼枝殊异色,hao'xue'qiong'zhi'shu'yi'se
好学尚贞烈,hao'xue'shang'zhen'lie
皓月更高悬,hao'yue'geng'gao'xuan
皓月流春城,hao'yue'liu'chun'cheng
浩哉迷所至,hao'zai'mi'suo'zhi
好在阮元瑜,hao'zai'ruan'yuan'yu
何必到清谿,he'bi'dao'qing'ji
何必阑槛为,he'bi'lan'jian'wei
何必了无身,he'bi'liao'wu'shen
何必流离中国人,he'bi'liu'li'zhong'guo'ren
何必秋遂通,he'bi'qiu'sui'tong
何必三千徒,he'bi'san'qian'tu
何必升君堂,he'bi'sheng'jun'tang
何必世人识,he'bi'shi'ren'shi
何必是吾庐,he'bi'shi'wu'lu
何必守经营,he'bi'shou'jing'ying
何必吾家操,he'bi'wu'jia'cao
何必武陵源,he'bi'wu'ling'yuan
何必相知早,he'bi'xiang'zhi'zao
何必濯沧浪,he'bi'zhuo'cang'lang
何必走马来为问,he'bi'zou'ma'lai'wei'wen
何必组与珪,he'bi'zu'yu'gui
河边不语伤流水,he'bian'bu'yu'shang'liu'shui
河边酒家堪寄宿,he'bian'jiu'jia'kan'ji'su
何不避雨色,he'bu'bi'yu'se
何不旧巢住,he'bu'jiu'chao'zhu
何不跨蓬莱,he'bu'kua'peng'lai
何不生彼中国兮生西方,he'bu'sheng'bi'zhong'guo'xi'sheng'xi'fang
何不为人之所赏兮,he'bu'wei'ren'zhi'suo'shang'xi
何惭秉烛游,he'can'bing'zhu'you
何曾风浪生,he'ceng'feng'lang'sheng
何曾问布衣,he'ceng'wen'bu'yi
何啻若形影,he'chi'ruo'xing'ying
何处愁人忆故园,he'chu'chou'ren'yi'gu'yuan
何处更专征,he'chu'geng'zhuan'zheng
荷锄功易止,he'chu'gong'yi'zhi
何处堪留客,he'chu'kan'liu'ke
何处堪托身,he'chu'kan'tuo'shen
何处路最难,he'chu'lu'zui'nan
何处埋尔骨,he'chu'mai'er'gu
何处偏来往,he'chu'pian'lai'wang
何处且依仁,he'chu'qie'yi'ren
何处听吹箫,he'chu'ting'chui'xiao
何处望君王,he'chu'wang'jun'wang
荷锄先童稚,he'chu'xian'tong'zhi
何处异风俗,he'chu'yi'feng'su
何处有他乡,he'chu'you'ta'xiang
何处有烟尘,he'chu'you'yan'chen
何处醉春风,he'chu'zui'chun'feng
何辞一尉休,he'ci'yi'wei'xiu
河从御苑出,he'cong'yu'yuan'chu
何代无长才,he'dai'wu'chang'cai
何代无秀士,he'dai'wu'xiu'shi
何当摆俗累,he'dang'bai'su'lei
何当复持衡,he'dang'fu'chi'heng
何当官曹清,he'dang'guan'cao'qing
何当击凡鸟,he'dang'ji'fan'niao
何当甲兵休,he'dang'jia'bing'xiu
何当见夫子,he'dang'jian'fu'zi
何当见颜色,he'dang'jian'yan'se
何当肯相寻,he'dang'ken'xiang'xun
何当清霜飞,he'dang'qing'shuang'fei
何当一来仪,he'dang'yi'lai'yi
何当鹰隼击,he'dang'ying'sun'ji
何当有翅翎,he'dang'you'chi'ling
何当遇长房,he'dang'yu'zhang'fang
何当宅下流,he'dang'zhai'xia'liu
何得此有昭君村,he'de'ci'you'zhao'jun'cun
何得空里雷,he'de'kong'li'lei
何得立突兀,he'de'li'tu'wu
何得山有屈原宅,he'de'shan'you'qu'yuan'zhai
何得迕天威,he'de'wu'tian'wei
何得英雄主,he'de'ying'xiong'zhu
河堤经浅草,he'di'jing'qian'cao
何地堪相饯,he'di'kan'xiang'jian
何地置老夫,he'di'zhi'lao'fu
河东女儿身姓柳,he'dong'nv'er'shen'xing'liu
河冻未渔不易得,he'dong'wei'yu'bu'yi'de
何独然此中,he'du'ran'ci'zhong
和风媚东郊,he'feng'mei'dong'jiao
和风日冲融,he'feng'ri'chong'rong
和风引桂楫,he'feng'yin'gui'ji
何负当途人,he'fu'dang'tu'ren
荷戈月窟外,he'ge'yue'ku'wai
贺公雅吴语,he'gong'ya'wu'yu
河广传闻一苇过,he'guang'chuan'wen'yi'wei'guo
河汉不改色,he'han'bu'gai'se
河汉忽已没,he'han'hu'yi'mei
河汉尚裴回,he'han'shang'pei'hui
河汉声西流,he'han'sheng'xi'liu
河汉徒相望,he'han'tu'xiang'wang
河汉有秋意,he'han'you'qiu'yi
赫赫曹公谋,he'he'cao'gong'mou
赫赫三伏时,he'he'san'fu'shi
赫赫萧京兆,he'he'xiao'jing'zhao
赫赫雍王都节制,he'he'yong'wang'dou'jie'zhi
何恨憔悴在山中,he'hen'qiao'cui'zai'shan'zhong
河华屯妖气,he'hua'tun'yao'qi
合昏排铁骑,he'hun'pai'tie'qi
合昏尚知时,he'hun'shang'zhi'shi
何假将军盖,he'jia'jiang'jun'gai
河间经术存,he'jian'jing'shu'cun
河间尚征伐,he'jian'shang'zheng'fa
河间双白鸥,he'jian'shuang'bai'ou
何嗟山水重,he'jie'shan'shui'zhong
何阶子方便,he'jie'zi'fang'bian
鹤禁通霄凤辇备,he'jin'tong'xiao'feng'nian'bei
荷净纳凉时,he'jing'na'liang'shi
贺君关西掾,he'jun'guan'xi'yuan
荷君剪拂与君用,he'jun'jian'fu'yu'jun'yong
何况道路长,he'kuang'dao'lu'chang
何况鳏孤火绝无晨炊,he'kuang'guan'gu'huo'jue'wu'chen'chui
何况苦寒时,he'kuang'ku'han'shi
河梁幸未坼,he'liang'xing'wei'che
河凌山下深,he'ling'shan'xia'shen
河流冰处尽,he'liu'bing'chu'jin
河柳拂长鞭,he'liu'fu'chang'bian
何刘沈谢力未工,he'liu'shen'xie'li'wei'gong
河陇降王款圣朝,he'long'jiang'wang'kuan'sheng'chao
阖庐丘墓荒,he'lu'qiu'mu'huang
和虏犹怀惠,he'lu'you'huai'hui
何路沾微禄,he'lu'zhan'wei'lu
河雒化为血,he'luo'hua'wei'xue
阖闾城头莺已飞,he'lv'cheng'tou'ying'yi'fei
阖闾葬日劳人力,he'lv'zang'ri'lao'ren'li
何能独闲步,he'neng'du'xian'bu
何能独醉归,he'neng'du'zui'gui
何能蒙主恩,he'neng'meng'zhu'en
何年别月支,he'nian'bie'yue'zhi
何年谏猎赋,he'nian'jian'lie'fu
赫怒幸无伤,he'nu'xing'wu'shang
和气发鸿炉,he'qi'fa'hong'lu
何其挂怀抱,he'qi'gua'huai'bao
和亲非远图,he'qin'fei'yuan'tu
和亲事却非,he'qin'shi'que'fei
和亲愿结欢,he'qin'yuan'jie'huan
何人错忆穷愁日,he'ren'cuo'yi'qiong'chou'ri
何人第一功,he'ren'di'yi'gong
何人适煮茗,he'ren'shi'zhu'ming
何人树萱草,he'ren'shu'xuan'cao
何人重布衣,he'ren'zhong'bu'yi
何日大刀头,he'ri'da'dao'tou
何日得成阴,he'ri'de'cheng'yin
何日复同游,he'ri'fu'tong'you
和戎非用武,he'rong'fei'yong'wu
和戎先罢战,he'rong'xian'ba'zhan
何如大道一千年,he'ru'da'dao'yi'qian'nian
河入斗间横,he'ru'dou'jian'heng
何如庙堂肉,he'ru'miao'tang'rou
何如州县劳,he'ru'zhou'xian'lao
河塞东西万馀里,he'sai'dong'xi'wan'yu'li
何伤浮柱欹,he'shang'fu'zhu'qi
禾生陇亩无东西,he'sheng'long'mu'wu'dong'xi
何时持钵还,he'shi'chi'bo'hai
何时到雍州,he'shi'dao'yong'zhou
何事独罕有,he'shi'du'han'you
何事更登高,he'shi'geng'deng'gao
何时更肯过,he'shi'geng'ken'guo
何时过东洛,he'shi'guo'dong'luo
何事海西边,he'shi'hai'xi'bian
何时降玺书,he'shi'jiang'xi'shu
何事就羁束,he'shi'jiu'ji'shu
何事拘形役,he'shi'ju'xing'yi
何时郡国开,he'shi'jun'guo'kai
何事苦喧喧,he'shi'ku'xuan'xuan
何事来从戎,he'shi'lai'cong'rong
何事老尘容,he'shi'lao'chen'rong
何事能为累,he'shi'neng'wei'lei
何事偏烘西一隅,he'shi'pian'hong'xi'yi'yu
何事暑天过,he'shi'shu'tian'guo
何时太夫人,he'shi'tai'fu'ren
何事忝簪裾,he'shi'tian'zan'ju
何时通舟车,he'shi'tong'zhou'che
何时渭水回,he'shi'wei'shui'hui
何事武陵谿,he'shi'wu'ling'ji
何事信音稀,he'shi'xin'yin'xi
何时一茅屋,he'shi'yi'mao'wu
何事一青袍,he'shi'yi'qing'pao
何时倚虚幌,he'shi'yi'xu'huang
何时议筑坛,he'shi'yi'zhu'tan
何时一尊酒,he'shi'yi'zun'jiu
何事阴阳工,he'shi'yin'yang'gong
何时有终极,he'shi'you'zhong'ji
何时占丛竹,he'shi'zhan'cong'zhu
何时诏此金钱会,he'shi'zhao'ci'jin'qian'hui
何时筑城还,he'shi'zhu'cheng'hai
禾黍遍空山,he'shu'bian'kong'shan
禾黍积东菑,he'shu'ji'dong'zai
何术令大臣,he'shu'ling'da'chen
禾黍已映道,he'shu'yi'ying'dao
河水浸城墙,he'shui'jin'cheng'qiang
河朔风尘起,he'shuo'feng'chen'qi
合沓高名动寥廓,he'ta'gao'ming'dong'liao'kuo
合沓岁月徂,he'ta'sui'yue'cu
合沓犹前山,he'ta'you'qian'shan
合沓臻水陆,he'ta'zhen'shui'lu
何太龙钟极,he'tai'long'zhong'ji
何亭亭而独芳,he'ting'ting'er'du'fang
禾头生耳黍穗黑,he'tou'sheng'er'shu'sui'hei
何为地上衔泥滓,he'wei'di'shang'xian'ni'zi
何为见羁虞罗中,he'wei'jian'ji'yu'luo'zhong
何为今兮学且难,he'wei'jin'xi'xue'qie'nan
何为廊庙器,he'wei'lang'miao'qi
何为临深亲射蛟,he'wei'lin'shen'qin'she'jiao
何谓泣途穷,he'wei'qi'tu'qiong
曷为无斗储,he'wei'wu'dou'chu
何为西庄王给事,he'wei'xi'zhuang'wang'gei'shi
曷务归闲心,he'wu'gui'xian'xin
河西幕中多故人,he'xi'mu'zhong'duo'gu'ren
河西人未归,he'xi'ren'wei'gui
何相传词才,he'xiang'chuan'ci'cai
荷香随酒杯,he'xiang'sui'jiu'bei
何乡为乐土,he'xiang'wei'le'tu
何心记榛梗,he'xin'ji'zhen'geng
何幸承嘉惠,he'xing'cheng'jia'hui
何幸承命日,he'xing'cheng'ming'ri
何幸逢大道,he'xing'feng'da'dao
何幸忽闻韶,he'xing'hu'wen'shao
何幸接芳尘,he'xing'jie'fang'chen
何幸新诗赠,he'xing'xin'shi'zeng
何幸一书生,he'xing'yi'shu'sheng
何须五月更南巡,he'xu'wu'yue'geng'nan'xun
何言二千石,he'yan'er'qian'shi
何言永不发,he'yan'yong'bu'fa
河阳兴已生,he'yang'xing'yi'sheng
荷叶藏鱼艇,he'ye'cang'yu'ting
荷叶翻向西,he'ye'fan'xiang'xi
何以拜姑嫜,he'yi'bai'gu'zhang
何意薄松筠,he'yi'bao'song'jun
褐衣不得见,he'yi'bu'de'jian
何意道苦辛,he'yi'dao'ku'xin
何意复高飞,he'yi'fu'gao'fei
何意构广厦,he'yi'gou'guang'sha
何以开我悲,he'yi'kai'wo'bei
何意寇盗间,he'yi'kou'dao'jian
何意阃阈间,he'yi'kun'yu'jian
何异林栖鸟,he'yi'lin'qi'niao
赫奕难为俦,he'yi'nan'wei'chou
何意千里心,he'yi'qian'li'xin
何意千年后,he'yi'qian'nian'hou
何以守王城,he'yi'shou'wang'cheng
何意忝游陪,he'yi'tian'you'pei
何以为烝黎,he'yi'wei'zheng'li
何以有羽翼,he'yi'you'yu'yi
曷以赞我皇,he'yi'zan'wo'huang
何意照乘珠,he'yi'zhao'cheng'zhu
何意坠墨池,he'yi'zhui'mo'chi
何以尊四渎,he'yi'zun'si'du
河尹恩荣旧,he'yin'en'rong'jiu
河尹天明坐莫辞,he'yin'tian'ming'zuo'mo'ci
何用浮名绊此身,he'yong'fu'ming'ban'ci'shen
何用年年空读书,he'yong'nian'nian'kong'du'shu
何用强相猜,he'yong'qiang'xiang'cai
何用求方便,he'yong'qiu'fang'bian
何由保岁寒,he'you'bao'sui'han
何由豁心胸,he'you'huo'xin'xiong
何由见宁岁,he'you'jian'ning'sui
何由满衣袖,he'you'man'yi'xiu
何由穷一乘,he'you'qiong'yi'cheng
何由却出横门道,he'you'que'chu'heng'men'dao
何由似平昔,he'you'si'ping'xi
何由叙凉温,he'you'xu'liang'wen
何由一洗濯,he'you'yi'xi'zhuo
河鱼不取钱,he'yu'bu'qu'qian
河源复载驰,he'yuan'fu'zai'chi
何缘住此山,he'yuan'zhu'ci'shan
河岳出云雨,he'yue'chu'yun'yu
河岳空金汤,he'yue'kong'jin'tang
盍簪喧枥马,he'zan'xuan'li'ma
河棹腾烟柱,he'zhao'teng'yan'zhu
何知对李膺,he'zhi'dui'li'ying
何知共酒杯,he'zhi'gong'jiu'bei
何知戎马间,he'zhi'rong'ma'jian
黑貂不免敝,hei'diao'bu'mian'bi
黑谷屯行军,hei'gu'tun'xing'jun
黑入太阴雷雨垂,hei'ru'tai'yin'lei'yu'chui
黑如湾澴底,hei'ru'wan'huan'di
黑色不可移,hei'se'bu'ke'yi
黑山兵气冲,hei'shan'bing'qi'chong
黑姓蕃王貂鼠裘,hei'xing'bo'wang'diao'shu'qiu
恨别鸟惊心,hen'bie'niao'jing'xin
恨不移封向酒泉,hen'bu'yi'feng'xiang'jiu'quan
恨此当离尊,hen'ci'dang'li'zun
恨非指踪徒,hen'fei'zhi'zong'tu
恨解邺城围,hen'jie'ye'cheng'wei
恨无抱瓮力,hen'wu'bao'weng'li
恨无匡复姿,hen'wu'kuang'fu'zi
恨无理人术,hen'wu'li'ren'shu
恨在帝乡外,hen'zai'di'xiang'wai
横此莓苔石,heng'ci'mei'tai'shi
恒当清觞宴,heng'dang'qing'shang'yan
横笛短箫悲远天,heng'di'duan'xiao'bei'yuan'tian
横笛惊征雁,heng'di'jing'zheng'yan
横汾无轻舟,heng'fen'wu'qing'zhou
横海泛楼船,heng'hai'fan'lou'chuan
横河俱半落,heng'he'ju'ban'luo
横击且缘边,heng'ji'qie'yuan'bian
横江千里驰,heng'jiang'qian'li'chi
衡举众星随,heng'ju'zhong'xing'sui
衡门独晏如,heng'men'du'yan'ru
衡门满蒿莱,heng'men'man'hao'lai
衡门趣弥浓,heng'men'qu'mi'nong
衡门在梦思,heng'men'zai'meng'si
横琴了无事,heng'qin'le'wu'shi
亨衢照紫泥,heng'qu'zhao'zi'ni
衡山虽小邑,heng'shan'sui'xiao'yi
恒深取与分,heng'shen'qu'yu'fen
横水注沧溟,heng'shui'zhu'cang'ming
恒思著鞭速,heng'si'zhu'bian'su
横塘寂寂柳依依,heng'tang'ji'ji'liu'yi'yi
横行沙漠外,heng'xing'sha'mo'wai
衡阳归雁几封书,heng'yang'gui'yan'ji'feng'shu
衡阳客舍来相访,heng'yang'ke'she'lai'xiang'fang
衡阳双峡插天峻,heng'yang'shuang'xia'cha'tian'jun
衡岳啼猿里,heng'yue'ti'yuan'li
横竹挂朝衣,heng'zhu'gua'chao'yi
鸿宝宁全秘,hong'bao'ning'quan'mi
红稠屋角花,hong'chou'wu'jiao'hua
鸿洞半炎方,hong'dong'ban'yan'fang
鸿飞冥冥日月白,hong'fei'ming'ming'ri'yue'bai
红粉旧来娼,hong'fen'jiu'lai'chang
红粉青蛾映楚云,hong'fen'qing'e'ying'chu'yun
红粉青楼多怨情,hong'fen'qing'lou'duo'yuan'qing
红粉湿啼痕,hong'fen'shi'ti'hen
洪河绝山根,hong'he'jue'shan'gen
洪河怒涛过轻舸,hong'he'nu'tao'guo'qing'ge
洪河左滢濙,hong'he'zuo'ying'ying
鸿鹄抟扶摇,hong'hu'tuan'fu'yao
红花绿柳莺乱啼,hong'hua'lv'liu'ying'luan'ti
红泪金烛盘,hong'lei'jin'zhu'pan
红梨迥得霜,hong'li'jiong'de'shuang
洪流荡北阯,hong'liu'dang'bei'zhi
洪炉炽炭燎一毛,hong'lu'chi'tan'liao'yi'mao
虹霓就掌握,hong'ni'jiu'zhang'wo
红腻小湖莲,hong'ni'xiao'hu'lian
弘农人吏待,hong'nong'ren'li'dai
红旆插狼头,hong'pei'cha'lang'tou
红渠绿蘋芳意多,hong'qu'lv'pin'fang'yi'duo
鸿声出苑迟,hong'sheng'chu'yuan'chi
鸿私降自天,hong'si'jiang'zi'tian
洪涛滔天风拔木,hong'tao'tao'tian'feng'ba'mu
洪涛隐语笑,hong'tao'yin'yu'xiao
洪涛越凌乱,hong'tao'yue'ling'luan
红亭出鸟外,hong'ting'chu'niao'wai
红亭酒瓮香,hong'ting'jiu'weng'xiang
红亭绿酒送君还,hong'ting'lv'jiu'song'jun'hai
红亭莫惜醉,hong'ting'mo'xi'zui
红亭水木不知暑,hong'ting'shui'mu'bu'zhi'shu
红亭移酒席,hong'ting'yi'jiu'xi
泓下亦龙吟,hong'xia'yi'long'yin
红鲜任霞散,hong'xian'ren'xia'san
红牙缕马对樗蒱,hong'ya'lv'ma'dui'chu'pu
红颜白面花映肉,hong'yan'bai'mian'hua'ying'rou
红颜怆为别,hong'yan'chuang'wei'bie
鸿雁及羔羊,hong'yan'ji'gao'yang
鸿雁几时到,hong'yan'ji'shi'dao
鸿雁将安归,hong'yan'jiang'an'gui
鸿雁来翩翻,hong'yan'lai'pian'fan
红药无人摘,hong'yao'wu'ren'zhai
红缨紫鞚珊瑚鞭,hong'ying'zi'kong'shan'hu'bian
红绽雨肥梅,hong'zhan'yu'fei'mei
红烛然金盘,hong'zhu'ran'jin'pan
宏壮不如初,hong'zhuang'bu'ru'chu
侯伯知何等,hou'bo'zhi'he'deng
后汉更列帝,hou'han'geng'lie'di
后汉今周喜再昌,hou'han'jin'zhou'xi'zai'chang
后会何缘由,hou'hui'he'yuan'you
候火起中夜,hou'huo'qi'zhong'ye
候火云烽峻,hou'huo'yun'feng'jun
后来鞍马何逡巡,hou'lai'an'ma'he'qun'xun
后来杰出云孙比,hou'lai'jie'chu'yun'sun'bi
后来况接才华盛,hou'lai'kuang'jie'cai'hua'sheng
后来莫匆匆,hou'lai'mo'cong'cong
后来未识犹骏奔,hou'lai'wei'shi'you'jun'ben
后来遭犬戎,hou'lai'zao'quan'rong
候吏来相续,hou'li'lai'xiang'xu
后生相动何寂寥,hou'sheng'xiang'dong'he'ji'liao
后生血气豪,hou'sheng'xue'qi'hao
后时连骑莫相违,hou'shi'lian'qi'mo'xiang'wei
后时已如此,hou'shi'yi'ru'ci
后祀何疏芜,hou'si'he'shu'wu
后王尚柔远,hou'wang'shang'rou'yuan
后夜空山禅诵时,hou'ye'kong'shan'chan'song'shi
后有韦讽前支遁,hou'you'wei'feng'qian'zhi'dun
后月到长安,hou'yue'dao'chang'an
虎豹哀号又堪记,hu'bao'ai'hao'you'kan'ji
虎豹号我西,hu'bao'hao'wo'xi
忽悲尚枯槁,hu'bei'shang'ku'gao
呼婢取酒壶,hu'bi'qu'jiu'hu
湖边有飞旐,hu'bian'you'fei'zhao
胡兵夺长安,hu'bing'duo'chang'an
胡兵更陆梁,hu'bing'geng'lu'liang
胡兵犹不归,hu'bing'you'bu'gui
胡不来兮玉斧家,hu'bu'lai'xi'yu'fu'jia
胡尘暗东洛,hu'chen'an'dong'luo
胡尘暗河洛,hu'chen'an'he'luo
胡尘暗天道路长,hu'chen'an'tian'dao'lu'chang
胡尘不敢起,hu'chen'bu'gan'qi
胡尘昏坱莽,hu'chen'hun'yang'mang
胡尘净古塞,hu'chen'jing'gu'sai
胡尘逾太行,hu'chen'yu'tai'hang
湖城城南一开眼,hu'cheng'cheng'nan'yi'kai'yan
忽承优诏赴铜鱼,hu'cheng'you'zhao'fu'tong'yu
胡雏逼神器,hu'chu'bi'shen'qi
胡雏尚未灭,hu'chu'shang'wei'mie
胡床理事馀,hu'chuang'li'shi'yu
虎倒龙颠委榛棘,hu'dao'long'dian'wei'zhen'ji
胡地苜蓿美,hu'di'mu'xu'mei
胡地三月半,hu'di'san'yue'ban
鄠杜秋天失雕鹗,hu'du'qiu'tian'shi'diao'e
呼儿具梨枣,hu'er'ju'li'zao
呼儿具纸笔,hu'er'ju'zhi'bi
胡儿十岁能骑马,hu'er'shi'sui'neng'qi'ma
胡儿行且歌,hu'er'xing'qie'ge
胡儿制骆驼,hu'er'zhi'luo'tuo
护法护身惟振锡,hu'fa'hu'shen'wei'zhen'xi
忽逢人世是秦时,hu'feng'ren'shi'shi'qin'shi
忽负乐生谤,hu'fu'le'sheng'bang
忽复叹藏舟,hu'fu'tan'cang'zhou
胡公陂上日初低,hu'gong'bei'shang'ri'chu'di
忽怪褚生何得还,hu'guai'zhu'sheng'he'de'hai
湖光映吏人,hu'guang'ying'li'ren
胡国草木长,hu'guo'cao'mu'chang
湖海吞大荒,hu'hai'tun'da'huang
呼号傍孤城,hu'hao'bang'gu'cheng
忽忽峡中睡,hu'hu'xia'zhong'shui
胡姬酒垆日未午,hu'ji'jiu'lu'ri'wei'wu
胡姬垆头劝君酒,hu'ji'lu'tou'quan'jun'jiu
忽霁尚残阳,hu'ji'shang'can'yang
胡笳楼上发,hu'jia'lou'shang'fa
忽驾五云车,hu'jia'wu'yun'che
胡笳一曲断人肠,hu'jia'yi'qu'duan'ren'chang
胡笳怨兮将送君,hu'jia'yuan'xi'jiang'song'jun
虎剑旧将军,hu'jian'jiu'jiang'jun
忽见芒砀间,hu'jian'mang'dang'jian
胡羯漫猖狂,hu'jie'man'chang'kuang
胡羯岂强敌,hu'jie'qi'qiang'di
胡羯仍构患,hu'jie'reng'gou'huan
胡羯争乾坤,hu'jie'zheng'qian'kun
忽惊骢马来,hu'jing'cong'ma'lai
忽惊会面稀,hu'jing'hui'mian'xi
忽惊年复新,hu'jing'nian'fu'xin
忽惊振衣起,hu'jing'zhen'yi'qi
忽惊政化理,hu'jing'zheng'hua'li
忽觉莲花峰,hu'jue'lian'hua'feng
忽开满卷不可识,hu'kai'man'juan'bu'ke'shi
忽看皮寝处,hu'kan'pi'qin'chu
胡寇尚未尽,hu'kou'shang'wei'jin
