阿基米德巧计,a'ji'mi'de'qiao'ji
航行雷达,hang'xing'lei'da
航行图,hang'xing'tu
航行序列,hang'xing'xu'lie
航行障碍物,hang'xing'zhang'ai'wu
航宇,hang'yu
航宇器,hang'yu'qi
航站天气预报,hang'zhan'tian'qi'yu'bao
壕底,hao'di
壕沟,hao'gou
壕沟宽度,hao'gou'kuan'du
毫弧度,hao'hu'du
壕宽,hao'kuan
毫米厚,hao'mi'hou
毫米火炮,hao'mi'huo'pao
毫米口径,hao'mi'kou'jing
毫米口径火炮,hao'mi'kou'jing'huo'pao
毫秒电雷管,hao'miao'dian'lei'guan
毫秒雷管,hao'miao'lei'guan
壕深,hao'shen
河岸,he'an
河坝,he'ba
核爆技术领域,he'bao'ji'shu'ling'yu
核爆破装置,he'bao'po'zhuang'zhi
核爆探测,he'bao'tan'ce
核爆炸,he'bao'zha
核爆炸次声波,he'bao'zha'ci'sheng'bo
核爆炸地震波,he'bao'zha'di'zhen'bo
核爆炸估算,he'bao'zha'gu'suan
核爆炸观测仪,he'bao'zha'guan'ce'yi
核爆炸火球,he'bao'zha'huo'qiu
核爆炸景象,he'bao'zha'jing'xiang
核爆炸探测,he'bao'zha'tan'ce
合并运转,he'bing'yun'zhuan
和兵仗局,he'bing'zhang'ju
河槽,he'cao
合成风,he'cheng'feng
合成军,he'cheng'jun
合成军队,he'cheng'jun'dui
合成军队侦察,he'cheng'jun'dui'zhen'cha
合成孔径雷达,he'cheng'kong'jing'lei'da
合成师,he'cheng'shi
合成预备队,he'cheng'yu'bei'dui
河床,he'chuang
核打击,he'da'ji
核打击目标,he'da'ji'mu'biao
核弹头,he'dan'tou
核当量,he'dang'liang
河堤,he'di
河底,he'di
核地雷,he'di'lei
核动力,he'dong'li
核反击,he'fan'ji
核反击任务,he'fan'ji'ren'wu
核反击作战,he'fan'ji'zuo'zhan
核反应,he'fan'ying
核防护,he'fang'hu
河幅,he'fu
核辐射损伤,he'fu'she'sun'shang
和改制,he'gai'zhi
核观测,he'guan'ce
核观测分队,he'guan'ce'fen'dui
核观测配系,he'guan'ce'pei'xi
核观测哨,he'guan'ce'shao
核火箭发动机,he'huo'jian'fa'dong'ji
核火力计划,he'huo'li'ji'hua
合击,he'ji
和可靠性,he'ke'kao'xing
河宽,he'kuan
合练,he'lian
核裂变产物,he'lie'bian'chan'wu
核裂变装料,he'lie'bian'zhuang'liao
河流,he'liu
和美洲,he'mei'zhou
和欧洲,he'ou'zhou
和旗风,he'qi'feng
和尚屿,he'shang'yu
河深,he'shen
核试验,he'shi'yan
核试验场区,he'shi'yan'chang'qu
合水线,he'shui'xian
合同攻击,he'tong'gong'ji
合同命令,he'tong'ming'ling
合同训练,he'tong'xun'lian
合同战斗,he'tong'zhan'dou
合同战术,he'tong'zhan'shu
合同战术训练,he'tong'zhan'shu'xun'lian
合同战役,he'tong'zhan'yi
合同作战,he'tong'zuo'zhan
核突击,he'tu'ji
合围,he'wei
合为一体,he'wei'yi'ti
核武器,he'wu'qi
核武器残片,he'wu'qi'can'pian
核武器剩留物,he'wu'qi'sheng'liu'wu
核武器威力,he'wu'qi'wei'li
核武器效应,he'wu'qi'xiao'ying
核袭击,he'xi'ji
核袭击警报,he'xi'ji'jing'bao
河西走廊,he'xi'zou'lang
核心工事,he'xin'gong'shi
核心阵地,he'xin'zhen'di
核炸弹,he'zha'dan
合战,he'zhan
和战,he'zhan
核战争,he'zhan'zheng
和蒸汽机,he'zheng'qi'ji
河中节套舟,he'zhong'jie'tao'zhou
河中舟,he'zhong'zhou
合州之战,he'zhou'zhi'zhan
核装料,he'zhuang'liao
核装置,he'zhuang'zhi
和装置组成,he'zhuang'zhi'zu'cheng
核子推进剂,he'zi'tui'jin'ji
黑寡妇,hei'gua'fu
黑蝴蝶事件,hei'hu'die'shi'jian
黑牛角,hei'niu'jiao
黑牛角风格剑,hei'niu'jiao'feng'ge'jian
黑色火药,hei'se'huo'yao
黑色平刃直刀,hei'se'ping'ren'zhi'dao
黑色钛碳处理,hei'se'tai'tan'chu'li
黑色氧化处理,hei'se'yang'hua'chu'li
黑色炸药,hei'se'zha'yao
黑四棱,hei'si'leng
黑索今,hei'suo'jin
黑鹰,hei'ying
黑鹰行动组,hei'ying'xing'dong'zu
黑影隐者短刀,hei'ying'yin'zhe'duan'dao
黑鹰直升机,hei'ying'zhi'sheng'ji
很快就突破,hen'kuai'jiu'tu'po
横队,heng'dui
横飞,heng'fei
横风,heng'feng
横风修正量,heng'feng'xiu'zheng'liang
横桁,heng'heng
桁架滚送器,heng'jia'gun'song'qi
桁架连接器,heng'jia'lian'jie'qi
横宽目标,heng'kuan'mu'biao
横倾,heng'qing
亨特里克松,heng'te'li'ke'song
横向分辨力,heng'xiang'fen'bian'li
横向路,heng'xiang'lu
横向偏差,heng'xiang'pian'cha
横向铁路,heng'xiang'tie'lu
红宝石级潜艇,hong'bao'shi'ji'qian'ting
红点式镜瞄,hong'dian'shi'jing'miao
红二导弹,hong'er'dao'dan
红二方面军,hong'er'fang'mian'jun
红色贝雷帽,hong'se'bei'lei'mao
洪水河床,hong'shui'he'chuang
红四方面军,hong'si'fang'mian'jun
红四军,hong'si'jun
红外暴露征候,hong'wai'bao'lu'zheng'hou
红外测距仪,hong'wai'ce'ju'yi
红外导引头,hong'wai'dao'yin'tou
红外点源制导,hong'wai'dian'yuan'zhi'dao
红外光源,hong'wai'guang'yuan
红外激光测距,hong'wai'ji'guang'ce'ju
红外望远镜,hong'wai'wang'yuan'jing
红外线灯,hong'wai'xian'deng
红外线观察,hong'wai'xian'guan'cha
红外线瞄准镜,hong'wai'xian'miao'zhun'jing
红外线摄影,hong'wai'xian'she'ying
红外线通信,hong'wai'xian'tong'xin
红外线侦察,hong'wai'xian'zhen'cha
红外夜视仪,hong'wai'ye'shi'yi
红外仪,hong'wai'yi
红外诱饵,hong'wai'you'er
红外照相,hong'wai'zhao'xiang
红外侦察,hong'wai'zhen'cha
红一方面军,hong'yi'fang'mian'jun
轰炸,hong'zha
轰炸兵力计算,hong'zha'bing'li'ji'suan
轰炸航空兵,hong'zha'hang'kong'bing
轰炸航路,hong'zha'hang'lu
轰炸机,hong'zha'ji
轰炸雷达,hong'zha'lei'da
轰炸目标选择,hong'zha'mu'biao'xuan'ze
轰炸设备,hong'zha'she'bei
后备兵役,hou'bei'bing'yi
后发制人,hou'fa'zhi'ren
后方部署,hou'fang'bu'shu
后方地域,hou'fang'di'yu
后方防卫,hou'fang'fang'wei
后方干扰分群,hou'fang'gan'rao'fen'qun
后方工程,hou'fang'gong'cheng
后方供应,hou'fang'gong'ying
后方基地,hou'fang'ji'di
后方尖兵,hou'fang'jian'bing
后方交会法,hou'fang'jiao'hui'fa
后方警戒,hou'fang'jing'jie
后方勘察,hou'fang'kan'cha
后方命令,hou'fang'ming'ling
后方勤务,hou'fang'qin'wu
后方通信,hou'fang'tong'xin
后方通信网,hou'fang'tong'xin'wang
后方医院,hou'fang'yi'yuan
后方指挥,hou'fang'zhi'hui
后方指挥部,hou'fang'zhi'hui'bu
后方指挥所,hou'fang'zhi'hui'suo
后飞,hou'fei
后改为采用,hou'gai'wei'cai'yong
后顾之忧,hou'gu'zhi'you
后汉,hou'han
后击突兵,hou'ji'tu'bing
后舰桥,hou'jian'qiao
后桥,hou'qiao
后桥驱动,hou'qiao'qu'dong
后勤报告,hou'qin'bao'gao
后勤保障,hou'qin'bao'zhang
后勤保障计划,hou'qin'bao'zhang'ji'hua
后勤编组,hou'qin'bian'zu
后勤部,hou'qin'bu
后勤部队,hou'qin'bu'dui
后勤部署,hou'qin'bu'shu
后勤处,hou'qin'chu
后勤防卫,hou'qin'fang'wei
后勤方向部署,hou'qin'fang'xiang'bu'shu
后勤分部,hou'qin'fen'bu
后勤分队,hou'qin'fen'dui
后勤分批转移,hou'qin'fen'pi'zhuan'yi
后勤工作小组,hou'qin'gong'zuo'xiao'zu
后勤管理,hou'qin'guan'li
后勤基地,hou'qin'ji'di
后勤机关,hou'qin'ji'guan
后勤交替转移,hou'qin'jiao'ti'zhuan'yi
后勤军官,hou'qin'jun'guan
后勤勘察,hou'qin'kan'cha
后勤力量,hou'qin'li'liang
后勤配置,hou'qin'pei'zhi
后勤配置地域,hou'qin'pei'zhi'di'yu
后勤人员,hou'qin'ren'yuan
后勤梯次部署,hou'qin'ti'ci'bu'shu
后勤通信,hou'qin'tong'xin
后勤文件,hou'qin'wen'jian
后勤文书,hou'qin'wen'shu
后勤现代化,hou'qin'xian'dai'hua
后勤先遣组,hou'qin'xian'qian'zu
后勤想定,hou'qin'xiang'ding
后勤协同,hou'qin'xie'tong
后勤学,hou'qin'xue
后勤学术,hou'qin'xue'shu
后勤学院,hou'qin'xue'yuan
后勤训练,hou'qin'xun'lian
后勤演习,hou'qin'yan'xi
后勤要图,hou'qin'yao'tu
后勤一次转移,hou'qin'yi'ci'zhuan'yi
后勤预备力量,hou'qin'yu'bei'li'liang
后勤预先号令,hou'qin'yu'xian'hao'ling
后勤院校,hou'qin'yuan'xiao
后勤指挥,hou'qin'zhi'hui
后勤指挥所,hou'qin'zhi'hui'suo
后勤指挥学院,hou'qin'zhi'hui'xue'yuan
后勤指示,hou'qin'zhi'shi
后勤专业,hou'qin'zhuan'ye
后勤转移,hou'qin'zhuan'yi
后勤装备,hou'qin'zhuang'bei
后勤组织体制,hou'qin'zu'zhi'ti'zhi
后送,hou'song
后卫,hou'wei
后向散射截面,hou'xiang'san'she'jie'mian
后续,hou'xu
后续部队,hou'xu'bu'dui
后续任务,hou'xu'ren'wu
后续梯队,hou'xu'ti'dui
后战,hou'zhan
后装滑膛枪,hou'zhuang'hua'tang'qiang
后装枪,hou'zhuang'qiang
后坐,hou'zuo
后坐力,hou'zuo'li
虎斑迷彩,hu'ban'mi'cai
护板炮,hu'ban'pao
胡德号,hu'de'hao
蝴蝶斗士,hu'die'dou'shi
蝴蝶雷,hu'die'lei
蝴蝶前哨站,hu'die'qian'shao'zhan
蝴蝶闪电快开,hu'die'shan'dian'kuai'kai
蝴蝶袭击者,hu'die'xi'ji'zhe
护航,hu'hang
护航运输队,hu'hang'yun'shu'dui
呼唤火力,hu'huan'huo'li
湖口,hu'kou
虎牢关,hu'lao'guan
护木,hu'mu
胡骑,hu'qi
虎旗,hu'qi
虎钤经,hu'qian'jing
护手板,hu'shou'ban
护送射击,hu'song'she'ji
虎头湛金枪,hu'tou'zhan'jin'qiang
护卫舰,hu'wei'jian
护卫舰大队,hu'wei'jian'da'dui
护卫艇,hu'wei'ting
护卫者,hu'wei'zhe
虎纹版捕鲸叉,hu'wen'ban'bu'jing'cha
呼吸道防护,hu'xi'dao'fang'hu
华北军区,hua'bei'jun'qu
华北野战军,hua'bei'ye'zhan'jun
画地退陈儒,hua'di'tui'chen'ru
华东海军,hua'dong'hai'jun
华东军区,hua'dong'jun'qu
划归,hua'gui
化患为利,hua'huan'wei'li
化解社会矛盾,hua'jie'she'hui'mao'dun
化劣为优,hua'lie'wei'you
华南抗日纵队,hua'nan'kang'ri'zong'dui
滑坡,hua'po
花枪,hua'qiang
划区供应,hua'qu'gong'ying
华沙条约,hua'sha'tiao'yue
华沙条约组织,hua'sha'tiao'yue'zu'zhi
华盛顿,hua'sheng'dun
华盛顿号,hua'sheng'dun'hao
滑膛炮,hua'tang'pao
滑膛枪,hua'tang'qiang
滑铁卢,hua'tie'lu
话网,hua'wang
话务员,hua'wu'yuan
滑翔,hua'xiang
滑翔机,hua'xiang'ji
滑行,hua'xing
滑行道,hua'xing'dao
滑行道灯,hua'xing'dao'deng
化学弹,hua'xue'dan
化学地雷,hua'xue'di'lei
化学电池,hua'xue'dian'chi
化学反击,hua'xue'fan'ji
化学防护,hua'xue'fang'hu
化学复合伤,hua'xue'fu'he'shang
化学估算,hua'xue'gu'suan
化学观察,hua'xue'guan'cha
化学观察哨,hua'xue'guan'cha'shao
化学航弹,hua'xue'hang'dan
化学火箭弹,hua'xue'huo'jian'dan
化学炮弹,hua'xue'pao'dan
化学武器,hua'xue'wu'qi
化学袭击,hua'xue'xi'ji
化学袭击警报,hua'xue'xi'ji'jing'bao
化学战,hua'xue'zhan
化学障碍物,hua'xue'zhang'ai'wu
化学侦察,hua'xue'zhen'cha
化学侦察器材,hua'xue'zhen'cha'qi'cai
化验车,hua'yan'che
化整为零,hua'zheng'wei'ling
华中军区,hua'zhong'jun'qu
化装侦察,hua'zhuang'zhen'cha
怀德军,huai'de'jun
怀恩军,huai'en'jun
换班,huan'ban
换班报告,huan'ban'bao'gao
换班命令,huan'ban'ming'ling
换乘,huan'cheng
换乘程序,huan'cheng'cheng'xu
换乘海域,huan'cheng'hai'yu
换乘区,huan'cheng'qu
缓冲机,huan'chong'ji
缓冲装置,huan'chong'zhuang'zhi
缓发中子,huan'fa'zhong'zi
换季,huan'ji
换季保养,huan'ji'bao'yang
换件,huan'jian
换件修理,huan'jian'xiu'li
环境战,huan'jing'zhan
换旗破赵,huan'qi'po'zhao
环形防御,huan'xing'fang'yu
环形配置,huan'xing'pei'zhi
环形铁路线路,huan'xing'tie'lu'xian'lu
环形线,huan'xing'xian
患有严重疾病,huan'you'yan'zhong'ji'bing
缓战,huan'zhan
环子枪,huan'zi'qiang
黄蜂号,huang'feng'hao
黄河浮桥,huang'he'fu'qiao
皇家方舟,huang'jia'fang'zhou
皇家方舟号,huang'jia'fang'zhou'hao
黄金地质勘探,huang'jin'di'zhi'kan'tan
黄金地质普查,huang'jin'di'zhi'pu'cha
黄土岭伏击战,huang'tu'ling'fu'ji'zhan
会操,hui'cao
会传,hui'chuan
回答器,hui'da'qi
回答式,hui'da'shi
回答式干扰,hui'da'shi'gan'rao
恢复阵地,hui'fu'zhen'di
恢复主动,hui'fu'zhu'dong
会合点,hui'he'dian
会合区,hui'he'qu
会记,hui'ji
回令,hui'ling
毁契买义,hui'qi'mai'yi
毁伤半径,hui'shang'ban'jing
毁伤程度,hui'shang'cheng'du
毁伤敌坦克,hui'shang'di'tan'ke
毁伤概率,hui'shang'gai'lv
毁伤目标,hui'shang'mu'biao
毁伤目标能力,hui'shang'mu'biao'neng'li
毁伤能力,hui'shang'neng'li
毁伤效果,hui'shang'xiao'guo
毁伤效应,hui'shang'xiao'ying
毁伤要求,hui'shang'yao'qiu
回声声纳,hui'sheng'sheng'na
会师,hui'shi
回填,hui'tian
回旋,hui'xuan
会议经费,hui'yi'jing'fei
回援,hui'yuan
绘制要图,hui'zhi'yao'tu
回转盘,hui'zhuan'pan
回转式,hui'zhuan'shi
混合编队,hun'he'bian'dui
混合编组,hun'he'bian'zu
混合潮,hun'he'chao
混合地雷场,hun'he'di'lei'chang
混合雷场,hun'he'lei'chang
混合配置,hun'he'pei'zhi
混合使用,hun'he'shi'yong
混合行军,hun'he'xing'jun
混凝土机械,hun'ning'tu'ji'xie
混凝土破坏弹,hun'ning'tu'po'huai'dan
混战,hun'zhan
火长,huo'chang
火铳,huo'chong
火袋,huo'dai
活动暴露征候,huo'dong'bao'lu'zheng'hou
活动挡泥板,huo'dong'dang'ni'ban
活动范围大,huo'dong'fan'wei'da
活动目标,huo'dong'mu'biao
活动目标侦察,huo'dong'mu'biao'zhen'cha
火工品,huo'gong'pin
货机,huo'ji
火箭爆破弹,huo'jian'bao'po'dan
火箭爆破器,huo'jian'bao'po'qi
火箭布雷,huo'jian'bu'lei
火箭布雷车,huo'jian'bu'lei'che
火箭布雷弹,huo'jian'bu'lei'dan
火箭布雷系统,huo'jian'bu'lei'xi'tong
火箭弹,huo'jian'dan
火箭发动机,huo'jian'fa'dong'ji
火箭炮,huo'jian'pao
火箭扫雷,huo'jian'sao'lei
火箭式,huo'jian'shi
火箭筒,huo'jian'tong
火箭增程弹,huo'jian'zeng'cheng'dan
火箭助飞鱼雷,huo'jian'zhu'fei'yu'lei
火具,huo'ju
火控,huo'kong
火控点,huo'kong'dian
火控雷达,huo'kong'lei'da
火控系统,huo'kong'xi'tong
火雷管,huo'lei'guan
火力报复,huo'li'bao'fu
火力打击,huo'li'da'ji
火力打击能力,huo'li'da'ji'neng'li
火力点,huo'li'dian
火力点复活,huo'li'dian'fu'huo
火力对比,huo'li'dui'bi
火力反击,huo'li'fan'ji
火力范围,huo'li'fan'wei
火力反准备,huo'li'fan'zhun'bei
火力封锁,huo'li'feng'suo
火力机动,huo'li'ji'dong
火力计划,huo'li'ji'hua
火力集中,huo'li'ji'zhong
火力控制,huo'li'kong'zhi
火力控制点,huo'li'kong'zhi'dian
火力控制网,huo'li'kong'zhi'wang
火力控制系统,huo'li'kong'zhi'xi'tong
火力联系,huo'li'lian'xi
火力密度,huo'li'mi'du
火力配系,huo'li'pei'xi
火力区分,huo'li'qu'fen
火力突击,huo'li'tu'ji
火力袭击,huo'li'xi'ji
火力压制,huo'li'ya'zhi
火力掩护,huo'li'yan'hu
火力延伸,huo'li'yan'shen
火力要图,huo'li'yao'tu
火力优先,huo'li'you'xian
火力侦察,huo'li'zhen'cha
火力支援,huo'li'zhi'yuan
火力支援队,huo'li'zhi'yuan'dui
火力支援群,huo'li'zhi'yuan'qun
火力转移,huo'li'zhuan'yi
火力追击,huo'li'zhui'ji
火力准备,huo'li'zhun'bei
火力组,huo'li'zu
火力阻断,huo'li'zu'duan
火力阻击,huo'li'zu'ji
火龙枪,huo'long'qiang
霍乱弧菌,huo'luan'hu'jun
火帽,huo'mao
火炮,huo'pao
火炮待机阵地,huo'pao'dai'ji'zhen'di
火炮发射阵地,huo'pao'fa'she'zhen'di
火炮工事,huo'pao'gong'shi
火炮控制雷达,huo'pao'kong'zhi'lei'da
火炮履历书,huo'pao'lv'li'shu
火炮密度,huo'pao'mi'du
火炮抢修,huo'pao'qiang'xiu
火炮射弹散布,huo'pao'she'dan'san'bu
火炮射角,huo'pao'she'jiao
火炮威力,huo'pao'wei'li
火炮稳定器,huo'pao'wen'ding'qi
火炮有效射程,huo'pao'you'xiao'she'cheng
火器,huo'qi
火器分散,huo'qi'fen'san
火器机动,huo'qi'ji'dong
火器研制家,huo'qi'yan'zhi'jia
火球,huo'qiu
活塞簧,huo'sai'huang
活塞式飞机,huo'sai'shi'fei'ji
活塞系统,huo'sai'xi'tong
活塞座,huo'sai'zuo
火身口水平面,huo'shen'kou'shui'ping'mian
火身口压力,huo'shen'kou'ya'li
火绳枪,huo'sheng'qiang
火绳是用,huo'sheng'shi'yong
火绳头,huo'sheng'tou
火网,huo'wang
火线喊话,huo'xian'han'hua
火线立功,huo'xian'li'gong
火线联欢,huo'xian'lian'huan
火线抢救,huo'xian'qiang'jiu
火线入党,huo'xian'ru'dang
火线运输,huo'xian'yun'shu
火药残余成分,huo'yao'can'yu'cheng'fen
火药道,huo'yao'dao
火药燃气,huo'yao'ran'qi
货也,huo'ye
货运码头,huo'yun'ma'tou
火战,huo'zhan
火障,huo'zhang
火障碍物,huo'zhang'ai'wu
火制地带,huo'zhi'di'dai
基本案,ji'ben'an
基本等高线,ji'ben'deng'gao'xian
基本动作,ji'ben'dong'zuo
基本功,ji'ben'gong
基本观察所,ji'ben'guan'cha'suo
基本河床,ji'ben'he'chuang
基本歼灭,ji'ben'jian'mie
基本射击,ji'ben'she'ji
基本武器,ji'ben'wu'qi
基本想定,ji'ben'xiang'ding
基本阵地,ji'ben'zhen'di
基本阵地作战,ji'ben'zhen'di'zuo'zhan
基本指挥部,ji'ben'zhi'hui'bu
基本指挥所,ji'ben'zhi'hui'suo
基本装备,ji'ben'zhuang'bei
击毙,ji'bi
级别资历章,ji'bie'zi'li'zhang
基层党委,ji'ceng'dang'wei
基层建设,ji'ceng'jian'she
机场标高,ji'chang'biao'gao
极长波,ji'chang'bo
极长波通信,ji'chang'bo'tong'xin
机场场道,ji'chang'chang'dao
机场待战,ji'chang'dai'zhan
机场导航,ji'chang'dao'hang
机场等级,ji'chang'deng'ji
机场对空防御,ji'chang'dui'kong'fang'yu
机场反封锁,ji'chang'fan'feng'suo
机场防护,ji'chang'fang'hu
机场防护能力,ji'chang'fang'hu'neng'li
机场防御,ji'chang'fang'yu
机场关闭,ji'chang'guan'bi
机场净空区,ji'chang'jing'kong'qu
机场区域,ji'chang'qu'yu
机场区域图,ji'chang'qu'yu'tu
机场天气预报,ji'chang'tian'qi'yu'bao
机场网,ji'chang'wang
机场值班,ji'chang'zhi'ban
基础训练,ji'chu'xun'lian
击锤,ji'chui
击锤簧,ji'chui'huang
急促射,ji'cu'she
戟刀,ji'dao
级导弹巡洋舰,ji'dao'dan'xun'yang'jian
级等驱逐舰,ji'deng'qu'zhu'jian
基地兵站,ji'di'bing'zhan
基地仓库,ji'di'cang'ku
极地带,ji'di'dai
基地防御,ji'di'fang'yu
基地防御通信,ji'di'fang'yu'tong'xin
基地扫雷舰,ji'di'sao'lei'jian
既定决心,ji'ding'jue'xin
既定射程,ji'ding'she'cheng
机动编队,ji'dong'bian'dui
机动兵力,ji'dong'bing'li
机动部队,ji'dong'bu'dui
机动布雷,ji'dong'bu'lei
机动发射,ji'dong'fa'she
机动轨迹,ji'dong'gui'ji
机动类型,ji'dong'lei'xing
机动力,ji'dong'li
机动力和,ji'dong'li'he
机动能力,ji'dong'neng'li
机动日,ji'dong'ri
机动式多弹头,ji'dong'shi'duo'dan'tou
机动性,ji'dong'xing
机动样式,ji'dong'yang'shi
机动战术,ji'dong'zhan'shu
机动装具,ji'dong'zhuang'ju
缉毒技术,ji'du'ji'shu
机断行事,ji'duan'hang'shi
极端武力,ji'duan'wu'li
戟盾矛橹,ji'dun'mao'lu
击发,ji'fa
击发笔,ji'fa'bi
击发机,ji'fa'ji
击发机构,ji'fa'ji'gou
击发枪,ji'fa'qiang
击发枪试验,ji'fa'qiang'shi'yan
击发枪与,ji'fa'qiang'yu
击发系统简单,ji'fa'xi'tong'jian'dan
己方,ji'fang
己方雷达,ji'fang'lei'da
基干民兵,ji'gan'min'bing
机关炮,ji'guan'pao
激光测距,ji'guang'ce'ju
激光测距仪,ji'guang'ce'ju'yi
激光导引头,ji'guang'dao'yin'tou
激光反导,ji'guang'fan'dao
激光驾束制导,ji'guang'jia'shu'zhi'dao
激光近炸引信,ji'guang'jin'zha'yin'xin
激光雷达,ji'guang'lei'da
激光瞄准镜,ji'guang'miao'zhun'jing
激光末端制导,ji'guang'mo'duan'zhi'dao
激光起爆技术,ji'guang'qi'bao'ji'shu
激光束,ji'guang'shu
激光通信,ji'guang'tong'xin
激光通信设备,ji'guang'tong'xin'she'bei
激光武器,ji'guang'wu'qi
激光仪器,ji'guang'yi'qi
激光侦察,ji'guang'zhen'cha
激光制导,ji'guang'zhi'dao
激光制导炸弹,ji'guang'zhi'dao'zha'dan
激光致盲武器,ji'guang'zhi'mang'wu'qi
集合地域,ji'he'di'yu
吉鸿昌,ji'hong'chang
计划火力,ji'hua'huo'li
计划内射击,ji'hua'nei'she'ji
计划外射击,ji'hua'wai'she'ji
击毁,ji'hui
击毁装置,ji'hui'zhuang'zhi
集火,ji'huo
激活供电,ji'huo'gong'dian
集火近战,ji'huo'jin'zhan
集火力,ji'huo'li
集火射击,ji'huo'she'ji
积极防空,ji'ji'fang'kong
积极防御,ji'ji'fang'yu
积极防御战略,ji'ji'fang'yu'zhan'lue
积极性,ji'ji'xing
机加工艺,ji'jia'gong'yi
基建部队,ji'jian'bu'dui
基建工程兵,ji'jian'gong'cheng'bing
机降,ji'jiang
集结,ji'jie
集结地区,ji'jie'di'qu
集结地域,ji'jie'di'yu
集结上船,ji'jie'shang'chuan
集结上船阶段,ji'jie'shang'chuan'jie'duan
击溃,ji'kui
击溃战,ji'kui'zhan
计利以听,ji'li'yi'ting
剂量笔,ji'liang'bi
剂量玻璃,ji'liang'bo'li
剂量检查,ji'liang'jian'cha
计量监督,ji'liang'jian'du
剂量监督,ji'liang'jian'du
剂量胶片,ji'liang'jiao'pian
剂量仪,ji'liang'yi
吉林省教育厅,ji'lin'sheng'jiao'yu'ting
吉林省军区,ji'lin'sheng'jun'qu
即令习武,ji'ling'xi'wu
记录诸元口令,ji'lu'zhu'yuan'kou'ling
击落,ji'luo
基洛级潜艇,ji'luo'ji'qian'ting
纪律条令,ji'lv'tiao'ling
机密性,ji'mi'xing
季莫费耶维奇,ji'mo'fei'ye'wei'qi
济南军区,ji'nan'jun'qu
机内武器舱,ji'nei'wu'qi'cang
纪念章,ji'nian'zhang
机器人,ji'qi'ren
机枪,ji'qiang
机枪靶,ji'qiang'ba
机枪工事,ji'qiang'gong'shi
机枪火力点,ji'qiang'huo'li'dian
机枪曳光弹,ji'qiang'ye'guang'dan
计曲线,ji'qu'xian
级驱逐舰,ji'qu'zhu'jian
级驱逐舰装备,ji'qu'zhu'jian'zhuang'bei
机群,ji'qun
集群核突击,ji'qun'he'tu'ji
极善使枪,ji'shan'shi'qiang
机上导航设备,ji'shang'dao'hang'she'bei
既设电路,ji'she'dian'lu
既设线路,ji'she'xian'lu
既设阵地,ji'she'zhen'di
机身,ji'shen
及时开展调查,ji'shi'kai'zhan'diao'cha
集束,ji'shu
技术保养,ji'shu'bao'yang
技术保障,ji'shu'bao'zhang
技术保障工作,ji'shu'bao'zhang'gong'zuo
技术保障机构,ji'shu'bao'zhang'ji'gou
技术保障通信,ji'shu'bao'zhang'tong'xin
技术保障组,ji'shu'bao'zhang'zu
基数标准,ji'shu'biao'zhun
技术兵,ji'shu'bing
技术兵器,ji'shu'bing'qi
技术操作,ji'shu'cao'zuo
集束多弹头,ji'shu'duo'dan'tou
技术观察,ji'shu'guan'cha
集束箭,ji'shu'jian
技术检查,ji'shu'jian'cha
技术鉴定,ji'shu'jian'ding
技术军官,ji'shu'jun'guan
技术考核,ji'shu'kao'he
技术能手,ji'shu'neng'shou
技术配套,ji'shu'pei'tao
技术器材,ji'shu'qi'cai
技术勤务,ji'shu'qin'wu
技术勤务区,ji'shu'qin'wu'qu
技术手段,ji'shu'shou'duan
技术训练,ji'shu'xun'lian
技术侦察,ji'shu'zhen'cha
技术阵地,ji'shu'zhen'di
技术指标,ji'shu'zhi'biao
技术装备,ji'shu'zhuang'bei
技术准备,ji'shu'zhun'bei
技术组织措施,ji'shu'zu'zhi'cuo'shi
汲水器材,ji'shui'qi'cai
给水站,ji'shui'zhan
给水站主任,ji'shui'zhan'zhu'ren
缉私海域,ji'si'hai'yu
计算机网络,ji'suan'ji'wang'luo
集体防护,ji'ti'fang'hu
集体防护器材,ji'ti'fang'hu'qi'cai
集体停机坪,ji'ti'ting'ji'ping
