阿婆情熟牡丹开,a'po'qing'shu'mu'dan'kai
梦魂长羡金山客,meng'hun'chang'xian'jin'shan'ke
梦魂无重阻,meng'hun'wu'zhong'zu
猛火烧其烟,meng'huo'shao'qi'yan
梦惊波浪日无辉,meng'jing'bo'lang'ri'wu'hui
梦里家仍远,meng'li'jia'reng'yuan
濛笼水墨淡如烟,meng'long'shui'mo'dan'ru'yan
梦寐白云居,meng'mei'bai'yun'ju
濛濛千万花,meng'meng'qian'wan'hua
梦亲旌旆何由见,meng'qin'jing'pei'he'you'jian
梦绕山川身不行,meng'rao'shan'chuan'shen'bu'xing
梦绕天山外,meng'rao'tian'shan'wai
梦人占之,meng'ren'zhan'zhi
梦入荆南道,meng'ru'jing'nan'dao
梦随行伍朝天去,meng'sui'xing'wu'chao'tian'qu
梦向愁中积,meng'xiang'chou'zhong'ji
梦想何曾间,meng'xiang'he'ceng'jian
梦想频虚结,meng'xiang'pin'xu'jie
梦想入君怀,meng'xiang'ru'jun'huai
梦忆仙郎夜夜心,meng'yi'xian'lang'ye'ye'xin
梦远愁蝴蝶,meng'yuan'chou'hu'die
梦中朝上日,meng'zhong'chao'shang'ri
梦中青琐闼,meng'zhong'qing'suo'ta
梦中山亦阴,meng'zhong'shan'yi'yin
梦中昨夜到边城,meng'zhong'zuo'ye'dao'bian'cheng
梦渚鸿声晚,meng'zhu'hong'sheng'wan
梦逐仙山客,meng'zhu'xian'shan'ke
密处似无枝,mi'chu'si'wu'zhi
密辞投水石,mi'ci'tou'shui'shi
蜜房那有主,mi'fang'na'you'zhu
弭盖出故关,mi'gai'chu'gu'guan
弭节结徒侣,mi'jie'jie'tu'lv
蓂开海上影,mi'kai'hai'shang'ying
密来惊叶少,mi'lai'jing'ye'shao
弥令感盛衰,mi'ling'gan'sheng'shuai
麋鹿自成群,mi'lu'zi'cheng'qun
麋鹿走荒台,mi'lu'zou'huang'tai
弥天释子本高情,mi'tian'shi'zi'ben'gao'qing
密雪又霏霏,mi'xue'you'fei'fei
勉君万里去,mian'jun'wan'li'qu
绵联烽戍稠,mian'lian'feng'shu'chou
冕旒开处见,mian'liu'kai'chu'jian
缅然方独寻,mian'ran'fang'du'xun
面如玉,mian'ru'yu
面山如对画,mian'shan'ru'dui'hua
湎淫不修,mian'yin'bu'xiu
渺渺春生楚水波,miao'miao'chun'sheng'chu'shui'bo
渺渺飞霜夜,miao'miao'fei'shuang'ye
渺渺蜃楼新,miao'miao'shen'lou'xin
渺渺溯洄远,miao'miao'su'hui'yuan
眇默诸境森,miao'mo'zhu'jing'sen
渺然从此去,miao'ran'cong'ci'qu
眇然四体轻,miao'ran'si'ti'qing
妙入神处无人知,miao'ru'shen'chu'wu'ren'zhi
妙算干戈止,miao'suan'gan'ge'zhi
灭迹在缁流,mie'ji'zai'zi'liu
灭尽乌孙夺公主,mie'jin'wu'sun'duo'gong'zhu
敏尔之生,min'er'zhi'sheng
闽海风尘鸣戍鼓,min'hai'feng'chen'ming'shu'gu
闽吏得之,min'li'dei'zhi
黾勉思逋客,min'mian'si'bu'ke
悯默此中别,min'mo'ci'zhong'bie
愍农也,min'nong'ye
闽中传有雪,min'zhong'chuan'you'xue
名惭竹使宦情少,ming'can'zhu'shi'huan'qing'shao
明晨阻通籍,ming'chen'zu'tong'ji
明当此中别,ming'dang'ci'zhong'bie
明登斩蛟柱,ming'deng'zhan'jiao'zhu
命厄留骓处,ming'e'liu'zhui'chu
明发还须去,ming'fa'huan'xu'qu
明妃愁中汉使回,ming'fei'chou'zhong'han'shi'hui
命妇羞蘋叶,ming'fu'xiu'pin'ye
名高身不知,ming'gao'shen'bu'zhi
名高闲不得,ming'gao'xian'bu'de
明河川上没,ming'he'chuan'shang'mei
鸣何早,ming'he'zao
明晦看殊色,ming'hui'kan'shu'se
名寄图书内,ming'ji'tu'shu'nei
名籍自凭虚,ming'ji'zi'ping'xu
命驾无由缘,ming'jia'wu'you'yuan
鸣笳已逐春风咽,ming'jia'yi'zhu'chun'feng'yan
命蹇固安分,ming'jian'gu'an'fen
明将冰镜对,ming'jiang'bing'jing'dui
名借三军勇,ming'jie'san'jun'yong
明镜出匣时,ming'jing'chu'xia'shi
明镜唯知老,ming'jing'wei'zhi'lao
铭旌已度桥,ming'jing'yi'du'qiao
铭旌雨不飞,ming'jing'yu'bu'fei
鸣珂奉阙庭,ming'ke'feng'que'ting
明灵达精意,ming'ling'da'jing'yi
明灭在空阶,ming'mie'zai'kong'jie
明年此地看花发,ming'nian'ci'di'kan'hua'fa
明年此夕游何处,ming'nian'ci'xi'you'he'chu
明年天陨星,ming'nian'tian'yun'xing
明年息枝,ming'nian'xi'zhi
鸣珮随鹓鹭,ming'pei'sui'yuan'lu
名齐将上军,ming'qi'jiang'shang'jun
明日公西去,ming'ri'gong'xi'qu
明日过闾里,ming'ri'guo'lv'li
明日见花开,ming'ri'jian'hua'kai
明日开铃阁,ming'ri'kai'ling'ge
明日思君处,ming'ri'si'jun'chu
明日武陵西,ming'ri'wu'ling'xi
明日又逢春,ming'ri'you'feng'chun
明如云间月,ming'ru'yun'jian'yue
暝色休群动,ming'se'xiu'qun'dong
名山窅岖嶔,ming'shan'yao'qu'qin
明时白发多,ming'shi'bai'fa'duo
明时耻自沉,ming'shi'chi'zi'chen
名士礼能周,ming'shi'li'neng'zhou
明时又挂冠,ming'shi'you'gua'guan
明岁杏园花下集,ming'sui'xing'yuan'hua'xia'ji
名通内籍贵,ming'tong'nei'ji'gui
名位未沾身欲老,ming'wei'wei'zhan'shen'yu'lao
名下茝兰馨,ming'xia'chai'lan'xin
明霞发金丹,ming'xia'fa'jin'dan
名香日总闻,ming'xiang'ri'zong'wen
名悬壮士籍,ming'xuan'zhuang'shi'ji
名亚典属国,ming'ya'dian'shu'guo
鸣雁飞初夜,ming'yan'fei'chu'ye
鸣雁嘹嘹北向频,ming'yan'liao'liao'bei'xiang'pin
命厌蓍龟诱,ming'yan'shi'gui'you
名因赋颂雄,ming'yin'fu'song'xiong
明月关山悠,ming'yue'guan'shan'you
明月江边夜,ming'yue'jiang'bian'ye
明月皎皎入华池,ming'yue'jiao'jiao'ru'hua'chi
明月空自圆,ming'yue'kong'zi'yuan
明月临沧海,ming'yue'lin'cang'hai
明月双溪水,ming'yue'shuang'xi'shui
明月谈空坐,ming'yue'tan'kong'zuo
明月虚空色,ming'yue'xu'kong'se
明月羊车梦里声,ming'yue'yang'che'meng'li'sheng
明月在山巅,ming'yue'zai'shan'dian
明朝别后门还掩,ming'zhao'bie'hou'men'hai'yan
明朝访楫师,ming'zhao'fang'ji'shi
明朝复何见,ming'zhao'fu'he'jian
明朝古堤路,ming'zhao'gu'di'lu
鸣棹孤寻到何处,ming'zhao'gu'xun'dao'he'chu
明朝莫回望,ming'zhao'mo'hui'wang
明朝若相忆,ming'zhao'ruo'xiang'yi
明朝上征去,ming'zhao'shang'zheng'qu
明朝问子游,ming'zhao'wen'zi'you
明朝下湘岸,ming'zhao'xia'xiang'an
明朝又是孤舟别,ming'zhao'you'shi'gu'zhou'bie
名振图书剑在泉,ming'zhen'tu'shu'jian'zai'quan
明征君旧宅,ming'zheng'jun'jiu'zhai
明知不自由,ming'zhi'bu'zi'you
明质鹜高景,ming'zhi'wu'gao'jing
明珠被弃捐,ming'zhu'bei'qi'juan
明珠解转又能圆,ming'zhu'jie'zhuan'you'neng'yuan
明主岂能好,ming'zhu'qi'neng'hao
明主知封事,ming'zhu'zhi'feng'shi
名字书仙籍,ming'zi'shu'xian'ji
鸣驺驰道上,ming'zou'chi'dao'shang
谬官辞获免,miu'guan'ci'huo'mian
谬将蹇步寻高躅,miu'jiang'jian'bu'xun'gao'zhu
谬入阮家逢庆乐,miu'ru'ruan'jia'feng'qing'le
莫爱芳菲湿绮罗,mo'ai'fang'fei'shi'qi'luo
莫比武陵源,mo'bi'wu'ling'yuan
莫不静谧,mo'bu'jing'mi
莫嗔焙茶烟暗,mo'chen'bei'cha'yan'an
莫冲莲柄折,mo'chong'lian'bing'zhe
莫愁客鬓改,mo'chou'ke'bin'gai
莫辞今日醉,mo'ci'jin'ri'zui
莫道归繻在,mo'dao'gui'ru'zai
莫道书生无感激,mo'dao'shu'sheng'wu'gan'ji
莫敢相留止,mo'gan'xiang'liu'zhi
莫共酒杯疏,mo'gong'jiu'bei'shu
莫怪狂人游楚国,mo'guai'kuang'ren'you'chu'guo
莫怪侵星坐,mo'guai'qin'xing'zuo
莫怪沙边倒,mo'guai'sha'bian'dao
莫怪山中多看人,mo'guai'shan'zhong'duo'kan'ren
莫恨长沙远,mo'hen'chang'sha'yuan
莫恨伏辕身未老,mo'hen'fu'yuan'shen'wei'lao
莫话边庭事,mo'hua'bian'ting'shi
莫话弹冠事,mo'hua'tan'guan'shi
莫话心中事,mo'hua'xin'zhong'shi
莫嫁如兄夫,mo'jia'ru'xiong'fu
莫将弓箭射官军,mo'jiang'gong'jian'she'guan'jun
莫将心事问樵翁,mo'jiang'xin'shi'wen'qiao'weng
莫教愁梦到乡关,mo'jiao'chou'meng'dao'xiang'guan
莫惊此度归来晚,mo'jing'ci'du'gui'lai'wan
莫料辕门笑鲁儒,mo'liao'yuan'men'xiao'lu'ru
末路甘贫病,mo'lu'gan'pin'bing
磨捋形相一条铁,mo'luo'xing'xiang'yi'tiao'tie
秣马备戎行,mo'ma'bei'rong'hang
磨灭怀中刺,mo'mie'huai'zhong'ci
漠漠春烟间曙楼,mo'mo'chun'yan'jian'shu'lou
漠漠秋苔洁,mo'mo'qiu'tai'jie
漠漠水香风颇馥,mo'mo'shui'xiang'feng'po'fu
漠漠汀帆转,mo'mo'ting'fan'zhuan
漠漠烟光前浦晚,mo'mo'yan'guang'qian'pu'wan
脉脉悠悠倚槛情,mo'mo'you'you'yi'kan'qing
漠漠重云暗,mo'mo'zhong'yun'an
莫怕南风且尽欢,mo'pa'nan'feng'qie'jin'huan
磨铅惭砥砺,mo'qian'can'di'li
莫遣鹤支钱,mo'qian'he'zhi'qian
莫遣黄莺花里啭,mo'qian'huang'ying'hua'li'zhuan
莫遣青丝扫路尘,mo'qian'qing'si'sao'lu'chen
莫遣桃花迷客路,mo'qian'tao'hua'mi'ke'lu
莫遣杨花笑白头,mo'qian'yang'hua'xiao'bai'tou
莫遣英名负洛阳,mo'qian'ying'ming'fu'luo'yang
陌上归心无产业,mo'shang'gui'xin'wu'chan'ye
陌上凉风槐叶凋,mo'shang'liang'feng'huai'ye'diao
陌上他人何足论,mo'shang'ta'ren'he'zu'lun
莫是除书误姓名,mo'shi'chu'shu'wu'xing'ming
莫说去刀州,mo'shuo'qu'dao'zhou
陌头车马共营营,mo'tou'che'ma'gong'ying'ying
莫问苍梧远,mo'wen'cang'wu'yuan
莫我告繇,mo'wo'gao'yao
莫嫌憔悴无知己,mo'xian'qiao'cui'wu'zhi'ji
莫嫌浊酒君须醉,mo'xian'zhuo'jiu'jun'xu'zui
莫向山阳过,mo'xiang'shan'yang'guo
莫向阳台梦使君,mo'xiang'yang'tai'meng'shi'jun
莫信笔堪耕,mo'xin'bi'kan'geng
莫信梅花发,mo'xin'mei'hua'fa
莫学晋嵇康,mo'xue'jin'ji'kang
末学误为文,mo'xue'wu'wei'wen
莫讶春潮阔,mo'ya'chun'chao'kuo
莫言道者无悲事,mo'yan'dao'zhe'wu'bei'shi
摩耶夫人降前佛,mo'ye'fu'ren'jiang'qian'fo
莫倚儿童轻岁月,mo'yi'er'tong'qing'sui'yue
莫以回车泣,mo'yi'hui'che'qi
莫以衣上尘,mo'yi'yi'shang'chen
墨诏千封雨露繁,mo'zhao'qian'feng'yu'lu'fan
莫折园中柳,mo'zhe'yuan'zhong'liu
末至才仍短,mo'zhi'cai'reng'duan
莫著戎衣期上清,mo'zhu'rong'yi'qi'shang'qing
莫作烂柯棋,mo'zuo'lan'ke'qi
谋身当议罪,mou'shen'dang'yi'zui
谋身意未安,mou'shen'yi'wei'an
木杯能渡水,mu'bei'neng'du'shui
木冰花不发,mu'bing'hua'bu'fa
牧伯风流足,mu'bo'feng'liu'zu
暮潮江势阔,mu'chao'jiang'shi'kuo
暮尘归众骑,mu'chen'gui'zhong'qi
暮春愁见别,mu'chun'chou'jian'bie
暮爨新樵湿,mu'cuan'xin'qiao'shi
暮峰和玉垒,mu'feng'he'yu'lei
暮烽玄兔急,mu'feng'xuan'tu'ji
目极泪盈睫,mu'ji'lei'ying'jie
暮角发高城,mu'jiao'fa'gao'cheng
暮角寒山色,mu'jiao'han'shan'se
木兰抱杼嗟,mu'lan'bao'zhu'jie
木兰代父去,mu'lan'dai'fu'qu
木兰能承父母颜,mu'lan'neng'cheng'fu'mu'yan
木落惊年长,mu'luo'jing'nian'zhang
木落浦萧萧,mu'luo'pu'xiao'xiao
木落天清猿昼哀,mu'luo'tian'qing'yuan'zhou'ai
牧马攒花溢万群,mu'ma'cuan'hua'yi'wan'qun
牧马动边情,mu'ma'dong'bian'qing
牧马胡天晚,mu'ma'hu'tian'wan
穆穆唐尧年,mu'mu'tang'yao'nian
暮年从远谪,mu'nian'cong'yuan'zhe
暮年方自见,mu'nian'fang'zi'jian
暮年聊化俗,mu'nian'liao'hua'su
暮鸟翻江岸,mu'niao'fan'jiang'an
暮鸟声偏苦,mu'niao'sheng'pian'ku
木奴花映桐庐县,mu'nu'hua'ying'tong'lu'xian
木奴向熟悬金实,mu'nu'xiang'shu'xuan'jin'shi
目前见伤死,mu'qian'jian'shang'si
墓前靡靡春草深,mu'qian'mi'mi'chun'cao'shen
目琼琼兮情感,mu'qiong'qiong'xi'qing'gan
暮色隔连滩,mu'se'ge'lian'tan
暮山逢鸟入,mu'shan'feng'niao'ru
木实之繁兮,mu'shi'zhi'fan'xi
木衰羁思远,mu'shuai'ji'si'yuan
目送孤飞鸿,mu'song'gu'fei'hong
目送孤鸿飞向西,mu'song'gu'hong'fei'xiang'xi
暮宿青海傍,mu'su'qing'hai'bang
目随阳雁极烟霄,mu'sui'yang'yan'ji'yan'xiao
暮天深巷起悲风,mu'tian'shen'xiang'qi'bei'feng
穆王八骏超昆仑,mu'wang'ba'jun'chao'kun'lun
暮向竹林栖,mu'xiang'zhu'lin'qi
目笑是心哭,mu'xiao'shi'xin'ku
暮雪馀春冷,mu'xue'yu'chun'leng
暮叶初翻砌,mu'ye'chu'fan'qi
木叶纷纷湘水滨,mu'ye'fen'fen'xiang'shui'bin
木叶微堕黄,mu'ye'wei'duo'huang
暮游冬冬鼓声绝,mu'you'dong'dong'gu'sheng'jue
暮与佳人期,mu'yu'jia'ren'qi
暮与双凫宿,mu'yu'shuang'fu'su
暮云征马速,mu'yun'zheng'ma'su
墓作石桥东,mu'zuo'shi'qiao'dong
那辞近汝坟,na'ci'jin'ru'fen
那得此飞栖,na'de'ci'fei'qi
那得到深秋,na'de'dao'shen'qiu
那敢烦君车马来,na'gan'fan'jun'che'ma'lai
那及轻身燕,na'ji'qing'shen'yan
那教妾貌长如玉,na'jiao'qie'mao'chang'ru'yu
那堪故吏闻,na'kan'gu'li'wen
那堪归葬日,na'kan'gui'zang'ri
那堪终日愁,na'kan'zhong'ri'chou
那令杂繁手,na'ling'za'fan'shou
那能寄相忆,na'neng'ji'xiang'yi
那无此良会,na'wu'ci'liang'hui
那言苦行役,na'yan'ku'xing'yi
衲衣交膝对天花,na'yi'jiao'xi'dui'tian'hua
衲衣求坏帛,na'yi'qiu'huai'bo
那知见子真,na'zhi'jian'zi'zhen
那知今夜长生殿,na'zhi'jin'ye'chang'sheng'dian
乃悲世上人,nai'bei'shi'shang'ren
乃帝乃神,nai'di'nai'shen
乃分司空授朔土,nai'fen'si'kong'shou'shuo'tu
乃古黄庭经,nai'gu'huang'ting'jing
乃绝其阳,nai'jue'qi'yang
乃梦乘车,nai'meng'cheng'che
乃梦乘舟,nai'meng'cheng'zhou
乃命旨酒琴瑟,nai'ming'zhi'jiu'qin'se
乃是前溪蒲,nai'shi'qian'xi'pu
乃舒乃屯,nai'shu'nai'tun
乃熂蒺藜,nai'xi'ji'li
乃繇彼曲直,nai'yao'bi'qu'zhi
乃夷荆棘,nai'yi'jing'ji
乃有甫田,nai'you'fu'tian
乃曰庚午,nai'yue'geng'wu
乃至黄泉,nai'zhi'huang'quan
乃致金翅鸟,nai'zhi'jin'chi'niao
南北东西各自去,nan'bei'dong'xi'ge'zi'qu
南北与山邻,nan'bei'yu'shan'lin
难别复难亲,nan'bie'fu'nan'qin
南朝树色隔窗低,nan'chao'shu'se'ge'chuang'di
南朝寺舍空,nan'chao'si'she'kong
南朝寺最多,nan'chao'si'zui'duo
难得相逢容易别,nan'de'xiang'feng'rong'yi'bie
南登回首处,nan'deng'hui'shou'chu
南渡登舟即水仙,nan'du'deng'zhou'ji'shui'xian
南渡天寒日又斜,nan'du'tian'han'ri'you'xie
南厄羊肠险,nan'e'yang'chang'xian
男儿须聘用,nan'er'xu'pin'yong
南方荣桂枝,nan'fang'rong'gui'zhi
南宫树色晓森森,nan'gong'shu'se'xiao'sen'sen
南郭群儒从,nan'guo'qun'ru'cong
南国幽沉尽,nan'guo'you'chen'jin
南看汉月双眼明,nan'kan'han'yue'shuang'yan'ming
难堪岁暮离心,nan'kan'sui'mu'li'xin
南客思归肠欲绝,nan'ke'si'gui'chang'yu'jue
南邻北里日经过,nan'lin'bei'li'ri'jing'guo
南溟垂大翼,nan'ming'chui'da'yi
南亩行春罢,nan'mu'xing'chun'ba
喃喃向人语,nan'nan'xiang'ren'yu
南人伐竹湘山下,nan'ren'fa'zhu'xiang'shan'xia
南山不可移,nan'shan'bu'ke'yi
南山对明镜,nan'shan'dui'ming'jing
南山阑干千丈雪,nan'shan'lan'gan'qian'zhang'xue
南山如天不可上,nan'shan'ru'tian'bu'ke'shang
南山为圣寿,nan'shan'wei'sheng'shou
南舍机杼发,nan'she'ji'zhu'fa
难随白雪吟,nan'sui'bai'xue'yin
南随万里风,nan'sui'wan'li'feng
南塘春尽水争流,nan'tang'chun'jin'shui'zheng'liu
南天胡马独悲嘶,nan'tian'hu'ma'du'bei'si
南天异风候,nan'tian'yi'feng'hou
南庭吏事稀,nan'ting'li'shi'xi
南图尚旅游,nan'tu'shang'lv'you
南望鸣钟处,nan'wang'ming'zhong'chu
难违尘外踪,nan'wei'chen'wai'zong
南向海风吹,nan'xiang'hai'feng'chui
南想宣城郡,nan'xiang'xuan'cheng'jun
南行绕山陂,nan'xing'rao'shan'bei
南行无俗侣,nan'xing'wu'su'lv
南野起新筑,nan'ye'qi'xin'zhu
难与葛洪亲,nan'yu'ge'hong'qin
难于古人左右射,nan'yu'gu'ren'zuo'you'she
南指楚云阴,nan'zhi'chu'yun'yin
南中匠人淳用钢,nan'zhong'jiang'ren'chun'yong'gang
南州风土滞龙媒,nan'zhou'feng'tu'zhi'long'mei
南州管灵山,nan'zhou'guan'ling'shan
南宗与北宗,nan'zong'yu'bei'zong
囊无寸帛瓶无粟,nang'wu'cun'bo'ping'wu'su
内顾一悲翁,nei'gu'yi'bei'weng
内官先向蓬莱殿,nei'guan'xian'xiang'peng'lai'dian
内户均皮席,nei'hu'jun'pi'xi
内里声声不遣出,nei'li'sheng'sheng'bu'qian'chu
内学似支郎,nei'xue'si'zhi'lang
内学销多累,nei'xue'xiao'duo'lei
能持苏武节,neng'chi'su'wu'jie
能赋传幽思,neng'fu'chuan'you'si
能歌宛转世应稀,neng'ge'wan'zhuan'shi'ying'xi
能令翰苑客,neng'ling'han'yuan'ke
能令万感生,neng'ling'wan'gan'sheng
能如木兰节,neng'ru'mu'lan'jie
能使清凉头不热,neng'shi'qing'liang'tou'bu're
能逃生死中,neng'tao'sheng'si'zhong
能衔任黄雀,neng'xian'ren'huang'que
能销坏宅火烧时,neng'xiao'huai'zhai'huo'shao'shi
能依二谛法,neng'yi'er'di'fa
能有几人同,neng'you'ji'ren'tong
泥坂望青城,ni'ban'wang'qing'cheng
霓裳归物外,ni'chang'gui'wu'wai
拟称三汉更图王,ni'cheng'san'han'geng'tu'wang
拟归云壑去,ni'gui'yun'he'qu
泥积辙更深,ni'ji'zhe'geng'shen
拟将儿女归来住,ni'jiang'er'nv'gui'lai'zhu
泥金检玉昭鸿恩,ni'jin'jian'yu'zhao'hong'en
霓旌绛节倚彤云,ni'jing'jiang'jie'yi'tong'yun
泥沙几沉溺,ni'sha'ji'chen'ni
拟上青桐枝,ni'shang'qing'tong'zhi
拟托凌云势,ni'tuo'ling'yun'shi
拟向田间老此身,ni'xiang'tian'jian'lao'ci'shen
猊坐翻萧瑟,ni'zuo'fan'xiao'se
年鬓暗相催,nian'bin'an'xiang'cui
年鬓两蹉跎,nian'bin'liang'cuo'tuo
年鬓自蹉跎,nian'bin'zi'cuo'tuo
年高众病归,nian'gao'zhong'bing'gui
年光剧水流,nian'guang'ju'shui'liu
年华已向秋草里,nian'hua'yi'xiang'qiu'cao'li
年惊弟侄催,nian'jing'di'zhi'cui
年来白发欲星星,nian'lai'bai'fa'yu'xing'xing
年来百事皆无绪,nian'lai'bai'shi'jie'wu'xu
年来草自春,nian'lai'cao'zi'chun
年来倦萧索,nian'lai'juan'xiao'suo
年来马上浑无力,nian'lai'ma'shang'hun'wu'li
年来七十罢耕桑,nian'lai'qi'shi'ba'geng'sang
年来桡客寄禅扉,nian'lai'rao'ke'ji'chan'fei
年来日日春光好,nian'lai'ri'ri'chun'guang'hao
年来笑伴皆归去,nian'lai'xiao'ban'jie'gui'qu
年老从僧律,nian'lao'cong'seng'lv
年流一叶催,nian'liu'yi'ye'cui
年年不离旧杉松,nian'nian'bu'li'jiu'shan'song
年年此登眺,nian'nian'ci'deng'tiao
年年独不见,nian'nian'du'bu'jian
年年老向江城寺,nian'nian'lao'xiang'jiang'cheng'si
年年立春后,nian'nian'li'chun'hou
年年攀折为行人,nian'nian'pan'zhe'wei'xing'ren
年年生白发,nian'nian'sheng'bai'fa
年年事不同,nian'nian'shi'bu'tong
年年啼血动人悲,nian'nian'ti'xue'dong'ren'bei
年年五湖上,nian'nian'wu'hu'shang
年年依旧物华新,nian'nian'yi'jiu'wu'hua'xin
念渠还领会,nian'qu'hai'ling'hui
年少不应辞苦节,nian'shao'bu'ying'ci'ku'jie
年少初辞阙,nian'shao'chu'ci'que
年少逢胡乱,nian'shao'feng'hu'luan
年少无遗事,nian'shao'wu'yi'shi
年深白骨稀,nian'shen'bai'gu'xi
年深梵语变,nian'shen'fan'yu'bian
年深宫院在,nian'shen'gong'yuan'zai
年深松桂长,nian'shen'song'gui'chang
念我机中素,nian'wo'ji'zhong'su
念我平生欢,nian'wo'ping'sheng'huan
年销逐鹿中,nian'xiao'zhu'lu'zhong
年移代去感精魂,nian'yi'dai'qu'gan'jing'hun
辇迎仙仗出,nian'ying'xian'zhang'chu
鸟从花里带香飞,niao'cong'hua'li'dai'xiang'fei
鸟道插云梯甃玉,niao'dao'cha'yun'ti'zhou'yu
鸟动香轻发,niao'dong'xiang'qing'fa
鸟飞青苔院,niao'fei'qing'tai'yuan
鸟飞晴云灭,niao'fei'qing'yun'mie
鸟归山外树,niao'gui'shan'wai'shu
鸟惊飞讵已,niao'jing'fei'ju'yi
鸟陵嶂合杳,niao'ling'zhang'he'yao
鸟没汉诸陵,niao'mei'han'zhu'ling
袅袅分游骑,niao'niao'fen'you'qi
褭褭林际出,niao'niao'lin'ji'chu
袅袅秋风时,niao'niao'qiu'feng'shi
袅袅烟光不堪翦,niao'niao'yan'guang'bu'kan'jian
鸟去宁知路,niao'qu'ning'zhi'lu
鸟入一枝低,niao'ru'yi'zhi'di
鸟散竹林风,niao'san'zhu'lin'feng
鸟声天上来,niao'sheng'tian'shang'lai
鸟兽成形花倒植,niao'shou'cheng'xing'hua'dao'zhi
鸟鼠无巢穴,niao'shu'wu'chao'xue
鸟踏梅花落已频,niao'ta'mei'hua'luo'yi'pin
鸟啼花发柳含烟,niao'ti'hua'fa'liu'han'yan
鸟啼花竹暗,niao'ti'hua'zhu'an
鸟啼浑似惜春晖,niao'ti'hun'si'xi'chun'hui
鸟外亭亭露掌高,niao'wai'ting'ting'lu'zhang'gao
蹑云知有路,nie'yun'zhi'you'lu
宁从贱相守,ning'cong'jian'xiang'shou
宁敢恨长门,ning'gan'hen'chang'men
凝笳催晓奠,ning'jia'cui'xiao'dian
凝笳临水发,ning'jia'lin'shui'fa
凝嚬掩笑心相许,ning'pin'yan'xiao'xin'xiang'xu
宁遣友朋闻,ning'qian'you'peng'wen
宁是泛沧浪,ning'shi'fan'cang'lang
宁同杂佩声,ning'tong'za'pei'sheng
宁有再嫁资,ning'you'zai'jia'zi
宁与解神同,ning'yu'jie'shen'tong
宁知白玉暗成痕,ning'zhi'bai'yu'an'cheng'hen
宁知尘外意,ning'zhi'chen'wai'yi
宁知陇水烟销日,ning'zhi'long'shui'yan'xiao'ri
宁知樵子径,ning'zhi'qiao'zi'jing
宁知秋风至,ning'zhi'qiu'feng'zhi
宁知霜霰侵,ning'zhi'shuang'xian'qin
宁知枉骑过,ning'zhi'wang'qi'guo
宁知修干下,ning'zhi'xiu'gan'xia
宁知幽谷羽,ning'zhi'you'gu'yu
牛羊出古城,niu'yang'chu'gu'cheng
牛羊落照间,niu'yang'luo'zhao'jian
牛羊下荒冢,niu'yang'xia'huang'zhong
弄调人间不识名,nong'diao'ren'jian'bu'shi'ming
弄花香满衣,nong'hua'xiang'man'yi
侬家定作湖中客,nong'jia'ding'zuo'hu'zhong'ke
侬家少年爱游逸,nong'jia'shao'nian'ai'you'yi
农器近消兵,nong'qi'jin'xiao'bing
农桑子云业,nong'sang'zi'yun'ye
农书夜直寻,nong'shu'ye'zhi'xun
弄玉吹箫后,nong'yu'chui'xiao'hou
秾枝藏宿鸟,nong'zhi'cang'su'niao
努力勤登历,nu'li'qin'deng'li
怒目时一呼,nu'mu'shi'yi'hu
奴仆来碎叶,nu'pu'lai'sui'ye
暖处偏知香气深,nuan'chu'pian'zhi'xiang'qi'shen
暖谷春光至,nuan'gu'chun'guang'zhi
暖景登桥望,nuan'jing'deng'qiao'wang
暖日菜心稠,nuan'ri'cai'xin'chou
女伴朝来说,nv'ban'chao'lai'shuo
女儿浦口潮平,nv'er'pu'kou'chao'ping
女歌本轻艳,nv'ge'ben'qing'yan
女惊妻泪流,nv'jing'qi'lei'liu
女萝蒙幽蔓,nv'luo'meng'you'man
女墙分吏事,nv'qiang'fen'li'shi
女心愿所宜,nv'xin'yuan'suo'yi
女羞夫婿薄,nv'xiu'fu'xu'bao
鸥边可泊舟,ou'bian'ke'bo'zhou
偶从山后到山前,ou'cong'shan'hou'dao'shan'qian
偶逢樵者问山名,ou'feng'qiao'zhe'wen'shan'ming
偶来人境外,ou'lai'ren'jing'wai
藕泥封藕节,ou'ni'feng'ou'jie
鸥鸟识归心,ou'niao'shi'gui'xin
鸥鸟也欺人,ou'niao'ye'qi'ren
偶入横山寺,ou'ru'heng'shan'si
偶胜聊换节,ou'sheng'liao'huan'jie
藕丝挂在虚空中,ou'si'gua'zai'xu'kong'zhong
偶宿俱南客,ou'su'ju'nan'ke
偶为达者知,ou'wei'da'zhe'zhi
偶向经中寻,ou'xiang'jing'zhong'xun
偶与匈奴逢,ou'yu'xiong'nu'feng
偶逐青萝居,ou'zhu'qing'luo'ju
偶逐簪组辈,ou'zhu'zan'zu'bei
偶坐更相悲,ou'zuo'geng'xiang'bei
怕将水月净身心,pa'jiang'shui'yue'jing'shen'xin
拍手坛边笑,pai'shou'tan'bian'xiao
排云听洞箫,pai'yun'ting'dong'xiao
鞶带手中结,pan'dai'shou'zhong'jie
盘空双鹤惊几剑,pan'kong'shuang'he'jing'ji'jian
潘郎不敢使人催,pan'lang'bu'gan'shi'ren'cui
攀龙与泣麟,pan'long'yu'qi'lin
盘跚待日晞,pan'shan'dai'ri'xi
