暧暧澄湖光,ai'ai'cheng'hu'guang
帘外初白日,lian'wai'chu'bai'ri
帘外春寒赐锦袍,lian'wai'chun'han'ci'jin'pao
连行接翼往复还,lian'xing'jie'yi'wang'fu'hai
两翅自无力,liang'chi'zi'wu'li
凉风怀袖里,liang'feng'huai'xiu'li
凉风生褐衣,liang'feng'sheng'he'yi
凉风洗修木,liang'feng'xi'xiu'mu
量力颇及早,liang'li'po'ji'zao
两女辍洗来趋风,liang'nv'chuo'xi'lai'qu'feng
两崖改明昏,liang'ya'gai'ming'hun
良友垂真契,liang'you'chui'zhen'qi
良友呼我宿,liang'you'hu'wo'su
量与江海宽,liang'yu'jiang'hai'kuan
梁园旧相识,liang'yuan'jiu'xiang'shi
梁园秋竹古时烟,liang'yuan'qiu'zhu'gu'shi'yan
梁园修竹在,liang'yuan'xiu'zhu'zai
寥寥禅诵处,liao'liao'chan'song'chu
寥寥辞垢氛,liao'liao'ci'gou'fen
寥寥此堂上,liao'liao'ci'tang'shang
寥寥古松下,liao'liao'gu'song'xia
了了见松雪,liao'liao'jian'song'xue
寥寥金殿里,liao'liao'jin'dian'li
寥寥浦溆寒,liao'liao'pu'xu'han
寥寥丘中想,liao'liao'qiu'zhong'xiang
寥寥天宇空,liao'liao'tian'yu'kong
寥寥一犬吠桃源,liao'liao'yi'quan'fei'tao'yuan
撩乱边愁听不尽,liao'luan'bian'chou'ting'bu'jin
寥落东峰上,liao'luo'dong'feng'shang
寥落几家人,liao'luo'ji'jia'ren
寥落空南轩,liao'luo'kong'nan'xuan
料钱用尽却为谤,liao'qian'yong'jin'que'wei'bang
聊取玉琴弹,liao'qu'yu'qin'tan
了然云霞气,liao'ran'yun'xia'qi
聊为高秋酌,liao'wei'gao'qiu'zhuo
僚友同一心,liao'you'tong'yi'xin
烈火无遗巢,lie'huo'wu'yi'chao
列郡专城分国忧,lie'jun'zhuan'cheng'fen'guo'you
林暗僧独归,lin'an'seng'du'gui
临池白鸟看,lin'chi'bai'niao'kan
邻笛那堪落日听,lin'di'na'kan'luo'ri'ting
临风敞丽谯,lin'feng'chang'li'qiao
临风但攘臂,lin'feng'dan'rang'bi
林荒逸少居,lin'huang'yi'shao'ju
林昏楚色来,lin'hun'chu'se'lai
林际翠微路,lin'ji'cui'wei'lu
邻家思妇见之叹,lin'jia'si'fu'jian'zhi'tan
邻家渔未归,lin'jia'yu'wei'gui
懔坎难归来,lin'kan'nan'gui'lai
琳琅禁闼遥相忆,lin'lang'jin'ta'yao'xiang'yi
鳞鳞鱼浦帆,lin'lin'yu'pu'fan
临流兴未阑,lin'liu'xing'wei'lan
林峦非一状,lin'luan'fei'yi'zhuang
林峦分夕丽,lin'luan'fen'xi'li
林峦信回惑,lin'luan'xin'hui'huo
林鸟百般声,lin'niao'bai'ban'sheng
临歧方教诲,lin'qi'fang'jiao'hui
临歧南望一沾巾,lin'qi'nan'wang'yi'zhan'jin
临期仍把手,lin'qi'reng'ba'shou
临期数行泪,lin'qi'shu'xing'lei
临歧亦羡归,lin'qi'yi'xian'gui
鳞穷水泉涸,lin'qiong'shui'quan'he
临时废玉徽,lin'shi'fei'yu'hui
临事无全牛,lin'shi'wu'quan'niu
临水独挥手,lin'shui'du'hui'shou
临水更依依,lin'shui'geng'yi'yi
临水徒挥手,lin'shui'tu'hui'shou
临水叶纷纷,lin'shui'ye'fen'fen
临水自伤流落久,lin'shui'zi'shang'liu'luo'jiu
临危欲负戈,lin'wei'yu'fu'ge
林卧避残暑,lin'wo'bi'can'shu
林卧情每闲,lin'wo'qing'mei'xian
林西残雨收,lin'xi'can'yu'shou
临下带乡情,lin'xia'dai'xiang'qing
林下偶同游,lin'xia'ou'tong'you
林下期何在,lin'xia'qi'he'zai
林下一僧还,lin'xia'yi'seng'hai
林下昼焚香,lin'xia'zhou'fen'xiang
林响朝登岭,lin'xiang'chao'deng'ling
林中阮生集,lin'zhong'ruan'sheng'ji
岭暗猿啼月,ling'an'yuan'ti'yue
灵怪崇偏祠,ling'guai'chong'pian'ci
岭海看飞鸟,ling'hai'kan'fei'niao
泠泠出禁频,ling'ling'chu'jin'pin
泠泠花下琴,ling'ling'hua'xia'qin
泠泠明药丛,ling'ling'ming'yao'cong
泠泠七丝上,ling'ling'qi'si'shang
泠泠七弦遍,ling'ling'qi'xian'bian
玲珑薄绛纱,ling'long'bao'jiang'sha
令名满徐方,ling'ming'man'xu'fang
泠然夜遂深,ling'ran'ye'sui'shen
令人气力微,ling'ren'qi'li'wei
令人想吴会,ling'ren'xiang'wu'hui
岭色千重万重雨,ling'se'qian'zhong'wan'chong'yu
岭上梅花侵雪暗,ling'shang'mei'hua'qin'xue'an
凌霜触雪毛体枯,ling'shuang'chu'xue'mao'ti'ku
灵溪宴清宇,ling'xi'yan'qing'yu
陵阳不可见,ling'yang'bu'ke'jian
灵异识钟音,ling'yi'shi'zhong'yin
岭猿同旦暮,ling'yuan'tong'dan'mu
流尘既寂寞,liu'chen'ji'ji'mo
流传未满洛阳城,liu'chuan'wei'man'luo'yang'cheng
流毒遍黎氓,liu'du'bian'li'mang
流芳发色绣户中,liu'fang'fa'se'xiu'hu'zhong
流芳似旧时,liu'fang'si'jiu'shi
刘葛鱼水本无二,liu'ge'yu'shui'ben'wu'er
流光欺人忽蹉跎,liu'guang'qi'ren'hu'cuo'tuo
六翮向青云,liu'he'xiang'qing'yun
柳花如雪若为看,liu'hua'ru'xue'ruo'wei'kan
榴花无暇醉,liu'hua'wu'xia'zui
榴花养太和,liu'hua'yang'tai'he
流欢旧渚宫,liu'huan'jiu'zhu'gong
留欢殊自惬,liu'huan'shu'zi'qie
留家寄白云,liu'jia'ji'bai'yun
留剑赠徐君,liu'jian'zeng'xu'jun
留君夜饮对潇湘,liu'jun'ye'yin'dui'xiao'xiang
留客馈家蔬,liu'ke'kui'jia'shu
留连南台客,liu'lian'nan'tai'ke
留连一日空知非,liu'lian'yi'ri'kong'zhi'fei
飗飗青丝上,liu'liu'qing'si'shang
六龙所舍安在哉,liu'long'suo'she'an'zai'zai
流落还相见,liu'luo'hai'xiang'jian
流落征南将,liu'luo'zheng'nan'jiang
骝马新跨白玉鞍,liu'ma'xin'kua'bai'yu'an
流沫诚足诫,liu'mo'cheng'zu'jie
流年复几何,liu'nian'fu'ji'he
留骑主人心,liu'qi'zhu'ren'xin
柳色带新年,liu'se'dai'xin'nian
柳色孤城里,liu'se'gu'cheng'li
柳色迎高坞,liu'se'ying'gao'wu
柳树乌争宿,liu'shu'wu'zheng'su
流水朝将暮,liu'shui'chao'jiang'mu
流水从他事,liu'shui'cong'ta'shi
流水复入林,liu'shui'fu'ru'lin
流水通波接武冈,liu'shui'tong'bo'jie'wu'gang
流水通春谷,liu'shui'tong'chun'gu
流水无心西复东,liu'shui'wu'xin'xi'fu'dong
流水闲相随,liu'shui'xian'xiang'sui
流水亦何之,liu'shui'yi'he'zhi
流涕访孤儿,liu'ti'fang'gu'er
流星白羽腰间插,liu'xing'bai'yu'yao'jian'cha
柳絮三冬先北地,liu'xu'san'dong'xian'bei'di
流阴中夜攒,liu'yin'zhong'ye'cuan
流莺且莫弄,liu'ying'qie'mo'nong
流云半入苍龙阙,liu'yun'ban'ru'cang'long'que
龙斗雌雄势已分,long'dou'ci'xiong'shi'yi'fen
龙宫苍翠间,long'gong'cang'cui'jian
龙宫落发披袈裟,long'gong'luo'fa'pi'jia'sha
龙见五云迎,long'jian'wu'yun'ying
龙楼议北征,long'lou'yi'bei'zheng
龙鸣西顶中,long'ming'xi'ding'zhong
龙泉闲古匣,long'quan'xian'gu'xia
龙山高高遥相望,long'shan'gao'gao'yao'xiang'wang
垄树随人古,long'shu'sui'ren'gu
龙韬解贼围,long'tao'jie'zei'wei
陇头那用闭,long'tou'na'yong'bi
龙溪只在龙标上,long'xi'zhi'zai'long'biao'shang
龙骧校猎邵陵东,long'xiang'xiao'lie'shao'ling'dong
楼船蹙沓波浪惊,lou'chuan'cu'ta'bo'lang'jing
楼船逐暮潮,lou'chuan'zhu'mu'chao
露光竹间月,lou'guang'zhu'jian'yue
楼前归客怨秋梦,lou'qian'gui'ke'yuan'qiu'meng
楼上花枝笑独眠,lou'shang'hua'zhi'xiao'du'mian
楼台生海上,lou'tai'sheng'hai'shang
楼台晚映青山郭,lou'tai'wan'ying'qing'shan'guo
楼头广陵近,lou'tou'guang'ling'jin
楼头小妇鸣筝坐,lou'tou'xiao'fu'ming'zheng'zuo
陋巷喜阳和,lou'xiang'xi'yang'he
渌波淡淡如不流,lu'bo'dan'dan'ru'bu'liu
鸬鹚空自泛寒洲,lu'ci'kong'zi'fan'han'zhou
簏读兵书尽冥搜,lu'du'bing'shu'jin'ming'sou
路飞秋叶转朱轓,lu'fei'qiu'ye'zhuan'zhu'fan
路分江淼淼,lu'fen'jiang'miao'miao
炉峰绝顶楚云衔,lu'feng'jue'ding'chu'yun'xian
炉峰若便道,lu'feng'ruo'bian'dao
鲁国重诸生,lu'guo'zhong'zhu'sheng
鲁国诸生半在门,lu'guo'zhu'sheng'ban'zai'men
芦花千里雪漫漫,lu'hua'qian'li'xue'man'man
卢谿郡南夜泊舟,lu'ji'jun'nan'ye'bo'zhou
陆机雄才岂自保,lu'ji'xiong'cai'qi'zi'bao
陆贾千年后,lu'jia'qian'nian'hou
虏箭如沙射金甲,lu'jian'ru'sha'she'jin'jia
路尽天涯始却回,lu'jin'tian'ya'shi'que'hui
路尽心弥通,lu'jin'xin'mi'tong
路经深竹过,lu'jing'shen'zhu'guo
路看新柳夕,lu'kan'xin'liu'xi
鲁连功可让,lu'lian'gong'ke'rang
绿林行客少,lu'lin'xing'ke'shao
辘轳井上双梧桐,lu'lu'jing'shang'shuang'wu'tong
鹿门月照开烟树,lu'men'yue'zhao'kai'yan'shu
露冕吹铙居上头,lu'mian'chui'nao'ju'shang'tou
露冕临人白发垂,lu'mian'lin'ren'bai'fa'chui
露冕新承明主恩,lu'mian'xin'cheng'ming'zhu'en
虏骑森已行,lu'qi'sen'yi'xing
路人看古木,lu'ren'kan'gu'mu
路入乱山行,lu'ru'luan'shan'xing
陆生何考槃,lu'sheng'he'kao'pan
陆生鄱阳令,lu'sheng'po'yang'ling
路识梅花在,lu'shi'mei'hua'zai
渌水去无心,lu'shui'qu'wu'xin
炉香净琴案,lu'xiang'jing'qin'an
路遥云共水,lu'yao'yun'gong'shui
虏云连白草,lu'yun'lian'bai'cao
露沾湖色晓,lu'zhan'hu'se'xiao
炉中香气尽成灰,lu'zhong'xiang'qi'jin'cheng'hui
路逐山光何处尽,lu'zhu'shan'guang'he'chu'jin
路转夕阳遽,lu'zhuan'xi'yang'ju
鸾殿空留处,luan'dian'kong'liu'chu
乱花覆东郭,luan'hua'fu'dong'guo
鸾回刻篆新,luan'hui'ke'zhuan'xin
乱军交白刃,luan'jun'jiao'bai'ren
乱流鸣淙淙,luan'liu'ming'cong'cong
乱入池中看不见,luan'ru'chi'zhong'kan'bu'jian
乱杀胡人积如丘,luan'sha'hu'ren'ji'ru'qiu
乱声沙上石,luan'sheng'sha'shang'shi
乱鸦投落日,luan'ya'tou'luo'ri
略地侵中土,lue'di'qin'zhong'tu
论兵勇投笔,lun'bing'yong'tou'bi
落潮回野艇,luo'chao'hui'ye'ting
落潮见孤屿,luo'chao'jian'gu'yu
落花辞条羞故林,luo'hua'ci'tiao'xiu'gu'lin
落花芳草无寻处,luo'hua'fang'cao'wu'xun'chu
落花纷纷稍觉多,luo'hua'fen'fen'shao'jue'duo
落花寂寂委青苔,luo'hua'ji'ji'wei'qing'tai
落花一度无再春,luo'hua'yi'du'wu'zai'chun
落花逐流水,luo'hua'zhu'liu'shui
萝径阴馀雪,luo'jing'yin'yu'xue
落落大海中,luo'luo'da'hai'zhong
落落明四目,luo'luo'ming'si'mu
落帽恣欢饮,luo'mao'zi'huan'yin
萝木静蒙蒙,luo'mu'jing'meng'meng
罗绮晴骄绿水洲,luo'qi'qing'jiao'lv'shui'zhou
落泉洒衣巾,luo'quan'sa'yi'jin
落日潮未退,luo'ri'chao'wei'tui
落日池上酌,luo'ri'chi'shang'zhuo
落日低金绳,luo'ri'di'jin'sheng
落日独归鸟,luo'ri'du'gui'niao
落日独摇金策去,luo'ri'du'yao'jin'ce'qu
落日更萧条,luo'ri'geng'xiao'tiao
落日孤舟解携,luo'ri'gu'zhou'jie'xie
落日孤舟去,luo'ri'gu'zhou'qu
落日旌竿悬,luo'ri'jing'gan'xuan
落日开乡路,luo'ri'kai'xiang'lu
落日看华山,luo'ri'kan'hua'shan
落日满扁舟,luo'ri'man'pian'zhou
落日平湖上,luo'ri'ping'hu'shang
落日栖鸮鸟,luo'ri'qi'xiao'niao
落日千山空鸟飞,luo'ri'qian'shan'kong'niao'fei
落日清川里,luo'ri'qing'chuan'li
落日青山江上看,luo'ri'qing'shan'jiang'shang'kan
落日扫尘榻,luo'ri'sao'chen'ta
落日山水清,luo'ri'shan'shui'qing
落日谁同望,luo'ri'shui'tong'wang
落日听吹铙,luo'ri'ting'chui'nao
落日亭亭向客低,luo'ri'ting'ting'xiang'ke'di
落日未能别,luo'ri'wei'neng'bie
落日五湖春,luo'ri'wu'hu'chun
落日芜湖色,luo'ri'wu'hu'se
落日无王事,luo'ri'wu'wang'shi
落日西山际,luo'ri'xi'shan'ji
落日下芳潭,luo'ri'xia'fang'tan
落日羡归翼,luo'ri'xian'gui'yi
落日相看斗酒前,luo'ri'xiang'kan'dou'jiu'qian
落日悬桑榆,luo'ri'xuan'sang'yu
落日照祁连,luo'ri'zhao'qi'lian
落日征骖随去尘,luo'ri'zheng'can'sui'qu'chen
络纬秋啼金井阑,luo'wei'qiu'ti'jin'jing'lan
罗袖婵娟似无力,luo'xiu'chan'juan'si'wu'li
落雁迷沙渚,luo'yan'mi'sha'zhu
洛阳别离久,luo'yang'bie'li'jiu
洛阳举目今谁在,luo'yang'ju'mu'jin'shui'zai
洛阳亲友如相问,luo'yang'qin'you'ru'xiang'wen
洛阳树色鸣皋烟,luo'yang'shu'se'ming'gao'yan
洛阳遥想桃源隔,luo'yang'yao'xiang'tao'yuan'ge
洛阳征战后,luo'yang'zheng'zhan'hou
落叶飞不息,luo'ye'fei'bu'xi
落叶纷纷满四邻,luo'ye'fen'fen'man'si'lin
落叶乱纷纷,luo'ye'luan'fen'fen
落叶秋风早,luo'ye'qiu'feng'zao
落叶去无踪,luo'ye'qu'wu'zong
罗衣犹带御衣香,luo'yi'you'dai'yu'yi'xiang
落羽更分飞,luo'yu'geng'fen'fei
萝月延步虚,luo'yue'yan'bu'xu
绿岸毵毵杨柳垂,lv'an'san'san'yang'liu'chui
律变沧江外,lv'bian'cang'jiang'wai
旅榇归程伤道路,lv'chen'gui'cheng'shang'dao'lu
旅榇寄天涯,lv'chen'ji'tian'ya
虑澹对清漪,lv'dan'dui'qing'yi
绿芳堪自撷,lv'fang'kan'zi'xie
旅馆空寒烟,lv'guan'kong'han'yan
履胡之肠涉胡血,lv'hu'zhi'chang'she'hu'xue
闾里何人不相庆,lv'li'he'ren'bu'xiang'qing
闾里相逢少,lv'li'xiang'feng'shao
绿萝蒙茸鸟绵蛮,lv'luo'meng'rong'niao'mian'man
绿萝袅袅不可攀,lv'luo'niao'niao'bu'ke'pan
旅梦亲乔木,lv'meng'qin'qiao'mu
绿绮为谁弹,lv'qi'wei'shui'tan
旅食过夷落,lv'shi'guo'yi'luo
旅食嗟余当岁晚,lv'shi'jie'yu'dang'sui'wan
旅食伤飘梗,lv'shi'shang'piao'geng
绿树映层城,lv'shu'ying'ceng'cheng
绿水潇湘阔,lv'shui'xiao'xiang'kuo
旅思空滔滔,lv'si'kong'tao'tao
旅宿寄风湍,lv'su'ji'feng'tuan
闾阎几家散,lv'yan'ji'jia'san
绿杨结烟垂袅风,lv'yang'jie'yan'chui'niao'feng
旅逸同群鸟,lv'yi'tong'qun'niao
绿竹放侵行径里,lv'zhu'fang'qin'xing'jing'li
绿竹经寒在,lv'zhu'jing'han'zai
绿滋经雨发,lv'zi'jing'yu'fa
马后横捎意气归,ma'hou'heng'shao'yi'qi'gui
马上一声堪白首,ma'shang'yi'sheng'kan'bai'shou
马首东来知是谁,ma'shou'dong'lai'zhi'shi'shui
马首归何日,ma'shou'gui'he'ri
马踏深山不见踪,ma'ta'shen'shan'bu'jian'zong
马啼春草头,ma'ti'chun'cao'tou
马邑龙堆路几千,ma'yi'long'dui'lu'ji'qian
埋骨穷泉复几重,mai'gu'qiong'quan'fu'ji'zhong
埋胡紫塞傍,mai'hu'zi'sai'bang
埋剑人空传,mai'jian'ren'kong'chuan
麦陇青青三月时,mai'long'qing'qing'san'yue'shi
埋没蒿里茔,mai'mo'hao'li'ying
麦秋田野喧,mai'qiu'tian'ye'xuan
买死百里奚,mai'si'bai'li'xi
买田楚山下,mai'tian'chu'shan'xia
卖药不为钱,mai'yao'bu'wei'qian
卖药曾相识,mai'yao'ceng'xiang'shi
卖药来西村,mai'yao'lai'xi'cun
卖药往来投此山,mai'yao'wang'lai'tou'ci'shan
买园隋苑下,mai'yuan'sui'yuan'xia
卖珠轻薄儿,mai'zhu'qing'bo'er
买醉入新丰,mai'zui'ru'xin'feng
蔓草蔽极野,man'cao'bi'ji'ye
蔓草日已积,man'cao'ri'yi'ji
漫道闺中飞破镜,man'dao'gui'zhong'fei'po'jing
满地谁当扫,man'di'shui'dang'sao
满腹万馀卷,man'fu'wan'yu'juan
满镜悲华发,man'jing'bei'hua'fa
漫漫风淮凉,man'man'feng'huai'liang
满室虫丝结,man'shi'chong'si'jie
谩说陶潜篱下醉,man'shuo'tao'qian'li'xia'zui
谩在人间恋携手,man'zai'ren'jian'lian'xie'shou
茫茫悲远君,mang'mang'bei'yuan'jun
茫茫泛夕流,mang'mang'fan'xi'liu
茫茫汉江上,mang'mang'han'jiang'shang
茫茫何处期,mang'mang'he'chu'qi
茫茫何处寻,mang'mang'he'chu'xun
茫茫葭菼外,mang'mang'jia'tan'wai
漭漭江势阔,mang'mang'jiang'shi'kuo
漭漭芦洲草,mang'mang'lu'zhou'cao
茫茫塞草枯,mang'mang'sai'cao'ku
茫茫天一隅,mang'mang'tian'yi'yu
茫茫走胡兵,mang'mang'zou'hu'bing
茫然使心哀,mang'ran'shi'xin'ai
莽然翳荆榛,mang'ran'yi'jing'zhen
茅茨冀同荐,mao'ci'ji'tong'jian
茅扉见旧春,mao'fei'jian'jiu'chun
冒风归野寺,mao'feng'gui'ye'si
旄麾映早春,mao'hui'ying'zao'chun
旄节对归舟,mao'jie'dui'gui'zhou
茂林予偃息,mao'lin'yu'yan'xi
毛女非空传,mao'nv'fei'kong'chuan
茅茹能相引,mao'ru'neng'xiang'yin
茅莎无孑遗,mao'sha'wu'jie'yi
貌似牢之岂不怜,mao'si'lao'zhi'qi'bu'lian
茂挺独先觉,mao'ting'du'xian'jue
茅亭宿花影,mao'ting'su'hua'ying
旄头四光芒,mao'tou'si'guang'mang
旄头有精芒,mao'tou'you'jing'mang
毛衣皓如雪,mao'yi'hao'ru'xue
茅宇依双松,mao'yu'yi'shuang'song
茂宰应交战,mao'zai'ying'jiao'zhan
茅斋堪解衣,mao'zhai'kan'jie'yi
茅斋闻读书,mao'zhai'wen'du'shu
梅吹前军发,mei'chui'qian'jun'fa
梅吹听军声,mei'chui'ting'jun'sheng
眉黛夺将萱草色,mei'dai'duo'jiang'xuan'cao'se
眉黛拂能轻,mei'dai'fu'neng'qing
梅发对幽居,mei'fa'dui'you'ju
梅寒未作花,mei'han'wei'zuo'hua
梅花遍压枝,mei'hua'bian'ya'zhi
梅花残腊月,mei'hua'can'la'yue
梅花分路远,mei'hua'fen'lu'yuan
梅花一夜遍南枝,mei'hua'yi'ye'bian'nan'zhi
每怀宗国屯,mei'huai'zong'guo'tun
美价倾皇都,mei'jia'qing'huang'dou
美酒千钟犹可尽,mei'jiu'qian'zhong'you'ke'jin
每看儿戏忆青春,mei'kan'er'xi'yi'qing'chun
梅岭自花开,mei'ling'zi'hua'kai
梅柳著先攀,mei'liu'zhu'xian'pan
眉目艳皎月,mei'mu'yan'jiao'yue
美人闭红烛,mei'ren'bi'hong'zhu
美人不我期,mei'ren'bu'wo'qi
美人常晏起,mei'ren'chang'yan'qi
美人骋金错,mei'ren'cheng'jin'cuo
美人愁烟空,mei'ren'chou'yan'kong
美人出南国,mei'ren'chu'nan'guo
美人金梯出,mei'ren'jin'ti'chu
美人如花隔云端,mei'ren'ru'hua'ge'yun'duan
美人一笑千黄金,mei'ren'yi'xiao'qian'huang'jin
美人欲醉朱颜酡,mei'ren'yu'zui'zhu'yan'tuo
美人怨何深,mei'ren'yuan'he'shen
美人摘新英,mei'ren'zhai'xin'ying
每日到浔阳,mei'ri'dao'xun'yang
梅市门何在,mei'shi'men'he'zai
莓苔古色空苍然,mei'tai'gu'se'kong'cang'ran
莓苔见履痕,mei'tai'jian'lv'hen
莓苔异人间,mei'tai'yi'ren'jian
每听乌啼知夜分,mei'ting'wu'ti'zhi'ye'fen
梅仙已误身,mei'xian'yi'wu'shen
每忆椒房宠,mei'yi'jiao'fang'chong
梅枝横岭峤,mei'zhi'heng'ling'qiao
每壮朱云贤,mei'zhuang'zhu'yun'xian
梅作异方春,mei'zuo'yi'fang'chun
门馆常肃肃,men'guan'chang'su'su
门馆旧桃蹊,men'guan'jiu'tao'qi
门还魏公扫,men'hai'wei'gong'sao
门看种药勤,men'kan'zhong'yao'qin
门客共沾衣,men'ke'gong'zhan'yi
门临秋水掩,men'lin'qiu'shui'yan
扪萝春景迟,men'luo'chun'jing'chi
扪萝披翳荟,men'luo'pi'yi'hui
扪萝亦践苔,men'luo'yi'jian'tai
门前泊舟楫,men'qian'bo'zhou'ji
门前迟行迹,men'qian'chi'xing'ji
门前七里濑,men'qian'qi'li'lai
门前秋草闲,men'qian'qiu'cao'xian
门前五柳几枝低,men'qian'wu'liu'ji'zhi'di
门人思步莲,men'ren'si'bu'lian
扪参历井仰胁息,men'shen'li'jing'yang'xie'xi
门庭车骑多,men'ting'che'qi'duo
门庭缑氏山,men'ting'gou'shi'shan
门庭罕人迹,men'ting'han'ren'ji
门庭无杂宾,men'ting'wu'za'bin
门外潮声朝暮时,men'wai'chao'sheng'zhao'mu'shi
门无俗士驾,men'wu'su'shi'jia
门下有康成,men'xia'you'kang'cheng
门向远山开,men'xiang'yuan'shan'kai
孟冬寒气盛,meng'dong'han'qi'sheng
蒙恩逐殊封,meng'en'zhu'shu'feng
猛虎忽前逝,meng'hu'hu'qian'shi
梦魂不到关山难,meng'hun'bu'dao'guan'shan'nan
梦见君王觉后疑,meng'jian'jun'wang'jue'hou'yi
猛将清九垓,meng'jiang'qing'jiu'gai
蒙君复羁牵,meng'jun'fu'ji'qian
梦里相逢同入关,meng'li'xiang'feng'tong'ru'guan
梦里招魂读楚词,meng'li'zhao'hun'du'chu'ci
蒙笼不可寻,meng'long'bu'ke'xun
蒙笼低冕过,meng'long'di'mian'guo
朦胧树色隐昭阳,meng'long'shu'se'yin'zhao'yang
蒙笼竹亚枝,meng'long'zhu'ya'zhi
梦寐楚猿吟,meng'mei'chu'yuan'yin
梦寐怀所欢,meng'mei'huai'suo'huan
梦寐升九崖,meng'mei'sheng'jiu'ya
梦寐徒相思,meng'mei'tu'xiang'si
濛濛傍山去,meng'meng'bang'shan'qu
濛濛若沙尘,meng'meng'ruo'sha'chen
濛濛水云夕,meng'meng'shui'yun'xi
蒙蒙烟雪映岩扉,meng'meng'yan'xue'ying'yan'fei
蒙蒙云复闭,meng'meng'yun'fu'bi
濛濛杂花垂,meng'meng'za'hua'chui
猛气英风振沙碛,meng'qi'ying'feng'zhen'sha'qi
梦闲闻细响,meng'xian'wen'xi'xiang
梦想怀依倚,meng'xiang'huai'yi'yi
梦中魂魄犹言是,meng'zhong'hun'po'you'yan'shi
迷邦倦客游,mi'bang'juan'ke'you
蓂草全无叶,mi'cao'quan'wu'ye
糜费巨万计,mi'fei'ju'wan'ji
蓂荚自将荣,mi'jia'zi'jiang'rong
宓贱之官独抱琴,mi'jian'zhi'guan'du'bao'qin
迷津欲有问,mi'jin'yu'you'wen
弥觉天无涯,mi'jue'tian'wu'ya
瀰漫长天空,mi'man'chang'tian'kong
弥清尘外心,mi'qing'chen'wai'xin
弥叹春罢酒,mi'tan'chun'ba'jiu
弥望连济北,mi'wang'lian'ji'bei
迷心应觉悟,mi'xin'ying'jue'wu
密行传人少,mi'xing'chuan'ren'shao
密叶罗青烟,mi'ye'luo'qing'yan
弥益道心加,mi'yi'dao'xin'jia
弭棹问维扬,mi'zhao'wen'wei'yang
密竹藏晦明,mi'zhu'cang'hui'ming
缅怀赤城标,mian'huai'chi'cheng'biao
缅怀嵩汝期,mian'huai'song'ru'qi
缅怀云岩路,mian'huai'yun'yan'lu
绵连滍川回,mian'lian'zhi'chuan'hui
绵邈数千祀,mian'miao'shu'qian'si
缅邈湘川阴,mian'miao'xiang'chuan'yin
缅然含归情,mian'ran'han'gui'qing
缅想增婵娟,mian'xiang'zeng'chan'juan
缅寻沧洲趣,mian'xun'cang'zhou'qu
邈尔与世绝,miao'er'yu'shi'jue
眇漫平湖中,miao'man'ping'hu'zhong
渺瀰江树没,miao'mi'jiang'shu'mei
淼淼暗无边,miao'miao'an'wu'bian
淼淼沧江外,miao'miao'cang'jiang'wai
淼淼长淮水,miao'miao'chang'huai'shui
淼淼成水乡,miao'miao'cheng'shui'xiang
渺渺大海途,miao'miao'da'hai'tu
渺渺归何处,miao'miao'gui'he'chu
渺渺湖上心,miao'miao'hu'shang'xin
渺渺戍烟孤,miao'miao'shu'yan'gu
渺渺云山去几重,miao'miao'yun'shan'qu'ji'zhong
淼淼逐寒流,miao'miao'zhu'han'liu
眇眇诸天空,miao'miao'zhu'tian'kong
邈然不可攀,miao'ran'bu'ke'pan
渺然江南意,miao'ran'jiang'nan'yi
庙堂有奇策,miao'tang'you'ji'ce
黾勉随尘埃,min'mian'sui'chen'ai
鸣鞭白马骄,ming'bian'bai'ma'jiao
明标赤城烧,ming'biao'chi'cheng'shao
明敕星驰封宝剑,ming'chi'xing'chi'feng'bao'jian
明祠灵响期昭应,ming'ci'ling'xiang'qi'zhao'ying
名达济时功,ming'da'ji'shi'gong
明代耻贫贱,ming'dai'chi'pin'jian
明断自天启,ming'duan'zi'tian'qi
明发不能寐,ming'fa'bu'neng'mei
明发泛潮海,ming'fa'fan'chao'hai
明发归琴堂,ming'fa'gui'qin'tang
明发看烟树,ming'fa'kan'yan'shu
明发览群物,ming'fa'lan'qun'wu
明发唯改视,ming'fa'wei'gai'shi
明发遥相望,ming'fa'yao'xiang'wang
明发与君离别后,ming'fa'yu'jun'li'bie'hou
暝帆何处宿,ming'fan'he'chu'su
鸣飞沧江流,ming'fei'cang'jiang'liu
明妃西嫁无来日,ming'fei'xi'jia'wu'lai'ri
明妃一朝西入胡,ming'fei'yi'chao'xi'ru'hu
名高清远峡,ming'gao'qing'yuan'xia
铭功会稽岭,ming'gong'kuai'ji'ling
铭骨传其语,ming'gu'chuan'qi'yu
明光殿前论九畴,ming'guang'dian'qian'lun'jiu'chou
暝还高窗眠,ming'hai'gao'chuang'mian
暝还归骑下,ming'hai'gui'qi'xia
名宦安足云,ming'huan'an'zu'yun
名将古谁是,ming'jiang'gu'shui'shi
明节期所归,ming'jie'qi'suo'gui
明镜悲旧质,ming'jing'bei'jiu'zhi
明镜从他别画眉,ming'jing'cong'ta'bie'hua'mei
明君祠上望龙堆,ming'jun'ci'shang'wang'long'dui
明君错甚才,ming'jun'cuo'shen'cai
明君加印绶,ming'jun'jia'yin'shou
暝来云归穴,ming'lai'yun'gui'xue
鸣桹去未已,ming'lang'qu'wei'yi
名利徒煎熬,ming'li'tu'jian'ao
名流即道流,ming'liu'ji'dao'liu
