阿斗当皇帝软弱无能,a'dou'dang'huang'di'ruan'ruo'wu'neng
宜梁,yi'liang
夷陵,yi'ling
夷陵之战,yi'ling'zhi'zhan
彝陵之战,yi'ling'zhi'zhan
挹娄,yi'lou
宜禄,yi'lu
绎幕,yi'mu
亦偏将之任,yi'pian'jiang'zhi'ren
一齐,yi'qi
义权,yi'quan
亦然如此,yi'ran'ru'ci
以弱胜强,yi'ruo'sheng'qiang
义山,yi'shan
以少胜多,yi'shao'sheng'duo
医圣,yi'sheng
猗氏,yi'shi
义释曹操,yi'shi'cao'cao
议温明董卓叱丁原,yi'wen'ming'dong'zhuo'chi'ding'yuan
以吾有尺寸可取,yi'wu'you'chi'cun'ke'qu
一系列政策,yi'xi'lie'zheng'ce
易县,yi'xian
益县,yi'xian
黟县,yi'xian
以蓄军资,yi'xu'jun'zi
宜阳,yi'yang
弋阳,yi'yang
易阳,yi'yang
益阳,yi'yang
疑则多败,yi'ze'duo'bai
医者,yi'zhe
义真,yi'zhen
翼正都尉,yi'zheng'du'wei
夷洲,yi'zhou
益州,yi'zhou
益州郡,yi'zhou'jun
阴安,yin'an
殷纯,yin'chun
尹大目,yin'da'mu
尹奉,yin'feng
阴馆,yin'guan
尹楷,yin'kai
殷馗,yin'kui
阴夔,yin'kui
尹礼,yin'li
阴陵,yin'ling
隐密,yin'mi
尹默,yin'mo
阴盘,yin'pan
阴平,yin'ping
阴平道,yin'ping'dao
洇强,yin'qiang
阴山,yin'shan
尹赏,yin'shang
殷王,yin'wang
鄞县,yin'xian
阴县,yin'xian
颖伯,ying'bo
颍川郡,ying'chuan'jun
颍川太守,ying'chuan'tai'shou
营道,ying'dao
嬴队,ying'dui
英杰,ying'jie
颖老,ying'lao
营陵,ying'ling
营浦,ying'pu
应劭,ying'shao
嬴县,ying'xian
影响,ying'xiang
颍阳,ying'yang
颍阴,ying'yin
永安,yong'an
用兵于,yong'bing'yu
用兵争强,yong'bing'zheng'qiang
用兵之道,yong'bing'zhi'dao
永昌郡,yong'chang'jun
雍闿,yong'kai
永年,yong'nian
永宁,yong'ning
雍奴,yong'nu
用奇计孔明借箭,yong'qi'ji'kong'ming'jie'jian
雍丘,yong'qiu
勇士,yong'shi
永先,yong'xian
雍县,yong'xian
有包藏宇宙之机,you'bao'cang'yu'zhou'zhi'ji
右北平郡,you'bei'ping'jun
右部督,you'bu'du
幼常,you'chang
有大度成大器矣,you'da'du'cheng'da'qi'yi
右大将军,you'da'jiang'jun
右扶风,you'fu'feng
有功者害之,you'gong'zhe'hai'zhi
右国史,you'guo'shi
右护军,you'hu'jun
右将军,you'jiang'jun
幼节,you'jie
右军,you'jun
又利用,you'li'yong
幽冥军旗,you'ming'jun'qi
犹能赦我,you'neng'she'wo
幼平,you'ping
由拳,you'quan
友若,you'ruo
幼台,you'tai
攸县,you'xian
诱降,you'xiang
酉阳,you'yang
诱引,you'yin
幼宰,you'zai
右中郎,you'zhong'lang
幽州,you'zhou
幽州刺史部,you'zhou'ci'shi'bu
与备,yu'bei
于赤壁,yu'chi'bi
榆次,yu'ci
雩都,yu'dou
虞翻,yu'fan
驭风剑翎扇,yu'feng'jian'ling'shan
鱼复,yu'fu
舆国,yu'guo
余汗,yu'han
余杭,yu'hang
于吉,yu'ji
余暨,yu'ji
于禁,yu'jin
渝麇,yu'jun
郁林郡,yu'lin'jun
羽林中郎将,yu'lin'zhong'lang'jiang
于陵,yu'ling
与刘备,yu'liu'bei
雩娄,yu'lou
虞陆张骆陆吾朱传,yu'lu'zhang'luo'lu'wu'zhu'chuan
玉门,yu'men
于糜,yu'mi
于潜,yu'qian
于诠,yu'quan
玉泉山关公显圣,yu'quan'shan'guan'gong'xian'sheng
玉泉寺,yu'quan'si
俞涉,yu'she
俞氏,yu'shi
御史大夫,yu'shi'da'fu
御史中丞,yu'shi'zhong'cheng
于斯着矣,yu'si'zhe'yi
虞松,yu'song
与孙权,yu'sun'quan
与天下同利也,yu'tian'xia'tong'li'ye
与吴军,yu'wu'jun
圉县,yu'xian
盂县,yu'xian
虞县,yu'xian
郁县,yu'xian
玉屑金丹,yu'xie'jin'dan
渔阳,yu'yang
育阳,yu'yang
渔阳郡,yu'yang'jun
余姚,yu'yao
俞元,yu'yuan
豫章郡,yu'zhang'jun
豫章太守,yu'zhang'tai'shou
遇知己之主,yu'zhi'ji'zhi'zhu
榆中,yu'zhong
豫州刺史部,yu'zhou'ci'shi'bu
袁本初败兵折将,yuan'ben'chu'bai'bing'zhe'jiang
元伯,yuan'bo
元才,yuan'cai
袁曹各起马步三军,yuan'cao'ge'qi'ma'bu'san'jun
元常,yuan'chang
元城,yuan'cheng
元代,yuan'dai
元帝,yuan'di
元放,yuan'fang
袁逢,yuan'feng
袁公路大起七军,yuan'gong'lu'da'qi'qi'jun
元皓,yuan'hao
元化,yuan'hua
元机,yuan'ji
元将,yuan'jiang
冤句,yuan'ju
元凯,yuan'kai
掾吏,yuan'li
沅陵,yuan'ling
苑陵,yuan'ling
元龙,yuan'long
原鹿,yuan'lu
辕门射戟,yuan'men'she'ji
元明,yuan'ming
沅南,yuan'nan
原平,yuan'ping
渊泉,yuan'quan
元让,yuan'rang
袁尚,yuan'shang
爰邵,yuan'shao
袁绍,yuan'shao
袁绍磐河战公孙,yuan'shao'pan'he'zhan'gong'sun
袁綝,yuan'shen
元升,yuan'sheng
元氏,yuan'shi
掾史,yuan'shi
袁氏,yuan'shi
掾属,yuan'shu
袁术,yuan'shu
元嗣,yuan'si
元泰,yuan'tai
元叹,yuan'tan
袁谭,yuan'tan
袁隗,yuan'wei
原武,yuan'wu
袁熙,yuan'xi
苑县,yuan'xian
元兴,yuan'xing
元休,yuan'xiu
元逊,yuan'xun
原阳,yuan'yang
元异,yuan'yi
袁遗,yuan'yi
愿抑贲育之勇,yuan'yi'ben'yu'zhi'yong
袁胤,yuan'yin
元颖,yuan'ying
元则,yuan'ze
袁张凉国田王邴管传,yuan'zhang'liang'guo'tian'wang'bing'guan'chuan
元直,yuan'zhi
元直走马荐诸葛,yuan'zhi'zou'ma'jian'zhu'ge
元仲,yuan'zhong
越吉,yue'ji
越骑校尉,yue'qi'xiao'wei
云长,yun'chang
云长攻拔襄阳郡,yun'chang'gong'ba'xiang'yang'jun
陨大星汉丞相归天,yun'da'xing'han'cheng'xiang'gui'tian
云杜,yun'du
允街,yun'jie
云南,yun'nan
陨身致败,yun'shen'zhi'bai
允吾,yun'wu
郧县,yun'xian
云阳,yun'yang
郧阳,yun'yang
云英,yun'ying
云中,yun'zhong
云中郡,yun'zhong'jun
甾丘,zai'qiu
再受禅依样画葫芦,zai'shou'shan'yi'yang'hua'hu'lu
赞军校尉,zan'jun'xiao'wei
鄼县,zan'xian
臧霸,zang'ba
牂牁郡,zang'ke'jun
臧旻,zang'min
枣祗,zao'zhi
则记,ze'ji
笮融,ze'rong
增城,zeng'cheng
增地,zeng'di
缯国,zeng'guo
增食,zeng'shi
翟元,zhai'yuan
战必胜,zhan'bi'sheng
斩蔡阳兄弟释疑,zhan'cai'yang'xiong'di'shi'yi
占蝉,zhan'chan
战长江孙氏报仇,zhan'chang'jiang'sun'shi'bao'chou
占对山黄忠逸待劳,zhan'dui'shan'huang'zhong'yi'dai'lao
战官渡本初败绩,zhan'guan'du'ben'chu'bai'ji
斩黄巾英雄首立功,zhan'huang'jin'ying'xiong'shou'li'gong
斩将搴旗,zhan'jiang'qian'qi
占据了,zhan'ju'le
湛卢锻造书,zhan'lu'duan'zao'shu
斩马谡,zhan'ma'su
战胜而不予人功,zhan'sheng'er'bu'yu'ren'gong
斩铁,zhan'tie
沾县,zhan'xian
战骁亭先主得仇人,zhan'xiao'ting'xian'zhu'de'chou'ren
斩颜良诛文丑,zhan'yan'liang'zhu'wen'chou
战争需求,zhan'zheng'xu'qiu
章安,zhang'an
丈八蛇矛,zhang'ba'she'mao
张宝,zhang'bao
张苞,zhang'bao
张布,zhang'bu
张超,zhang'chao
张承,zhang'cheng
张纯,zhang'chun
张达,zhang'da
张当,zhang'dang
张飞,zhang'fei
张飞摆屠案凶神恶煞,zhang'fei'bai'tu'an'xiong'shen'e'sha
张飞拆桥有勇无谋,zhang'fei'chai'qiao'you'yong'wu'mou
张飞吃豆芽一盘小莱,zhang'fei'chi'dou'ya'yi'pan'xiao'lai
张飞穿针粗中有细,zhang'fei'chuan'zhen'cu'zhong'you'xi
张飞穿针大眼瞪小眼,zhang'fei'chuan'zhen'da'yan'deng'xiao'yan
张飞戴口罩显大眼,zhang'fei'dai'kou'zhao'xian'da'yan
张飞贩私盐谁敢检查,zhang'fei'fan'si'yan'shui'gan'jian'cha
张飞妈妈姓吴无事吴氏生非,zhang'fei'ma'ma'xing'wu'wu'shi'wu'shi'sheng'fei
张飞卖秤锤人强货硬,zhang'fei'mai'cheng'chui'ren'qiang'huo'ying
张飞卖秤砣人强货硬,zhang'fei'mai'cheng'tuo'ren'qiang'huo'ying
张飞卖豆腐货不硬人硬,zhang'fei'mai'dou'fu'huo'bu'ying'ren'ying
张飞卖肉光说不割,zhang'fei'mai'rou'guang'shuo'bu'ge
张飞扔鸡毛有劲难使,zhang'fei'reng'ji'mao'you'jin'nan'shi
张飞上阵横冲直撞,zhang'fei'shang'zhen'heng'chong'zhi'zhuang
张飞使计谋粗中有细,zhang'fei'shi'ji'mou'cu'zhong'you'xi
张飞睡觉不闭眼,zhang'fei'shui'jiao'bu'bi'yan
张飞讨债声势凶,zhang'fei'tao'zhai'sheng'shi'xiong
张飞战关公忘了旧情,zhang'fei'zhan'guan'gong'wang'le'jiu'qing
张飞抓耗子大眼瞪小眼,zhang'fei'zhua'hao'zi'da'yan'deng'xiao'yan
张顾诸葛步传,zhang'gu'zhu'ge'bu'chuan
张合,zhang'he
张郃,zhang'he
张横,zhang'heng
张衡,zhang'heng
张紘,zhang'hong
张纮,zhang'hong
张虎,zhang'hu
张华,zhang'hua
张皇后,zhang'huang'hou
张既,zhang'ji
张济,zhang'ji
张继,zhang'ji
张缉,zhang'ji
张俭,zhang'jian
张角,zhang'jiao
张节,zhang'jie
张津,zhang'jin
张举,zhang'ju
张均,zhang'jun
张峻,zhang'jun
张闿,zhang'kai
张乐于张徐传,zhang'le'yu'zhang'xu'chuan
张梁,zhang'liang
张辽,zhang'liao
张辽威震逍遥津,zhang'liao'wei'zhen'xiao'yao'jin
张陵,zhang'ling
章陵,zhang'ling
张鲁,zhang'lu
张茂,zhang'mao
张弥,zhang'mi
张邈,zhang'miao
张明,zhang'ming
张南,zhang'nan
张普,zhang'pu
张球,zhang'qiu
张让,zhang'rang
张任,zhang'ren
张尚,zhang'shang
张绍,zhang'shao
张氏,zhang'shi
长史,zhang'shi
张世平,zhang'shi'ping
张爽,zhang'shuang
张松,zhang'song
张肃,zhang'su
张韬,zhang'tao
张特,zhang'te
张悌,zhang'ti
张卫,zhang'wei
张温,zhang'wen
张武,zhang'wu
章武,zhang'wu
张先,zhang'xian
章县,zhang'xian
鄣县,zhang'xian
张象,zhang'xiang
张休,zhang'xiu
张绣,zhang'xiu
张勋,zhang'xun
张燕,zhang'yan
张严程阚薛传,zhang'yan'cheng'kan'xue'chuan
张杨,zhang'yang
张掖,zhang'ye
张掖郡,zhang'ye'jun
张嶷,zhang'yi
张翼,zhang'yi
张裔,zhang'yi
张翼德大闹长坂坡,zhang'yi'de'da'nao'chang'ban'po
张翼德怒鞭督邮,zhang'yi'de'nu'bian'du'you
张翼德义释严颜,zhang'yi'de'yi'shi'yan'yan
张音,zhang'yin
张英,zhang'ying
张永年反难杨修,zhang'yong'nian'fan'nan'yang'xiu
张约,zhang'yue
张允,zhang'yun
张昭,zhang'zhao
张著,zhang'zhu
长子,zhang'zi
张遵,zhang'zun
赵昂,zhao'ang
诏班师后主信谗,zhao'ban'shi'hou'zhu'xin'chan
昭伯,zhao'bo
赵岑,zhao'cen
赵范,zhao'fan
朝歌,zhao'ge
赵广,zhao'guang
赵国,zhao'guo
赵弘,zhao'hong
赵将,zhao'jiang
昭烈帝,zhao'lie'di
召陵,zhao'ling
昭陵,zhao'ling
赵萌,zhao'meng
昭明,zhao'ming
赵岐,zhao'qi
赵衢,zhao'qu
赵融,zhao'rong
赵睿,zhao'rui
昭死数月,zhao'si'shu'yue
赵统,zhao'tong
赵韪,zhao'wei
昭武,zhao'wu
昭先,zhao'xian
赵俨,zhao'yan
赵彦,zhao'yan
赵颜,zhao'yan
昭阳,zhao'yang
朝阳,zhao'yang
赵月,zhao'yue
赵云,zhao'yun
赵云大战长板坡大显神威,zhao'yun'da'zhan'chang'ban'po'da'xian'shen'wei
赵云截江夺阿斗,zhao'yun'jie'jiang'duo'a'dou
赵直,zhao'zhi
赵忠,zhao'zhong
赵咨,zhao'zi
赵子龙单骑救主,zhao'zi'long'dan'qi'jiu'zhu
赵子龙浑身是胆,zhao'zi'long'hun'shen'shi'dan
赵子龙计取桂阳,zhao'zi'long'ji'qu'gui'yang
赵子龙力斩五将,zhao'zi'long'li'zhan'wu'jiang
赵祚,zhao'zuo
折冲将军,zhe'chong'jiang'jun
折冲校尉,zhe'chong'xiao'wei
柘县,zhe'xian
真定,zhen'ding
镇国家,zhen'guo'jia
真火扇锻造书,zhen'huo'shan'duan'zao'shu
镇静,zhen'jing
震雷青龙戟锻造书,zhen'lei'qing'long'ji'duan'zao'shu
桢林,zhen'lin
浈阳,zhen'yang
真正准则,zhen'zheng'zhun'ze
郑宝,zheng'bao
征北将军,zheng'bei'jiang'jun
征兵,zheng'bing
征东将军,zheng'dong'jiang'jun
郑度,zheng'du
正方,zheng'fang
整个北方,zheng'ge'bei'fang
郑侯,zheng'hou
正礼,zheng'li
郑伦,zheng'lun
郑袤,zheng'mao
正明,zheng'ming
正南,zheng'nan
征南将军,zheng'nan'jiang'jun
征南寇丞相大兴师,zheng'nan'kou'cheng'xiang'da'xing'shi
正平,zheng'ping
正妻,zheng'qi
征羌,zheng'qiang
政权实体,zheng'quan'shi'ti
正始,zheng'shi
正始初,zheng'shi'chu
征收,zheng'shou
郑泰,zheng'tai
郑文,zheng'wen
征西将军,zheng'xi'jiang'jun
郑县,zheng'xian
郑玄,zheng'xuan
正元,zheng'yuan
政治,zheng'zhi
政治军事,zheng'zhi'jun'shi
治安,zhi'an
治风疾神医身死,zhi'feng'ji'shen'yi'shen'si
之父,zhi'fu
治国用兵,zhi'guo'yong'bing
置祭酒,zhi'ji'jiu
枝江,zhi'jiang
执金吾,zhi'jin'yu
之命,zhi'ming
稚权,zhi'quan
之势,zhi'shi
稚叔,zhi'shu
脂习,zhi'xi
枳县,zhi'xian
轵县,zhi'xian
锧县,zhi'xian
雉县,zhi'xian
侄陷叔刘封伏法,zhi'xian'shu'liu'feng'fu'fa
枝阳,zhi'yang
执政的,zhi'zheng'de
治中,zhi'zhong
之子,zhi'zi
中常侍,zhong'chang'shi
仲达,zhong'da
仲德,zhong'de
中都,zhong'du
种拂,zhong'fu
仲恭,zhong'gong
中国北方,zhong'guo'bei'fang
中国古代,zhong'guo'gu'dai
中护,zhong'hu
中护军,zhong'hu'jun
钟会,zhong'hui
钟会分兵汉中道,zhong'hui'fen'bing'han'zhong'dao
种辑,zhong'ji
中坚,zhong'jian
仲简,zhong'jian
钟缙,zhong'jin
钟进,zhong'jin
中军,zhong'jun
仲康,zhong'kang
中郎将,zhong'lang'jiang
中垒,zhong'lei
重黎,zhong'li
钟离,zhong'li
仲麟,zhong'lin
中陵,zhong'ling
中领,zhong'ling
中领军,zhong'ling'jun
中溜,zhong'liu
中卢,zhong'lu
仲谋,zhong'mou
中牟,zhong'mu
中平二年,zhong'ping'er'nian
中平六年,zhong'ping'liu'nian
中平三年,zhong'ping'san'nian
中平四年,zhong'ping'si'nian
中平五年,zhong'ping'wu'nian
中平元年,zhong'ping'yuan'nian
中丘,zhong'qiu
仲权,zhong'quan
重泉,zhong'quan
仲若,zhong'ruo
中山国,zhong'shan'guo
钟邵,zhong'shao
钟绅,zhong'shen
中书监令,zhong'shu'jian'ling
中水,zhong'shui
仲嗣,zhong'si
仲思,zhong'si
中宿,zhong'su
仲台,zhong'tai
终无一成,zhong'wu'yi'cheng
仲翔,zhong'xiang
仲宣,zhong'xuan
中阳,zhong'yang
钟繇,zhong'yao
钟繇华歆王朗传,zhong'yao'hua'xin'wang'lang'chuan
仲业,zhong'ye
仲异,zhong'yi
仲颖,zhong'ying
钟毓,zhong'yu
仲远,zhong'yuan
中原地区,zhong'yuan'di'qu
仲真,zhong'zhen
仲直,zhong'zhi
仲子,zhong'zi
周毖,zhou'bi
周仓,zhou'cang
周舫,zhou'fang
周鲂,zhou'fang
周鲂断发赚曹休,zhou'fang'duan'fa'zhuan'cao'xiu
周奂,zhou'huan
州郡,zhou'jun
州郡兵,zhou'jun'bing
州陵,zhou'ling
州牧,zhou'mu
州牧制度,zhou'mu'zhi'du
周平,zhou'ping
周群,zhou'qun
周善,zhou'shan
周尚,zhou'shang
周泰,zhou'tai
州泰,zhou'tai
州县,zhou'xian
周昕,zhou'xin
周循,zhou'xun
周扬,zhou'yang
周胤,zhou'yin
周瑜,zhou'yu
周瑜打黄盖,zhou'yu'da'huang'gai
周瑜打黄盖两相情愿,zhou'yu'da'huang'gai'liang'xiang'qing'yuan
周瑜打黄盖一个愿打一个愿挨,zhou'yu'da'huang'gai'yi'ge'yuan'da'yi'ge'yuan'ai
周喻打黄盖装样子,zhou'yu'da'huang'gai'zhuang'yang'zi
周瑜鲁肃吕蒙传,zhou'yu'lu'su'lv'meng'chuan
周瑜谋荆州陪了夫人又折兵,zhou'yu'mou'jing'zhou'pei'le'fu'ren'you'zhe'bing
周瑜讨荆州费力不讨好,zhou'yu'tao'jing'zhou'fei'li'bu'tao'hao
周旨,zhou'zhi
祝阿,zhu'a
朱褒,zhu'bao
主簿,zhu'bu
煮豆燃萁,zhu'dou'ran'qi
朱恩,zhu'en
朱芳,zhu'fang
诸葛诞,zhu'ge'dan
诸葛诞义讨司马昭,zhu'ge'dan'yi'tao'si'ma'zhao
诸葛珪,zhu'ge'gui
诸葛瑾,zhu'ge'jin
诸葛谨,zhu'ge'jin
诸葛均,zhu'ge'jun
诸葛恪,zhu'ge'ke
诸葛亮,zhu'ge'liang
诸葛靓,zhu'ge'liang
诸葛亮安居平五路,zhu'ge'liang'an'ju'ping'wu'lu
诸葛亮草船借箭用的是疑兵计,zhu'ge'liang'cao'chuan'jie'jian'yong'de'shi'yi'bing'ji
诸葛亮草船借箭有把握,zhu'ge'liang'cao'chuan'jie'jian'you'ba'wo
诸葛亮唱空城计没办法,zhu'ge'liang'chang'kong'cheng'ji'mei'ban'fa
诸葛亮乘雪破羌兵,zhu'ge'liang'cheng'xue'po'qiang'bing
诸葛亮传,zhu'ge'liang'chuan
诸葛亮大破魏兵,zhu'ge'liang'da'po'wei'bing
诸葛亮当军师办法多,zhu'ge'liang'dang'jun'shi'ban'fa'duo
诸葛亮当军师名副其实,zhu'ge'liang'dang'jun'shi'ming'fu'qi'shi
诸葛亮的鹅毛扇神妙莫测,zhu'ge'liang'de'e'mao'shan'shen'miao'mo'ce
诸葛亮的锦囊神机妙算,zhu'ge'liang'de'jin'nang'shen'ji'miao'suan
诸葛亮吊孝不是真心,zhu'ge'liang'diao'xiao'bu'shi'zhen'xin
诸葛亮吊孝装模作样,zhu'ge'liang'diao'xiao'zhuang'mu'zuo'yang
诸葛亮挥泪斩马谡顾全大局,zhu'ge'liang'hui'lei'zhan'ma'su'gu'quan'da'ju
诸葛亮火烧新野,zhu'ge'liang'huo'shao'xin'ye
诸葛亮借箭有借无还,zhu'ge'liang'jie'jian'you'jie'wu'huan
诸葛亮隆中对策有先见之明,zhu'ge'liang'long'zhong'dui'ce'you'xian'jian'zhi'ming
诸葛亮三气周瑜略施小技,zhu'ge'liang'san'qi'zhou'yu'lue'shi'xiao'ji
诸葛亮舌战群儒,zhu'ge'liang'she'zhan'qun'ru
诸葛亮弹琴计上心来,zhu'ge'liang'tan'qin'ji'shang'xin'lai
诸葛亮痛哭庞统,zhu'ge'liang'tong'ku'pang'tong
诸葛亮玩狗聪明一世糊涂一时,zhu'ge'liang'wan'gou'cong'ming'yi'shi'hu'tu'yi'shi
诸葛亮要丑妻为事业着想,zhu'ge'liang'yao'chou'qi'wei'shi'ye'zhuo'xiang
诸葛亮用空城计不得已,zhu'ge'liang'yong'kong'cheng'ji'bu'de'yi
诸葛亮又,zhu'ge'liang'you
诸葛亮造木牛流马,zhu'ge'liang'zao'mu'niu'liu'ma
诸葛亮招亲才重于貌,zhu'ge'liang'zhao'qin'cai'zhong'yu'mao
诸葛亮征孟获收收放放,zhu'ge'liang'zheng'meng'huo'shou'shou'fang'fang
诸葛亮智辞鲁肃,zhu'ge'liang'zhi'ci'lu'su
诸葛亮智取汉中,zhu'ge'liang'zhi'qu'han'zhong
诸葛亮智取三城,zhu'ge'liang'zhi'qu'san'cheng
诸葛亮智算华容,zhu'ge'liang'zhi'suan'hua'rong
诸葛亮皱眉头计上心来,zhu'ge'liang'zhou'mei'tou'ji'shang'xin'lai
诸葛虔,zhu'ge'qian
诸葛尚,zhu'ge'shang
诸葛滕二孙濮阳传,zhu'ge'teng'er'sun'pu'yang'chuan
诸葛绪,zhu'ge'xu
诸葛玄,zhu'ge'xuan
诸葛原,zhu'ge'yuan
诸葛瞻,zhu'ge'zhan
诸葛瞻战死绵竹,zhu'ge'zhan'zhan'si'mian'zhu
主公之言,zhu'gong'zhi'yan
朱光,zhu'guang
诸侯势力,zhu'hou'shi'li
朱桓,zhu'huan
朱戟,zhu'ji
诸暨,zhu'ji
煮酒论英雄,zhu'jiu'lun'ying'xiong
朱儁,zhu'jun
主力,zhu'li
朱灵,zhu'ling
祝其,zhu'qi
杼秋,zhu'qiu
朱雀扇,zhu'que'shan
朱雀炎羽,zhu'que'yan'yu
朱然,zhu'ran
祝融,zhu'rong
祝融夫人,zhu'rong'fu'ren
朱太后,zhu'tai'hou
朱吾,zhu'wu
诸夏侯曹传,zhu'xia'hou'cao'chuan
著县,zhu'xian
诸县,zhu'xian
邾县,zhu'xian
朱虚,zhu'xu
朱崖洲,zhu'ya'zhou
筑阳,zhu'yang
朱异,zhu'yi
竹邑,zhu'yi
朱赞,zhu'zan
朱治,zhu'zhi
朱治朱然吕范朱桓传,zhu'zhi'zhu'ran'lv'fan'zhu'huan'chuan
专横,zhuan'heng
专揽国政,zhuan'lan'guo'zheng
庄陶,zhuang'tao
壮武,zhuang'wu
追风白凰,zhui'feng'bai'huang
追汉军王双受诛,zhui'han'jun'wang'shuang'shou'zhu
追魂弓,zhui'hun'gong
追谥,zhui'shi
赘阉遗丑,zhui'yan'yi'chou
追尊,zhui'zun
追尊为,zhui'zun'wei
涿郡,zhuo'jun
涿鹿,zhuo'lu
涿县,zhuo'xian
子邦,zi'bang
子伯,zi'bo
字伯符,zi'bo'fu
子布,zi'bu
子产,zi'chan
自称晋公,zi'cheng'jin'gong
子敕,zi'chi
子初,zi'chu
子丹,zi'dan
紫电,zi'dian
子度,zi'du
字奉先,zi'feng'xian
子干,zi'gan
子纲,zi'gang
子高,zi'gao
子贡,zi'gong
字公度,zi'gong'du
秭归,zi'gui
嵫国,zi'guo
子合,zi'he
子和,zi'he
子衡,zi'heng
子桓,zi'huan
子璜,zi'huang
子建,zi'jian
字建公,zi'jian'gong
子将,zi'jiang
紫金赤兔马,zi'jin'chi'tu'ma
子敬,zi'jing
子均,zi'jun
子恪,zi'ke
子廉,zi'lian
子烈,zi'lie
子林,zi'lin
子龙,zi'long
紫马辛,zi'ma'xin
字孟德,zi'meng'de
子明,zi'ming
子佩,zi'pei
子奇,zi'qi
子弃,zi'qi
子全,zi'quan
子柔,zi'rou
子山,zi'shan
子尚,zi'shang
兹氏,zi'shi
子师,zi'shi
子叔,zi'shu
字叔平,zi'shu'ping
子司马炎,zi'si'ma'yan
子台,zi'tai
子泰,zi'tai
子通,zi'tong
梓潼,zi'tong
子文,zi'wen
子五谷,zi'wu'gu
子孝,zi'xiao
子修,zi'xiu
子绪,zi'xu
紫虚上人,zi'xu'shang'ren
子扬,zi'yang
子义,zi'yi
子翼,zi'yi
子雍,zi'yong
子瑜,zi'yu
子鱼,zi'yu
子元,zi'yuan
子远,zi'yuan
字元异,zi'yuan'yi
子云,zi'yun
子仲,zi'zhong
资中,zi'zhong
字仲达,zi'zhong'da
字子上,zi'zi'shang
字子尚,zi'zi'shang
宗宝,zong'bao
宗室传,zong'shi'chuan
宗预,zong'yu
宗正,zong'zheng
奏曹掾,zou'cao'yuan
邹靖,zou'jing
走马荐诸葛,zou'ma'jian'zhu'ge
邹平,zou'ping
邹氏,zou'shi
驺县,zou'xian
祖弼,zu'bi
祖厉,zu'li
祖茂,zu'mao
祖荣,zu'rong
租调制,zu'tiao'zhi
足止,zu'zhi
尊魏,zun'wei
尊重史实,zun'zhong'shi'shi
左丞相,zuo'cheng'xiang
左慈,zuo'ci
左慈掷杯戏曹操,zuo'ci'zhi'bei'xi'cao'cao
左典军,zuo'dian'jun
左丰,zuo'feng
左冯翎,zuo'feng'ling
左护军,zuo'hu'jun
左节度,zuo'jie'du
左军,zuo'jun
左军师,zuo'jun'shi
佐军司马,zuo'jun'si'ma
左灵,zuo'ling
坐骑,zuo'qi
左司马,zuo'si'ma
作唐,zuo'tang
左咸,zuo'xian
左贤王,zuo'xian'wang
左右都护,zuo'you'du'hu
佐治,zuo'zhi
左执法,zuo'zhi'fa
