阿坝当归,a'ba'dang'gui
直立黄细心,zhi'li'huang'xi'xin
直立茴芹,zhi'li'hui'qin
直立鸡蛋参,zhi'li'ji'dan'can
直立锦香草,zhi'li'jin'xiang'cao
直立韭,zhi'li'jiu
直立卷瓣兰,zhi'li'juan'ban'lan
直立老鹳草,zhi'li'lao'guan'cao
直立两色乌头,zhi'li'liang'se'wu'tou
直立蔓龙胆,zhi'li'man'long'dan
直立膜萼花,zhi'li'mo'e'hua
直立婆婆纳,zhi'li'po'po'na
直立雀麦,zhi'li'que'mai
直立山梗菜,zhi'li'shan'geng'cai
直立山牵牛,zhi'li'shan'qian'niu
直立山珊瑚,zhi'li'shan'shan'hu
直立省藤,zhi'li'sheng'teng
直立石龙尾,zhi'li'shi'long'wei
直立藤长苗,zhi'li'teng'chang'miao
直立委陵菜,zhi'li'wei'ling'cai
直立悬钩子,zhi'li'xuan'gou'zi
直立旋花,zhi'li'xuan'hua
直立隐花马先蒿,zhi'li'yin'hua'ma'xian'hao
止痢蚤草,zhi'li'zao'cao
直立猪毛菜,zhi'li'zhu'mao'cai
指裂蒿,zhi'lie'hao
栉裂毛茛,zhi'lie'mao'gen
指裂梅花草,zhi'lie'mei'hua'cao
脂麻,zhi'ma
芝麻,zhi'ma
芝麻菜,zhi'ma'cai
芝麻菜属,zhi'ma'cai'shu
直脉杜英,zhi'mai'du'ying
直脉榕,zhi'mai'rong
直脉兔儿风,zhi'mai'tu'er'feng
直芒草,zhi'mang'cao
直芒草属,zhi'mang'cao'shu
直芒雀麦,zhi'mang'que'mai
枝毛野牡丹,zhi'mao'ye'mu'dan
直毛獐牙菜,zhi'mao'zhang'ya'cai
直茗苔草,zhi'ming'tai'cao
知母,zhi'mu
知母属,zhi'mu'shu
知母薤,zhi'mu'xie
治疟草,zhi'nue'cao
直球穗扁莎,zhi'qiu'sui'bian'sha
直蕊唇柱苣苔,zhi'rui'chun'zhu'ju'tai
治疝草,zhi'shan'cao
治疝草属,zhi'shan'cao'shu
直生刀豆,zhi'sheng'dao'dou
枝实属,zhi'shi'shu
枳属,zhi'shu
枝穗大黄,zhi'sui'da'huang
直穗鹅观草,zhi'sui'e'guan'cao
枝穗山矾,zhi'sui'shan'fan
直穗苔草,zhi'sui'tai'cao
直穗小檗,zhi'sui'xiao'bo
直葶石豆兰,zhi'ting'shi'dou'lan
枝桐木,zhi'tong'mu
知微老,zhi'wei'lao
直尾楼梯草,zhi'wei'lou'ti'cao
止泻木,zhi'xie'mu
止泻木属,zhi'xie'mu'shu
之形喙马先蒿,zhi'xing'hui'ma'xian'hao
知羞草,zhi'xiu'cao
直须弥芥,zhi'xu'mi'jie
直序五膜草,zhi'xu'wu'mo'cao
直序乌头,zhi'xu'wu'tou
止血草,zhi'xue'cao
止血马唐,zhi'xue'ma'tang
纸叶八月瓜,zhi'ye'ba'yue'gua
纸叶翠雀花,zhi'ye'cui'que'hua
纸叶冬青,zhi'ye'dong'qing
纸叶杜鹃,zhi'ye'du'juan
趾叶栝楼,zhi'ye'gua'lou
指叶蒿,zhi'ye'hao
栉叶蒿,zhi'ye'hao
栉叶蒿属,zhi'ye'hao'shu
芷叶棱子芹,zhi'ye'leng'zi'qin
指叶毛兰,zhi'ye'mao'lan
芷叶前胡,zhi'ye'qian'hu
纸叶琼楠,zhi'ye'qiong'nan
纸叶榕,zhi'ye'rong
指叶山猪菜,zhi'ye'shan'zhu'cai
指叶苔,zhi'ye'tai
直叶香柏,zhi'ye'xiang'bai
纸叶越桔,zhi'ye'yue'ju
直叶珠藓,zhi'ye'zhu'xian
置疑小檗,zhi'yi'xiao'bo
雉隐天冬,zhi'yin'tian'dong
直缘乌头,zhi'yuan'wu'tou
直枝杜鹃,zhi'zhi'du'juan
纸质冷水花,zhi'zhi'leng'shui'hua
蜘蛛抱蛋,zhi'zhu'bao'dan
蜘蛛抱蛋属,zhi'zhu'bao'dan'shu
蜘蛛花,zhi'zhu'hua
蜘蛛花属,zhi'zhu'hua'shu
指柱兰,zhi'zhu'lan
蜘蛛兰,zhi'zhu'lan
蜘蛛兰属,zhi'zhu'lan'shu
支柱蓼,zhi'zhu'liao
支柱拳参,zhi'zhu'quan'can
蜘蛛香,zhi'zhu'xiang
蜘蛛岩蕨,zhi'zhu'yan'jue
栀子,zhi'zi
枝子花,zhi'zi'hua
栀子花,zhi'zi'hua
栀子皮,zhi'zi'pi
梔子皮,zhi'zi'pi
栀子皮属,zhi'zi'pi'shu
栀子属,zhi'zi'shu
栀子树,zhi'zi'shu
直酢浆草,zhi'zuo'jiang'cao
仲巴翠雀花,zhong'ba'cui'que'hua
仲巴蝇子草,zhong'ba'ying'zi'cao
仲巴早熟禾,zhong'ba'zao'shu'he
中败酱,zhong'bai'jiang
重瓣茶花,zhong'ban'cha'hua
重瓣臭茉莉,zhong'ban'chou'mo'li
重瓣广东蔷薇,zhong'ban'guang'dong'qiang'wei
重瓣黄木香,zhong'ban'huang'mu'xiang
重瓣金樱子,zhong'ban'jin'ying'zi
重瓣空心泡,zhong'ban'kong'xin'pao
重瓣木芙蓉,zhong'ban'mu'fu'rong
重瓣山杏,zhong'ban'shan'xing
重瓣铁线莲,zhong'ban'tie'xian'lian
重瓣五味子,zhong'ban'wu'wei'zi
重瓣榆叶梅,zhong'ban'yu'ye'mei
重瓣朱槿,zhong'ban'zhu'jin
钟苞麻花头,zhong'bao'ma'hua'tou
肿柄杜英,zhong'bing'du'ying
肿柄菊,zhong'bing'ju
肿柄菊属,zhong'bing'ju'shu
肿柄雪莲,zhong'bing'xue'lian
重波茴芹,zhong'bo'hui'qin
重齿当归,zhong'chi'dang'gui
重齿风毛菊,zhong'chi'feng'mao'ju
重齿胡卢巴,zhong'chi'hu'lu'ba
重齿泡花树,zhong'chi'pao'hua'shu
重齿槭,zhong'chi'qi
重齿蔷薇,zhong'chi'qiang'wei
重齿秋海棠,zhong'chi'qiu'hai'tang
重齿陕西蔷薇,zhong'chi'shan'xi'qiang'wei
重齿桃叶石楠,zhong'chi'tao'ye'shi'nan
重齿玄参,zhong'chi'xuan'shen
重唇石斛,zhong'chun'shi'hu
中甸艾,zhong'dian'ai
中甸报春,zhong'dian'bao'chun
中甸杓兰,zhong'dian'biao'lan
中甸长果婆婆纳,zhong'dian'chang'guo'po'po'na
中甸垂头菊,zhong'dian'chui'tou'ju
中甸刺玫,zhong'dian'ci'mei
中甸翠雀花,zhong'dian'cui'que'hua
中甸灯台报春,zhong'dian'deng'tai'bao'chun
中甸东俄芹,zhong'dian'dong'e'qin
中甸独花报春,zhong'dian'du'hua'bao'chun
中甸独活,zhong'dian'du'huo
中甸杜鹃,zhong'dian'du'juan
中甸风毛菊,zhong'dian'feng'mao'ju
中甸凤仙花,zhong'dian'feng'xian'hua
中甸海水仙,zhong'dian'hai'shui'xian
中甸杭子梢,zhong'dian'hang'zi'shao
中甸虎耳草,zhong'dian'hu'er'cao
中甸黄堇,zhong'dian'huang'jin
中甸黄耆,zhong'dian'huang'qi
中甸黄芩,zhong'dian'huang'qin
中甸茴芹,zhong'dian'hui'qin
中甸蓝钟花,zhong'dian'lan'zhong'hua
中甸肋柱花,zhong'dian'lei'zhu'hua
中甸冷杉,zhong'dian'leng'shan
中甸龙胆,zhong'dian'long'dan
中甸马兜铃,zhong'dian'ma'dou'ling
中甸马先蒿,zhong'dian'ma'xian'hao
中甸毛莨,zhong'dian'mao'liang
中甸千里光,zhong'dian'qian'li'guang
中甸蔷薇,zhong'dian'qiang'wei
中甸山楂,zhong'dian'shan'zha
中甸丝瓣芹,zhong'dian'si'ban'qin
中甸溲疏,zhong'dian'sou'shu
中甸葶苈,zhong'dian'ting'li
中甸乌头,zhong'dian'wu'tou
中甸无心菜,zhong'dian'wu'xin'cai
中甸香青,zhong'dian'xiang'qing
中甸栒子,zhong'dian'xun'zi
中甸岩黄耆,zhong'dian'yan'huang'qi
中甸蝇子草,zhong'dian'ying'zi'cao
中甸鸢尾,zhong'dian'yuan'wei
中甸早熟禾,zhong'dian'zao'shu'he
中甸珍珠菜,zhong'dian'zhen'zhu'cai
中东金花茶,zhong'dong'jin'hua'cha
中东杨,zhong'dong'yang
钟萼白头翁,zhong'e'bai'tou'weng
钟萼草,zhong'e'cao
钟萼粗叶木,zhong'e'cu'ye'mu
钟萼地梗鼠尾草,zhong'e'di'geng'shu'wei'cao
中俄谷精草,zhong'e'gu'jing'cao
钟萼连蕊茶,zhong'e'lian'rui'cha
钟萼木,zhong'e'mu
钟萼鼠尾草,zhong'e'shu'wei'cao
种阜草,zhong'fu'cao
种阜草属,zhong'fu'cao'shu
钟冠白花,zhong'guan'bai'hua
钟冠唇柱苣苔,zhong'guan'chun'zhu'ju'tai
重冠紫菀,zhong'guan'zi'wan
中国白丝草,zhong'guo'bai'si'cao
中国粗榧,zhong'guo'cu'fei
中国地杨梅,zhong'guo'di'yang'mei
中国椴,zhong'guo'duan
中国繁缕,zhong'guo'fan'lv
中国黄花柳,zhong'guo'huang'hua'liu
中国黄眼草,zhong'guo'huang'yan'cao
中国旌节花,zhong'guo'jing'jie'hua
中国蕨,zhong'guo'jue
中果咖啡,zhong'guo'ka'fei
中国苦树,zhong'guo'ku'shu
中国块菌,zhong'guo'kuai'jun
中国龙胆,zhong'guo'long'dan
中国马先蒿,zhong'guo'ma'xian'hao
中国梅花草,zhong'guo'mei'hua'cao
中国茜草,zhong'guo'qian'cao
中国沙棘,zhong'guo'sha'ji
中国石蒜,zhong'guo'shi'suan
中国石竹,zhong'guo'shi'zhu
中国宿苞豆,zhong'guo'su'bao'dou
中国统球,zhong'guo'tong'qiu
中国无忧花,zhong'guo'wu'you'hua
中国纤细马先蒿,zhong'guo'xian'xi'ma'xian'hao
中国绣球,zhong'guo'xiu'qiu
中国旋花,zhong'guo'xuan'hua
中国岩黄耆,zhong'guo'yan'huang'qi
中国野菰,zhong'guo'ye'gu
中国种子植物科属词典,zhong'guo'zhong'zi'zhi'wu'ke'shu'ci'dian
中国猪屎豆,zhong'guo'zhu'shi'dou
中海苔草,zhong'hai'tai'cao
中华安息香,zhong'hua'an'xi'xiang
钟花报春,zhong'hua'bao'chun
中华抱茎蓼,zhong'hua'bao'jing'liao
中华贝母,zhong'hua'bei'mu
中华笔草,zhong'hua'bi'cao
中华补血草,zhong'hua'bu'xue'cao
钟花草,zhong'hua'cao
中华草沙蚕,zhong'hua'cao'sha'can
中华槽舌兰,zhong'hua'cao'she'lan
钟花草属,zhong'hua'cao'shu
中花叉柱花,zhong'hua'cha'zhu'hua
中华叉柱兰,zhong'hua'cha'zhu'lan
钟花垂头菊,zhong'hua'chui'tou'ju
中华大节竹,zhong'hua'da'jie'zhu
钟花达乌里秦艽,zhong'hua'da'wu'li'qin'jiao
中华淡竹叶,zhong'hua'dan'zhu'ye
中华地桃花,zhong'hua'di'tao'hua
中华冬青,zhong'hua'dong'qing
钟花杜鹃,zhong'hua'du'juan
中华杜英,zhong'hua'du'ying
中华短肠蕨,zhong'hua'duan'chang'jue
中华鹅观草,zhong'hua'e'guan'cao
中华鹅掌柴,zhong'hua'e'zhang'chai
中华耳草,zhong'hua'er'cao
中华风毛菊,zhong'hua'feng'mao'ju
中华复叶耳蕨,zhong'hua'fu'ye'er'jue
中华栝楼,zhong'hua'gua'lou
中华孩儿草,zhong'hua'hai'er'cao
中华禾叶繁缕,zhong'hua'he'ye'fan'lv
中华红丝线,zhong'hua'hong'si'xian
中华胡椒,zhong'hua'hu'jiao
中华槲蕨,zhong'hua'hu'jue
钟花胡颓子,zhong'hua'hu'tui'zi
中华狐尾豆,zhong'hua'hu'wei'dou
中华胡枝子,zhong'hua'hu'zhi'zi
中华花荵,zhong'hua'hua'ren
中华黄花稔,zhong'hua'huang'hua'ren
钟花假百合,zhong'hua'jia'bai'he
中华菅,zhong'hua'jian
中华尖药花,zhong'hua'jian'yao'hua
中华结缕草,zhong'hua'jie'lv'cao
中华金粉蕨,zhong'hua'jin'fen'jue
中华金腰,zhong'hua'jin'yao
钟花韭,zhong'hua'jiu
中华卷瓣兰,zhong'hua'juan'ban'lan
中华蜡瓣花,zhong'hua'la'ban'hua
中华老鹳草,zhong'hua'lao'guan'cao
中华里白,zhong'hua'li'bai
中华列当,zhong'hua'lie'dang
中华鳞毛蕨,zhong'hua'lin'mao'jue
中华柳,zhong'hua'liu
中华柳叶菜,zhong'hua'liu'ye'cai
中华瘤枝卫矛,zhong'hua'liu'zhi'wei'mao
钟花龙胆,zhong'hua'long'dan
中华鹿藿,zhong'hua'lu'huo
中华落芒草,zhong'hua'luo'mang'cao
中华猕猴桃,zhong'hua'mi'hou'tao
中华木荷,zhong'hua'mu'he
中华木衣藓,zhong'hua'mu'yi'xian
中华盆距兰,zhong'hua'pen'ju'lan
中华萍蓬草,zhong'hua'ping'peng'cao
中华槭,zhong'hua'qi
中华清风藤,zhong'hua'qing'feng'teng
钟花清风藤,zhong'hua'qing'feng'teng
中华青荚叶,zhong'hua'qing'jia'ye
中华青牛胆,zhong'hua'qing'niu'dan
中华秋海棠,zhong'hua'qiu'hai'tang
钟花忍冬,zhong'hua'ren'dong
中华三叶委陵菜,zhong'hua'san'ye'wei'ling'cai
中华沙参,zhong'hua'sha'shen
中华山黧豆,zhong'hua'shan'li'dou
中华山蓼,zhong'hua'shan'liao
中华山紫茉莉,zhong'hua'shan'zi'mo'li
中华蛇根草,zhong'hua'she'gen'cao
钟花神血宁,zhong'hua'shen'xue'ning
中华石蝴蝶,zhong'hua'shi'hu'die
中华石龙尾,zhong'hua'shi'long'wei
中华石楠,zhong'hua'shi'nan
钟花属,zhong'hua'shu
钟花树萝卜,zhong'hua'shu'luo'bo
中华双扇蕨,zhong'hua'shuang'shan'jue
中华水锦树,zhong'hua'shui'jin'shu
中华水韮,zhong'hua'shui'jiu
中华水芹,zhong'hua'shui'qin
中华苔草,zhong'hua'tai'cao
中华坛花兰,zhong'hua'tan'hua'lan
中华蹄盖蕨,zhong'hua'ti'gai'jue
中华天胡荽,zhong'hua'tian'hu'sui
中华甜茅,zhong'hua'tian'mao
中华卫矛,zhong'hua'wei'mao
中华蚊母树,zhong'hua'wen'mu'shu
中华五加,zhong'hua'wu'jia
中华虾脊兰,zhong'hua'xia'ji'lan
中华仙茅,zhong'hua'xian'mao
中华香简草,zhong'hua'xiang'jian'cao
中华小苦荬,zhong'hua'xiao'ku'mai
中华蟹甲草,zhong'hua'xie'jia'cao
中华绣线菊,zhong'hua'xiu'xian'ju
中华绣线梅,zhong'hua'xiu'xian'mei
中华沿阶草,zhong'hua'yan'jie'cao
中华羊茅,zhong'hua'yang'mao
中华野独活,zhong'hua'ye'du'huo
中华野海棠,zhong'hua'ye'hai'tang
中华野葵,zhong'hua'ye'kui
中华隐子草,zhong'hua'yin'zi'cao
钟花樱桃,zhong'hua'ying'tao
中华鸢尾兰,zhong'hua'yuan'wei'lan
中华早熟禾,zhong'hua'zao'shu'he
中花粘腺果,zhong'hua'zhan'xian'guo
中华锥花,zhong'hua'zhui'hua
肿喙苔草,zhong'hui'tai'cao
肿荚豆,zhong'jia'dou
肿荚豆属,zhong'jia'dou'shu
中间藨草,zhong'jian'biao'cao
中间车轴草,zhong'jian'che'zhou'cao
中间鹅观草,zhong'jian'e'guan'cao
中间光泽锥花,zhong'jian'guang'ze'zhui'hua
中间黄杨,zhong'jian'huang'yang
中间假糙苏,zhong'jian'jia'cao'su
中间碱茅,zhong'jian'jian'mao
中间锦鸡儿,zhong'jian'jin'ji'er
中间近穗状冠唇花,zhong'jian'jin'sui'zhuang'guan'chun'hua
中间雀麦,zhong'jian'que'mai
中间型荸荠,zhong'jian'xing'bi'qi
中间型冷水花,zhong'jian'xing'leng'shui'hua
中间型竹叶草,zhong'jian'xing'zhu'ye'cao
中间早熟禾,zhong'jian'zao'shu'he
肿节风,zhong'jie'feng
肿节少穗竹,zhong'jie'shao'sui'zhu
肿节石斛,zhong'jie'shi'hu
种棱粟米草,zhong'leng'su'mi'cao
中粒咖啡,zhong'li'ka'fei
中麻黄,zhong'ma'huang
钟帽藓,zhong'mao'xian
中美木棉属,zhong'mei'mu'mian'shu
中棉,zhong'mian
中缅八角,zhong'mian'ba'jiao
中缅木莲,zhong'mian'mu'lian
中缅天胡荽,zhong'mian'tian'hu'sui
中缅卫矛,zhong'mian'wei'mao
中缅玉凤花,zhong'mian'yu'feng'hua
钟木属,zhong'mu'shu
中南蒿,zhong'nan'hao
中南胡麻草,zhong'nan'hu'ma'cao
中南卫矛,zhong'nan'wei'mao
中南悬钩子,zhong'nan'xuan'gou'zi
中南鱼藤,zhong'nan'yu'teng
中宁枸杞,zhong'ning'gou'qi
中宁黄耆,zhong'ning'huang'qi
中平树,zhong'ping'shu
种脐人字果,zhong'qi'ren'zi'guo
中日老鹳草,zhong'ri'lao'guan'cao
重三出黄堇,zhong'san'chu'huang'jin
钟氏柳,zhong'shi'liu
仲氏苔草,zhong'shi'tai'cao
柊树,zhong'shu
中穗省藤,zhong'sui'sheng'teng
中泰南五味子,zhong'tai'nan'wu'wei'zi
中泰玉凤花,zhong'tai'yu'feng'hua
中天山黄耆,zhong'tian'shan'huang'qi
中文名,zhong'wen'ming
中型冬青,zhong'xing'dong'qing
中型狼尾草,zhong'xing'lang'wei'cao
中型千屈菜,zhong'xing'qian'qu'cai
中型树萝卜,zhong'xing'shu'luo'bo
中亚阿魏,zhong'ya'a'wei
中亚滨藜,zhong'ya'bin'li
中亚草原蒿,zhong'ya'cao'yuan'hao
中亚车轴草,zhong'ya'che'zhou'cao
中亚虫实,zhong'ya'chong'shi
中亚大戟,zhong'ya'da'ji
中亚多榔菊,zhong'ya'duo'lang'ju
中亚旱蒿,zhong'ya'han'hao
中亚荩草,zhong'ya'jin'cao
中亚锦鸡儿,zhong'ya'jin'ji'er
中亚苦蒿,zhong'ya'ku'hao
中亚拉拉藤,zhong'ya'la'la'teng
中亚婆罗门参,zhong'ya'po'luo'men'can
中亚蒲公英,zhong'ya'pu'gong'ying
中亚秦艽,zhong'ya'qin'jiao
中亚沙棘,zhong'ya'sha'ji
中亚山柳菊,zhong'ya'shan'liu'ju
中亚酸模,zhong'ya'suan'mo
中亚天仙子,zhong'ya'tian'xian'zi
中亚葶苈,zhong'ya'ting'li
中亚卫矛,zhong'ya'wei'mao
中亚细柄茅,zhong'ya'xi'bing'mao
中亚银穗草,zhong'ya'yin'sui'cao
中亚羽裂叶荠,zhong'ya'yu'lie'ye'ji
中亚鸢尾,zhong'ya'yuan'wei
中亚早熟禾,zhong'ya'zao'shu'he
中亚泽芹,zhong'ya'ze'qin
中亚紫菀木,zhong'ya'zi'wan'mu
柊叶,zhong'ye
重叶莲,zhong'ye'lian
中印铁线莲,zhong'yin'tie'xian'lian
重羽菊,zhong'yu'ju
重羽菊属,zhong'yu'ju'shu
重羽紫菀,zhong'yu'zi'wan
中越短蕊茶,zhong'yue'duan'rui'cha
中越脚骨脆,zhong'yue'jiao'gu'cui
中越柳,zhong'yue'liu
中越猕猴桃,zhong'yue'mi'hou'tao
中越秋海棠,zhong'yue'qiu'hai'tang
中越山茶,zhong'yue'shan'cha
肿胀果苔草,zhong'zhang'guo'tai'cao
中州凤仙花,zhong'zhou'feng'xian'hua
钟状垂花报春,zhong'zhuang'chui'hua'bao'chun
钟状独花报春,zhong'zhuang'du'hua'bao'chun
肿足蕨,zhong'zu'jue
舟瓣芹,zhou'ban'qin
舟瓣芹属,zhou'ban'qin'shu
皱边喉毛花,zhou'bian'hou'mao'hua
帚扁蓄,zhou'bian'xu
舟柄茶,zhou'bing'cha
皱柄冬青,zhou'bing'dong'qing
舟柄铁线莲,zhou'bing'tie'xian'lian
皱波黄堇,zhou'bo'huang'jin
皱波球根鸦葱,zhou'bo'qiu'gen'ya'cong
帚灯草科,zhou'deng'cao'ke
皱萼栝楼,zhou'e'gua'lou
皱萼蒲桃,zhou'e'pu'tao
皱萼苔,zhou'e'tai
皱果茶,zhou'guo'cha
皱果赤瓟,zhou'guo'chi'bo
皱果风毛菊,zhou'guo'feng'mao'ju
皱果胡椒,zhou'guo'hu'jiao
舟果荠,zhou'guo'ji
舟果荠属,zhou'guo'ji'shu
皱果棱子芹,zhou'guo'leng'zi'qin
皱果南蛇藤,zhou'guo'nan'she'teng
皱果蛇莓,zhou'guo'she'mei
皱果苔草,zhou'guo'tai'cao
皱果苋,zhou'guo'xian
皱果崖豆藤,zhou'guo'ya'dou'teng
轴花木,zhou'hua'mu
轴花属,zhou'hua'shu
皱花细辛,zhou'hua'xi'xin
帚黄耆,zhou'huang'qi
皱黄芪,zhou'huang'qi
骤尖楼梯草,zhou'jian'lou'ti'cao
骤尖小叶楼梯草,zhou'jian'xiao'ye'lou'ti'cao
骤尖叶旌节花,zhou'jian'ye'jing'jie'hua
皱茎景天,zhou'jing'jing'tian
帚菊属,zhou'ju'shu
皱壳箭竹,zhou'ke'jian'zhu
皱苦竹,zhou'ku'zhu
椆榔稠,zhou'lang'chou
轴藜,zhou'li
轴藜属,zhou'li'shu
周裂秋海棠,zhou'lie'qiu'hai'tang
轴榈属,zhou'lv'shu
周毛悬钩子,zhou'mao'xuan'gou'zi
绉面草,zhou'mian'cao
皱面鸡眼藤,zhou'mian'ji'yan'teng
皱面树,zhou'mian'shu
椆木,zhou'mu
皱皮杜鹃,zhou'pi'du'juan
皱皮油丹,zhou'pi'you'dan
椆琼楠,zhou'qiong'nan
舟曲柳,zhou'qu'liu
帚雀麦,zhou'que'mai
皱纱皮,zhou'sha'pi
舟山新木姜子,zhou'shan'xin'mu'jiang'zi
周氏碎米荠,zhou'shi'sui'mi'ji
椆树,zhou'shu
周树桑寄生,zhou'shu'sang'ji'sheng
椆树桑寄生,zhou'shu'sang'ji'sheng
皱缩链荚豆,zhou'suo'lian'jia'dou
皱纹柳,zhou'wen'liu
舟型马先蒿,zhou'xing'ma'xian'hao
皱序南星,zhou'xu'nan'xing
帚序苎麻,zhou'xu'zhu'ma
皱叶安息香,zhou'ye'an'xi'xiang
皱叶报春,zhou'ye'bao'chun
皱叶变豆菜,zhou'ye'bian'dou'cai
皱叶茶,zhou'ye'cha
皱叶重楼,zhou'ye'chong'lou
皱叶川木香,zhou'ye'chuan'mu'xiang
皱叶丁香,zhou'ye'ding'xiang
皱叶冬青,zhou'ye'dong'qing
皱叶杜茎山,zhou'ye'du'jing'shan
皱叶杜鹃,zhou'ye'du'juan
皱叶繁缕,zhou'ye'fan'lv
皱叶沟瓣,zhou'ye'gou'ban
皱叶狗尾草,zhou'ye'gou'wei'cao
皱叶海桐,zhou'ye'hai'tong
皱叶后蕊苣苔,zhou'ye'hou'rui'ju'tai
皱叶黄细心,zhou'ye'huang'xi'xin
皱叶黄杨,zhou'ye'huang'yang
皱叶荚蒾,zhou'ye'jia'mi
皱叶剪秋罗,zhou'ye'jian'qiu'luo
皱叶绢毛苣,zhou'ye'juan'mao'ju
皱叶柃,zhou'ye'ling
皱叶留兰香,zhou'ye'liu'lan'xiang
皱叶柳叶箬,zhou'ye'liu'ye'ruo
皱叶柳叶栒子,zhou'ye'liu'ye'xun'zi
皱叶鹿蹄草,zhou'ye'lu'ti'cao
皱叶茅,zhou'ye'mao
皱叶毛建草,zhou'ye'mao'jian'cao
皱叶毛口藓,zhou'ye'mao'kou'xian
皱叶木兰,zhou'ye'mu'lan
皱叶南蛇藤,zhou'ye'nan'she'teng
皱叶牛舌藓,zhou'ye'niu'she'xian
皱叶雀梅藤,zhou'ye'que'mei'teng
皱叶忍冬,zhou'ye'ren'dong
绉叶忍冬,zhou'ye'ren'dong
皱叶山桂花,zhou'ye'shan'gui'hua
皱叶石斑木,zhou'ye'shi'ban'mu
皱叶鼠李,zhou'ye'shu'li
皱叶树萝卜,zhou'ye'shu'luo'bo
皱叶酸模,zhou'ye'suan'mo
皱叶酸藤子,zhou'ye'suan'teng'zi
皱叶铁线莲,zhou'ye'tie'xian'lian
舟叶橐吾,zhou'ye'tuo'wu
皱叶委陵菜,zhou'ye'wei'ling'cai
皱叶乌头,zhou'ye'wu'tou
皱叶香茶菜,zhou'ye'xiang'cha'cai
皱叶小蜡,zhou'ye'xiao'la
皱叶鸦葱,zhou'ye'ya'cong
皱叶烟斗柯,zhou'ye'yan'dou'ke
皱叶玉山竹,zhou'ye'yu'shan'zhu
皱叶醉鱼草,zhou'ye'zui'yu'cao
舟颖剪股颖,zhou'ying'jian'gu'ying
皱缘纤枝香青,zhou'yuan'xian'zhi'xiang'qing
皱枣,zhou'zao
皱褶马先蒿,zhou'zhe'ma'xian'hao
帚枝灰绿黄堇,zhou'zhi'hui'lv'huang'jin
帚枝荆芥,zhou'zhi'jing'jie
周至柳,zhou'zhi'liu
帚枝龙胆,zhou'zhi'long'dan
帚枝木蓼,zhou'zhi'mu'liao
帚枝千屈菜,zhou'zhi'qian'qu'cai
帚枝乳菀,zhou'zhi'ru'wan
帚枝鼠李,zhou'zhi'shu'li
帚枝唐松草,zhou'zhi'tang'song'cao
帚枝香青,zhou'zhi'xiang'qing
帚状风毛菊,zhou'zhuang'feng'mao'ju
舟状凤仙花,zhou'zhuang'feng'xian'hua
帚状绢蒿,zhou'zhuang'juan'hao
帚状马先蒿,zhou'zhuang'ma'xian'hao
帚状苔草,zhou'zhuang'tai'cao
帚状香茶菜,zhou'zhuang'xiang'cha'cai
帚状鸦葱,zhou'zhuang'ya'cong
皱子白花菜,zhou'zi'bai'hua'cai
皱籽栝楼,zhou'zi'gua'lou
竹柏,zhu'bai
竹柏科罗,zhu'bai'ke'luo
猪菜藤,zhu'cai'teng
猪菜藤属,zhu'cai'teng'shu
朱唇,zhu'chun
朱顶红,zhu'ding'hong
朱顶兰,zhu'ding'lan
猪肚勒,zhu'du'le
猪肚木,zhu'du'mu
猪肚子,zhu'du'zi
猪粉草,zhu'fen'cao
珠峰长蒴苣苔,zhu'feng'chang'shuo'ju'tai
珠峰齿缘草,zhu'feng'chi'yuan'cao
珠峰垂花报春,zhu'feng'chui'hua'bao'chun
珠峰翠雀花,zhu'feng'cui'que'hua
珠峰党参,zhu'feng'dang'shen
珠峰飞蓬,zhu'feng'fei'peng
珠峰火绒草,zhu'feng'huo'rong'cao
珠峰鳞蕊芥,zhu'feng'lin'rui'jie
珠峰龙胆,zhu'feng'long'dan
珠峰千里光,zhu'feng'qian'li'guang
珠峰小檗,zhu'feng'xiao'bo
诸葛菜,zhu'ge'cai
诸葛菜属,zhu'ge'cai'shu
竹根假万寿竹,zhu'gen'jia'wan'shou'zhu
柱根姜,zhu'gen'jiang
竹根七,zhu'gen'qi
竹根七属,zhu'gen'qi'shu
柱梗铁线莲,zhu'geng'tie'xian'lian
柱冠罗汉松,zhu'guan'luo'han'song
柱冠西风芹,zhu'guan'xi'feng'qin
珠光香青,zhu'guang'xiang'qing
珠光绣球,zhu'guang'xiu'qiu
珠果黄堇,zhu'guo'huang'jin
柱果绿绒蒿,zhu'guo'lv'rong'hao
柱果猕猴桃,zhu'guo'mi'hou'tao
柱果木榄,zhu'guo'mu'lan
柱果琼楠,zhu'guo'qiong'nan
柱果秋海棠,zhu'guo'qiu'hai'tang
朱果藤,zhu'guo'teng
柱果铁线莲,zhu'guo'tie'xian'lian
朱红,zhu'hong
珠红,zhu'hong
朱红大杜鹃,zhu'hong'da'du'juan
朱红苣苔,zhu'hong'ju'tai
朱红树萝卜,zhu'hong'shu'luo'bo
柱花红景天,zhu'hua'hong'jing'tian
珠鸡斑党参,zhu'ji'ban'dang'shen
侏碱茅,zhu'jian'mao
朱蕉,zhu'jiao
猪脚楠,zhu'jiao'nan
朱蕉属,zhu'jiao'shu
竹节参,zhu'jie'can
竹节草,zhu'jie'cao
珠节景天,zhu'jie'jing'tian
竹节蓼属,zhu'jie'liao'shu
竹节前胡,zhu'jie'qian'hu
