阿贝比长原理,a'bei'bi'chang'yuan'li
测角中误差,ce'jiao'zhong'wu'cha
侧净空区,ce'jing'kong'qu
测距,ce'ju
测距差定位,ce'ju'cha'ding'wei
测距定位系统,ce'ju'ding'wei'xi'tong
测距经纬仪,ce'ju'jing'wei'yi
测距雷达,ce'ju'lei'da
测距盲区,ce'ju'mang'qu
测距误差,ce'ju'wu'cha
测距仪,ce'ju'yi
测控条,ce'kong'tiao
测量标志,ce'liang'biao'zhi
测量觇标,ce'liang'chan'biao
测量船,ce'liang'chuan
测量规范,ce'liang'gui'fan
测量控制网,ce'liang'kong'zhi'wang
测量平差,ce'liang'ping'cha
测量误差,ce'liang'wu'cha
测量误差的概率等于,ce'liang'wu'cha'de'gai'lv'deng'yu
测量学,ce'liang'xue
测流,ce'liu
侧扫声呐,ce'sao'sheng'na
侧射,ce'she
侧射火力,ce'she'huo'li
测深改正,ce'shen'gai'zheng
测深杆,ce'shen'gan
测深精度,ce'shen'jing'du
测深仪读数精度,ce'shen'yi'du'shu'jing'du
测深仪发射线,ce'shen'yi'fa'she'xian
测深仪回波信号,ce'shen'yi'hui'bo'xin'hao
测深仪记录纸,ce'shen'yi'ji'lu'zhi
测深仪零线,ce'shen'yi'ling'xian
测试分队,ce'shi'fen'dui
侧视雷达,ce'shi'lei'da
测试阵地,ce'shi'zhen'di
测速标,ce'su'biao
测图卫星,ce'tu'wei'xing
侧卫,ce'wei
测微密度计,ce'wei'mi'du'ji
测微目镜,ce'wei'mu'jing
测微器,ce'wei'qi
测线,ce'xian
侧向,ce'xiang
策应,ce'ying
测站,ce'zhan
测站归心,ce'zhan'gui'xin
层间改正,ceng'jian'gai'zheng
差分,cha'fen
差分台,cha'fen'tai
查岗,cha'gang
查铺,cha'pu
查铺查哨,cha'pu'cha'shao
查哨,cha'shao
差异阈,cha'yi'yu
拆除爆破,chai'chu'bao'po
拆拼,chai'pin
拆拼修理,chai'pin'xiu'li
缠距,chan'ju
觇牌,chan'pai
禅杖,chan'zhang
常备军,chang'bei'jun
长兵,chang'bing
长柄单锤,chang'bing'dan'chui
长波,chang'bo
长波台,chang'bo'tai
长波通信,chang'bo'tong'xin
长城,chang'cheng
长城抗战,chang'cheng'kang'zhan
场道,chang'dao
长点射,chang'dian'she
长度标准检定场,chang'du'biao'zhun'jian'ding'chang
长度电话自动交换网,chang'du'dian'hua'zi'dong'jiao'huan'wang
长方形地靶,chang'fang'xing'di'ba
长杆,chang'gan
常规弹头,chang'gui'dan'tou
常规动力,chang'gui'dong'li
常规武器,chang'gui'wu'qi
常规战争,chang'gui'zhan'zheng
场界灯,chang'jie'deng
场内,chang'nei
场内迫降场,chang'nei'po'jiang'chang
长期,chang'qi
长枪法着,chang'qiang'fa'zhe
长枪管,chang'qiang'guan
长枪之法,chang'qiang'zhi'fa
长枪之物,chang'qiang'zhi'wu
长驱直入,chang'qu'zhi'ru
长沙会战,chang'sha'hui'zhan
长弹,chang'tan
长途电话,chang'tu'dian'hua
长途电话自动交换机,chang'tu'dian'hua'zi'dong'jiao'huan'ji
场外,chang'wai
场外迫降场,chang'wai'po'jiang'chang
长形刺兵,chang'xing'ci'bing
常行军,chang'xing'jun
常用表尺,chang'yong'biao'chi
常用方法,chang'yong'fang'fa
长征,chang'zheng
厂址测量,chang'zhi'ce'liang
抄报,chao'bao
抄报纸,chao'bao'zhi
超编,chao'bian
超长波,chao'chang'bo
超长波通信,chao'chang'bo'tong'xin
超导重力仪,chao'dao'zhong'li'yi
超低轨道,chao'di'gui'dao
超低空,chao'di'kong
超低空飞行,chao'di'kong'fei'xing
超短波,chao'duan'bo
超短波电台,chao'duan'bo'dian'tai
超短波通信,chao'duan'bo'tong'xin
超短波小型无线电话机,chao'duan'bo'xiao'xing'wu'xian'dian'hua'ji
超高空,chao'gao'kong
超高空爆炸,chao'gao'kong'bao'zha
超级美洲豹,chao'ji'mei'zhou'bao
超级战术折刀,chao'ji'zhan'shu'zhe'dao
超焦点距离,chao'jiao'dian'ju'li
超近摄影测量,chao'jin'she'ying'ce'liang
超口径,chao'kou'jing
超口径炮弹,chao'kou'jing'pao'dan
超期服役,chao'qi'fu'yi
超声水压水雷,chao'sheng'shui'ya'shui'lei
朝雾,chao'wu
潮汐表,chao'xi'biao
潮汐波,chao'xi'bo
潮汐非调和常数,chao'xi'fei'tiao'he'chang'shu
潮汐非调和分析,chao'xi'fei'tiao'he'fen'xi
潮汐摄动,chao'xi'she'dong
潮汐调和常数,chao'xi'tiao'he'chang'shu
潮汐调和分析,chao'xi'tiao'he'fen'xi
潮汐因子,chao'xi'yin'zi
潮汐预报,chao'xi'yu'bao
朝鲜人民军,chao'xian'ren'min'jun
朝鲜停战协定,chao'xian'ting'zhan'xie'ding
朝鲜战场,chao'xian'zhan'chang
朝鲜战争,chao'xian'zhan'zheng
潮信表,chao'xin'biao
超压动压,chao'ya'dong'ya
超音速,chao'yin'su
超音速飞机,chao'yin'su'fei'ji
超越,chao'yue
超越射,chao'yue'she
超越射击,chao'yue'she'ji
超越作战,chao'yue'zuo'zhan
超直射距离,chao'zhi'she'ju'li
超重,chao'zhong
超重陷,chao'zhong'xian
车长,che'chang
车场,che'chang
车长观察镜,che'chang'guan'cha'jing
车场日,che'chang'ri
撤出,che'chu
车船,che'chuan
撤丁王国的,che'ding'wang'guo'de
车份,che'fen
车公里,che'gong'li
车公里限额,che'gong'li'xian'e
车行部,che'hang'bu
车行部宽度,che'hang'bu'kuan'du
车甲之奉,che'jia'zhi'feng
车间距离,che'jian'ju'li
车距,che'ju
车库,che'ku
撤离战场,che'li'zhan'chang
车辆保养,che'liang'bao'yang
车辆初驶,che'liang'chu'shi
车辆分级,che'liang'fen'ji
车辆号牌,che'liang'hao'pai
车辆利用率,che'liang'li'yong'lv
车辆勤务,che'liang'qin'wu
车辆完好率,che'liang'wan'hao'lv
车辆运输,che'liang'yun'shu
车辆运用凭证,che'liang'yun'yong'ping'zheng
车辆载具,che'liang'zai'ju
车辆质量分级,che'liang'zhi'liang'fen'ji
车轮,che'lun
车轮式荷载,che'lun'shi'he'zai
车内空间,che'nei'kong'jian
车炮,che'pao
车炮场,che'pao'chang
车炮场日,che'pao'chang'ri
车桥战役,che'qiao'zhan'yi
车日,che'ri
撤退,che'tui
车下,che'xia
车厢,che'xiang
车用,che'yong
车杂而乘之,che'za'er'cheng'zhi
车载,che'zai
车载式,che'zai'shi
车载式火箭爆破装置,che'zai'shi'huo'jian'bao'po'zhuang'zhi
车战,che'zhan
车战得车十乘以上,che'zhan'de'che'shi'cheng'yi'shang
车战时代,che'zhan'shi'dai
车辙,che'zhe
车辙道,che'zhe'dao
车辙路面,che'zhe'lu'mian
车辙桥,che'zhe'qiao
沉船,chen'chuan
沉底雷,chen'di'lei
沉底水雷,chen'di'shui'lei
陈赓,chen'geng
沉降观测,chen'jiang'guan'ce
陈式太极单刀,chen'shi'tai'ji'dan'dao
陈式太极双刀,chen'shi'tai'ji'shuang'dao
沉物,chen'wu
陈玉成,chen'yu'cheng
程产生中断,cheng'chan'sheng'zhong'duan
乘常数,cheng'chang'shu
乘车行军,cheng'che'xing'jun
乘车战斗,cheng'che'zhan'dou
乘敌之隙,cheng'di'zhi'xi
成都军区,cheng'du'jun'qu
成果法,cheng'guo'fa
成果法准备射击装定诸元,cheng'guo'fa'zhun'bei'she'ji'zhuang'ding'zhu'yuan
成吉思汗,cheng'ji'si'han
成片,cheng'pian
程潜,cheng'qian
乘胜万里伏,cheng'sheng'wan'li'fu
城市测量,cheng'shi'ce'liang
城市测量数据库,cheng'shi'ce'liang'shu'ju'ku
城市地形测量,cheng'shi'di'xing'ce'liang
城市地形图,cheng'shi'di'xing'tu
城市防御,cheng'shi'fang'yu
城市防御工程,cheng'shi'fang'yu'gong'cheng
城市控制测量,cheng'shi'kong'zhi'ce'liang
城市战斗,cheng'shi'zhan'dou
城市制图,cheng'shi'zhi'tu
成套编配,cheng'tao'bian'pei
成为明军,cheng'wei'ming'jun
成系统,cheng'xi'tong
成像,cheng'xiang
成像光谱仪,cheng'xiang'guang'pu'yi
成像雷达,cheng'xiang'lei'da
成像质量,cheng'xiang'zhi'liang
乘虚而入,cheng'xu'er'ru
程序飞行,cheng'xu'fei'xing
乘员避弹所,cheng'yuan'bi'tan'suo
乘员座椅,cheng'yuan'zuo'yi
乘载,cheng'zai
赤壁之战,chi'bi'zhi'zhan
驰车千驷,chi'che'qian'si
驰骋疆场,chi'cheng'jiang'chang
赤道,chi'dao
尺度参数,chi'du'can'shu
持久性毒剂,chi'jiu'xing'du'ji
持久战,chi'jiu'zhan
吃水,chi'shui
吃水深,chi'shui'shen
吃水深度,chi'shui'shen'du
赤霄,chi'xiao
持一铁枪,chi'yi'tie'qiang
齿翼月牙镋,chi'yi'yue'ya'tang
斥战,chi'zhan
迟滞,chi'zhi
迟滞性化学袭击,chi'zhi'xing'hua'xue'xi'ji
持重待机,chi'zhong'dai'ji
充电,chong'dian
重叠射击,chong'die'she'ji
冲锋枪,chong'feng'qiang
冲锋舟,chong'feng'zhou
冲沟,chong'gou
铳管,chong'guan
冲击,chong'ji
冲击波,chong'ji'bo
冲击波超压,chong'ji'bo'chao'ya
冲击波动压,chong'ji'bo'dong'ya
冲击波效应,chong'ji'bo'xiao'ying
冲击出发阵地,chong'ji'chu'fa'zhen'di
冲击火力准备,chong'ji'huo'li'zhun'bei
冲击基准时间,chong'ji'ji'zhun'shi'jian
冲击开始时间,chong'ji'kai'shi'shi'jian
冲击路线,chong'ji'lu'xian
冲击目标,chong'ji'mu'biao
冲击炮火准备,chong'ji'pao'huo'zhun'bei
冲击伤,chong'ji'shang
冲击压力,chong'ji'ya'li
冲击准备,chong'ji'zhun'bei
重建,chong'jian
充冷,chong'leng
冲破黎明前的黑暗,chong'po'li'ming'qian'de'hei'an
重弹,chong'tan
重新试射,chong'xin'shi'she
充氧,chong'yang
重装空投伞,chong'zhuang'kong'tou'san
抽象符号,chou'xiang'fu'hao
础板,chu'ban
出版原图,chu'ban'yuan'tu
杵棒,chu'bang
储备标准,chu'bei'biao'zhun
储备里程,chu'bei'li'cheng
初步决心,chu'bu'jue'xin
出车,chu'che
出车命令,chu'che'ming'ling
处处设防,chu'chu'she'fang
出敌不意,chu'di'bu'yi
出动,chu'dong
出动率,chu'dong'lv
触发,chu'fa
触发爆炸,chu'fa'bao'zha
出发机场,chu'fa'ji'chang
触发水雷,chu'fa'shui'lei
出发线,chu'fa'xian
触发引信,chu'fa'yin'xin
处分,chu'fen
出击,chu'ji
除具有,chu'ju'you
触觉地图,chu'jue'di'tu
储雷架,chu'lei'jia
出联,chu'lian
出其不意,chu'qi'bu'yi
出枪似,chu'qiang'si
出勤,chu'qin
出勤车日,chu'qin'che'ri
初驶,chu'shi
初速,chu'su
触线,chu'xian
触线水雷,chu'xian'shui'lei
初雪,chu'xue
初雪级等驱逐舰,chu'xue'ji'deng'qu'zhu'jian
初雪级驱逐舰及,chu'xue'ji'qu'zhu'jian'ji
出优越性,chu'you'yue'xing
初战,chu'zhan
初制导,chu'zhi'dao
传帮带,chuan'bang'dai
传爆,chuan'bao
传爆系列,chuan'bao'xi'lie
传爆药,chuan'bao'yao
穿插,chuan'cha
传递时限,chuan'di'shi'xian
传动和行动,chuan'dong'he'xing'dong
传动系,chuan'dong'xi
传动系统,chuan'dong'xi'tong
传动装置,chuan'dong'zhuang'zhi
船队编组梯队,chuan'dui'bian'zu'ti'dui
传话孔,chuan'hua'kong
传火孔口,chuan'huo'kong'kou
穿甲,chuan'jia
穿甲弹,chuan'jia'dan
穿甲燃烧弹,chuan'jia'ran'shao'dan
串联准爆电流,chuan'lian'zhun'bao'dian'liu
川奇章久猎熊刀,chuan'qi'zhang'jiu'lie'xiong'dao
传入中原,chuan'ru'zhong'yuan
傳世家徽折刀,chuan'shi'jia'hui'zhe'dao
传输传真,chuan'shu'chuan'zhen
传输电报,chuan'shu'dian'bao
传输电视,chuan'shu'dian'shi
传输数据,chuan'shu'shu'ju
传输信息,chuan'shu'xin'xi
传输指令线,chuan'shu'zhi'ling'xian
船台,chuan'tai
船艇运输,chuan'ting'yun'shu
传统车体,chuan'tong'che'ti
传统的,chuan'tong'de
传统教育,chuan'tong'jiao'yu
传统战法,chuan'tong'zhan'fa
穿云图,chuan'yun'tu
穿云下降,chuan'yun'xia'jiang
船载支援,chuan'zai'zhi'yuan
船载支援炮兵,chuan'zai'zhi'yuan'pao'bing
传真,chuan'zhen
传真电报,chuan'zhen'dian'bao
传真通信,chuan'zhen'tong'xin
创造战机,chuang'zao'zhan'ji
垂核面,chui'he'mian
垂核线,chui'he'xian
锤击式,chui'ji'shi
垂球,chui'qiu
垂线偏差改正,chui'xian'pian'cha'gai'zheng
垂直包围,chui'zhi'bao'wei
垂直登陆,chui'zhi'deng'lu
垂直发射装置,chui'zhi'fa'she'zhuang'zhi
垂直高,chui'zhi'gao
垂直航空摄影,chui'zhi'hang'kong'she'ying
垂直航空照相,chui'zhi'hang'kong'zhao'xiang
垂直角,chui'zhi'jiao
垂直起降,chui'zhi'qi'jiang
垂直起落飞机,chui'zhi'qi'luo'fei'ji
垂直突击,chui'zhi'tu'ji
垂直障碍,chui'zhi'zhang'ai
垂直障碍物,chui'zhi'zhang'ai'wu
垂直折光差,chui'zhi'zhe'guang'cha
垂直折光系数,chui'zhi'zhe'guang'xi'shu
垂直遮障,chui'zhi'zhe'zhang
垂准仪,chui'zhun'yi
春秋大刀,chun'qiu'da'dao
纯手工牧人猎刀,chun'shou'gong'mu'ren'lie'dao
纯手工烧刃高碳钢黑色亚光鞘短刀,chun'shou'gong'shao'ren'gao'tan'gang'hei'se'ya'guang'qiao'duan'dao
纯手工烧刃高碳钢红色金彩鞘短刀,chun'shou'gong'shao'ren'gao'tan'gang'hong'se'jin'cai'qiao'duan'dao
纯手工烧刃武士刀,chun'shou'gong'shao'ren'wu'shi'dao
纯重力异常,chun'zhong'li'yi'chang
磁北,ci'bei
此兵家之胜,ci'bing'jia'zhi'sheng
此兵器,ci'bing'qi
磁测深,ci'ce'shen
磁测深仪,ci'ce'shen'yi
刺刀,ci'dao
刺点仪,ci'dian'yi
刺钉,ci'ding
磁方位角,ci'fang'wei'jiao
此攻之灾也,ci'gong'zhi'zai'ye
磁航向,ci'hang'xiang
刺激性毒剂,ci'ji'xing'du'ji
次口径,ci'kou'jing
次口径穿甲弹,ci'kou'jing'chuan'jia'dan
次口径炮弹,ci'kou'jing'pao'dan
磁力计,ci'li'ji
磁力扫海测量,ci'li'sao'hai'ce'liang
磁力探测仪,ci'li'tan'ce'yi
磁力异常区,ci'li'yi'chang'qu
此谋攻之法也,ci'mou'gong'zhi'fa'ye
磁偏角,ci'pian'jiao
磁倾角,ci'qing'jiao
刺杀基本动作,ci'sha'ji'ben'dong'zuo
刺杀训练,ci'sha'xun'lian
次声,ci'sheng
次声波探测,ci'sheng'bo'tan'ce
次声武器,ci'sheng'wu'qi
磁探仪,ci'tan'yi
此五者,ci'wu'zhe
磁象限角,ci'xiang'xian'jiao
磁性定时水雷,ci'xing'ding'shi'shui'lei
磁性雷,ci'xing'lei
磁性水雷,ci'xing'shui'lei
次要防御方向,ci'yao'fang'yu'fang'xiang
次要作战方向,ci'yao'zuo'zhan'fang'xiang
此有,ci'you
此种,ci'zhong
磁子午线,ci'zi'wu'xian
从此开辟了,cong'ci'kai'pi'le
丛林斑点,cong'lin'ban'dian
丛林数码,cong'lin'shu'ma
丛林王,cong'lin'wang
丛林王号,cong'lin'wang'hao
丛林战术龙卷风,cong'lin'zhan'shu'long'juan'feng
从那时起,cong'na'shi'qi
从难,cong'nan
从球形,cong'qiu'xing
从实战出发,cong'shi'zhan'chu'fa
从行进间发起进攻,cong'xing'jin'jian'fa'qi'jin'gong
从行进间强渡江河,cong'xing'jin'jian'qiang'du'jiang'he
从严,cong'yan
粗差,cu'cha
粗差检测,cu'cha'jian'ce
粗码,cu'ma
粗铁,cu'tie
摧毁,cui'hui
摧毁卫星,cui'hui'wei'xing
摧毁战略导弹,cui'hui'zhan'lue'dao'dan
催泪性毒剂,cui'lei'xing'du'ji
存速,cun'su
存亡之道,cun'wang'zhi'dao
村雨级驱逐舰,cun'yu'ji'qu'zhu'jian
村正短妖刀,cun'zheng'duan'yao'dao
村自为战,cun'zi'wei'zhan
错乱,cuo'luan
错乱密码,cuo'luan'mi'ma
打靶,da'ba
大爆破,da'bao'po
打背包,da'bei'bao
大比例尺测图,da'bi'li'chi'ce'tu
大部,da'bu
大部歼灭,da'bu'jian'mie
大潮升,da'chao'sheng
大大加快了,da'da'jia'kuai'le
达达尼尔海峡,da'da'ni'er'hai'xia
大大提高,da'da'ti'gao
大当量,da'dang'liang
大当量核爆炸,da'dang'liang'he'bao'zha
大当量核武器,da'dang'liang'he'wu'qi
大刀,da'dao
大刀进行曲,da'dao'jin'xing'qu
大地测量,da'di'ce'liang
大地测量边值问题,da'di'ce'liang'bian'zhi'wen'ti
大地测量参考系,da'di'ce'liang'can'kao'xi
大地测量数据库,da'di'ce'liang'shu'ju'ku
大地测量学,da'di'ce'liang'xue
大地测量仪器,da'di'ce'liang'yi'qi
大地点,da'di'dian
大地方位角,da'di'fang'wei'jiao
大地高,da'di'gao
大地基础诸元,da'di'ji'chu'zhu'yuan
大地基准,da'di'ji'zhun
大地基准制导,da'di'ji'zhun'zhi'dao
大地经度,da'di'jing'du
大地控制点,da'di'kong'zhi'dian
大地水准面,da'di'shui'zhun'mian
大地水准面高,da'di'shui'zhun'mian'gao
大地天顶延迟,da'di'tian'ding'yan'chi
大地天文学,da'di'tian'wen'xue
大地网,da'di'wang
大地位,da'di'wei
大地纬度,da'di'wei'du
大地线,da'di'xian
大地线微分方程,da'di'xian'wei'fen'fang'cheng
大地原点,da'di'yuan'dian
大敌之擒也,da'di'zhi'qin'ye
大地重力学,da'di'zhong'li'xue
大地主题反解,da'di'zhu'ti'fan'jie
大地主题正解,da'di'zhu'ti'zheng'jie
大地坐标,da'di'zuo'biao
大地坐标系,da'di'zuo'biao'xi
大队,da'dui
大多驱逐舰,da'duo'qu'zhu'jian
打反冲击,da'fan'chong'ji
大风,da'feng
大沽口,da'gu'kou
大规模,da'gui'mo
大规模报复战略,da'gui'mo'bao'fu'zhan'lue
大后掠角,da'hou'lue'jiao
大环刀,da'huan'dao
大环投影,da'huan'tou'ying
大黄蜂,da'huang'feng
打击,da'ji
大架,da'jia
大剑形,da'jian'xing
大将,da'jiang
大将军,da'jiang'jun
大金门岛,da'jin'men'dao
大军区,da'jun'qu
大军区级,da'jun'qu'ji
打开天线,da'kai'tian'xian
打开制导雷达天线,da'kai'zhi'dao'lei'da'tian'xian
打开制导天线,da'kai'zhi'dao'tian'xian
大口径,da'kou'jing
打捞,da'lao
打捞救生船,da'lao'jiu'sheng'chuan
大力士,da'li'shi
大量供应,da'liang'gong'ying
大陆架,da'lu'jia
大陆架地形测量,da'lu'jia'di'xing'ce'liang
大陆棚,da'lu'peng
大陆性气候,da'lu'xing'qi'hou
大马,da'ma
大马士革,da'ma'shi'ge
大马士革鹿角柄猎,da'ma'shi'ge'lu'jiao'bing'lie
大马士革原始骨头,da'ma'shi'ge'yuan'shi'gu'tou
大面积快速辐射侦察,da'mian'ji'kuai'su'fu'she'zhen'cha
打磨,da'mo
达姆弹,da'mu'dan
大气层,da'qi'ceng
大气层核试验,da'qi'ceng'he'shi'yan
大气传输特性,da'qi'chuan'shu'te'xing
大气窗,da'qi'chuang
大气改正,da'qi'gai'zheng
大气激光通信,da'qi'ji'guang'tong'xin
大气探测,da'qi'tan'ce
大气透过率,da'qi'tou'guo'lv
大气压,da'qi'ya
大气遥感探测,da'qi'yao'gan'tan'ce
大气噪声,da'qi'zao'sheng
大气阻力摄动,da'qi'zu'li'she'dong
大枪,da'qiang
大散关,da'san'guan
打扫战场,da'sao'zhan'chang
大生产运动,da'sheng'chan'yun'dong
大司马,da'si'ma
打通,da'tong
打通道路,da'tong'dao'lu
大尉,da'wei
大像幅摄影机,da'xiang'fu'she'ying'ji
大校,da'xiao
大型手工猎刀,da'xing'shou'gong'lie'dao
大型运输机,da'xing'yun'shu'ji
大熊星座,da'xiong'xing'zuo
大修,da'xiu
大休息,da'xiu'xi
大休息地域,da'xiu'xi'di'yu
打样,da'yang
大洋地势图,da'yang'di'shi'tu
大洋水深图,da'yang'shui'shen'tu
大要素,da'yao'su
打赢信息化战争,da'ying'xin'xi'hua'zhan'zheng
大圆航线图,da'yuan'hang'xian'tu
大元帅,da'yuan'shuai
搭载,da'zai
搭载步兵,da'zai'bu'bing
打炸阻,da'zha'zu
大战略,da'zhan'lue
打桩门桥,da'zhuang'men'qiao
大纵深战役,da'zong'shen'zhan'yi
大纵深障碍物中开辟通路,da'zong'shen'zhang'ai'wu'zhong'kai'pi'tong'lu
待渡地区,dai'du'di'qu
待发状态,dai'fa'zhuang'tai
代供,dai'gong
代管,dai'guan
代号,dai'hao
待机,dai'ji
待机地域,dai'ji'di'yu
待机点,dai'ji'dian
待机护航,dai'ji'hu'hang
待机歼敌,dai'ji'jian'di
待机射击,dai'ji'she'ji
带甲十万,dai'jia'shi'wan
带菌,dai'jun
带菌昆虫,dai'jun'kun'chong
代理,dai'li
待命,dai'ming
待命发射,dai'ming'fa'she
待命开机值班,dai'ming'kai'ji'zhi'ban
带式,dai'shi
带式桥,dai'shi'qiao
带式舟桥,dai'shi'zhou'qiao
代替,dai'ti
代替了,dai'ti'le
带谐系数,dai'xie'xi'shu
袋形阵地,dai'xing'zhen'di
待用阵地,dai'yong'zhen'di
待运地区,dai'yun'di'qu
待运地域,dai'yun'di'yu
待战,dai'zhan
带状平面图,dai'zhuang'ping'mian'tu
代字,dai'zi
傣族刀,dai'zu'dao
单表代替作业,dan'biao'dai'ti'zuo'ye
单兵,dan'bing
单兵负荷,dan'bing'fu'he
单兵负荷量,dan'bing'fu'he'liang
单兵火箭,dan'bing'huo'jian
单兵武器,dan'bing'wu'qi
单兵装备,dan'bing'zhuang'bei
弹仓,dan'cang
单差相位观测,dan'cha'xiang'wei'guan'ce
单车,dan'che
单车油料基数里程,dan'che'you'liao'ji'shu'li'cheng
弹带,dan'dai
弹道,dan'dao
弹道导弹,dan'dao'dao'dan
弹道低,dan'dao'di
弹道高,dan'dao'gao
弹道计算,dan'dao'ji'suan
弹道末端,dan'dao'mo'duan
弹道末端机动式多弹头,dan'dao'mo'duan'ji'dong'shi'duo'dan'tou
弹道切线,dan'dao'qie'xian
弹道区,dan'dao'qu
弹道摄影测量,dan'dao'she'ying'ce'liang
弹道摄影机,dan'dao'she'ying'ji
弹道式导弹,dan'dao'shi'dao'dan
弹道学,dan'dao'xue
弹道要素,dan'dao'yao'su
弹道准备,dan'dao'zhun'bei
弹道最大高度,dan'dao'zui'da'gao'du
弹道最高点,dan'dao'zui'gao'dian
单点定位,dan'dian'ding'wei
单独使用,dan'du'shi'yong
单方,dan'fang
单方战术演习,dan'fang'zhan'shu'yan'xi
担负通信联络任务,dan'fu'tong'xin'lian'luo'ren'wu
单个,dan'ge
单个核突击,dan'ge'he'tu'ji
单个教练,dan'ge'jiao'lian
单个目标,dan'ge'mu'biao
单个起爆电流,dan'ge'qi'bao'dian'liu
弹弓,dan'gong
单勾枪,dan'gou'qiang
单管,dan'guan
氮化铅,dan'hua'qian
单舰,dan'jian
单箭,dan'jian
单舰攻击,dan'jian'gong'ji
单舰训练,dan'jian'xun'lian
弹壳,dan'ke
弹坑,dan'keng
弹坑桥,dan'keng'qiao
单列,dan'lie
单列地雷,dan'lie'di'lei
单路通信,dan'lu'tong'xin
单码,dan'ma
弹幕射击,dan'mu'she'ji
单片坐标量测仪,dan'pian'zuo'biao'liang'ce'yi
单人,dan'ren
单人掩体,dan'ren'yan'ti
单人掩体爆破器,dan'ren'yan'ti'bao'po'qi
单哨,dan'shao
但是刀刃,dan'shi'dao'ren
单手突击刀,dan'shou'tu'ji'dao
淡水,dan'shui
弹体,dan'ti
单艇,dan'ting
单艇攻击,dan'ting'gong'ji
弹头,dan'tou
弹头当量,dan'tou'dang'liang
弹头动能,dan'tou'dong'neng
弹头反射面积,dan'tou'fan'she'mian'ji
弹头活力,dan'tou'huo'li
弹头检测,dan'tou'jian'ce
弹头降落量,dan'tou'jiang'luo'liang
弹头威力,dan'tou'wei'li
弹头终点,dan'tou'zhong'dian
弹头重量,dan'tou'zhong'liang
弹丸,dan'wan
弹丸的,dan'wan'de
单位权,dan'wei'quan
单位权方差,dan'wei'quan'fang'cha
单位权方差为,dan'wei'quan'fang'cha'wei
单位压力,dan'wei'ya'li
弹匣容量,dan'xia'rong'liang
弹匣座,dan'xia'zuo
单向,dan'xiang
单向通信,dan'xiang'tong'xin
单向稳定器,dan'xiang'wen'ding'qi
单向运输,dan'xiang'yun'shu
弹药,dan'yao
弹药标记,dan'yao'biao'ji
弹药基数,dan'yao'ji'shu
弹药技术检查,dan'yao'ji'shu'jian'cha
弹药库,dan'yao'ku
弹药配套保管,dan'yao'pei'tao'bao'guan
弹药手,dan'yao'shou
弹药所,dan'yao'suo
弹药转运站,dan'yao'zhuan'yun'zhan
单元测量,dan'yuan'ce'liang
单扎,dan'zha
单张或多张图组成,dan'zhang'huo'duo'zhang'tu'zu'cheng
弹着点,dan'zhuo'dian
当兵,dang'bing
档差改正,dang'cha'gai'zheng
当地平均海面,dang'di'ping'jun'hai'mian
当量等效百万吨当量,dang'liang'deng'xiao'bai'wan'dun'dang'liang
当面情况,dang'mian'qing'kuang
当面之敌,dang'mian'zhi'di
挡泥板,dang'ni'ban
当前任务,dang'qian'ren'wu
党日,dang'ri
当日任务,dang'ri'ren'wu
当时的,dang'shi'de
当时所用的,dang'shi'suo'yong'de
当时为了,dang'shi'wei'le
党委制,dang'wei'zhi
当吾二十石,dang'wu'er'shi'shi
当吾二十钟,dang'wu'er'shi'zhong
当中一点,dang'zhong'yi'dian
导爆索,dao'bao'suo
导标,dao'biao
倒锤法,dao'chui'fa
到达时限,dao'da'shi'xian
导弹,dao'dan
导弹部队,dao'dan'bu'dui
导弹部队气象保障,dao'dan'bu'dui'qi'xiang'bao'zhang
导弹部队作战方式,dao'dan'bu'dui'zuo'zhan'fang'shi
导弹残骸,dao'dan'can'hai
导弹测试,dao'dan'ce'shi
导弹撤出发射阵地,dao'dan'che'chu'fa'she'zhen'di
导弹垂直贮存,dao'dan'chui'zhi'zhu'cun
导弹弹道最大高度,dao'dan'dan'dao'zui'da'gao'du
导弹弹头,dao'dan'dan'tou
导弹弹头落点,dao'dan'dan'tou'luo'dian
导弹地面设备,dao'dan'di'mian'she'bei
导弹定向测量,dao'dan'ding'xiang'ce'liang
导弹发射,dao'dan'fa'she
导弹发射分队,dao'dan'fa'she'fen'dui
导弹发射架,dao'dan'fa'she'jia
导弹发射控制系统,dao'dan'fa'she'kong'zhi'xi'tong
导弹发射阵地,dao'dan'fa'she'zhen'di
导弹发射装置,dao'dan'fa'she'zhuang'zhi
导弹发射准备,dao'dan'fa'she'zhun'bei
