矮胖型,ai'pang'xing
胫骨后肌腱鞘,jing'gu'hou'ji'jian'qiao
胫骨髁间隆起,jing'gu'ke'jian'long'qi
胫骨内侧髁,jing'gu'nei'ce'ke
胫骨前肌,jing'gu'qian'ji
胫骨前肌腱鞘,jing'gu'qian'ji'jian'qiao
胫骨前肌腱下囊,jing'gu'qian'ji'jian'xia'nang
颈鼓神经,jing'gu'shen'jing
胫骨体,jing'gu'ti
颈鼓小管,jing'gu'xiao'guan
胫骨滋养动脉,jing'gu'zi'yang'dong'mai
颈横动脉,jing'heng'dong'mai
颈横静脉,jing'heng'jing'mai
颈横神经,jing'heng'shen'jing
颈横突间后肌,jing'heng'tu'jian'hou'ji
颈横突间前肌,jing'heng'tu'jian'qian'ji
胫后动脉,jing'hou'dong'mai
胫后返动脉,jing'hou'fan'dong'mai
胫后静脉,jing'hou'jing'mai
胫后淋巴结,jing'hou'lin'ba'jie
颈后区,jing'hou'qu
颈回旋肌,jing'hui'xuan'ji
颈肌,jing'ji
颈棘肌,jing'ji'ji
颈棘间肌,jing'ji'jian'ji
颈夹肌,jing'jia'ji
颈筋膜,jing'jin'mo
颈静脉壁,jing'jing'mai'bi
颈静脉弓,jing'jing'mai'gong
颈静脉结节,jing'jing'mai'jie'jie
颈静脉孔,jing'jing'mai'kong
颈静脉孔内突,jing'jing'mai'kong'nei'tu
颈静脉切迹,jing'jing'mai'qie'ji
颈静脉上球,jing'jing'mai'shang'qiu
颈静脉神经,jing'jing'mai'shen'jing
颈静脉突,jing'jing'mai'tu
颈静脉窝,jing'jing'mai'wo
颈静脉下球,jing'jing'mai'xia'qiu
胫距后部,jing'ju'hou'bu
胫距前部,jing'ju'qian'bu
颈阔肌,jing'kuo'ji
颈肋,jing'lei
静脉,jing'mai
静脉瓣,jing'mai'ban
静脉丛,jing'mai'cong
静脉导管,jing'mai'dao'guan
静脉窦,jing'mai'dou
静脉沟,jing'mai'gou
静脉间结节,jing'mai'jian'jie'jie
静脉韧带,jing'mai'ren'dai
静脉韧带裂,jing'mai'ren'dai'lie
静脉网,jing'mai'wang
精囊,jing'nang
精囊腺,jing'nang'xian
颈内动静脉,jing'nei'dong'jing'mai
颈内动脉,jing'nei'dong'mai
颈内动脉丛,jing'nei'dong'mai'cong
颈内动脉静脉丛,jing'nei'dong'mai'jing'mai'cong
颈内动脉神经,jing'nei'dong'mai'shen'jing
颈内静脉,jing'nei'jing'mai
颈内静脉二腹肌淋巴结,jing'nei'jing'mai'er'fu'ji'lin'ba'jie
颈内静脉肩胛舌骨肌淋巴结,jing'nei'jing'mai'jian'jia'she'gu'ji'lin'ba'jie
颈内静脉前淋巴结,jing'nei'jing'mai'qian'lin'ba'jie
颈内静脉外侧淋巴结,jing'nei'jing'mai'wai'ce'lin'ba'jie
颈襻,jing'pan
颈彭大,jing'peng'da
颈膨大,jing'peng'da
颈髂肋肌,jing'qia'lei'ji
胫前动脉,jing'qian'dong'mai
颈浅动脉,jing'qian'dong'mai
胫前返动脉,jing'qian'fan'dong'mai
胫前静脉,jing'qian'jing'mai
颈前静脉,jing'qian'jing'mai
胫前淋巴结,jing'qian'lin'ba'jie
颈前淋巴结,jing'qian'lin'ba'jie
颈前浅淋巴结,jing'qian'qian'lin'ba'jie
颈前区,jing'qian'qu
颈前深淋巴结,jing'qian'shen'lin'ba'jie
颈曲,jing'qu
精曲小管,jing'qu'xiao'guan
茎乳动脉,jing'ru'dong'mai
茎乳静脉,jing'ru'jing'mai
茎乳孔,jing'ru'kong
茎乳突,jing'ru'tu
颈上神经节,jing'shang'shen'jing'jie
颈上心神经,jing'shang'xin'shen'jing
颈上心支,jing'shang'xin'zhi
颈深动脉,jing'shen'dong'mai
胫神经,jing'shen'jing
颈神经,jing'shen'jing
颈深静脉,jing'shen'jing'mai
颈深淋巴结,jing'shen'lin'ba'jie
颈升动脉,jing'sheng'dong'mai
颈髓灰质,jing'sui'hui'zhi
精索,jing'suo
精索被膜,jing'suo'bei'mo
精索内筋膜,jing'suo'nei'jin'mo
精索外筋膜,jing'suo'wai'jin'mo
茎突,jing'tu
茎突鞘,jing'tu'qiao
茎突舌骨肌,jing'tu'she'gu'ji
茎突舌骨肌支,jing'tu'she'gu'ji'zhi
茎突舌骨韧带,jing'tu'she'gu'ren'dai
茎突舌肌,jing'tu'she'ji
茎突凸,jing'tu'tu
茎突下颌韧带,jing'tu'xia'he'ren'dai
茎突咽肌,jing'tu'yan'ji
茎突咽肌支,jing'tu'yan'ji'zhi
颈外侧核,jing'wai'ce'he
颈外侧淋巴结,jing'wai'ce'lin'ba'jie
颈外侧浅淋巴结,jing'wai'ce'qian'lin'ba'jie
颈外侧区,jing'wai'ce'qu
颈外侧上深淋巴结,jing'wai'ce'shang'shen'lin'ba'jie
颈外侧下深淋巴结,jing'wai'ce'xia'shen'lin'ba'jie
颈外动静脉脉,jing'wai'dong'jing'mo'mo
颈外动脉,jing'wai'dong'mai
颈外动脉丛,jing'wai'dong'mai'cong
颈外动脉神经,jing'wai'dong'mai'shen'jing
颈外静脉,jing'wai'jing'mai
颈下心神经,jing'xia'xin'shen'jing
颈下心支,jing'xia'xin'zhi
经线,jing'xian
经线纤维,jing'xian'xian'wei
颈胸神经节,jing'xiong'shen'jing'jie
颈支,jing'zhi
精直小管,jing'zhi'xiao'guan
颈中神经节,jing'zhong'shen'jing'jie
颈中心神经,jing'zhong'xin'shen'jing
胫舟部,jing'zhou'bu
晶状体,jing'zhuang'ti
晶状体赤道,jing'zhuang'ti'chi'dao
晶状体辐射,jing'zhuang'ti'fu'she
晶状体核,jing'zhuang'ti'he
晶状体后极,jing'zhuang'ti'hou'ji
晶状体后面,jing'zhuang'ti'hou'mian
晶状体囊,jing'zhuang'ti'nang
晶状体皮质,jing'zhuang'ti'pi'zhi
晶状体前极,jing'zhuang'ti'qian'ji
晶状体前面,jing'zhuang'ti'qian'mian
晶状体上皮,jing'zhuang'ti'shang'pi
晶状体纤维,jing'zhuang'ti'xian'wei
晶状体质,jing'zhuang'ti'zhi
晶状体轴,jing'zhuang'ti'zhou
颈椎,jing'zhui
颈椎棘突间韧带,jing'zhui'ji'tu'jian'ren'dai
颈总动脉,jing'zong'dong'mai
颈总动脉丛,jing'zong'dong'mai'cong
颈最长肌,jing'zui'chang'ji
九分法,jiu'fen'fa
旧皮质,jiu'pi'zhi
旧小脑,jiu'xiao'nao
局部解剖学,ju'bu'jie'pou'xue
局部淋巴结,ju'bu'lin'ba'jie
距腓后韧带,ju'fei'hou'ren'dai
距腓前韧带,ju'fei'qian'ren'dai
距跟骨间韧带,ju'gen'gu'jian'ren'dai
距跟关节,ju'gen'guan'jie
距跟内侧韧带,ju'gen'nei'ce'ren'dai
距跟外侧韧带,ju'gen'wai'ce'ren'dai
距跟舟关节,ju'gen'zhou'guan'jie
距骨,ju'gu
距骨沟,ju'gu'gou
距骨后突,ju'gu'hou'tu
距骨滑车,ju'gu'hua'che
距骨颈,ju'gu'jing
距骨体,ju'gu'ti
距骨头,ju'gu'tou
距骨外侧突,ju'gu'wai'ce'tu
咀嚼肌,ju'jue'ji
巨上骨,ju'shang'gu
巨噬细胞,ju'shi'xi'bao
巨细胞网状核,ju'xi'bao'wang'zhuang'he
距下关节,ju'xia'guan'jie
距小腿关节,ju'xiao'tui'guan'jie
距小腿后区,ju'xiao'tui'hou'qu
距小腿前区,ju'xiao'tui'qian'qu
距舟背侧韧带,ju'zhou'bei'ce'ren'dai
距舟关节,ju'zhou'guan'jie
距舟韧带,ju'zhou'ren'dai
锯状缝,ju'zhuang'feng
距状沟,ju'zhuang'gou
距状沟支,ju'zhuang'gou'zhi
锯状缘,ju'zhuang'yuan
菌状乳头,jun'zhuang'ru'tou
开大肌,kai'da'ji
开放部,kai'fang'bu
颏唇沟,ke'chun'gou
髁导静脉,ke'dao'jing'mai
颏动脉,ke'dong'mai
髁管,ke'guan
颏横肌,ke'heng'ji
颏棘,ke'ji
颏肌,ke'ji
髁间后区,ke'jian'hou'qu
髁间隆起,ke'jian'long'qi
髁间内侧结节,ke'jian'nei'ce'jie'jie
髁间前区,ke'jian'qian'qu
髁间外恻结节,ke'jian'wai'ce'jie'jie
髁间窝,ke'jian'wo
髁间线,ke'jian'xian
颏结节,ke'jie'jie
颏孔,ke'kong
颗粒层,ke'li'ceng
颗粒囊泡,ke'li'nang'pao
颗粒小凹,ke'li'xiao'ao
颏隆凸,ke'long'tu
颏区,ke'qu
髁上突,ke'shang'tu
颏舌骨肌,ke'she'gu'ji
颏舌肌,ke'she'ji
颏神经,ke'shen'jing
咳嗽,ke'sou
可塑性,ke'su'xing
髁突,ke'tu
髁窝,ke'wo
颏下点,ke'xia'dian
颏下动脉,ke'xia'dong'mai
颏下静脉,ke'xia'jing'mai
颏下淋巴结,ke'xia'lin'ba'jie
颏下三角,ke'xia'san'jiao
颏支,ke'zhi
髁状突,ke'zhuang'tu
空肠,kong'chang
空肠动脉,kong'chang'dong'mai
空肠静脉,kong'chang'jing'mai
口唇,kou'chun
扣带,kou'dai
扣带沟,kou'dai'gou
扣带回,kou'dai'hui
扣带回峡,kou'dai'hui'xia
扣带支,kou'dai'zhi
口角,kou'jue
口角轴,kou'jue'zhou
口裂,kou'lie
口轮匝肌,kou'lun'za'ji
口腔,kou'qiang
口腔黏膜,kou'qiang'nian'mo
口腔前庭,kou'qiang'qian'ting
口腔腺,kou'qiang'xian
口区,kou'qu
口咽,kou'yan
髋骨,kuan'gu
髋骨的固有韧带,kuan'gu'de'gu'you'ren'dai
髋关节,kuan'guan'jie
髋臼,kuan'jiu
髋臼唇,kuan'jiu'chun
髋臼横韧带,kuan'jiu'heng'ren'dai
髋臼切迹,kuan'jiu'qie'ji
髋臼上沟,kuan'jiu'shang'gou
髋臼窝,kuan'jiu'wo
髋臼缘,kuan'jiu'yuan
髋臼支,kuan'jiu'zhi
眶板,kuang'ban
眶部,kuang'bu
眶隔,kuang'ge
眶沟,kuang'gou
眶骨膜,kuang'gu'mo
眶回,kuang'hui
眶肌,kuang'ji
眶筋膜,kuang'jin'mo
眶口,kuang'kou
眶隆起,kuang'long'qi
眶面,kuang'mian
眶内侧缘,kuang'nei'ce'yuan
眶区,kuang'qu
眶上动脉,kuang'shang'dong'mai
眶上静脉,kuang'shang'jing'mai
眶上孔,kuang'shang'kong
眶上裂,kuang'shang'lie
眶上切迹,kuang'shang'qie'ji
眶上神经,kuang'shang'shen'jing
眶上缘,kuang'shang'yuan
眶突,kuang'tu
眶外侧缘,kuang'wai'ce'yuan
眶下动脉,kuang'xia'dong'mai
眶下缝,kuang'xia'feng
眶下沟,kuang'xia'gou
眶下管,kuang'xia'guan
眶下孔,kuang'xia'kong
眶下裂,kuang'xia'lie
眶下区,kuang'xia'qu
眶下神经,kuang'xia'shen'jing
眶下缘,kuang'xia'yuan
眶缘,kuang'yuan
眶支,kuang'zhi
眶脂体,kuang'zhi'ti
阔肌,kuo'ji
阔筋膜,kuo'jin'mo
阔筋膜张肌,kuo'jin'mo'zhang'ji
括约肌,kuo'yue'ji
辣根过氧化物酶法,la'gen'guo'yang'hua'wu'mei'fa
蓝斑,lan'ban
蓝斑核,lan'ban'he
蓝斑下核,lan'ban'xia'he
阑尾,lan'wei
阑尾动脉,lan'wei'dong'mai
阑尾集合淋巴滤泡,lan'wei'ji'he'lin'ba'lv'pao
阑尾静脉,lan'wei'jing'mai
阑尾口,lan'wei'kou
阑尾淋巴结,lan'wei'lin'ba'jie
阑尾系膜,lan'wei'xi'mo
篮细胞,lan'xi'bao
泪襞,lei'bi
泪鼻甲缝,lei'bi'jia'feng
泪部,lei'bu
肋部,lei'bu
肋长提肌,lei'chang'ti'ji
泪点,lei'dian
肋短提肌,lei'duan'ti'ji
泪阜,lei'fu
肋膈隐窝,lei'ge'yin'wo
肋弓,lei'gong
泪沟,lei'gou
泪钩,lei'gou
肋沟,lei'gou
泪骨,lei'gu
肋骨,lei'gu
泪河,lei'he
肋横突关节,lei'heng'tu'guan'jie
肋横突孔,lei'heng'tu'kong
肋横突韧带,lei'heng'tu'ren'dai
肋横突上韧带,lei'heng'tu'shang'ren'dai
肋横突外侧韧带,lei'heng'tu'wai'ce'ren'dai
泪后嵴,lei'hou'ji
泪湖,lei'hu
肋间臂神经,lei'jian'bi'shen'jing
肋间后动脉,lei'jian'hou'dong'mai
肋间后静脉,lei'jian'hou'jing'mai
肋间淋巴结,lei'jian'lin'ba'jie
肋间内肌,lei'jian'nei'ji
肋间内膜,lei'jian'nei'mo
肋间前静脉,lei'jian'qian'jing'mai
肋间前支,lei'jian'qian'zhi
肋间神经,lei'jian'shen'jing
肋剑突韧带,lei'jian'tu'ren'dai
肋间外肌,lei'jian'wai'ji
肋间外膜,lei'jian'wai'mo
肋间隙,lei'jian'xi
肋间血管,lei'jian'xue'guan
肋间最内肌,lei'jian'zui'nei'ji
肋间最上动脉,lei'jian'zui'shang'dong'mai
肋间最上静脉,lei'jian'zui'shang'jing'mai
肋角,lei'jiao
肋结节,lei'jie'jie
肋结节关节面,lei'jie'jie'guan'jie'mian
肋颈,lei'jing
肋颈干,lei'jing'gan
肋颈嵴,lei'jing'ji
肋面,lei'mian
泪囊,lei'nang
泪囊穹,lei'nang'qiong
泪囊窝,lei'nang'wo
泪器,lei'qi
泪前嵴,lei'qian'ji
泪切迹,lei'qie'ji
肋切迹,lei'qie'ji
泪乳头,lei'ru'tou
肋软骨,lei'ruan'gu
肋软骨连结,lei'ruan'gu'lian'jie
泪上颌缝,lei'shang'he'feng
肋锁韧带,lei'suo'ren'dai
肋锁韧带压迹,lei'suo'ren'dai'ya'ji
肋体,lei'ti
肋提肌,lei'ti'ji
肋头,lei'tou
肋头辐状韧带,lei'tou'fu'zhuang'ren'dai
肋头关节,lei'tou'guan'jie
肋头关节面,lei'tou'guan'jie'mian
肋头关节内韧带,lei'tou'guan'jie'nei'ren'dai
肋头嵴,lei'tou'ji
泪突,lei'tu
肋突,lei'tu
肋外侧支,lei'wai'ce'zhi
肋下动脉,lei'xia'dong'mai
肋下肌,lei'xia'ji
肋下静脉,lei'xia'jing'mai
肋下平面,lei'xia'ping'mian
肋下神经,lei'xia'shen'jing
泪腺,lei'xian
泪腺动脉,lei'xian'dong'mai
泪腺动脉吻合支,lei'xian'dong'mai'wen'he'zhi
泪腺核,lei'xian'he
泪腺静脉,lei'xian'jing'mai
泪腺排泄小管,lei'xian'pai'xie'xiao'guan
泪腺神经,lei'xian'shen'jing
泪腺窝,lei'xian'wo
泪小管,lei'xiao'guan
泪小管壶腹,lei'xiao'guan'hu'fu
肋胸膜,lei'xiong'mo
泪缘,lei'yuan
肋椎关节,lei'zhui'guan'jie
肋纵隔隐窝,lei'zong'ge'yin'wo
犁鼻器,li'bi'qi
犁鼻软骨,li'bi'ruan'gu
犁骨,li'gu
犁骨鼻后孔嵴,li'gu'bi'hou'kong'ji
犁骨沟,li'gu'gou
犁骨楔状部,li'gu'xie'zhuang'bu
犁骨翼,li'gu'yi
立毛肌,li'mao'ji
犁鞘沟,li'qiao'gou
犁鞘管,li'qiao'guan
梨状肌,li'zhuang'ji
犁状肌,li'zhuang'ji
梨状肌囊,li'zhuang'ji'nang
梨状肌神经,li'zhuang'ji'shen'jing
梨状孔,li'zhuang'kong
梨状细胞层,li'zhuang'xi'bao'ceng
梨状隐窝,li'zhuang'yin'wo
犁嘴管,li'zui'guan
联动关节,lian'dong'guan'jie
连合管,lian'he'guan
连合核,lian'he'he
联合腱,lian'he'jian
连合尖,lian'he'jian
连合下器,lian'he'xia'qi
连合纤维,lian'he'xian'wei
连结核,lian'jie'he
联络神经元,lian'luo'shen'jing'yuan
联络纤维,lian'luo'xian'wei
连续突触,lian'xu'tu'chu
镰状韧带,lian'zhuang'ren'dai
镰状突,lian'zhuang'tu
镰状缘,lian'zhuang'yuan
两侧椎弓骨化中心,liang'ce'zhui'gong'gu'hua'zhong'xin
裂孔,lie'kong
裂孔疝,lie'kong'shan
淋巴,lin'ba
淋巴导管,lin'ba'dao'guan
淋巴干,lin'ba'gan
淋巴管,lin'ba'guan
淋巴管瓣,lin'ba'guan'ban
淋巴管丛,lin'ba'guan'cong
淋巴结,lin'ba'jie
淋巴滤泡,lin'ba'lv'pao
淋巴系,lin'ba'xi
淋巴系统,lin'ba'xi'tong
淋巴小结,lin'ba'xiao'jie
鳞部,lin'bu
临床根,lin'chuang'gen
临床冠,lin'chuang'guan
临床解剖学,lin'chuang'jie'pou'xue
鳞顶缝,lin'ding'feng
鳞缝,lin'feng
邻接面,lin'jie'mian
鳞乳突缝,lin'ru'tu'feng
鳞缘,lin'yuan
菱脑峡,ling'nao'xia
菱形核,ling'xing'he
菱形肌,ling'xing'ji
菱形窝,ling'xing'wo
六大关节,liu'da'guan'jie
隆起,long'qi
隆椎,long'zhui
漏斗,lou'dou
漏斗核,lou'dou'he
漏斗腱,lou'dou'jian
漏斗隐窝,lou'dou'yin'wo
颅侧,lu'ce
颅底点,lu'di'dian
颅底内面,lu'di'nei'mian
颅底外面,lu'di'wai'mian
颅顶肌,lu'ding'ji
颅缝,lu'feng
颅盖,lu'gai
颅骨,lu'gu
颅骨的连结,lu'gu'de'lian'jie
颅骨膜,lu'gu'mo
颅后窝,lu'hou'wo
颅结合,lu'jie'he
颅内部,lu'nei'bu
颅前窝,lu'qian'wo
颅腔,lu'qiang
颅囟,lu'xin
颅中窝,lu'zhong'wo
卵巢,luan'chao
卵巢丛,luan'chao'cong
卵巢动脉,luan'chao'dong'mai
卵巢固有韧带,luan'chao'gu'you'ren'dai
卵巢门,luan'chao'men
卵巢皮质,luan'chao'pi'zhi
卵巢伞,luan'chao'san
卵巢髓质,luan'chao'sui'zhi
卵巢窝,luan'chao'wo
卵巢系膜,luan'chao'xi'mo
卵巢系膜缘,luan'chao'xi'mo'yuan
卵巢悬韧带,luan'chao'xuan'ren'dai
卵巢支,luan'chao'zhi
卵圆孔,luan'yuan'kong
卵圆孔瓣,luan'yuan'kong'ban
卵圆孔静脉丛,luan'yuan'kong'jing'mai'cong
卵圆窝,luan'yuan'wo
卵圆窝缘,luan'yuan'wo'yuan
轮廓乳头,lun'kuo'ru'tou
轮匝带,lun'za'dai
轮匝肌,lun'za'ji
罗蓝核,luo'lan'he
裸区,luo'qu
螺旋板钩,luo'xuan'ban'gou
螺旋襞,luo'xuan'bi
螺旋动脉,luo'xuan'dong'mai
螺旋孔列,luo'xuan'kong'lie
螺旋器,luo'xuan'qi
螺旋支,luo'xuan'zhi
孖肌,ma'ji
马尾,ma'wei
脉管壁血管,mai'guan'bi'xue'guan
脉管丛,mai'guan'cong
脉管神经,mai'guan'shen'jing
脉管系统,mai'guan'xi'tong
脉管学,mai'guan'xue
麦粒软骨,mai'li'ruan'gu
脉络丛,mai'luo'cong
脉络丛后内侧支,mai'luo'cong'hou'nei'ce'zhi
脉络丛后外侧支,mai'luo'cong'hou'wai'ce'zhi
脉络丛前动脉,mai'luo'cong'qian'dong'mai
脉络丛上静脉,mai'luo'cong'shang'jing'mai
脉络丛下静脉,mai'luo'cong'xia'jing'mai
脉络带,mai'luo'dai
脉络裂,mai'luo'lie
脉络膜,mai'luo'mo
蔓状静脉丛,man'zhuang'jing'mai'cong
盲部,mang'bu
盲肠,mang'chang
盲肠襞,mang'chang'bi
盲肠后动脉,mang'chang'hou'dong'mai
盲肠后淋巴结,mang'chang'hou'lin'ba'jie
盲肠后隐窝,mang'chang'hou'yin'wo
盲肠前动脉,mang'chang'qian'dong'mai
盲肠前淋巴结,mang'chang'qian'lin'ba'jie
盲肠血管襞,mang'chang'xue'guan'bi
盲孔,mang'kong
毛交叉,mao'jiao'cha
毛流,mao'liu
毛囊,mao'nang
毛涡,mao'wo
毛细胞,mao'xi'bao
毛细管,mao'xi'guan
毛细淋巴管,mao'xi'lin'ba'guan
毛细淋巴管网,mao'xi'lin'ba'guan'wang
毛细血管,mao'xi'xue'guan
帽状腱膜,mao'zhuang'jian'mo
眉峰,mei'feng
眉弓,mei'gong
眉间,mei'jian
眉毛,mei'mao
眉体头尾,mei'ti'tou'wei
扪触,men'chu
门静脉,men'jing'mai
迷路,mi'lu
迷路壁,mi'lu'bi
迷路动脉,mi'lu'dong'mai
迷路静脉,mi'lu'jing'mai
泌尿器,mi'niao'qi
泌尿器官,mi'niao'qi'guan
泌尿生殖系,mi'niao'sheng'zhi'xi
泌尿生殖系统,mi'niao'sheng'zhi'xi'tong
泌尿系统,mi'niao'xi'tong
迷小管,mi'xiao'guan
密质,mi'zhi
迷走神经,mi'zou'shen'jing
迷走神经背核,mi'zou'shen'jing'bei'he
迷走神经耳支交通支,mi'zou'shen'jing'er'zhi'jiao'tong'zhi
迷走神经后干,mi'zou'shen'jing'hou'gan
迷走神经交通支,mi'zou'shen'jing'jiao'tong'zhi
迷走神经前干,mi'zou'shen'jing'qian'gan
迷走神经三角,mi'zou'shen'jing'san'jiao
面动脉,mian'dong'mai
面横动脉,mian'heng'dong'mai
面横静脉,mian'heng'jing'mai
面肌,mian'ji
面静脉,mian'jing'mai
面淋巴结,mian'lin'ba'jie
面颅,mian'lu
面颅骨,mian'lu'gu
面丘,mian'qiu
面神经,mian'shen'jing
面神经管,mian'shen'jing'guan
面神经管凸,mian'shen'jing'guan'tu
面神经管膝,mian'shen'jing'guan'xi
面神经核,mian'shen'jing'he
面神经颊支,mian'shen'jing'jia'zhi
面神经交通支,mian'shen'jing'jiao'tong'zhi
面神经颈支,mian'shen'jing'jing'zhi
面深静脉,mian'shen'jing'mai
面神经丘,mian'shen'jing'qiu
面神经区,mian'shen'jing'qu
面神经膝,mian'shen'jing'xi
免疫电镜法,mian'yi'dian'jing'fa
免疫细胞化学,mian'yi'xi'bao'hua'xue
明带,ming'dai
膜板,mo'ban
膜半规管,mo'ban'gui'guan
膜壁,mo'bi
膜部,mo'bu
膜壶腹,mo'hu'fu
膜化骨,mo'hua'gu
膜间部,mo'jian'bu
膜脚,mo'jiao
膜迷路,mo'mi'lu
膜内成骨,mo'nei'cheng'gu
膜性结构,mo'xing'jie'gou
磨牙,mo'ya
磨牙腺,mo'ya'xian
拇背外侧神经,mu'bei'wai'ce'shen'jing
拇长屈肌,mu'chang'qu'ji
拇长屈肌腱鞘,mu'chang'qu'ji'jian'qiao
拇长伸肌,mu'chang'shen'ji
拇长伸肌腱,mu'chang'shen'ji'jian
拇长伸肌腱鞘,mu'chang'shen'ji'jian'qiao
拇长展肌,mu'chang'zhan'ji
拇长展肌和拇短伸肌腱鞘,mu'chang'zhan'ji'he'mu'duan'shen'ji'jian'qiao
拇短屈肌,mu'duan'qu'ji
拇短伸肌,mu'duan'shen'ji
拇短伸肌腱,mu'duan'shen'ji'jian
拇短展肌,mu'duan'zhan'ji
拇对掌肌,mu'dui'zhang'ji
幕切迹,mu'qie'ji
拇收肌,mu'shou'ji
拇展肌,mu'zhan'ji
拇指,mu'zhi
拇指腕掌关节,mu'zhi'wan'zhang'guan'jie
拇主要动脉,mu'zhu'yao'dong'mai
男尿道,nan'niao'dao
男乳房,nan'ru'fang
男性内生殖器,nan'xing'nei'sheng'zhi'qi
男性生殖器,nan'xing'sheng'zhi'qi
男性外生殖器官,nan'xing'wai'sheng'zhi'qi'guan
囊内韧带,nang'nei'ren'dai
囊韧带,nang'ren'dai
囊外韧带,nang'wai'ren'dai
囊支,nang'zhi
囊状隐窝,nang'zhuang'yin'wo
脑岛,nao'dao
脑动脉,nao'dong'mai
脑干,nao'gan
脑干静脉,nao'gan'jing'mai
脑干网状结构,nao'gan'wang'zhuang'jie'gou
脑根,nao'gen
脑回压迹,nao'hui'ya'ji
脑脊膜,nao'ji'mo
脑脊液,nao'ji'ye
脑颅,nao'lu
脑颅骨,nao'lu'gu
脑膜返支,nao'mo'fan'zhi
脑膜副支,nao'mo'fu'zhi
脑膜后动脉,nao'mo'hou'dong'mai
脑膜静脉,nao'mo'jing'mai
脑膜前支,nao'mo'qian'zhi
脑膜支,nao'mo'zhi
脑膜支交通支,nao'mo'zhi'jiao'tong'zhi
脑膜中动脉,nao'mo'zhong'dong'mai
脑膜中动脉沟,nao'mo'zhong'dong'mai'gou
脑膜中动脉吻合支,nao'mo'zhong'dong'mai'wen'he'zhi
脑膜中静脉,nao'mo'zhong'jing'mai
脑桥,nao'qiao
脑桥被盖部,nao'qiao'bei'gai'bu
脑桥被盖网状核,nao'qiao'bei'gai'wang'zhuang'he
脑桥动脉,nao'qiao'dong'mai
脑桥核,nao'qiao'he
脑桥横行纤维,nao'qiao'heng'xing'xian'wei
脑桥基底部,nao'qiao'ji'di'bu
脑桥静脉,nao'qiao'jing'mai
脑桥网状脊髓束,nao'qiao'wang'zhuang'ji'sui'shu
脑桥尾侧网状核,nao'qiao'wei'ce'wang'zhuang'he
脑桥小脑三角,nao'qiao'xiao'nao'san'jiao
脑桥小脑纤维,nao'qiao'xiao'nao'xian'wei
脑桥中缝,nao'qiao'zhong'feng
脑桥中缝核,nao'qiao'zhong'feng'he
脑桥中脑前静脉,nao'qiao'zhong'nao'qian'jing'mai
脑桥嘴侧网状核,nao'qiao'zui'ce'wang'zhuang'he
脑神经,nao'shen'jing
脑神经核,nao'shen'jing'he
脑神经节,nao'shen'jing'jie
脑蛛网膜,nao'zhu'wang'mo
内板,nei'ban
内侧,nei'ce
内侧板,nei'ce'ban
内侧半月板,nei'ce'ban'yue'ban
内侧背核,nei'ce'bei'he
内侧壁,nei'ce'bi
内侧部,nei'ce'bu
内侧苍白球,nei'ce'cang'bai'qiu
内侧唇,nei'ce'chun
内侧底段,nei'ce'di'duan
内侧底段支气管,nei'ce'di'duan'zhi'qi'guan
内侧底支,nei'ce'di'zhi
内侧段,nei'ce'duan
内侧段动脉,nei'ce'duan'dong'mai
内侧段支气管,nei'ce'duan'zhi'qi'guan
内侧副橄榄核,nei'ce'fu'gan'lan'he
内侧根,nei'ce'gen
内侧弓状韧带,nei'ce'gong'zhuang'ren'dai
内侧核群,nei'ce'he'qun
内侧嵴,nei'ce'ji
内侧脚,nei'ce'jiao
内侧结节,nei'ce'jie'jie
内侧髁,nei'ce'ke
内侧髁上嵴,nei'ce'ke'shang'ji
内侧髁上线,nei'ce'ke'shang'xian
内侧隆起,nei'ce'long'qi
内侧面,nei'ce'mian
内侧皮支,nei'ce'pi'zhi
内侧丘系,nei'ce'qiu'xi
内侧丘系交叉,nei'ce'qiu'xi'jiao'cha
内侧韧带,nei'ce'ren'dai
内侧软骨板,nei'ce'ruan'gu'ban
内侧束,nei'ce'shu
内侧髓板,nei'ce'sui'ban
内侧头,nei'ce'tou
内侧膝状体,nei'ce'xi'zhuang'ti
内侧膝状体核,nei'ce'xi'zhuang'ti'he
内侧楔骨,nei'ce'xie'gu
内侧嗅回,nei'ce'xiu'hui
内侧嗅纹,nei'ce'xiu'wen
内侧缘,nei'ce'yuan
内侧缘静脉,nei'ce'yuan'jing'mai
内侧支,nei'ce'zhi
内侧纵弓,nei'ce'zong'gong
内侧纵束,nei'ce'zong'shu
内侧纵纹,nei'ce'zong'wen
内唇,nei'chun
内耳,nei'er
内耳道,nei'er'dao
内耳道底,nei'er'dao'di
内耳门,nei'er'men
内翻,nei'fan
内分泌系,nei'fen'mi'xi
内分泌系统,nei'fen'mi'xi'tong
内分泌系统垂直轴,nei'fen'mi'xi'tong'chui'zhi'zhou
内分泌腺,nei'fen'mi'xian
内弓状纤维,nei'gong'zhuang'xian'wei
内含物,nei'han'wu
内踝,nei'huai
内踝关节面,nei'huai'guan'jie'mian
内踝面,nei'huai'mian
内踝皮下囊,nei'huai'pi'xia'nang
内踝前动脉,nei'huai'qian'dong'mai
内踝网,nei'huai'wang
内踝支,nei'huai'zhi
内环骨板,nei'huan'gu'ban
内颗粒层,nei'ke'li'ceng
