阿堡村,a'bao'cun
庞寨则村,pang'zhai'ze'cun
跑安村,pao'an'cun
炮里村,pao'li'cun
炮里乡,pao'li'xiang
炮岭村,pao'ling'cun
炮楼村,pao'lou'cun
跑马村,pao'ma'cun
泡泉村,pao'quan'cun
跑泉村,pao'quan'cun
炮张村,pao'zhang'cun
裴坝村,pei'ba'cun
裴家村,pei'jia'cun
裴家河村,pei'jia'he'cun
裴家空村,pei'jia'kong'cun
裴家峁村,pei'jia'mao'cun
裴家湾村,pei'jia'wan'cun
裴家湾镇,pei'jia'wan'zhen
裴家寨村,pei'jia'zhai'cun
裴家庄村,pei'jia'zhuang'cun
裴渠村,pei'qu'cun
培新街社区,pei'xin'jie'she'qu
裴塬村,pei'yuan'cun
裴寨村,pei'zhai'cun
裴庄村,pei'zhuang'cun
盆则沟村,pen'ze'gou'cun
彭北村,peng'bei'cun
彭城村,peng'cheng'cun
彭村,peng'cun
彭公乡,peng'gong'xiang
彭家村,peng'jia'cun
彭家圪台村,peng'jia'ge'tai'cun
彭家沟村,peng'jia'gou'cun
彭家河村,peng'jia'he'cun
彭家窑村,peng'jia'yao'cun
彭南村,peng'nan'cun
彭滩村,peng'tan'cun
彭王村,peng'wang'cun
彭吴张村,peng'wu'zhang'cun
彭垭村,peng'ya'cun
彭镇,peng'zhen
彭祖塬村,peng'zu'yuan'cun
毗圪堵村,pi'ge'du'cun
毗圪崂村,pi'ge'lao'cun
皮家沟村,pi'jia'gou'cun
枇杷村,pi'pa'cun
琵琶村,pi'pa'cun
琵琶沟村,pi'pa'gou'cun
琵琶嘴村,pi'pa'zui'cun
毗沙村,pi'sha'cun
皮条峁村,pi'tiao'mao'cun
皮头村,pi'tou'cun
皮窝铺村,pi'wo'pu'cun
偏白村,pian'bai'cun
片家坬村,pian'jia'gua'cun
偏桥村,pian'qiao'cun
漂草村,piao'cao'cun
漂草沟村,piao'cao'gou'cun
票村,piao'cun
坪安村,ping'an'cun
平安村,ping'an'cun
平安乡,ping'an'xiang
坪宝村,ping'bao'cun
凭北村,ping'bei'cun
平不踏村,ping'bu'ta'cun
平仓墩村,ping'cang'dun'cun
平城村,ping'cheng'cun
平川村,ping'chuan'cun
平定村,ping'ding'cun
平东村,ping'dong'cun
坪堵村,ping'du'cun
平峨村,ping'e'cun
坪坊村,ping'fang'cun
坪福腰村,ping'fu'yao'cun
坪沟村,ping'gou'cun
平和村,ping'he'cun
平河村,ping'he'cun
坪槐村,ping'huai'cun
坪坎村,ping'kan'cun
坪坎镇,ping'kan'zhen
平老村,ping'lao'cun
坪里村,ping'li'cun
平梁村,ping'liang'cun
平凉湾村,ping'liang'wan'cun
平梁镇,ping'liang'zhen
平路村,ping'lu'cun
平路庙乡,ping'lu'miao'xiang
坪落村,ping'luo'cun
平罗村,ping'luo'cun
平罗党村,ping'luo'dang'cun
平罗雷村,ping'luo'lei'cun
平罗朱村,ping'luo'zhu'cun
平民村,ping'min'cun
平民乡,ping'min'xiang
平木村,ping'mu'cun
平木镇,ping'mu'zhen
凭南村,ping'nan'cun
坪桥村,ping'qiao'cun
平桥村,ping'qiao'cun
坪桥居委会,ping'qiao'ju'wei'hui
坪桥镇,ping'qiao'zhen
平泉村,ping'quan'cun
坪上村,ping'shang'cun
坪胜村,ping'sheng'cun
平天村,ping'tian'cun
坪头村,ping'tou'cun
平头村,ping'tou'cun
坪头镇,ping'tou'zhen
坪湾村,ping'wan'cun
平王村,ping'wang'cun
平溪村,ping'xi'cun
平西村,ping'xi'cun
平溪沟村,ping'xi'gou'cun
坪溪河村,ping'xi'he'cun
平新村,ping'xin'cun
凭信乡,ping'xin'xiang
平星村,ping'xing'cun
坪垭村,ping'ya'cun
坪墕村,ping'yan'cun
坪焉村,ping'yan'cun
平堰下村,ping'yan'xia'cun
平阳村,ping'yang'cun
平邑堡村,ping'yi'bao'cun
坪塬村,ping'yuan'cun
平政村,ping'zheng'cun
坪庄村,ping'zhuang'cun
平庄子村,ping'zhuang'zi'cun
坪佐村,ping'zuo'cun
坡北村,po'bei'cun
坡边头村,po'bian'tou'cun
破草村,po'cao'cun
破岔村,po'cha'cun
坡底村,po'di'cun
坡底河村,po'di'he'cun
坡典村,po'dian'cun
坡耳头村,po'er'tou'cun
坡吉村,po'ji'cun
坡家沟村,po'jia'gou'cun
坡李村,po'li'cun
坡里村,po'li'cun
坡刘村,po'liu'cun
坡龙头村,po'long'tou'cun
坡南村,po'nan'cun
婆婆寺村,po'po'si'cun
坡上村,po'shang'cun
坡史村,po'shi'cun
坡石村,po'shi'cun
坡石河村,po'shi'he'cun
坡头村,po'tou'cun
坡头镇,po'tou'zhen
坡王村,po'wang'cun
坡西村,po'xi'cun
坡杨村,po'yang'cun
坡张村,po'zhang'cun
坡赵村,po'zhao'cun
坡子村,po'zi'cun
普庵村,pu'an'cun
蒲村,pu'cun
蒲村镇,pu'cun'zhen
璞地村,pu'di'cun
菩堤村,pu'di'cun
菩堤乡,pu'di'xiang
璞地庄村,pu'di'zhuang'cun
普东村,pu'dong'cun
朴东村,pu'dong'cun
普渡村,pu'du'cun
普儿村,pu'er'cun
铺沟村,pu'gou'cun
铺合岔村,pu'he'cha'cun
普河村,pu'he'cun
铺合沟村,pu'he'gou'cun
普化村,pu'hua'cun
普化镇,pu'hua'zhen
普惠泉社区,pu'hui'quan'she'qu
普集街乡,pu'ji'jie'xiang
普济寺村,pu'ji'si'cun
普集镇,pu'ji'zhen
蒲家坝村,pu'jia'ba'cun
蒲家村,pu'jia'cun
蒲家圪劳村,pu'jia'ge'lao'cun
蒲家沟村,pu'jia'gou'cun
蒲家坬村,pu'jia'gua'cun
蒲家硷村,pu'jia'jian'cun
蒲家山村,pu'jia'shan'cun
蒲家院村,pu'jia'yuan'cun
普均村,pu'jun'cun
普乐寺村,pu'le'si'cun
普乐塬村,pu'le'yuan'cun
朴鲁村,pu'lu'cun
朴南村,pu'nan'cun
蒲荣村,pu'rong'cun
菩萨殿村,pu'sa'dian'cun
铺上村,pu'shang'cun
铺尚村,pu'shang'cun
普社村,pu'she'cun
蒲石村,pu'shi'cun
朴树村,pu'shu'cun
葡萄沟村,pu'tao'gou'cun
葡萄寨村,pu'tao'zhai'cun
圃团村,pu'tuan'cun
蒲屯村,pu'tun'cun
普陀村,pu'tuo'cun
普西村,pu'xi'cun
朴西村,pu'xi'cun
蒲溪村,pu'xi'cun
蒲溪居委会,pu'xi'ju'wei'hui
蒲溪镇,pu'xi'zhen
普贤寺村,pu'xian'si'cun
蒲杨村,pu'yang'cun
蒲阳村,pu'yang'cun
普阳沟村,pu'yang'gou'cun
铺邑村,pu'yi'cun
蒲峪村,pu'yu'cun
蒲峪乡,pu'yu'xiang
普照路社区,pu'zhao'lu'she'qu
铺镇,pu'zhen
铺镇居委会,pu'zhen'ju'wei'hui
普中村,pu'zhong'cun
铺子村,pu'zi'cun
七安子村,qi'an'zi'cun
漆扒村,qi'ba'cun
七保村,qi'bao'cun
祈北村,qi'bei'cun
七卜树村,qi'bu'shu'cun
齐曹村,qi'cao'cun
七岔口村,qi'cha'kou'cun
齐村,qi'cun
齐村镇,qi'cun'zhen
齐东村,qi'dong'cun
七丰村,qi'feng'cun
七峰村,qi'feng'cun
旗丰村,qi'feng'cun
栖枫社区,qi'feng'she'qu
亓父村,qi'fu'cun
棋杆山村,qi'gan'shan'cun
祁葛村,qi'ge'cun
七公司生活区,qi'gong'si'sheng'huo'qu
齐横村,qi'heng'cun
起鸡合浪村,qi'ji'he'lang'cun
戚家堡村,qi'jia'bao'cun
七甲村,qi'jia'cun
戚家村,qi'jia'cun
祁家村,qi'jia'cun
齐家村,qi'jia'cun
齐家圪崂村,qi'jia'ge'lao'cun
齐家圪塔村,qi'jia'ge'ta'cun
七家沟村,qi'jia'gou'cun
祁家沟村,qi'jia'gou'cun
齐家沟村,qi'jia'gou'cun
齐家河村,qi'jia'he'cun
祁家峁村,qi'jia'mao'cun
七家门前村,qi'jia'men'qian'cun
祁家坪村,qi'jia'ping'cun
齐家坪村,qi'jia'ping'cun
起驾坡村,qi'jia'po'cun
齐家坡村,qi'jia'po'cun
祁家山村,qi'jia'shan'cun
齐家山村,qi'jia'shan'cun
七家洼村,qi'jia'wa'cun
齐家湾村,qi'jia'wan'cun
齐家湾社区,qi'jia'wan'she'qu
戚家垭村,qi'jia'ya'cun
祁家崖村,qi'jia'ya'cun
歧家塬村,qi'jia'yuan'cun
齐家寨村,qi'jia'zhai'cun
齐建村,qi'jian'cun
七结村,qi'jie'cun
七朗沟村,qi'lang'gou'cun
碛塄村,qi'leng'cun
碛塄乡,qi'leng'xiang
七里坝村,qi'li'ba'cun
七里砭村,qi'li'bian'cun
七里川村,qi'li'chuan'cun
七里村,qi'li'cun
齐力村,qi'li'cun
七里村镇,qi'li'cun'zhen
七里店村,qi'li'dian'cun
七里沟村,qi'li'gou'cun
七里街道办事处,qi'li'jie'dao'ban'shi'chu
七里庙村,qi'li'miao'cun
七里庙社区,qi'li'miao'she'qu
七里铺村,qi'li'pu'cun
七里铺社区,qi'li'pu'she'qu
七里桥村,qi'li'qiao'cun
起良村,qi'liang'cun
麒麟村,qi'lin'cun
麒麟沟村,qi'lin'gou'cun
七零四厂社区,qi'ling'si'chang'she'qu
齐龙村,qi'long'cun
启明村,qi'ming'cun
亓母村,qi'mu'cun
祈南村,qi'nan'cun
齐南村,qi'nan'cun
棋盘村,qi'pan'cun
棋盘镇,qi'pan'zhen
汽配社区,qi'pei'she'qu
七坪村,qi'ping'cun
柒坪村,qi'ping'cun
齐坡村,qi'po'cun
七七一所社区,qi'qi'yi'suo'she'qu
齐桥村,qi'qiao'cun
七曲村,qi'qu'cun
七渠村,qi'qu'cun
歧山村,qi'shan'cun
戚氏村,qi'shi'cun
七十甲村,qi'shi'jia'cun
齐石湾村,qi'shi'wan'cun
戚氏镇,qi'shi'zhen
漆树坝村,qi'shu'ba'cun
漆树坝乡,qi'shu'ba'xiang
漆树沟村,qi'shu'gou'cun
漆树垭村,qi'shu'ya'cun
淇水村,qi'shui'cun
祁寺村,qi'si'cun
碛头村,qi'tou'cun
齐湾子村,qi'wan'zi'cun
齐王村,qi'wang'cun
齐王庙村,qi'wang'miao'cun
齐吴南村,qi'wu'nan'cun
齐西村,qi'xi'cun
齐西二村,qi'xi'er'cun
齐西一村,qi'xi'yi'cun
齐心村,qi'xin'cun
七星坝村,qi'xing'ba'cun
七星池村,qi'xing'chi'cun
七星村,qi'xing'cun
岐星村,qi'xing'cun
七姓庄村,qi'xing'zhuang'cun
器休村,qi'xiu'cun
七堰村,qi'yan'cun
七眼泉村,qi'yan'quan'cun
岐阳村,qi'yang'cun
七一村,qi'yi'cun
七一零七社区,qi'yi'ling'qi'she'qu
七一路街道办事处,qi'yi'lu'jie'dao'ban'shi'chu
七一社区,qi'yi'she'qu
齐宇河村,qi'yu'he'cun
齐塬村,qi'yuan'cun
齐镇,qi'zhen
齐镇村,qi'zhen'cun
旗帜村,qi'zhi'cun
七姊妹村,qi'zi'mei'cun
洽川镇,qia'chuan'zhen
卡子村,qia'zi'cun
卡子镇,qia'zi'zhen
前安沟村,qian'an'gou'cun
前白甫村,qian'bai'fu'cun
前白家沟村,qian'bai'jia'gou'cun
前半沟村,qian'ban'gou'cun
前北铁村,qian'bei'tie'cun
前堡子村,qian'bu'zi'cun
前槽村,qian'cao'cun
前曹家坬村,qian'cao'jia'gua'cun
前曹峁村,qian'cao'mao'cun
前陈家沟村,qian'chen'jia'gou'cun
前城村,qian'cheng'cun
前程村,qian'cheng'cun
千尺峁村,qian'chi'mao'cun
前川村,qian'chuan'cun
千川村,qian'chuan'cun
前村,qian'cun
骞村,qian'cun
阡道村,qian'dao'cun
前滴哨村,qian'di'shao'cun
前店村,qian'dian'cun
前店子村,qian'dian'zi'cun
阡东村,qian'dong'cun
前东明村,qian'dong'ming'cun
阡东镇,qian'dong'zhen
前杜家沟村,qian'du'jia'gou'cun
前段家河村,qian'duan'jia'he'cun
钤铒村,qian'er'cun
钳二村,qian'er'cun
前尔林兔村,qian'er'lin'tu'cun
钳二乡,qian'er'xiang
前丰村,qian'feng'cun
前峰村,qian'feng'cun
前锋村,qian'feng'cun
前冯山村,qian'feng'shan'cun
千佛村,qian'fo'cun
千佛洞村,qian'fo'dong'cun
前高山村,qian'gao'shan'cun
前圪塔村,qian'ge'ta'cun
前沟村,qian'gou'cun
前坬村,qian'gua'cun
前韩家山村,qian'han'jia'shan'cun
前郝家山村,qian'hao'jia'shan'cun
前河村,qian'he'cun
前何沟村,qian'he'gou'cun
前何家坬村,qian'he'jia'gua'cun
前贺家湾村,qian'he'jia'wan'cun
钱河梁村,qian'he'liang'cun
千河镇,qian'he'zhen
前后沟村,qian'hou'gou'cun
千户村,qian'hu'cun
前胡家山村,qian'hu'jia'shan'cun
前葫芦素村,qian'hu'lu'su'cun
千户社区,qian'hu'she'qu
前淮宁湾村,qian'huai'ning'wan'cun
前黄池村,qian'huang'chi'cun
前会村,qian'hui'cun
前惠家河村,qian'hui'jia'he'cun
前鸡村,qian'ji'cun
千家村,qian'jia'cun
钱家河村,qian'jia'he'cun
千家坪村,qian'jia'ping'cun
骞家湾村,qian'jia'wan'cun
前蒋家塌村,qian'jiang'jia'ta'cun
前蒋军沟村,qian'jiang'jun'gou'cun
前街村,qian'jie'cun
前进村,qian'jin'cun
前进路居委会,qian'jin'lu'ju'wei'hui
前进乡,qian'jin'xiang
前九龙泉村,qian'jiu'long'quan'cun
前就峪村,qian'jiu'yu'cun
前咀村,qian'ju'cun
前咀子村,qian'ju'zi'cun
前孔家沟村,qian'kong'jia'gou'cun
骞雷村,qian'lei'cun
前李家山村,qian'li'jia'shan'cun
前李坪村,qian'li'ping'cun
前梁村,qian'liang'cun
前岭村,qian'ling'cun
前刘家沟村,qian'liu'jia'gou'cun
前刘家河村,qian'liu'jia'he'cun
前刘家塔村,qian'liu'jia'ta'cun
前刘山村,qian'liu'shan'cun
前柳塔村,qian'liu'ta'cun
乾隆村,qian'long'cun
前楼河村,qian'lou'he'cun
前楼塔村,qian'lou'ta'cun
乾落村,qian'luo'cun
前吕岩村,qian'lv'yan'cun
前马沟村,qian'ma'gou'cun
前麻家塔村,qian'ma'jia'ta'cun
前马家园则村,qian'ma'jia'yuan'ze'cun
前马兰岔村,qian'ma'lan'cha'cun
前马坪村,qian'ma'ping'cun
前峁村,qian'mao'cun
前梅家坪村,qian'mei'jia'ping'cun
前门村,qian'men'cun
前米脂沟村,qian'mi'zhi'gou'cun
前庙沟村,qian'miao'gou'cun
前庙山村,qian'miao'shan'cun
前南屯村,qian'nan'tun'cun
前碾庄村,qian'nian'zhuang'cun
前畔村,qian'pan'cun
前坪村,qian'ping'cun
前坡村,qian'po'cun
前齐村,qian'qi'cun
前清水沟村,qian'qing'shui'gou'cun
前任家沟村,qian'ren'jia'gou'cun
前任山村,qian'ren'shan'cun
前山村,qian'shan'cun
千山村,qian'shan'cun
钱山村,qian'shan'cun
前山尧则村,qian'shan'yao'ze'cun
前申沟村,qian'shen'gou'cun
前石畔村,qian'shi'pan'cun
浅水村,qian'shui'cun
前思家沟村,qian'si'jia'gou'cun
前四十里铺村,qian'si'shi'li'pu'cun
前苏沟村,qian'su'gou'cun
前锁崖村,qian'suo'ya'cun
千塌村,qian'ta'cun
前套沟村,qian'tao'gou'cun
前桃塬村,qian'tao'yuan'cun
前洼村,qian'wa'cun
前湾村,qian'wan'cun
欠湾村,qian'wan'cun
前湾滩村,qian'wan'tan'cun
千王村,qian'wang'cun
前王家河村,qian'wang'jia'he'cun
前王家山村,qian'wang'jia'shan'cun
前王畔村,qian'wang'pan'cun
前王坪村,qian'wang'ping'cun
前卫村,qian'wei'cun
前卫镇,qian'wei'zhen
前五当沟村,qian'wu'dang'gou'cun
前武沟村,qian'wu'gou'cun
前吴家沟村,qian'wu'jia'gou'cun
前吴家湾村,qian'wu'jia'wan'cun
前小沟则村,qian'xiao'gou'ze'cun
前谢村,qian'xie'cun
前谢家沟村,qian'xie'jia'gou'cun
前新窑村,qian'xin'yao'cun
前薛家坬村,qian'xue'jia'gua'cun
前崖村,qian'ya'cun
前杨家沟村,qian'yang'jia'gou'cun
前扬家畔村,qian'yang'jia'pan'cun
前杨山村,qian'yang'shan'cun
前姚家沟村,qian'yao'jia'gou'cun
前尧头村,qian'yao'tou'cun
前野狐沟村,qian'ye'hu'gou'cun
前宜安村,qian'yi'an'cun
前义阳村,qian'yi'yang'cun
前印斗村,qian'yin'dou'cun
前应则村,qian'ying'ze'cun
乾佑镇,qian'you'zhen
前塬村,qian'yuan'cun
千原村,qian'yuan'cun
前袁家沟村,qian'yuan'jia'gou'cun
前袁兴庄村,qian'yuan'xing'zhuang'cun
前园则村,qian'yuan'ze'cun
前元子村,qian'yuan'zi'cun
前寨村,qian'zhai'cun
前寨沟村,qian'zhai'gou'cun
前张村,qian'zhang'cun
前掌村,qian'zhang'cun
前张家岔村,qian'zhang'jia'cha'cun
前张家沟村,qian'zhang'jia'gou'cun
前张家河村,qian'zhang'jia'he'cun
前张家渠村,qian'zhang'jia'qu'cun
前张岭社区,qian'zhang'ling'she'qu
前张山村,qian'zhang'shan'cun
前丈子沟村,qian'zhang'zi'gou'cun
前赵家砭村,qian'zhao'jia'bian'cun
前郑家沟村,qian'zheng'jia'gou'cun
前钟家沟村,qian'zhong'jia'gou'cun
前中庄村,qian'zhong'zhuang'cun
乾字村,qian'zi'cun
羌白居委会,qiang'bai'ju'wei'hui
羌白镇,qiang'bai'zhen
强村,qiang'cun
羌东村,qiang'dong'cun
强国村,qiang'guo'cun
强河村,qiang'he'cun
强华村,qiang'hua'cun
强家砭村,qiang'jia'bian'cun
强家村,qiang'jia'cun
强家沟村,qiang'jia'gou'cun
强家坬村,qiang'jia'gua'cun
强家坎村,qiang'jia'kan'cun
强家峁村,qiang'jia'mao'cun
强家畔村,qiang'jia'pan'cun
强家坪村,qiang'jia'ping'cun
强家坡村,qiang'jia'po'cun
强家渠村,qiang'jia'qu'cun
强家洼村,qiang'jia'wa'cun
强家湾村,qiang'jia'wan'cun
强家新庄村,qiang'jia'xin'zhuang'cun
强家塬村,qiang'jia'yuan'cun
强家庄村,qiang'jia'zhuang'cun
强里川村,qiang'li'chuan'cun
强南坎村,qiang'nan'kan'cun
墙头村,qiang'tou'cun
墙头乡,qiang'tou'xiang
羌西村,qiang'xi'cun
墙下塬村,qiang'xia'yuan'cun
强尧村,qiang'yao'cun
墙院村,qiang'yuan'cun
羌州路社区,qiang'zhou'lu'she'qu
强庄村,qiang'zhuang'cun
樵坝村,qiao'ba'cun
乔堡村,qiao'bao'cun
桥北村,qiao'bei'cun
桥北社区,qiao'bei'she'qu
乔蔡村,qiao'cai'cun
乔岔村,qiao'cha'cun
乔岔滩村,qiao'cha'tan'cun
乔岔滩乡,qiao'cha'tan'xiang
乔村,qiao'cun
桥村,qiao'cun
桥底村,qiao'di'cun
乔地渠村,qiao'di'qu'cun
桥底社区,qiao'di'she'qu
桥底镇,qiao'di'zhen
桥东村,qiao'dong'cun
乔东沟村,qiao'dong'gou'cun
桥耳沟村,qiao'er'gou'cun
桥儿沟社区,qiao'er'gou'she'qu
桥房村,qiao'fang'cun
乔圪劳村,qiao'ge'lao'cun
乔沟村,qiao'gou'cun
桥沟村,qiao'gou'cun
桥沟里村,qiao'gou'li'cun
乔沟湾村,qiao'gou'wan'cun
乔沟湾乡,qiao'gou'wan'xiang
桥沟镇,qiao'gou'zhen
乔坬村,qiao'gua'cun
乔郝家塬村,qiao'hao'jia'yuan'cun
桥河岔村,qiao'he'cha'cun
桥河岔乡,qiao'he'cha'xiang
桥河村,qiao'he'cun
乔家堡村,qiao'jia'bao'cun
乔家岔村,qiao'jia'cha'cun
乔家村,qiao'jia'cun
乔家底村,qiao'jia'di'cun
乔家圪台村,qiao'jia'ge'tai'cun
乔家宫村,qiao'jia'gong'cun
乔家沟村,qiao'jia'gou'cun
乔家河村,qiao'jia'he'cun
乔家老庄村,qiao'jia'lao'zhuang'cun
乔家峁村,qiao'jia'mao'cun
乔家塔村,qiao'jia'ta'cun
乔家湾村,qiao'jia'wan'cun
乔家兴庄村,qiao'jia'xing'zhuang'cun
乔家墕村,qiao'jia'yan'cun
乔家枣坪村,qiao'jia'zao'ping'cun
乔家寨村,qiao'jia'zhai'cun
乔家占村,qiao'jia'zhan'cun
乔家庄村,qiao'jia'zhuang'cun
乔界村,qiao'jie'cun
桥梁村,qiao'liang'cun
乔良寨村,qiao'liang'zhai'cun
桥陵村,qiao'ling'cun
桥陵东村,qiao'ling'dong'cun
桥马村,qiao'ma'cun
桥南村,qiao'nan'cun
桥南街道办事处,qiao'nan'jie'dao'ban'shi'chu
桥南社区,qiao'nan'she'qu
桥南头社区,qiao'nan'tou'she'qu
桥南镇,qiao'nan'zhen
乔坪村,qiao'ping'cun
桥坪村,qiao'ping'cun
桥坡村,qiao'po'cun
桥渠村,qiao'qu'cun
乔圈梁村,qiao'quan'liang'cun
乔山村,qiao'shan'cun
桥山村,qiao'shan'cun
桥山林业局大岔林场,qiao'shan'lin'ye'ju'da'cha'lin'chang
桥山林业局上畛子林场,qiao'shan'lin'ye'ju'shang'zhen'zi'lin'chang
桥山镇,qiao'shan'zhen
乔上村,qiao'shang'cun
桥上村,qiao'shang'cun
乔田村,qiao'tian'cun
桥头川村,qiao'tou'chuan'cun
桥头村,qiao'tou'cun
桥头河村,qiao'tou'he'cun
桥头塬村,qiao'tou'yuan'cun
桥头庄村,qiao'tou'zhuang'cun
桥王村,qiao'wang'cun
桥西村,qiao'xi'cun
乔西沟村,qiao'xi'gou'cun
桥兴村,qiao'xing'cun
乔兴庄村,qiao'xing'zhuang'cun
乔要先村,qiao'yao'xian'cun
桥营村,qiao'ying'cun
桥峪村,qiao'yu'cun
樵塬村,qiao'yuan'cun
乔则沟村,qiao'ze'gou'cun
桥则山村,qiao'ze'shan'cun
乔则墕村,qiao'ze'yan'cun
乔寨村,qiao'zhai'cun
桥章村,qiao'zhang'cun
桥镇,qiao'zhen
桥镇村,qiao'zhen'cun
桥镇乡,qiao'zhen'xiang
乔庄村,qiao'zhuang'cun
桥庄村,qiao'zhuang'cun
桥子村,qiao'zi'cun
桥子沟村,qiao'zi'gou'cun
桥梓口社区,qiao'zi'kou'she'qu
桥子坪村,qiao'zi'ping'cun
乔子玄乡,qiao'zi'xuan'xiang
秦宝社区,qin'bao'she'qu
秦北村,qin'bei'cun
芹菜沟村,qin'cai'gou'cun
秦川村,qin'chuan'cun
秦川电站仪表厂社区,qin'chuan'dian'zhan'yi'biao'chang'she'qu
秦川社区,qin'chuan'she'qu
秦村,qin'cun
秦电社区,qin'dian'she'qu
秦东社区,qin'dong'she'qu
秦东镇,qin'dong'zhen
秦渡镇,qin'du'zhen
秦渡镇社区,qin'du'zhen'she'qu
秦二村,qin'er'cun
秦丰村,qin'feng'cun
秦峰村,qin'feng'cun
秦圪垯村,qin'ge'da'cun
秦沟村,qin'gou'cun
秦谷村,qin'gu'cun
秦关村,qin'guan'cun
秦关街村,qin'guan'jie'cun
秦关乡,qin'guan'xiang
秦河村,qin'he'cun
秦河乡,qin'he'xiang
芹河乡,qin'he'xiang
秦华村,qin'hua'cun
钦花村,qin'hua'cun
秦怀路社区,qin'huai'lu'she'qu
秦机社区,qin'ji'she'qu
秦家坝村,qin'jia'ba'cun
钦家坝村,qin'jia'ba'cun
秦家村,qin'jia'cun
秦家圪达村,qin'jia'ge'da'cun
秦家圪崂村,qin'jia'ge'lao'cun
秦家沟村,qin'jia'gou'cun
秦家硷村,qin'jia'jian'cun
秦家畔村,qin'jia'pan'cun
秦家坪村,qin'jia'ping'cun
秦家坡村,qin'jia'po'cun
秦家山村,qin'jia'shan'cun
秦家塔村,qin'jia'ta'cun
秦家滩村,qin'jia'tan'cun
秦家屯庄村,qin'jia'tun'zhuang'cun
秦家哇村,qin'jia'wa'cun
秦家崖村,qin'jia'ya'cun
秦家塬村,qin'jia'yuan'cun
秦家寨村,qin'jia'zhai'cun
秦家庄村,qin'jia'zhuang'cun
勤俭村,qin'jian'cun
勤俭路社区,qin'jian'lu'she'qu
芹涧路社区,qin'jian'lu'she'qu
秦韭村,qin'jiu'cun
秦咀村,qin'ju'cun
秦梁村,qin'liang'cun
亲邻村,qin'lin'cun
秦岭村,qin'ling'cun
秦陵村,qin'ling'cun
秦岭沟村,qin'ling'gou'cun
秦陵街道办事处,qin'ling'jie'dao'ban'shi'chu
秦岭铺村,qin'ling'pu'cun
秦岭社区,qin'ling'she'qu
秦陵社区,qin'ling'she'qu
秦六村,qin'liu'cun
秦龙村,qin'long'cun
秦马硷村,qin'ma'jian'cun
秦茂村,qin'mao'cun
秦孟街村,qin'meng'jie'cun
秦庙村,qin'miao'cun
勤民社区,qin'min'she'qu
秦鸣村,qin'ming'cun
秦南村,qin'nan'cun
秦牛社区,qin'niu'she'qu
秦桥寨村,qin'qiao'zhai'cun
秦三村,qin'san'cun
秦山村,qin'shan'cun
秦四村,qin'si'cun
秦湾村,qin'wan'cun
秦五村,qin'wu'cun
秦先村,qin'xian'cun
秦阳村,qin'yang'cun
秦阳社区,qin'yang'she'qu
秦腰村,qin'yao'cun
秦一村,qin'yi'cun
秦峪村,qin'yu'cun
秦豫村,qin'yu'cun
芹园村,qin'yuan'cun
秦政村,qin'zheng'cun
秦庄村,qin'zhuang'cun
秦庄乡,qin'zhuang'xiang
清安堡村,qing'an'bao'cun
庆安社区,qing'an'she'qu
青白石村,qing'bai'shi'cun
清北村,qing'bei'cun
青草村,qing'cao'cun
青草沟村,qing'cao'gou'cun
青草界村,qing'cao'jie'cun
青草梁村,qing'cao'liang'cun
青岔村,qing'cha'cun
清禅寺村,qing'chan'si'cun
清池村,qing'chi'cun
青川村,qing'chuan'cun
青春村,qing'chun'cun
青春峁村,qing'chun'mao'cun
青村,qing'cun
青东村,qing'dong'cun
青娥村,qing'e'cun
青二村,qing'er'cun
青儿塬村,qing'er'yuan'cun
庆丰村,qing'feng'cun
清峰村,qing'feng'cun
清风村,qing'feng'cun
青峰村,qing'feng'cun
清风社区,qing'feng'she'qu
庆丰墕村,qing'feng'yan'cun
青岗槽村,qing'gang'cao'cun
青岗坪村,qing'gang'ping'cun
青岗树村,qing'gang'shu'cun
青沟村,qing'gou'cun
青瓜崖村,qing'gua'ya'cun
清河村,qing'he'cun
青河社区,qing'he'she'qu
青化砭村,qing'hua'bian'cun
青化砭社区,qing'hua'bian'she'qu
青化砭镇,qing'hua'bian'zhen
庆华村,qing'hua'cun
青化村,qing'hua'cun
庆华社区,qing'hua'she'qu
青化乡,qing'hua'xiang
青化镇,qing'hua'zhen
青槐社区,qing'huai'she'qu
庆家村,qing'jia'cun
顷家村,qing'jia'cun
青家沟村,qing'jia'gou'cun
清涧村,qing'jian'cun
清姜街道办事处,qing'jiang'jie'dao'ban'shi'chu
青界湾村,qing'jie'wan'cun
青口村,qing'kou'cun
青兰村,qing'lan'cun
青联村,qing'lian'cun
清凉村,qing'liang'cun
清凉寺村,qing'liang'si'cun
清梁寺村,qing'liang'si'cun
青林村,qing'lin'cun
青林咀村,qing'lin'ju'cun
青龙村,qing'long'cun
青龙观村,qing'long'guan'cun
青龙社区,qing'long'she'qu
青龙寺村,qing'long'si'cun
青龙垭村,qing'long'ya'cun
青龙寨村,qing'long'zhai'cun
青龙嘴村,qing'long'zui'cun
青梅村,qing'mei'cun
青门社区,qing'men'she'qu
青门新区社区,qing'men'xin'qu'she'qu
青棉沟村,qing'mian'gou'cun
清明村,qing'ming'cun
青明山村,qing'ming'shan'cun
青木川村,qing'mu'chuan'cun
青木川镇,qing'mu'chuan'zhen
青木沟村,qing'mu'gou'cun
清南村,qing'nan'cun
清泥村,qing'ni'cun
