矮胖型,ai'pang'xing
右肺水平裂,you'fei'shui'ping'lie
右肺下静脉,you'fei'xia'jing'mai
右肺下叶,you'fei'xia'ye
右肺下叶支气管,you'fei'xia'ye'zhi'qi'guan
右肺中叶,you'fei'zhong'ye
右肺中叶支气管,you'fei'zhong'ye'zhi'qi'guan
有沟单乳头肾,you'gou'dan'ru'tou'shen
有沟多乳头肾,you'gou'duo'ru'tou'shen
右冠状动脉,you'guan'zhuang'dong'mai
右后叶,you'hou'ye
右后支,you'hou'zhi
右季肋部,you'ji'lei'bu
右季肋区,you'ji'lei'qu
有机质,you'ji'zhi
右结肠动脉,you'jie'chang'dong'mai
右颈干,you'jing'gan
有静脉瓣,you'jing'mai'ban
右静脉角,you'jing'mai'jiao
由颈上节,you'jing'shang'jie
右颈总动脉,you'jing'zong'dong'mai
游离部,you'li'bu
游离棉酚,you'li'mian'fen
右淋巴导管,you'lin'ba'dao'guan
幽门,you'men
幽门部,you'men'bu
幽门窦,you'men'dou
幽门括约肌,you'men'kuo'yue'ji
幽门压迹,you'men'ya'ji
有内分泌功能,you'nei'fen'mi'gong'neng
右髂部,you'qia'bu
右髂窝与,you'qia'wo'yu
右前叶,you'qian'ye
右上半身,you'shang'ban'shen
右上半身的淋巴,you'shang'ban'shen'de'lin'ba
右上肢,you'shang'zhi
右肾静脉,you'shen'jing'mai
右肾上腺,you'shen'shang'xian
右室,you'shi
右锁骨下静脉,you'suo'gu'xia'jing'mai
右头臂静脉,you'tou'bi'jing'mai
有系膜,you'xi'mo
右下半身,you'xia'ban'shen
右下半身的淋巴,you'xia'ban'shen'de'lin'ba
右下肢,you'xia'zhi
右心耳,you'xin'er
右心房,you'xin'fang
右心室,you'xin'shi
右眼全肓,you'yan'quan'huang
釉质,you'zhi
优质干草,you'zhi'gan'cao
右支气管纵隔干,you'zhi'qi'guan'zong'ge'gan
右主支气管,you'zhu'zhi'qi'guan
盂唇,yu'chun
鱼粉,yu'fen
盂肱关节,yu'gong'guan'jie
盂肱韧带,yu'gong'ren'dai
愈合,yu'he
预混合饲料,yu'hun'he'si'liao
羽肌,yu'ji
鱼际,yu'ji
鱼际纹,yu'ji'wen
玉米秸,yu'mi'jie
玉米苗,yu'mi'miao
与髂血管交叉处小骨盆人口,yu'qia'xue'guan'jiao'cha'chu'xiao'gu'pen'ren'kou
盂上结节,yu'shang'jie'jie
与肾盂移行处,yu'shen'yu'yi'hang'chu
于胃大弯,yu'wei'da'wan
盂下结节,yu'xia'jie'jie
羽状肌,yu'zhuang'ji
与左肺动脉交叉处,yu'zuo'fei'dong'mai'jiao'cha'chu
与左支气管交叉处,yu'zuo'zhi'qi'guan'jiao'cha'chu
与左主支气管交叉处,yu'zuo'zhu'zhi'qi'guan'jiao'cha'chu
远侧,yuan'ce
原发,yuan'fa
原发骨化点,yuan'fa'gu'hua'dian
远节指骨,yuan'jie'zhi'gu
远节指骨粗隆,yuan'jie'zhi'gu'cu'long
圆孔,yuan'kong
原裂,yuan'lie
缘上回,yuan'shang'hui
猿手,yuan'shou
缘叶,yuan'ye
阅读中枢,yue'du'zhong'shu
月骨,yue'gu
约束弓,yue'shu'gong
月状面,yue'zhuang'mian
运动,yun'dong
运动标志作用,yun'dong'biao'zhi'zuo'yong
运动的灵活性,yun'dong'de'ling'huo'xing
运动肩胛骨,yun'dong'jian'jia'gu
运动解剖,yun'dong'jie'pou
运动神经,yun'dong'shen'jing
运动神经元,yun'dong'shen'jing'yuan
运动神经元树突,yun'dong'shen'jing'yuan'shu'tu
运动系,yun'dong'xi
运动系统,yun'dong'xi'tong
运动性,yun'dong'xing
运动性语言中枢,yun'dong'xing'yu'yan'zhong'shu
载距突,zai'ju'tu
脏层,zang'ceng
脏腹膜,zang'fu'mo
脏胸膜,zang'xiong'mo
增加腹压,zeng'jia'fu'ya
展长性,zhan'chang'xing
展神经,zhan'shen'jing
展神经核,zhan'shen'jing'he
掌侧,zhang'ce
掌侧韧带,zhang'ce'ren'dai
掌长肌,zhang'chang'ji
张楚楚,zhang'chu'chu
掌骨,zhang'gu
掌骨间,zhang'gu'jian
掌骨间关节,zhang'gu'jian'guan'jie
掌骨头,zhang'gu'tou
掌浅弓,zhang'qian'gong
掌心动脉,zhang'xin'dong'mai
张雨馨,zhang'yu'xin
掌远纹,zhang'yuan'wen
掌指关节,zhang'zhi'guan'jie
掌中纹,zhang'zhong'wen
爪形手,zhao'xing'shou
折光装置,zhe'guang'zhuang'zhi
枕大神经,zhen'da'shen'jing
枕动脉,zhen'dong'mai
枕窦,zhen'dou
枕额肌,zhen'e'ji
枕额肌额腹,zhen'e'ji'e'fu
枕腹,zhen'fu
枕骨,zhen'gu
砧骨,zhen'gu
枕骨大孔,zhen'gu'da'kong
枕骨髁,zhen'gu'ke
真骨盆,zhen'gu'pen
枕骨斜坡,zhen'gu'xie'po
枕髁,zhen'ke
真肋,zhen'lei
枕内嵴,zhen'nei'ji
枕内隆凸,zhen'nei'long'tu
枕内隆突,zhen'nei'long'tu
枕颞沟,zhen'nie'gou
枕颞内外侧回,zhen'nie'nei'wai'ce'hui
真皮,zhen'pi
真皮和,zhen'pi'he
真皮和表皮,zhen'pi'he'biao'pi
枕外隆凸,zhen'wai'long'tu
枕外隆突,zhen'wai'long'tu
枕下神经,zhen'xia'shen'jing
枕小神经,zhen'xiao'shen'jing
枕囟,zhen'xin
枕叶,zhen'ye
枕叶皮质,zhen'ye'pi'zhi
正中沟,zheng'zhong'gou
正中核,zheng'zhong'he
正中神经,zheng'zhong'shen'jing
正中神经返支,zheng'zhong'shen'jing'fan'zhi
正中矢状面,zheng'zhong'shi'zhuang'mian
症状,zheng'zhuang
指标,zhi'biao
直肠,zhi'chang
直肠横襞,zhi'chang'heng'bi
直肠壶腹,zhi'chang'hu'fu
直肠静脉丛,zhi'chang'jing'mai'cong
趾长屈肌,zhi'chang'qu'ji
直肠上动脉,zhi'chang'shang'dong'mai
直肠上段,zhi'chang'shang'duan
直肠上下动脉,zhi'chang'shang'xia'dong'mai
趾长伸肌,zhi'chang'shen'ji
直肠子宫陷凹,zhi'chang'zi'gong'xian'ao
支持格,zhi'chi'ge
质地较硬,zhi'di'jiao'ying
直动脉,zhi'dong'mai
直窦,zhi'dou
趾短屈肌,zhi'duan'qu'ji
趾短伸肌,zhi'duan'shen'ji
脂肪,zhi'fang
脂肪肝,zhi'fang'gan
脂肪囊,zhi'fang'nang
脂肪组织,zhi'fang'zu'zhi
指骨,zhi'gu
趾骨,zhi'gu
跖骨,zhi'gu
指骨底,zhi'gu'di
指骨滑车,zhi'gu'hua'che
指骨间关节,zhi'gu'jian'guan'jie
趾骨间关节,zhi'gu'jian'guan'jie
跖骨间关节,zhi'gu'jian'guan'jie
肢骨外上髁,zhi'gu'wai'shang'ke
趾关节,zhi'guan'jie
直回,zhi'hui
跖肌,zhi'ji
支架作用,zhi'jia'zuo'yong
跖间骨,zhi'jian'gu
指间关节,zhi'jian'guan'jie
直接,zhi'jie
直接连结,zhi'jie'lian'jie
指近远侧纹,zhi'jin'yuan'ce'wen
致密结缔组织,zhi'mi'jie'di'zu'zhi
支配同侧肢体运动,zhi'pei'tong'ce'zhi'ti'yun'dong
支气管,zhi'qi'guan
支气管肺段,zhi'qi'guan'fei'duan
指浅屈肌,zhi'qian'qu'ji
指浅屈肌桡侧半,zhi'qian'qu'ji'rao'ce'ban
跖屈,zhi'qu
指伸肌,zhi'shen'ji
指伸肌腱,zhi'shen'ji'jian
指深屈肌,zhi'shen'qu'ji
植物神经,zhi'wu'shen'jing
指掌侧固有神经,zhi'zhang'ce'gu'you'shen'jing
指掌侧总神经,zhi'zhang'ce'zong'shen'jing
指趾骨,zhi'zhi'gu
跖趾关节,zhi'zhi'guan'jie
指中间纹,zhi'zhong'jian'wen
中鼻道,zhong'bi'dao
中鼻甲,zhong'bi'jia
终池,zhong'chi
终动脉,zhong'dong'mai
中耳,zhong'er
种公畜,zhong'gong'chu
中环层肌肉,zhong'huan'ceng'ji'rou
中继站,zhong'ji'zhan
中间内侧核,zhong'jian'nei'ce'he
中间神经元,zhong'jian'shen'jing'yuan
中间外侧核,zhong'jian'wai'ce'he
中间楔骨,zhong'jian'xie'gu
中结肠动脉,zhong'jie'chang'dong'mai
中节指骨,zhong'jie'zhi'gu
重力弓,zhong'li'gong
中脑,zhong'nao
中脑被盖,zhong'nao'bei'gai
中脑水管,zhong'nao'shui'guan
中枢神经系,zhong'shu'shen'jing'xi
中枢神经系统,zhong'shu'shen'jing'xi'tong
终丝,zhong'si
中斜角肌,zhong'xie'jiao'ji
中心腱,zhong'xin'jian
中性粒细胞,zhong'xing'li'xi'bao
中胸节,zhong'xiong'jie
中央,zhong'yang
中央沟,zhong'yang'gou
中央管,zhong'yang'guan
中央后沟,zhong'yang'hou'gou
中央后回,zhong'yang'hou'hui
中央后回和中央旁小叶后部,zhong'yang'hou'hui'he'zhong'yang'pang'xiao'ye'hou'bu
中央后回下部,zhong'yang'hou'hui'xia'bu
中央后回中部,zhong'yang'hou'hui'zhong'bu
中央灰质,zhong'yang'hui'zhi
中央旁沟,zhong'yang'pang'gou
中央旁小叶,zhong'yang'pang'xiao'ye
中央前沟,zhong'yang'qian'gou
中央前回,zhong'yang'qian'hui
中央前回和中央旁小叶前部,zhong'yang'qian'hui'he'zhong'yang'pang'xiao'ye'qian'bu
中央群,zhong'yang'qun
中央中核,zhong'yang'zhong'he
中叶,zhong'ye
终止核,zhong'zhi'he
中轴骨,zhong'zhou'gu
中轴骨骼,zhong'zhou'gu'ge
中轴骨连结,zhong'zhou'gu'lian'jie
中纵隔,zhong'zong'ge
终足,zhong'zu
舟骨,zhou'gu
舟骨粗隆,zhou'gu'cu'long
肘关节,zhou'guan'jie
肘关节的韧带,zhou'guan'jie'de'ren'dai
肘关节屈曲,zhou'guan'jie'qu'qu
肘关节伸直,zhou'guan'jie'shen'zhi
肘肌,zhou'ji
轴突,zhou'tu
皱胃,zhou'wei
轴位,zhou'wei
周围神经,zhou'wei'shen'jing
周围神经部,zhou'wei'shen'jing'bu
周围神经系,zhou'wei'shen'jing'xi
肘窝,zhou'wo
舟楔关节,zhou'xie'guan'jie
肘正中静脉,zhou'zheng'zhong'jing'mai
舟状窝,zhou'zhuang'wo
主动脉,zhu'dong'mai
主动脉瓣,zhu'dong'mai'ban
主动脉窦,zhu'dong'mai'dou
主动脉弓,zhu'dong'mai'gong
主动脉弓的三大分支,zhu'dong'mai'gong'de'san'da'fen'zhi
主动脉沟,zhu'dong'mai'gou
主动脉后半月瓣,zhu'dong'mai'hou'ban'yue'ban
主动脉口,zhu'dong'mai'kou
主动脉裂孔,zhu'dong'mai'lie'kong
主动脉旁淋巴结,zhu'dong'mai'pang'lin'ba'jie
主动脉起于,zhu'dong'mai'qi'yu
主动脉前淋巴结,zhu'dong'mai'qian'lin'ba'jie
主动脉前庭,zhu'dong'mai'qian'ting
主动脉肾神经节,zhu'dong'mai'shen'shen'jing'jie
主动脉胸部,zhu'dong'mai'xiong'bu
猪和绵羊,zhu'he'mian'yang
助呼气,zhu'hu'qi
注入,zhu'ru
注入肱静脉,zhu'ru'gong'jing'mai
注入上腔静脉,zhu'ru'shang'qiang'jing'mai
注入腋静脉,zhu'ru'ye'jing'mai
注入左心房,zhu'ru'zuo'xin'fang
注射造影剂,zhu'she'zao'ying'ji
蛛网膜,zhu'wang'mo
蛛网膜颗粒,zhu'wang'mo'ke'li
蛛网膜粒,zhu'wang'mo'li
蛛网膜下池,zhu'wang'mo'xia'chi
蛛网膜下腔,zhu'wang'mo'xia'qiang
蛛网膜下隙,zhu'wang'mo'xia'xi
主细胞,zhu'xi'bao
主支气管,zhu'zhi'qi'guan
转子间嵴,zhuan'zi'jian'ji
转子间线,zhuan'zi'jian'xian
转子窝,zhuan'zi'wo
椎板,zhui'ban
椎动脉,zhui'dong'mai
椎动脉沟,zhui'dong'mai'gou
椎弓,zhui'gong
椎弓板,zhui'gong'ban
椎弓根,zhui'gong'gen
椎弓间连结,zhui'gong'jian'lian'jie
椎弓上下切迹,zhui'gong'shang'xia'qie'ji
椎骨,zhui'gu
椎骨数目变异,zhui'gu'shu'mu'bian'yi
椎管,zhui'guan
椎间孔,zhui'jian'kong
椎间盘,zhui'jian'pan
椎间隙,zhui'jian'xi
椎静脉丛,zhui'jing'mai'cong
椎孔,zhui'kong
椎孔内,zhui'kong'nei
椎内静脉丛盆部,zhui'nei'jing'mai'cong'pen'bu
椎前间隙,zhui'qian'jian'xi
椎上切迹,zhui'shang'qie'ji
椎上下切迹,zhui'shang'xia'qie'ji
椎体,zhui'ti
锥体,zhui'ti
椎体钩,zhui'ti'gou
椎体间的连结,zhui'ti'jian'de'lian'jie
椎体间连结,zhui'ti'jian'lian'jie
锥体交叉,zhui'ti'jiao'cha
锥体路,zhui'ti'lu
锥体束,zhui'ti'shu
锥体外系,zhui'ti'wai'xi
锥体系,zhui'ti'xi
锥突,zhui'tu
椎下切迹,zhui'xia'qie'ji
子宫,zi'gong
子宫底,zi'gong'di
子宫动脉,zi'gong'dong'mai
子宫阜,zi'gong'fu
子宫颈,zi'gong'jing
子宫颈管,zi'gong'jing'guan
子宫颈粘液腺,zi'gong'jing'nian'ye'xian
子宫口,zi'gong'kou
子宫阔韧带,zi'gong'kuo'ren'dai
子宫前屈,zi'gong'qian'qu
子宫腔,zi'gong'qiang
子宫穹,zi'gong'qiong
子宫体,zi'gong'ti
子宫位置,zi'gong'wei'zhi
子宫峡,zi'gong'xia
子宫圆韧带,zi'gong'yuan'ren'dai
子宫主韧带,zi'gong'zhu'ren'dai
籽骨,zi'gu
籽骨关节囊,zi'gu'guan'jie'nang
滋养孔,zi'yang'kong
自主神经系,zi'zhu'shen'jing'xi
自主神经系统,zi'zhu'shen'jing'xi'tong
纵隔,zong'ge
足背动脉,zu'bei'dong'mai
足背静脉弓,zu'bei'jing'mai'gong
足底腱膜,zu'di'jian'mo
足底内外侧神经,zu'di'nei'wai'ce'shen'jing
足弓,zu'gong
足弓的构成,zu'gong'de'gou'cheng
足关节,zu'guan'jie
足内翻,zu'nei'fan
足舟骨,zu'zhou'gu
最复杂的关节,zui'fu'za'de'guan'jie
最上鼻甲,zui'shang'bi'jia
最细,zui'xi
最狭窄的部位,zui'xia'zhai'de'bu'wei
左半心,zuo'ban'xin
左侧半身软瘫,zuo'ce'ban'shen'ruan'tan
左侧半身硬瘫,zuo'ce'ban'shen'ying'tan
左侧薄束,zuo'ce'bo'shu
左侧楔束,zuo'ce'xie'shu
坐骶弓,zuo'di'gong
左房,zuo'fang
左房室孔,zuo'fang'shi'kong
左房室口,zuo'fang'shi'kou
左肺动脉,zuo'fei'dong'mai
左肺静脉口,zuo'fei'jing'mai'kou
左肺上静脉,zuo'fei'shang'jing'mai
左肺下静脉,zuo'fei'xia'jing'mai
左肺斜裂,zuo'fei'xie'lie
左睾丸静脉,zuo'gao'wan'jing'mai
坐骨,zuo'gu
坐骨大孔,zuo'gu'da'kong
坐骨大切迹,zuo'gu'da'qie'ji
坐骨大小切迹,zuo'gu'da'xiao'qie'ji
坐骨肛门窝,zuo'gu'gang'men'wo
坐骨海绵体肌,zuo'gu'hai'mian'ti'ji
坐骨棘,zuo'gu'ji
坐骨结节,zuo'gu'jie'jie
坐股韧带,zuo'gu'ren'dai
坐骨韧带,zuo'gu'ren'dai
坐骨神经,zuo'gu'shen'jing
坐骨体,zuo'gu'ti
坐骨小孔,zuo'gu'xiao'kong
坐骨小切迹,zuo'gu'xiao'qie'ji
坐骨支,zuo'gu'zhi
坐骨直肠窝,zuo'gu'zhi'chang'wo
左冠状动脉,zuo'guan'zhuang'dong'mai
左季肋部,zuo'ji'lei'bu
左结肠动脉,zuo'jie'chang'dong'mai
左颈干,zuo'jing'gan
左静脉角,zuo'jing'mai'jiao
左颈总动脉,zuo'jing'zong'dong'mai
左内叶,zuo'nei'ye
左髂部,zuo'qia'bu
左前下方,zuo'qian'xia'fang
左上半身的淋巴,zuo'shang'ban'shen'de'lin'ba
左上部,zuo'shang'bu
左上肺静脉,zuo'shang'fei'jing'mai
左上肢,zuo'shang'zhi
左室,zuo'shi
左室后支,zuo'shi'hou'zhi
左锁骨下干,zuo'suo'gu'xia'gan
左锁骨下静脉,zuo'suo'gu'xia'jing'mai
左头臂静脉,zuo'tou'bi'jing'mai
左外叶,zuo'wai'ye
左下半身的淋巴,zuo'xia'ban'shen'de'lin'ba
左下方,zuo'xia'fang
左下肺静脉,zuo'xia'fei'jing'mai
左下肢,zuo'xia'zhi
左下肢的淋巴,zuo'xia'zhi'de'lin'ba
左心耳,zuo'xin'er
左心房,zuo'xin'fang
左心室,zuo'xin'shi
左心室流人道,zuo'xin'shi'liu'ren'dao
左腰升静脉,zuo'yao'sheng'jing'mai
左右肝管,zuo'you'gan'guan
左右各,zuo'you'ge
左支气管纵隔干,zuo'zhi'qi'guan'zong'ge'gan
左主支气管,zuo'zhu'zhi'qi'guan
