哀情吉语本难双,ai'qing'ji'yu'ben'nan'shuang
天锡救兄南阳城,tian'xi'jiu'xiong'nan'yang'cheng
天下断无易处之境遇,tian'xia'duan'wu'yi'chu'zhi'jing'yu
天下无难境,tian'xia'wu'nan'jing
天下无易境,tian'xia'wu'yi'jing
天涯都作比邻看,tian'ya'dou'zuo'bi'lin'kan
天竺国朝王遇偶,tian'zhu'guo'chao'wang'yu'ou
挑华车勇士遭殃,tiao'hua'che'yong'shi'zao'yang
挑世雄罗成立功,tiao'shi'xiong'luo'cheng'li'gong
挑死大王子韩彦直冲营,tiao'si'da'wang'zi'han'yan'zhi'chong'ying
听罢胡笳羌笛,ting'ba'hu'jia'qiang'di
庭草文翠,ting'cao'wen'cui
听曲文宝玉悟禅机,ting'qu'wen'bao'yu'wu'chan'ji
亭先主得仇人,ting'xian'zhu'de'chou'ren
听潇潇秋雨,ting'xiao'xiao'qiu'yu
统金声玉振,tong'jin'sheng'yu'zhen
同哭天涯急难人,tong'ku'tian'ya'ji'nan'ren
通灵玉蒙蔽遇双真,tong'ling'yu'meng'bi'yu'shuang'zhen
瞳咙日影入帘多,tong'long'ri'ying'ru'lian'duo
同是大千世界,tong'shi'da'qian'shi'jie
通天地人之谓才,tong'tian'di'ren'zhi'wei'cai
痛膝下无儿,tong'xi'xia'wu'er
同心若金,tong'xin'ruo'jin
通阳,tong'yang
同证乡关,tong'zheng'xiang'guan
投古井烈女殉身,tou'gu'jing'lie'nv'xun'shen
投鼠忌器宝玉瞒赃,tou'shu'ji'qi'bao'yu'man'zang
偷香窃玉,tou'xiang'qie'yu
凸碧堂品笛感凄清,tu'bi'tang'pin'di'gan'qi'qing
图不尽意,tu'bu'jin'yi
涂毒笔墨,tu'du'bi'mo
退不能守,tui'bu'neng'shou
推诚咸知老臣心,tui'cheng'xian'zhi'lao'chen'xin
退吴师楚昭王返国,tui'wu'shi'chu'zhao'wang'fan'guo
推心置腹,tui'xin'zhi'fu
屯土山关公约三事,tun'tu'shan'guan'gong'yue'san'shi
拓此疆土,tuo'ci'jiang'tu
脱离秽污道心清,tuo'li'hui'wu'dao'xin'qing
脱难江流来国土,tuo'nan'jiang'liu'lai'guo'tu
托内兄如海荐西宾,tuo'nei'xiong'ru'hai'jian'xi'bin
托塔天王梦中显圣,tuo'ta'tian'wang'meng'zhong'xian'sheng
托屯田姜维避祸,tuo'tun'tian'jiang'wei'bi'huo
拓增,tuo'zeng
娲皇氏,wa'huang'shi
瓦砾场,wa'li'chang
瓦灶绳床,wa'zao'sheng'chuang
外道迷真性,wai'dao'mi'zhen'xing
外道弄强欺正法,wai'dao'nong'qiang'qi'zheng'fa
外道施威欺正性,wai'dao'shi'wei'qi'zheng'xing
歪诗熟话,wai'shi'shu'hua
碗边误落唇红印,wan'bian'wu'luo'chun'hong'yin
挽陈步青,wan'chen'bu'qing
挽陈尧农,wan'chen'yao'nong
挽程颖芝,wan'cheng'ying'zhi
挽邓广文,wan'deng'guang'wen
晚归薄醉帽颜欹,wan'gui'bo'zui'mao'yan'qi
挽胡林翼,wan'hu'lin'yi
挽黄熙春,wan'huang'xi'chun
挽黄云鹄母,wan'huang'yun'hu'mu
万境归空,wan'jing'gui'kong
挽抗俄阵亡将士,wan'kang'e'zhen'wang'jiang'shi
挽康辚器,wan'kang'lin'qi
挽狂澜于既倒,wan'kuang'lan'yu'ji'dao
万里边尘悲马革,wan'li'bian'chen'bei'ma'ge
万里成功,wan'li'cheng'gong
万里寒鸦相国祠,wan'li'han'ya'xiang'guo'ci
万里遥情青草绿,wan'li'yao'qing'qing'cao'lv
万里忠魂归白竹,wan'li'zhong'hun'gui'bai'zhu
挽林则徐,wan'lin'ze'xu
挽刘克庵通政典,wan'liu'ke'an'tong'zheng'dian
挽刘树森,wan'liu'shu'sen
挽刘武烈,wan'liu'wu'lie
挽骆秉章,wan'luo'bing'zhang
挽罗泽南,wan'luo'ze'nan
玩母珠贾政参聚散,wan'mu'zhu'jia'zheng'can'ju'san
万人口张俊应誓,wan'ren'kou'zhang'jun'ying'shi
挽乳母,wan'ru'mu
万山不隔中秋月,wan'shan'bu'ge'zhong'qiu'yue
挽沈葆祯夫人,wan'shen'bao'zhen'fu'ren
万事浮云过太虚,wan'shi'fu'yun'guo'tai'xu
万寿山大仙留故友,wan'shou'shan'da'xian'liu'gu'you
玩索,wan'suo
挽唐训方,wan'tang'xun'fang
挽王壮武,wan'wang'zhuang'wu
挽五弟曾国葆,wan'wu'di'ceng'guo'bao
挽夏继军,wan'xia'ji'jun
挽徐清惠,wan'xu'qing'hui
挽杨晓峰,wan'yang'xiao'feng
挽杨延亮,wan'yang'yan'liang
挽英翰,wan'ying'han
挽英西林,wan'ying'xi'lin
万余里入梦归人,wan'yu'li'ru'meng'gui'ren
挽曾国藩,wan'zeng'guo'fan
挽张石卿,wan'zhang'shi'qing
挽周受三,wan'zhou'shou'san
王敖反间杀李牧,wang'ao'fan'jian'sha'li'mu
望楚尾吴头,wang'chu'wei'wu'tou
王道士胡谄妒妇方,wang'dao'shi'hu'chan'du'fu'fang
王凤姐力诎失人心,wang'feng'jie'li'qu'shi'ren'xin
王凤姐弄权铁槛寺,wang'feng'jie'nong'quan'tie'kan'si
王横断桥霸渡口,wang'heng'duan'qiao'ba'du'kou
王教头私走延安府,wang'jiao'tou'si'zou'yan'an'fu
王闿运,wang'kai'yun
望来世,wang'lai'shi
王六儿棒槌打捣鬼,wang'liu'er'bang'chui'da'dao'gui
王婆帮闲遇雨,wang'po'bang'xian'yu'yu
王婆计啜西门庆,wang'po'ji'chuo'xi'men'qing
王婆贪贿说风情,wang'po'tan'hui'shuo'feng'qing
王婆子贪财忘祸,wang'po'zi'tan'cai'wang'huo
王庆渡江被捉,wang'qing'du'jiang'bei'zhuo
王三官义拜西门庆,wang'san'guan'yi'bai'xi'men'qing
王世充避祸画琼花,wang'shi'chong'bi'huo'hua'qiong'hua
王世充发书请救,wang'shi'chong'fa'shu'qing'jiu
往事风流真一瞬,wang'shi'feng'liu'zhen'yi'shun
王树槐题甘肃省兰州左文襄公祠,wang'shu'huai'ti'gan'su'sheng'lan'zhou'zuo'wen'xiang'gong'ci
王司徒巧使连环计,wang'si'tu'qiao'shi'lian'huan'ji
往岁陈书留白下,wang'sui'chen'shu'liu'bai'xia
王孙瘦损骨嶙峋,wang'sun'shou'sun'gu'lin'xun
王统制断臂假降金,wang'tong'zhi'duan'bi'jia'jiang'jin
王熙凤毒设相思局,wang'xi'feng'du'she'xiang'si'ju
王熙凤历幻返金陵,wang'xi'feng'li'huan'fan'jin'ling
王熙凤恃强羞说病,wang'xi'feng'shi'qiang'xiu'shuo'bing
王熙凤效戏彩斑衣,wang'xi'feng'xiao'xi'cai'ban'yi
王熙凤协理荣国府,wang'xi'feng'xie'li'rong'guo'fu
王熙凤正言弹妒意,wang'xi'feng'zheng'yan'dan'du'yi
王熙凤致祸抱羞惭,wang'xi'feng'zhi'huo'bao'xiu'can
王杏庵义恤贫儿,wang'xing'an'yi'xu'pin'er
望洋泪涌海涛红,wang'yang'lei'yong'hai'tao'hong
王韺挽左宗棠,wang'ying'wan'zuo'zong'tang
望著燕云,wang'zhu'yan'yun
王佐计设金兰宴,wang'zuo'ji'she'jin'lan'yan
未卜三生愿,wei'bu'san'sheng'yuan
惟楚有才,wei'chu'you'cai
惟楚有材,wei'chu'you'cai
惟此鄂罗斯,wei'ci'e'luo'si
卫侯朔抗王入国,wei'hou'shuo'kang'wang'ru'guo
为后学惜,wei'hou'xue'xi
为护短金莲泼醋,wei'hu'duan'jin'lian'po'cu
未疾遽膺,wei'ji'ju'ying
惟恐苍天厄我,wei'kong'cang'tian'e'wo
未免有情,wei'mian'you'qing
威名遍西朔东南,wei'ming'bian'xi'shuo'dong'nan
未能图报侍他生,wei'neng'tu'bao'shi'ta'sheng
畏神之格,wei'shen'zhi'ge
为圣朝恢徼外版图凡数万里,wei'sheng'chao'hui'jiao'wai'ban'tu'fan'shu'wan'li
卫石碏大义灭亲,wei'shi'que'da'yi'mie'qin
为天下悲,wei'tian'xia'bei
为天下惜公,wei'tian'xia'xi'gong
为天下忧,wei'tian'xia'you
畏天之鉴,wei'tian'zhi'jian
威望允孚文潞国,wei'wang'yun'fu'wen'lu'guo
为吾党惜,wei'wu'dang'xi
围下宫程婴匿孤,wei'xia'gong'cheng'ying'ni'gu
伪献地张仪欺楚,wei'xian'di'zhang'yi'qi'chu
谓仙鸟,wei'xian'niao
惟先生知我,wei'xian'sheng'zhi'wo
伪续,wei'xu
卫宣公筑台纳媳,wei'xuan'gong'zhu'tai'na'xi
慰言今日较差些,wei'yan'jin'ri'jiao'cha'xie
威仪棣棣若山河,wei'yi'di'di'ruo'shan'he
卫懿公好鹤亡国,wei'yi'gong'hao'he'wang'guo
惟有功名忘不了,wei'you'gong'ming'wang'bu'liao
卫元咺公馆对狱,wei'yuan'xuan'gong'guan'dui'yu
为者常成,wei'zhe'chang'cheng
魏主拆取承露盘,wei'zhu'chai'qu'cheng'lu'pan
魏主政归司马氏,wei'zhu'zheng'gui'si'ma'shi
闻道多情复病心,wen'dao'duo'qing'fu'bing'xin
文公,wen'gong
文涵万古江山气,wen'han'wan'gu'jiang'shan'qi
文君,wen'jun
闻秘事凤姐讯家童,wen'mi'shi'feng'jie'xun'jia'tong
文庙,wen'miao
文庙两庑,wen'miao'liang'wu
温柔富贵之乡,wen'rou'fu'gui'zhi'xiang
问谁来歌蒿歌薤,wen'shui'lai'ge'hao'ge'xie
问他曾否泪沾襟,wen'ta'ceng'fou'lei'zhan'jin
问他做几许功夫,wen'ta'zuo'ji'xu'gong'fu
文王,wen'wang
文王在上,wen'wang'zai'shang
文王陟降,wen'wang'zhi'jiang
文襄隆帝锡,wen'xiang'long'di'xi
文心匠意,wen'xin'jiang'yi
文鸯单骑退雄兵,wen'yang'dan'qi'tui'xiong'bing
问伊经济有何曾,wen'yi'jing'ji'you'he'ceng
文以治内,wen'yi'zhi'nei
问月庵兄弟双配匹,wen'yue'an'xiong'di'shuang'pei'pi
文藻应留故宅,wen'zao'ying'liu'gu'zhai
文章西汉两司马,wen'zhang'xi'han'liang'si'ma
问中兴有数阿衡,wen'zhong'xing'you'shu'a'heng
文宗江上阁,wen'zong'jiang'shang'ge
我不负公,wo'bu'fu'gong
我从漳海班师,wo'cong'zhang'hai'ban'shi
我佛造经传极乐,wo'fo'zao'jing'zhuan'ji'le
我侍文忠数载,wo'shi'wen'zhong'shu'zai
我原过客,wo'yuan'guo'ke
武安君含冤死杜邮,wu'an'jun'han'yuan'si'du'you
吴霸王调情遭苦打,wu'ba'wang'tiao'qing'zao'ku'da
无材补天,wu'cai'bu'tian
无惭神鬼,wu'can'shen'gui
吾曹同讲补过尽忠之道,wu'cao'tong'jiang'bu'guo'jin'zhong'zhi'dao
悟彻菩提真妙理,wu'che'pu'ti'zhen'miao'li
吾楚三人,wu'chu'san'ren
吾党未容分两派,wu'dang'wei'rong'fen'liang'pai
吾道南来,wu'dao'nan'lai
吴典恩负心被辱,wu'dian'en'fu'xin'bei'ru
武都头杀嫂祭兄,wu'du'tou'sha'sao'ji'xiong
武都头十字坡遇张青,wu'du'tou'shi'zi'po'yu'zhang'qing
武都头误打李皂隶,wu'du'tou'wu'da'li'zao'li
无端掷去复抛来,wu'duan'zhi'qu'fu'pao'lai
武二郎冷遇亲哥嫂,wu'er'lang'leng'yu'qin'ge'sao
无非湘水余波,wu'fei'xiang'shui'yu'bo
五风十雨岁其有,wu'feng'shi'yu'sui'qi'you
吴国太佛寺看新郎,wu'guo'tai'fo'si'kan'xin'lang
午汗潮回热转加,wu'han'chao'hui're'zhuan'jia
武侯斗阵辱仲达,wu'hou'dou'zhen'ru'zhong'da
武侯挥扇而军,wu'hou'hui'shan'er'jun
武侯弹琴退仲达,wu'hou'tan'qin'tui'zhong'da
武侯显圣定军山,wu'hou'xian'sheng'ding'jun'shan
武侯预伏锦囊计,wu'hou'yu'fu'jin'nang'ji
无即学佛,wu'ji'xue'fo
无稽崖,wu'ji'ya
吴加亮布四斗五方旗,wu'jia'liang'bu'si'dou'wu'fang'qi
吴江露冷,wu'jiang'lu'leng
悟空大闹金,wu'kong'da'nao'jin
悟空计盗紫金铃,wu'kong'ji'dao'zi'jin'ling
悟空神化引婴儿,wu'kong'shen'hua'yin'ying'er
伍魁妒贤成大隙,wu'kui'du'xian'cheng'da'xi
乌龙岭神助宋公明,wu'long'ling'shen'zhu'song'gong'ming
乌帽猩袍,wu'mao'xing'pao
吴起杀妻求将,wu'qi'sha'qi'qiu'jiang
伍尚志火牛冲敌阵,wu'shang'zhi'huo'niu'chong'di'zhen
吴神仙冰鉴定终身,wu'shen'xian'bing'jian'ding'zhong'shen
五圣成真,wu'sheng'cheng'zhen
无实行,wu'shi'xing
兀术施恩养秦桧,wu'shu'shi'en'yang'qin'hui
武松大闹飞云浦,wu'song'da'nao'fei'yun'pu
武松斗杀西门庆,wu'song'dou'sha'xi'men'qing
武松威镇安平寨,wu'song'wei'zhen'an'ping'zhai
武松醉打蒋门神,wu'song'zui'da'jiang'men'shen
五台山宋江参禅,wu'tai'shan'song'jiang'can'chan
五通神显灵航大海,wu'tong'shen'xian'ling'hang'da'hai
勿忘勿助,wu'wang'wu'zhu
无为有处有还无,wu'wei'you'chu'you'hai'wu
武乡侯骂死王朗,wu'xiang'hou'ma'si'wang'lang
武乡侯四番用计,wu'xiang'hou'si'fan'yong'ji
吴獬挽左宗棠,wu'xie'wan'zuo'zong'tang
五行山下定心猿,wu'xing'shan'xia'ding'xin'yuan
武行者夜走蜈蚣岭,wu'xing'zhe'ye'zou'wu'gong'ling
武行者醉打孔亮,wu'xing'zhe'zui'da'kong'liang
吴学究双用连环计,wu'xue'jiu'shuang'yong'lian'huan'ji
吴学究说三阮撞筹,wu'xue'jiu'shuo'san'ruan'zhuang'chou
吴学究智取文安县,wu'xue'jiu'zhi'qu'wen'an'xian
乌眼鸡,wu'yan'ji
五夜寒灯慈母泪,wu'ye'han'deng'ci'mu'lei
五夜楼船,wu'ye'lou'chuan
无以家为,wu'yi'jia'wei
武以治外,wu'yi'zhi'wai
吴用计鸩邬梨,wu'yong'ji'zhen'wu'li
吴用使时迁盗甲,wu'yong'shi'shi'qian'dao'jia
吴用智取大名府,wu'yong'zhi'qu'da'ming'fu
吴用智取生辰网,wu'yong'zhi'qu'sheng'chen'wang
吴用智赚玉麒麟,wu'yong'zhi'zhuan'yu'qi'lin
吴用赚金铃吊挂,wu'yong'zhuan'jin'ling'diao'gua
伍员吹箫乞吴市,wu'yuan'chui'xiao'qi'wu'shi
吴月娘拜求子息,wu'yue'niang'bai'qiu'zi'xi
吴月娘春昼秋千,wu'yue'niang'chun'zhou'qiu'qian
吴月娘大闹碧霞宫,wu'yue'niang'da'nao'bi'xia'gong
吴月娘大闹授官厅,wu'yue'niang'da'nao'shou'guan'ting
吴月娘扫雪烹茶,wu'yue'niang'sao'xue'peng'cha
吴月娘失偶生儿,wu'yue'niang'shi'ou'sheng'er
吴月娘识破奸情,wu'yue'niang'shi'po'jian'qing
五岳也,wu'yue'ye
伍云召报仇集众将,wu'yun'zhao'bao'chou'ji'zhong'jiang
伍云召被困危城,wu'yun'zhao'bei'kun'wei'cheng
五丈原诸葛禳星,wu'zhang'yuan'zhu'ge'rang'xing
五庄观行者窃人参,wu'zhuang'guan'xing'zhe'qie'ren'shen
伍子胥掘墓鞭尸,wu'zi'xu'jue'mu'bian'shi
伍子胥微服过昭关,wu'zi'xu'wei'fu'guo'zhao'guan
喜不自禁,xi'bu'zi'jin
袭陈仓武侯取胜,xi'chen'cang'wu'hou'qu'sheng
喜出望外平儿理妆,xi'chu'wang'wai'ping'er'li'zhuang
喜从兹春度玉门,xi'cong'zi'chun'du'yu'men
洗涤江山,xi'di'jiang'shan
戏雕栏一笑回嗔,xi'diao'lan'yi'xiao'hui'chen
袭洞庭杨虎归降,xi'dong'ting'yang'hu'gui'xiang
习惯于,xi'guan'yu
羲皇上人,xi'huang'shang'ren
细讲,xi'jiang
西连汉寿旧封,xi'lian'han'shou'jiu'feng
西门豹乔送河伯妇,xi'men'bao'qiao'song'he'bo'fu
西门庆包占王六儿,xi'men'qing'bao'zhan'wang'liu'er
西门庆乘醉烧阴户,xi'men'qing'cheng'zui'shao'yin'hu
西门庆大哭李瓶儿,xi'men'qing'da'ku'li'ping'er
西门庆观戏动深悲,xi'men'qing'guan'xi'dong'shen'bei
西门庆官作生涯,xi'men'qing'guan'zuo'sheng'ya
西门庆糊涂打铁棍,xi'men'qing'hu'tu'da'tie'gun
西门庆捐金助朋友,xi'men'qing'juan'jin'zhu'peng'you
西门庆开宴为欢,xi'men'qing'kai'yan'wei'huan
西门庆两番庆寿旦,xi'men'qing'liang'fan'qing'shou'dan
西门庆露阳惊爱月,xi'men'qing'lu'yang'jing'ai'yue
西门庆热结十兄弟,xi'men'qing're'jie'shi'xiong'di
西门庆生子加官,xi'men'qing'sheng'zi'jia'guan
西门庆书房赏雪,xi'men'qing'shu'fang'shang'xue
西门庆梳笼李桂姐,xi'men'qing'shu'long'li'gui'jie
西门庆踏雪访爱月,xi'men'qing'ta'xue'fang'ai'yue
西门庆贪欲丧命,xi'men'qing'tan'yu'sang'ming
西门庆偷娶潘金莲,xi'men'qing'tou'qu'pan'jin'lian
西门庆为男宠报仇,xi'men'qing'wei'nan'chong'bao'chou
西门庆新试白绫带,xi'men'qing'xin'shi'bai'ling'dai
西门庆择吉佳期,xi'men'qing'ze'ji'jia'qi
西门枉法受赃,xi'men'wang'fa'shou'zang
昔年拓地过乌孙,xi'nian'tuo'di'guo'wu'sun
西天生佛,xi'tian'sheng'fo
系天下安危者二十年,xi'tian'xia'an'wei'zhe'er'shi'nian
西厢记妙词通戏语,xi'xiang'ji'miao'ci'tong'xi'yu
昔向潇湘今向秦,xi'xiang'xiao'xiang'jin'xiang'qin
西洋龙子捉鼍回,xi'yang'long'zi'zhuo'tuo'hui
西域戎机,xi'yu'rong'ji
卌载接音尘,xi'zai'jie'yin'chen
西贼敢犯吾乡,xi'zei'gan'fan'wu'xiang
夏侯拔矢啖睛,xia'hou'ba'shi'dan'jing
下假书哈迷蚩割鼻,xia'jia'shu'ha'mi'chi'ge'bi
下开武穆孤忠,xia'kai'wu'mu'gu'zhong
狎客帮嫖丽春园,xia'ke'bang'piao'li'chun'yuan
下邳城曹操鏖兵,xia'pi'cheng'cao'cao'ao'bing
下为河岳,xia'wei'he'yue
下象棋佳人消夜,xia'xiang'qi'jia'ren'xiao'ye
下游与蒸水合流后称,xia'you'yu'zheng'shui'he'liu'hou'cheng
下战书福将进金营,xia'zhan'shu'fu'jiang'jin'jin'ying
贤宝钗小惠全大体,xian'bao'chai'xiao'hui'quan'da'ti
先博后渊,xian'bo'hou'yuan
显德殿大宗御极,xian'de'dian'da'zong'yu'ji
献地图荆轲闹秦庭,xian'di'tu'jing'ke'nao'qin'ting
献芳樽内室乞恩,xian'fang'zun'nei'shi'qi'en
弦高假命犒秦军,xian'gao'jia'ming'kao'qin'jun
献公临终嘱荀息,xian'gong'lin'zhong'zhu'xun'xi
贤关,xian'guan
先后廿年,xian'hou'nian'nian
陷虎穴金星解厄,xian'hu'xue'jin'xing'jie'e
献军粮咬金落草,xian'jun'liang'yao'jin'luo'cao
献密计黄盖受刑,xian'mi'ji'huang'gai'shou'xing
先幕后官,xian'mu'hou'guan
显配,xian'pei
闲取乐偶攒金庆寿,xian'qu'le'ou'cuan'jin'qing'shou
先上玉人楼,xian'shang'yu'ren'lou
贤袭人娇嗔箴宝玉,xian'xi'ren'jiao'chen'zhen'bao'yu
嫌隙人有心生嫌隙,xian'xi'ren'you'xin'sheng'xian'xi
仙形道体,xian'xing'dao'ti
咸阳市五牛分商鞅,xian'yang'shi'wu'niu'fen'shang'yang
献玉玺邦昌拜相,xian'yu'xi'bang'chang'bai'xiang
先元帅免胄殉翟,xian'yuan'shuai'mian'zhou'xun'zhai
先轸诡谋激子玉,xian'zhen'gui'mou'ji'zi'yu
先主征吴赏六军,xian'zhu'zheng'wu'shang'liu'jun
咸尊首出,xian'zun'shou'chu
湘城开丞相祠堂,xiang'cheng'kai'cheng'xiang'ci'tang
想当年戎马关山,xiang'dang'nian'rong'ma'guan'shan
相对一局楸枰,xiang'dui'yi'ju'qiu'ping
详恶梦禅师赠偈语,xiang'e'meng'chan'shi'zeng'ji'yu
享福人福深还祷福,xiang'fu'ren'fu'shen'hai'dao'fu
湘间邗上,xiang'jian'han'shang
想见派忠激烈,xiang'jian'pai'zhong'ji'lie
湘江北去源流远,xiang'jiang'bei'qu'yuan'liu'yuan
湘江经洞庭湖流入长江,xiang'jiang'jing'dong'ting'hu'liu'ru'chang'jiang
湘江之流纡若带,xiang'jiang'zhi'liu'yu'ruo'dai
向宽处行,xiang'kuan'chu'xing
相期无负平生,xiang'qi'wu'fu'ping'sheng
湘水发源地与漓水合流后称,xiang'shui'fa'yuan'di'yu'li'shui'he'liu'hou'cheng
湘水共湾环,xiang'shui'gong'wan'huan
详水利,xiang'shui'li
湘水无情,xiang'shui'wu'qing
象纹大铙,xiang'wen'da'nao
享下等福,xiang'xia'deng'fu
湘乡一人,xiang'xiang'yi'ren
想潇洒扇巾,xiang'xiao'sa'shan'jin
相业亘古今,xiang'ye'gen'gu'jin
相依相辅,xiang'yi'xiang'fu
湘阴一人,xiang'yin'yi'ren
象尊,xiang'zun
小霸王怒斩于吉,xiao'ba'wang'nu'zhan'yu'ji
小霸王醉入销金帐,xiao'ba'wang'zui'ru'xiao'jin'zhang
小才微善,xiao'cai'wei'shan
消愁破闷,xiao'chou'po'men
小范鞅智劫魏舒,xiao'fan'yang'zhi'jie'wei'shu
萧夫人登台笑客,xiao'fu'ren'deng'tai'xiao'ke
笑教开镜与梳头,xiao'jiao'kai'jing'yu'shu'tou
小解,xiao'jie
小李广梁山射雁,xiao'li'guang'liang'shan'she'yan
孝廉宰辅,xiao'lian'zai'fu
小罗成力擒女将,xiao'luo'cheng'li'qin'nv'jiang
小孟尝私入登州,xiao'meng'chang'si'ru'deng'zhou
销磨锦绣心肠,xiao'mo'jin'xiu'xin'chang
晓起自惊还自笑,xiao'qi'zi'jing'hai'zi'xiao
萧三,xiao'san
小圣施威降大圣,xiao'sheng'shi'wei'jiang'da'sheng
笑时偏少默时多,xiao'shi'pian'shao'mo'shi'duo
孝顺儿孙谁见了,xiao'shun'er'sun'shui'jian'le
萧文终劳宣馈饷,xiao'wen'zhong'lao'xuan'kui'xiang
晓悟,xiao'wu
潇湘,xiao'xiang
潇湘别院晚沉沉,xiao'xiang'bie'yuan'wan'chen'chen
潇湘馆春困发幽情,xiao'xiang'guan'chun'kun'fa'you'qing
潇湘槐市,xiao'xiang'huai'shi
潇湘子雅谑补余音,xiao'xiang'zi'ya'xue'bu'yu'yin
小校场中私抢状元,xiao'xiao'chang'zhong'si'qiang'zhuang'yuan
小兄弟偷祭岳王坟,xiao'xiong'di'tou'ji'yue'wang'fen
小旋风藏炮击贼,xiao'xuan'feng'cang'pao'ji'zei
逍遥半世,xiao'yao'ban'shi
小叶荷羹玉手将,xiao'ye'he'geng'yu'shou'jiang
小玉,xiao'yu
笑语纷絮听不真,xiao'yu'fen'xu'ting'bu'zhen
谢安东土正思归,xie'an'dong'tu'zheng'si'gui
泄机关颦儿迷本性,xie'ji'guan'pin'er'mi'ben'xing
邪魔侵正法,xie'mo'qin'zheng'fa
解珍解宝双越狱,xie'zhen'xie'bao'shuang'yue'yu
楔子,xie'zi
心耿耿在国,xin'geng'geng'zai'guo
欣聚党恶子独承家,xin'ju'dang'e'zi'du'cheng'jia
新诔空成何处招,xin'lei'kong'cheng'he'chu'zhao
信陵君窃符救赵,xin'ling'jun'qie'fu'jiu'zhao
心窃慕之,xin'qie'mu'zhi
心神居舍魔归性,xin'shen'ju'she'mo'gui'xing
心同佛定香烟直,xin'tong'fo'ding'xiang'yan'zhi
心性修持大道生,xin'xing'xiu'chi'da'dao'sheng
心忧天下,xin'you'tian'xia
心猿定计脱烟花,xin'yuan'ding'ji'tuo'yan'hua
心猿妒木母,xin'yuan'du'mu'mu
心猿归正,xin'yuan'gui'zheng
心猿护主识妖邪,xin'yuan'hu'zhu'shi'yao'xie
心猿获宝伏邪魔,xin'yuan'huo'bao'fu'xie'mo
心猿空用千般计,xin'yuan'kong'yong'qian'ban'ji
心猿木母授门人,xin'yuan'mu'mu'shou'men'ren
心猿识得丹头,xin'yuan'shi'de'dan'tou
心猿显圣灭诸邪,xin'yuan'xian'sheng'mie'zhu'xie
心猿遭火败,xin'yuan'zao'huo'bai
心猿正处诸缘伏,xin'yuan'zheng'chu'zhu'yuan'fu
心猿钻透阴阳窍,xin'yuan'zuan'tou'yin'yang'qiao
心正妖邪度脊关,xin'zheng'yao'xie'du'ji'guan
心主遭魔幸破光,xin'zhu'zao'mo'xing'po'guang
辛追,xin'zhui
行笔,xing'bi
兴风浪忠魂显圣,xing'feng'lang'zhong'hun'xian'sheng
星寒五丈,xing'han'wu'zhang
行去几回头,xing'qu'ji'hui'tou
星日大名垂,xing'ri'da'ming'chui
刑牲击鼓,xing'sheng'ji'gu
形胜擅名今古,xing'sheng'shan'ming'jin'gu
行世,xing'shi
行弑逆杨广篡位,xing'shi'ni'yang'guang'cuan'wei
兴衰际遇,xing'shuai'ji'yu
行者常至,xing'zhe'chang'zhi
行者假名降怪犼,xing'zhe'jia'ming'jiang'guai'hou
行者施为变化能,xing'zhe'shi'wei'bian'hua'neng
性正修持不坏身,xing'zheng'xiu'chi'bu'huai'shen
行止见识,xing'zhi'jian'shi
杏子阴假凤泣虚凰,xing'zi'yin'jia'feng'qi'xu'huang
兄逼弟曹植赋诗,xiong'bi'di'cao'zhi'fu'shi
雄飞高举,xiong'fei'gao'ju
雄阔海打虎显英雄,xiong'kuo'hai'da'hu'xian'ying'xiong
胸蟠子美千间厦,xiong'pan'zi'mei'qian'jian'sha
雄信暗传绿林箭,xiong'xin'an'chuan'lu'lin'jian
秀冠三湘,xiu'guan'san'xiang
修学储能,xiu'xue'chu'neng
休预怕白来灾祸,xiu'yu'pa'bai'lai'zai'huo
绣鸳鸯梦兆绛云轩,xiu'yuan'yang'meng'zhao'jiang'yun'xuan
许褚裸衣斗马超,xu'chu'luo'yi'dou'ma'chao
蓄道德而能文章,xu'dao'de'er'neng'wen'zhang
徐公明大战沔水,xu'gong'ming'da'zhan'mian'shui
徐茂公访友寻朋,xu'mao'gong'fang'you'xun'peng
须弥灵吉定风魔,xu'mi'ling'ji'ding'feng'mo
徐宁教使钩镰枪,xu'ning'jiao'shi'gou'lian'qiang
续书,xu'shu
玄德进位汉中王,xuan'de'jin'wei'han'zhong'wang
玄德荆州依刘表,xuan'de'jing'zhou'yi'liu'biao
玄德南漳逢隐沦,xuan'de'nan'zhang'feng'yin'lun
玄德用计袭樊城,xuan'de'yong'ji'xi'fan'cheng
玄德智激孙夫人,xuan'de'zhi'ji'sun'fu'ren
宣圣室中人,xuan'sheng'shi'zhong'ren
悬崖撒手,xuan'ya'sa'shou
玄英洞唐僧供状,xuan'ying'dong'tang'seng'gong'zhuang
玄奘秉诚建大会,xuan'zang'bing'cheng'jian'da'hui
薛宝钗出闺成大礼,xue'bao'chai'chu'gui'cheng'da'li
薛宝钗巧合认通灵,xue'bao'chai'qiao'he'ren'tong'ling
薛宝钗羞笼红麝串,xue'bao'chai'xiu'long'hong'she'chuan
学达性天,xue'da'xing'tian
雪弟恨先主兴兵,xue'di'hen'xian'zhu'xing'bing
雪娥受辱守备府,xue'e'shou'ru'shou'bei'fu
雪娥唆打陈敬济,xue'e'suo'da'chen'jing'ji
薛姑子佛口谈经,xue'gu'zi'fo'kou'tan'jing
