愛心信心決心,ai'xin'xin'xin'jue'xin
維修品處理組,wei'xiu'pin'chu'li'qu
維修企划課,wei'xiu'qi'hua'ke
維修組,wei'xiu'qu
維修線,wei'xiu'xian
維修制程改善組,wei'xiu'zhi'cheng'gai'shan'qu
維修制造,wei'xiu'zhi'zao
維修制造處,wei'xiu'zhi'zao'chu
文管中心,wen'guan'zhong'xin
文化部,wen'hua'bu
文化認同差異,wen'hua'ren'tong'cha'yi
文件處理組,wen'jian'chu'li'qu
文件客服課,wen'jian'ke'fu'ke
文件製作管理,wen'jian'zhi'zuo'guan'li
文康推展組,wen'kang'tui'zhan'qu
文控管理組,wen'kong'guan'li'qu
文控品质管理組,wen'kong'pin'zhi'guan'li'qu
文控組,wen'kong'qu
文控行政課,wen'kong'xing'zheng'ke
文控中心,wen'kong'zhong'xin
文宣教育組,wen'xuan'jiao'yu'qu
文宣課,wen'xuan'ke
舞弊審計,wu'bi'shen'ji
物管課,wu'guan'ke
物管組,wu'guan'qu
武漢周邊,wu'han'zhou'bian
五金件組,wu'jin'jian'qu
五金組,wu'jin'qu
務課,wu'ke
物控,wu'kong
物控倉儲管理課,wu'kong'cang'chu'guan'li'ke
物控管理,wu'kong'guan'li
物控管理課,wu'kong'guan'li'ke
物控管理組,wu'kong'guan'li'qu
物控課,wu'kong'ke
物控课,wu'kong'ke
物控組,wu'kong'qu
物料,wu'liao
物料班,wu'liao'ban
物料編碼管控組,wu'liao'bian'ma'guan'kong'qu
物料補給組,wu'liao'bu'gei'qu
物料不良線,wu'liao'bu'liang'xian
物料采購,wu'liao'cai'gou
物料采購部,wu'liao'cai'gou'bu
物料採購組,wu'liao'cai'gou'qu
物料倉儲課,wu'liao'cang'chu'ke
物料存儲線,wu'liao'cun'chu'xian
物料點收班,wu'liao'dian'shou'ban
物料供給組,wu'liao'gong'gei'qu
物料管控課,wu'liao'guan'kong'ke
物料管控組,wu'liao'guan'kong'qu
物料管理,wu'liao'guan'li
物料管理部,wu'liao'guan'li'bu
物料管理倉管,wu'liao'guan'li'cang'guan
物料管理課,wu'liao'guan'li'ke
物料管理組,wu'liao'guan'li'qu
物料檢驗,wu'liao'jian'yan
物料檢驗組,wu'liao'jian'yan'qu
物料控制,wu'liao'kong'zhi
物料控制組,wu'liao'kong'zhi'qu
物料企劃組,wu'liao'qi'hua'qu
物料組,wu'liao'qu
物料維修組,wu'liao'wei'xiu'qu
物料修補班,wu'liao'xiu'bu'ban
物料員,wu'liao'yuan
物料帳务線,wu'liao'zhang'wu'xian
物料帳物線,wu'liao'zhang'wu'xian
物流,wu'liu
物流班,wu'liu'ban
物流部,wu'liu'bu
物流財務結報課,wu'liu'cai'wu'ji'bao'ke
物流倉儲課,wu'liu'cang'chu'ke
物流倉儲組,wu'liu'cang'chu'qu
物流管理,wu'liu'guan'li
物流管理組,wu'liu'guan'li'qu
物流管制組,wu'liu'guan'zhi'qu
物流華北作業部,wu'liu'hua'bei'zuo'ye'bu
物流及鋼板清洗班,wu'liu'ji'gang'ban'qing'xi'ban
物流企劃課,wu'liu'qi'hua'ke
物流企劃組,wu'liu'qi'hua'qu
物流組,wu'liu'qu
物流系統整合課,wu'liu'xi'tong'zheng'he'ke
物流線,wu'liu'xian
物流行政和教育訓練課,wu'liu'xing'zheng'he'jiao'yu'xun'lian'ke
物流作業,wu'liu'zuo'ye
物業管理課,wu'ye'guan'li'ke
物業組,wu'ye'qu
武装警察身份证,wu'zhuang'jing'cha'shen'fen'zheng
五组,wu'zu
銑床組,xi'chuang'qu
細生管,xi'sheng'guan
細生管組,xi'sheng'guan'qu
系統標準和專案課,xi'tong'biao'zhun'he'zhuan'an'ke
系統部,xi'tong'bu
系統測試課,xi'tong'ce'shi'ke
系統調試組,xi'tong'diao'shi'qu
系統分析課,xi'tong'fen'xi'ke
系統分析組,xi'tong'fen'xi'qu
系統改善組,xi'tong'gai'shan'qu
系統工程,xi'tong'gong'cheng
系統工程處,xi'tong'gong'cheng'chu
系統工程組,xi'tong'gong'cheng'qu
系統管理部,xi'tong'guan'li'bu
系統管理課,xi'tong'guan'li'ke
系統管理組,xi'tong'guan'li'qu
系統管理員,xi'tong'guan'li'yuan
系統規划,xi'tong'gui'hua
系統規劃部,xi'tong'gui'hua'bu
系統規劃管理課,xi'tong'gui'hua'guan'li'ke
系統規划管理組,xi'tong'gui'hua'guan'li'qu
系統規劃及安全管理組,xi'tong'gui'hua'ji'an'quan'guan'li'qu
系統規劃課,xi'tong'gui'hua'ke
系統規划組,xi'tong'gui'hua'qu
系統規劃組,xi'tong'gui'hua'qu
系統規劃專案,xi'tong'gui'hua'zhuan'an
系統稽核課,xi'tong'ji'he'ke
系統及資料庫管理課,xi'tong'ji'zi'liao'ku'guan'li'ke
系統開發,xi'tong'kai'bo
系統開發部,xi'tong'kai'bo'bu
系統開發課,xi'tong'kai'bo'ke
系統開發組,xi'tong'kai'bo'qu
系統開發支援部,xi'tong'kai'bo'zhi'yuan'bu
系統品保處,xi'tong'pin'bao'chu
系統品質保證課,xi'tong'pin'zhi'bao'zheng'ke
系統企劃課,xi'tong'qi'hua'ke
系統七階,xi'tong'qi'jie
系統組,xi'tong'qu
系統組裝部,xi'tong'qu'zhuang'bu
系統組裝二部,xi'tong'qu'zhuang'er'bu
系統設計開發課,xi'tong'she'ji'kai'bo'ke
系統設計開發組,xi'tong'she'ji'kai'bo'qu
系統生管組,xi'tong'sheng'guan'qu
系統是什麽,xi'tong'shi'shen'me
系統實施組,xi'tong'shi'shi'qu
系統推動課,xi'tong'tui'dong'ke
系統推動組,xi'tong'tui'dong'qu
系統維護部,xi'tong'wei'hu'bu
系統維護及規劃組,xi'tong'wei'hu'ji'gui'hua'qu
系統維護課,xi'tong'wei'hu'ke
系統維護組,xi'tong'wei'hu'qu
系統維修部,xi'tong'wei'xiu'bu
系統維修課,xi'tong'wei'xiu'ke
系統行政組,xi'tong'xing'zheng'qu
系統宣教組,xi'tong'xuan'jiao'qu
系統整合測試二部,xi'tong'zheng'he'ce'shi'er'bu
系統整合測試一部,xi'tong'zheng'he'ce'shi'yi'bu
系統整合管理中心,xi'tong'zheng'he'guan'li'zhong'xin
系統整合組,xi'tong'zheng'he'qu
系統支持組,xi'tong'zhi'chi'qu
系統制度企划部,xi'tong'zhi'du'qi'hua'bu
系統支援組,xi'tong'zhi'yuan'qu
系統製造,xi'tong'zhi'zao
系統制造處,xi'tong'zhi'zao'chu
系統資料維護組,xi'tong'zi'liao'wei'hu'qu
系統資訊,xi'tong'zi'xun
系統資訊部,xi'tong'zi'xun'bu
系統資訊處,xi'tong'zi'xun'chu
系統資訊電腦維修課,xi'tong'zi'xun'dian'nao'wei'xiu'ke
系統資訊服務課,xi'tong'zi'xun'fu'wu'ke
系統資訊化,xi'tong'zi'xun'hua
系統資訊課,xi'tong'zi'xun'ke
系統資訊組,xi'tong'zi'xun'qu
系統資訊設備採購課,xi'tong'zi'xun'she'bei'cai'gou'ke
铣削线,xi'xiao'xian
銑削,xi'xue
銑削加工,xi'xue'jia'gong
銑削加工組,xi'xue'jia'gong'qu
銑削生產,xi'xue'sheng'chan
下挂線,xia'gua'xian
下掛線,xia'gua'xian
線長,xian'chang
現場服務組,xian'chang'fu'wu'qu
現場改善組,xian'chang'gai'shan'qu
現場工程分析,xian'chang'gong'cheng'fen'xi
現場管理,xian'chang'guan'li
現場管理課,xian'chang'guan'li'ke
現場品檢作業員,xian'chang'pin'jian'zuo'ye'yuan
現場維護,xian'chang'wei'hu
現場維護組,xian'chang'wei'hu'qu
現場物料管制組,xian'chang'wu'liao'guan'zhi'qu
現場線上品檢,xian'chang'xian'shang'pin'jian
現場線上物流,xian'chang'xian'shang'wu'liu
現場線上重工維修,xian'chang'xian'shang'zhong'gong'wei'xiu
現場作業組,xian'chang'zuo'ye'qu
線割組,xian'ge'qu
線切割備料管理,xian'qie'ge'bei'liao'guan'li
線切割程式制作,xian'qie'ge'cheng'shi'zhi'zuo
線切割程式制作服務課,xian'qie'ge'cheng'shi'zhi'zuo'fu'wu'ke
線切割加工,xian'qie'ge'jia'gong
線切割加工組,xian'qie'ge'jia'gong'qu
線組長,xian'qu'chang
橡膠成型課,xiang'jiao'cheng'xing'ke
消防安全組,xiao'fang'an'quan'qu
消防工程組,xiao'fang'gong'cheng'qu
消防組,xiao'fang'qu
消防設施規劃組,xiao'fang'she'shi'gui'hua'qu
消費品包裝品保部,xiao'fei'pin'bao'zhuang'pin'bao'bu
消費品包裝業務部,xiao'fei'pin'bao'zhuang'ye'wu'bu
小功,xiao'gong
小過,xiao'guo
銷貨管理課,xiao'huo'guan'li'ke
銷貨管理組,xiao'huo'guan'li'qu
銷售,xiao'shou
銷售服務課,xiao'shou'fu'wu'ke
銷售工程,xiao'shou'gong'cheng
銷售收款流程管理課,xiao'shou'shou'kuan'liu'cheng'guan'li'ke
銷售收款流程組,xiao'shou'shou'kuan'liu'cheng'qu
小網印,xiao'wang'yin
小網印貼膜線,xiao'wang'yin'tie'mo'xian
小學,xiao'xue
協理,xie'li
協商解約,xie'shang'jie'yao
新產品發展中心,xin'chan'pin'bo'zhan'zhong'xin
新產品導入,xin'chan'pin'dao'ru
新產品導入部,xin'chan'pin'dao'ru'bu
新產品導入處,xin'chan'pin'dao'ru'chu
新產品導入課,xin'chan'pin'dao'ru'ke
新產品導入組,xin'chan'pin'dao'ru'qu
新產品開發,xin'chan'pin'kai'bo
新產品開發表面處理品質工程組,xin'chan'pin'kai'bo'biao'mian'chu'li'pin'zhi'gong'cheng'qu
新產品開發品質工程課,xin'chan'pin'kai'bo'pin'zhi'gong'cheng'ke
新產品企劃組,xin'chan'pin'qi'hua'qu
新產品事業處,xin'chan'pin'shi'ye'chu
新產品專案管理部,xin'chan'pin'zhuan'an'guan'li'bu
薪酬管理課,xin'chou'guan'li'ke
新干班,xin'gan'ban
新干班批次,xin'gan'ban'pi'ci
新技術開發部,xin'ji'shu'kai'bo'bu
新技術開發組,xin'ji'shu'kai'bo'qu
新技術開發應用課,xin'ji'shu'kai'bo'ying'yong'ke
新進,xin'jin
新客戶開發管理課,xin'ke'hu'kai'bo'guan'li'ke
新客戶專案組,xin'ke'hu'zhuan'an'qu
新科技研發處,xin'ke'ji'yan'bo'chu
信賴性測試組,xin'lai'xing'ce'shi'qu
信賴性檢測組,xin'lai'xing'jian'ce'qu
信賴性實驗課,xin'lai'xing'shi'yan'ke
新人訓中心,xin'ren'xun'zhong'xin
新事業開發部,xin'shi'ye'kai'bo'bu
新業務拓展處,xin'ye'wu'tuo'zhan'chu
新制程開發組,xin'zhi'cheng'kai'bo'qu
新專案管理專案,xin'zhuan'an'guan'li'zhuan'an
薪資績效組,xin'zi'ji'xiao'qu
薪資太低,xin'zi'tai'di
薪資作業組及薪資規劃組,xin'zi'zuo'ye'qu'ji'xin'zi'gui'hua'qu
性別,xing'bie
行動產品發展中心,xing'dong'chan'pin'bo'zhan'zhong'xin
姓名,xing'ming
性能測試組,xing'neng'ce'shi'qu
性能驗証課,xing'neng'yan'zheng'ke
行銷,xing'xiao
行銷工程組,xing'xiao'gong'cheng'qu
行銷市場,xing'xiao'shi'chang
行銷業務部,xing'xiao'ye'wu'bu
行銷業務處,xing'xiao'ye'wu'chu
行銷業務二部,xing'xiao'ye'wu'er'bu
行銷業務一部,xing'xiao'ye'wu'yi'bu
刑偵組,xing'zhen'qu
行政,xing'zheng
行政安全組,xing'zheng'an'quan'qu
行政部,xing'zheng'bu
行政二期,xing'zheng'er'qi
行政服務課,xing'zheng'fu'wu'ke
行政服務組,xing'zheng'fu'wu'qu
行政服務中心,xing'zheng'fu'wu'zhong'xin
行政管理,xing'zheng'guan'li
行政管理部,xing'zheng'guan'li'bu
行政管理服務課,xing'zheng'guan'li'fu'wu'ke
行政管理服務組,xing'zheng'guan'li'fu'wu'qu
行政管理課,xing'zheng'guan'li'ke
行政管理組,xing'zheng'guan'li'qu
行政管理中心,xing'zheng'guan'li'zhong'xin
行政規划組,xing'zheng'gui'hua'qu
行政會務組,xing'zheng'hui'wu'qu
行政課,xing'zheng'ke
行政客服組,xing'zheng'ke'fu'qu
行政幕僚組,xing'zheng'mu'liao'qu
行政品保課,xing'zheng'pin'bao'ke
行政企劃備品管理組,xing'zheng'qi'hua'bei'pin'guan'li'qu
行政企劃課,xing'zheng'qi'hua'ke
行政企划組,xing'zheng'qi'hua'qu
行政企劃組,xing'zheng'qi'hua'qu
行政組,xing'zheng'qu
行政人事組,xing'zheng'ren'shi'qu
行政事務組,xing'zheng'shi'wu'qu
行政庶務課,xing'zheng'shu'wu'ke
行政庶務組,xing'zheng'shu'wu'qu
行政文控組,xing'zheng'wen'kong'qu
行政一期,xing'zheng'yi'qi
行政支援,xing'zheng'zhi'yuan
行政支援課,xing'zheng'zhi'yuan'ke
行政支援組,xing'zheng'zhi'yuan'qu
行政中心,xing'zheng'zhong'xin
行政助理,xing'zheng'zhu'li
行政資管組,xing'zheng'zi'guan'qu
行政總務,xing'zheng'zong'wu
行政總務課,xing'zheng'zong'wu'ke
行政總務組,xing'zheng'zong'wu'qu
行政總務作業組,xing'zheng'zong'wu'zuo'ye'qu
胸懷千萬里心思細如絲,xiong'huai'qian'wan'li'xin'si'xi'ru'si
修補班,xiu'bu'ban
學分,xue'fen
學歷等級,xue'li'deng'ji
學習后工作,xue'xi'hou'gong'zuo
學員,xue'yuan
學員返校,xue'yuan'fan'xiao
訓練保障組,xun'lian'bao'zhang'qu
訓練學分,xun'lian'xue'fen
訓練與文宣組,xun'lian'yu'wen'xuan'qu
亞洲行銷市場部,ya'zhou'xing'xiao'shi'chang'bu
壓鑄模具設計,ya'zhu'mu'ju'she'ji
壓鑄模具維修,ya'zhu'mu'ju'wei'xiu
壓鑄模具製造,ya'zhu'mu'ju'zhi'zao
壓鑄新產品開發品質工程課,ya'zhu'xin'chan'pin'kai'bo'pin'zhi'gong'cheng'ke
研發,yan'bo
研發二處,yan'bo'er'chu
研發課,yan'bo'ke
研發品質管理,yan'bo'pin'zhi'guan'li
研發組,yan'bo'qu
研發一處,yan'bo'yi'chu
研磨作業員,yan'mo'zuo'ye'yuan
顏色檢測技朮,yan'se'jian'ce'ji'shu
煙台,yan'tai
煙台業務部,yan'tai'ye'wu'bu
研削加工,yan'xue'jia'gong
研削加工組,yan'xue'jia'gong'qu
驗証開發組,yan'zheng'kai'bo'qu
樣板制作組,yang'ban'zhi'zuo'qu
陽極廠,yang'ji'chang
陽極處理工程,yang'ji'chu'li'gong'cheng
陽極處理作業,yang'ji'chu'li'zuo'ye
陽極開發部,yang'ji'kai'bo'bu
陽极品管,yang'ji'pin'guan
陽極品管課,yang'ji'pin'guan'ke
陽極品管組,yang'ji'pin'guan'qu
陽極組,yang'ji'qu
陽極全檢組,yang'ji'quan'jian'qu
陽極全檢線,yang'ji'quan'jian'xian
陽極生產,yang'ji'sheng'chan
陽極生産,yang'ji'sheng'chan
陽極生產課,yang'ji'sheng'chan'ke
陽極生產組,yang'ji'sheng'chan'qu
陽極生產線,yang'ji'sheng'chan'xian
陽極生管組,yang'ji'sheng'guan'qu
陽極生技課,yang'ji'sheng'ji'ke
陽極蝕刻部,yang'ji'shi'ke'bu
陽極蝕刻廠,yang'ji'shi'ke'chang
陽極蝕刻制程改善組,yang'ji'shi'ke'zhi'cheng'gai'shan'qu
陽極維修組,yang'ji'wei'xiu'qu
陽極制工課,yang'ji'zhi'gong'ke
陽極主線,yang'ji'zhu'xian
樣品組,yang'pin'qu
樣品設計,yang'pin'she'ji
樣品設計課,yang'pin'she'ji'ke
樣品制造,yang'pin'zhi'zao
樣品制造課,yang'pin'zhi'zao'ke
樣品中心,yang'pin'zhong'xin
陽蝕廠,yang'shi'chang
陽蝕生產課,yang'shi'sheng'chan'ke
夜班作業組,ye'ban'zuo'ye'qu
業務管理,ye'wu'guan'li
業務管理部,ye'wu'guan'li'bu
業務管理處,ye'wu'guan'li'chu
業務管理課,ye'wu'guan'li'ke
業務規划與價格管理部,ye'wu'gui'hua'yu'jia'ge'guan'li'bu
業務開發部,ye'wu'kai'bo'bu
業務擴展處,ye'wu'kuo'zhan'chu
業務組,ye'wu'qu
業務拓展部,ye'wu'tuo'zhan'bu
業務拓展處,ye'wu'tuo'zhan'chu
業務拓展課,ye'wu'tuo'zhan'ke
一班,yi'ban
一般采購組,yi'ban'cai'gou'qu
一般行政與管理,yi'ban'xing'zheng'yu'guan'li
異常處理組,yi'chang'chu'li'qu
異常分析組,yi'chang'fen'xi'qu
異常跟催處理,yi'chang'gen'cui'chu'li
一廠品管組,yi'chang'pin'guan'qu
移動終端產品開發中心,yi'dong'zhong'duan'chan'pin'kai'bo'zhong'xin
已婚,yi'hun
一級職能,yi'ji'zhi'neng
義警,yi'jing
義警班,yi'jing'ban
一卡通技術支援組,yi'ka'tong'ji'shu'zhi'yuan'qu
一卡通組,yi'ka'tong'qu
一课,yi'ke
醫療期,yi'liao'qi
一期班,yi'qi'ban
一期半成品組,yi'qi'ban'cheng'pin'qu
一期成品組,yi'qi'cheng'pin'qu
一期電子零件倉,yi'qi'dian'zi'ling'jian'cang
儀器分析檢測組,yi'qi'fen'xi'jian'ce'qu
儀器分析課,yi'qi'fen'xi'ke
儀器分析組,yi'qi'fen'xi'qu
一期人事行政,yi'qi'ren'shi'xing'zheng
一期細生管,yi'qi'xi'sheng'guan
儀器校驗,yi'qi'xiao'yan
儀器校準班,yi'qi'xiao'zhun'ban
一期性能組,yi'qi'xing'neng'qu
億仁組,yi'ren'qu
醫務室,yi'wu'shi
儀校課,yi'xiao'ke
移印,yi'yin
移印加工,yi'yin'jia'gong
移印開發組,yi'yin'kai'bo'qu
移印課,yi'yin'ke
移印組,yi'yin'qu
移印生技組,yi'yin'sheng'ji'qu
移印線,yi'yin'xian
移印制造課,yi'yin'zhi'zao'ke
移印專案組,yi'yin'zhuan'an'qu
一组,yi'zu
因病,yin'bing
印度服務專案,yin'du'fu'wu'zhuan'an
印度專案課,yin'du'zhuan'an'ke
印干,yin'gan
印刷,yin'shua
印刷工程組,yin'shua'gong'cheng'qu
印刷技術組,yin'shua'ji'shu'qu
印刷加工課,yin'shua'jia'gong'ke
印刷開發課,yin'shua'kai'bo'ke
印刷課,yin'shua'ke
印刷組,yin'shua'qu
印刷生產課,yin'shua'sheng'chan'ke
印刷生技,yin'shua'sheng'ji
印刷生技課,yin'shua'sheng'ji'ke
印刷制程導入改善班,yin'shua'zhi'cheng'dao'ru'gai'shan'ban
贏的策略,ying'de'ce'lue
贏的經營策略,ying'de'jing'ying'ce'lue
應付結報組,ying'fu'ji'bao'qu
應付帳款會計,ying'fu'zhang'kuan'hui'ji
營建,ying'jian
營建部,ying'jian'bu
營建工程,ying'jian'gong'cheng
營建工程管制課,ying'jian'gong'cheng'guan'zhi'ke
營建工程機電課,ying'jian'gong'cheng'ji'dian'ke
營建工程流程管理組,ying'jian'gong'cheng'liu'cheng'guan'li'qu
營建工程組,ying'jian'gong'cheng'qu
營建工程土建,ying'jian'gong'cheng'tu'jian
營建規劃組,ying'jian'gui'hua'qu
營建及工務,ying'jian'ji'gong'wu
營建文控中心組,ying'jian'wen'kong'zhong'xin'qu
營建專案管理,ying'jian'zhuan'an'guan'li
應收帳款會計,ying'shou'zhang'kuan'hui'ji
應收賬款組,ying'shou'zhang'kuan'qu
應收帳款組,ying'shou'zhang'kuan'qu
硬體產品工程組,ying'ti'chan'pin'gong'cheng'qu
硬體開發組,ying'ti'kai'bo'qu
硬體品保二部,ying'ti'pin'bao'er'bu
硬體品保一部,ying'ti'pin'bao'yi'bu
硬體設計,ying'ti'she'ji
硬體設計部,ying'ti'she'ji'bu
硬體設計處,ying'ti'she'ji'chu
硬體設計二部,ying'ti'she'ji'er'bu
硬體設計六部,ying'ti'she'ji'liu'bu
硬體設計三部,ying'ti'she'ji'san'bu
硬體設計四部,ying'ti'she'ji'si'bu
硬體設計五部,ying'ti'she'ji'wu'bu
硬體設計驗證課,ying'ti'she'ji'yan'zheng'ke
硬體設計驗証組,ying'ti'she'ji'yan'zheng'qu
硬體設計驗證組,ying'ti'she'ji'yan'zheng'qu
硬體設計一部,ying'ti'she'ji'yi'bu
硬體設計一處,ying'ti'she'ji'yi'chu
硬體驗證,ying'ti'yan'zheng
應用工程課,ying'yong'gong'cheng'ke
應用開發,ying'yong'kai'bo
應用開發組,ying'yong'kai'bo'qu
應用系統課,ying'yong'xi'tong'ke
應用資訊部,ying'yong'zi'xun'bu
應用資訊課,ying'yong'zi'xun'ke
營運服務部,ying'yun'fu'wu'bu
營運規劃處,ying'yun'gui'hua'chu
營運監控部,ying'yun'jian'kong'bu
永續經營,yong'xu'jing'ying
優黃專案,you'huang'zhuan'an
有機測試組,you'ji'ce'shi'qu
有機分析組,you'ji'fen'xi'qu
油墨組,you'mo'qu
油墨填充擦拭線,you'mo'tian'chong'ca'shi'xian
油墨填充課,you'mo'tian'chong'ke
油墨填充品管組,you'mo'tian'chong'pin'guan'qu
油墨填充中南全檢組,you'mo'tian'chong'zhong'nan'quan'jian'qu
油墨填充專案組,you'mo'tian'chong'zhuan'an'qu
油墨驗証,you'mo'yan'zheng
油漆倉,you'qi'cang
油松,you'song
油松街道辦,you'song'jie'dao'ban
油松派出所,you'song'pai'chu'suo
郵務收發組,you'wu'shou'bo'qu
油性涂料,you'xing'tu'liao
油壓拉絲,you'ya'la'si
油壓拉絲線,you'ya'la'si'xian
油壓全檢線,you'ya'quan'jian'xian
預副課長,yu'fu'ke'chang
預副組長,yu'fu'qu'chang
預副線長,yu'fu'xian'chang
預警打擊組,yu'jing'da'ji'qu
預領班,yu'ling'ban
預組長,yu'qu'chang
預算發包組,yu'suan'bo'bao'qu
預算組,yu'suan'qu
預線長,yu'xian'chang
原材料倉儲組,yuan'cai'liao'cang'chu'qu
原材料倉儲專案,yuan'cai'liao'cang'chu'zhuan'an
原材料拉絲線,yuan'cai'liao'la'si'xian
原材料組,yuan'cai'liao'qu
原材料特殊材料倉,yuan'cai'liao'te'shu'cai'liao'cang
原材料線,yuan'cai'liao'xian
員二,yuan'er
員工關系部,yuan'gong'guan'xi'bu
員工關係課,yuan'gong'guan'xi'ke
員工關系課,yuan'gong'guan'xi'ke
員工關係組,yuan'gong'guan'xi'qu
員工關系組,yuan'gong'guan'xi'qu
員工活動中心,yuan'gong'huo'dong'zhong'xin
員工教育訓練,yuan'gong'jiao'yu'xun'lian
員工介紹,yuan'gong'jie'shao
員工類型,yuan'gong'lei'xing
員工手冊,yuan'gong'shou'ce
員工職能,yuan'gong'zhi'neng
原料班,yuan'liao'ban
員三,yuan'san
原物料採購課,yuan'wu'liao'cai'gou'ke
原物料采購組,yuan'wu'liao'cai'gou'qu
原物料倉,yuan'wu'liao'cang
原物料倉儲管理課,yuan'wu'liao'cang'chu'guan'li'ke
原物料倉儲課,yuan'wu'liao'cang'chu'ke
原物料倉儲組,yuan'wu'liao'cang'chu'qu
原物料組,yuan'wu'liao'qu
員一,yuan'yi
越南籌備組,yue'nan'chou'bei'qu
越南專案,yue'nan'zhuan'an
運籌管理部,yun'chou'guan'li'bu
運籌管理服務部,yun'chou'guan'li'fu'wu'bu
運籌管理課,yun'chou'guan'li'ke
運籌管理中心,yun'chou'guan'li'zhong'xin
運籌組,yun'chou'qu
運行管理組,yun'hang'guan'li'qu
運輸組,yun'shu'qu
運用資源,yun'yong'zi'yuan
運作監管組,yun'zuo'jian'guan'qu
在線維護組,zai'xian'wei'hu'qu
在職,zai'zhi
在職狀態,zai'zhi'zhuang'tai
造價管理課,zao'jia'guan'li'ke
責任權利策略決心方法,ze'ren'quan'li'ce'lue'jue'xin'fang'fa
責任心上進心企圖心,ze'ren'xin'shang'jin'xin'qi'tu'xin
綜合安全管理,zeng'he'an'quan'guan'li
綜合保障課,zeng'he'bao'zhang'ke
綜合布線組,zeng'he'bu'xian'qu
綜合管理課,zeng'he'guan'li'ke
綜合管理組,zeng'he'guan'li'qu
綜合訓練課,zeng'he'xun'lian'ke
綜合業務管理組,zeng'he'ye'wu'guan'li'qu
帳款結報組,zhang'kuan'ji'bao'qu
賬務,zhang'wu
帳務,zhang'wu
賬務班,zhang'wu'ban
帳務班,zhang'wu'ban
帳務備品組,zhang'wu'bei'pin'qu
賬務倉管課,zhang'wu'cang'guan'ke
帳務倉管課,zhang'wu'cang'guan'ke
帳務成本組,zhang'wu'cheng'ben'qu
賬務處理,zhang'wu'chu'li
帳務處理,zhang'wu'chu'li
帳務處理組,zhang'wu'chu'li'qu
帳物處理組,zhang'wu'chu'li'qu
帳務管理課,zhang'wu'guan'li'ke
帳務管理組,zhang'wu'guan'li'qu
帳務管制組,zhang'wu'guan'zhi'qu
帳物和備品班,zhang'wu'he'bei'pin'ban
賬務結報組,zhang'wu'ji'bao'qu
賬務稽核組,zhang'wu'ji'he'qu
帳務稽核組,zhang'wu'ji'he'qu
賬務課,zhang'wu'ke
賬務組,zhang'wu'qu
帳務組,zhang'wu'qu
帳物組,zhang'wu'qu
賬務維護,zhang'wu'wei'hu
賬務物流管理組,zhang'wu'wu'liu'guan'li'qu
帳務物流組,zhang'wu'wu'liu'qu
帳務系統組,zhang'wu'xi'tong'qu
帳務線,zhang'wu'xian
招募課,zhao'mu'ke
招募任用課,zhao'mu'ren'yong'ke
招募訓練組,zhao'mu'xun'lian'qu
遮蔽,zhe'bi
遮蔽組,zhe'bi'qu
遮印改善組,zhe'yin'gai'shan'qu
遮印課,zhe'yin'ke
真空鍍膜課,zhen'kong'du'mo'ke
真空濺射鍍膜工程,zhen'kong'jian'she'du'mo'gong'cheng
真空濺射鍍膜加工,zhen'kong'jian'she'du'mo'jia'gong
政府關係課,zheng'fu'guan'xi'ke
政府關係組,zheng'fu'guan'xi'qu
整合規劃課,zheng'he'gui'hua'ke
整機拆解,zheng'ji'chai'jie
整機組,zheng'ji'qu
整機制造處,zheng'ji'zhi'zao'chu
證件管理組,zheng'jian'guan'li'qu
證件類型,zheng'jian'lei'xing
整理,zheng'li
政務組,zheng'wu'qu
整形,zheng'xing
整形全檢線,zheng'xing'quan'jian'xian
正義專案,zheng'yi'zhuan'an
治安巡邏組,zhi'an'xun'luo'qu
制版,zhi'ban
制版組,zhi'ban'qu
職稱類型,zhi'chen'lei'xing
制程,zhi'cheng
制程標準化組,zhi'cheng'biao'zhun'hua'qu
制程分析,zhi'cheng'fen'xi
製程分析組,zhi'cheng'fen'xi'qu
製程改善,zhi'cheng'gai'shan
制程改善,zhi'cheng'gai'shan
制成改善班,zhi'cheng'gai'shan'ban
制程改善課,zhi'cheng'gai'shan'ke
製程改善組,zhi'cheng'gai'shan'qu
制程改善組,zhi'cheng'gai'shan'qu
制程工程部,zhi'cheng'gong'cheng'bu
制程工程課,zhi'cheng'gong'cheng'ke
制程工程組,zhi'cheng'gong'cheng'qu
製程工藝課,zhi'cheng'gong'yi'ke
制程工藝組,zhi'cheng'gong'yi'qu
制程管理課,zhi'cheng'guan'li'ke
制程管理組,zhi'cheng'guan'li'qu
制程管制線,zhi'cheng'guan'zhi'xian
制程規划組,zhi'cheng'gui'hua'qu
制程及工藝管理組,zhi'cheng'ji'gong'yi'guan'li'qu
制程技朮開發課,zhi'cheng'ji'shu'kai'bo'ke
製程開發部,zhi'cheng'kai'bo'bu
制程開發部,zhi'cheng'kai'bo'bu
制程開發課,zhi'cheng'kai'bo'ke
制程開發組,zhi'cheng'kai'bo'qu
制程客服組,zhi'cheng'ke'fu'qu
制程品保部,zhi'cheng'pin'bao'bu
制程品管,zhi'cheng'pin'guan
製程品管課,zhi'cheng'pin'guan'ke
制程品管課,zhi'cheng'pin'guan'ke
製程品管組,zhi'cheng'pin'guan'qu
制程品管組,zhi'cheng'pin'guan'qu
