愛愛惜,ai'ai'xi
一頭霧水,yi'tou'wu'shui
一頭煙,yi'tou'yan
一味,yi'wei
一係,yi'xi
異相,yi'xiang
一眼關七,yi'yan'guan'qi
咿咿哦哦,yi'yi'e'e
一一二二,yi'yi'er'er
一於,yi'yu
姨丈,yi'zhang
一張嘢,yi'zhang'ye
一陣,yi'zhen
一陣間,yi'zhen'jian
翳滯,yi'zhi
一支公,yi'zhi'gong
一隻屐,yi'zhi'ji
一隻貍,yi'zhi'li
一住,yi'zhu
一自,yi'zi
姨仔,yi'zi
一字咁淺,yi'zi'gan'jian
一字角,yi'zi'jiao
癮,yin
銀包,yin'bao
飲茶,yin'cha
吟沉,yin'chen
陰功,yin'gong
音櫃,yin'gui
因何,yin'he
銀鷄,yin'ji
飲姜酒,yin'jiang'jiu
銀腳帶,yin'jiao'dai
銀錢,yin'qian
陰乾,yin'qian
銀棯,yin'ren
飲勝,yin'sheng
陰聲細氣,yin'sheng'xi'qi
陰濕,yin'shi
陰司紙,yin'si'zhi
飲筒,yin'tong
癮頭,yin'tou
陰陰笑,yin'yin'xiao
因由人,yin'you'ren
銀粘,yin'zhan
銀紙,yin'zhi
陰枝,yin'zhi
因住,yin'zhu
銀仔,yin'zi
應承,ying'cheng
硬打硬,ying'da'ying
應份,ying'fen
硬頸,ying'geng
硬淨,ying'jing
硬晒舦,ying'shai'tai
影相,ying'xiang
影相機,ying'xiang'ji
罌硬係,ying'ying'xi
鷹爪,ying'zhao
擁躉,yong'dun
鱅魚,yong'yu
有寶,you'bao
右便,you'bian
油螆,you'ci
由得,you'de
有得有分數,you'de'you'fen'shu
油耳,you'er
有風駛盡,you'feng'shi'jin
有咁,you'gan
油甘子,you'gan'zi
有幾何,you'ji'he
油角,you'jiao
游車河,you'ju'he
有理冇理,you'li'mao'li
有路數,you'lu'shu
油麥菜,you'mai'cai
有慢,you'man
有冇搞錯,you'mao'gao'cu
有乜冬瓜豆腐,you'mie'dong'gua'dou'fu
油淰淰,you'nian'nian
有排,you'pai
有便宜唔使頸,you'pian'yi'wu'shi'geng
油器,you'qi
有聲氣,you'sheng'qi
又試,you'shi
右手便,you'shou'bian
游水,you'shui
有頭威冇尾陣,you'tou'wei'mao'wei'zhen
有突,you'tu
有味,you'wei
有紋有路,you'wen'you'lu
又唔係,you'wu'xi
幼細,you'xi
又係噃,you'xi'bo
有限,you'xian
油香餅,you'xiang'bing
有心,you'xin
有心冇神,you'xin'mao'shen
憂心熱頭,you'xin're'tou
有行,you'xing
有型有款,you'xing'you'kuan
有血性,you'xue'xing
有蟻,you'yi
有癮,you'yin
油炸鬼,you'zha'gui
油炸蟹,you'zha'xie
有着數,you'zhe'shu
有之,you'zhi
油脂,you'zhi
幼稚園,you'zhi'yuan
油紙遮,you'zhi'zhe
友仔,you'zi
油嘴,you'zui
有咗又點話,you'zuo'you'dian'hua
魚蛋,yu'dan
與共,yu'gong
魚笱,yu'gou
玉荷包,yu'he'bao
瘀黑,yu'hei
與及,yu'ji
芋莢,yu'jia
玉糠,yu'kang
魚欄,yu'lan
魚露,yu'lu
雨褸,yu'lv
魚絲袋,yu'si'dai
雨溦,yu'wei
魚尾雲,yu'wei'yun
魚臒,yu'wo
魚雲,yu'yun
預早,yu'zao
原本,yuan'ben
冤崩爛臭,yuan'beng'lan'chou
杬豉,yuan'chi
冤臭,yuan'chou
圓氹氹,yuan'dang'dang
圓氹朶,yuan'dang'duo
原底,yuan'di
杬角,yuan'jiao
冤戾,yuan'li
原嚟,yuan'li
芫茜,yuan'qian
杬仁,yuan'ren
圓蹄,yuan'ti
鴛鴦,yuan'yang
原裝,yuan'zhuang
原子粒,yuan'zi'li
越發,yue'bo
月大,yue'da
月光,yue'guang
月頭,yue'tou
月尾,yue'wei
月小,yue'xiao
曱甴,yue'you
雲耳,yun'er
運腳,yun'jiao
暈浪,yun'lang
雲紗,yun'sha
雲石,yun'shi
雲吞,yun'tun
雲吞麵,yun'tun'mian
暈酡酡,yun'tuo'tuo
勻巡,yun'xun
雜差,za'cha
雜柴,za'chai
雜貨舖,za'huo'pu
紮腳,za'jiao
紮腳婆,za'jiao'po
紮炮,za'pao
扎起,za'qi
紮仔粉,za'zi'fen
在生,zai'sheng
在世,zai'shi
早晨,zao'chen
躁火,zao'huo
早排,zao'pai
糟质,zao'zhi
啫屐,ze'ji
啫喱,ze'li
擇食,ze'shi
擇使,ze'shi
仄紙,ze'zhi
賊公,zei'gong
賊佬,zei'lao
賊亞爸,zei'ya'ba
賊仔,zei'zi
譖趙,zen'diao
譖氣,zen'qi
譖醉,zen'zui
赠庆,zeng'qing
詐諦,zha'di
詐嗲,zha'dia
詐癲扮傻,zha'dian'ban'sha
鮓斗,zha'dou
揸二攤,zha'er'tan
揸咈,zha'fu
詐戇,zha'gang
揸頸,zha'geng
揸頸就命,zha'geng'jiu'ming
詐假意,zha'jia'yi
詐奸,zha'jian
詐嬌,zha'jiao
札馬,zha'ma
札碼字,zha'ma'zi
揸拿,zha'na
鮓皮,zha'pi
痄腮,zha'sai
揸手,zha'shou
詐詐諦諦,zha'zha'di'di
扎扎跳,zha'zha'tiao
揸正嚟做,zha'zheng'li'zuo
揸莊,zha'zhuang
齋鹵味,zhai'lu'wei
窄搣搣,zhai'mie'mie
斬件,zhan'jian
斬腳趾避沙蟲,zhan'jiao'zhi'bi'sha'chong
氈酒,zhan'jiu
斬纜,zhan'lan
斬料,zhan'liao
粘米,zhan'mi
粘仔,zhan'zi
脹卜卜,zhang'bu'bu
招呼,zhao'hu
棹忌,zhao'ji
照計,zhao'ji
招牌飯,zhao'pai'fan
照殺,zhao'sha
找數,zhao'shu
找續,zhao'xu
照照板煮碗,zhao'zhao'ban'zhu'wan
浙醋,zhe'cu
折墮,zhe'duo
遮骨,zhe'gu
蔗鷄,zhe'ji
蔗莢,zhe'jia
着數,zhe'shu
針波,zhen'bo
枕長,zhen'chang
針嘜,zhen'mai
針冇兩頭利,zhen'mao'liang'tou'li
斟盤,zhen'pan
枕頭包,zhen'tou'bao
枕頭袋,zhen'tou'dai
枕住,zhen'zhu
整定,zheng'ding
整蠱,zheng'gu
整蠱弄怪,zheng'gu'nong'guai
整蠱作怪,zheng'gu'zuo'guai
整鬼整怪,zheng'gui'zheng'guai
整鬼整馬,zheng'gui'zheng'ma
正話,zheng'hua
爭交,zheng'jiao
正氣,zheng'qi
整色水,zheng'se'shui
正晒,zheng'shai
蒸生瓜,zheng'sheng'gua
正式,zheng'shi
正係,zheng'xi
正嘢,zheng'ye
正一,zheng'yi
直白,zhi'bai
直筆甩,zhi'bi'shuai
之不過,zhi'bu'guo
執茶,zhi'cha
直腸直肚,zhi'chang'zhi'du
直程,zhi'cheng
執籌,zhi'chou
之噉,zhi'dan
至到,zhi'dao
知到,zhi'dao
執到正,zhi'dao'zheng
質地,zhi'di
執地,zhi'di
執地仔,zhi'di'zi
指冬瓜畫葫蘆,zhi'dong'gua'hua'hu'lu
至多,zhi'duo
至多唔係,zhi'duo'wu'xi
執二攤,zhi'er'tan
執福,zhi'fu
至好,zhi'hao
至好唔係,zhi'hao'wu'xi
炙火,zhi'huo
雉鷄,zhi'ji
滯鷄,zhi'ji
置家,zhi'jia
指甲鉗,zhi'jia'qian
窒腳,zhi'jiao
止咳,zhi'ke
滯口,zhi'kou
窒口窒舌,zhi'kou'zhi'she
執笠,zhi'li
執漏,zhi'lou
之嘛,zhi'ma
至無至話,zhi'mo'zhi'hua
紙皮,zhi'pi
知慳識儉,zhi'qian'shi'jian
執人口水溦,zhi'ren'kou'shui'wei
知聲,zhi'sheng
芝士,zhi'shi
執屍,zhi'shi
執式,zhi'shi
執拾,zhi'shi
滯市,zhi'shi
指手厾腳,zhi'shou'du'jiao
執手尾,zhi'shou'wei
執輸,zhi'shu
知書識墨,zhi'shu'shi'mo
織蟀,zhi'shuai
執私,zhi'si
執死鷄,zhi'si'ji
執死鷄仔,zhi'si'ji'zi
指天椒,zhi'tian'jiao
直頭,zhi'tou
知微,zhi'wei
知微麻利,zhi'wei'ma'li
之唔係,zhi'wu'xi
知醒,zhi'xing
執藥,zhi'yao
紙鷂,zhi'yao
指意,zhi'yi
執贏,zhi'ying
紙紮下扒,zhi'za'xia'ba
志在,zhi'zai
吱喳,zhi'zha
織針,zhi'zhen
支整,zhi'zheng
支質,zhi'zhi
汁執,zhi'zhi
制制得過,zhi'zhi'de'guo
支支整整,zhi'zhi'zheng'zheng
枝竹,zhi'zhu
執仔婆,zhi'zi'po
重秤,zhong'cheng
重皮,zhong'pi
仲系,zhong'xi
钟意,zhong'yi
周不時,zhou'bu'shi
周街,zhou'jie
周身,zhou'shen
周身屎,zhou'shen'shi
周身唔聚財,zhou'shen'wu'ju'cai
周身蚁,zhou'shen'yi
周時,zhou'shi
豬扒,zhu'ba
珠被,zhu'bei
豬婄腩,zhu'bu'nan
豬腸粉,zhu'chang'fen
豬肚棉,zhu'du'mian
柱躉,zhu'dun
豬膏,zhu'gao
豬公,zhu'gong
豬紅,zhu'gong
朱古力,zhu'gu'li
豬橫脷豬膶,zhu'heng'li'zhu'run
豬腳,zhu'jiao
豬郎,zhu'lang
豬籠車,zhu'long'ju
豬籠入水,zhu'long'ru'shui
豬陸,zhu'lu
豬嘜,zhu'mai
煮米,zhu'mi
豬乸,zhu'na
豬乸菜,zhu'na'cai
住年妹,zhu'nian'mei
豬尿煲,zhu'niao'bao
豬朋狗友,zhu'peng'gou'you
豬手,zhu'shou
豬網油,zhu'wang'you
朱義盛,zhu'yi'sheng
朱油,zhu'you
住月婆,zhu'yue'po
豬雜,zhu'za
豬踭肉,zhu'zheng'rou
煮重米,zhu'zhong'mi
豬仔,zhu'zi
轉頭,zhuai'tou
轉吓眼,zhuai'xia'yan
轉行,zhuai'xing
轉性,zhuai'xing
賺頭蝕尾,zhuan'tou'shi'wei
撞板,zhuang'ban
撞鬼,zhuang'gui
撞棍,zhuang'gun
撞见,zhuang'jian
状师,zhuang'shi
裝香,zhuang'xiang
撞啱,zhuang'yan
狀元紅,zhuang'yuan'gong
錐仔,zhui'zi
捉黄脚鸡,zhuo'huang'jiao'ji
捉棋,zhuo'qi
仔大仔世界,zi'da'zi'shi'jie
字花,zi'hua
子薑,zi'jiang
字粒,zi'li
字墨,zi'mo
仔乸,zi'na
仔女,zi'nv
自梳,zi'shu
自梳女,zi'shu'nv
滋味,zi'wei
自細,zi'xi
自在,zi'zai
自自然然,zi'zi'ran'ran
走宝,zou'bao
走夾唔抖,zou'ga'wu'dou
走紅,zou'gong
走鬼,zou'gui
走鸡,zou'ji
走路,zou'lu
走难,zou'nan
走水,zou'shui
走投,zou'tou
走唔起,zou'wu'qi
走學,zou'xue
走眼,zou'yan
阻埞,zu'di
阻滯,zu'zhi
卒之,zu'zhi
做丑人,zuo'chou'ren
坐低,zuo'di
做瓜,zuo'gua
坐花廳,zuo'hua'ting
作賤,zuo'jian
坐監,zuo'jian
做乜,zuo'mie
作嘔,zuo'ou
做七,zuo'qi
昨日,zuo'ri
做世界,zuo'shi'jie
做戏,zuo'xi
坐夜,zuo'ye
坐硬,zuo'ying
坐月,zuo'yue
坐月婆,zuo'yue'po
作狀,zuo'zhuang
坐庄,zuo'zhuang
做咗手脚,zuo'zuo'shou'jiao
