阿嘉娜,a'jia'na
西安隋唐墓壁画,xi'an'sui'tang'mu'bi'hua
习地,xi'di
西瓜红,xi'gua'hong
席湖,xi'hu
西画东渐,xi'hua'dong'jian
席欢,xi'huan
淅甲沥粉法,xi'jia'li'fen'fa
席凯来,xi'kai'lai
锡克沁千佛洞壁画,xi'ke'qin'qian'fo'dong'bi'hua
细密画,xi'mi'hua
溪南八景图册,xi'nan'ba'jing'tu'ce
洗水白,xi'shui'bai
西夏号陵壁画,xi'xia'hao'ling'bi'hua
西夏石窟壁画,xi'xia'shi'ku'bi'hua
西岩藏云图,xi'yan'cang'yun'tu
细叶脉,xi'ye'mai
细雨虬松图,xi'yu'qiu'song'tu
奚忠恕,xi'zhong'shu
夏葆元,xia'bao'yuan
夏昶,xia'chang
夏春辉,xia'chun'hui
夏圭,xia'gui
夏加尔,xia'jia'er
夏坚贞,xia'jian'zhen
夏俊娜,xia'jun'na
夏理斌,xia'li'bin
夏立业,xia'li'ye
夏林宽,xia'lin'kuan
夏令涛,xia'ling'tao
夏淼,xia'miao
夏培耀,xia'pei'yao
夏日女人茶,xia'ri'nv'ren'cha
虾肉色,xia'rou'se
夏山图,xia'shan'tu
夏喜智,xia'xi'zhi
夏晓红,xia'xiao'hong
夏兴元,xia'xing'yuan
夏禹玉,xia'yu'yu
夏祖亮,xia'zu'liang
瞎尊者,xia'zun'zhe
现成物,xian'cheng'wu
现代工笔,xian'dai'gong'bi
现代艺术,xian'dai'yi'shu
鲜粉红,xian'fen'hong
鲜蓝,xian'lan
显露隠含,xian'lu'yin'han
先铺后染,xian'pu'hou'ran
先染后铺,xian'ran'hou'pu
仙人峰,xian'ren'feng
仙山楼阁图,xian'shan'lou'ge'tu
鲜桃红,xian'tao'hong
冼小前,xian'xiao'qian
鲜锈红,xian'xiu'hong
咸阳唐苏君墓壁画,xian'yang'tang'su'jun'mu'bi'hua
先茔图,xian'ying'tu
鲜紫,xian'zi
向标,xiang'biao
向伯纯,xiang'bo'chun
向步云,xiang'bu'yun
香草绿,xiang'cao'lv
项诚学,xiang'cheng'xue
项而躬,xiang'er'gong
香粉红,xiang'fen'hong
镶覆,xiang'fu
香瓜橙,xiang'gua'cheng
乡宁千佛洞壁画,xiang'ning'qian'fo'dong'bi'hua
橡皮红,xiang'pi'hong
向庆华,xiang'qing'hua
象牙黑,xiang'ya'hei
象牙黄,xiang'ya'huang
象征主义,xiang'zheng'zhu'yi
肖宝云,xiao'bao'yun
萧伯玉,xiao'bo'yu
萧琛,xiao'chen
小乘客,xiao'cheng'ke
肖成章,xiao'cheng'zhang
肖大勇,xiao'da'yong
肖栋昆,xiao'dong'kun
肖丰,xiao'feng
小斧劈,xiao'fu'pi
小斧劈皴,xiao'fu'pi'cun
肖谷,xiao'gu
小华峰,xiao'hua'feng
小混点,xiao'hun'dian
肖骥波,xiao'ji'bo
肖继东,xiao'ji'dong
小间大,xiao'jian'da
肖景志,xiao'jing'zhi
萧俊贤,xiao'jun'xian
肖克刚,xiao'ke'gang
肖宽,xiao'kuan
肖孟江,xiao'meng'jiang
萧沛苍,xiao'pei'cang
萧鹏,xiao'peng
肖芊,xiao'qian
肖千,xiao'qian
萧谦中,xiao'qian'zhong
小山画谱,xiao'shan'hua'pu
萧盛福,xiao'sheng'fu
肖世扬,xiao'shi'yang
萧淑芳,xiao'shu'fang
肖涛生,xiao'tao'sheng
萧涛生,xiao'tao'sheng
萧翁,xiao'weng
肖笑言,xiao'xiao'yan
萧愻,xiao'xun
萧瑶,xiao'yao
肖瑶宁,xiao'yao'ning
孝义梁家庄元墓壁画,xiao'yi'liang'jia'zhuang'yuan'mu'bi'hua
小翼羽,xiao'yi'yu
肖永超,xiao'yong'chao
萧友法,xiao'you'fa
肖玉明,xiao'yu'ming
肖悦,xiao'yue
萧云从,xiao'yun'cong
萧云松,xiao'yun'song
萧照,xiao'zhao
谢彬,xie'bin
谢秉钧,xie'bing'jun
谢常勇,xie'chang'yong
谢成水,xie'cheng'shui
谢楚余,xie'chu'yu
谢东明,xie'dong'ming
谢逢春,xie'feng'chun
谢关键,xie'guan'jian
谢赫,xie'he
谢恒星,xie'heng'xing
谢环,xie'huan
谢楫年,xie'ji'nian
谢家模,xie'jia'mo
谢建德,xie'jian'de
谢建中,xie'jian'zhong
谢晋璋,xie'jin'zhang
谢理常,xie'li'chang
谢立俭,xie'li'jian
谢麟,xie'lin
谢木凡,xie'mu'fan
谢南星,xie'nan'xing
谢雱,xie'pang
谢鹏程,xie'peng'cheng
谢润,xie'run
谢森,xie'sen
写生揣意,xie'sheng'chuai'yi
谢述先,xie'shu'xian
谢叔宜,xie'shu'yi
谢荪,xie'sun
谢伟兴,xie'wei'xing
谢小健,xie'xiao'jian
谢孝珍,xie'xiao'zhen
谢兴伟,xie'xing'wei
谢耀庭,xie'yao'ting
写意花鸟,xie'yi'hua'niao
写意翎毛,xie'yi'ling'mao
写意人物,xie'yi'ren'wu
写意山水,xie'yi'shan'shui
谢永,xie'yong
谢永熙,xie'yong'xi
谢源璜,xie'yuan'huang
蟹爪树法,xie'zhao'shu'fa
蟹爪枝,xie'zhao'zhi
谢珍珠,xie'zhen'zhu
谢稚柳,xie'zhi'liu
新宝兰,xin'bao'lan
新大红,xin'da'hong
新粉橙,xin'fen'cheng
新粉红,xin'fen'hong
新古典主义,xin'gu'dian'zhu'yi
新海蓝,xin'hai'lan
忻海洲,xin'hai'zhou
新和托呼拉洞窟壁画,xin'he'tuo'hu'la'dong'ku'bi'hua
新红色,xin'hong'se
辛家峰,xin'jia'feng
新绛稷益庙壁画,xin'jiang'ji'yi'miao'bi'hua
新绛南范庄金墓壁画,xin'jiang'nan'fan'zhuang'jin'mu'bi'hua
新绛吴岭庄元墓壁画,xin'jiang'wu'ling'zhuang'yuan'mu'bi'hua
新津观音寺壁画,xin'jin'guan'yin'si'bi'hua
新军绿,xin'jun'lv
辛莽,xin'mang
新米白,xin'mi'bai
新嫩黄,xin'nen'huang
新天蓝,xin'tian'lan
新文人画,xin'wen'ren'hua
新艳绿,xin'yan'lv
欣一,xin'yi
新印象画派,xin'yin'xiang'hua'pai
新印象派,xin'yin'xiang'pai
新造型主义,xin'zao'xing'zhu'yi
邢波,xing'bo
幸代远,xing'dai'yuan
杏甫,xing'fu
杏复黑,xing'fu'hei
杏复紫,xing'fu'zi
邢会民,xing'hui'min
刑健健,xing'jian'jian
刑俊勤,xing'jun'qin
杏克色,xing'ke'se
星空蓝,xing'kong'lan
醒勒,xing'le
邢琏,xing'lian
醒染,xing'ran
邢若明,xing'ruo'ming
邢山山,xing'shan'shan
行书七言联,xing'shu'qi'yan'lian
杏驼,xing'tuo
杏王,xing'wang
性性黑,xing'xing'hei
邢亚梅,xing'ya'mei
邢仪,xing'yi
邢义君,xing'yi'jun
杏园东汉墓壁画,xing'yuan'dong'han'mu'bi'hua
行云流水描,xing'yun'liu'shui'miao
熊伯齐,xiong'bo'qi
熊长虹,xiong'chang'hong
熊德琴,xiong'de'qin
熊继雨,xiong'ji'yu
熊开元,xiong'kai'yuan
熊莉钧,xiong'li'jun
熊宇,xiong'yu
熊兆瑞,xiong'zhao'rui
胸中逸气,xiong'zhong'yi'qi
锈橙,xiu'cheng
锈红,xiu'hong
修拉,xiu'la
秀石疏林图,xiu'shi'shu'lin'tu
徐阿森,xu'a'sen
徐爱侠,xu'ai'xia
徐跋骋,xu'ba'cheng
许宝中,xu'bao'zhong
徐悲鸿,xu'bei'hong
徐丙旭,xu'bing'xu
徐浡君,xu'bo'jun
徐操,xu'cao
徐崇嗣,xu'chong'si
徐川青,xu'chuan'qing
徐大为,xu'da'wei
许道宁,xu'dao'ning
徐东林,xu'dong'lin
虚而灵,xu'er'ling
许奋,xu'fen
徐甫生,xu'fu'sheng
徐改之,xu'gai'zhi
徐公度,xu'gong'du
虚谷,xu'gu
徐光弟,xu'guang'di
徐光第,xu'guang'di
徐光培,xu'guang'pei
许广专,xu'guang'zhuan
徐贵忠,xu'gui'zhong
许国钰,xu'guo'yu
许翰政,xu'han'zheng
续鹤贤,xu'he'xian
徐泓滨,xu'hong'bin
许洪涛,xu'hong'tao
续画品,xu'hua'pin
许华秀,xu'hua'xiu
徐怀芳,xu'huai'fang
徐黄异体,xu'huang'yi'ti
徐加昌,xu'jia'chang
许家德,xu'jia'de
徐珈惠,xu'jia'hui
徐加茂,xu'jia'mao
徐坚白,xu'jian'bai
许金国,xu'jin'guo
徐敬鹏,xu'jing'peng
徐觉伟,xu'jue'wei
许钧棒,xu'jun'bang
徐俊东,xu'jun'dong
徐俊卿,xu'jun'qing
胥可,xu'ke
徐乐乐,xu'le'le
徐里,xu'li
徐立中,xu'li'zhong
许林涛,xu'lin'tao
徐毛毛,xu'mao'mao
徐茂平,xu'mao'ping
许敏雄,xu'min'xiong
徐明华,xu'ming'hua
徐牧原,xu'mu'yuan
许琦,xu'qi
许乔昌,xu'qiao'chang
徐乔建,xu'qiao'jian
徐勤学,xu'qin'xue
徐青峰,xu'qing'feng
许荣初,xu'rong'chu
徐尚馨,xu'shang'xin
许世辉,xu'shi'hui
徐石雪,xu'shi'xue
许守镇,xu'shou'zhen
许硕,xu'shuo
徐苏平,xu'su'ping
徐祟嗣,xu'sui'si
徐天离,xu'tian'li
徐渭,xu'wei
徐伟德,xu'wei'de
徐伟利,xu'wei'li
徐微强,xu'wei'qiang
徐唯辛,xu'wei'xin
徐唯新,xu'wei'xin
徐维辛,xu'wei'xin
徐文光,xu'wen'guang
徐熙,xu'xi
徐夏林,xu'xia'lin
徐小昆,xu'xiao'kun
许晓鹏,xu'xiao'peng
许孝诗,xu'xiao'shi
许辛,xu'xin
徐新奇,xu'xin'qi
徐新武,xu'xin'wu
胥幸福,xu'xing'fu
徐修凯,xu'xiu'kai
徐延平,xu'yan'ping
徐燕孙,xu'yan'sun
徐嬿婷,xu'yan'ting
徐衍伟,xu'yan'wei
徐彦洲,xu'yan'zhou
徐垚,xu'yao
徐一斓,xu'yi'lan
许英辉,xu'ying'hui
许英来,xu'ying'lai
徐应泉,xu'ying'quan
许英特,xu'ying'te
许永康,xu'yong'kang
徐友富,xu'you'fu
许雨仁,xu'yu'ren
徐远生,xu'yuan'sheng
胥远香,xu'yuan'xiang
虚斋名画录,xu'zhai'ming'hua'lu
徐璋,xu'zhang
徐章明,xu'zhang'ming
徐兆前,xu'zhao'qian
徐桢,xu'zhen
徐志伟,xu'zhi'wei
徐志远,xu'zhi'yuan
徐忠波,xu'zhong'bo
许忠华,xu'zhong'hua
徐梓峻,xu'zi'jun
徐子桥,xu'zi'qiao
宣和画谱,xuan'he'hua'pu
宣和装,xuan'he'zhuang
宣化辽墓壁画,xuan'hua'liao'mu'bi'hua
宣坚强,xuan'jian'qiang
宣新民,xuan'xin'min
宣新明,xuan'xin'ming
悬针,xuan'zhen
薛保瑕,xue'bao'xia
薛昌河,xue'chang'he
薛国平,xue'guo'ping
薛国强,xue'guo'qiang
薛海,xue'hai
薛昊,xue'hao
雪红,xue'hong
薛稷,xue'ji
薛墨,xue'mo
雪葩,xue'pa
雪坪子,xue'ping'zi
薛仁,xue'ren
薛亚军,xue'ya'jun
薛雁群,xue'yan'qun
薛耀军,xue'yao'jun
薛幼春,xue'you'chun
雪渔,xue'yu
薛智国,xue'zhi'guo
雪竹图,xue'zhu'tu
熏翠轩,xun'cui'xuan
薰衣草紫,xun'yi'cao'zi
雅典蓝,ya'dian'lan
雅典绿,ya'dian'lv
砑画,ya'hua
压角章,ya'jiao'zhang
鸭蓝,ya'lan
亚丽,ya'li
芽绿,ya'lv
亚明,ya'ming
砑装,ya'zhuang
烟白,yan'bai
闫博,yan'bo
阎博,yan'bo
颜伯龙,yan'bo'long
阏伯台壁画,yan'bo'tai'bi'hua
岩彩,yan'cai
岩彩画,yan'cai'hua
颜成彪,yan'cheng'biao
艳橙红,yan'cheng'hong
燕春晓,yan'chun'xiao
阎次平,yan'ci'ping
阎次于,yan'ci'yu
颜地,yan'di
烟断匡庐图扇,yan'duan'kuang'lu'tu'shan
阎飞,yan'fei
燕飞翔,yan'fei'xiang
阎凤成,yan'feng'cheng
岩夫,yan'fu
晏国波,yan'guo'bo
鄢和曦,yan'he'xi
闫珩,yan'heng
闫虎,yan'hu
艳黄,yan'huang
颜辉,yan'hui
严家宽,yan'jia'kuan
闫江,yan'jiang
燕杰,yan'jie
闫金金,yan'jin'jin
闫金山,yan'jin'shan
艳蓝,yan'lan
严力,yan'li
阎立本,yan'li'ben
阎立德,yan'li'de
严林芳,yan'lin'fang
阎玲,yan'ling
严梅,yan'mei
燕美侬,yan'mei'nong
严培明,yan'pei'ming
阎毗,yan'pi
闫萍,yan'ping
闫平,yan'ping
阎萍,yan'ping
严荣滨,yan'rong'bin
烟润,yan'run
阎世宏,yan'shi'hong
言师仲,yan'shi'zhong
颜铁铮,yan'tie'zheng
闫同林,yan'tong'lin
燕文贵,yan'wen'gui
颜文梁,yan'wen'liang
阎文喜,yan'wen'xi
阎向东,yan'xiang'dong
闫祥田,yan'xiang'tian
阎晓庆,yan'xiao'qing
严雄梅,yan'xiong'mei
燕娅娅,yan'ya'ya
颜勇金,yan'yong'jin
颜苑馨,yan'yuan'xin
严湛,yan'zhan
阎振铎,yan'zhen'duo
严智龙,yan'zhi'long
阎仲,yan'zhong
淹渍,yan'zi
杨伯润,yang'bo'run
杨参军,yang'can'jun
杨成国,yang'cheng'guo
杨成寅,yang'cheng'yin
杨成愿,yang'cheng'yuan
杨冲霄,yang'chong'xiao
杨大鹏,yang'da'peng
杨大全,yang'da'quan
杨得聆,yang'de'ling
杨得清,yang'de'qing
杨登雄,yang'deng'xiong
杨涤江,yang'di'jiang
杨尔驹,yang'er'ju
杨法,yang'fa
杨福徐,yang'fu'xu
杨钢,yang'gang
阳高云林寺壁画,yang'gao'yun'lin'si'bi'hua
杨戈,yang'ge
杨光素,yang'guang'su
杨国辛,yang'guo'xin
杨国新,yang'guo'xin
杨寒梅,yang'han'mei
杨寒松,yang'han'song
杨浩平,yang'hao'ping
杨浩石,yang'hao'shi
洋红,yang'hong
杨红太,yang'hong'tai
杨骅,yang'hua
氧化铬绿,yang'hua'ge'lv
杨惠珺,yang'hui'jun
杨惠民,yang'hui'min
杨继德,yang'ji'de
杨佳樱,yang'jia'ying
杨家勇,yang'jia'yong
阳建德,yang'jian'de
杨建功,yang'jian'gong
杨健健,yang'jian'jian
杨建京,yang'jian'jing
杨建明,yang'jian'ming
杨健男,yang'jian'nan
杨兼正,yang'jian'zheng
仰角透视法,yang'jiao'tou'shi'fa
杨晋,yang'jin
杨金生,yang'jin'sheng
杨金宇,yang'jin'yu
杨竟成,yang'jing'cheng
杨景芝,yang'jing'zhi
杨九根,yang'jiu'gen
杨九云,yang'jiu'yun
杨克山,yang'ke'shan
杨娌娅,yang'li'ya
羊烈,yang'lie
杨柳青画社,yang'liu'qing'hua'she
杨柳浴禽图,yang'liu'yu'qin'tu
杨卯,yang'mao
羊毛白,yang'mao'bai
杨茂源,yang'mao'yuan
杨美艳,yang'mei'yan
杨墨音,yang'mo'yin
杨乃美,yang'nai'mei
杨念一,yang'nian'yi
杨欧,yang'ou
杨培钊,yang'pei'zhao
扬茜,yang'qian
杨乾钊,yang'qian'zhao
杨庆义,yang'qing'yi
阳泉关帝庙壁画,yang'quan'guan'di'miao'bi'hua
杨善深,yang'shan'shen
杨绍军,yang'shao'jun
杨绍路,yang'shao'lu
杨少彤,yang'shao'tong
杨升,yang'sheng
杨生丁,yang'sheng'ding
杨识宏,yang'shi'hong
杨世梁,yang'shi'liang
杨士贤,yang'shi'xian
杨世艳,yang'shi'yan
杨受安,yang'shou'an
杨述,yang'shu
杨双庆,yang'shuang'qing
杨顺泰,yang'shun'tai
杨思陶,yang'si'tao
杨松寿,yang'song'shou
杨素明,yang'su'ming
杨弢,yang'tao
杨天问,yang'tian'wen
杨庭光,yang'ting'guang
杨万忠,yang'wan'zhong
杨为,yang'wei
杨卫平,yang'wei'ping
杨文斌,yang'wen'bin
杨文萍,yang'wen'ping
杨文胜,yang'wen'sheng
扬无咎,yang'wu'jiu
杨熙志,yang'xi'zhi
杨贤飞,yang'xian'fei
洋县良马寺壁画,yang'xian'liang'ma'si'bi'hua
杨先平,yang'xian'ping
杨贤艺,yang'xian'yi
杨小兵,yang'xiao'bing
杨晓鲁,yang'xiao'lu
杨潇湘,yang'xiao'xiang
杨小彦,yang'xiao'yan
杨晓艺,yang'xiao'yi
杨新伟,yang'xin'wei
杨兴生,yang'xing'sheng
杨雄伟,yang'xiong'wei
杨学光,yang'xue'guang
杨勋,yang'xun
杨勋硕,yang'xun'shuo
杨艳芳,yang'yan'fang
杨严囊,yang'yan'nang
杨彦懿,yang'yan'yi
杨尧,yang'yao
杨怡凡,yang'yi'fan
杨一江,yang'yi'jiang
杨永家,yang'yong'jia
杨永仁,yang'yong'ren
杨毓进,yang'yu'jin
杨玉泉,yang'yu'quan
杨月强,yang'yue'qiang
杨云辉,yang'yun'hui
杨芷,yang'zhi
杨志高,yang'zhi'gao
杨之光,yang'zhi'guang
扬州博物馆,yang'zhou'bo'wu'guan
扬州胡场汉墓壁画,yang'zhou'hu'chang'han'mu'bi'hua
扬州画苑录,yang'zhou'hua'yuan'lu
杨宗军,yang'zong'jun
杨祖述,yang'zu'shu
杨作霖,yang'zuo'lin
姚重庆,yao'chong'qing
姚尔畅,yao'er'chang
姚建军,yao'jian'jun
姚锦发,yao'jin'fa
姚金凌,yao'jin'ling
姚俊中,yao'jun'zhong
姚铭,yao'ming
姚巧云,yao'qiao'yun
姚秦,yao'qin
姚榕华,yao'rong'hua
姚绍民,yao'shao'min
姚胜荣,yao'sheng'rong
姚世璧,yao'shi'bi
姚舜熙,yao'shun'xi
幺天泰,yao'tian'tai
姚廷美,yao'ting'mei
姚夏宁,yao'xia'ning
姚晓玫,yao'xiao'mei
姚学兵,yao'xue'bing
姚有多,yao'you'duo
姚振学,yao'zhen'xue
姚志伟,yao'zhi'wei
姚宗浩,yao'zong'hao
幺祖懿,yao'zu'yi
叶爱民,ye'ai'min
叶滨,ye'bin
叶城棋盘千佛洞壁画,ye'cheng'qi'pan'qian'fo'dong'bi'hua
叶恒贵,ye'heng'gui
叶剑青,ye'jian'qing
叶筋,ye'jin
叶经新,ye'jing'xin
夜兰,ye'lan
叶立夫,ye'li'fu
叶力萌,ye'li'meng
耶律倍,ye'lv'bei
叶苗田,ye'miao'tian
叶培基,ye'pei'ji
叶丕祥,ye'pi'xiang
叶琪,ye'qi
叶其璋,ye'qi'zhang
叶浅予,ye'qian'yu
叶强,ye'qiang
叶若海,ye'ruo'hai
夜色蓝,ye'se'lan
叶圣琴,ye'sheng'qin
野兽派,ye'shou'pai
叶松青,ye'song'qing
叶伟夫,ye'wei'fu
叶武林,ye'wu'lin
叶锡祚,ye'xi'zuo
叶献民,ye'xian'min
叶肖岩,ye'xiao'yan
叶欣,ye'xin
野逸派,ye'yi'pai
叶鹰宇,ye'ying'yu
叶勇,ye'yong
叶正昌,ye'zheng'chang
叶之琦,ye'zhi'qi
叶竹盛,ye'zhu'sheng
野紫色,ye'zi'se
叶左韬,ye'zuo'tao
夷白堂,yi'bai'tang
意大利蓝,yi'da'li'lan
伊德尔,yi'de'er
颐公,yi'gong
仪顾堂序跋,yi'gu'tang'xu'ba
一壑泉声图,yi'he'quan'sheng'tu
一画了矣,yi'hua'le'yi
一画明,yi'hua'ming
一画章,yi'hua'zhang
一画者,yi'hua'zhe
一画之法,yi'hua'zhi'fa
伊慧,yi'hui
一杰,yi'jie
易晶,yi'jing
意蓝,yi'lan
意临,yi'lin
伊林春,yi'lin'chun
伊灵,yi'ling
蚁美楷,yi'mei'kai
意明笔透,yi'ming'bi'tou
以墨代色,yi'mo'dai'se
伊茹罕,yi'ru'han
一色式装裱,yi'se'shi'zhuang'biao
易雯,yi'wen
伊贤彬,yi'xian'bin
义县奉国寺壁画,yi'xian'feng'guo'si'bi'hua
伊玄,yi'xuan
乙妍,yi'yan
易艺源,yi'yi'yuan
易英,yi'ying
易鹰,yi'ying
易永辉,yi'yong'hui
易元吉,yi'yuan'ji
一枝阁,yi'zhi'ge
益州名画录,yi'zhou'ming'hua'lu
尹呈忠,yin'cheng'zhong
尹大河,yin'da'he
殷代奎,yin'dai'kui
印第安红,yin'di'an'hong
印定才,yin'ding'cai
印度黄,yin'du'huang
尹国光,yin'guo'guang
尹国良,yin'guo'liang
尹洪,yin'hong
殷洪,yin'hong
银灰绿,yin'hui'lv
隐款,yin'kuan
音茗,yin'ming
尹佩,yin'pei
尹鹏飞,yin'peng'fei
尹齐,yin'qi
阴晴各异,yin'qing'ge'yi
尹戎生,yin'rong'sheng
殷锐松,yin'rui'song
引首,yin'shou
尹瘦石,yin'shou'shi
尹向东,yin'xiang'dong
印象画派,yin'xiang'hua'pai
尹小斌,yin'xiao'bin
阴晓雪,yin'xiao'xue
尹欣,yin'xin
印宣,yin'xuan
尹雁华,yin'yan'hua
殷燕祥,yin'yan'xiang
尹扬华,yin'yang'hua
阴阳向背,yin'yang'xiang'bei
尹宇宁,yin'yu'ning
尹朝阳,yin'zhao'yang
殷智群,yin'zhi'qun
殷仲咨,yin'zhong'zi
殷梓湘,yin'zi'xiang
印宗秦汉,yin'zong'qin'han
尹佐民,yin'zuo'min
硬边艺术,ying'bian'yi'shu
营城子汉墓壁画,ying'cheng'zi'han'mu'bi'hua
映光壁画,ying'guang'bi'hua
荧光橙,ying'guang'cheng
莹光橙,ying'guang'cheng
荧光绿,ying'guang'lv
莹光绿,ying'guang'lv
荧光色,ying'guang'se
英国红,ying'guo'hong
荧黄,ying'huang
茔绿,ying'lv
荧绿,ying'lv
莹绿,ying'lv
瘿瓢,ying'piao
应歧,ying'qi
应世明,ying'shi'ming
应县净土寺壁画,ying'xian'jing'tu'si'bi'hua
应小杰,ying'xiao'jie
应野平,ying'ye'ping
永春纸织画,yong'chun'zhi'zhi'hua
永靖炳灵寺石窟壁画,yong'jing'bing'ling'si'shi'ku'bi'hua
永乐宫壁画,yong'le'gong'bi'hua
雍林,yong'lin
永宁寺佛塔塔基壁画,yong'ning'si'fo'ta'ta'ji'bi'hua
有剥落,you'bo'luo
有冲霄,you'chong'xiao
有嵯峨,you'cuo'e
游东醌,you'dong'kun
有丰致,you'feng'zhi
幽谷蓝,you'gu'lan
游海明,you'hai'ming
游华阳山图,you'hua'yang'shan'tu
游健,you'jian
尤开民,you'kai'min
有漓岏,you'li'wan
尤美玲,you'mei'ling
游敏,you'min
有磅礴,you'pang'bo
有飘缈,you'piao'miao
有奇峭,you'qi'qiao
有潜伏,you'qian'fu
游守中,you'shou'zhong
游丝描,you'si'miao
幽溪垂钓图,you'xi'chui'diao'tu
有险峻,you'xian'jun
右玉宝宁寺壁画,you'yu'bao'ning'si'bi'hua
有崱屴,you'ze'li
游正烽,you'zheng'feng
邮政绿,you'zheng'lv
于阿军,yu'a'jun
于艾君,yu'ai'jun
于安东,yu'an'dong
余超,yu'chao
余陈,yu'chen
俞成浩,yu'cheng'hao
俞成辉,yu'cheng'hui
于成松,yu'cheng'song
余承志,yu'cheng'zhi
榆次明墓壁画,yu'ci'ming'mu'bi'hua
于达,yu'da
喻丹诺,yu'dan'nuo
俞涤凡,yu'di'fan
雨点皴,yu'dian'cun
余都,yu'dou
羽豆紫,yu'dou'zi
于方浦,yu'fang'pu
于非闇,yu'fei'an
于非厂,yu'fei'chang
瘀粉红,yu'fen'hong
于福庚,yu'fu'geng
渔夫图,yu'fu'tu
渔父图,yu'fu'tu
于桂元,yu'gui'yuan
余含兮,yu'han'xi
余杭看山图卷,yu'hang'kan'shan'tu'juan
瘀红,yu'hong
鬻画,yu'hua
余华珍,yu'hua'zhen
喻慧,yu'hui
喻继高,yu'ji'gao
余继平,yu'ji'ping
俞剑华,yu'jian'hua
俞可,yu'ke
于克敏,yu'ke'min
俞乐孙,yu'le'sun
俞乐逊,yu'le'xun
余力茵,yu'li'yin
榆林窟壁画,yu'lin'ku'bi'hua
玉绿,yu'lv
于美玲,yu'mei'ling
玉门昌马石窟壁画,yu'men'chang'ma'shi'ku'bi'hua
玉米黄,yu'mi'huang
于明雷,yu'ming'lei
于彭,yu'peng
于普洁,yu'pu'jie
于荣国,yu'rong'guo
语山和尚,yu'shan'he'shang
余尚泓,yu'shang'hong
余绍宋,yu'shao'song
余省,yu'sheng
于生文,yu'sheng'wen
于省吾,yu'sheng'wu
玉石白,yu'shi'bai
余世芳,yu'shi'fang
玉树文成公主庙壁画,yu'shu'wen'cheng'gong'zhu'miao'bi'hua
余素政,yu'su'zheng
余统章,yu'tong'zhang
於薇,yu'wei
欲下先上,yu'xia'xian'shang
余湘治,yu'xiang'zhi
于小东,yu'xiao'dong
玉屑皴,yu'xie'cun
毓鑫,yu'xin
余旭鸿,yu'xu'hong
于学志,yu'xue'zhi
于瀛洲,yu'ying'zhou
于泳华,yu'yong'hua
于永强,yu'yong'qiang
欲右先左,yu'you'xian'zuo
于远廷,yu'yuan'ting
俞云阶,yu'yun'jie
喻振海,yu'zhen'hai
于振立,yu'zhen'li
羽枝,yu'zhi
禹之鼎,yu'zhi'ding
余之钦,yu'zhi'qin
余致贞,yu'zhi'zhen
俞致贞,yu'zhi'zhen
俞中保,yu'zhong'bao
羽轴,yu'zhou
于祖培,yu'zu'pei
原白,yuan'bai
元代山水,yuan'dai'shan'shui
员炖,yuan'dun
元冯道真墓壁画,yuan'feng'dao'zhen'mu'bi'hua
原夫,yuan'fu
袁广,yuan'guang
苑广华,yuan'guang'hua
袁国浩,yuan'guo'hao
远航白,yuan'hang'bai
袁慧铭,yuan'hui'ming
袁吉中,yuan'ji'zhong
袁佳,yuan'jia
袁江,yuan'jiang
袁俐,yuan'li
袁黎鸣,yuan'li'ming
袁培基,yuan'pei'ji
元圃方壶,yuan'pu'fang'hu
袁勤华,yuan'qin'hua
袁荣明,yuan'rong'ming
远山法,yuan'shan'fa
原绍温,yuan'shao'wen
元四家,yuan'si'jia
院体画风,yuan'ti'hua'feng
鸢尾蓝,yuan'wei'lan
袁文彬,yuan'wen'bin
原武温穆王墓壁画,yuan'wu'wen'mu'wang'mu'bi'hua
袁晓舫,yuan'xiao'fang
袁耀,yuan'yao
袁耀锷,yuan'yao'e
袁跃敏,yuan'yue'min
袁运生,yuan'yun'sheng
袁正阳,yuan'zheng'yang
元朱文,yuan'zhu'wen
月光蓝,yue'guang'lan
岳归堂,yue'gui'tang
岳凯,yue'kai
岳敏君,yue'min'jun
粤山人,yue'shan'ren
岳首群,yue'shou'qun
月仪帖,yue'yi'tie
岳婴,yue'ying
运笔运腕,yun'bi'yun'wan
恽格,yun'ge
云流水描,yun'liu'shui'miao
恽圻苍,yun'qi'cang
运情摹景,yun'qing'mo'jing
晕染,yun'ran
晕染法,yun'ran'fa
恽寿平,yun'shou'ping
云台峰,yun'tai'feng
云头皴,yun'tou'cun
运腕章,yun'wan'zhang
云维英,yun'wei'ying
杂朗敏珠林寺壁画,za'lang'min'zhu'lin'si'bi'hua
再廷,zai'ting
再育,zai'yu
臧尔康,zang'er'kang
臧林川,zang'lin'chuan
臧永杰,zang'yong'jie
枣核描,zao'he'miao
曾庆明,zeng'qing'ming
扎朗桑鸢寺主殿壁画,zha'lang'sang'yuan'si'zhu'dian'bi'hua
翟爽,zhai'shuang
翟欣建,zhai'xin'jian
翟一,zhai'yi
詹保国,zhan'bao'guo
战笔,zhan'bi
战笔水纹描,zhan'bi'shui'wen'miao
詹鸿昌,zhan'hong'chang
詹建俊,zhan'jian'jun
詹锦川,zhan'jin'chuan
詹金水,zhan'jin'shui
詹维克,zhan'wei'ke
詹学富,zhan'xue'fu
詹学军,zhan'xue'jun
展子虔,zhan'zi'qian
