阿母种桃云海际,a'mu'zhong'tao'yun'hai'ji
海中仙果子生迟,hai'zhong'xian'guo'zi'sheng'chi
亥字老人迎,hai'zi'lao'ren'ying
寒冰颁上才,han'bing'ban'shang'cai
酣畅浃肌发,han'chang'jia'ji'fa
汉帝偏知白马生,han'di'pian'zhi'bai'ma'sheng
含芳朝竞发,han'fang'chao'jing'fa
酣歌高楼上,han'ge'gao'lou'shang
寒光照旌节,han'guang'zhao'jing'jie
寒龟饮气受泥涂,han'gui'yin'qi'shou'ni'tu
含毫朗咏与谁同,han'hao'lang'yong'yu'shui'tong
涵胡画角怨边草,han'hu'hua'jiao'yuan'bian'cao
汉皇无奈老,han'huang'wu'nai'lao
汉家丞相重征后,han'jia'cheng'xiang'zhong'zheng'hou
汉家都尉旧征蛮,han'jia'du'wei'jiu'zheng'man
汉家飞将下天来,han'jia'fei'jiang'xia'tian'lai
汉家旄节付雄才,han'jia'mao'jie'fu'xiong'cai
寒江转沙曲,han'jiang'zhuan'sha'qu
悍睛忽星堕,han'jing'hu'xing'duo
汉郡三十六,han'jun'san'shi'liu
汉垒麏鼯斗,han'lei'jun'wu'dou
汉垒三秋静,han'lei'san'qiu'jing
汉陵秦苑遥苍苍,han'ling'qin'yuan'yao'cang'cang
寒漏滴深宫,han'lou'di'shen'gong
含露滴琼浆,han'lu'di'qiong'jiang
汉南趋节制,han'nan'qu'jie'zhi
寒女劳夜织,han'nv'lao'ye'zhi
含情谢林壑,han'qing'xie'lin'he
寒蕊差池落,han'rui'cha'chi'luo
含沙不能射,han'sha'bu'neng'she
寒沙雪相似,han'sha'xue'xiang'si
寒山暮多思,han'shan'mu'duo'si
汉上改词曹,han'shang'gai'ci'cao
寒甚谷难吹,han'shen'gu'nan'chui
寒食日途次松滋渡,han'shi'ri'tu'ci'song'zi'du
汉室贤王后,han'shi'xian'wang'hou
汉使星飞入,han'shi'xing'fei'ru
汉寿城边野草春,han'shou'cheng'bian'ye'cao'chun
汉寿城春望,han'shou'cheng'chun'wang
韩寿香销故箧衣,han'shou'xiang'xiao'gu'qie'yi
寒树鸟初动,han'shu'niao'chu'dong
撼树去狂花,han'shu'qu'kuang'hua
汉水浮春澜,han'shui'fu'chun'lan
汉水晋山郭,han'shui'jin'shan'guo
汉台馀故丘,han'tai'yu'gu'qiu
汉庭无右者,han'ting'wu'you'zhe
汗透罗衣雨点花,han'tou'luo'yi'yu'dian'hua
含烟吐雾郁参差,han'yan'tu'wu'yu'cen'ci
含烟绚碧彩,han'yan'xuan'bi'cai
寒夜阴云起,han'ye'yin'yun'qi
汉仪陈秘器,han'yi'chen'mi'qi
含意卷高帘,han'yi'juan'gao'lian
汗馀衫更馥,han'yu'shan'geng'fu
含晕迎初旭,han'yun'ying'chu'xu
汉置东南尉,han'zhi'dong'nan'wei
行当白露时,hang'dang'bai'lu'shi
行当衰暮日,hang'dang'shuai'mu'ri
行子东山起征思,hang'zi'dong'shan'qi'zheng'si
好把真经相对翻,hao'ba'zhen'jing'xiang'dui'fan
好处徘徊驻飞锡,hao'chu'pai'huai'zhu'fei'xi
好吹杨柳曲,hao'chui'yang'liu'qu
浩尔神骨清,hao'er'shen'gu'qing
好客交珠履,hao'ke'jiao'zhu'lv
好客无前期,hao'ke'wu'qian'qi
好令朝集使,hao'ling'chao'ji'shi
好去从空白玉台,hao'qu'cong'kong'bai'yu'tai
浩然机已息,hao'ran'ji'yi'xi
浩然吾将行,hao'ran'wu'jiang'xing
好染髭须事后生,hao'ran'zi'xu'shi'hou'sheng
好日起樯竿,hao'ri'qi'qiang'gan
浩如乘风船,hao'ru'cheng'feng'chuan
好雪动高情,hao'xue'dong'gao'qing
好学弃官班,hao'xue'qi'guan'ban
浩漾无时停,hao'yang'wu'shi'ting
好与陶贞白,hao'yu'tao'zhen'bai
好著櫜鞬莫惆怅,hao'zhu'gao'jian'mo'chou'chang
好醉逸三年,hao'zui'yi'san'nian
何必池塘春草生,he'bi'chi'tang'chun'cao'sheng
何必待寒梅,he'bi'dai'han'mei
何必管弦催,he'bi'guan'xian'cui
何必颜光禄,he'bi'yan'guang'lu
鹤病得秋轻,he'bing'de'qiu'qing
鹤病翘趾立,he'bing'qiao'zhi'li
何处不闻乐,he'chu'bu'wen'le
何处好风偏似雪,he'chu'hao'feng'pian'si'xue
何处好畬田,he'chu'hao'she'tian
何处列君名,he'chu'lie'jun'ming
何处秋风至,he'chu'qiu'feng'zhi
何处人间似仙境,he'chu'ren'jian'si'xian'jing
何处深春多,he'chu'shen'chun'duo
何处深春好,he'chu'shen'chun'hao
何处淹留白发生,he'chu'yan'liu'bai'fa'sheng
何处翳附郭,he'chu'yi'fu'guo
何代提戈去不还,he'dai'ti'ge'qu'bu'huan
鹤到辽东识旧巢,he'dao'liao'dong'shi'jiu'chao
何地无江湖,he'di'wu'jiang'hu
何烦哀虺蜴,he'fan'ai'hui'yi
和羹旧傅岩,he'geng'jiu'fu'yan
河鼓灵旗动,he'gu'ling'qi'dong
贺酒纷呶号,he'jiu'fen'nao'hao
何况悲翁发似霜,he'kuang'bei'weng'fa'si'shuang
何况本书生,he'kuang'ben'shu'sheng
何况曾经沉隐侯,he'kuang'ceng'jing'chen'yin'hou
何况菊香新酒熟,he'kuang'ju'xiang'xin'jiu'shu
何况蒙山顾渚春,he'kuang'meng'shan'gu'zhu'chun
何况迁乔旧同伴,he'kuang'qian'qiao'jiu'tong'ban
何况清弦急管催,he'kuang'qing'xian'ji'guan'cui
何郎独在无恩泽,he'lang'du'zai'wu'en'ze
何劳更树北堂萱,he'lao'geng'shu'bei'tang'xuan
和乐天春词,he'le'tian'chun'ci
和乐天洛下醉吟,he'le'tian'luo'xia'zui'yin
和乐天南园试小乐,he'le'tian'nan'yuan'shi'xiao'le
和乐天诮失婢榜者,he'le'tian'qiao'shi'bi'bang'zhe
和乐天秋凉闲卧,he'le'tian'qiu'liang'xian'wo
和乐天题真娘墓,he'le'tian'ti'zhen'niang'mu
和乐天以镜换酒,he'le'tian'yi'jing'huan'jiu
和乐天鹦鹉,he'le'tian'ying'wu
和乐天早寒,he'le'tian'zao'han
和乐天柘枝,he'le'tian'zhe'zhi
和乐埙篪然,he'le'xun'chi'ran
鹤唳华亭月,he'li'hua'ting'yue
鹤恋故巢云恋岫,he'lian'gu'chao'yun'lian'xiu
和令狐相公别牡丹,he'ling'hu'xiang'gong'bie'mu'dan
和令狐相公入潼关,he'ling'hu'xiang'gong'ru'tong'guan
和令狐相公玩白菊,he'ling'hu'xiang'gong'wan'bai'ju
河流添马颊,he'liu'tian'ma'jia
纥那曲二首,he'na'qu'er'shou
河南白尹大檀越,he'nan'bai'yin'da'tan'yue
河南大君频出难,he'nan'da'jun'pin'chu'nan
河南地属平卢军,he'nan'di'shu'ping'lu'jun
和裴相公傍水闲行,he'pei'xiang'gong'bang'shui'xian'xing
贺雀尽惊飞,he'que'jin'jing'fei
何人谙此景,he'ren'an'ci'jing
何人不愿解珠璎,he'ren'bu'yuan'jie'zhu'ying
何人承玉趾,he'ren'cheng'yu'zhi
何人动素车,he'ren'dong'su'che
何人更立智琼祠,he'ren'geng'li'zhi'qiong'ci
何人居贵位,he'ren'ju'gui'wei
何人事搴芳,he'ren'shi'qian'fang
何人万里能相忆,he'ren'wan'li'neng'xiang'yi
何人为吊客,he'ren'wei'diao'ke
何人心事同,he'ren'xin'shi'tong
何如凤池上,he'ru'feng'chi'shang
何如上客会,he'ru'shang'ke'hui
喝杀三声掠地来,he'sha'san'sheng'lue'di'lai
何时策马同归去,he'shi'ce'ma'tong'gui'qu
何时得把浮丘袖,he'shi'de'ba'fu'qiu'xiu
何事独伤怀,he'shi'du'shang'huai
何事连年鸑鷟飞,he'shi'lian'nian'yue'zhuo'fei
何时良宴会,he'shi'liang'yan'hui
何事秋卿咏,he'shi'qiu'qing'yong
何事上春日,he'shi'shang'chun'ri
何事神仙九天上,he'shi'shen'xian'jiu'tian'shang
何事陶彭泽,he'shi'tao'peng'ze
何时天际来,he'shi'tian'ji'lai
何事夷门请诗送,he'shi'yi'men'qing'shi'song
合属人间第一流,he'shu'ren'jian'di'yi'liu
何水无鲔鳣,he'shui'wu'wei'zhan
和思黯忆南庄见示,he'si'an'yi'nan'zhuang'jian'shi
鹤叹二首,he'tan'er'shou
鹤吐明珠暂报恩,he'tu'ming'zhu'zan'bao'en
何武劾腐儒,he'wu'he'fu'ru
何物令侬羡,he'wu'ling'nong'xian
何幸逢休运,he'xing'feng'xiu'yun
何幸相招同醉处,he'xing'xiang'zhao'tong'zui'chu
何许相逢绿杨路,he'xu'xiang'feng'lv'yang'lu
何言马蹄下,he'yan'ma'ti'xia
赫奕成洪炉,he'yi'cheng'hong'lu
赫奕三川至,he'yi'san'chuan'zhi
何因出尘滓,he'yin'chu'chen'zi
何用征越巫,he'yong'zheng'yue'wu
何由陪一觞,he'you'pei'yi'shang
何由说得平生意,he'you'shuo'de'ping'sheng'yi
合在增城阿姥家,he'zai'zeng'cheng'a'lao'jia
荷珠贯索断,he'zhu'guan'suo'duan
嘿嘿含悲辛,hei'hei'han'bei'xin
黑弰继前功,hei'shao'ji'qian'gong
黑水东边第一栽,hei'shui'dong'bian'di'yi'zai
黑土连闉闍,hei'tu'lian'yin'du
黑烟耸鳞甲,hei'yan'song'lin'jia
恨比四愁多,hen'bi'si'chou'duo
恨不同时便伏膺,hen'bu'tong'shi'bian'fu'ying
恨多无力斟,hen'duo'wu'li'zhen
恨为一夕客,hen'wei'yi'xi'ke
恨无黄金千万饼,hen'wu'huang'jin'qian'wan'bing
恨无消息到今朝,hen'wu'xiao'xi'dao'jin'zhao
恨无羊角风,hen'wu'yang'jiao'feng
姮娥归处月宫深,heng'e'gui'chu'yue'gong'shen
衡岭浮翠晶,heng'ling'fu'cui'jing
衡巫屹环峙,heng'wu'yi'huan'zhi
红壁尚留香漠漠,hong'bi'shang'liu'xiang'mo'mo
洪波涵淡浮熊罴,hong'bo'han'dan'fu'xiong'pi
洪恩九族惇,hong'en'jiu'zu'dun
虹旌猎楚田,hong'jing'lie'chu'tian
洪垆作高山,hong'lu'zuo'gao'shan
红旆晴翻绕古堤,hong'pei'qing'fan'rao'gu'di
红旗阅五兵,hong'qi'yue'wu'bing
轰如鞭石矻且摇,hong'ru'bian'shi'ku'qie'yao
红霞映树鹧鸪鸣,hong'xia'ying'shu'zhe'gu'ming
红绡翦出玲珑翅,hong'xiao'jian'chu'ling'long'chi
红袖花欲然,hong'xiu'hua'yu'ran
洪崖肩可拍,hong'ya'jian'ke'pai
红焰出墙头,hong'yan'chu'qiang'tou
红焰远成霞,hong'yan'yuan'cheng'xia
虹影俄侵日,hong'ying'e'qin'ri
洪韵发华钟,hong'yun'fa'hua'zhong
红烛引至更衣处,hong'zhu'yin'zhi'geng'yi'chu
厚地藏宿热,hou'di'zang'su're
后会已凋沦,hou'hui'yi'diao'lun
侯家故吏歌声发,hou'jia'gu'li'ge'sheng'fa
侯家小儿能觱篥,hou'jia'xiao'er'neng'bi'li
后来登甲乙,hou'lai'deng'jia'yi
后来富贵已零落,hou'lai'fu'gui'yi'ling'luo
后来无不揖芳尘,hou'lai'wu'bu'yi'fang'chen
候吏立沙际,hou'li'li'sha'ji
侯门方击钟,hou'men'fang'ji'zhong
侯门有仁义,hou'men'you'ren'yi
后骑蹙成花,hou'qi'cu'cheng'hua
后骑踏桥声,hou'qi'ta'qiao'sheng
后岁当来觌,hou'sui'dang'lai'di
后庭花一曲,hou'ting'hua'yi'qu
后院花开旧折枝,hou'yuan'hua'kai'jiu'zhe'zhi
忽报梦中携手行,hu'bao'meng'zhong'xie'shou'hang
忽被戒羸骖,hu'bei'jie'lei'can
湖草初生边雁去,hu'cao'chu'sheng'bian'yan'qu
胡尘昔起蓟北门,hu'chen'xi'qi'ji'bei'men
忽从憔悴有生意,hu'cong'qiao'cui'you'sheng'yi
呼儿贯鱼归,hu'er'guan'yu'gui
忽尔闻调笙,hu'er'wen'tiao'sheng
忽尔弦断绝,hu'er'xian'duan'jue
忽逢乘马客,hu'feng'cheng'ma'ke
胡服何葳蕤,hu'fu'he'wei'rui
湖光秋月两相和,hu'guang'qiu'yue'liang'xiang'he
忽见夏木深,hu'jian'xia'mu'shen
壶浆各自擎,hu'jiang'ge'zi'qing
忽惊金印驾朱轓,hu'jing'jin'yin'jia'zhu'fan
忽惊暮雨飘零尽,hu'jing'mu'yu'piao'ling'jin
忽惊元和十二载,hu'jing'yuan'he'shi'er'zai
忽领簿书游太学,hu'ling'bu'shu'you'tai'xue
虎落定相攻,hu'luo'ding'xiang'gong
濩落唯心在,hu'luo'wei'xin'zai
胡马西南骛,hu'ma'xi'nan'wu
湖满景方霁,hu'man'jing'fang'ji
虎咆空野震,hu'pao'kong'ye'zhen
湖平月上天地空,hu'ping'yue'shang'tian'di'kong
琥珀盏红疑漏酒,hu'po'zhan'hong'yi'lou'jiu
虎丘寺路宴,hu'qiu'si'lu'yan
忽然便有江湖思,hu'ran'bian'you'jiang'hu'si
忽然登高心瞥起,hu'ran'deng'gao'xin'pie'qi
忽然结束如秋蓬,hu'ran'jie'shu'ru'qiu'peng
忽然笑语半天上,hu'ran'xiao'yu'ban'tian'shang
护塞无南牧,hu'sai'wu'nan'mu
胡沙万里空,hu'sha'wan'li'kong
湖上收宿雨,hu'shang'shou'su'yu
壶觞慰迁徙,hu'shang'wei'qian'xi
湖上远岚清,hu'shang'yuan'lan'qing
虎绶悬新印,hu'shou'xuan'xin'yin
忽思争道画平沙,hu'si'zheng'dao'hua'ping'sha
户算资渔猎,hu'suan'zi'yu'lie
忽叹幽明异,hu'tan'you'ming'yi
户庭凝露清,hu'ting'ning'lu'qing
忽闻饥乌一噪聚,hu'wen'ji'wu'yi'zao'ju
虎啸崖谷寒,hu'xiao'ya'gu'han
虎啸夜林动,hu'xiao'ye'lin'dong
忽行幽径破莓苔,hu'xing'you'jing'po'mei'tai
虎穴得子人皆惊,hu'xue'de'zi'ren'jie'jing
湖烟始开山日高,hu'yan'shi'kai'shan'ri'gao
忽忆前言更惆怅,hu'yi'qian'yan'geng'chou'chang
忽忆吴兴郡,hu'yi'wu'xing'jun
忽忆遗民社中客,hu'yi'yi'min'she'zhong'ke
忽拥貔貅镇粤城,hu'yong'pi'xiu'zhen'yue'cheng
湖鱼香胜肉,hu'yu'xiang'sheng'rou
华表半空经霹雳,hua'biao'ban'kong'jing'pi'li
华表廖王墓,hua'biao'liao'wang'mu
华表千年一鹤归,hua'biao'qian'nian'yi'he'gui
化成池沼无痕迹,hua'cheng'chi'zhao'wu'hen'ji
华池非不清,hua'chi'fei'bu'qing
花出莫愁坊,hua'chu'mo'chou'fang
化得邦人解吟咏,hua'de'bang'ren'jie'yin'yong
画地奏明光,hua'di'zou'ming'guang
花萼楼前初种时,hua'e'lou'qian'chu'zhong'shi
花发即经过,hua'fa'ji'jing'guo
花繁露未干,hua'fan'lu'wei'gan
花含欲语意,hua'han'yu'yu'yi
花红草绿人间事,hua'hong'cao'lv'ren'jian'shi
花红易衰似郎意,hua'hong'yi'shuai'si'lang'yi
花间数杯酒,hua'jian'shu'bei'jiu
画角金饶旦夕吹,hua'jiao'jin'rao'dan'xi'chui
花径须深入,hua'jing'xu'shen'ru
话旧还惆怅,hua'jiu'hai'chou'chang
花开时节动京城,hua'kai'shi'jie'dong'jing'cheng
花撩欲定僧,hua'liao'yu'ding'seng
花临府署明,hua'lin'fu'shu'ming
华林霜叶红霞晚,hua'lin'shuang'ye'hong'xia'wan
花林委曲巡,hua'lin'wei'qu'xun
骅骝啮足自无惊,hua'liu'nie'zu'zi'wu'jing
花落子成三千岁,hua'luo'zi'cheng'san'qian'sui
画眉窗下月犹残,hua'mei'chuang'xia'yue'you'can
花密但闻声,hua'mi'dan'wen'sheng
花面丫头十三四,hua'mian'ya'tou'shi'san'si
花木手栽偏有兴,hua'mu'shou'zai'pian'you'xing
花前恨风急,hua'qian'hen'feng'ji
花前叶底奉君王,hua'qian'ye'di'feng'jun'wang
花时天似醉,hua'shi'tian'si'zui
画时应遇空亡日,hua'shi'ying'yu'kong'wang'ri
花树当朱阁,hua'shu'dang'zhu'ge
花树满空迷处所,hua'shu'man'kong'mi'chu'suo
华堂对嘉树,hua'tang'dui'jia'shu
画堂帘幕外,hua'tang'lian'mu'wai
华堂列红烛,hua'tang'lie'hong'zhu
华堂留客看惊鸿,hua'tang'liu'ke'kan'jing'hong
华堂秋簟清,hua'tang'qiu'dian'qing
华堂夜多思,hua'tang'ye'duo'si
化为孤石苦相思,hua'wei'gu'shi'ku'xiang'si
华屋坐来能几日,hua'wu'zuo'lai'neng'ji'ri
花下舞筵铺彩霞,hua'xia'wu'yan'pu'cai'xia
花巷暖随轻舞蝶,hua'xiang'nuan'sui'qing'wu'die
华星却复文昌位,hua'xing'que'fu'wen'chang'wei
画筵曲罢辞归去,hua'yan'qu'ba'ci'gui'qu
华筵舞玉颜,hua'yan'wu'yu'yan
花叶自相催,hua'ye'zi'xiang'cui
花意已含蓄,hua'yi'yi'han'xu
华茵织斗鲸,hua'yin'zhi'dou'jing
化作鸳鸯一只飞,hua'zuo'yuan'yang'yi'zhi'fei
淮安古地拥州师,huai'an'gu'di'yong'zhou'shi
淮海多夏雨,huai'hai'duo'xia'yu
怀旧空吟闻笛赋,huai'jiu'kong'yin'wen'di'fu
槐柳渐萧疏,huai'liu'jian'xiao'shu
怀律操剽轻,huai'lv'cao'piao'qing
淮南多冶词,huai'nan'duo'ye'ci
淮南桂树小山词,huai'nan'gui'shu'xiao'shan'ci
怀铅辨虫蠹,huai'qian'bian'chong'du
怀人敬遗像,huai'ren'jing'yi'xiang
怀人吴御亭,huai'ren'wu'yu'ting
槐市诸生夜读书,huai'shi'zhu'sheng'ye'du'shu
淮水东边旧时月,huai'shui'dong'bian'jiu'shi'yue
淮水逶迤光,huai'shui'wei'yi'guang
淮西春草长,huai'xi'chun'cao'chang
淮西既是平安地,huai'xi'ji'shi'ping'an'de
徊翔集帝梧,huai'xiang'ji'di'wu
怀袖有琼英,huai'xiu'you'qiong'ying
淮阴行五首,huai'yin'xing'wu'shou
宦薄傲公卿,huan'bao'ao'gong'qing
宦达翻思退,huan'da'fan'si'tui
欢冯醉尽呈,huan'feng'zui'jin'cheng
欢呼百姓瞻,huan'hu'bai'xing'zhan
环玦赐迁斥,huan'jue'ci'qian'chi
欢然臻四美,huan'ran'zhen'si'mei
涣若春冰溃,huan'ruo'chun'bing'kui
欢声喜气满吴州,huan'sheng'xi'qi'man'wu'zhou
换他竹叶十旬杯,huan'ta'zhu'ye'shi'xun'bei
宦途虽别旧情亲,huan'tu'sui'bie'jiu'qing'qin
欢谣众共听,huan'yao'zhong'gong'ting
欢意待花开,huan'yi'dai'hua'kai
桓伊定不凡,huan'yi'ding'bu'fan
寰中影有迁,huan'zhong'ying'you'qian
黄尘马嵬驿,huang'chen'ma'wei'yi
荒祠古墓对荆榛,huang'ci'gu'mu'dui'jing'zhen
荒村闻犬稀,huang'cun'wen'quan'xi
皇帝弟子韦家曲,huang'di'di'zi'wei'jia'qu
黄发相看万事休,huang'fa'xiang'kan'wan'shi'xiu
黄河一曲当城下,huang'he'yi'qu'dang'cheng'xia
皇家禅圣时,huang'jia'chan'sheng'shi
皇家感至道,huang'jia'gan'zhi'dao
荒街浅深辙,huang'jie'qian'shen'zhe
黄鹂吞声燕无语,huang'li'tun'sheng'yan'wu'yu
黄牛白腹,huang'niu'bai'fu
黄犬往复还,huang'quan'wang'fu'hai
恍若惊麏顾,huang'ruo'jing'jun'gu
黄石履看堕,huang'shi'lv'kan'duo
荒台侧生树,huang'tai'ce'sheng'shu
滉漾雪海翻,huang'yang'xue'hai'fan
荒营野草秋,huang'ying'ye'cao'qiu
黄纸除书每日闻,huang'zhi'chu'shu'mei'ri'wen
惠彼嗤嗤氓,hui'bi'chi'chi'mang
蕙草芳未歇,hui'cao'fang'wei'xie
蕙草香书殿,hui'cao'xiang'shu'dian
回唱迎神三两声,hui'chang'ying'shen'san'liang'sheng
回车已不见,hui'che'yi'bu'jian
会乘云雨一时回,hui'cheng'yun'yu'yi'shi'hui
会待休车骑,hui'dai'xiu'che'qi
卉服联操袂,hui'fu'lian'cao'mei
灰琯应新律,hui'guan'ying'xin'lv
挥翰动三辰,hui'han'dong'san'chen
挥毫成逸韵,hui'hao'cheng'yi'yun
惠好结中肠,hui'hao'jie'zhong'chang
挥毫起制来东省,hui'hao'qi'zhi'lai'dong'sheng
回裾飘雾雨,hui'ju'piao'wu'yu
蕙兰湘水清,hui'lan'xiang'shui'qing
回廊架险高且曲,hui'lang'jia'xian'gao'qie'qu
回流抱绝巘,hui'liu'bao'jue'yan
挥袂谢啼者,hui'mei'xie'ti'zhe
回眸举袖拂青霞,hui'mou'ju'xiu'fu'qing'xia
回眸情更深,hui'mou'qing'geng'shen
回入纥那披绿罗,hui'ru'he'na'pi'lv'luo
回首别乡情,hui'shou'bie'xiang'qing
回首降幡下,hui'shou'jiang'fan'xia
挥手青门桥,hui'shou'qing'men'qiao
回首伤如何,hui'shou'shang'ru'he
回首庭中看舞枪,hui'shou'ting'zhong'kan'wu'qiang
挥手一来归,hui'shou'yi'lai'gui
回首云深处,hui'shou'yun'shen'chu
会书团扇上,hui'shu'tuan'shan'shang
毁台生鲁谷,hui'tai'sheng'lu'gu
会向琐窗望,hui'xiang'suo'chuang'wang
回心向酒卮,hui'xin'xiang'jiu'zhi
慧性非形碍,hui'xing'fei'xing'ai
挥袖向风斜,hui'xiu'xiang'feng'xie
挥袖依稀见,hui'xiu'yi'xi'jian
回旋堕玉搔,hui'xuan'duo'yu'sao
会有知兵者,hui'you'zhi'bing'zhe
混成非一水,hun'cheng'fei'yi'shui
昏旦递明媚,hun'dan'di'ming'mei
魂归不见人,hun'gui'bu'jian'ren
昏昏恋衾枕,hun'hun'lian'qin'zhen
魂交益部刀,hun'jiao'yi'bu'dao
昏镜非美金,hun'jing'fei'mei'jin
阍吏告无事,hun'li'gao'wu'shi
浑侍中宅牡丹,hun'shi'zhong'zhai'mu'dan
荤血昏精魄,hun'xue'hun'jing'po
婚姻通木客,hun'yin'tong'mu'ke
豁达值阡陌,huo'da'zhi'qian'mo
火德资生人,huo'de'zi'sheng'ren
火风乖四大,huo'feng'guai'si'da
火号休传警,huo'hao'xiu'chuan'jing
火后见琮璜,huo'hou'jian'cong'huang
祸来昧几兆,huo'lai'mei'ji'zhao
火旻尚昏霾,huo'min'shang'hun'mai
豁然重昏敛,huo'ran'zhong'hun'lian
火入荒陵化宝衣,huo'ru'huang'ling'hua'bao'yi
火山摧半空,huo'shan'cui'ban'kong
火山凌雾朝,huo'shan'ling'wu'chao
火山宵焰红,huo'shan'xiao'yan'hong
火星忽南见,huo'xing'hu'nan'jian
火星正西流,huo'xing'zheng'xi'liu
火云蔚千里,huo'yun'wei'qian'li
火种开山脊,huo'zhong'kai'shan'ji
机罢犹安石,ji'ba'you'an'shi
鸡唱后园枝,ji'chang'hou'yuan'zhi
寄成都武相公,ji'cheng'dou'wu'xiang'gong
几处花开有主人,ji'chu'hua'kai'you'zhu'ren
几处游人草头歇,ji'chu'you'ren'cao'tou'xie
及此西还日,ji'ci'xi'hai'ri
记得云间第一歌,ji'de'yun'jian'di'yi'ge
几度朝回一字行,ji'du'chao'hui'yi'zi'xing
几度欲归去,ji'du'yu'gui'qu
肌肤销尽雪霜色,ji'fu'xiao'jin'xue'shuang'se
寄湖州韩中丞,ji'hu'zhou'han'zhong'cheng
计会雪中争挈榼,ji'hui'xue'zhong'zheng'qie'ke
寂寂独看金烬落,ji'ji'du'kan'jin'jin'luo
唧唧满庭飞,ji'ji'man'ting'fei
寂寂无何乡,ji'ji'wu'he'xiang
寂寂重寂寂,ji'ji'zhong'ji'ji
几见武昌柳,ji'jian'wu'chang'liu
急节堕琼英,ji'jie'duo'qiong'ying
击节日麾肱,ji'jie'ri'hui'gong
及看花落后,ji'kan'hua'luo'hou
寄朗州温右史曹长,ji'lang'zhou'wen'you'shi'cao'chang
计吏笑致辞,ji'li'xiao'zhi'ci
寂历斜阳照县鼓,ji'li'xie'yang'zhao'xian'gu
积潦搜山趾,ji'liao'sou'shan'zhi
寂寥一枯木,ji'liao'yi'ku'mu
寂寥照镜台,ji'liao'zhao'jing'tai
稽岭峰疑灵鹫飞,ji'ling'feng'yi'ling'jiu'fei
鸡笼为石颗,ji'long'wei'shi'ke
汲路明寒沙,ji'lu'ming'han'sha
继明悬日月,ji'ming'xuan'ri'yue
寂寞草玄徒,ji'mo'cao'xuan'tu
寂寞蝉声静,ji'mo'chan'sheng'jing
寂寞繁花尽,ji'mo'fan'hua'jin
寂寞孤飞蝶,ji'mo'gu'fei'die
寂寞竟何成,ji'mo'jing'he'cheng
寂寞旅魂招不归,ji'mo'lv'hun'zhao'bu'gui
寂寞韶阳庙,ji'mo'shao'yang'miao
寂寞一病士,ji'mo'yi'bing'shi
寂寞一双鹤,ji'mo'yi'shuang'he
寂寞鱼山青草里,ji'mo'yu'shan'qing'cao'li
几年丹霄上,ji'nian'dan'xiao'shang
几年方一面,ji'nian'fang'yi'mian
几年侍从作名臣,ji'nian'shi'cong'zuo'ming'chen
几年油幕佐征东,ji'nian'you'mu'zuo'zheng'dong
寄毗陵杨给事三首,ji'pi'ling'yang'gei'shi'san'shou
机桥罢亘空,ji'qiao'ba'gen'kong
积庆是神扶,ji'qing'shi'shen'fu
几人垂泪拜碑前,ji'ren'chui'lei'bai'bei'qian
几人连蹋竹歌还,ji'ren'lian'ta'zhu'ge'hai
几人伤远目,ji'ren'shang'yuan'mu
几人思郈成,ji'ren'si'hou'cheng
几人雄猛得宁馨,ji'ren'xiong'meng'de'ning'xin
鸡人一唱鼓蓬蓬,ji'ren'yi'chang'gu'peng'peng
几人有华筵,ji'ren'you'hua'yan
嵇阮虽贫兴未衰,ji'ruan'sui'pin'xing'wei'shuai
稽山自与岐山别,ji'shan'zi'yu'qi'shan'bie
鸡声犬声遥相闻,ji'sheng'quan'sheng'yao'xiang'wen
济时成国器,ji'shi'cheng'guo'qi
几时登岘首,ji'shi'deng'xian'shou
几时还玉京,ji'shi'hai'yu'jing
鸡树遂翱翔,ji'shu'sui'ao'xiang
几岁悲南国,ji'sui'bei'nan'guo
即随刘武威,ji'sui'liu'wu'wei
几岁自荣乐,ji'sui'zi'rong'le
寄太原令狐相公,ji'tai'yuan'ling'hu'xiang'gong
寄唐州杨八归厚,ji'tang'zhou'yang'ba'gui'hou
继体三才理,ji'ti'san'cai'li
寂听无流心,ji'ting'wu'liu'xin
籍通金马门,ji'tong'jin'ma'men
饥乌来觇桓玄目,ji'wu'lai'chan'huan'xuan'mu
冀无身外忧,ji'wu'shen'wai'you
妓席拂云鬓,ji'xi'fu'yun'bin
寄谢嵇中散,ji'xie'ji'zhong'san
寄谢殷勤九天侣,ji'xie'yin'qin'jiu'tian'lv
羁心目悬旌,ji'xin'mu'xuan'jing
疾行穿雨过,ji'xing'chuan'yu'guo
寄兴良有以,ji'xing'liang'you'yi
寄言垂天翼,ji'yan'chui'tian'yi
寄砚感离群,ji'yan'gan'li'qun
寄言迁金子,ji'yan'qian'jin'zi
寄言知音者,ji'yan'zhi'yin'zhe
寄杨八拾遗,ji'yang'ba'shi'yi
寄杨八寿州,ji'yang'ba'shou'zhou
寄杨虢州与之旧姻,ji'yang'guo'zhou'yu'zhi'jiu'yin
罽衣髽首声哓哓,ji'yi'zhua'shou'sheng'xiao'xiao
积阴春暗度,ji'yin'chun'an'du
寄语何平叔,ji'yu'he'ping'shu
寄与江南汤慧休,ji'yu'jiang'nan'tang'hui'xiu
寄与愧交朋,ji'yu'kui'jiao'peng
寄在人寰内,ji'zai'ren'huan'nei
寄赠小樊,ji'zeng'xiao'fan
