阿保之功,a'bao'zhi'gong
入幕之宾,ru'mu'zhi'bin
如鸟兽散,ru'niao'shou'san
如牛负重,ru'niu'fu'zhong
如弃敝屣,ru'qi'bi'xi
如泣草芥,ru'qi'cao'jie
如切如磋,ru'qie'ru'cuo
入情入理,ru'qing'ru'li
如丘而止,ru'qiu'er'zhi
如日方升,ru'ri'fang'sheng
如日方中,ru'ri'fang'zhong
如日中天,ru'ri'zhong'tian
如丧考妣,ru'sang'kao'bi
入圣超凡,ru'sheng'chao'fan
入室操戈,ru'shi'cao'ge
如石投水,ru'shi'tou'shui
如是我闻,ru'shi'wo'wen
如释重负,ru'shi'zhong'fu
如手如足,ru'shou'ru'zu
如数家珍,ru'shu'jia'zhen
如水赴壑,ru'shui'fu'he
如汤沃雪,ru'tang'wo'xue
入土为安,ru'tu'wei'an
入文出武,ru'wen'chu'wu
入乡随俗,ru'xiang'sui'su
入孝出弟,ru'xiao'chu'di
入孝出悌,ru'xiao'chu'ti
如兄如弟,ru'xiong'ru'di
乳臭未干,ru'xiu'wei'gan
如埙如篪,ru'xun'ru'chi
儒雅风流,ru'ya'feng'liu
如蚁附膻,ru'yi'fu'shan
如意算盘,ru'yi'suan'pan
如应斯响,ru'ying'si'xiang
如影随形,ru'ying'sui'xing
如蝇逐臭,ru'ying'zhu'chou
如有所失,ru'you'suo'shi
如鱼得水,ru'yu'de'shui
如鱼似水,ru'yu'si'shui
如愿以偿,ru'yuan'yi'chang
如之奈何,ru'zhi'nai'he
如指诸掌,ru'zhi'zhu'zhang
入主出奴,ru'zhu'chu'nu
如锥画沙,ru'zhui'hua'sha
孺子可教,ru'zi'ke'jiao
如醉初醒,ru'zui'chu'xing
如醉方醒,ru'zui'fang'xing
如醉如痴,ru'zui'ru'chi
如醉如狂,ru'zui'ru'kuang
如醉如梦,ru'zui'ru'meng
如坐春风,ru'zuo'chun'feng
如左右手,ru'zuo'you'shou
如坐云雾,ru'zuo'yun'wu
如坐针毡,ru'zuo'zhen'zhan
软红十丈,ruan'hong'shi'zhang
软红香土,ruan'hong'xiang'tu
阮囊羞涩,ruan'nang'xiu'se
软弱无力,ruan'ruo'wu'li
软香温玉,ruan'xiang'wen'yu
软硬兼施,ruan'ying'jian'shi
软玉温香,ruan'yu'wen'xiang
蕤宾铁响,rui'bin'tie'xiang
锐不可当,rui'bu'ke'dang
枘圆凿方,rui'yuan'zao'fang
枘凿方圆,rui'zao'fang'yuan
若敖鬼馁,ruo'ao'gui'nei
弱不好弄,ruo'bu'hao'nong
弱不禁风,ruo'bu'jin'feng
弱不胜衣,ruo'bu'sheng'yi
若不胜衣,ruo'bu'sheng'yi
若存若亡,ruo'cun'ruo'wang
若即若离,ruo'ji'ruo'li
若明若暗,ruo'ming'ruo'an
若烹小鲜,ruo'peng'xiao'xian
弱肉强食,ruo'rou'qiang'shi
若丧考妣,ruo'sang'kao'bi
若涉渊水,ruo'she'yuan'shui
若释重负,ruo'shi'zhong'fu
弱水之隔,ruo'shui'zhi'ge
若无其事,ruo'wu'qi'shi
若隐若现,ruo'yin'ruo'xian
若有若无,ruo'you'ruo'wu
若有所失,ruo'you'suo'shi
若有所思,ruo'you'suo'si
撒豆成兵,sa'dou'cheng'bing
撒娇卖俏,sa'jiao'mai'qiao
撒娇撒痴,sa'jiao'sa'chi
撒泼打滚,sa'po'da'gun
洒扫应对,sa'sao'ying'dui
飒爽英姿,sa'shuang'ying'zi
撒水拿鱼,sa'shui'na'yu
塞北江南,sai'bei'jiang'nan
塞耳偷铃,sai'er'tou'ling
塞井焚舍,sai'jing'fen'she
塞上江南,sai'shang'jiang'nan
塞翁失马,sai'weng'shi'ma
塞翁之马,sai'weng'zhi'ma
三班六房,san'ban'liu'fang
三病四痛,san'bing'si'tong
散兵游勇,san'bing'you'yong
三曹对案,san'cao'dui'an
三差两错,san'cha'liang'cuo
三茶六饭,san'cha'liu'fan
三茶六礼,san'cha'liu'li
三差五错,san'cha'wu'cuo
三长两短,san'chang'liang'duan
三长四短,san'chang'si'duan
三朝元老,san'chao'yuan'lao
三从四德,san'cong'si'de
三寸之舌,san'cun'zhi'she
三叠阳关,san'die'yang'guan
三迭阳关,san'die'yang'guan
三番两次,san'fan'liang'ci
三反四覆,san'fan'si'fu
三翻四复,san'fan'si'fu
三翻四覆,san'fan'si'fu
三番五次,san'fan'wu'ci
三分鼎立,san'fen'ding'li
三分鼎足,san'fen'ding'zu
三坟五典,san'fen'wu'dian
三风十愆,san'feng'shi'qian
三复白圭,san'fu'bai'gui
三夫之言,san'fu'zhi'yan
三纲八目,san'gang'ba'mu
三告投杼,san'gao'tou'zhu
三更半夜,san'geng'ban'ye
三宫六院,san'gong'liu'yuan
三顾草庐,san'gu'cao'lu
三姑六婆,san'gu'liu'po
三顾茅庐,san'gu'mao'lu
三跪九叩,san'gui'jiu'kou
三好两歹,san'hao'liang'dai
三户亡秦,san'hu'wang'qin
三环五扣,san'huan'wu'kou
三回九转,san'hui'jiu'zhuan
三缄其口,san'jian'qi'kou
三谏之义,san'jian'zhi'yi
三江七泽,san'jiang'qi'ze
三江五湖,san'jiang'wu'hu
三教九流,san'jiao'jiu'liu
三节两寿,san'jie'liang'shou
三街六巷,san'jie'liu'xiang
三句不离本行,san'ju'bu'li'ben'hang
三老四少,san'lao'si'shao
三老五更,san'lao'wu'geng
三邻四舍,san'lin'si'she
三令五申,san'ling'wu'shen
三六九等,san'liu'jiu'deng
三毛七孔,san'mao'qi'kong
三媒六证,san'mei'liu'zheng
三命而俯,san'ming'er'fu
三年化碧,san'nian'hua'bi
三年五载,san'nian'wu'zai
三年之艾,san'nian'zhi'ai
三平二满,san'ping'er'man
三迁之教,san'qian'zhi'jiao
三亲六故,san'qin'liu'gu
三拳两脚,san'quan'liang'jiao
三人为众,san'ren'wei'zhong
三三两两,san'san'liang'liang
三三四四,san'san'si'si
三三五五,san'san'wu'wu
三山五岳,san'shan'wu'yue
三牲五鼎,san'sheng'wu'ding
三生有幸,san'sheng'you'xing
三尸暴跳,san'shi'bao'tiao
三十而立,san'shi'er'li
三十六计,san'shi'liu'ji
三豕涉河,san'shi'she'he
三兽渡河,san'shou'du'he
三首六臂,san'shou'liu'bi
三思而后行,san'si'er'hou'xing
三思而行,san'si'er'xing
三台八座,san'tai'ba'zuo
三汤五割,san'tang'wu'ge
三天两头,san'tian'liang'tou
三头八臂,san'tou'ba'bi
三头对案,san'tou'dui'an
三头两面,san'tou'liang'mian
三头两日,san'tou'liang'ri
三头两绪,san'tou'liang'xu
三头六臂,san'tou'liu'bi
三头六面,san'tou'liu'mian
三头六证,san'tou'liu'zheng
三瓦两舍,san'wa'liang'she
三位一体,san'wei'yi'ti
三五成群,san'wu'cheng'qun
三徙成国,san'xi'cheng'guo
三写易字,san'xie'yi'zi
三心二意,san'xin'er'yi
三心两意,san'xin'liang'yi
三衅三浴,san'xin'san'yu
三省吾身,san'xing'wu'shen
三星在户,san'xing'zai'hu
三星在天,san'xing'zai'tian
三旬九食,san'xun'jiu'shi
三言两句,san'yan'liang'ju
三言两语,san'yan'liang'yu
散言碎语,san'yan'sui'yu
三阳开泰,san'yang'kai'tai
三余读书,san'yu'du'shu
三浴三衅,san'yu'san'xin
三月不知肉味,san'yue'bu'zhi'rou'wei
三灾八难,san'zai'ba'nan
三占从二,san'zhan'cong'er
三贞九烈,san'zhen'jiu'lie
三智五猜,san'zhi'wu'cai
三纸无驴,san'zhi'wu'lv
三旨相公,san'zhi'xiang'gong
三足鼎立,san'zu'ding'li
丧胆销魂,sang'dan'xiao'hun
丧魂落魄,sang'hun'luo'po
丧家之狗,sang'jia'zhi'gou
丧家之犬,sang'jia'zhi'quan
桑间濮上,sang'jian'pu'shang
丧尽天良,sang'jin'tian'liang
丧明之痛,sang'ming'zhi'tong
丧权辱国,sang'quan'ru'guo
丧身失节,sang'shen'shi'jie
桑枢瓮牖,sang'shu'weng'you
桑田沧海,sang'tian'cang'hai
丧心病狂,sang'xin'bing'kuang
桑榆暮景,sang'yu'mu'jing
桑中之喜,sang'zhong'zhi'xi
扫除天下,sao'chu'tian'xia
搔到痒处,sao'dao'yang'chu
扫地出门,sao'di'chu'men
扫地无遗,sao'di'wu'yi
扫眉才子,sao'mei'cai'zi
扫墓望丧,sao'mu'wang'sang
嫂溺叔援,sao'ni'shu'yuan
骚情赋骨,sao'qing'fu'gu
骚人墨客,sao'ren'mo'ke
搔首踟蹰,sao'shou'chi'chu
搔首弄姿,sao'shou'nong'zi
扫榻以待,sao'ta'yi'dai
搔头摸耳,sao'tou'mo'er
搔头弄姿,sao'tou'nong'zi
搔头抓耳,sao'tou'zhua'er
色胆包天,se'dan'bao'tian
色胆迷天,se'dan'mi'tian
色胆如天,se'dan'ru'tian
色厉胆薄,se'li'dan'bo
色厉内荏,se'li'nei'ren
瑟弄琴调,se'nong'qin'tiao
色如死灰,se'ru'si'hui
色若死灰,se'ruo'si'hui
色授魂与,se'shou'hun'yu
色衰爱弛,se'shuai'ai'chi
涩于言论,se'yu'yan'lun
森罗万象,sen'luo'wan'xiang
森严壁垒,sen'yan'bi'lei
僧多粥少,seng'duo'zhou'shao
杀敌致果,sha'di'zhi'guo
煞费苦心,sha'fei'ku'xin
煞费心机,sha'fei'xin'ji
杀鸡骇猴,sha'ji'hai'hou
杀鸡儆猴,sha'ji'jing'hou
杀鸡取蛋,sha'ji'qu'dan
杀鸡取卵,sha'ji'qu'luan
杀鸡吓猴,sha'ji'xia'hou
杀鸡焉用牛刀,sha'ji'yan'yong'niu'dao
沙里淘金,sha'li'tao'jin
杀马毁车,sha'ma'hui'che
杀妻求将,sha'qi'qiu'jiang
杀气腾腾,sha'qi'teng'teng
杀人不见血,sha'ren'bu'jian'xie
杀人不眨眼,sha'ren'bu'zha'yan
杀人灭口,sha'ren'mie'kou
杀人如草,sha'ren'ru'cao
杀人如蒿,sha'ren'ru'hao
杀人如麻,sha'ren'ru'ma
杀人盈野,sha'ren'ying'ye
杀人越货,sha'ren'yue'huo
杀身成仁,sha'shen'cheng'ren
杀身之祸,sha'shen'zhi'huo
傻头傻脑,sha'tou'sha'nao
歃血为盟,sha'xue'wei'meng
杀一儆百,sha'yi'jing'bai
杀一警百,sha'yi'jing'bai
杀衣缩食,sha'yi'suo'shi
煞有介事,sha'you'jie'shi
铩羽而归,sha'yu'er'gui
杀彘教子,sha'zhi'jiao'zi
筛锣擂鼓,shai'luo'lei'gu
善罢干休,shan'ba'gan'xiu
善罢甘休,shan'ba'gan'xiu
山包海容,shan'bao'hai'rong
山崩川竭,shan'beng'chuan'jie
山崩地裂,shan'beng'di'lie
山崩地陷,shan'beng'di'xian
山崩海啸,shan'beng'hai'xiao
山崩水竭,shan'beng'shui'jie
善财难舍,shan'cai'nan'she
山长水阔,shan'chang'shui'kuo
山长水远,shan'chang'shui'yuan
山川米聚,shan'chuan'mi'ju
善刀而藏,shan'dao'er'cang
删繁就简,shan'fan'jiu'jian
扇风点火,shan'feng'dian'huo
煽风点火,shan'feng'dian'huo
山肤水豢,shan'fu'shui'huan
山高皇帝远,shan'gao'huang'di'yuan
山高水长,shan'gao'shui'chang
山高水低,shan'gao'shui'di
山高水险,shan'gao'shui'xian
山光水色,shan'guang'shui'se
山寒水冷,shan'han'shui'leng
山河表里,shan'he'biao'li
山呼海啸,shan'hu'hai'xiao
珊瑚在网,shan'hu'zai'wang
山积波委,shan'ji'bo'wei
山鸡舞镜,shan'ji'wu'jing
山亏一篑,shan'kui'yi'kui
擅离职守,shan'li'zhi'shou
山林隐逸,shan'lin'yin'yi
山溜穿石,shan'liu'chuan'shi
山眉水眼,shan'mei'shui'yan
山盟海誓,shan'meng'hai'shi
山鸣谷应,shan'ming'gu'ying
山明水秀,shan'ming'shui'xiu
山木自寇,shan'mu'zi'kou
山南海北,shan'nan'hai'bei
善男信女,shan'nan'xin'nv
讪皮讪脸,shan'pi'shan'lian
山栖谷隐,shan'qi'gu'yin
善气迎人,shan'qi'ying'ren
善骑者堕,shan'qi'zhe'duo
山清水秀,shan'qing'shui'xiu
山穷水尽,shan'qiong'shui'jin
潸然泪下,shan'ran'lei'xia
山容海纳,shan'rong'hai'na
善善从长,shan'shan'cong'chang
善善恶恶,shan'shan'e'e
姗姗来迟,shan'shan'lai'chi
珊珊来迟,shan'shan'lai'chi
善始善终,shan'shi'shan'zhong
山水相连,shan'shui'xiang'lian
闪烁其词,shan'shuo'qi'ci
闪烁其辞,shan'shuo'qi'ci
善颂善祷,shan'song'shan'dao
山颓木坏,shan'tui'mu'huai
善为说辞,shan'wei'shuo'ci
讪牙闲嗑,shan'ya'xian'ke
山摇地动,shan'yao'di'dong
山肴海错,shan'yao'hai'cuo
山遥路远,shan'yao'lu'yuan
山遥水远,shan'yao'shui'yuan
山肴野蔌,shan'yao'ye'su
山阴夜雪,shan'yin'ye'xue
善游者溺,shan'you'zhe'ni
善与人交,shan'yu'ren'jiao
掞藻飞声,shan'zao'fei'sheng
山珍海味,shan'zhen'hai'wei
扇枕温被,shan'zhen'wen'bei
扇枕温席,shan'zhen'wen'xi
山中宰相,shan'zhong'zai'xiang
善自为谋,shan'zi'wei'mou
山陬海噬,shan'zou'hai'shi
赏不当功,shang'bu'dang'gong
上谄下渎,shang'chan'xia'du
上窜下跳,shang'cuan'xia'tiao
上蹿下跳,shang'cuan'xia'tiao
上当受骗,shang'dang'shou'pian
上当学乖,shang'dang'xue'guai
赏罚不明,shang'fa'bu'ming
赏罚分明,shang'fa'fen'ming
赏罚严明,shang'fa'yan'ming
伤风败俗,shang'feng'bai'su
赏功罚罪,shang'gong'fa'zui
伤弓之鸟,shang'gong'zhi'niao
上好下甚,shang'hao'xia'shen
上和下睦,shang'he'xia'mu
上交不谄,shang'jiao'bu'chan
伤筋动骨,shang'jin'dong'gu
赏立诛必,shang'li'zhu'bi
上梁不正,shang'liang'bu'zheng
上楼去梯,shang'lou'qu'ti
上漏下湿,shang'lou'xia'shi
上慢下暴,shang'man'xia'bao
上树拔梯,shang'shu'ba'ti
伤天害理,shang'tian'hai'li
上天入地,shang'tian'ru'di
上吐下泻,shang'tu'xia'xie
上下其手,shang'xia'qi'shou
上下同心,shang'xia'tong'xin
上下同欲,shang'xia'tong'yu
上下一心,shang'xia'yi'xin
伤心惨目,shang'xin'can'mu
赏心乐事,shang'xin'le'shi
赏心悦目,shang'xin'yue'mu
上行下效,shang'xing'xia'xiao
上医医国,shang'yi'yi'guo
商彝周鼎,shang'yi'zhou'ding
上雨旁风,shang'yu'pang'feng
上援下推,shang'yuan'xia'tui
上智下愚,shang'zhi'xia'yu
少安无躁,shao'an'wu'zao
少安毋躁,shao'an'wu'zao
少不更事,shao'bu'geng'shi
少不经事,shao'bu'jing'shi
少成若性,shao'cheng'ruo'xing
少吃俭用,shao'chi'jian'yong
韶华如驶,shao'hua'ru'shi
少见多怪,shao'jian'duo'guai
烧眉之急,shao'mei'zhi'ji
少年老成,shao'nian'lao'cheng
少年老诚,shao'nian'lao'cheng
少气无力,shao'qi'wu'li
稍胜一筹,shao'sheng'yi'chou
勺水一脔,shao'shui'yi'luan
少私寡欲,shao'si'gua'yu
少小无猜,shao'xiao'wu'cai
稍逊一筹,shao'xun'yi'chou
少言寡语,shao'yan'gua'yu
韶颜稚齿,shao'yan'zhi'chi
稍纵即逝,shao'zong'ji'shi
舍本求末,she'ben'qiu'mo
舍本逐末,she'ben'zhu'mo
涉笔成趣,she'bi'cheng'qu
舌敝唇焦,she'bi'chun'jiao
舌敝耳聋,she'bi'er'long
舍策追羊,she'ce'zhui'yang
舍短取长,she'duan'qu'chang
舌端月旦,she'duan'yue'dan
赦过宥罪,she'guo'you'zui
舍己从人,she'ji'cong'ren
舍己为公,she'ji'wei'gong
舍己为人,she'ji'wei'ren
舍己芸人,she'ji'yun'ren
舌剑唇枪,she'jian'chun'qiang
折箭为誓,she'jian'wei'shi
舍近求远,she'jin'qiu'yuan
蛇口蜂针,she'kou'feng'zhen
歙漆阿胶,she'qi'e'jiao
设身处地,she'shen'chu'di
舍身求法,she'shen'qiu'fa
舍身为国,she'shen'wei'guo
舍生忘死,she'sheng'wang'si
蛇食鲸吞,she'shi'jing'tun
射石饮羽,she'shi'yin'yu
社鼠城狐,she'shu'cheng'hu
舍死忘生,she'si'wang'sheng
蛇头鼠眼,she'tou'shu'yan
社威擅势,she'wei'shan'shi
舍我其谁,she'wo'qi'shui
蛇蝎心肠,she'xie'xin'chang
社燕秋鸿,she'yan'qiu'hong
蛇影杯弓,she'ying'bei'gong
蛇欲吞象,she'yu'tun'xiang
舌战群儒,she'zhan'qun'ru
神安气集,shen'an'qi'ji
深奥莫测,shen'ao'mo'ce
身败名裂,shen'bai'ming'lie
深闭固拒,shen'bi'gu'ju
深壁固垒,shen'bi'gu'lei
神兵天将,shen'bing'tian'jiang
沈博绝丽,shen'bo'jue'li
深不可测,shen'bu'ke'ce
神不守舍,shen'bu'shou'she
神采奕然,shen'cai'yi'ran
神采奕奕,shen'cai'yi'yi
神采英拔,shen'cai'ying'ba
深藏若虚,shen'cang'ruo'xu
神差鬼使,shen'chai'gui'shi
神超形越,shen'chao'xing'yue
参辰卯酉,shen'chen'mao'you
深仇大恨,shen'chou'da'hen
深仇重怨,shen'chou'zhong'yuan
神出鬼没,shen'chu'gui'mo
身单力薄,shen'dan'li'bo
身当其境,shen'dang'qi'jing
神道设教,shen'dao'she'jiao
深得人心,shen'de'ren'xin
神而明之,shen'er'ming'zhi
神飞色舞,shen'fei'se'wu
深根固本,shen'gen'gu'ben
深根固柢,shen'gen'gu'di
深更半夜,shen'geng'ban'ye
深耕易耨,shen'geng'yi'nou
神工鬼斧,shen'gong'gui'fu
神功圣化,shen'gong'sheng'hua
深沟壁垒,shen'gou'bi'lei
深沟高垒,shen'gou'gao'lei
深谷为陵,shen'gu'wei'ling
神鬼莫测,shen'gui'mo'ce
神鬼难测,shen'gui'nan'ce
神号鬼哭,shen'hao'gui'ku
参横斗转,shen'heng'dou'zhuan
身后萧条,shen'hou'xiao'tiao
神乎其技,shen'hu'qi'ji
神乎其神,shen'hu'qi'shen
神哗鬼叫,shen'hua'gui'jiao
参回斗转,shen'hui'dou'zhuan
神会心融,shen'hui'xin'rong
神魂颠倒,shen'hun'dian'dao
神魂飘荡,shen'hun'piao'dang
神机鬼械,shen'ji'gui'xie
神机妙算,shen'ji'miao'suan
身价百倍,shen'jia'bai'bei
身价倍增,shen'jia'bei'zeng
身家性命,shen'jia'xing'ming
神焦鬼烂,shen'jiao'gui'lan
身经百战,shen'jing'bai'zhan
神经错乱,shen'jing'cuo'luan
神经过敏,shen'jing'guo'min
深居简出,shen'ju'jian'chu
神来气旺,shen'lai'qi'wang
神来之笔,shen'lai'zhi'bi
身历其境,shen'li'qi'jing
身临其境,shen'lin'qi'jing
神领意得,shen'ling'yi'de
神领意造,shen'ling'yi'zao
神流气鬯,shen'liu'qi'chang
神龙见首,shen'long'jian'shou
神龙马壮,shen'long'ma'zhuang
蜃楼海市,shen'lou'hai'shi
神眉鬼眼,shen'mei'gui'yan
神妙莫测,shen'miao'mo'ce
神灭形消,shen'mie'xing'xiao
深明大义,shen'ming'da'yi
身名两泰,shen'ming'liang'tai
深谋远略,shen'mou'yuan'lue
深谋远虑,shen'mou'yuan'lv
神怒人怨,shen'nu'ren'yuan
神气十足,shen'qi'shi'zu
神牵鬼制,shen'qian'gui'zhi
身强力壮,shen'qiang'li'zhuang
深切著明,shen'qie'zhu'ming
神情不属,shen'qing'bu'shu
神清骨秀,shen'qing'gu'xiu
深情厚意,shen'qing'hou'yi
深情厚谊,shen'qing'hou'yi
神情恍惚,shen'qing'huang'hu
神清气朗,shen'qing'qi'lang
神清气爽,shen'qing'qi'shuang
身轻言微,shen'qing'yan'wei
神情自若,shen'qing'zi'ruo
神区鬼奥,shen'qu'gui'ao
审曲面势,shen'qu'mian'shi
深仁厚泽,shen'ren'hou'ze
神融气泰,shen'rong'qi'tai
深入骨髓,shen'ru'gu'sui
深入浅出,shen'ru'qian'chu
深入人心,shen'ru'ren'xin
深入显出,shen'ru'xian'chu
神色不动,shen'se'bu'dong
神色仓皇,shen'se'cang'huang
神色张皇,shen'se'zhang'huang
深山长谷,shen'shan'chang'gu
深山老林,shen'shan'lao'lin
深山密林,shen'shan'mi'lin
深山穷谷,shen'shan'qiong'gu
深山穷林,shen'shan'qiong'lin
深山幽谷,shen'shan'you'gu
慎身修永,shen'shen'xiu'yong
神圣工巧,shen'sheng'gong'qiao
审时度势,shen'shi'duo'shi
神施鬼设,shen'shi'gui'she
慎始敬终,shen'shi'jing'zhong
沈诗任笔,shen'shi'ren'bi
伸手不见五指,shen'shou'bu'jian'wu'zhi
身首异处,shen'shou'yi'chu
身首异地,shen'shou'yi'di
神枢鬼藏,shen'shu'gui'cang
神术妙计,shen'shu'miao'ji
神思恍惚,shen'si'huang'hu
深思远虑,shen'si'yuan'lv
神竦心惕,shen'song'xin'ti
身体发肤,shen'ti'fa'fu
身体力行,shen'ti'li'xing
神通广大,shen'tong'guang'da
神头鬼脸,shen'tou'gui'lian
神头鬼面,shen'tou'gui'mian
伸头缩颈,shen'tou'suo'jing
身退功成,shen'tui'gong'cheng
身外之物,shen'wai'zhi'wu
神完气足,shen'wan'qi'zu
神往神来,shen'wang'shen'lai
身微言轻,shen'wei'yan'qing
深惟重虑,shen'wei'zhong'lv
深文周纳,shen'wen'zhou'na
身无长处,shen'wu'chang'chu
身无寸缕,shen'wu'cun'lv
神武挂冠,shen'wu'gua'guan
深恶痛疾,shen'wu'tong'ji
深恶痛绝,shen'wu'tong'jue
身显名扬,shen'xian'ming'yang
神闲气定,shen'xian'qi'ding
神闲气静,shen'xian'qi'jing
身先士卒,shen'xian'shi'zu
神仙中人,shen'xian'zhong'ren
甚嚣尘上,shen'xiao'chen'shang
神霄绛阙,shen'xiao'jiang'que
深信不疑,shen'xin'bu'yi
身心交病,shen'xin'jiao'bing
神摇目夺,shen'yao'mu'duo
沈腰潘鬓,shen'yao'pan'bin
神摇意夺,shen'yao'yi'duo
神怿气愉,shen'yi'qi'yu
神怡心旷,shen'yi'xin'kuang
神意自若,shen'yi'zi'ruo
身远心近,shen'yuan'xin'jin
神憎鬼厌,shen'zeng'gui'yan
深宅大院,shen'zhai'da'yuan
深中笃行,shen'zhong'du'xing
深中肯綮,shen'zhong'ken'qing
慎重其事,shen'zhong'qi'shi
慎终如始,shen'zhong'ru'shi
慎终追远,shen'zhong'zhui'yuan
神州赤县,shen'zhou'chi'xian
神州陆沉,shen'zhou'lu'chen
神醉心往,shen'zui'xin'wang
胜败乃兵家常事,sheng'bai'nai'bing'jia'chang'shi
生搬硬套,sheng'ban'ying'tao
生不逢辰,sheng'bu'feng'chen
生不逢时,sheng'bu'feng'shi
生财之道,sheng'cai'zhi'dao
省吃俭用,sheng'chi'jian'yong
绳床瓦灶,sheng'chuang'wa'zao
生栋覆屋,sheng'dong'fu'wu
生动活泼,sheng'dong'huo'po
声东击西,sheng'dong'ji'xi
声动梁尘,sheng'dong'liang'chen
生而知之,sheng'er'zhi'zhi
生发未燥,sheng'fa'wei'zao
笙歌鼎沸,sheng'ge'ding'fei
生公说法,sheng'gong'shuo'fa
升官发财,sheng'guan'fa'cai
生关死劫,sheng'guan'si'jie
生花妙笔,sheng'hua'miao'bi
生花之笔,sheng'hua'zhi'bi
生机勃勃,sheng'ji'bo'bo
盛极一时,sheng'ji'yi'shi
声价十倍,sheng'jia'shi'bei
生聚教训,sheng'ju'jiao'xun
绳锯木断,sheng'ju'mu'duan
生来死去,sheng'lai'si'qu
生老病死,sheng'lao'bing'si
声泪俱下,sheng'lei'ju'xia
生离死别,sheng'li'si'bie
生灵涂炭,sheng'ling'tu'tan
生龙活虎,sheng'long'huo'hu
生米煮成熟饭,sheng'mi'zhu'cheng'shu'fan
声名狼藉,sheng'ming'lang'ji
盛名难副,sheng'ming'nan'fu
生男育女,sheng'nan'yu'nv
盛气凌人,sheng'qi'ling'ren
声气相求,sheng'qi'xiang'qiu
绳其祖武,sheng'qi'zu'wu
绳愆纠谬,sheng'qian'jiu'miu
声情并茂,sheng'qing'bing'mao
盛情难却,sheng'qing'nan'que
笙磬同音,sheng'qing'tong'yin
胜任愉快,sheng'ren'yu'kuai
生荣死哀,sheng'rong'si'ai
生荣死衰,sheng'rong'si'shuai
声如洪钟,sheng'ru'hong'zhong
声色狗马,sheng'se'gou'ma
声色货利,sheng'se'huo'li
声色俱厉,sheng'se'ju'li
声色犬马,sheng'se'quan'ma
生杀予夺,sheng'sha'yu'duo
圣神文武,sheng'shen'wen'wu
生生不息,sheng'sheng'bu'xi
生生死死,sheng'sheng'si'si
声势浩大,sheng'shi'hao'da
盛食厉兵,sheng'shi'li'bing
盛衰荣辱,sheng'shuai'rong'ru
盛衰兴废,sheng'shuai'xing'fei
剩水残山,sheng'shui'can'shan
生死存亡,sheng'si'cun'wang
声嘶力竭,sheng'si'li'jie
生死肉骨,sheng'si'rou'gu
生死未卜,sheng'si'wei'bu
生死相依,sheng'si'xiang'yi
生死攸关,sheng'si'you'guan
生死予夺,sheng'si'yu'duo
生死与共,sheng'si'yu'gong
生死之交,sheng'si'zhi'jiao
升堂入室,sheng'tang'ru'shi
生吞活剥,sheng'tun'huo'bo
声威大震,sheng'wei'da'zhen
声闻过情,sheng'wen'guo'qing
盛筵必散,sheng'yan'bi'san
盛筵难再,sheng'yan'nan'zai
声音笑貌,sheng'yin'xiao'mao
声应气求,sheng'ying'qi'qiu
胜友如云,sheng'you'ru'yun
声誉鹊起,sheng'yu'que'qi
生张熟魏,sheng'zhang'shu'wei
声振寰宇,sheng'zhen'huan'yu
声振林木,sheng'zhen'lin'mu
绳之以法,sheng'zhi'yi'fa
生众食寡,sheng'zhong'shi'gua
圣主垂衣,sheng'zhu'chui'yi
事半功倍,shi'ban'gong'bei
士饱马腾,shi'bao'ma'teng
事倍功半,shi'bei'gong'ban
实逼处此,shi'bi'chu'ci
事必躬亲,shi'bi'gong'qin
识变从宜,shi'bian'cong'yi
十变五化,shi'bian'wu'hua
士别三日,shi'bie'san'ri
十病九痛,shi'bing'jiu'tong
食不充肠,shi'bu'chong'chang
市不二价,shi'bu'er'jia
食不甘味,shi'bu'gan'wei
事不关己,shi'bu'guan'ji
食不果腹,shi'bu'guo'fu
事不过三,shi'bu'guo'san
势不可当,shi'bu'ke'dang
势不可挡,shi'bu'ke'dang
势不可遏,shi'bu'ke'e
时不可失,shi'bu'ke'shi
食不累味,shi'bu'lei'wei
势不两立,shi'bu'liang'li
誓不两立,shi'bu'liang'li
事不师古,shi'bu'shi'gu
时不我待,shi'bu'wo'dai
时不我与,shi'bu'wo'yu
食不暇饱,shi'bu'xia'bao
食不下咽,shi'bu'xia'yan
十步香草,shi'bu'xiang'cao
十步香车,shi'bu'xiang'che
矢不虚发,shi'bu'xu'fa
事不宜迟,shi'bu'yi'chi
时不再来,shi'bu'zai'lai
食不知味,shi'bu'zhi'wei
食不重肉,shi'bu'zhong'rou
恃才傲物,shi'cai'ao'wu
视财如命,shi'cai'ru'ming
诗肠鼓吹,shi'chang'gu'chui
石沉大海,shi'chen'da'hai
十成九稳,shi'cheng'jiu'wen
势成骑虎,shi'cheng'qi'hu
时绌举盈,shi'chu'ju'ying
时绌举赢,shi'chu'ju'ying
师出无名,shi'chu'wu'ming
事出无奈,shi'chu'wu'nai
事出意外,shi'chu'yi'wai
师出有名,shi'chu'you'ming
事出有因,shi'chu'you'yin
拾带重还,shi'dai'chong'huan
世代书香,shi'dai'shu'xiang
世代相传,shi'dai'xiang'chuan
视丹如绿,shi'dan'ru'lv
适当其时,shi'dang'qi'shi
失道寡助,shi'dao'gua'zhu
世道人情,shi'dao'ren'qing
市道之交,shi'dao'zhi'jiao
