阿贝比长原理,a'bei'bi'chang'yuan'li
背锥齿轮,bei'zhui'chi'lun
背锥角,bei'zhui'jiao
背锥距,bei'zhui'ju
本层信息,ben'ceng'xin'xi
本池,ben'chi
本初子午线,ben'chu'zi'wu'xian
本底计数,ben'di'ji'shu
本地天气,ben'di'tian'qi
本地网,ben'di'wang
本地振荡器,ben'di'zhen'dang'qi
本工程,ben'gong'cheng
苯磺酰氯,ben'huang'xian'lv
本机振荡器,ben'ji'zhen'dang'qi
本节,ben'jie
本金当事人,ben'jin'dang'shi'ren
本经取穴,ben'jing'qu'xue
贲门,ben'men
本年利润,ben'nian'li'run
本神,ben'shen
本特一号草,ben'te'yi'hao'cao
本原码,ben'yuan'ma
本征半导体,ben'zheng'ban'dao'ti
本征电致发光,ben'zheng'dian'zhi'fa'guang
本征吸杂工艺,ben'zheng'xi'za'gong'yi
本征载流子,ben'zheng'zai'liu'zi
本质失效,ben'zhi'shi'xiao
蹦床,beng'chuang
泵房,beng'fang
崩岗,beng'gang
泵工作液,beng'gong'zuo'ye
泵坑,beng'keng
崩漏,beng'lou
泵轮,beng'lun
泵轮液力转矩,beng'lun'ye'li'zhuan'ju
泵轮转矩,beng'lun'zhuan'ju
泵浦,beng'pu
泵浦速率,beng'pu'su'lv
泵浦速率分布,beng'pu'su'lv'fen'bu
泵浦效率,beng'pu'xiao'lv
泵送,beng'song
泵送费,beng'song'fei
崩塌,beng'ta
崩越二极管,beng'yue'er'ji'guan
泵站,beng'zhan
泵站排水,beng'zhan'pai'shui
狴犴,bi'an
壁板,bi'ban
避病性,bi'bing'xing
壁橱,bi'chu
鼻穿,bi'chuan
彼得罗夫方程,bi'de'luo'fu'fang'cheng
壁灯,bi'deng
壁灯架,bi'deng'jia
比电容,bi'dian'rong
比幅单脉冲,bi'fu'dan'mai'chong
比功率,bi'gong'lv
臂骨,bi'gu
壁挂,bi'gua
壁挂电视,bi'gua'dian'shi
髀关,bi'guan
闭管真空扩散,bi'guan'zhen'kong'kuo'san
碧海浪,bi'hai'lang
闭合差,bi'he'cha
闭合导线,bi'he'dao'xian
闭合电器,bi'he'dian'qi
闭合力,bi'he'li
闭合水准路线,bi'he'shui'zhun'lu'xian
笔划显示,bi'hua'xian'shi
闭环,bi'huan
闭环控制,bi'huan'kong'zhi
闭环控制系统,bi'huan'kong'zhi'xi'tong
闭环频率响应,bi'huan'pin'lv'xiang'ying
必佳,bi'jia
闭架管理,bi'jia'guan'li
比较地图学,bi'jiao'di'tu'xue
比较和讨论,bi'jiao'he'tao'lun
比较线,bi'jiao'xian
逼近,bi'jin
逼近度,bi'jin'du
闭经,bi'jing
鼻孔,bi'kong
避雷,bi'lei
避雷带,bi'lei'dai
避雷器,bi'lei'qi
避雷器型号,bi'lei'qi'xing'hao
避雷系统,bi'lei'xi'tong
避雷针,bi'lei'zhen
比例,bi'li
薜荔,bi'li
比例尺,bi'li'chi
比例阀,bi'li'fa
比例控制阀,bi'li'kong'zhi'fa
比例量表,bi'li'liang'biao
比例流量阀,bi'li'liu'liang'fa
比例式旋转变压器,bi'li'shi'xuan'zhuan'bian'ya'qi
比例误差,bi'li'wu'cha
比例指令,bi'li'zhi'ling
闭流区,bi'liu'qu
壁炉,bi'lu
闭路循环,bi'lu'xun'huan
比率鉴频器,bi'lv'jian'pin'qi
蓖麻,bi'ma
蓖麻子灸,bi'ma'zi'jiu
闭门器,bi'men'qi
臂臑,bi'nao
比能量,bi'neng'liang
鼻衄,bi'nv
荸荠,bi'qi
闭鞘姜,bi'qiao'jiang
比热,bi're
比容量,bi'rong'liang
比萨锅,bi'sa'guo
鼻塞,bi'se
比湿,bi'shi
壁式框架,bi'shi'kuang'jia
闭式运动链,bi'shi'yun'dong'lian
髀枢,bi'shu
滗水器,bi'shui'qi
闭水试验,bi'shui'shi'yan
比损耗因数,bi'sun'hao'yin'shu
闭锁式液力偶合器,bi'suo'shi'ye'li'ou'he'qi
闭锁液力变矩器,bi'suo'ye'li'bian'ju'qi
碧桃,bi'tao
鼻通,bi'tong
比图白麻,bi'tu'bai'ma
臂五里,bi'wu'li
赑屃,bi'xi
避险权,bi'xian'quan
比相单脉冲,bi'xiang'dan'mai'chong
比相定位,bi'xiang'ding'wei
壁效应,bi'xiao'ying
笔形波束天线,bi'xing'bo'shu'tian'xian
闭型轴承,bi'xing'zhou'cheng
必需元素,bi'xu'yuan'su
碧野绿豹,bi'ye'lv'bao
鼻渊,bi'yuan
鼻针,bi'zhen
逼真度,bi'zhen'du
鼻针麻醉,bi'zhen'ma'zui
闭证,bi'zheng
壁纸,bi'zhi
比值变换,bi'zhi'bian'huan
比值计,bi'zhi'ji
比值增强,bi'zhi'zeng'qiang
臂中,bi'zhong
比重分选,bi'zhong'fen'xuan
鼻柱,bi'zhu
鼻准,bi'zhun
边瓣,bian'ban
变比,bian'bi
变比例投影,bian'bi'li'tou'ying
变标高,bian'biao'gao
变长码,bian'chang'ma
边长中误差,bian'chang'zhong'wu'cha
编程调试,bian'cheng'tiao'shi
边垂线标定,bian'chui'xian'biao'ding
边带,bian'dai
扁担格子,bian'dan'ge'zi
便道,bian'dao
变电所,bian'dian'suo
变电站,bian'dian'zhan
扁豆,bian'dou
边墩,bian'dun
变风量系统,bian'feng'liang'xi'tong
变幅系数,bian'fu'xi'shu
变幅载荷,bian'fu'zai'he
扁钢,bian'gang
变刚度弓形板弹簧,bian'gang'du'gong'xing'ban'tan'huang
变刚度椭圆形板弹簧,bian'gang'du'tuo'yuan'xing'ban'tan'huang
变更通知,bian'geng'tong'zhi
边沟,bian'gou
变光灯,bian'guang'deng
边夯,bian'hang
编号,bian'hao
编花,bian'hua
变换,bian'huan
变换光束测图,bian'huan'guang'shu'ce'tu
扁环螺母,bian'huan'luo'mu
变换增益,bian'huan'zeng'yi
编绘,bian'hui
编绘原图,bian'hui'yuan'tu
编辑大纲,bian'ji'da'gang
边际贡献,bian'ji'gong'xian
边际效应,bian'ji'xiao'ying
边角测量,bian'jiao'ce'liang
边交会法,bian'jiao'hui'fa
边角交会法,bian'jiao'jiao'hui'fa
边角网,bian'jiao'wang
边界层,bian'jie'ceng
边界角,bian'jie'jiao
变截面,bian'jie'mian
变截面粱,bian'jie'mian'liang
边界润滑,bian'jie'run'hua
边界条件,bian'jie'tiao'jian
变矩器,bian'ju'qi
变矩系数,bian'ju'xi'shu
变距阵,bian'ju'zhen
边宽,bian'kuan
边框,bian'kuang
边框梁,bian'kuang'liang
边框柱,bian'kuang'zhu
遍历信源,bian'li'xin'yuan
变量,bian'liang
边梁,bian'liang
变量数列,bian'liang'shu'lie
变流器,bian'liu'qi
辨络脉,bian'luo'mai
变绿,bian'lv
编码,bian'ma
编码定理,bian'ma'ding'li
编码发射机,bian'ma'fa'she'ji
编码器,bian'ma'qi
便秘,bian'mi
编目,bian'mu
边幕,bian'mu
变配电站,bian'pei'dian'zhan
变频,bian'pin
变频电机,bian'pin'dian'ji
变频电气传动,bian'pin'dian'qi'chuan'dong
变频柜,bian'pin'gui
变频器,bian'pin'qi
变频振动试验,bian'pin'zhen'dong'shi'yan
扁平电缆,bian'ping'dian'lan
扁平封装,bian'ping'feng'zhuang
扁平头半空心铆钉,bian'ping'tou'ban'kong'xin'mao'ding
扁平头铆钉,bian'ping'tou'mao'ding
扁平阴极射线管,bian'ping'yin'ji'she'xian'guan
边坡,bian'po
变坡点,bian'po'dian
边坡平台,bian'po'ping'tai
边坡坡度,bian'po'po'du
边坡稳定,bian'po'wen'ding
边坡稳定性观测,bian'po'wen'ding'xing'guan'ce
边坡桩测设,bian'po'zhuang'ce'she
扁鹊,bian'que
变容二极管,bian'rong'er'ji'guan
变容真空泵,bian'rong'zhen'kong'beng
变色海水,bian'se'hai'shui
砭石,bian'shi
辨识,bian'shi
边搜索边跟踪,bian'sou'suo'bian'gen'zong
变速,bian'su
变速比修形蜗杆传动,bian'su'bi'xiu'xing'wo'gan'chuan'dong
变速车道,bian'su'che'dao
变速机,bian'su'ji
变速器,bian'su'qi
变速箱,bian'su'xiang
变速箱体,bian'su'xiang'ti
便溏,bian'tang
扁桃,bian'tao
扁桃果,bian'tao'guo
扁桃体,bian'tao'ti
边梃,bian'ting
边图,bian'tu
变位,bian'wei
变位齿轮,bian'wei'chi'lun
变位齿轮副,bian'wei'chi'lun'fu
变位系数,bian'wei'xi'shu
变位圆柱蜗杆传动,bian'wei'yuan'zhu'wo'gan'chuan'dong
变温水层,bian'wen'shui'ceng
边线,bian'xian
变线仪,bian'xian'yi
变象管,bian'xiang'guan
变形,bian'xing
变性,bian'xing
扁形电池,bian'xing'dian'chi
变形缝,bian'xing'feng
变形观测,bian'xing'guan'ce
变形观测控制网,bian'xing'guan'ce'kong'zhi'wang
变形力,bian'xing'li
变形量,bian'xing'liang
变形模量,bian'xing'mo'liang
变性气团,bian'xing'qi'tuan
变形椭圆,bian'xing'tuo'yuan
变压比,bian'ya'bi
变压器,bian'ya'qi
变压器耦合放大器,bian'ya'qi'ou'he'fang'da'qi
变压器容量,bian'ya'qi'rong'liang
变压器室,bian'ya'qi'shi
变压器组,bian'ya'qi'zu
扁叶葱,bian'ye'cong
变叶木,bian'ye'mu
扁叶芋,bian'ye'yu
编译码器,bian'yi'ma'qi
变异系数,bian'yi'xi'shu
变异性,bian'yi'xing
变异中心,bian'yi'zhong'xin
边缘插座连接器,bian'yuan'cha'zuo'lian'jie'qi
边缘构件,bian'yuan'gou'jian
边缘检测,bian'yuan'jian'ce
扁圆头半空心铆钉,bian'yuan'tou'ban'kong'xin'mao'ding
扁圆头固定螺栓,bian'yuan'tou'gu'ding'luo'shuan
扁圆头铆钉,bian'yuan'tou'mao'ding
边缘吻合,bian'yuan'wen'he
边缘效应,bian'yuan'xiao'ying
边缘增强,bian'yuan'zeng'qiang
变载荷,bian'zai'he
变赭,bian'zhe
砭针,bian'zhen
辨证,bian'zheng
辨证论治,bian'zheng'lun'zhi
编制办法,bian'zhi'ban'fa
变质量系统,bian'zhi'liang'xi'tong
编织平带,bian'zhi'ping'dai
编织线,bian'zhi'xian
编织形式,bian'zhi'xing'shi
编制依据,bian'zhi'yi'ju
边支座,bian'zhi'zuo
边柱,bian'zhu
鞭状天线,bian'zhuang'tian'xian
编纂,bian'zuan
扁嘴钳,bian'zui'qian
标本,biao'ben
表厂,biao'chang
标称冲击脉冲,biao'cheng'chong'ji'mai'chong
标称电容,biao'cheng'dian'rong
标称电压,biao'cheng'dian'ya
标称电阻值,biao'cheng'dian'zu'zhi
标称精度,biao'cheng'jing'du
标称容量,biao'cheng'rong'liang
标尺,biao'chi
标定,biao'ding
标定质量,biao'ding'zhi'liang
标定转矩,biao'ding'zhuan'ju
标高,biao'gao
标高差改正,biao'gao'cha'gai'zheng
标高投影,biao'gao'tou'ying
表格图,biao'ge'tu
表格显示,biao'ge'xian'shi
表观磁导率,biao'guan'ci'dao'lv
表观品质因数,biao'guan'pin'zhi'yin'shu
标号,biao'hao
标记,biao'ji
标记化合物,biao'ji'hua'he'wu
标记技术,biao'ji'ji'shu
标记昆虫,biao'ji'kun'chong
标价机,biao'jia'ji
标界测量,biao'jie'ce'liang
标距长度,biao'ju'chang'du
表具数据远传系统,biao'ju'shu'ju'yuan'chuan'xi'tong
表决系统,biao'jue'xi'tong
杓兰,biao'lan
表里,biao'li
表里配穴法,biao'li'pei'xue'fa
标量网络分析仪,biao'liang'wang'luo'fen'xi'yi
表面安装电感器,biao'mian'an'zhuang'dian'gan'qi
表面安装技术,biao'mian'an'zhuang'ji'shu
表面安装器件,biao'mian'an'zhuang'qi'jian
表面安装元件,biao'mian'an'zhuang'yuan'jian
表面波,biao'mian'bo
表面波天线,biao'mian'bo'tian'xian
表面冲洗,biao'mian'chong'xi
表面粗糙度,biao'mian'cu'cao'du
表面反型层,biao'mian'fan'xing'ceng
表面反应控制,biao'mian'fan'ying'kong'zhi
表面复合,biao'mian'fu'he
表面沟道,biao'mian'gou'dao
表面耗尽层,biao'mian'hao'jin'ceng
表面活性剂,biao'mian'huo'xing'ji
表面积累层,biao'mian'ji'lei'ceng
表面加工系数,biao'mian'jia'gong'xi'shu
表面浓度,biao'mian'nong'du
表面强化系数,biao'mian'qiang'hua'xi'shu
表面势,biao'mian'shi
表面水力负荷,biao'mian'shui'li'fu'he
表面态,biao'mian'tai
表面微机械工艺,biao'mian'wei'ji'xie'gong'yi
表面污染剂量仪,biao'mian'wu'ran'ji'liang'yi
表面形貌,biao'mian'xing'mao
表面硬化,biao'mian'ying'hua
表面有机负荷,biao'mian'you'ji'fu'he
表内科目,biao'nei'ke'mu
标牌,biao'pai
标牌铆钉,biao'pai'mao'ding
表实,biao'shi
表示层,biao'shi'ceng
表示扰动位,biao'shi'rao'dong'wei
表示三角,biao'shi'san'jiao
标题栏,biao'ti'lan
表图,biao'tu
表土,biao'tu
标图板,biao'tu'ban
表外科目,biao'wai'ke'mu
飑线,biao'xian
表虚,biao'xu
标引,biao'yin
表证,biao'zheng
表征参数,biao'zheng'can'shu
标志,biao'zhi
标志变异度,biao'zhi'bian'yi'du
标志灯,biao'zhi'deng
标志牌,biao'zhi'pai
标志照明系统,biao'zhi'zhao'ming'xi'tong
标柱,biao'zhu
标注,biao'zhu
标准白,biao'zhun'bai
标准层,biao'zhun'ceng
标准层平面,biao'zhun'ceng'ping'mian
标准差,biao'zhun'cha
标准齿轮,biao'zhun'chi'lun
标准大气,biao'zhun'da'qi
标准大样,biao'zhun'da'yang
标准单元,biao'zhun'dan'yuan
标准单元法,biao'zhun'dan'yuan'fa
标准的机组数据显示,biao'zhun'de'ji'zu'shu'ju'xian'shi
标准冻深,biao'zhun'dong'shen
标准公差,biao'zhun'gong'cha
标准构件,biao'zhun'gou'jian
标准贯入试验,biao'zhun'guan'ru'shi'yan
标准光源,biao'zhun'guang'yuan
标准弧垂,biao'zhun'hu'chui
标准件,biao'zhun'jian
标准检定场,biao'zhun'jian'ding'chang
标准截面,biao'zhun'jie'mian
标准罗兰,biao'zhun'luo'lan
标准配置点,biao'zhun'pei'zhi'dian
标准设计,biao'zhun'she'ji
标准时,biao'zhun'shi
标准收缩齿锥齿轮,biao'zhun'shou'suo'chi'zhui'chi'lun
标准太阳电池,biao'zhun'tai'yang'dian'chi
标准条件,biao'zhun'tiao'jian
标准图,biao'zhun'tu
标准纬线,biao'zhun'wei'xian
标准误差,biao'zhun'wu'cha
标准小区,biao'zhun'xiao'qu
标准信号发生器,biao'zhun'xin'hao'fa'sheng'qi
标准一览表,biao'zhun'yi'lan'biao
标准圆柱蜗杆传动,biao'zhun'yuan'zhu'wo'gan'chuan'dong
标准值,biao'zhun'zhi
标准中心距,biao'zhun'zhong'xin'ju
标准轴载,biao'zhun'zhou'zai
标准组合,biao'zhun'zu'he
标准阻止截面,biao'zhun'zu'zhi'jie'mian
表座,biao'zuo
别名长春花,bie'ming'chang'chun'hua
别名春梅,bie'ming'chun'mei
别名黄华,bie'ming'huang'hua
别名凌波仙子,bie'ming'ling'bo'xian'zi
别名木芍药,bie'ming'mu'shao'yao
别名玉茗花,bie'ming'yu'ming'hua
别墅,bie'shu
别穴,bie'xue
宾厄固体,bin'e'gu'ti
宾格笼,bin'ge'long
宾格网,bin'ge'wang
宾主效应,bin'zhu'xiao'ying
冰坝,bing'ba
冰雹,bing'bao
冰雹警报,bing'bao'jing'bao
冰拨,bing'bo
病程,bing'cheng
病虫害监测,bing'chong'hai'jian'ce
冰川侵蚀,bing'chuan'qin'shi
冰川时代,bing'chuan'shi'dai
冰岛兰宝,bing'dao'lan'bao
兵豆,bing'dou
病毒,bing'du
病毒粒体,bing'du'li'ti
饼肥,bing'fei
秉风,bing'feng
并沟线夹,bing'gou'xian'jia
病害监测,bing'hai'jian'ce
病害循环,bing'hai'xun'huan
病候,bing'hou
冰后回弹,bing'hou'hui'tan
冰花白,bing'hua'bai
冰花灰,bing'hua'hui
冰花米黄,bing'hua'mi'huang
病机,bing'ji
并记录时刻,bing'ji'lu'shi'ke
冰积土,bing'ji'tu
冰晶核,bing'jing'he
槟榔子,bing'lang'zi
丙类放大器,bing'lei'fang'da'qi
冰粒,bing'li
并联,bing'lian
并联电路,bing'lian'dian'lu
并联电容器,bing'lian'dian'rong'qi
并联系统,bing'lian'xi'tong
并列的,bing'lie'de
炳灵寺石窟,bing'ling'si'shi'ku
冰模,bing'mo
病人监护仪,bing'ren'jian'hu'yi
病入膏肓,bing'ru'gao'huang
冰台,bing'tai
冰丸,bing'wan
丙烯酸封闭膏,bing'xi'suan'feng'bi'gao
丙烯型,bing'xi'xing
丙烯型内墙专用腻子,bing'xi'xing'nei'qiang'zhuan'yong'ni'zi
丙烯型外墙专用腻子,bing'xi'xing'wai'qiang'zhuan'yong'ni'zi
冰雪圈,bing'xue'quan
病因辨证,bing'yin'bian'zheng
病原,bing'yuan
病原学,bing'yuan'xue
病在中旁取之,bing'zai'zhong'pang'qu'zhi
冰针,bing'zhen
病征,bing'zheng
波瓣,bo'ban
薄包花,bo'bao'hua
菠菜,bo'cai
波参数,bo'can'shu
波长,bo'chang
波长计,bo'chang'ji
波茨坦重力系统,bo'ci'tan'zhong'li'xi'tong
波带板,bo'dai'ban
波导,bo'dao
波导波长,bo'dao'bo'chang
波导窗,bo'dao'chuang
波导法兰盘,bo'dao'fa'lan'pan
波导开关,bo'dao'kai'guan
波导膜片,bo'dao'mo'pian
波导色散,bo'dao'se'san
波导式气体激光器,bo'dao'shi'qi'ti'ji'guang'qi
波导调配器,bo'dao'tiao'pei'qi
伯德图,bo'de'tu
玻丁米黄,bo'ding'mi'huang
波动,bo'dong
波动比,bo'dong'bi
波动尺度,bo'dong'chi'du
波动声学,bo'dong'sheng'xue
搏动式血泵,bo'dong'shi'xue'beng
波陡,bo'dou
博都米黄,bo'dou'mi'huang
波段,bo'duan
波段开关,bo'duan'kai'guan
波段双桥电容式,bo'duan'shuang'qiao'dian'rong'shi
波段双桥结构,bo'duan'shuang'qiao'jie'gou
博尔斯红,bo'er'si'hong
波发生器,bo'fa'sheng'qi
波发生器长轴,bo'fa'sheng'qi'chang'zhou
波发生器短轴,bo'fa'sheng'qi'duan'zhou
波发生器每转,bo'fa'sheng'qi'mei'zhuan
波分复用,bo'fen'fu'yong
波分复用器,bo'fen'fu'yong'qi
搏缝版,bo'feng'ban
播幅,bo'fu
波幅,bo'fu
薄腹梁,bo'fu'liang
薄钢板,bo'gang'ban
波高,bo'gao
波高系数,bo'gao'xi'shu
伯格斯矢量,bo'ge'si'shi'liang
伯格算法,bo'ge'suan'fa
驳骨丹,bo'gu'dan
博古架,bo'gu'jia
泊管,bo'guan
薄荷,bo'he
玻化砖铺装,bo'hua'zhuan'pu'zhuang
波尖漏过能量,bo'jian'lou'guo'neng'liang
伯爵黄,bo'jue'huang
玻壳,bo'ke
薄葵,bo'kui
波浪,bo'lang
波浪补偿,bo'lang'bu'chang
波浪补偿器,bo'lang'bu'chang'qi
波浪侵蚀,bo'lang'qin'shi
玻璃,bo'li
玻璃板,bo'li'ban
玻璃半导体,bo'li'ban'dao'ti
玻璃杯,bo'li'bei
玻璃布,bo'li'bu
玻璃衬底,bo'li'chen'di
玻璃窗,bo'li'chuang
玻璃翠,bo'li'cui
玻璃打孔钻,bo'li'da'kong'zuan
玻璃打空钻,bo'li'da'kong'zuan
玻璃刀,bo'li'dao
玻璃封装,bo'li'feng'zhuang
玻璃钢,bo'li'gang
玻璃钢防滑托盘,bo'li'gang'fang'hua'tuo'pan
玻璃钢脊瓦,bo'li'gang'ji'wa
玻璃钢瓦,bo'li'gang'wa
玻璃钢制品,bo'li'gang'zhi'pin
玻璃割刀,bo'li'ge'dao
玻璃隔断,bo'li'ge'duan
伯利黄,bo'li'huang
剥离剂,bo'li'ji
剥离技术,bo'li'ji'shu
玻璃胶,bo'li'jiao
玻璃菊,bo'li'ju
玻璃绝缘子,bo'li'jue'yuan'zi
玻璃马赛克,bo'li'ma'sai'ke
玻璃门,bo'li'men
玻璃幕墙,bo'li'mu'qiang
玻璃丝,bo'li'si
玻璃丝布,bo'li'si'bu
玻利维亚秋海棠,bo'li'wei'ya'qiu'hai'tang
播量,bo'liang
波龄,bo'ling
剥落,bo'luo
波罗,bo'luo
菠萝,bo'luo
博落回,bo'luo'hui
菠萝蜜,bo'luo'mi
薄毛绣线菊,bo'mao'xiu'xian'ju
剥谱,bo'pu
波谱测定仪,bo'pu'ce'ding'yi
波谱集群,bo'pu'ji'qun
波谱特征空间,bo'pu'te'zheng'kong'jian
波谱特征曲线,bo'pu'te'zheng'qu'xian
波谱响应曲线,bo'pu'xiang'ying'qu'xian
波前,bo'qian
播前处理,bo'qian'chu'li
波前再现,bo'qian'zai'xian
薄壳,bo'qiao
薄壳山核桃,bo'qiao'shan'he'tao
薄弱层,bo'ruo'ceng
薄栅氧化层,bo'shan'yang'hua'ceng
剥蚀,bo'shi
波数,bo'shu
波束波导,bo'shu'bo'dao
波束角,bo'shu'jiao
波束宽,bo'shu'kuan
波束宽度,bo'shu'kuan'du
波束雷达,bo'shu'lei'da
波束立体角,bo'shu'li'ti'jiao
波束天线,bo'shu'tian'xian
波束调向,bo'shu'tiao'xiang
波束形状因数,bo'shu'xing'zhuang'yin'shu
波数字滤波器,bo'shu'zi'lv'bo'qi
波斯红,bo'si'hong
波丝菊,bo'si'ju
波斯菊,bo'si'ju
泊松比,bo'song'bi
剥苔,bo'tai
波特,bo'te
玻特喇叭,bo'te'la'ba
箔条包,bo'tiao'bao
箔条云,bo'tiao'yun
箔条走廊,bo'tiao'zou'lang
泊位,bo'wei
波纹板,bo'wen'ban
波纹管,bo'wen'guan
波纹管联轴器,bo'wen'guan'lian'zhou'qi
波纹管座,bo'wen'guan'zuo
波纹喇叭,bo'wen'la'ba
波纹手轮,bo'wen'shou'lun
波纹圆轮缘手轮,bo'wen'yuan'lun'yuan'shou'lun
箔线,bo'xian
剥线机,bo'xian'ji
剥线钳,bo'xian'qian
波向,bo'xiang
波形,bo'xing
波形合成器,bo'xing'he'cheng'qi
波形松弛法,bo'xing'song'chi'fa
波形弹性垫圈,bo'xing'tan'xing'dian'quan
波型瓦,bo'xing'wa
波形瓦,bo'xing'wa
波叶忍冬,bo'ye'ren'dong
薄叶向日葵,bo'ye'xiang'ri'kui
玻印亭矢量,bo'yin'ting'shi'liang
薄质涂料,bo'zhi'tu'liao
播种期,bo'zhong'qi
波状变形,bo'zhuang'bian'xing
波阻抗,bo'zu'kang
不安全,bu'an'quan
不安全因素,bu'an'quan'yin'su
补仓按金,bu'cang'an'jin
补仓通知,bu'cang'tong'zhi
布层间梁,bu'ceng'jian'liang
补偿,bu'chang
补偿电离室,bu'chang'dian'li'shi
补偿电路,bu'chang'dian'lu
补偿定理,bu'chang'ding'li
补偿度,bu'chang'du
补偿柜,bu'chang'gui
补偿环,bu'chang'huan
补偿环组件,bu'chang'huan'zu'jian
补偿环座,bu'chang'huan'zuo
补偿器,bu'chang'qi
补偿器补偿误差,bu'chang'qi'bu'chang'wu'cha
补偿税,bu'chang'shui
补偿系统,bu'chang'xi'tong
补偿压力,bu'chang'ya'li
补偿作用,bu'chang'zuo'yong
补充水,bu'chong'shui
补充水处理,bu'chong'shui'chu'li
补充图例,bu'chong'tu'li
补充业务,bu'chong'ye'wu
不出廊,bu'chu'lang
布达拉宫,bu'da'la'gong
布袋架,bu'dai'jia
不带上亮,bu'dai'shang'liang
不等边角钢,bu'deng'bian'jiao'gang
不等肢角钢,bu'deng'zhi'jiao'gang
不定积分,bu'ding'ji'fen
不定穴,bu'ding'xue
不动产,bu'dong'chan
不动产税,bu'dong'chan'shui
不对称交流充电,bu'dui'chen'jiao'liu'chong'dian
不对称平衡,bu'dui'chen'ping'heng
不对称循环,bu'dui'chen'xun'huan
部队特种存款帐户,bu'dui'te'zhong'cun'kuan'zhang'hu
补法,bu'fa
布斐高,bu'fei'gao
部分不育性,bu'fen'bu'yu'xing
部分反转,bu'fen'fan'zhuan
部分故障,bu'fen'gu'zhang
部分失效,bu'fen'shi'xiao
不封闭楼梯,bu'feng'bi'lou'ti
布格改正,bu'ge'gai'zheng
布格异常,bu'ge'yi'chang
不够,bu'gou
不管其读音或含意,bu'guan'qi'du'yin'huo'han'yi
不焊透对接焊缝,bu'han'tou'dui'jie'han'feng
不合格品,bu'he'ge'pin
不合格品率,bu'he'ge'pin'lv
捕获电荷,bu'huo'dian'he
不活跃市场,bu'huo'yue'shi'chang
哺鸡竹,bu'ji'zhu
步架,bu'jia
步甲,bu'jia
部件,bu'jian
部件名称,bu'jian'ming'cheng
补间铺作,bu'jian'pu'zuo
步进电机,bu'jin'dian'ji
步进电气传动,bu'jin'dian'qi'chuan'dong
步进继电器,bu'jin'ji'dian'qi
步进角,bu'jin'jiao
步进频率,bu'jin'pin'lv
步进衰减器,bu'jin'shuai'jian'qi
步进运动机构,bu'jin'yun'dong'ji'gou
步进制交换,bu'jin'zhi'jiao'huan
步进阻抗变换器,bu'jin'zu'kang'bian'huan'qi
步距,bu'ju
不可靠度,bu'ke'kao'du
不可逆电气传动,bu'ke'ni'dian'qi'chuan'dong
不可视区,bu'ke'shi'qu
不可预见费,bu'ke'yu'jian'fei
补空,bu'kong
布拉风,bu'la'feng
布拉格元接收机,bu'la'ge'yuan'jie'shou'ji
步廊,bu'lang
布里奇曼方法,bu'li'qi'man'fang'fa
布里渊图,bu'li'yuan'tu
不连续面,bu'lian'xu'mian
不良导体,bu'liang'dao'ti
不良地质作用,bu'liang'di'zhi'zuo'yong
不良级配,bu'liang'ji'pei
布隆斯公式,bu'long'si'gong'shi
布轮,bu'lun
部门财务自理,bu'men'cai'wu'zi'li
部门档案馆,bu'men'dang'an'guan
部门预算单位,bu'men'yu'suan'dan'wei
不能工作时间,bu'neng'gong'zuo'shi'jian
不平衡,bu'ping'heng
不平衡度,bu'ping'heng'du
不平衡力,bu'ping'heng'li
不平衡力矩,bu'ping'heng'li'ju
不平衡力偶,bu'ping'heng'li'ou
不平衡量,bu'ping'heng'liang
不平衡灵敏度,bu'ping'heng'ling'min'du
不平衡矢量,bu'ping'heng'shi'liang
不平衡相角,bu'ping'heng'xiang'jiao
不平衡相位,bu'ping'heng'xiang'wei
不平衡质量,bu'ping'heng'zhi'liang
补气,bu'qi
补强,bu'qiang
补强层,bu'qiang'ceng
不亲和性,bu'qin'he'xing
不全位错,bu'quan'wei'cuo
不确定度,bu'que'ding'du
不燃结构,bu'ran'jie'gou
不容,bu'rong
不溶性阳极,bu'rong'xing'yang'ji
哺乳室,bu'ru'shi
卜若地,bu'ruo'di
不上人屋面,bu'shang'ren'wu'mian
补肾,bu'shen
补生泻成,bu'sheng'xie'cheng
布什金麻,bu'shi'jin'ma
捕食性,bu'shi'xing
捕食性螨,bu'shi'xing'man
捕食性天敌,bu'shi'xing'tian'di
步态分析系统,bu'tai'fen'xi'xi'tong
补贴收入,bu'tie'shou'ru
不同剂量,bu'tong'ji'liang
不透明光阴极,bu'tou'ming'guang'yin'ji
布图规则检查,bu'tu'gui'ze'jian'cha
不完全齿轮机构,bu'wan'quan'chi'lun'ji'gou
不完整螺纹,bu'wan'zheng'luo'wen
不稳定河槽,bu'wen'ding'he'cao
不稳定结构,bu'wen'ding'jie'gou
布线,bu'xian
布线管道,bu'xian'guan'dao
补泻手法,bu'xie'shou'fa
不锈钢,bu'xiu'gang
不锈钢板,bu'xiu'gang'ban
不锈钢杯,bu'xiu'gang'bei
不锈钢餐具,bu'xiu'gang'can'ju
不锈钢餐桌转盘,bu'xiu'gang'can'zhuo'zhuan'pan
不锈钢地漏,bu'xiu'gang'di'lou
不锈钢管,bu'xiu'gang'guan
不锈钢酒壶,bu'xiu'gang'jiu'hu
不锈钢礼品,bu'xiu'gang'li'pin
不锈钢器皿,bu'xiu'gang'qi'min
